"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber","individualCount"
"163","2021-01-14 15:30:41-03","MN","R","69877","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, E.D.","2011","06","14","Aleixo, P.S.","s.n.","1938","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-01-14 15:30:41-03","MN","R","85135","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Asplund, E.","14805","1940","11","29","Peru","Loreto","Iquitos",NA,NA,NA,NA,NA,"Iter Regnellianum quartum. Flora peruviana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-01-14 15:30:41-03","MN","R","8602","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Moreira, J.L.A.","1998","02","13","Glaziou, A.F.M.","9393","1869","12","29","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008602","R000008602_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-01-14 15:30:41-03","MN","R","194474","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Weiler, I.","1998","08",NA,"Weiler, I.","411",NA,NA,NA,"Brasil","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-01-14 15:30:41-03","MN","R","194475","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Weiler, I.","1998","08",NA,"Weiler, I.","571","1997","11","28","Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-01-14 15:30:41-03","MN","R","54804","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Ducke, W.A.","2056","1946","08","18","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-01-14 15:30:41-03","MN","R","39280","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Moreira, J.L.A.","1998","02","13","Vidal, J.","s.n.","1943","03","24","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-14 15:30:41-03","MN","R","67277","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Moreira, J.L.A.",NA,NA,NA,"Ule, E.H.G.","s.n.","1893","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-01-14 15:30:41-03","MN","R","130975","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Fevereiro, P.C.A.","1979","07","31","Atala, F.","71","1958","08","10","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:30:41-03","MN","R","23148","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Malme, G.O.A.","1568","1902","03","29","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,"Herb. Brasil. Regnell. Musei. bot. Stockholm. Plantae Itineris Regnelliani Iidi.",NA,NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-01-14 15:30:41-03","MN","R","131103","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Smith, L.B.; Reitz, R. & Klein, R.","12286","1957","03","31","Brasil","Santa Catarina","Porto Belo",NA,"-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,NA,"13032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-14 15:30:41-03","MN","R","131104","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, E.D.","2011","06","14","Trinta, Z.A.; Fromm-Trinta, E.","517","1964","03","26","Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-01-14 15:30:41-03","MN","R","111312","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Kuhlmann",NA,NA,NA,"Kuhlmann","6044","1940","07","16","Brasil","Rio de Janeiro","Rio de Janeiro","Gávea","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-01-14 15:30:41-03","MN","R","33189","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, E.D.","2011","06","14","Mello Barreto, H.L.","5599","1934","08","15","Brasil","Rio de Janeiro","Rio de Janeiro","Ipanema","-43.2075004577637","-22.9027996063232",NA,NA,"Jardim Botanico de Bello Horizonte.",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-05 09:18:10-03","UFPI","TEPB","22047","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq) Bentham","SÉRVIO JÚNIOR, E. M.","2003","09","24","Veiga & Silva","179","1987","10","24","Brasil","Pará","Barbacena","Vila do conde",NA,NA,NA,NA,"Substrato arenoso, relevo plano, flor lilás claro, fruto marrom, hábito volúvel Ambiente: beira da bacia do Tocantins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-19 10:23:55-03","CPAP","CPAP","8196","PreserverdSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Pott, A.","5730","1991","02","04","Brasil","MS","Aquidauana","Fazenda Fazendinha, Largo do Mamão, Sub-região de Aquidauana (área do Rio Negro), Pantanal","-56.383333","-19.483333","56°23' W","19°29' S","Trepadeira. FLOR: amarela. FRUTO: preto. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo muito alagável, com Thalia. SUBSTRATO: solo areno-siltoso; superfície orgânica. RELEVO: plano.",NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-11-19 10:23:55-03","CPAP","CPAP","2198","PreserverdSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Pott, V. J.","1430","1986","04","16","Brasil","MS","Ladário","Fim do Polder","-57.516667","-19.266667","57°31' W","19°16' S","Trepadeira. FLOR: amarela. FRUTO: preto. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Solo úmido - ruderal. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,NA,"130","130",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-02-22 11:47:10-03","IPA","IPA","18094","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Burkart, A.",NA,NA,NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","13755","1968","02","04","Argentina","Corrientes","Concepción","Tabay. Rio Santa Lucia. En embalsado",NA,NA,NA,NA,"Voluble","IPA0018094",NA,NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"181","2019-02-22 11:47:10-03","IPA","IPA","25114","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Lewis, G.P.","1978","12","07","Harley, R.M.","18546","1977","02","03","Brasil","Bahia",NA,"Coastal Zone. Maritime sands, Ponta do Mutá 31 km North from road junction from Maraú","-38.95","-13.883333","-38.95","-13.883333","Creeping herb with long trailing stems. Leaves pale green. Flowers with calyx pale green. Petals yellow, standard slightly purple-tinged outside. Pods pale green.","IPA0025114",NA,NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"182","2019-02-22 11:47:10-03","IPA","IPA","41507","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Mantovani, W.","1982","04",NA,"Hoehne, W.","5680","1964","03","27","Brasil","Rio de Janeiro",NA,"Barra da Tijuca",NA,NA,NA,NA,"Volúvel, flores amarelas","IPA0041507",NA,NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"183","2019-02-22 11:47:10-03","IPA","IPA","80423","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Bocage, A.","2017","02","06","Sobral-Leite, M.; Maciel, B.; Gomes, P.; Maciel, B.; Gomes, P.","1032","2009","09","11","Brasil","Pernambuco",NA,"Serra da Quitéria-Sítio Flecheira, Agreste. Entre Caruaru e Agrestina. Afloramento rochoso Pedra do Urubu.","-35.9925","-8.395278","-35.9925","-8.395278","Trepadeira sobre Cnidoscolus urens (Euphorbiaceae) formador de ilhas de vegetação. Indivíduos em plena floração. Flores flavas; emitindo leve odor adocicado.; Matriz formada por Savana Estépica Floresta/Savana Estépica Arborizada.","IPA0080423",NA,NA,NA,"540","540","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"184","2019-02-22 11:47:10-03","IPA","IPA","25374","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Andrade-Lima","1971","09","10","Andrade-Lima","716490","1971","09","10","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos, Fazenda Caruaru, várzea alagável","-35.9761009216309","-8.28332996368408",NA,NA,"Planta escandente sobre pequeno subarbusto. Flor amarelo-esverdeado","IPA0025374",NA,"35136","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"185","2019-02-22 11:47:10-03","IPA","IPA","44750","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ataíde, M.","1972",NA,NA,"Ataíde, M.","113","1972",NA,NA,"Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0044750",NA,"18865","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"186","2019-02-22 11:47:10-03","IPA","IPA","4071","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ducke, A.",NA,NA,NA,"Pickel, B.","3720","1934","10","17","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, beira de uma lagoa","-35.0182991027832","-8.00222015380859",NA,NA,"Flor amarela","IPA0004071",NA,"21764","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"187","2019-02-22 11:47:10-03","IPA","IPA","5204","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ducke, A.","1952","07","24","Pickel, B.","3506","1934","01","29","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento , margem do rio","-35.0182991027832","-8.00222015380859",NA,NA,NA,"IPA0005204",NA,"21764","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"188","2019-02-22 11:47:10-03","IPA","IPA","15362","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Barroso, G.M.","1965","08",NA,"Sucre, D.","775","1965","08","14","Brasil","Rio de Janeiro","Araruama",NA,"-42.3431015014648","-22.8728008270264",NA,NA,"Trepadeira de flores amarelas, crescendo em alagado","IPA0015362",NA,"38914","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"189","2019-02-22 11:47:10-03","IPA","IPA","9571","S","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Gerht",NA,NA,NA,"Pickel, B.","4735","1940","03","18","Brasil","São Paulo","São Paulo","Ilha de S. Amaro. Praia do Góis, à beira mar, formando moitas","-46.6300010681152","-23.5400009155273",NA,NA,NA,"IPA0009571",NA,"53584","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"190","2019-08-27 13:29:42-03","IAP","PACA-AGP","49763","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","Rambo, B.",NA,"1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,"Habitat: in paludosis dumetosis scandens Fenofase: fruto maturo","PACA049763",NA,"20837","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"191","2019-08-27 13:29:42-03","IAP","PACA-AGP","28014","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","P. Gonçalves",NA,"1945","01",NA,"Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,"Habitat: in arenosis dumetosis Fenofase: fruto maturo","PACA028014",NA,"21077","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"192","2019-08-27 13:29:42-03","IAP","PACA-AGP","3350","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","Rambo, B.",NA,"1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"Habitat: ad litus in dumetosis Fenofase: flor e fruto novissimo","PACA003350",NA,"27000","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"193","2019-08-27 13:29:42-03","IAP","PACA-AGP","6507","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","Sehnem, A.",NA,"1940","12",NA,"Brasil","SC","Florianópolis","ad litus","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: in dumetosis Fenofase: fruto maturo","PACA006507",NA,"27000","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"194","2019-08-27 13:29:42-03","IAP","PACA-AGP","52286","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Burkart","1954","08","17","Hatschbach, G.",NA,"1949","12","31","Brasil","PR","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"Cf. por J.L. de Arruda Moreira em 1998.&nf;Cf. por E.D. Silva em 2011. Habitat: in arenosis Fenofase: fruto","PACA052286",NA,"24916","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"195","2019-08-27 13:29:42-03","IAP","PACA-AGP","56226","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Emrich-Rambo","1955","05","02","Rambo, B.",NA,"1954","11","12","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,"SEM MATERIAL Habitat: in arenosis Fenofase: flor","PACA056226",NA,"20837","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"196","2019-08-27 13:29:42-03","IAP","PACA-AGP","45860","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","Rambo, B.",NA,"1950","02","21","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,"Habitat: in paludosis dumetosis scandes Fenofase: fruto novissimo","PACA045860",NA,"20837","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"197","2019-08-27 13:29:42-03","IAP","PACA-AGP","30532","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. L. A. Moreira","1998","02","13","Reitz, R.","1032","1943","12","10","Brasil","SC","Araranguá","Cangicas","-49.4858016967773","-28.934700012207",NA,NA,"Habitat: in arenosis humidis ad litus Fenofase: fruto maturo","PACA030532",NA,"19353","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"198","2019-08-27 13:29:42-03","IAP","PACA-AGP","55501","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Burkart","1955","04","06","Reitz, R.","4679","1951","09","19","Brasil","SC","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,"Habitat: in arenosis herbosis p. litus Fenofase: flor","PACA055501",NA,"21199","auto",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Magnoliatae",NA,NA,NA
"199","2019-10-25 11:38:37-03","IECOS","HBRA","529","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","M. M. O. Abreu","153","2004",NA,NA,"Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda","-46.68213889","-0.91472222","-46.68213889","-0.91472222","Erva","HBRA0001820","HBRA0001820",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"200","2019-10-25 11:38:37-03","IECOS","HBRA","24","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","M. P. M. Menezes","2001","01","01","M. P. M. Menezes","130","2001","09","20","Brasil","Pará","Bragança","Península de Ajuruteua, dunas na Praia de Ajuruteua","-46.6","-0.81666667","-46.60000000","-0.81666667","Flores amarelas","HBRA0001816","HBRA0001816",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"201","2019-10-25 11:38:37-03","IECOS","HBRA","209","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","R. M. Silva","79","2003","08","04","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua, campo e dunas baixas entre beira do mar e manguezal","-46.6125","-0.81944444","-46.61250000","-0.81944444",NA,"HBRA0001808","HBRA0001808",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"202","2019-10-25 11:38:37-03","IECOS","HBRA","4328","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","L. Oliveira","2010","01","01","L. Oliveira","254","2010","05","19","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua","-46.60944444","-0.82222222","-46.60944444","-0.82222222","Herbácea: Flor amarela.","HBRA0001845","HBRA0001845",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"203","2019-10-25 11:38:37-03","IECOS","HBRA","1709","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","M. P. M. Menezes","255","2007","10","30","Brasil","Amapá","Amapá","Sucurijú, margem do Rio Sucuriju","-50.00888889","1.69152778","-50.00888889","1.69152778",NA,"HBRA0001849","HBRA0001849",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"204","2019-10-25 11:38:37-03","IECOS","HBRA","221","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","R. M. Silva","86","2003","08","04","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua, campo e dunas baixas entre beira do mar e manguezal","-46.6125","-0.81944444","-46.61250000","-0.81944444",NA,"HBRA0001865","HBRA0001865",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"205","2019-10-25 11:38:37-03","IECOS","HBRA","2733","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","E. S. Oliveira","145","2009","05","03","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda","-46.68066667","-0.91530556","-46.68066667","-0.91530556","Liana herbácea. Flores de coloração amarela","HBRA0001804","HBRA0001804",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"206","2019-10-25 11:38:37-03","IECOS","HBRA","4444","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","L. Oliveira","2010","01","01","L. Oliveira","266","2010","07","01","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua","-46.60944444","-0.82222222","-46.60944444","-0.82222222","Liana: Flor amarela","HBRA0001833","HBRA0001833",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"207","2019-10-25 11:38:37-03","IECOS","HBRA","61","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","C. S. Rosário (MG)","2004","01","01","U. Mehlig","13","2002","07","21","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo oeste da 6ª ilha de terra firme","-46.66388889","-0.92833333","-46.66388889","-0.92833333",NA,"HBRA0001873","HBRA0001873",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"208","2019-10-25 11:38:37-03","IECOS","HBRA","2879","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","U. Mehlig","2010","05","09","E. S. Oliveira","210","2009","07","12","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda","-46.68166667","-0.915","-46.68166667","-0.91500000","Flor de coloração amarela","HBRA0001869","HBRA0001869",NA,NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA
"209","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038078","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","Benth.","R. Vanni",NA,NA,NA,"R. Vanni; S. Caceres, G. Lopez, A. Radovancich","1629","1990","3","2","Argentina","Corrientes",NA,"Dep. San Miguel. 12 Km NE de San Miguel. Ea. Toro-y.","-57.588829","-27.993261",NA,NA,"En embalsado. Voluble; flores amarillas.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA
"210","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057956","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","Benth.","S. T. S. Miotto",NA,NA,NA,"J. Cordeiro; E. Barbosa","2070","2002","4","12","Brazil","Parana",NA,"Guabirotuba (Mun. Curitiba).","-49.237331","-25.442591",NA,NA,"Volúvel, flor amarela.",NA,NA,NA,NA,"880",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA
"211","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038077","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","Benth.","R. Vanni",NA,NA,NA,"G. Seijo","1993","1999","10","23","Argentina","Chaco",NA,"Dep. 1 de Mayo. A Iné y camino a Isla del Cerrito.","-58.666667","-27.316667",NA,NA,"Enredadera. Flor amarilla.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA
"212","2019-11-21 14:37:17-03","UFJF","CESJ","11148","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","A.Luiz","1976","11","22","L. Krieger","CESJ11148","1971","12","14","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"Na praia, cipó, rasteijante, flores amarelas, legumes deiscentes.","CESJ011148",NA,"41937","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA
"213","2019-11-21 14:37:17-03","UFJF","CESJ","68495","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"L.Y.S. Aona; N.X.M. Sousa; W.O. Fonseca","4123","2015","08","17","Brasil","Bahia","Sapeaçu","Rua Hipólito Fonseca, Baixa da Palmeira","-39.217778","-12.743333","-39.217778","-12.743333","Brejo e lago. Erva escandente, flores amarelas.","CESJ068495",NA,NA,NA,"221","221","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA
"214","2019-11-21 14:37:17-03","UFJF","CESJ","55001","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","S.T.S. Miotto","2009",NA,NA,"J. Cordeiro; E. Barbosa","2070","2002","04","12","Brasil","Paraná","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,"Volúvel, flor amarela. Beira da estrada.","CESJ055001",NA,"25180","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA
"215","2021-04-07 11:44:54-03","UFMS","CGMS","21785","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"A.L.B. Sartori; A. Pott; G.P.da Silva; J.F.M. Valls; L.C.P. Lima; M.D. Moraes; R.C. Oliveira; V.J. Pott","404","2001","03","30","Brasil","Mato Grosso do Sul","Campo Grande","Estrada para Sidrolândia.","-54.6822223","-20.5152778","-54,6822223","-20,5152778","Papilionoideae. Flor amarela. Fruto maduro acastanhado. Habitat: Brejo. Habito: Liana.","CGMS1051194",NA,NA,NA,"2140","2140",NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:44:54-03","UFMS","CGMS","72326","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"V.J. Pott; A. Pott","11387","2012","01","22","Brasil","Paraná","Matinhos","Praia do Caiobá, próximo à Avenida Atlântica, esquina da Rua Andirá.","-48.5383333","-25.8408333","-48,5383333","-25,8408333","Flor amarelada. Habitat: Restinga em formação ao longo de praia, com pequenas dunas; Solo areia; Relevo plano. Habito: Trepadeira. Ocasional.","CGMS1105129",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA
