"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","day","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1039389","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"B. D. Sucre","6741","1970","05","South America","Brazil","Minas Gerais","Serra de Ibitipoca, Pico de Pião, Arenito da Serie de Lavras.",NA,NA,"1580","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039389","NY01039389_01","R. de F. Novelino",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","809677","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"F. W. Pennell","3270","1917","12","South America","Colombia","Tolima","La Virginia, Libano",NA,NA,"1200","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809677","NY00809677_02","A. F. Rojas Alvarado",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","809674","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"A. C. Brade","16507","1940","07","South America","Brazil","Rio de Janeiro","Flora da Serra dos Orgaos, Pedra Assú","-43.065577","-22.483289","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809674","NY00809674_01","A. C. Brade",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:27:51-03","MN","R","223237","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Costa, T.V.; Damasceno, E.R.; Brito, L.A.; Azevedo, I.H.F. & Monteiro, I.M.","38","2013","10",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos","-43.023611","-22.45","2061","2061",NA,NA,"R010057438",NA,"Costa, T.V. & Sylvestre, L.S.","Teresópolis","07","2014","04","08","43°01'25.0W","22°27'S",NA,NA,NA,NA,NA
"15","2021-01-14 15:27:51-03","MN","R","30042","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"R010057362",NA,"Kieling-Rubio, M.A.",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:27:51-03","MN","R","86320","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, A.C.","12444","1933","02",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R010057360",NA,"Brade, A.C.",NA,"27","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:27:51-03","MN","R","18528","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Spannagel, C.","630","1928",NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R010057364",NA,"Brade, A.C.","Petrópolis",NA,"1960",NA,NA,NA,NA,"36524","auto",NA,NA,NA
"18","2021-01-14 15:27:51-03","MN","R","21266","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, A.C.","9615","1929","09",NA,"Brasil","Rio de Janeiro",NA,"-42.9655990600586","-22.4122009277344","1900","1900",NA,NA,"R010057433,R010057434,R010057363",NA,"Brade, A.C.","Teresópolis","30","1960",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"19","2021-01-14 15:27:51-03","MN","R","86321","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, A.C.","9603","1929","10",NA,"Brasil","Rio de Janeiro","Guarani","-42.9655990600586","-22.4122009277344","1900","1900",NA,NA,"R010057357",NA,"Kieling-Rubio, M.A.","Teresópolis","08","2012","03",NA,NA,NA,"38539","auto",NA,NA,NA
"20","2021-01-14 15:27:51-03","MN","R","18525","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, A.C.",NA,"1928","10",NA,"Brasil","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010057365",NA,"Kieling-Rubio, M.A.","Rio de Janeiro",NA,"2012","03",NA,NA,NA,"57442","auto",NA,NA,NA
"21","2019-08-27 13:35:17-03","IAP","PACA-AGP","79064","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"J. Mattos",NA,"1967","07",NA,"Brasil","SP","Fazenda da Guarda","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Habitat: na mata virgem, sobre tronco de Araucária","PACA079064",NA,"A. Sehnem SJ","Campos do Jordão","26","1971",NA,NA,NA,NA,"21048","auto","Filicopsida",NA,NA
"22","2019-11-21 14:52:23-03","UFJF","CESJ","11684","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense",NA,NA,"U.C. Câmara","s.n.","1972","04","América do Sul","Brasil","Rio de Janeiro","Parque Nacional de Itatiaia, Na encosta, lugares úmidos, em touceiras. Barranco.",NA,NA,NA,NA,NA,NA,"CESJ011684",NA,"R.F. Novelino",NA,"21","1985","09","11",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:52:23-03","UFJF","CESJ","24143","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense",NA,NA,"L. Krieger; et al.","CESJ24143","1989","04","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, 2000msm. À sombra de arbusto em terreiro pedregoso.",NA,NA,NA,NA,NA,NA,"CESJ024143","CESJ024143","L.C.N. Melo",NA,"01","2008","05",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-30 18:33:16-03","UFJF","CESJ","26178","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense",NA,NA,"R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","859","1992","08","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Na mata, a leste da Ponte de Pedra, junto ao caminho. Frequente. Observar líquens epífitos que tornam as frondes prateadas. 1200msm.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ026178",NA,"R.F. Novelino","Lima Duarte","20","1992","08","20",NA,NA,"30417","auto",NA,NA,NA
"25","2020-06-29 09:30:11-03","UFRRJ","RBR","29658","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"L.S. Sylvestre; C.M. Mynssen, J.P. Condack, C.G.V. Ramos, P. Labiak, J. Prado","1890","2006","07",NA,"Brasil","Rio de Janeiro","parque Nacional de Itatiaia, Brejo da Lapa.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RBR00029658",NA,NA,"Itatiaia","13",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"26","2020-06-29 09:30:11-03","UFRRJ","RBR","34478","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"J.P.S. Condack; A.G. Vasco","622","2009","12",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Estrada para o planalto.Brejo da Lapa.S 22°21#?#27.3' W 44°44#?#14.8' 2.100m.","-44.5633010864258","-22.4960994720459","2100","2100",NA,NA,"RBR00034478",NA,NA,"Itatiaia","13",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"27","2020-12-21 16:23:04-03","MBM","MBM","397621","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Fiaschi, P.; Santos, M.F.; Saavedra, M.M.; Lobão, A.Q.; Santos, M.F.; Saavedra, M.M.; Lobão, A.Q.","3859","2012","01","Southern America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia, Trilha da cachoeira Véu de noiva","-44.618614","-22.428358","1070","1070",NA,"Planta terrestre rizomatosa. Esporângios passando de verde-claros a castanho-escuros.; Floresta Ombrófila Densa Montana (Mata Atlântica). Crescendo sobre pedras.","MBM397621","MBM397621","Matos, F.B.","Itatiaia","13","2013","02","26","-44.618614","-22.428358",NA,NA,NA,NA,NA
"28","2019-11-01 15:33:14-03","PUC-RIO","FCAB","7637","PreservedSpecimen","Plantae",NA,"Pteridophyta","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"T.V. Costa; A.G.O. Silva","73","2014","02",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Trilha do Morro do Cubaio.","-43.072","-22.461778","1792","1792",NA,"Erva terrícola. Vegetação relativamente baixa, com muitas árvores medindo até 7 metros de altura, em média. Local exposto, bem ventilado e com nebulosidade quando chove.&nf;; Floresta Ombrófila Densa Alto-Montana.","FCAB007637",NA,"T.V. Costa; L.S. Sylvestre","Petrópolis","21","2014","04","08","-43.072","-22.461778",NA,NA,NA,NA,NA
"29","2020-09-29 14:53:19-03","UFPR","UPCB","82362","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Bonnet, A.","135","2012","05",NA,"Brasil","Rio de Janeiro","Pico da Caledônia, Floresta Ombrófila Densa","-42.584","-22.355",NA,NA,NA,"Epífito em 2.200m de altitude.","UPCB0004153",NA,"Labiak, P.H.","Nova Friburgo","10","2013","05","10","-42.584","-22.355",NA,NA,NA,NA,NA
"30","2020-09-29 14:53:19-03","UFPR","UPCB","82338","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Bonnet, A.","142","2012","05",NA,"Brasil","Rio de Janeiro","Pico da Caledônia, Floresta Ombrófila Densa",NA,"-22.355",NA,NA,NA,"Epífito em 2.200m de altitude.","UPCB0004152",NA,"Labiak, P.H.","Nova Friburgo","09","2013","09","01",NA,"-22.355",NA,NA,NA,NA,NA
"31","2020-09-29 14:53:19-03","UFPR","UPCB","67531","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Sylvestre, L.S.","1890","2006","12",NA,"Brasil","Rio de Janeiro","Parque Nacional de Itatiaia. Brejo da Lapa.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Terrestre no interior da mata formando densa população..","UPCB0004154",NA,NA,"Itatiaia",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"32","2012-03-06 14:23:00-03","MO","MOBOT","12588","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"H. van der Werff|Basil Stergios|Raúl Rivero|Francisco J. Ortega|Gerardo Aymard","van der Werff 7638","1985","10","South America","Venezuela","Portuguesa","Distr. Sucre. La Divisoria de la Concepción. Cloud forest.","-70.1","9.3","1700.00000000",NA,NA,NA,NA,NA,"A.Rojas",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"85-31","2"
"33","2009-07-15 23:35:00-03","MO","MOBOT","1963948","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Bernie Peyton|S.Tilney Peyton","Peyton 1491","1982","10","South America","Peru","Cusco","Machu Picchu', on a slope 0.5 km N of the union of the Sayacmarca and Aobamba Rivers.",NA,NA,"2390.00000000",NA,NA,NA,NA,NA,"A. Rojas (USJ)","La Convención","13",NA,NA,NA,NA,NA,NA,NA,NA,"74",NA
"34","2013-11-30 06:11:00-02","MO","MOBOT","2098733","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Erika Fernández|Shirley Durán|Estela Gutiérrez|Alan Lisperguer","Fernández Terrazas 1934","2003","6","South America","Bolivia","Cochabamba","Localidad Siberia, Chua Kocha. Exposición s, pendiente de < 5º. Mesobosque montano de yunga. Serie Mesotropical pluviestacional húmeda de Blephrocalyx salicifolius - latifolia, Clethra cf cardenasii, Dicksonia sellowiana y Myrcianthes callicoma.","-64.7136111","-17.8194445","2195.00000000",NA,NA,NA,NA,NA,"A. Rojas","Carrasco","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2018-06-22 05:25:00-03","MO","MOBOT","2453452","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 10550","1960","12","South America","Brazil","Santa Catarina","Rancho Queimado. Serra da Boa Vista",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-03-27 11:08:00-03","MO","MOBOT","3318842","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Erika Fernández","Fernández Terrazas 3482","2005","4","South America","Bolivia","Cochabamba","Siberia. Bosques relictuales con algunas especies esparcidas de Prumnopitys exiqua.","-64.81194","-17.76083","2500.00000000",NA,NA,NA,NA,NA,"A. Rojas","Carrasco","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2012-10-19 09:16:00-03","MO","MOBOT","3318889","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Per Dusén","Dusén 1139","1902","5","South America","Brazil",NA,"Serra do Itatiaia, Retiro.",NA,NA,NA,NA,NA,NA,NA,NA,"M.A. Kieling-Rubio",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2008-05-27 22:02:00-03","MO","MOBOT","3318907","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Gilbert","Gilbert 1730",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Roja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-01-13 09:52:00-02","MO","MOBOT","3319807","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Augustus Fendler","Fendler 287","1854",NA,"South America","Venezuela","Aragua","Prope Coloniam Tovar.",NA,NA,NA,NA,NA,NA,NA,NA,"A. Rojas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2012-10-19 08:40:00-03","MO","MOBOT","3318680","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Alexander C. Brade","Brade 15526","1937","3","South America","Brazil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","2000.00000000",NA,NA,NA,NA,NA,"M.A. Kieling-Rubio","Itatiaia",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","1497976","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"J. Ferreira","1707a","1929","1","South America - Neotropics","Brazil","Rio de Janeiro","Vicinity of Macieiras, Mt Itatiaya, Estacão Biologica","-44.67","-22.43","1960",NA,NA,NA,"US01566740","US01566740_01",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,"1"
"42","2019-10-07 09:38:43-03","UEFS","HUEFS","158240","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Macedo, T.S.","204","2010","01",NA,"Brasil","Bahia","Serra da Jibóia. Fragmento de Mata atlântica.","-39.479722","-12.833333","765","765",NA,"Mata.","HUEFS0158240","HUEFS0158240","T.S.Macedo","Santa Terezinha","13","2010","09",NA,"39W28'47''","12S50'0''",NA,NA,"Polypodiopsida",NA,NA
"43","2021-01-12 15:24:05-03","UFMG","BHCB-SL","33267","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Salino, A","2908","1996","12","América","Brasil","São Paulo","Parque Estadual da Serra do Mar; Núcleo de Cunha, Trilha da Casa de Pedra ao Indaiá.","-44.993333","-23.245833","1070","1070",NA,"Terrestre interior da floresta.",NA,NA,"Melo, LCN","Cunha","16","2009","11",NA,"-44.993333","-23.245833",NA,NA,NA,NA,NA
"44","2019-11-07 11:16:27-03","UFMG","BHCB-SL","111306","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Salino, A; et al.","12428","2007","07","América","Brasil","Minas Gerais","Parque Nacional do Itatiaia, Na divisa entre Minas Gerais e Rio de Janeiro, na estrada para o Abrigo Rebouças.","-44.736806","-22.359111","2132","2132",NA,"Terrestre em barranco de estrada.",NA,NA,"Melo, LCN","Itamonte","10","2009","11",NA,"-44.736806","-22.359111",NA,NA,NA,NA,NA
"45","2019-11-07 11:16:27-03","UFMG","BHCB-SL","117488","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Mota, NFO; et al.","1290","2008","03","América","Brasil","Minas Gerais","Parque Estadual do Papagaio, Retiro dos Pedros, subida para o Pico do Canjica, mata nebular próximo ao Curral.","-44.680278","-22.064722","2240","2240",NA,"Terrestre, indivíduos esparsos, todos férteis.",NA,NA,"Melo, LCN","Aiuruoca","11","2009","10",NA,"-44.680278","-22.064722",NA,NA,NA,NA,NA
"46","2019-11-07 11:16:27-03","UFMG","BHCB-SL","99554","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Salino, A","10509","2005","06","América","Brasil","Minas Gerais","RPPN Santuário do Caraça, Trilha para a Gruta de Lourdes.","-0.730969","-20.131333","1450","1450",NA,"Terrestre no interior de mata.",NA,NA,"Melo, LCN","Catas Altas","11","2009","12",NA,"-0.730969","-20.131333",NA,NA,NA,NA,NA
"47","2019-11-07 11:16:27-03","UFMG","BHCB-SL","88746","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Salino, A; Mota, RC","9582","2004","05","América","Brasil","Minas Gerais","Parque Natural do Caraça, No alto do Pico do Infeccionado.","-43.453111","-20.133861","2030","2030",NA,"Rupícola em mata nebular,a 2030m de altitude.",NA,NA,"Melo, LCN","Catas Altas","25","2009","12",NA,"-43.453111","-20.133861",NA,NA,NA,NA,NA
