"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"401","2020-09-12 05:00:02-03","US","US","1856683","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","E. P. Killip & J. Cuatrecasas","1944","6","5","South America - Neotropics","Colombia",NA,NA,NA,"US03272711","38826",NA,NA,"Cyperales","(L.) Roem. & Schult.",NA,"Valle del Cauca","El Valle: El Forge, near Buenaventura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"402","2020-09-02 16:23:44-03","Cenargen","CEN","42423","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Larry Ronald Noblick","1983","05","25",NA,"Brasil","Exsicatas",NA,"Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (2453). Feira de Santana - Bahia.","CEN00042423","2673",NA,NA,NA,"(L.) Roem. & Schult.",NA,"BA",NA,"-38.9667015075684","-12.2666997909546",NA,NA,"FEIRA DE SANTANA","CEN00042423",NA,NA,NA,"-3896667.0","-1225000.0","46325","auto",NA,NA,NA,"1",NA
"403","2020-09-02 16:23:44-03","Cenargen","CEN","72051","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Glocimar Pereira-Silva","2007","05","10",NA,"Brasil","Exsicatas",NA,"Área de influência direta (lago).","CEN00072051","11723",NA,NA,NA,"(L.) Roem. & Schult.","B. M. T. Walter","TO","Margem esquerda do rio Tocantins (fazenda do Sr. José Martins).","-48.140277","-13.133888","250","250","PALMEIROPOLIS","CEN00072051","2018","08",NA,"-48.140277","-13.133888",NA,NA,NA,NA,NA,"4",NA
"404","2020-09-02 16:23:44-03","Cenargen","CEN","72053","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Glocimar Pereira-Silva","2007","05","12",NA,"Brasil","Exsicatas",NA,"Kms marcados do trevo norte da cidade de Palmeirópolis. Área de influência indireta.","CEN00072053","11789",NA,NA,NA,"(L.) Roem. & Schult.","B. M. Gomes","TO","Palmeirópolis - fazenda Itumbiara, km 20 (fazenda Juliana) lago artificial.","-48.306111","-12.904722","340","340","PALMEIROPOLIS","CEN00072053","2010","09",NA,"-48.306111","-12.904722",NA,NA,NA,NA,NA,"4",NA
"405","2020-09-02 16:23:44-03","Cenargen","CEN","48106","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Flávio França","1999","06","25",NA,"Brasil","Exsicatas",NA,"Escapo até 40 cm. Folha menbranácea com secção triangular. Inflorescência esbranquiçada. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (38535) - Bahia.","CEN00048106","3118",NA,NA,NA,"(L.) Roem. & Schult.",NA,"BA","Lagoa Antônio sobrinho.","-40.5182991027832","-11.1806001663208","450","450","JACOBINA","CEN00048106",NA,NA,NA,"-4055500.0","-1119111.0","62396","auto",NA,NA,NA,"1",NA
"406","2019-12-09 17:29:44-03","UFPR","EFC","9254","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","1999","11","24",NA,"Brasil",NA,NA,"Herbácea sobre terreno lodoso sujeito à maré, inflorescência castanha.","EFC009254","525",NA,NA,NA,"(L.) Roem. & Schult.","Faria, A.D.","Paraná","Rio Curitibaíba","-48.7118988037109","-25.4286003112793",NA,NA,"Antonina",NA,"2000","02","01",NA,NA,"38300","auto",NA,NA,NA,NA,NA
"407","2019-11-13 11:18:37-03","USP","SPF","21195","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley, RM","1977","03","26",NA,"Brasil",NA,NA,NA,"SPF00021195","20029",NA,NA,NA,"(L.) Roem. & Schult.","Mayo, S","Bahia","Serra do Rio de Contas","-41.616667","-13.516667","500","500",NA,NA,"1978",NA,NA,"-41.616667","-13.516667",NA,NA,NA,NA,NA,NA,NA
"408","2020-12-02 09:07:02-03","UNITINS","HUTO","7762","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santos, E.R.","2009","02","10",NA,"Brasil",NA,NA,"herbácea com cerca de 40 cm de altura. Inflorescência marrom.; Lagoa","HUTO007762","2020",NA,NA,NA,"(L.) Roem. & Schult.","Alves, M.","Tocantins","Lagoa do Raimundo. Ponto 643. PBA Macrófitas","-47.860833","-7.860833",NA,NA,"Palmeirante",NA,"2015","05",NA,"-47.860833","-7.860833",NA,NA,NA,NA,NA,NA,NA
"409","2020-12-02 09:07:02-03","UNITINS","HUTO","2294","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santos, E.R.","2009","02","11",NA,"Brasil",NA,NA,"Herbácea.; Rio","HUTO002294","s.n.",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Tocantins","Lagoa do Raimundo. Ponto 643","-47.946389","-7.860833","161","161","Palmeirante","HUTO002294",NA,NA,NA,"-47.946389","-7.860833",NA,NA,NA,NA,NA,NA,NA
"410","2020-12-02 09:07:02-03","UNITINS","HUTO","1974","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santos, E.R.","2009","03","14",NA,"Brasil",NA,NA,"Herbácea com cerca de 40 cm de altura. Espiguetas verdes, ocorrendo sobre baceiro de lagoa; Lagoa","HUTO001974","1870",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Tocantins",NA,"-47.6475","-7.309722",NA,NA,"Filadélfia","HUTO001974",NA,NA,NA,"-47.6475","-7.309722",NA,NA,NA,NA,NA,NA,NA
"411","2020-12-02 09:07:02-03","UNITINS","HUTO","7760","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santos, E.R.","2009","02","07",NA,"Brasil",NA,NA,"Herbácea com cerca de 35 cm de altura. Inflorescência em espiguetas, verde quando imaturos.; Lagoa","HUTO007760","1991",NA,NA,NA,"(L.) Roem. & Schult.","Alves, M.","Tocantins","Lagoa do Buriti - Ilha São José. Ponto 622. Próximo a casa do seu Raimundo. PBA Macrófitas","-47.567222","-7.015556",NA,NA,"Babaçulândia",NA,"2015","05",NA,"-47.567222","-7.015556",NA,NA,NA,NA,NA,NA,NA
"412","2021-03-25 13:52:02-03","UNIVILLE","JOI","14955","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Melo-Júnior, J.C.F.","2004","09","16",NA,"Brasil",NA,NA,"; HABITO: emergente","JOI014955",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Santa Catarina","CEPA Rugendas.","-49.3786010742188","-26.2502994537354",NA,NA,"São Bento do Sul",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"413","2019-10-07 09:20:54-03","UEFS","HUEFS","2307","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, L.R.","1979","08","12",NA,"Brasil",NA,NA,NA,"HUEFS0002307","1463",NA,"Angiospermae","Poales","(L.) Roem. & Schult.","M.Alves","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Salvador","HUEFS0002307","2000","02",NA,NA,NA,"26018","auto","Lilianae",NA,NA,NA,NA
"414","2019-10-07 09:20:54-03","UEFS","HUEFS","244884","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santos, R.S.","2018","10","20",NA,"Brasil",NA,NA,"pasto e caatinga arbustiva a arborizada","HUEFS0244884","12",NA,"Angiospermae","Poales","(L.) Roem. & Schult.",NA,"Bahia","Povoado de Cachoeira Grande,fazenda Pau de colher","-38.875278","-11.711667","287","287","Lamarão",NA,NA,NA,NA,"38W52'31''","11S42'42''",NA,NA,"Lilianae",NA,NA,NA,NA
"415","2019-10-07 09:20:54-03","UEFS","HUEFS","229","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, L.R.","1980","05","30",NA,"Brasil",NA,NA,NA,"HUEFS0000229","1857",NA,"Angiospermae","Poales","(L.) Roem. & Schult.",NA,"Bahia",NA,"-40.55","-11.716667",NA,NA,"Piritiba","HUEFS0000229",NA,NA,NA,"40W33'","11S43'",NA,NA,"Lilianae",NA,NA,NA,NA
"416","2019-10-07 09:20:54-03","UEFS","HUEFS","2453","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, L.R.","1983","05","25",NA,"Brasil",NA,NA,NA,"HUEFS0002453","2673",NA,"Angiospermae","Poales","(L.) Roem. & Schult.",NA,"Bahia","Campus da UEFS.","-38.966667","-12.25",NA,NA,"Feira de Santana","HUEFS0002453",NA,NA,NA,"38W58'","12S15'",NA,NA,"Lilianae",NA,NA,NA,NA
"417","2019-10-07 09:20:54-03","UEFS","HUEFS","29980","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Melo, E.","1997","09","18",NA,"Brasil",NA,NA,NA,"HUEFS0029980","2243",NA,"Angiospermae","Poales","(L.) Roem. & Schult.","A.Gil","Bahia","Lagoa Subaé","-38.916667","-12.266667",NA,NA,"Feira de Santana","HUEFS0029980","2005","02",NA,"38W55'","12S16'",NA,NA,"Lilianae",NA,NA,NA,NA
"418","2019-10-07 09:20:54-03","UEFS","HUEFS","3104","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, L.R.","1984","03","01",NA,"Brasil",NA,NA,NA,"HUEFS0003104","2946",NA,"Angiospermae","Poales","(L.) Roem. & Schult.","M.Alves","Bahia",NA,"-38.55","-10.833333",NA,NA,"Ribeira do Pombal","HUEFS0003104","2000","02",NA,"38W33'","10S50'",NA,NA,"Lilianae",NA,NA,NA,NA
"419","2019-10-07 09:20:54-03","UEFS","HUEFS","38535","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","França, F.","1999","06","25",NA,"Brasil",NA,NA,"Vegetação herbácea arbustiva, solo arenoso encharcado.","HUEFS0038535","3118",NA,"Angiospermae","Poales","(L.) Roem. & Schult.",NA,"Bahia","Lagoa Antônio Sobrinho","-40.555","-11.191111","450","450","Jacobina","HUEFS0038535",NA,NA,NA,"40W33'18''","11S11'28''",NA,NA,"Lilianae",NA,NA,NA,NA
"420","2020-07-23 12:04:20-03","CEPLAC","CEPEC","34628","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","L. R. Noblick","1983","05","25",NA,"Brasil",NA,NA,NA,NA,"2673",NA,NA,NA,NA,"S. Mayo","Bahia","Campus da UEFS.","-38.966667","-12.25",NA,NA,"FEIRA DE SANTANA",NA,NA,NA,NA,"38W58'0","12S15'0",NA,NA,NA,"15/12/1986",NA,NA,NA
"421","2020-07-23 12:04:20-03","CEPLAC","CEPEC","1613","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","J. P. Lanna","1965","01","19",NA,"Brasil",NA,NA,NA,NA,"756",NA,NA,NA,NA,"W. W. Thomas","Bahia","Sem informação.","-38.9472007751465","-15.6750001907349",NA,NA,"CANAVIEIRAS",NA,NA,NA,NA,"0W0'0","0S0'0","48203","auto",NA,"30/12/1991",NA,NA,NA
"422","2020-07-23 12:04:20-03","CEPLAC","CEPEC","58887","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","J. M. L. Gomes","1982","12","21",NA,"Brasil",NA,NA,NA,NA,"999",NA,NA,NA,NA,"M. Alves","Espírito Santo","Parque Estadual de Setiba, Laguna de Caraís-Guarapari.","-40.5110015869141","-20.6580009460449",NA,NA,"guarapari",NA,NA,NA,NA,NA,NA,"28401","auto",NA,"28/02/2000",NA,NA,NA
"423","2020-07-23 12:04:20-03","CEPLAC","CEPEC","149634","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","E. O. Moura",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"749",NA,NA,NA,NA,"E. O. Moura","Rio Grande do Norte",NA,"-35.0078010559082","-6.36944007873535",NA,NA,"BAÍA FORMOSA",NA,NA,NA,NA,NA,NA,"18872","auto",NA,NA,NA,NA,NA
"424","2021-03-10 11:38:32-03","UNILA","EVB","4181","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Mano, G.B.","2019","07","16",NA,"Brasil",NA,NA,NA,"EVB004181","182",NA,NA,NA,"(L.) Roem. & Schult.","Mano, G.B.","Paraná",NA,"-54.510556","-25.586111",NA,NA,"Foz do Iguaçu",NA,"2019","11","08","54º30'38''W","25º35'10''S",NA,NA,NA,NA,NA,NA,NA
"425","2021-02-12 15:02:01-03","UFSCar","SPSC","774","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.H.A.O. Souza","1978","03","02",NA,"Brasil",NA,NA,"Parcialmente submersa",NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"São Paulo","Itaqueri da Serra. Rio Itaqueri/Margem esquerda",NA,NA,NA,NA,"Itirapina",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"426","2021-02-12 15:02:01-03","UFSCar","SPSC","777","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","J.J. Soares","1982","05","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Minas Gerais","Vale do Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"427","2021-02-12 15:02:01-03","UFSCar","SPSC","775","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.H.A.O. Souza",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"São Paulo","Itaqueri da Serra. Rio Itaqueri/Margem esquerda",NA,NA,NA,NA,"Itirapina",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"428","2021-02-12 15:02:01-03","UFSCar","SPSC","3806","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Lidiomar","1989","12","07",NA,"Brasil",NA,NA,"Fruto verde-amarelado;",NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Represa Fozzoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2021-02-12 15:02:01-03","UFSCar","SPSC","771","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.H.A.O. Souza","1977","05","05",NA,"Brasil",NA,NA,"Brejo",NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"São Paulo","Represa do Lobo. Margem",NA,NA,NA,NA,"Itirapina",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"430","2021-02-12 15:02:01-03","UFSCar","SPSC","3282","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Viviane","1992","06","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"São Paulo","Lago UFSCar.",NA,NA,NA,NA,"São Carlos",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"431","2021-02-12 15:02:01-03","UFSCar","SPSC","773","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.H.A.O. Souza","1978","01","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"São Paulo","Itaqueri da Serra. Rio Itaqueri/Margem esquerda",NA,NA,NA,NA,"Itirapina",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"432","2021-02-12 15:02:01-03","UFSCar","SPSC","776","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","J.J. Soares","1980","12","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Mato Grosso","Estação Ecológica de Taiamã.",NA,NA,NA,NA,"Cáceres",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"433","2021-02-12 15:02:01-03","UFSCar","SPSC","8855","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","D.S. Abe","2016","01","21",NA,"Brasil",NA,NA,"Ilha flutuante/ Matupá <ll>dwc_commonname:</ll> Cebolinha",NA,NA,NA,NA,NA,"(L.) Roem. & Schult.","D.S. Abe","Pará","UHE-Belo Monte. Reservatório intemediário",NA,NA,NA,NA,"Vitória do Xingu",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"434","2021-02-12 15:02:01-03","UFSCar","SPSC","772","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.H.A.O. Souza","1977","05","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.","C.F.I. Muniz","São Paulo","Itaqueri da Serra. Rio Itaqueri/Margem esquerda",NA,NA,NA,NA,"Itirapina",NA,"1983","05",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"435","2020-03-06 11:04:31-03","UNIRIO","HUNI","505","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","A. Moreira; colaboradores","2003","05","23",NA,"Brasil",NA,NA,"Erva ereta. Habitat: Canal com ca. 50 cm de profundidade Habito: Erva ereta","HUNI00000505","3",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Rio de Janeiro","Debaixo de ponte, em frente a um bar.","-42.8185997009277","-22.9193992614746",NA,NA,"Maricá",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"436","2020-11-05 13:53:45-03","UNIRIO","HUNI","321","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","R. Anjos; L. Borré; C.B. Moreira et al.","2000","01","03",NA,"Brasil",NA,NA,"Erva ereta com ca. 50 cm altura. Caule com seção transversal de formato triangular. Inflorescência amarelada. Habitat: Heliófilo e hidrófilo Habito: Erva ereta","HUNI00000321","14",NA,NA,NA,"(L.) Roem. & Schult.","A. Gil","Rio de Janeiro",NA,"-41.9449996948242","-22.5268993377686",NA,NA,"Rio das Ostras",NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA
"437","2020-11-05 13:53:45-03","UNIRIO","HUNI","339","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","B.M.B. Leite; A. Gil; C.B. Moreira","2000","02","10",NA,"Brasil",NA,NA,"Planta emergente, erva ereta com ca. 60 cm altura. Flor com estigma branco. Habitat: Alagado temporário adjacente a rio que deságua em Itaipuaçu Habito: Erva emergente","HUNI00000339","5",NA,NA,NA,"(L.) Roem. & Schult.","A. Gil","Rio de Janeiro","2 Km da entrada da APA de Maricá. Área de Proteção Ambiental de Maricá (APA de Maricá)","-42.8185997009277","-22.9193992614746",NA,NA,"Maricá",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"438","2020-11-05 13:53:45-03","UNIRIO","HUNI","436","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","C.P. Bove; C.B. Moreira; R.L. Moura","2000","11","23",NA,"Brasil",NA,NA,"Habitat: Alagado temporário com ca. 10 cm de profundidade","HUNI00000436","777",NA,NA,NA,"(L.) Roem. & Schult.","A. Gil","Rio de Janeiro","No trevo próximo à praia.","-41.9449996948242","-22.5268993377686",NA,NA,"Rio das Ostras",NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA
"439","2020-11-12 17:02:29-03","UEL","FUEL","32339","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Mehlig, U","2005","02","05",NA,"Brasil",NA,NA,NA,"FUEL019920","70",NA,"Tracheophyta","Poales","(L.) Roem. & Schult.","Mehlig, U","Pará","Acarajó","-46.762861","-1.0105",NA,NA,"Bragança",NA,"2005","02","05","-46.762861","-1.0105",NA,NA,NA,NA,NA,NA,NA
"440","2020-11-12 17:02:29-03","UEL","FUEL","53718","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, LYS; Amaral, MCE; Bittrich, V","2010","03","23",NA,"Brasil",NA,NA,NA,"FUEL019922","1242",NA,"Tracheophyta","Poales","(L.) Roem. & Schult.","Faria, AD","Bahia","Lago em pasto de fazenda","-38.758861","-12.636694",NA,NA,"Santo Amaro",NA,"2015","02",NA,"-38.758861","-12.636694",NA,NA,NA,NA,NA,NA,NA
"441","2020-03-05 13:57:24-03","UEL","FUEL","53719","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, LYS; Amaral, MCE; Bittrich, V","2010","03","21",NA,"Brasil",NA,NA,NA,"FUEL019921","1179B",NA,"Tracheophyta","Poales","(L.) Roem. & Schult.","Faria, AD","Bahia",NA,"-38.5505981445312","-12.667799949646",NA,NA,"Candeias",NA,"2015","02",NA,NA,NA,"17657","auto",NA,NA,NA,NA,NA
"442","2020-11-12 17:02:29-03","UEL","FUEL","53709","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, LYS; Santos, NS; Haroldo, L","2008","04","08",NA,"Brasil",NA,NA,NA,"FUEL019923","1069",NA,"Tracheophyta","Poales","(L.) Roem. & Schult.","Faria, AD","Bahia","Fontes das Nações","-39.1018981933594","-12.6700000762939",NA,NA,"Cruz das Almas",NA,"2015","02",NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA
"443","2020-11-12 17:02:29-03","UEL","FUEL","12881","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Scremin-Dias, E","1995","07","30",NA,"Brasil",NA,NA,NA,"FUEL004582","254",NA,"Tracheophyta","Poales","(L.) Roem. & Schult.","Araújo, AC","Mato Grosso do Sul","Fazenda São Bento","-57.6533012390137","-19.0091991424561",NA,NA,"Corumbá",NA,"2001","12",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"444","2019-11-01 15:14:05-03","UnB","UB","159280","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Davidse, G","1970","08","04",NA,"Trinidad and Tobago",NA,NA,"One of the dominant sedges, W triangular culms.; Low lying sedge marshes.","UB0008337","2546",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.",NA,NA,"Ca 2-3 mi E of Trinidad along the Beetham Hwy.",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-11-01 15:14:05-03","UnB","UB","194158","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Essed","1914","08","30","Southern America","Surinam",NA,NA,NA,"UB0008335","90",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Barros, AAM",NA,"Paramaribo",NA,NA,NA,NA,NA,NA,"2012","06","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2007","12","31","Southern America","Brasil",NA,NA,"Erva rizomatosa; Coletada em margem de lago antropizada; vertissolo; abundante","UB0007917","88",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Lago próximo à Feira do Bode, próximo ao do Rio Apodi-Mossoró","-37.325278","-5.199444",NA,NA,"Mossoró","UB0007917","2007","12","31","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"447","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO; Araújo, AMS","2008","04","24","Southern America","Brasil",NA,NA,"Erva rizomatosa; Coletada em margem de lago; substrato aquático; abundante","UB0007919","138",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem de lago, próximo à Feira do Bode, próximo ao do Rio Apodi-Mossoró","-37.325278","-5.199444",NA,NA,"Mossoró","UB0007919","2008","06","12","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"448","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO; Silva, AS; Leal, CCP","2017","01","09","Southern America","Brasil",NA,NA,"Erva rizomatosa ca. 40 cm de altura; Gleissolo","UB0036511","437",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Lago seco na margem do Rio Apodi-Mossoró","-37.3442001342773","-5.1875",NA,NA,"Mossoró","UB0036511","2017","02","09",NA,NA,"38979","auto",NA,NA,NA,NA,NA
"449","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa, SM; Matos, ECA","2008","02","02","Southern America","Brasil",NA,NA,"Ruderal","UB0031147","296",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Parque da Sementeira. Margens de lago artificial","-37.0717010498047","-10.9111003875732",NA,NA,"Aracaju","UB0031147","2009","03","28",NA,NA,"28193","auto",NA,NA,NA,NA,NA
"450","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Carregosa-Silva, T; et al.","2011","02","25","Southern America","Brasil",NA,NA,"Erva paludosa 0,5m. Inflorescência castanha; Caatinga","UB0031149","142",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Rio Sergipe","-37.1932983398438","-10.4917001724243",NA,NA,"Nossa Senhora das Dores","UB0031149","2013","05","04",NA,NA,"22364","auto",NA,NA,NA,NA,NA
"451","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento Júnior, JE","2008","02","26","Southern America","Brasil",NA,NA,"Erva. Escapo trígono; Caatinga. Área periodicamente alagada","UB0007906","254",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Fazenda Mãe Natureza","-36.6081008911133","-10.2910995483398",NA,NA,"Santana do São Francisco","UB0007906","2009","09","28",NA,NA,"8118","auto",NA,NA,NA,NA,NA
