"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","3823790","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"G. Cremers","14019","1995","05","19","South America","French Guiana","Roche Touatou - Bassin de l'Oyapock. Foret basse sur pente d'inselberg. Versant sud du Mont Touatou.","-52.53","2.95","120",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103854' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823790","NY03823790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3823794","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"S. A. Mori","22726","1992","10","31","South America","French Guiana","Saül: Vicinity of Eaux Claires, Sentier Botanique. Near Crique Tortue.","-53.2","3.62","200","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103858' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823794",NA,"Saul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3823796","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"R. Inghamon","34007","1974","07","27","South America","Suriname","In Brownsberg Forest.",NA,NA,"450",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103860' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823796","NY03823796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3823801","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"J. J. Copeland","s.n.","1966","04","09","South America","Trinidad and Tobago","Trinidad. Las Lapas Road",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103865' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823801","NY03823801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3823793","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"B. M. Boom","1855","1982","10","04","South America","French Guiana","Saül: W of Saül on trail to Monts Galbao.","-53.2","3.62","200","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103857' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823793",NA,"Saul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","886033","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","J. T. Mickel; R. C. Moran","A. Salino","6590","2001","04","17","South America","Brazil","Parque Estadual da Serra do Mar, Núcleo de Curucutu","-46.8286","-24.1664","100","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886033","NY00886033_01","São Paulo","Itanhaém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2010646","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"N. L. Britton","1303","1920","04","03","South America","Trinidad and Tobago","Trinidad. Mount Tocuche.","-61.409","10.739203",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2159258' target='other'> <mi>dwc_moreinfo</mi></a>","NY02010646","NY02010646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3823800","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"H. H. Smith","2687","1898","08","07","South America","Colombia","Santa Marta. Minca Estate.",NA,NA,"792",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103864' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823800","NY03823800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","809680","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"A. C. Jermy","3200","1963","09","08","South America","Trinidad and Tobago","Trinidad. St. Anns Ward. Loango, River Maracas valley",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809680","NY00809680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3823802","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"J. J. Copeland","s.n.","1967","07","26","South America","Trinidad and Tobago","Trinidad. Las Lapas Road, North Range",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103866' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823802","NY03823802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2010643","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"Collector unspecified","266",NA,NA,NA,"South America","Trinidad and Tobago","Trinidad.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2159255' target='other'> <mi>dwc_moreinfo</mi></a>","NY02010643","NY02010643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3823799","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"H. H. Smith","2687","1898","08","07","South America","Colombia","Santa Marta. Minca Estate.",NA,NA,"792",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103863' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823799","NY03823799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3823804","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"A. C. Jermy","3201","1963","09","08","South America","Trinidad and Tobago","Trinidad. St. Anns Ward. Loango, River Maracas Valley. River head valley.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103868' target='other'> <mi>dwc_moreinfo</mi></a>","NY03823804","NY03823804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021484","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée ex Fée) T.Moore","Smith AR","Jansen-Jacobs MJ; et al.",NA,"2003","01","27","Southern America","Surinam",NA,"-54.6","4.6",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021484","NL-U1021484","Marowijne",NA,"Pteropsida","-54.6","4.6","U 0102569",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021230","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée ex Fée) T.Moore",NA,"Jaramillo Mejía R; Murillo MT; Hammen T van der",NA,"1967","09","01","Southern America","Colombia","Dept. Boyacá: above the road from Arcabuco to Leyva, between La Capilla and Los Naranjos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021230","NL-U1021230",NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021474","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée ex Fée) T.Moore",NA,"Ek RC; Riet BP van de; Hartmann FA",NA,"2004","02","23","Southern America","French Guiana","Trésor Reserve. Top of Crique 4.","-52.266667","4.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021474","NL-U1021474","Cayenne",NA,"Pteropsida","-52.266667","4.583333","U 0226081",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021475","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée ex Fée) T.Moore","McKee GS","Clarke HD",NA,"1997","02","20","Southern America","Guyana",NA,"-58.583333","2.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021475","NL-U1021475","Upper Takutu-Upper Essequibo",NA,"Pteropsida","-58.583333","2.983333","U 0080452","2000","04","01",NA,NA,NA,NA
"28","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021476","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée ex Fée) T.Moore","McKee GS","Clarke HD",NA,"1997","02","20","Southern America","Guyana",NA,"-58.583333","2.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021476","NL-U1021476","Upper Takutu-Upper Essequibo",NA,"Pteropsida","-58.583333","2.983333","U 0080453","2000","04","01",NA,NA,NA,NA
"29","2021-01-14 15:27:51-03","MN","R","86312","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T. Moore","Kieling-Rubio, M.A.","Prieur, L.","59","1838",NA,NA,NA,"Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,"R010057665,R010057660",NA,NA,NA,NA,NA,NA,NA,"2010","08","26",NA,NA,NA,NA
"30","2021-01-14 15:27:51-03","MN","R","86313","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T. Moore",NA,"Hioram, F.J.","857","1913","07","17",NA,"Porto Rico",NA,NA,NA,NA,NA,NA,"Duplicatas da coleção do Dr. E. Rosenstock.","R010057444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:52:23-03","UFJF","CESJ","64105","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T.Moore","V.A.O. Dittrich","V.A.O. Dittrich; R.A.F. Lima","1531","2008","03","11","América do Sul","Brasil","Coordenadas geográficas aproximadas.","-45.926667","-23.755278","18","18",NA,"Holoepífito preferencial na restinga","CESJ064105,FVD00094","FVD00094_v1 FVD00094_v2 FVD00094_v3 FVD00094_v4","São Paulo","Bertioga",NA,"-45.926667","-23.755278",NA,"2008","03",NA,NA,NA,NA,NA
"32","2019-08-20 10:28:41-03","UNICAMP","UEC","138670","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Dittrich, VAO","Breier, TB; Dittrich, VAO","671","2002","09","27",NA,"Brazil","Parque Estadual Carlos Botelho, Núcleo Sete Barras.","-47.916667","-24.166667",NA,NA,NA,NA,"UEC076308","UEC076308","São Paulo","Sete Barras",NA,"-47.916667","-24.166667",NA,"2002","10",NA,NA,NA,NA,NA
"33","2021-03-01 16:43:39-03","UNICAMP","UEC","138673","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Dittrich, VAO","Breier, TB; Budke, JC","516","2002","08","21",NA,"Brazil","Parque Estadual Carlos Botelho, Núcleo Sete Barras.","-47.916667","-24.166667",NA,NA,NA,"Próximo ao rio.","UEC076306","UEC076306","São Paulo","Sete Barras",NA,"-47.916667","-24.166667",NA,"2002","10",NA,NA,NA,NA,NA
"34","2021-03-01 16:43:39-03","UNICAMP","UEC","138668","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Breier, TB","Breier, TB; Breier, ACB","765","2002","12","11",NA,"Brazil","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"Epífito em Geonoma.","UEC076305","UEC076305","São Paulo","Cananéia",NA,NA,NA,NA,"2004","09",NA,"37574","auto",NA,NA
"35","2021-03-01 16:43:39-03","UNICAMP","UEC","138669","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Dittrich, VAO","Breier, TB; Singer, RB","195","2002","06","20",NA,"Brazil","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"Longo.","UEC076307","UEC076307","São Paulo","Cananéia",NA,NA,NA,NA,"2002","10",NA,"37574","auto",NA,NA
"36","2020-12-21 16:23:04-03","MBM","MBM","292333","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T. Moore","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.","650","2001","12","06","Southern America","Brazil","Usina Colônia, Córrego da Guariba","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292333","MBM292333","Pernambuco","Jaqueira",NA,NA,NA,NA,NA,NA,NA,"11830","auto",NA,NA
"37","2015-09-03 17:13:04-03","MNHN","RECOLNAT_MNHN_P","P01399041","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Acrostichum","herminieri","Acrostichum herminieri","Bory ex Fée",NA,"Riedel, L.",NA,"1823",NA,NA,NA,"Brasilia","in arboribus sylvarum pr. Ilheos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01399041' target='other'> <mi>dwc_moreinfo</mi></a>","P01399041","P01399041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-03 17:19:02-03","MNHN","RECOLNAT_MNHN_P","P00245079","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Regalado","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245079' target='other'> <mi>dwc_moreinfo</mi></a>","P00245079","P00245079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2521",NA
"39","2015-09-03 17:19:02-03","MNHN","RECOLNAT_MNHN_P","P00245081","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Regalado","Leprieur, F.M.R.",NA,"1834",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245081' target='other'> <mi>dwc_moreinfo</mi></a>","P00245081","P00245081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA
"40","2015-09-19 11:00:13-03","MNHN","RECOLNAT_MNHN_P","P00249760","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore",NA,"Perrottet, G.S.",NA,NA,NA,NA,NA,"Guyane","Des forêts de la Guyane",NA,NA,NA,NA,"hb","Herbier de Bory de St Vincent 1847, fougères catal. n°27.53 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249760' target='other'> <mi>dwc_moreinfo</mi></a>","P00249760","P00249760_01 P00249760_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-01-22 15:02:44-02","MNHN","RECOLNAT_MNHN_P","P00249761","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Cremers","Leprieur, F.M.R.",NA,"1834",NA,NA,NA,"Guyane","Pendant aux troncs des grands arbres dans les forêts du Haut Oyapoc",NA,NA,NA,NA,"hb","Herbier de Bory de St Vincent 1847, fougères catal. n°27.53 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249761' target='other'> <mi>dwc_moreinfo</mi></a>","P00249761","P00249761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-29 14:53:19-03","UFPR","UPCB","80739","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T.Moore","Matos, F.B.","Labiak, P.H.","5536","2013","08","21",NA,"Brasil","Morro do Bronze","-48.29","-25.3","10","10",NA,"Epífita a ca. De 1m de altura, em árvore caída.","UPCB0004125","UPCB0004125","Paraná","Guaraqueçaba",NA,"-48.29","-25.3",NA,"2015","12",NA,NA,NA,NA,NA
"43","2020-09-29 14:53:19-03","UFPR","UPCB","81820","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory ex Fée) T.Moore","Matos, F.B.","Matos, F.B.","2189","2013","02","03",NA,"Costa Rica","Cerros los Arrepentidos, immetiately NW of Puerto Viejo, entrance at Cementerio on Route 4 Lowland tropical rainforest","-84.028","10.469",NA,NA,NA,"Epiphytic on a fallen tree. Leaves pendent, coriaceous, with a bluish green cast..","UPCB0004126","UPCB0004126","Heredia","La Guaria",NA,"-84.028","10.469",NA,"2013","02",NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","38172","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T. Moore",NA,"A.S. Barfod|et al.","Barfod 48648","1983","11","16","South America","Ecuador","Chical, farmland and disturbed rain forest south of the village.","-78.28333","1.08333","1200.00000000",NA,NA,NA,NA,NA,"Carchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-09-03 16:02:00-03","MO","MOBOT","3318467","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","herminieri","Elaphoglossum herminieri","(Bory & Fée) T. Moore",NA,"W. Guerrero|Angela Herrera","Guerrero 152","2004","5","6","South America","Ecuador","Comunidad Shuar Tiguano. Al sur del Coca por l a via al Pindo, bloque 14 (ENCAN), en el km 45 via a los pozos hormiguero. Bosque muy humedo tropical. BOsque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotanico del Herbario Nacional, financiado por Missouri Botanical Garden.","-76.78194","0.74944","300.00000000",NA,NA,NA,NA,NA,"Orellana","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
