"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","basisOfRecord","phylum","class","order","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","imagecode","geoFlag"
"1","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","18692","Plantae","Orchidaceae","Rauhiella","silvana","Rauhiella silvana","Toscano","Fraga/15-07-2003","C. N. de Fraga","689","2000","08","08","Brasil","Espírito Santo","Linhares","Restinga de Povoação","-39.780833","-19.579722","39W46'51","19S34'47","Epífita, flores com sépalas e pétalas esverdeados com máculas vermelho nas pétalas, labelo fora da simetria da flor, amarelo e branco.","MBML018692",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-07 09:20:09-03","UEFS","HUEFS","36573","Plantae","Orchidaceae","Rauhiella","silvana","Rauhiella silvana","Toscano",NA,"Brito, A.T.","1774","1998","01","05","Brasil","Bahia","Planalto","Lucaia , próximo à Vitória da Conquista.","-40.4710998535156","-14.6696996688843",NA,NA,"Mata seca.Área de desmatamento.","HUEFS0036573","PreservedSpecimen","Angiospermae","Lilianae","Asparagales","40189","1080","1080","HUEFS0036573","auto"
