"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-11-01 12:02:00-02","NY","NYBG","602973","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Gliricidia","sepium","Gliricidia sepium","G. P. Lewis","J. Cominote","66","1981","10","20","South America","Brazil","Rio de Janeiro","Jacarepaguá, Estrada da Curicica em frente ao Hospital da Curicica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602973","NY00602973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:41:40-03","EAO","IAN","194174","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Rodrigues, ST; Nascimento, MP do","655","2015","12","03","Southern America","Brasil","Pará","Horto Plantas Medicinais da Embrapa Amazônia Oriental.",NA,"Árvore com cacho ou flores rosa-claro com fouce amarelo-claro.","IAN194174",NA,"(Jacq.) Steud.","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:41:40-03","EAO","IAN","166685","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium","Ribeiro, BGS","Cevidanes, WS; Bastos, JAA","201","1989","08","24","Southern America","Brasil","Pará","Serra dos Carajás. Parque Botânico. Herb. 620.",NA,"Porte de 80cm de altura; inflorescência paniculada com flores roseo lilás.","IAN166685",NA,"(Jacq.) Steud.","Parauapebas","-49.9021987915039","-6.06750011444092",NA,NA,"147801","auto","1995","10","02",NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:41:40-03","EAO","IAN","35977","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Mendes, JET","3885","1939","01","05","Southern America","Brasil","São Paulo","Fazenda santa Elisa.",NA,"Árvore","IAN035977","IAN035977 IAN035977_e","(Jacq.) Steud.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:40-03","EAO","IAN","55149","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium","Lima, AS","Mendes, J","1594","1938","08","27","Southern America","Brasil","São Paulo","Fazenda santa Elisa.",NA,NA,"IAN055149",NA,"(Jacq.) Steud.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:40-03","EAO","IAN","75903","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Ducke, A","s.n.","1952","11",NA,"Southern America","Brasil","São Paulo","Instituto Agronômico de Campinas, Fazenda Santa Elisa.",NA,"Árvore pequena.","IAN075903",NA,"(Jacq.) Steud.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:16:04-03","UFBA","ALCB","92584","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16455","2009","07","14","Southern America","Brasil","Bahia","Litoral Sul, Mata do Cacau",NA,"de ca 6 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores de cálice verde e pétalas liláses.","ALCB031111","ALCB031111","(Jacq.) Walp.","Itagibá","-39","-14",NA,NA,NA,NA,"2010","01",NA,"-39","-14",NA,NA,NA,NA,NA
"18","2019-10-09 11:16:04-03","UFBA","ALCB","028782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Guedes, ML; Reitermajer, D; Viana, JC","4051","1996","09","21","Southern America","Brasil","Bahia","Litoral Norte, Santo Antônio",NA,"Ca. 6,0m de altura. Folhas compostas, com folíolos membranáceos, discolores. Flores com cálice verde, pétalas com base esverdeada e porção apical rósea. Frutos imaturos de cor verde. Ocasional.; Restinga arbórea compresença de áreas ú","ALCB031109","ALCB031109 ALCB031109_1","(Jacq.) Walp.","Mata de São João","-37.883333","-12.383333",NA,NA,NA,NA,NA,NA,NA,"-37.883333","-12.383333",NA,NA,NA,NA,NA
"19","2019-10-09 11:16:04-03","UFBA","ALCB","108674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Campos, L","PROUFBA","207","2012","11","05","Southern America","Brasil","Bahia","Parque Zoobotânico Getúlio Vargas.",NA,"ca 15m, folhas discolores, sétalas creme, pétalas lilás passando a roxa, anteras conadas verdes gineceu verde.","ALCB031112","ALCB031112","(Jacq.) Walp.","Salvador","-38.5","-12.966667",NA,NA,NA,NA,"2013","05",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"20","2020-02-14 14:10:26-03","UFBA","ALCB","138407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML","Costa, G; Correia, FR; Vitório, CDP","2691","2017","08","05","Southern America","Brasil","Bahia","FLONA.",NA,"flores rosa esbranquiçada.","ALCB069628",NA,"(Jacq.) Walp.","Contendas do Sincorá","-41.086667","-13.927222",NA,NA,NA,NA,"2019","07",NA,"-41.086667","-13.927222",NA,NA,NA,NA,NA
"21","2019-10-09 11:16:04-03","UFBA","ALCB","15704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Santos, TS dos","Santos, TS dos; Mattos Silva, LA","s/n","1983","08","10","Southern America","Brasil","Bahia","Litoral Sul, Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus/Itabuna (BR 415)",NA,"De 9,0m X 30,0cm diâmetro. Flores arroxeadas com o centro amarelo.","ALCB031108","ALCB031108","(Jacq.) Walp.","Ilhéus","-39.033333","-14.783333","50","50",NA,NA,"1985","07",NA,"-39.033333","-14.783333",NA,NA,NA,NA,NA
"22","2019-10-09 11:16:04-03","UFBA","ALCB","67134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML","Almeida, AMM","s/n","2004","08","15","Southern America","Brasil","Bahia",NA,NA,"Árvore: planta cultivada.","ALCB031113","ALCB031113","(Jacq.) Walp.","Nova Soure","-38.483333","-11.233333",NA,NA,NA,NA,"2004","11",NA,"-38.483333","-11.233333",NA,NA,NA,NA,NA
"23","2019-10-09 11:16:04-03","UFBA","ALCB","85100","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML; Prates, ARS","Prates, ARS; Guedes, ML","03","2008","08","19","Southern America","Brasil","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica",NA,"ca 2m de altura, rebrotando. Folhas com folíolos membranáceos, discolores. Inflorescência axilar tipo cacho, flores com cálice verde claro manchado de vinho, pétalas lilases com vexilo internamente manchado de amarelo.; antropizada.","ALCB031110","ALCB031110","(Jacq.) Walp.","Itanagra","-37.981667","-12.373611","50","50",NA,NA,"2008","08",NA,"-37.981667","-12.373611",NA,NA,NA,NA,NA
"24","2019-10-09 11:16:04-03","UFBA","ALCB","85938a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Silva, LB da; Alunos do PROLE","68a","2008","07","22","Southern America","Brasil","Bahia","Diogo.",NA,"ca. 8 m alt. Folíolos cartáceos, discolores. Flores de corola lilás, botões esverdeados. Frutos imaturos, verdes.; Cultivada.","ALCB032692","ALCB032692","(Jacq.) Walp.","Mata de São João","-37.941111","-12.459444","11","11",NA,NA,"2008","09",NA,"-37.941111","-12.459444",NA,NA,NA,NA,NA
"25","2019-10-09 11:16:04-03","UFBA","ALCB","95946","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Guedes, ML","Guedes, ML; Gomes, FS; Lisboa, MS","17470","2010","07","21","Southern America","Brasil","Bahia","Litoral Sul, Pedra Branca, Casa do Sr. Marcos Cardoso de Assunção",NA,"de ca 6 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores róseas.","ALCB031107","ALCB031107","(Jacq.) Walp.","Igrapiúna","-39.207778","-13.905278","153","153",NA,NA,"2010","08",NA,"-39.207778","-13.905278",NA,NA,NA,NA,NA
"26","2019-11-25 16:50:44-03","UFBA","ALCB","137938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Nadruz","Nadruz, M","3380","2018","08","12","Southern America","Brasil","Rio de Janeiro","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro, Arboreto, canteiro 32E, tombo 6715.",NA,"lâmina foliar membranácea esverdeada discolor; flores com pedúnculo, pedicelo e cálice esverdeados, corola rosado-esbranquiçada.","ALCB068406","ALCB068406","(Jacq.) Walp.","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U.1301980","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium","Lewis GP","Lindeman JC; Haas JH de",NA,"1967","07","03","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301980","NL-U1301980","(Jacq.) Kunth ex Walp.",NA,NA,NA,NA,NA,NA,NA,"2000","11","01",NA,NA,"Magnoliopsidae","U 0082600",NA,NA,NA
"28","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U 0270851","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Breteler FJ",NA,"1963","10","15","Southern America","Venezuela","Barinas","near Barinitas",NA,"edge of secondary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270851",NA,"(Jacq.) Kunth ex Walp.",NA,"-70.666667","8.75",NA,NA,NA,NA,NA,NA,NA,"-70.666667","8.75","Magnoliopsidae","Uw10994",NA,NA,NA
"29","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U.1301979","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium","Lewis GP","Lindeman JC; Haas JH de",NA,"1967","07","03","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301979","NL-U1301979","(Jacq.) Kunth ex Walp.",NA,NA,NA,NA,NA,NA,NA,"2000","11","01",NA,NA,"Magnoliopsidae","U 0082601",NA,NA,NA
"30","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U.1301984","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Breteler FJ",NA,"1963","10","15","Southern America","Venezuela","Barinas","near Barinitas",NA,"edge of secondary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301984 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301984","NL-U1301984","(Jacq.) Kunth ex Walp.",NA,"-70.666667","8.75",NA,NA,NA,NA,NA,NA,NA,"-70.666667","8.75","Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U.1301987","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Unknown",NA,"1901","08","27","Southern America","Surinam",NA,"Gouvernementsplein, Paramaribo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301987","NL-U1301987","(Jacq.) Kunth ex Walp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:13:06-03","NBC","NL-BOTANY","U.1301988","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Unknown",NA,"1901","08","27","Southern America","Surinam",NA,"Gouvernementsplein, Paramaribo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301988","NL-U1301988","(Jacq.) Kunth ex Walp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:13:06-03","NBC","NL-BOTANY","WAG0368143","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Breteler FJ",NA,"1963","10","15","Southern America","Venezuela","Barinas","near Barinitas",NA,"edge of secondary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG0368143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG0368143",NA,"(Jacq.) Kunth ex Walp.",NA,"-70.666667","8.75",NA,NA,NA,NA,NA,NA,NA,"-70.666667","8.75","Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:13:06-03","NBC","NL-BOTANY","WAG.1020641","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Breteler FJ",NA,"1963","10","15","Southern America","Venezuela","Barinas","near Barinitas",NA,"edge of secondary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1020641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1020641","NL-WAG1020641","(Jacq.) Kunth ex Walp.",NA,"-70.666667","8.75",NA,NA,NA,NA,NA,NA,NA,"-70.666667","8.75","Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:13:06-03","NBC","NL-BOTANY","WAG.1020642","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Breteler FJ",NA,"1963","10","15","Southern America","Venezuela","Barinas","near Barinitas",NA,"edge of secondary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1020642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1020642","NL-WAG1020642","(Jacq.) Kunth ex Walp.",NA,"-70.666667","8.75",NA,NA,NA,NA,NA,NA,NA,"-70.666667","8.75","Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:13:06-03","NBC","NL-BOTANY","WAG.1020643","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Gliricidia","sepium","Gliricidia sepium",NA,"Camacho Durán AR",NA,"1966","06","05","Southern America","Venezuela",NA,"Edo Trujillo, a 9 kms de Valera, cerca de Isnotu, terreno inclinado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1020643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1020643","NL-WAG1020643","(Jacq.) Kunth ex Walp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-11-04 11:09:32-03","ESALQ","ESA","2272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Pinto, R.B.","Santoro, J.",NA,"1948","10","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA002272",NA,"(Jacq.) Steud.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:09:32-03","ESALQ","ESA","2251","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Santoro, J.",NA,"1937","08","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA002251","ESA002251","H.B.K.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto","1938","01","18",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:55:48-03","ESALQ","ESA","135767","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"L. Quintanilha","144.0","2013","07","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA135767",NA,"(Jacq.) Kunth. Ex Walp.","Iguaba Grande","-42.2289009094238","-22.8391990661621",NA,NA,"5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:09:32-03","ESALQ","ESA","2576","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Mendes, J.E.F.","1594.0","1938","08","29",NA,"Brasil","São Paulo",NA,NA,NA,"ESA002576","ESA002576","H.B.K.","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto","1993","12","19",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:09:32-03","ESALQ","ESA","6880","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Kampf, E.","83.0","1989","08","21",NA,"Brasil","São Paulo",NA,NA,NA,"ESA006880","ESA006880","H.B.K.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","1989","08","21",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:09:32-03","ESALQ","ESA","7401","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Zandoval, J.A.",NA,"1985","09","15",NA,"Brasil","São Paulo",NA,NA,NA,"ESA007401","ESA007401","Jacq.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:09:32-03","ESALQ","ESA","10949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Barreto, K.D. et al.","1146.0","1993","09","09",NA,"Brasil","São Paulo",NA,NA,NA,"ESA010949","ESA010949","(Jacq.) Walp.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","1993","09","09",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:29:24-03","MN","R","112408","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"Andrade, A.G.; Emmerich, M.","912","1961","08","15",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Jacq.) Walp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:29:24-03","MN","R","115848","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium","Lima, H.C.de","Trinta, Z.A.; Fromm, E.","847","1964","09","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Jacq.) Walp.",NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 21:46:22-03","UFPI","TEPB","3237","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,"M. Sousa","12729","1983","01","26",NA,"Costa Rica","Guanacaste","Playa El Hachal, en la Bahía de Santa Helena, em una desv. en el caminho a Murciélago",NA,"arbolito de flor lila <ll>dwc_commonname:</ll> maria-preta",NA,NA,"(Jacq.) Mcbride",NA,NA,NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
