"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","individualCount","monthIdentified","fieldNumber","dayIdentified","relatedCatalogItem"
"61","2019-10-07 09:13:59-03","UEFS","HUEFS","63410","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Atkins, S.","PCD4670","1997","01","29",NA,"Brasil",NA,NA,"Pantano do Rio Santo Antonio com variada flora aquática e ilhas de matas mesófilas.","HUEFS0063410","Angiospermae","Gentianales","Progel","Bahia","Lençóis","Remanso/ Maribus.","-41.316667","-12.65","HUEFS0063410","E.K.S.Brandão","380","380","Asteranae","41W19'","12S39'",NA,NA,"2017",NA,"05",NA,NA,NA
"62","2019-10-07 09:13:59-03","UEFS","HUEFS","84551","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Queiroz, L.P.de","9389","2004","07","28",NA,"Brasil",NA,NA,"Floresta Estacional.","HUEFS0084551","Angiospermae","Gentianales","Progel","Bahia","Rui Barbosa","Serra do Orobó. Trilha para o Pátio das Orquídeas.","-40.4875","-12.301944","HUEFS0084551","E.K.S.Brandão","518","518","Asteranae","40W29'15''","12S18'7''",NA,NA,"2017",NA,"05",NA,NA,NA
"63","2019-10-07 09:13:59-03","UEFS","HUEFS","91283","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Queiroz, L.P.de","9965","2004","12","19",NA,"Brasil",NA,NA,"Floresta estacional.","HUEFS0091283","Angiospermae","Gentianales","Progel","Bahia","Rui Barbosa","Serra do Orobó. Trilha para o pátio das orquídeas.","-40.4875","-12.3025","HUEFS0091283","E.K.S.Brandão","521","521","Asteranae","40W29'15''","12S18'9''",NA,NA,"2016",NA,"06",NA,NA,NA
"64","2019-10-07 09:13:59-03","UEFS","HUEFS","93334","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Cardoso, D.","388","2005","03","27",NA,"Brasil",NA,NA,"Floresta Estacional Semidecidual.","HUEFS0093334","Angiospermae","Gentianales","Progel","Bahia","Rui Barbosa","Serra do Orobó. Trilha para o Pátio das Orquídeas.","-40.4875","-12.3025","HUEFS0093334","E.K.S.Brandão","477","477","Asteranae","40W29'15''","12S18'9''",NA,NA,"2016",NA,"06",NA,NA,NA
"65","2019-10-07 09:13:59-03","UEFS","HUEFS","77752","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Costa, J.","482","2004","01","23",NA,"Brasil",NA,NA,NA,"HUEFS0077752","Angiospermae","Gentianales","Progel","Minas Gerais","Jacinto","Estrada Jacinto-Salto da Divisa, ca. 24 km de Jacinto. Lado esquerdo.","-40.106389","-16.120556","HUEFS0077752","D.Zappi","189","189","Asteranae","40W6'23''","16S7'14''",NA,NA,"2010",NA,"03",NA,NA,NA
"66","2019-10-07 09:13:59-03","UEFS","HUEFS","85723","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Melo, E.","3667","2003","11","28",NA,"Brasil",NA,NA,"Caatinga arbóreo/arbustiva sobre solo calcário.","HUEFS0085723","Angiospermae","Gentianales","Progel","Bahia","Ibicoara","Morro da Gruta da Lapinha. Próximo a BR 242 ca. 60 Km de Lençóis.","-40.980556","-12.465556","HUEFS0085723","E.K.S.Brandão",NA,NA,"Asteranae","40W58'50''","12S27'56''",NA,NA,"2016",NA,"06",NA,NA,NA
"67","2019-06-11 13:29:37-03","F","FMNH-SEEDPLANTS","V0354633F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","R. P. Belém","3874","1968","7","16","South America","Brazil",NA,NA,NA,"V0354633F","Spermatophyta",NA,NA,"Bahia",NA,NA,"-42","-11","V0354633F_01","RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"3874",NA,NA
"68","2019-01-25 15:35:14-02","IAC","IAC","33248","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","M. Kuhlmann","2728","1951","11","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Jardim Botânico","-46.6361","-23.5475",NA,"B.A. Krukoff",NA,NA,NA,"-46.6361","-23.5475",NA,NA,"1967",NA,"04",NA,"05",NA
"69","2020-07-23 12:10:05-03","CEPLAC","CEPEC","74839","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","S. Atkins","4665","1997","01","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","LENÇÓIS","Remanso/Maribus. Pântano do Rio Sto. Antonio.","-41.316667","-12.65",NA,"E. K. S. Brandão",NA,NA,NA,"41W19'","12S39'",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-23 12:10:05-03","CEPLAC","CEPEC","4477","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","R. P. Belém","2713","1968","06","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","JUSSARÍ",NA,"-39.4953002929688","-15.1913995742798",NA,"S. G. da Vinha",NA,NA,NA,"0*0'0","0*0'0","21386","auto",NA,NA,NA,NA,NA,"30/12/1970"
"71","2020-07-23 12:10:05-03","CEPLAC","CEPEC","4632","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","R. P. Belém","3874","1968","07","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCURÍ","BA/Es. Vale do Rio Mucuri ao lado da BR-101.","-39.5508003234863","-18.0863990783691",NA,"B. A. Krukoff",NA,NA,NA,"0*0'0","0*0'0","78440","auto",NA,NA,NA,NA,NA,"30/12/1970"
"72","2020-07-23 12:10:05-03","CEPLAC","CEPEC","83348","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","R. Záchia","3214","1999","02","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","santa maria","Cidade dos Meninos Base do Morro do Elefante.","-53.8069000244141","-29.6842002868652",NA,"E. K. S. Brandão",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"73","2020-08-20 14:56:24-03","UFSC","FLOR","36179","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Kuhlmann, M.","2728","1951","11","20",NA,"Brasil",NA,NA,"Sobre árvores altas da mata. Floração em novembro","FLOR0036179",NA,"Gentianales","Progel","São Paulo","São Paulo","Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Progel","Rio de Janeiro",NA,"In prov. Rio de Janeiro Serra Tingua",NA,NA,"P06P1N0079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Progel","Rio de Janeiro",NA,"In prov. Rio de Janeiro Serra Tingua",NA,NA,"P06P1N0079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:07:42-03","IBt","SP","12894","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Hoehne, FC","s.n.","1924","12","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo",NA,"Entre Pirapora e Cabreúva. estrada de rodagem",NA,NA,NA,"Zappi, DC",NA,NA,NA,NA,NA,NA,NA,"2004",NA,"02",NA,"02",NA
"77","2019-11-21 10:07:42-03","IBt","SP","13168","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Loefgren, A","CGG1427","1889","10","01",NA,"Brasil",NA,NA,"Arbusto lenhoso armado, fl. alba pequena.","SP006650",NA,NA,"Progel","São Paulo","São José do Rio Pardo","Fazenda Tovaca, mata.","-46.8800010681152","-21.5900001525879","SP006650","Krukoff, BA",NA,NA,NA,NA,NA,"15885","auto","1978",NA,NA,NA,NA,NA
"78","2020-12-10 11:27:37-03","IBt","SP","398195","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Villagra, BLP","238","2006","10","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:07:42-03","IBt","SP","20605","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Kuhlmann, M","2608","1950","11","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584","auto","2008",NA,"10",NA,NA,NA
"80","2019-11-21 10:07:42-03","IBt","SP","20122","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Kuhlmann, M","2292","1950","01","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim","-46.6300010681152","-23.5400009155273",NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584","auto","2008",NA,"10",NA,NA,NA
"81","2019-11-21 10:07:42-03","IBt","SP","24113","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Kuhlmann, M","2728","1951","11","20",NA,"Brasil",NA,NA,"Sobre árvores altas da mata",NA,NA,NA,"Progel","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584","auto","2011",NA,"03",NA,NA,NA
"82","2019-11-21 10:07:42-03","IBt","SP","114038","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584","auto","2008",NA,"10",NA,NA,NA
"83","2019-11-21 10:07:42-03","IBt","SP","180565","S","Plantae","Loganiaceae","Strychnos","nigricans","Strychnos nigricans","Chiea, SAC","123","1980","08","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Progel","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica","-46.6300010681152","-23.5400009155273",NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584","auto","2008",NA,"10",NA,NA,NA
