"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","recordNumber","year","month","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","sex"
"24","2021-03-19 17:59:23-03","UFMG","BHCB","195269","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN; Lustre, GMC","Southern America","Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Planalto. Trilha para as Prateleiras.",NA,"Coordenadas aproximadas, inferidas a partrir do Google Earth.; Erva terrestre. Rara, observado apenas um pequeno conjunto com ca. de 6 plantas. Coletada no local em 30/01/2018 com a inflorescência em crescimento, floração em cultivo a","BHCB195269",NA,NA,"Kraenzl.","3497","2018","02","19","-44.674133","-22.388897","2353","2353",NA,"Itatiaia","2018","02","19",NA,NA,NA,"-44.674133","-22.388897",NA,NA,NA
"25","2020-12-11 11:44:35-03","UFMG","BHCB","120187","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN","Southern America","Brasil","Rio Grande do Sul","Serra da Rocinha, Cerca de 13 km SE de São José dos Ausentes",NA,"Erva terrestre, em campo limpo em encostas a margem de pequeno curso d#?#água. Solo argilo-arenoso, escuro, úmido. Ocasional. Sem flores boas, com frutos em desenvolvimento.",NA,NA,NA,"Kraenzl.","2506","2008","02","03","-49.979222","-28.793861","1174","1174",NA,"São José dos Ausentes",NA,NA,NA,NA,NA,NA,"-49.979222","-28.793861",NA,NA,NA
"26","2020-12-11 11:44:35-03","UFMG","BHCB","120191","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN","Southern America","Brasil","Santa Catarina","Serra da Rocinha, Descida da Serra da Rocinha, cerca de 18.5 km SE d",NA,"Erva terrestre, em vegetação antropizada em encosta a margem da estrada. Solo argilo-arenoso, escuro, ligeiramente úmido. Ocasional. Sem flores boas, com frutos em desenvolvimento.",NA,NA,NA,"Kraenzl.","2510","2008","02","03","-49.948278","-28.800556","1059","1059",NA,"Timbé do Sul",NA,NA,NA,NA,NA,NA,"-49.948278","-28.800556",NA,NA,NA
"27","2021-01-15 17:53:18-03","UFMG","BHCB","120222","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN; Carvalho, BM de; Faria, MWF de; Barbosa, AR","Southern America","Brasil","Minas Gerais","Parque Nacional do Caparaó, trilha entre a Tronqueira e o Pico da Bandeira, pouco após o Terreirão.",NA,"Erva terrestre, em campo rupestre de altitude, seco. Flores Verdes, sépalas verde-escuras, pétalas laterais e labelo verde-claros com base brancos.",NA,NA,NA,"Kraenzl.","2541","2008","02","12","-41.809306","-20.419611","2385","2385",NA,"Alto Caparaó",NA,NA,NA,NA,NA,NA,"-41.809306","-20.419611",NA,NA,NA
"28","2020-12-11 11:44:35-03","UFMG","BHCB","132513","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN; Ramalho, AJ; Barbosa, AR","Southern America","Brasil","Minas Gerais","Poços de Caldas, MG887; saída para SP, ca. de 3 km do entrocamento para Andradas, ca. de 2 km antes da entrada da ALCOA, entre os Bairros Esperança III e São Bento.",NA,"Erva terrestre em brejo. Solo hidormórfico escuro, com água sobre a superfície. Área não queimada. Ocasional. Com frutos.",NA,NA,NA,"Kraenzl.","2799","2009","02","03","-46.565556","-21.831861","431","1260",NA,NA,NA,NA,NA,NA,NA,NA,"-46.565556","-21.831861",NA,NA,NA
"29","2020-12-11 11:44:35-03","UFMG","BHCB","180764","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Klein, J","Southern America","Brasil","Rio Grande do Sul","Estrada para Fortaleza",NA,"Erva terrestre. Flor verde; base das pétalas e labelo branco; Em campo úmido",NA,NA,NA,"Kraenzl.","224","2014","01","28","-49.986356","-29.739917","1000","1000",NA,"Cambará do Sul","2014","01","28",NA,NA,NA,"-49.986356","-29.739917",NA,NA,NA
"30","2021-03-19 17:59:23-03","UFMG","BHCB","195323","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Batista, JAN; Lustre, GMC","Southern America","Brasil","São Paulo","São José dos Alpes",NA,"Erva terrestre. Pouco comum. Em final de floração. Sépalas verde escuro; pétalas e labelo verde claro com base branca.; , em campo limpo estacionalmente úmido ou campo seco. Área não queimada.","BHCB195323",NA,NA,"Kraenzl.","3550","2018","02","06","-45.459167","-22.716944",NA,NA,NA,"Campos do Jordão","2018","02","06",NA,NA,NA,"-45.459167","-22.716944",NA,NA,NA
"31","2020-12-11 11:44:35-03","UFMG","BHCB","183240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Freitas, FS; Oliveira, JPL","Southern America","Brasil","São Paulo","Pico do Capivari, Alto do Pico do Capivari",NA,"Erva ca 0,4m. Flores verde.",NA,NA,NA,"Kraenzl.","812","2014","12","31","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Campos do Jordão",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"32","2019-01-03 17:00:00-02","MO","MOBOT","101092804","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis","Holotype","Miguel Lillo","South America","Argentina","Tucumán","Cerro de Duraznillo",NA,NA,NA,NA,NA,"Kraenzl.","Lillo 16101","1914","3",NA,NA,NA,"900.00000000",NA,"J.A.N.Batista et al.","Burruyacú",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2019-01-03 16:46:00-02","MO","MOBOT","101092802","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis","Holotype","G. Hieronymus","South America","Argentina","Córdoba","Sierra Achala de Cordoba, Cuesta del Gaucho",NA,NA,NA,NA,NA,"Kraenzl.","Hieronymus 447","1876","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2019-01-07 14:14:00-02","MO","MOBOT","101092831","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis angustifolia","Holotype","Erik L. Ekman","South America","Argentina","Misiones","Posadas, near La Granja",NA,NA,NA,NA,"angustifolia","Kraenzl.","Ekman 433","1907","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2019-01-07 14:14:00-02","MO","MOBOT","101092831","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis angustifolia","Holotype","Erik L. Ekman","South America","Argentina","Misiones","Posadas, near La Granja",NA,NA,NA,NA,"angustifolia","Kraenzl.","Ekman 433","1907","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2639809","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"S. Venturi","South America","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,NA,"2765","1924","1","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","1066398","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"G. Gardner","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2558104","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"L. B. Smith & R. Reitz","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"8649","1956","12","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"39","2020-09-02 16:34:53-03","Cenargen","CEN","14985","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Santuário Ecológico do Riacho Fundo.","Unicata","Folhas plicadas com nervuras salientes na base dorsal. Pétalas laterais não coniventes com a sépala dorsal com extremidades voltadas para trás. Calcar não pendente acompanhando o ovário.","CEN00014985","CEN00014985",NA,"Kraenzl.","25","1989","12","03","-47.9296989440918","-15.7797002792358",NA,NA,"J. A. N. Batista","BRASILIA","1989","12",NA,"70570","auto",NA,NA,NA,"1",NA,NA
"40","2020-09-02 16:34:53-03","Cenargen","CEN","103001","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"J. Klein",NA,"Brasil","RS","Estrada para Fortaleza.","Exsicatas","Base das pétalas e labelo branco. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 180764","CEN00103001","CEN00103001",NA,"Kraenzl.","224","2014","01","28","-50.1446990966797","-29.0478000640869","1000","1000","J. A. N. Batista","CAMBARA DO SUL","2014","01",NA,"30776","auto",NA,NA,NA,"1",NA,NA
"41","2020-09-02 16:34:53-03","Cenargen","CEN","112174","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"G. M. Cruz-Lustre",NA,"Brasil","SC","Parque nacional de São Joaquim, Morro da Igreja.","Exsicatas","Em plena floração. Flores verdes com o centro branco. Campo de altitude. Doação do Herbário BHCB nº 197441.","CEN00112174","CEN00112174",NA,"Kraenzl.","283","2017","01","07","-49.5917015075684","-28.0149993896484","1680","1680","J. A. N. Batista","URUBICI","2017","01",NA,"30102","auto",NA,NA,NA,"1",NA,NA
"42","2020-09-02 16:34:53-03","Cenargen","CEN","101031","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"João Aguiar Nogueira Batista",NA,"Brasil","MG","Parque Nacional do Caparaó, trilha entre a Tronqueira e o Pico da Bandeira, pouco após o Terreirão.","Exsicatas","Flores verdes, sépalas verde-escuras, pétalas laterais e labelo verde-claros com base brancos. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120222","CEN00101031","CEN00101031",NA,"Kraenzl.","2541","2008","02","12","-41.9043998718262","-20.523099899292","2385","2385","J. A. N. Batista","CAPARAO","2008","02",NA,"15056","auto",NA,NA,NA,"1",NA,NA
"43","2020-09-02 16:34:53-03","Cenargen","CEN","101032","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"João Aguiar Nogueira Batista",NA,"Brasil","MG","Parque Nacional do Caparaó, trilha entre a Tronqueira e o Pico da Bandeira, pouco após o Terreirão.","Exsicatas","Sépalas verde-escuras, pétalas laterais e labelo verde-claros, com base brancos. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120226.","CEN00101032","CEN00101032",NA,"Kraenzl.","2546","2008","02","12","-41.9043998718262","-20.523099899292","2546","2546","J. A. N. Batista","CAPARAO","2008","02",NA,"15056","auto",NA,NA,NA,"1",NA,NA
"44","2020-09-02 16:34:53-03","Cenargen","CEN","113081","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"João Aguiar Nogueira Batista",NA,"Brasil","SP","São José do Alpes.","Exsicatas","Em final de floração. Sépalas verde escuro; pétalas e labelo verde claro com base branca. Em campo limpo estacionalmente úmido ou campo seco. Área não queimada. Doação Herbário BHCB - Universidade Federal de Minas Gerais - BHCB 195323.","CEN00113081","CEN00113081",NA,"Kraenzl.","3550","2018","02","06","-45.5900001525879","-22.7299995422363",NA,NA,"J. A. N. Batista","CAMPOS DO JORDAO","2018","02",NA,"21048","auto",NA,NA,NA,"1",NA,NA
"45","2019-07-09 12:44:00-03","F","FMNH-SEEDPLANTS","V0433344F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"E. L. Ekman","South America","Argentina",NA,NA,NA,NA,"V0433344F","V0433344F_01",NA,NA,"433","1907","12","12","-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"46","2019-11-01 15:15:25-03","UnB","UB","3793","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Heringer, EP","Southern America","Brasil","Distrito Federal","Horto do Guará",NA,"Cachos claros.; Erva 0,5m; Brejo.","UB0019550","UB0019550",NA,"Kraenzl.","9296","1963",NA,NA,"-47.95","-15.833333","1020","1020","Batista, JAN","Brasília",NA,NA,NA,NA,NA,NA,"-47.95","-15.833333",NA,NA,NA
"47","2019-11-01 15:15:25-03","UnB","UB","87416","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","achalensis","Habenaria achalensis",NA,"Heringer, EP","Southern America","Brasil","Distrito Federal","Fundação Zoobotânico",NA,NA,"UB0019549","UB0019549",NA,"Kraenzl.","10801","1965",NA,NA,NA,NA,NA,NA,"Batista, JAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
