"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"52","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Ferreira, GC; Freitas, JC; Takeda, PS; Silva, FCMA; Carneiro-da-Silva, JE","s.n.","2004","04","12","Southern America","Brasil","Pará","Breu Branco","Fazenda Reflorestamento Água Azul I, UPA 2003/2004, UT-06, fx-09.","-49.4609985351562","-4.00899982452393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108062","auto",NA,NA,NA,NA,NA
"53","2021-04-08 17:41:42-03","EAO","IAN","42208","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Fróes, RL","23556","1948","09","28","Southern America","Brasil","Pará","Breu Branco","Rio Tocantins. T.f. high land high forest dark hard wood.","-49.4609985351562","-4.00899982452393",NA,"Tree, 30 meters, 1,20cm.","IAN042208",NA,"Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"108062","auto",NA,NA,NA,NA,NA
"54","2021-04-08 17:41:42-03","EAO","IAN","6638X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","735","2000","08",NA,"Southern America","Brasil","Pará","Medicilândia",NA,"-52.8889007568359","-3.44611001014709",NA,NA,"IAN06638X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"124847","auto",NA,NA,NA,NA,NA
"55","2021-04-08 17:41:42-03","EAO","IAN","6638X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","735","2000","08",NA,"Southern America","Brasil","Pará","Medicilândia",NA,"-52.8889007568359","-3.44611001014709",NA,NA,"IAN06638X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"124847","auto",NA,NA,NA,NA,NA
"56","2021-04-08 17:41:42-03","EAO","IAN","7213X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","25","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN07213X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"57","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","25","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"58","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","23","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"59","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","23","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"60","2021-04-08 17:41:42-03","EAO","IAN","7213X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","25","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN07213X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"61","2021-04-08 17:41:42-03","EAO","IAN","7213","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","25","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN007213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"62","2021-04-08 17:41:42-03","EAO","IAN","7187X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","23","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN07187X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"63","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","25","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"64","2021-04-08 17:41:42-03","EAO","IAN","7187X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Ferreira, GC","s.n.","2002","10","23","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN07187X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"65","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Cordeiro, MR; Monteiro, CR; Gomez, S","s.n.","2001","06","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km-34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"66","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Cordeiro, MR; Monteiro, CR; Gomez, S","s.n.","2001","06","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km-34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"67","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Cordeiro, MR","s.n.","2001","06","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km-34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"68","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Cordeiro, MR","s.n.","2001","06","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km30 da rodovia PA150, ramal do Km34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"69","2021-04-08 17:41:42-03","EAO","IAN","165684","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Oliveira, JCL de; Freitas, JC","10","1997","11","20","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, no Km30 da rodovia PA150.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 35m de altura, estéril.","IAN165684",NA,"Lima, HC de",NA,NA,"2002","07",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"70","2021-04-08 17:41:42-03","EAO","IAN","165697","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Oliveira, JCL de; Freitas, JC","23","1997","12","01","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, no Km30 da rodovia PA150.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN165697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"71","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Soler, JG","s.n.","2002","10","29","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental; Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"72","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Soler, JG","s.n.","2002","10","29","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental; Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"73","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Procópio, LC","s.n.","2002","01","29","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental Moju, PA150 km 34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Nascimento, MP do",NA,NA,"2002","01",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"74","2021-04-08 17:41:42-03","EAO","IAN","165785","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC","461","1998","02","20","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental&nf;no Km-30 da rodovia PA-150. Mata alta de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 36m de altura e CAP 1m; sapopemas; fuste reto e cilíndrico; copa bem distribuída; casca lisa, avermelhada, pouco espessa; madeira branco-amarelada, frutos coletados do chão.","IAN165785",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"75","2021-04-08 17:41:42-03","EAO","IAN","165786","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC","462","1998","02","20","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Mata alta de terra firme. Próximo da parcela 07.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN165786",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"76","2021-04-08 17:41:42-03","EAO","IAN","164734","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ribeiro, BGS","2315","1996","03","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, no Km-30 da rodovia PA-150. Mata alta de terra firme, solo argiloso.","-48.7689018249512","-1.88389003276825",NA,"Árvore.","IAN164734",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"77","2021-04-08 17:41:42-03","EAO","IAN","164701","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ribeiro, BGS","2282","1996","03","28","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, no Km-30 da rodovia PA-150. Mata alta de terra firme, solo argiloso.","-48.7689018249512","-1.88389003276825",NA,"Árvore.","IAN164701",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"78","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Procópio, LC","s.n.","2002","01","29","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, PA-150 km 34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2002","01",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"79","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Procópio, LC","s.n.","2002","01","29","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, PA-150 km 34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2002","01",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"80","2021-04-08 17:41:42-03","EAO","IAN","164620","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ribeiro, BGS; Oliveira, JCL de","2201","1996","05","15","Southern America","Brasil","Pará","Moju","Campo Experimental Embrapa Amazônia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta/pedra de terra firme. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164620",NA,"Melchor-Castro, B",NA,NA,"2018","08","21",NA,NA,"186920","auto",NA,NA,NA,NA,NA
"81","2021-04-08 17:41:42-03","EAO","IAN","164735","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ribeiro, BGS; Oliveira, JCL de","2316","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental Embrapa Amazônia Oriental, Km-30 da rodovia PA-150. Area 02. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"82","2021-04-08 17:41:42-03","EAO","IAN","164649","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ribeiro, BGS; Oliveira, JCL de","2230","1996","05","29","Southern America","Brasil","Pará","Moju","Campo Experimental Embrapa Amazônia Oriental, Km-30 da rodovia PA-150. Mata alta de terra firme, solo argiloso. Área 01.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164649",NA,NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"83","2021-04-08 17:41:42-03","EAO","IAN","7455","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","07","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 02, L-12.","-49.7963981628418","-4.33056020736694",NA,NA,"IAN007455","IAN007455_f",NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"84","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","07","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 02, L-12.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"85","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","07","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 02, L-12.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"86","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","07","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 02, L-5.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"87","2021-04-08 17:41:42-03","EAO","IAN","7451","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","07","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 02, L-5.","-49.7963981628418","-4.33056020736694",NA,NA,"IAN007451","IAN007451_f",NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"88","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","10","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú, UPA 2004, UT-04.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"89","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","08","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 04, L-03.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"90","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","08","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 04, L-09.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2004","09",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"91","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","08","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú; UPA 2004, UT 04, L-09, em frente a árvore 537.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"92","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Lima, APR; Ribeiro, JS; Silva, SS da; Silva, FCMA; Hopkins, MJG","s.n.","2003","11","25","Southern America","Brasil","Pará","Novo Repartimento","Fazenda Arataú UT- 09.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2003","11",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"93","2021-04-08 17:41:42-03","EAO","IAN","7445X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","s.n.","2004","04","20","Southern America","Brasil","Pará","Novo Repartimento","Juruá","-49.7963981628418","-4.33056020736694",NA,NA,"IAN07445X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"94","2021-04-08 17:41:42-03","EAO","IAN","7451X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","s.n.","2004","04","20","Southern America","Brasil","Pará","Novo Repartimento","Juruá","-49.7963981628418","-4.33056020736694",NA,NA,"IAN07451X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"95","2021-04-08 17:41:42-03","EAO","IAN","7451X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","s.n.","2004","04","20","Southern America","Brasil","Pará","Novo Repartimento","Juruá","-49.7963981628418","-4.33056020736694",NA,NA,"IAN07451X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"96","2021-04-08 17:41:42-03","EAO","IAN","7445X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","s.n.","2004","04","20","Southern America","Brasil","Pará","Novo Repartimento","Juruá","-49.7963981628418","-4.33056020736694",NA,NA,"IAN07445X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"97","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Monteiro, CR; Carmo, NAS do; Barbosa, MG","s.n.","2004","08","28","Southern America","Brasil","Pará","Novo Repartimento","Juruá Florestal Ltda., Rodovia Transamazônica Km 205, Fazenda Arataú.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2004","09",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"98","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Carmo, NAS do; Freitas, JC; Nascimento, MP do; Silva-e-Silva, AE; Santos, IS","s.n.","2003","08","15","Southern America","Brasil","Pará","Novo Repartimento","Rodovia Transamazônica Km 206, fazenda Aratú.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2003","09",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"99","2021-04-08 17:41:42-03","EAO","IAN","7448","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","06","Southern America","Brasil","Pará","Novo Repartimento","UPA 2004, UT 25, L-10; na margem do ramal de acesso a UPA 2004.","-49.7963981628418","-4.33056020736694",NA,NA,"IAN007448","IAN007448_f",NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"100","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Hopkins, MJG; Freitas, JC; Takeda, PS; Lavareda, RHR; Silva, FCMA","s.n.","2004","04","06","Southern America","Brasil","Pará","Novo Repartimento","UPA 2004, UT 25, L-10; na margem do ramal de acesso a UPA 2004.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"101","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Nascimento, MP do; Takeda, PS","s.n.","2004","09","15","Southern America","Brasil","Pará","Paragominas","Área de experimento do projeto Dendrogene, convênio com Cikel Brasil Verde S.A.","-47.3527984619141","-2.99583005905151",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2004","10",NA,NA,NA,"186685","auto",NA,NA,NA,NA,NA
