"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"436","2019-08-20 10:03:09-03","UNICAMP","UEC","71714","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Ivanauskas, NM; Goldenberg, R","1111","1995","06","12","Brazil","São Paulo","Lençóis Paulista","Estrada a Águas de Santa Bárbara","-48.875","-22.661111","-48.875","-22.661111",NA,NA,"UEC109602","UEC109602","2015","05",NA,NA,NA,NA,"fruto, Árvore de 4m, frutos imaturos.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-08-20 10:03:09-03","UNICAMP","UEC","87213","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Amaral Jr, A; DC, A; Hernandes-Bicudo, LR; Campos, CJ","94","1985","10","24","Brazil",NA,NA,"Cerradão `margem da rodovia sem paviment",NA,NA,NA,NA,NA,NA,"UEC109597","UEC109597","2015","05",NA,NA,NA,NA,"flor, Árvore com 6 m de altura com látex. Flores esverdeadas, estames amarelas, flores secas.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-08-20 10:03:09-03","UNICAMP","UEC","91493","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Kirkbride Jr, JH; Ferreira, LV","5400","1973","09","26","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa, campo experimnental","-47.916667","-15.966667","-47.916667","-15.966667","1120","1120","UEC109603","UEC109603","2015","05",NA,NA,NA,NA,"flor, Árvore até 3 m; com látex branco; corolas verdes então brancas. Campo cerrado.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2019-08-20 10:03:09-03","UNICAMP","UEC","97375","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Nave, AG; Carneiro, PHM; Dário, FR; Lopes, RF","1074","1997","02","19","Brazil","Mato Grosso","Chapada dos Guimarães","trilha da gruta Arce-Jari e Lagoa Azul.","-55.483333","-15.6","-55.483333","-15.6",NA,NA,"UEC109592","UEC109592","2015","05",NA,NA,NA,NA,"fruto, Árvore com altura de 6,0 m. fruto seco. Campo cerrado, ambiente antropizado, solo areia quartzosa.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2019-08-20 10:03:09-03","UNICAMP","UEC","52031","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Dias, BJ; Walter, BMT; Sá, SPP; Deus, WC","1","1989","07","27","Brazil","Bahia","Correntina","Estrada de terra entre Correntina - BA a","-44.6366996765137","-13.3432998657227",NA,NA,"600","600","UEC109593","UEC109593","2015","05",NA,NA,NA,NA,"fruto, Árvore ca 3 m, flores esbranquiçadas, botões florais de cor verde amarronzsda, folhas jovens pilosas, frutos imaturos de cor pardacenta. Cerrado, solo arenoso.",NA,"Magnoliopsida",NA,"182507","auto",NA,NA,NA,NA,NA,NA
"441","2019-08-20 10:03:09-03","UNICAMP","UEC","76503","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Walter, BMT; Oliveira, NR; Dias, BJ; Bensunsan, N","486","1989","10","14","Brazil","Bahia","São Desidério","Coleta feita entre Vilarejos de Estiva e","-44.9733009338379","-12.3633003234863",NA,NA,"800","800","UEC109562","UEC109562","2015","05",NA,NA,NA,NA,"fruto, Árvore com 9,0 m de altutra , botões esverdeados, folhas esbranquiçadas. Flores alvas. Ocasional/freqüênte. Cerrado, solo arenoso - argiloso, avermelhado. Relevo ondulado.",NA,"Magnoliopsida",NA,"175149","auto",NA,NA,NA,NA,NA,NA
"442","2019-08-20 10:03:09-03","UNICAMP","UEC","29347","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.",NA,"Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","2597","1979","10","02","Brazil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, mais ou menos 15 m, folhas membranaceas com a parte anterir argentea, flores cremes, látex alvo",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"443","2019-08-20 10:03:09-03","UNICAMP","UEC","11937","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Maguire, B; Silva, NT; Pires, JM; Maguire, CK","s.n.","1963","10","04","Brazil","Distrito Federal","Brasília","30km north of Brasilia, córrego Sobradin","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109596","UEC109596","2015","05",NA,NA,NA,NA,"flor, Tree 4 m high, 5 cm diam, calyx green, petals white, frequent in cerrado.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"444","2021-03-01 16:21:45-03","UNICAMP","UEC","14157","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Davis, PH","60266","1976","07","13","Brazil","Distrito Federal","Brasília","Above Fercal (N.E. of Brasilia).","-47.9296989440918","-15.7797002792358",NA,NA,"1200","1200","UEC060219","UEC060219","2015","05",NA,NA,NA,NA,"Small trees.; Limestone escarpment, at edge of semi-deciduous (dry) forest.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"445","2019-08-20 10:03:09-03","UNICAMP","UEC","53397","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Azevedo, MLM; Alvarenga, D; Aparecida da Silva, M","893","1990","08","29","Brazil","Distrito Federal","Brasília","Área da UnB, Faixa 20. Ponto SN-29/08.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109578","UEC109578","2015","05",NA,NA,NA,NA,"flor, Árvore ca. 2,50 m de altura, com botão floral amarelo, flores de cor branca, folhas pilosas, contém látex. Cerrado.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"446","2019-08-20 10:03:09-03","UNICAMP","UEC","28953","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","5503","1980","09","25","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109552","UEC109552","2015","05",NA,NA,NA,NA,"flor, Árvore ca. 6 m de altura, flores amarelas, folhas pilosas, casca parecida com cortiça, latescente. Pequena mata ciliar, terreno rochoso.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"447","2019-08-20 10:03:09-03","UNICAMP","UEC","32503","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE","5548","1980","10","02","Brazil","Distrito Federal","Brasília","Bacia do rio São Bartolomeu . Pequena ba","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109631","UEC109631","2015","05",NA,NA,NA,NA,"flor, Arvoreta, folhas pelosas, acinzentadas, latescente,.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"448","2019-08-20 10:03:09-03","UNICAMP","UEC","117697","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Gomes, SM","98","1996","10","02","Brazil","Distrito Federal","Brasília","Brazlândia Rio do Sal","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109582","UEC109582","2015","05",NA,NA,NA,NA,"flor, Árvore cerca de 3 m. Planta na beira da mata. Flor branca. Latossolo amarelo e gleisado , relevo quase plano. Cerrado destruído até a beira da mata, onde estava",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"449","2019-08-20 10:03:09-03","UNICAMP","UEC","28330","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Ratter, JA; Ribeiro, JF; Fonseca, SG; Fonsêca Filho, J; Silva, JCS","s.n.","1976","09","16","Brazil","Distrito Federal","Brasília","Close to the campus of the University of","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109543","UEC109543","2015","05",NA,NA,NA,NA,"flor, Tree, 2 m tall, 4 cm . in diam. at breast height. All organs exceding copious white latex when cut. Corollas cream.",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"450","2021-03-01 16:21:45-03","UNICAMP","UEC","150112","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Calago, K; Carvalho, AM","276","1999","08","31","Brazil","Distrito Federal","Brasília","Parque do Guará, parque do guará","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109564","UEC109564","2015","05",NA,NA,NA,NA,"Obs: especie arbórea, com cerca de 3,20 m de altura. Flores de aroma adocicado. Apresenta resina dos remos.&nf;flor branca&nf;habito arvore; ambiente: campo sujo de cerrado. local antropizado&nf;relevo plano&nf;subs: argiloso-arenoso",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"451","2019-08-20 10:03:09-03","UNICAMP","UEC","62952","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Valle, MP","s.n.","1981","10","12","Brazil","Distrito Federal","Brasília","SE do alojamento estudantil da UnB, Cerrado maltratado, recém queimado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC109577","UEC109577","2015","05",NA,NA,NA,NA,"árvore de 3,5 m, tronco ereto e sulcado, latescente, folhas aveludadas",NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"452","2019-08-20 10:03:09-03","UNICAMP","UEC","143978","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Fonseca, ML; Mendonça, RC; Oliveira, FCA; Pequeno, SA; Araújo, GP","5868","2005","08","31","Brazil","Goiás","Cavalcante","Serra Branca, Pouso alto, próximo à área de antigo garimpo. Solo: substrato litólico com afloramento de quartzo. Relevo levemente inclinado. Cerrado seco sobre pequeno morro.","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,"UEC109573","UEC109573","2015","05",NA,NA,NA,NA,"Árvore ca. 7,0 m de altura e 0,17 m DAP. Folhas velhas amareladas, frutos deiscentes, secos, amarelados com sementes já caídas. Ocasional.",NA,"Magnoliopsida",NA,"92497","auto",NA,NA,NA,NA,NA,NA
"453","2021-03-01 16:21:45-03","UNICAMP","UEC","150107","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Cavalcanti, TB; Cordovil, SP; Silva, MC; Rezende, JM;","1997","1996","06","13","Brazil","Goiás","Corumbaíba","Margem esquerda do Rio Corumbá, Proximo a foz do srrego gameleira; na sua margem direita. Bacia de inundação","-48.5614013671875","-18.1424999237061",NA,NA,NA,NA,"UEC109563","UEC109563","2015","05",NA,NA,NA,NA,"habito:arvore de 4 m altura&nf;flor marrom; subs: arenoso&nf;ambiente antropizado.&nf;relevo: ondulado",NA,"Magnoliopsida",NA,"40186","auto",NA,NA,NA,NA,NA,NA
"454","2019-08-20 10:03:09-03","UNICAMP","UEC","70233","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Mendonça, RC; Ferreira, CCS","2174","1994","10","24","Brazil","Goiás","Goianésia","Chapada dos Veadeiros, estrada de chão e","-49.1175003051758","-15.3175001144409",NA,NA,NA,NA,"UEC109575","UEC109575","2015","05",NA,NA,NA,NA,"flor, Árvore caída com 4,5 m de altura e 20 cm de diâmetro, botões florais de cor verde, presença de galhas. Árvore 31.",NA,"Magnoliopsida",NA,"40177","auto",NA,NA,NA,NA,NA,NA
"455","2019-08-20 10:03:09-03","UNICAMP","UEC","70236","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Alvarenga, D","863","1994","10","24","Brazil","Goiás","Goianésia","Parcela 1","-49.1175003051758","-15.3175001144409",NA,NA,NA,NA,"UEC109643","UEC109643","2015","05",NA,NA,NA,NA,"flor, Árvore ca. 5 m de altura. 45 cm de diâmetro. Flores de cor amarelas. Campo cerrado.",NA,"Magnoliopsida",NA,"40177","auto",NA,NA,NA,NA,NA,NA
"456","2019-08-20 10:03:09-03","UNICAMP","UEC","22177","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Heringer, EP","14018","1974","09","30","Brazil","Goiás","Jaraguá","Serra","-49.334400177002","-15.7568998336792",NA,NA,NA,NA,"UEC109572","UEC109572","2015","05",NA,NA,NA,NA,"flor, Árvore com 5 m, casca espessa, inflorescência nas pontas dos ramos, flores pequenas, em inflorescência laxas, solo pedregoso coletado onde há um século e meio St. Hil. coletou",NA,"Magnoliopsida",NA,"39368","auto",NA,NA,NA,NA,NA,NA
"457","2019-08-20 10:03:09-03","UNICAMP","UEC","131411","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Fonseca, ML; Cardoso, E; Mendonça, RC; Oliveira, FCA","4107",NA,NA,NA,"Brazil","Goiás","Simolândia","Estrada para o poado Três Rios","-46.4832992553711","-14.4736003875732",NA,NA,NA,NA,"UEC109600","UEC109600","2015","05",NA,NA,NA,NA,"fruto, Solo arenoso. Plano. Cerrado. Arvotera ca. 3,5m altura. Latescente. Folhas discolores. Cartáceas. Frutos imaturos verde-amarronzados. Casca suberosa. Ocasional.",NA,"Magnoliopsida",NA,"27234","auto",NA,NA,NA,NA,NA,NA
"458","2019-08-20 10:03:09-03","UNICAMP","UEC","51533","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Monteiro, JRB; Leitão Filho, HF; Ferreira, LAD; Amorim Neto, L","59","1984","05","27","Brazil","Mato Grosso","Chapada dos Guimarães","Fazenda Vinte de Dezembro","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"UEC109571","UEC109571","2015","05",NA,NA,NA,NA,"flor e fruto, Árvore de 12 m de altura. Caule liso esbranquiçado latescente. Folha simples, congestas no ápice dos ramos, glabra. Folhas distribuídas em inflorescência mais ou menos escorpioide. Frutos presentes. Nome vulgar: guatambu.",NA,"Magnoliopsida",NA,"107042","auto",NA,NA,NA,NA,NA,NA
"459","2019-08-20 10:03:09-03","UNICAMP","UEC","34564","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Oliveira Filho, AT","97","2003","05","08","Brazil","Mato Grosso","Chapada dos Guimarães","Salgadeira.","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"UEC109551","UEC109551","2015","05",NA,NA,NA,NA,"fruto, Árvore de ca. De 4 m de altura, com flores e rebroto, frutos e algumas folhas velhas. Cerrado típico.",NA,"Magnoliopsida",NA,"107042","auto",NA,NA,NA,NA,NA,NA
"460","2019-08-20 10:03:09-03","UNICAMP","UEC","85260","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Cesar, O","320","1984","10","24","Brazil","Mato Grosso do Sul","Selvíria","Cerrado do Croa, Próximo a Ilha Solteira","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"UEC098947","UEC098947","2015","05",NA,NA,NA,NA,"flor, Árvore até 8m. DAP 15cm. Flores brancas.",NA,"Magnoliopsida",NA,"74358","auto",NA,NA,NA,NA,NA,NA
"461","2019-08-20 10:03:09-03","UNICAMP","UEC","37278","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Tamashiro, JY; Silva, JE","17874","1985","09","18","Brazil","Mato Grosso do Sul","Selvíria","Fazenda Santa Maria.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"UEC109599","UEC109599","2015","05",NA,NA,NA,NA,"fruto, Árvore de até 10 m, frutos imaturos.",NA,"Magnoliopsida",NA,"74358","auto",NA,NA,NA,NA,NA,NA
"462","2019-08-20 10:03:09-03","UNICAMP","UEC","37240","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Tamashiro, JY; Silva, JE","17876","1985","09","18","Brazil","Mato Grosso do Sul","Selvíria","Fazenda Santa Maria.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"UEC109627","UEC109627","2015","05",NA,NA,NA,NA,"flor, Árvore de até 10 m, flores esverdeadas.",NA,"Magnoliopsida",NA,"74358","auto",NA,NA,NA,NA,NA,NA
"463","2019-08-20 10:03:09-03","UNICAMP","UEC","11944","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Leitão Filho, HF; Martins, FR","5983","1977","09","18","Brazil","Minas Gerais","Alpinópolis","Campo rupestre próxima à barragem de Furnas","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,"UEC109588","UEC109588","2015","05",NA,NA,NA,NA,"flor, Arvoreta de até 2 m; flores creme.",NA,"Magnoliopsida",NA,"22010","auto",NA,NA,NA,NA,NA,NA
"464","2019-08-20 10:03:09-03","UNICAMP","UEC","40137","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Weyland Vieira, MC","1156","1987","05","12","Brazil","Minas Gerais","Alpinópolis","Fazenda Ponta da Serra.","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,"UEC111668","UEC111668","2015","05",NA,NA,NA,NA,"fruto, Cerrado remanescente. Arvoreta. Frutos marrons, amarelos. Leitosa. Muito pilosa.",NA,"Magnoliopsida",NA,"22010","auto",NA,NA,NA,NA,NA,NA
"465","2021-03-01 16:21:45-03","UNICAMP","UEC","131832","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Ferreira, FM","308","2002","10","05","Brazil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"UEC018636","UEC018636","2015","05",NA,NA,NA,NA,"Arbusto ca. 2m em campo rupestre, solo pedregoso. flores passadas.",NA,"Magnoliopsida",NA,"29865","auto",NA,NA,NA,NA,NA,NA
"466","2019-08-20 10:03:09-03","UNICAMP","UEC","97553","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Romero, R; Semir, J; Dutilh, JHA; Goldenberg, R","5220","1998","02","15","Brazil","Minas Gerais","Cambuquira","Estrada Cambuquira - Lambari, serra a di","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,"UEC109641","UEC109641","2015","05",NA,NA,NA,NA,"fruto, Afloramentos rochosos, beira da estrada. Arbusto ca. 2 m.",NA,"Magnoliopsida",NA,"15166","auto",NA,NA,NA,NA,NA,NA
"467","2021-03-01 16:21:45-03","UNICAMP","UEC","201536","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Castello, ACD","Echternacht, LA; Dornas, T","834","2005","01","23","Brazil","Minas Gerais","Carmópolis de Minas","Minas Gerais, Carmópolis de Minas:Estação Ecológica da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"UEC164438","UEC164438","2017","10",NA,NA,NA,NA,"Arbóreo (aprox.5m de altura).Frutos bege.Tronco lenhoso estriado.; Floresta Estacional Semidecidual Secundária.",NA,"Magnoliopsida",NA,"18828","auto",NA,NA,NA,NA,NA,NA
"468","2019-08-20 10:03:09-03","UNICAMP","UEC","101781","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Kinoshita, LS; Crespo, S; Feres, FR","432","1998","10","07","Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109542","UEC109542","2015","05",NA,NA,NA,NA,"Árvore ca 3m, flor creme, campo sujo",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"469","2019-08-20 10:03:09-03","UNICAMP","UEC","110641","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Simões, AO; Belinello, R; Koehler, S; Singer, RB","1005","1999","11","07","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Zilda, Afloramento","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109546","UEC109546","2015","05",NA,NA,NA,NA,"Arvoreta, 2m, flores já passadas, do mês anterior",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"470","2019-08-20 10:03:09-03","UNICAMP","UEC","102785","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Kinoshita, LS; Pansarin, ER; Santos, SL","98-254","1998","10","06","Brazil","Minas Gerais","Carrancas","Fazendo Grão Mogol","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109554","UEC109554","2015","05",NA,NA,NA,NA,"Flores esverdiadas",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"471","2019-08-20 10:03:09-03","UNICAMP","UEC","110633","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Simões, AO; Matsumoto, K; Lopes, CA","110","1998","02","02","Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109520","UEC109520","2015","05",NA,NA,NA,NA,"Arvoreta, 1,5m, látex branco, frutos marron-claros, pubescentes, em campo sujo",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"472","2019-08-20 10:03:09-03","UNICAMP","UEC","110632","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","67","1998","01","08","Brazil","Minas Gerais","Carrancas","Serra do Moleque, Afloramento","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109549","UEC109549","2015","05",NA,NA,NA,NA,"Arvoreta, ceca de 3m, látex branco abundante",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"473","2019-08-20 10:03:09-03","UNICAMP","UEC","110634","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","115","1998","02","02","Brazil","Minas Gerais","Carrancas","Vargem Grande, Afloramento","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC109537","UEC109537","2015","05",NA,NA,NA,NA,"Arvoreta, cerca de 1m, látex branco",NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA
"474","2019-08-20 10:03:09-03","UNICAMP","UEC","150562","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Romero, R","6347","2002","04","10","Brazil","Minas Gerais","Delfinópolis","Fazenda Paraíso, Estrada para Casa Branca","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"UEC109636","UEC109636","2015","05",NA,NA,NA,NA,"arvoreta, ca. 3m, flores maduras marrom.",NA,"Magnoliopsida",NA,"41380","auto",NA,NA,NA,NA,NA,NA
"475","2019-08-20 10:03:09-03","UNICAMP","UEC","150563","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Romero, R","6345","2002","04","10","Brazil","Minas Gerais","Delfinópolis","Fazenda Paraíso, Estrada para Casa Branca, campo rupestre.","-46.8539009094238","-20.343900680542",NA,NA,"1153","1153","UEC109557","UEC109557","2015","05",NA,NA,NA,NA,"arvore, 5m, frutos imaturos creme.",NA,"Magnoliopsida",NA,"41380","auto",NA,NA,NA,NA,NA,NA
"476","2019-08-20 10:03:09-03","UNICAMP","UEC","150561","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Nakajima, JN","3887","2005","09","29","Brazil","Minas Gerais","Delfinópolis","Região da Represa de Furnas, Paraíso Perdido, Córrego Quebra Anzol, 4,5 Km da MG 050, campo rupestre","-46.8539009094238","-20.343900680542",NA,NA,"821","821","UEC109630","UEC109630","2015","05",NA,NA,NA,NA,"arvore, ca. 0,3 m, calice verde, corola creme, estames cremes.",NA,"Magnoliopsida",NA,"41380","auto",NA,NA,NA,NA,NA,NA
"477","2019-08-20 10:03:09-03","UNICAMP","UEC","150564","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Volpi, RL","232","2002","10","08","Brazil","Minas Gerais","Delfinópolis","Sete Cidades, Estrada para Casinha Branca, campo rupestre com cerrado rupestre.","-46.8539009094238","-20.343900680542",NA,NA,"1178","1178","UEC109621","UEC109621","2015","05",NA,NA,NA,NA,"arvore, 3 m, calice verde, corola creme.",NA,"Magnoliopsida",NA,"41380","auto",NA,NA,NA,NA,NA,NA
"478","2021-03-01 16:21:45-03","UNICAMP","UEC","110676","S","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","Marcondes-Ferreira, W","Vitta, FA","386","1996","12","17","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Estrada para sede do IBAMA, vale do Rio Cipó.","-43.7449989318848","-19.513599395752",NA,NA,"800","800","UEC109565","UEC109565","2015","05",NA,NA,NA,NA,"Cerrado cedíduo sobre grande afloramento quartzico, lado direito da estradinha.",NA,"Magnoliopsida",NA,"31264","auto",NA,NA,NA,NA,NA,NA
