"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"50","2020-12-21 16:38:26-03","MBM","MBM","391692","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Kassner-Filho, A.","2011","11","04","Verdi, M.; Martins, E.M.; Veiga, O.N.; Martins, E.M.; Veiga, O.N.","5496","2010","08","24","Brazil","Paraná","Morretes","Parque Estadual Pico Marumbi, Olimpo","-48.923333","-25.442222","-48.923333","-25.442222","600","600","Epífita.; Floresta Ombrófila Densa; estádio sucessional avançado.","MBM391692","MBM391692","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:38:26-03","MBM","MBM","516","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13582","1966","01","20","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita.","MBM000516","MBM000516","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA
"52","2020-12-21 16:38:26-03","MBM","MBM","158580","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","58531","1993","01","25","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita.","MBM158580","MBM158580","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA
"53","2020-12-21 16:38:26-03","MBM","MBM","1017","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13444","1966","01","04","Brazil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM001017","MBM001017","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"54","2020-12-21 16:38:26-03","MBM","MBM","395708","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Engels, M.E.","2013","10","21","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1842","2013","10","21","Brazil","Paraná","Paranaguá","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Cambará","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita. Caule, folhas e frutos verdes.; Floresta Ombrófila Densa.","MBM395708","MBM395708","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"55","2020-12-21 16:38:26-03","MBM","MBM","48956","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Handro, O.",NA,NA,NA,"Hatschbach, G.","2605","1951","09","14","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita.","MBM048956","MBM048956","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"56","2015-09-03 19:46:19-03","MNHN","RECOLNAT_MNHN_P","P00484462","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Batista",NA,NA,NA,"Glaziou, A.",NA,"1877","4","6","Brésil",NA,NA,"sommet du pic du Retiro",NA,NA,NA,NA,"1360",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484462' target='other'> <mi>dwc_moreinfo</mi></a>","P00484462","P00484462_01 P00484462_02",NA,"hb",NA,NA,NA,NA,NA,NA,"8967",NA
"57","2015-09-03 19:46:19-03","MNHN","RECOLNAT_MNHN_P","P00484463","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Batista",NA,NA,NA,"Glaziou, A.",NA,"1883","2",NA,"Brésil",NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484463' target='other'> <mi>dwc_moreinfo</mi></a>","P00484463","P00484463_01",NA,"hb",NA,NA,NA,NA,NA,NA,"14321",NA
"58","2015-09-03 19:46:19-03","MNHN","RECOLNAT_MNHN_P","P00484464","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Batista",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484464' target='other'> <mi>dwc_moreinfo</mi></a>","P00484464","P00484464_01",NA,"hb",NA,NA,NA,NA,NA,NA,"20502 a",NA
"59","2015-09-03 19:46:19-03","MNHN","RECOLNAT_MNHN_P","P00484465","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Batista",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484465' target='other'> <mi>dwc_moreinfo</mi></a>","P00484465","P00484465_01",NA,"hb",NA,NA,NA,NA,NA,NA,"C1 84",NA
"60","2020-12-11 11:44:30-03","UFMG","BHCB","119724","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,"2017","08","08","Batista, JAN; Mota, RC da; Mota, NFO; Viana, PL; Teles, AM","2044","2007","03","22","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, parte de cima da serra, após as torres de transmissão.","-42.742361","-18.010667","-42.742361","-18.010667","1562","1562","Erva epífita; Em mata nebular.","BHCB028327",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:44:30-03","UFMG","BHCB","82155","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da; Viana, PL","2020","2003","03","19","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.615167","-19.073806","-43.615167","-19.073806",NA,NA,"Planta coletada em mata de galeria; erva epífita; flores cremes.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:44:30-03","UFMG","BHCB","88187","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Viana, PL; et al.","1680","2004","04","02","Brasil","Minas Gerais","São Gonçalo do Rio Preto","P.E. do Rio Preto, Morro do Quem-Quem.","-43.335056","-18.246222","-43.335056","-18.246222","1537","1537","Epífito. Flores brancas.; em vegetação de capão de mata com afloramentos rochosos","BHCB001362","BHCB001362","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:44:30-03","UFMG","BHCB","63530","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Krieger, L","14627","1977","02","26","Brasil","Minas Gerais","Lima Duarte","P.E. do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Epífita (ao pé de tronco), ramos até mais de 1m, brácteas amarelo-clara, acastanhado, flores creme-claro.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"30417","auto",NA,NA,NA
"64","2020-12-11 11:44:30-03","UFMG","BHCB","67386","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da","1207","2001","03","06","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Planta coletada em mata de galeria; flores brancas; erva epífita; leve aroma adocicado.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA
"65","2020-12-11 11:44:30-03","UFMG","BHCB","92779","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da","2900","2005","04","18","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Planta coletada em mata de galeria; erva epífita; flores cremes.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA
"66","2021-02-11 17:20:55-03","UFPR","UPCB","90018","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cf. paranaense","Epidendrum cf. paranaense","Barb. Rodr.","Santos, T.F.","2016",NA,NA,"Santos, T.F. et al.","221","2016","11","10","Brasil","Paraná","Guaratuba","Pedra Branca do Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"ÚPCB0028156",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"67","2021-02-11 17:20:55-03","UFPR","UPCB","73277","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, W.S.","2011","02","15","Cadorin, T.J.","1339","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí, Morro do Spitzkopf.","-49.118056","-27.006944","-49.118056","-27.006944","249","249","Epífita. Florística IFFSC e8001b. Floresta ombrófila densa..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:20:55-03","UFPR","UPCB","87308","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Engels, M.E.","2013","10","02","Engels, M.E.","1565","2013","09","07","Brasil","Paraná","Guaratuba","Serra do Mar. Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","-48.943056","-25.881944","800","800","Epífita pendente. Caule, folhas e frutos verdes. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:20:55-03","UFPR","UPCB","87313","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Engels, M.E.","2013","08","28","Goldenberg, R. et al.","1663","2013","08","20","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato, Trilha para a picada da divisa, passando pela casa do puma","-48.304444","-25.16","-48.304444","-25.160000",NA,NA,"Epífita em capoeirão a 4 m de altura; frutos verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:20:55-03","UFPR","UPCB","89627","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Caglioni, E.","2013","06","01","Caglioni, E. | Signorelli, C.","280","2012","09","06","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.078061","-27.058894","-49.078061","-27.058894","320","320","Floresta Ombrófila Densa. Epífito em mata ciliar de floresta secundária, com frutos imaturos verdes..","UPCB0029649","UPCB0029649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:20:55-03","UFPR","UPCB","89642","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Caglioni, E.","2014","05","03","Caglioni, E. | Junckes, A.R.","371","2014","05","03","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.930556","-26.799722","-48.930556","-26.799722","810","810","Floresta Ombrófila Densa. Epífito em subosque de floresta, no topo do Morro do Baú; Frutos imaturos verdes...","UPCB0029519","UPCB0029519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:20:55-03","UFPR","UPCB","89672","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Caglioni, E.","2015","01","16","Caglioni, E. | Caglioni, G.","511","2015","01","16","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.931111","-26.799167","-48.931111","-26.799167","600","600","Floresta Ombrófila Densa. Epífito com flores brancas, em subosque de floresta..","UPCB0029546","UPCB0029546 UPCB0029546_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:20:55-03","UFPR","UPCB","89683","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Caglioni, E.","2014","10","25","Caglioni, E. | Junckes, A.R.","543","2014","10","25","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.930556","-26.799722","-48.930556","-26.799722","810","810","Floresta Ombrófila Densa. Epífito com fruto imaturo verde. Coletada em subosque de floresta..","UPCB0029564","UPCB0029564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:20:55-03","UFPR","UPCB","47315","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Stancik, J.F.","2003","12",NA,"Cervi, A.C.","7014","2000","03","09","Brasil","Santa Catarina","Camboriú","Pico da Gurita","-48.6543998718262","-27.0252990722656",NA,NA,NA,NA,"Epífita, flores alvas, interior da floresta..",NA,NA,NA,NA,NA,NA,NA,"19854","auto",NA,NA,NA
"75","2021-02-11 17:20:55-03","UFPR","UPCB","55521","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Stancik, J.F.","2003","01","01","Stancik, J.F.","28","2003","06","24","Brasil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita pendente a 2,5m, planta ca. 2m, fruto. Margem de rio..",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"76","2009-12-04 16:24:00-02","MO","MOBOT","2821083","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 58531","1993","1","25","Brazil","Paraná",NA,"Usina Hidrelétrica Parigot de Souza, cota 800 (mun. Antonia).",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-06-13 04:36:00-03","MO","MOBOT","2821225","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.","A. Toscano de Brito",NA,NA,NA,"T. Læssøe|T. Silva","Læssøe H 53303","1992","1","22","Brazil","Bahia",NA,"Mun. Abaíra: Mata do Cigano. Sobre rochas, no interior da mata.","-41.91666","-13.25",NA,NA,"1800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","15424",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L. Kollmann/16-10-2001",NA,NA,NA,"L. Kollmann; et al","4857","2001","10","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita na sombra. Flores verdes.","MBML015424","MBML015424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","16812",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","R. Vervloet/2002",NA,NA,NA,"R.R. Vervloet; et al","135","2002","04","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita, em raízes de árvores, frutos imaturos, planta com hábito pendular, bulbos mais velhos atingindo 2m de comprimento fruto de cor verde.","MBML016812","MBML016812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","18153",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L. Kollmann/16-01-2003",NA,NA,NA,"R.R. Vervloet; et al","1286","2002","10","24","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita a 3m, frutos imaturos verde, meia encosta, dossel 20m.","MBML018153","MBML018153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","19767",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Fraga/15-07-2003",NA,NA,NA,"R.R. Vervloet; et al","1848","2003","02","18","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita a 2m do solo, hábito pendular, frutos imaturos de cor verde, baixada, dossel 18m.","MBML019767","MBML019767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","21505",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","M. V. S. Berger/29-09-2003",NA,NA,NA,"M. V. S. Berger; et al","123","2003","09","14","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944","40W55'27","20S10'37",NA,NA,"Epífita, sombra Mata de topo lado direito, trilha dichaea. Planta com aproximadamente 2m de comrpimento, pêndula, inflorescências passadas, flor montada, álcool.","MBML021505","MBML021505_1 MBML021505_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","24965",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L. Kollmann/2005",NA,NA,NA,"L. Kollmann; et al","8290","2005","09","02","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Epífita na meia sombra. Inflorescência seca.","MBML024965","MBML024965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","25865",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L. Kollmann/24-03-2006",NA,NA,NA,"L. Kollmann; et al","8810","2006","03","24","Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944","40W34'23","19S50'13",NA,NA,"Epífita. Frutos verdes.","MBML025865","MBML025865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","5607",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","H. Q. B. Fernandes/Abril.1989",NA,NA,NA,"H. Q. Boudet Fernandes; et al","2745","1989","04","19","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima","-42.516667","-22.433333","42W31'","22S26'",NA,NA,"Epífita sobre arvoreta a baixa altura. Frutos vermelhos. Pêndula. Vegetação florestal baixa. Cerca de 1425m de altitude.","MBML005607","MBML005607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","12923",NA,"Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L. Kollmann/01-11-2001",NA,NA,NA,"V. Demuner; et al","1147","2000","06","14","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Propriedade do Leomir","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita, frutos de cor verde, sobre árvore caída. Interior de mata, sombreado.","MBML012923","MBML012923",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2691397","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.",NA,NA,NA,NA,"G. Hatschbach","13582","1966","1","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"450","450",NA,NA,NA,"South America",NA,NA,NA,"Orchidales",NA,NA,"Monocotyledonae",NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2509143","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.",NA,NA,NA,NA,"G. Hatschbach","13444","1966","1","4","Brazil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Orchidales","30514","auto","Monocotyledonae",NA,"1"
"89","2014-04-04 18:28:04-03","PNFM","IRAI","2846","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Engels, M.E.","2013","04",NA,"Schip, L.J.B.","037","2010","10","12","Brasil","Paraná","Morretes","Trilha para o Abrolhos, Parque Estadual do Marumbi","-48.91475","-25.446417","-48.91475","-25.446417",NA,NA,"Herbácea, 40 cm, rupestre. Floresta Ombrófila Densa","IRAI00002846",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA
"90","2021-03-25 13:53:02-03","UNIVILLE","JOI","14160","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","A. Kassner-Filho","2011","11","04","Verdi, M.","5496","2010","08","24","Brasil","Paraná","Morretes","Olimpo / Parque Estadual Pico Marumbi.","-48.923333","-25.442222","48º55'24''W","25º26'32''S","600","600","Herbário Dr. Roberto Miguel Klein - 30716; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI014160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-25 13:53:02-03","UNIVILLE","JOI","8871","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","W.S. Mancinelli","2009","08","03","F.C.S. Vieira","1193","2005","07","31","Brasil","Santa Catarina","Garuva","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"20","20","; HABITAT: mata ciliar; HABITO: epífita, corticícola; TIPO VEGETACIONAL: FODTB","JOI008871",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA
"92","2021-03-25 13:53:02-03","UNIVILLE","JOI","9102","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","W.S. Mancinelli","2008","01","16","Mancinelli, W.S.","823","2008","01","16","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"200","200","; HABITO: Epífita; TIPO VEGETACIONAL: FODSM","JOI009102",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA
"93","2021-03-25 13:53:02-03","UNIVILLE","JOI","8877","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","W.S. Mancinelli","2009","08","03","Hering-Rinnert, C.",NA,"2003","11","14","Brasil","Santa Catarina","São Francisco do Sul","CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"; HABITO: Epífita","JOI008877",NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA
"94","2019-10-07 09:19:59-03","UEFS","HUEFS","35234","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","A.T.de Brito","1999","05",NA,"Laessoe, T.","H53303","1992","03","22","Brasil","Bahia","Abaíra","Abaíra: Mata do Cigano.","-41.916667","-13.25","41W55'","13S15'","1850","1850","Sobre rochas no interior, na mata.","HUEFS0035234","HUEFS0035234",NA,NA,NA,"Angiospermae","Asparagales",NA,NA,"Lilianae",NA,NA
"95","2019-10-07 09:19:59-03","UEFS","HUEFS","14368","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","L.P.de Queiroz",NA,NA,NA,"Hatschbach, G.","58531","1993","01","25","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"700","700",NA,"HUEFS0014368","HUEFS0014368",NA,NA,NA,"Angiospermae","Asparagales","38300","auto","Lilianae",NA,NA
"96","2019-01-25 15:43:45-02","IAC","IAC","46894","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","E.M. Pessoa","2013","08","23","R.B. Torres; L.C. Bernacci; J.A.M.A. Gomes; E. Ramos & O.A. Santos","1681","2006","02","22","Brasil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.084632","-23.366386","-45.084632","-23.366386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-01-25 15:43:45-02","IAC","IAC","48037","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","E.M. Pessoa","2013","08","23","C.F. Nardin; J.A.M.A. Gomes & L.C. Bernacci","53","2007","02","07","Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, perto da Parcela G, na beira do rio (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.08","-23.373","-45.080","-23.373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-07-23 12:17:15-03","CEPLAC","CEPEC","109637","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense",NA,"R. de O. Perdiz",NA,NA,NA,"W. W. Thomas","13566","2007","08","09","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.202778","-14.770278","39W12'10","14S46'13","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-07-23 12:17:15-03","CEPLAC","CEPEC","110196","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","5153","2005","07","09","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre.","-39.565278","-15.391667","39W33'55","15S23'30","835","835","UNICATA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
