"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","564159","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","1993","03","12","Brazil","Paraná","Curitiba","Alto Boqueirao","-49.2731","-25.4281",NA,NA,NA,NA,"NY00564159","NY00564159_01 NY00564159_02","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88009' target='other'> <mi>dwc_moreinfo</mi></a>","1237","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","584320","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","S. F. Smith",NA,NA,NA,"R. A. Wasum","2000","12","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","L. Sao Paulo","-50.5833","-29.4483",NA,NA,"830","830","NY00584320","NY00584320_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88001' target='other'> <mi>dwc_moreinfo</mi></a>","822","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","564145","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"R. Reitz","1943","11","20","Brazil","Santa Catarina",NA,"Turvo - Araranguá",NA,NA,NA,NA,NA,NA,"NY00564145","NY00564145_01","Herba'rio Barbosa Rodrigues <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88013' target='other'> <mi>dwc_moreinfo</mi></a>","C163","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","564150","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"J. C. Lindeman","1966","03","06","Brazil","Paraná","Curitiba","Barigui","-49.2731","-25.4281",NA,NA,NA,NA,"NY00564150","NY00564150_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88014' target='other'> <mi>dwc_moreinfo</mi></a>","533","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","564158","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"R. Reitz","1965","12","15","Brazil","Paraná","Guarapuava","Rio Cavernoso, Guarapuava","-51.4581","-25.3956",NA,NA,"1000","1000","NY00564158","NY00564158_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88005' target='other'> <mi>dwc_moreinfo</mi></a>","17750","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","564143","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1912","02","26","Brazil","Paraná",NA,"Rio Branco",NA,NA,NA,NA,NA,NA,"NY00564143","NY00564143_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=87995' target='other'> <mi>dwc_moreinfo</mi></a>","13828","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","564146","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","N. S. Troncoso",NA,NA,NA,"R. Reitz","1946","12","05","Brazil","Santa Catarina",NA,"Vargem Grande - Orleans",NA,NA,NA,NA,"200","200","NY00564146","NY00564146_01","Herba'rio Barbosa Rodrigues <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88010' target='other'> <mi>dwc_moreinfo</mi></a>","C1709","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","564157","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"L. B. Smith","1964","11","13","Brazil","Santa Catarina","Itapiranga","Canela Gaucha and vicinity, 8 km northwest of Sao Miguel d'Oeste","-53.57","-26.67",NA,NA,"70","750","NY00564157","NY00564157_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88006' target='other'> <mi>dwc_moreinfo</mi></a>","13219","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","564155","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","S. F. Smith",NA,NA,NA,"A. Sehnem","1950","10","12","Brazil","Rio Grande do Sul",NA,"Boa Vista, Santa Cruz",NA,NA,NA,NA,"200","200","NY00564155","NY00564155_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88011' target='other'> <mi>dwc_moreinfo</mi></a>","5071","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","564147","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","L. Acra",NA,NA,NA,"A. Bidá","1984","11","15","Brazil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242","-25.2919",NA,NA,NA,NA,"NY00564147","NY00564147_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=87996' target='other'> <mi>dwc_moreinfo</mi></a>","547","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","564156","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"L. B. Smith","1957","02","28","Brazil","Santa Catarina","Capinzal","7 km southeast of Capinzal","-51.6117","-27.3436",NA,NA,"500","600","NY00564156","NY00564156_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88004' target='other'> <mi>dwc_moreinfo</mi></a>","11932","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","564152","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1981","11","04","Brazil","Paraná","Tijucas do Sul","Rio de Una","-49.1989","-25.9283",NA,NA,NA,NA,"NY00564152","NY00564152_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88007' target='other'> <mi>dwc_moreinfo</mi></a>","44326","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","564161","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","S. F. Smith",NA,NA,NA,"M. Rossato","1988","11","16","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata - Horto Florestal","-51.61","-28.7842",NA,NA,"750","750","NY00564161","NY00564161_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=87998' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","564144","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.",NA,NA,NA,NA,"A. F. M. Glaziou","1890","11","17","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"NY00564144","NY00564144_01","Reçu de 10 November 1892 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88015' target='other'> <mi>dwc_moreinfo</mi></a>","18393","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","564149","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","S. F. Smith",NA,NA,NA,"A. Kegler","1999","01","25","Brazil","Rio Grande do Sul","Flores da Cunha","Nova Brasília","-51.1817","-29.0292",NA,NA,"750","750","NY00564149","NY00564149_01 NY00564149_02","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=87999' target='other'> <mi>dwc_moreinfo</mi></a>","134","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","137285","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00137285","NY00137285_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88016' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","Magnoliophyta","Lamiales","South America","sheet","lectotype",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","564162","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"G. G. Hatschbach","1949","11","18","Brazil","Paraná","Curitiba","S. Lourenço","-49.2731","-25.4281",NA,NA,NA,NA,"NY00564162","NY00564162_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88002' target='other'> <mi>dwc_moreinfo</mi></a>","1591","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","564154","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"P. I. Oliveira","1979","11","12","Brazil","Paraná","Sao José dos Pinhais","Barro Preto","-49.2064","-25.5347",NA,NA,NA,NA,"NY00564154","NY00564154_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88003' target='other'> <mi>dwc_moreinfo</mi></a>","156","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","564153","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","H. N. Moldenke",NA,NA,NA,"G. G. Hatschbach","1970","11","23","Brazil","Paraná","Curitiba","Rio Atuba","-49.205854","-25.379421",NA,NA,NA,NA,"NY00564153","NY00564153_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88012' target='other'> <mi>dwc_moreinfo</mi></a>","25611","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","564163","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum macrocalyx","Moldenke","H. N. Moldenke",NA,NA,NA,"B. Rambo","1948","01","27","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Cambara","-50.143208","-29.047894",NA,NA,NA,NA,"NY00564163","NY00564163_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169859' target='other'> <mi>dwc_moreinfo</mi></a>","36422","Magnoliophyta","Lamiales","South America","sheet",NA,"macrocalyx",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","137286","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum macrocalyx","Moldenke","H. N. Moldenke",NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00137286","NY00137286_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169858' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Lamiales","South America","sheet","isolectotype","macrocalyx",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","564163","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum macrocalyx","Moldenke","H. N. Moldenke",NA,NA,NA,"B. Rambo","1948","01","27","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Cambara","-50.143208","-29.047894",NA,NA,NA,NA,"NY00564163","NY00564163_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169859' target='other'> <mi>dwc_moreinfo</mi></a>","36422","Magnoliophyta","Lamiales","South America","sheet",NA,"macrocalyx",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","137286","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum macrocalyx","Moldenke","H. N. Moldenke",NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00137286","NY00137286_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169858' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Lamiales","South America","sheet","isolectotype","macrocalyx",NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 11:10:25-03","UNESP-IBB","BOTU","26028","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Sobral, M.","2009","03",NA,"Verdi, M.","2009","01","23","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.15","-27.758333","51°9'w","27°45,5's",NA,NA,"BOTU026028",NA,"Fl. Estacional Decidual; arbórea, frutos maduros laranja.","1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:21:05-03","UFRJ","RFA","9341","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","N. Troncoso","1969",NA,NA,"G.G. Hatschbach; O. Guimarães","1968","12","06","Brasil","Paraná","Guarapuava","Rio Cavernoso","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"RFA50666",NA,"Arvoreta de flor alva","20518",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"36","2020-11-13 09:21:05-03","UFRJ","RFA","12020","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","N. Troncoso","1971",NA,NA,"G.G. Hatschbach","1970","12","08","Brasil","Paraná","Guaraqueçaba","Rio Bananal","-48.3288993835449","-25.3066997528076",NA,NA,"20","20","RFA50665",NA,"Arvoreta 6 m, flor alvacenta","25760",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"37","2020-01-20 14:40:53-03","UPM","MACK","3359","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.",NA,NA,NA,NA,"C. Corsini","2019","03","18","Brasil","SP","São Paulo","UPM - Campus Higienópolis","-23.547347","-46.651641","-23,547347","-46,651641",NA,NA,"HMACK00003359-C.Corsini2-18/3/2019,UPM-CampusHigienópolis,SãoPaulo,SP,Brasil-46,651641-23,547347",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-27 20:28:30-03","PUCPR","HUCP","17296","S","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Selusniaki, M",NA,NA,NA,"Beltrami, L","2005","12","04","Brasil","Paraná","Curitiba","Bosque Papa João Paulo 2°","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00019329","HUCP00019329",NA,"048","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"39","2019-12-04 15:25:56-03","PUCPR","HUCP","10467","S","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Silva, SM; Kozera, C",NA,NA,NA,"Kozera, C","1996","11","08","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00019439","HUCP00019439",NA,"346","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"40","2019-12-04 15:25:56-03","PUCPR","HUCP","13776","S","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Hatschbach, GG",NA,NA,NA,"Ribas, OS; Cordeiro, J","1994","11","17","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00019211","HUCP00019211",NA,"726","Eudicotiledonea",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"41","2019-12-04 15:25:56-03","PUCPR","HUCP","25178","S","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Vieira, AOS","2004",NA,NA,"Silva, FC; Soares-Silva, LH; Ellen Rolston","1996","10","30","Brasil","Paraná","Califórnia","Arredores de Califórnia","-51.3549995422363","-23.6499996185303",NA,NA,NA,NA,"HUCP00025178","HUCP00025178","Árvore 6m de alt.; botões florais verdes; flores brancas; odoríferas.","2038","Eudicotiledonea",NA,NA,NA,NA,NA,"11662","auto",NA,NA,NA,NA,NA
"42","2020-02-27 20:28:30-03","PUCPR","HUCP","18914","S","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.","Selusniaki, M",NA,NA,NA,"Carneiro, B","1987","11","10","Brasil","Paraná","Curitiba","Campina Do Siqueira","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00019277","HUCP00019277",NA,"005","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"43","2019-10-09 11:25:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Charm.","Hatschbach, G","2005",NA,NA,"Silva, JM; Goldenberg, R","2005","10","17","Brasil","São Paulo","Apiaí","Estrada Apiaí-Itaóca","-48.8400001525879","-24.5",NA,NA,NA,NA,NA,NA,"6m. Flor alva.; atlântica.","4420","Dicotyledon",NA,"Southern America",NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA
"44","2019-10-09 11:25:30-03","UFBA","ALCB","040480","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Charm.","Hatschbach, G","1998",NA,NA,"Ribas, OS; Cordeiro, J; Barbosa, E","1998","01","17","Brasil","Paraná","Ponta Grossa","Mato Queimado.","-50.15","-25.083333","-50.15","-25.083333",NA,NA,NA,NA,"8m, fruto em fase de maturação.; Orla da Mata.","2316","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:34:19-03","NBC","NL-BOTANY","L.2763563","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.",NA,NA,NA,NA,"Hatschbach GG","1967","10","27","Brazil",NA,NA,"Curiola (Mun. Rio Branco de Sul) Paraná.",NA,NA,NA,NA,NA,NA,"NL-L2763563","NL-L2763563","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2763563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:34:19-03","NBC","NL-BOTANY","L.2763564","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","solanaceum","Citharexylum solanaceum","Cham.",NA,NA,NA,NA,"Smith LB; Klein RM","1957","02","28","Brazil",NA,NA,"Santa Catarina, Mun. Capinzal: mato branco, 7 km southeast of Capinzal.",NA,NA,NA,NA,NA,NA,"NL-L2763564","NL-L2763564","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2763564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
