"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","infraspecificEpithet"
"15","2021-03-15 16:37:00-03","NY","NYBG","01421516","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","R. Goldenberg","J. R. Pirani","2007","01","22","Brazil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata, km 190.","-43.6942","-18.2619",NA,NA,"1280",NA,"NY01421516","NY01421516_01",NA,NA,NA,"5665","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687858' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00917031","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1966","03","18","Brazil","Distrito Federal","Brasília","Côrrego Alogado, Parque Municipal do Gama, ca. 20 km S.W. of Brasília","-48.05","-16.03",NA,NA,"1000","1000","NY00917031","NY00917031_01",NA,NA,NA,"14063","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989803' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","521496","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. Reitz","1957","06","16","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3556","-27.3919",NA,NA,"700","700","NY00521496","NY00521496_01",NA,NA,NA,"4372","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517914' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","521490","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","F. C. Hoehne","F. C. Hoehne","1932","04","25","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00521490","NY00521490_01",NA,NA,NA,"26829545","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517924' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","521486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. Y. V. Norlind","P. K. H. Dusén","1909","05","13","Brazil","Paraná","Paranaguá","Alexandra","-48.631716","-25.548936",NA,NA,NA,NA,"NY00521486","NY00521486_01",NA,NA,NA,"8119","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517908' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00917020","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1969","01","21","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 20 km S.W. of Diamantina","-43.6836","-18.358",NA,NA,"1300","1300","NY00917020","NY00917020_01",NA,NA,NA,"22396","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989780' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00917028","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","R. Goldenberg","T. B. Cavalcanti","1989","02","15","Brazil","Minas Gerais","Datas","Rodovia BR-367; entroncamento Datas - Diamantina; km 1.5.","-43.68","-18.37",NA,NA,"1380","1380","NY00917028","NY00917028_01",NA,NA,NA,"191","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989798' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00917029","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1964","08","31","Brazil","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719",NA,NA,"700","1000","NY00917029","NY00917029_01",NA,NA,NA,"5828","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989801' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00917025","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. M. Harley","1968","09","26","Brazil","Mato Grosso",NA,"B. C. 2, c. 5 km N.W. of Base Camp.","-51.77","-12.82",NA,NA,NA,NA,"NY00917025","NY00917025_01",NA,NA,NA,"10261","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989789' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","521492","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. M. Harley","1980","05","26","Brazil","Bahia","Palmeiras","Serra dos Lençois. Lower slopes of Morro do Pai Inácio, ca. 14.5 km NW of Lençois just N of the main Seabra-Itaberaba road. E6","-41.47","-12.45",NA,NA,"700","1000","NY00521492","NY00521492_01",NA,NA,NA,"22631","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517920' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. M. Klein","1955","05","06","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"300","300","NY00521504","NY00521504_01",NA,NA,NA,"1359","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517913' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00917023","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1969","01","27","Brazil","Minas Gerais",NA,"Ca. 12 km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","-43.55","-18.18",NA,NA,"1300","1300","NY00917023","NY00917023_01",NA,NA,NA,"22737","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989784' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","685423","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","R. Goldenberg","R. Goldenberg","2005","10","17","Brazil","Paraná","Bocaiúva do Sul","Margem do Rio Capivari","-49.115","-25.2061",NA,NA,NA,NA,"NY00685423","NY00685423_01",NA,NA,NA,"715","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894831' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521503","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. Reitz","1960","04","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.134583","-27.026611",NA,NA,"750","750","NY00521503","NY00521503_01",NA,NA,NA,"9624","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517912' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00917021","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1969","01","21","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 20 km S.W. of Diamantina","-43.6836","-18.358",NA,NA,"1300","1300","NY00917021","NY00917021_01",NA,NA,NA,"22400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989781' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01318276","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","M. K. Caddah","M. K. Caddah","2009","03","25","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, casa dos visitantes, mata ciliar","-46.3656","-20.2456",NA,NA,NA,NA,"NY01318276","NY01318276_01",NA,NA,NA,"392","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305509' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00917041","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","E. P. Heringer","1978","06","06","Brazil","Distrito Federal","Brasília","Perto do Rio Monjolo, dentro da Chácara.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00917041","NY00917041_01",NA,NA,NA,"528","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989893' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1738439","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","M. K. Caddah","M. K. Caddah","2011","02","04","Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi. Floresta secundária, próximo à canga.","-43.51192","-20.44297",NA,NA,"1350",NA,"NY01738439","NY01738439_01",NA,NA,NA,"827","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568275' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00917037","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne",NA,"S. Heuschen","1869","05","05","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY00917037","NY00917037_01",NA,NA,NA,"I146b","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989809' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","521501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","G. G. Hatschbach","1969","04","11","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,"20","50","NY00521501","NY00521501_01",NA,NA,NA,"21321","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517916' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","521502","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","S. M. Silva","S. M. Silva","1988","04","30","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro da Baleia","-48.35","-25.45",NA,NA,NA,NA,"NY00521502","NY00521502_01",NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517923' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00917038","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","R. Romero","R. Romero","1997","02","21","Brazil","Minas Gerais","São Roque de Minas","Trilha da mata da parte de baixo da cachoeira Casca D'Anta, Parque Nacional da Serra da Canastra.","-46.525806","-20.307365",NA,NA,NA,NA,"NY00917038","NY00917038_01",NA,NA,NA,"3927","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989887' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","521488","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","A. M. V. de Carvalho","1992","02","18","Brazil","Bahia","Caetité","Ca. 20 km SW de Caetité na estrada para Brejinho das Ametistas","-42.47","-14.06",NA,NA,NA,NA,"NY00521488","NY00521488_01",NA,NA,NA,"3753","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517918' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","521491","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","R. M. Harley","1980","04","12","Brazil","Bahia","Caetité","Serra Geral de Caitié. 8.5 km N of Brejinhos das Amestistas, on the Caitité road. G5","-42.48","-14.13",NA,NA,"900","900","NY00521491","NY00521491_01",NA,NA,NA,"21271","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517919' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","521500","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","G. G. Hatschbach","G. G. Hatschbach","1968","05","28","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092","-25.5203",NA,NA,"50","50","NY00521500","NY00521500_01",NA,NA,NA,"19261","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517927' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","521487","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. Y. V. Norlind","P. K. H. Dusén","1909","05","08","Brazil","Paraná","Paranaguá","Alexandra","-48.631716","-25.548936",NA,NA,NA,NA,"NY00521487","NY00521487_01",NA,NA,NA,"8085","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517909' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3909697","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne",NA,"F. Almeda","2005","09","25","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral. 24 km from Joaquim Felício at Armazém de Laje.","-44.29927444","-17.70466614",NA,NA,"1190","1190","NY03909697","NY03909697_01",NA,NA,NA,"9168","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451431' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","03315112","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne",NA,"R. R. Voltz","2017","05","05","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2925","-25.1589",NA,NA,"320","320","NY03315112",NA,NA,NA,NA,"1254","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3620687' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","521489","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","F. C. Hoehne","F. C. Hoehne","1932","04","25","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00521489","NY00521489_01",NA,NA,NA,"29545","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517925' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00917033","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. J. Wurdack","H. S. Irwin","1966","07","10","Brazil","Distrito Federal","Brasília","Near Sobradinho, ca. 25 km. E. of Brasília.","-47.8","-15.65",NA,NA,NA,NA,"NY00917033","NY00917033_01",NA,NA,NA,"18147","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989805' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","521498","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","Hoehne","J. Y. V. Norlind","P. K. H. Dusén","1910","04","16","Brazil","São Paulo","Itararé","Itararé","-49.34","-24.1103",NA,NA,NA,NA,"NY00521498","NY00521498_01",NA,NA,NA,"9678","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517910' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
