"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet"
"48","2020-09-12 05:00:02-03","US","US","2580339","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D. Legrand",NA,NA,NA,NA,"R. Reitz","5474","1953","2","4","Brazil","Santa Catarina",NA,"Serra de Boa Vista, San Jose.",NA,NA,NA,NA,"1100","1100",NA,"US00117730","US00117730_01",NA,"Myrtales","South America",NA,"Dicotyledonae","Isotype",NA,NA,NA,NA,NA,"1",NA
"49","2019-12-09 17:30:23-03","UFPR","EFC","13109","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, R.S.","2014","10","03","Vieira, R.S.; et al.","516","2014","08","24","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - Morro Camapuã","-48.8605","-25.2534","-48.8605","-25.2534",NA,NA,"Arvoreta com 3 m. no subosque da floresta. Com frutos verdes.","EFC013109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-09 17:30:24-03","UFPR","EFC","15203","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Ribeiro, C.L.","2016","06","06","Völtz, R.R.; et al.","928","2016","04","23","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Ciririca","-48.8419","-25.2771","-48.8419","-25.2771","1315","1315","Arvoreta 3m alt., crescendo no interior da Floresta Ombrófila Densa Altomontana; botões ferrugíneos e flores com pétalas e estames alvacentos","EFC015203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-09 17:30:23-03","UFPR","EFC","2243","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Sobral, M.","2014","01","01","Tramujas, A.P.","100","1990","08","01","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"1300","1300","Árvore em sub-bosque de floresta. 1.300 m s.n.m.","EFC002243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"52","2021-03-25 13:52:51-03","UNIVILLE","JOI","18473","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2018","01","25","Vieira, F.C.S.","2837","2018","01","20","Brasil","Santa Catarina","Joinville","Campina dos Farias, sitio Surucuá. APA Dona Francisca","-49.134167","-26.125278","49º8'3''W","26º7'31''S","960","960",NA,"JOI018473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-25 13:52:51-03","UNIVILLE","JOI","17991","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2019","01","18","Vieira, F.C.S.","2408","2019","01","03","Brasil","Paraná","Tijucas do Sul","Estrada Matulão.",NA,"-25.886111",NA,"25º53'10''S","900","900","Fruto Marrom Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI017991","JOI017991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-25 13:52:51-03","UNIVILLE","JOI","17993","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2019","01","18","Vieira, F.C.S.","2410","2019","01","03","Brasil","Paraná","Tijucas do Sul","Estrada Matulão.",NA,"-25.886111",NA,"25º53'10''S","900","900","Botão Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI017993","JOI017993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:52:51-03","UNIVILLE","JOI","17992","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2019","01","18","Vieira, F.C.S.","2409","2019","01","03","Brasil","Paraná","Tijucas do Sul","Estrada Matulão.",NA,"-25.886111",NA,"25º53'10''S","900","900","Fruto Marrom Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI017992","JOI017992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-25 13:52:51-03","UNIVILLE","JOI","18008","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2019","11","20","Vieira, F.C.S.","2425","2019","01","08","Brasil","Santa Catarina","Joinville","Alto Cubatão, sítio Surucuá.",NA,"-26.118333",NA,"26º7'6''S","880","880","Botão Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI018008","JOI018008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:35:29-03","UEFS","HUEFS","87082","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand",NA,NA,NA,NA,"Reitz","5474","1955","02","04","Brasil","Santa Catarina","São José","Serra da Boa Vista.","-48.627498626709","-27.6152992248535",NA,NA,"1100","1100","Mata.","HUEFS0087082",NA,"Angiospermae","Myrtales",NA,NA,"Rosanae","Isótipo",NA,NA,"12814","auto",NA,NA,NA
"58","2019-10-07 09:35:29-03","UEFS","HUEFS","87081","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand",NA,NA,NA,NA,"Reitz","5474","1953","02","04","Brasil","Santa Catarina","São José","Serra da Boa Vista.","-48.627498626709","-27.6152992248535",NA,NA,"1100","1100",NA,"HUEFS0087081",NA,"Angiospermae","Myrtales",NA,NA,"Rosanae","Isótipo",NA,NA,"12814","auto",NA,NA,NA
"59","2020-07-23 12:16:02-03","CEPLAC","CEPEC","115192","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa",NA,"M. L. Kawasaki",NA,NA,NA,"M. L. Kawasaki","696","1995","04","27","Brasil","São Paulo","RIBEIRÃO GRANDE","Fazenda Intervales, base Barra Grande, trilha do Pano Amarelo.","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996",NA,"25028","auto",NA,NA,NA
"60","2019-12-20 18:46:42-03","UFSJ","HUFSJ","6388","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Sobral, M","2014",NA,NA,"Tramujas, AP","100","1990","08","01","Brasil","Paraná","Campina Grande do Sul","Floresta Ombrófila Densa Altomontana.","-49.0553016662598","-25.3055992126465",NA,NA,"130","130","Árvore em sub-bosque de floresta.","HUFSJ006388",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"61","2021-03-10 11:38:48-03","UNILA","EVB","500","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Vieira, F.C.S.","2020","04","21","Rosina, A.","66","2012","09","21","Brasil","Santa Catarina","São Sebastião do Sul","Serra do Espigão.","-51.757778","-26.577778","51º45'28''W","26º34'40''S","1132","1132",NA,"EVB000500","EVB000500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:44:04-03","UFRGS","ICN","090272","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Molz, M","2017","08","10","Sobral, M; et al.","6216",NA,NA,NA,"Brasil","PR","Quatro Barras","Trilha dos Jesuítas","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Arvoreta 4m, em interior de mata litorânea; flores brancas.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA
"63","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","94660","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Molz, M.","2017",NA,NA,"Molz, M.; Seger, G.D.S. & Schwirkowski, P.","s.n.","2017","01",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta","-49.38918","-26.29288","-49,3891800","-26,2928800","873","873","Arvoreta, botões ferrugíneos. Coordenada aproximada.","HAS0094660",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","90397","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Molz, M.","2017","10","20","Mattos, J.; Mattos, N.","1581","1967","10",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, ca. De 3km da rodovia Estação de Campo-Grande-Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"1100","1100","Na mata secundária arbusto de 2.5m de altura. Em botões.","HAS0090397",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"65","2019-11-21 10:11:55-03","IBt","SP","276876","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Kawasaki, ML","1996",NA,NA,"Kawasaki, ML; et al.","696","1995","04","27","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales, Base Barra Grande, trilha do Pano Amarelo, mata úmida","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Árvore ca. 4m alt., flores brancas","SP057668","SP057668",NA,NA,NA,NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA
"66","2019-11-21 10:11:55-03","IBt","SP","42317","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, LR","1995",NA,NA,"Kuhlmann, M","s.n.","1942","08","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP057665","SP057665",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"67","2019-11-21 10:11:55-03","IBt","SP","418","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, LR","1995",NA,NA,"Schwebel, E","s.n.",NA,NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP057666","SP057666",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"68","2019-11-21 10:11:55-03","IBt","SP","106074","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, LR","1995",NA,NA,"Mattos, J; Mattos, N","15081","1967","10","18","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, mais ou menos no Km 3 da rodovia Estação de Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Na mata secundária, arbusto de 2,5m de alt., em botões","SP057667","SP057667",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
