"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","county","locality","phylum","order","scientificNameAuthorship","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","individualCount"
"14","2021-03-15 16:37:00-03","NY","NYBG","910812","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","H. S. Irwin","27161","1970","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910812",NA,"Middle slopes of Serra do Cabral, ca. 2 km W. of Cantoni","Magnoliophyta","Dioscoreales","Mart.","Minas Gerais","-44.13","-17.57","850","850","NY00910812_01","F. P. Jonker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","910820","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","J. A. Ratter","R.2926","1976","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910820","Brasília","In the area of the Córrego Cabeça de Veado c. 9.5 km SSE of Brasília TV tower","Magnoliophyta","Dioscoreales","Mart.","Distrito Federal","-47.9294","-15.7797",NA,NA,"NY00910820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","910808","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","H. S. Irwin","15193","1966","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910808","Formosa","Serra do Morcêgo, near Côrrego Estrema, ca. 38 km N.E. of Formosa","Magnoliophyta","Dioscoreales","Mart.","Goiás","-47.08283","-15.2905556","800","800","NY00910808_01","F. P. Jonker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","910818","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","J. M. Pires","16200","1978","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910818",NA,"Rodovia Belém-Brasília, perto do Igarapé do Boi","Magnoliophyta","Dioscoreales","Mart.","Goiás",NA,NA,"180","180","NY00910818_01","P. J. M. Maas; H. Maas-van de Kamer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1039221","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","G. Martinelli","16402","2009","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039221","Cavalcante","Parque Nacional da Chapada dos Veadeiros. Alto do Cruzeiro.","Magnoliophyta","Dioscoreales","Mart.","Goiás","-47.6961","-13.9439","1320","1320","NY01039221_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2230711","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","G. T. Prance","9173","1969","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395285' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230711",NA,"Dormida, foothills of Serra da Lua.","Magnoliophyta","Dioscoreales","Mart.","Roraima","-60.183333","2.416667",NA,NA,"NY02230711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","910810","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","H. S. Irwin","17203","1966","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910810",NA,"Ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","Magnoliophyta","Dioscoreales","Mart.","Mato Grosso","-52.23","-15.28","500","500","NY00910810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","393692","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","J. Steinbach","5610","1931","04","17","South America","Bolivia","sheet",NA,"date unclear - see label <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393692",NA,"Buena Vista; (prov. unclear, possibly Sara - see label)","Magnoliophyta","Dioscoreales","Mart.","Santa Cruz","-63.662729","-17.459703","200","200",NA,"J. van Benthem; P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2230706","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","C. R. Sperling","5716","1982","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395280' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230706",NA,"Serra dos Carajas. 23 km west of AMZA camp N-5.","Magnoliophyta","Dioscoreales","Mart.","Pará","-50.25","-6.05","650","650","NY02230706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2230707","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","M. G. da Silva","3019","1977","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395281' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230707","Marabá","Serra dos Carajás, estrada para o nº 1","Magnoliophyta","Dioscoreales","Mart.","Pará","-49.1178016662598","-5.36860990524292",NA,NA,"NY02230707_01",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02460809","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","A. S. L. da Silva","1809","1984","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673514' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460809","Marabá","Serra dos Carajás. N-4 mina pilôto para exploração de ferro. Local onde foi realizado imventário em 05/83. Campo rupestre, solo de canga.","Magnoliophyta","Dioscoreales","Mart.","Pará","-50.1736164","-6.0551244","700.00","700.00","NY02460809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2230708","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","M. G. da Silva","2912","1977","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395282' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230708","Marabá","Serra dos Carajás, setor nº 4","Magnoliophyta","Dioscoreales","Mart.","Pará","-50.1736164","-6.0551244",NA,NA,"NY02230708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2230709","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","T. C. Plowman","8709","1980","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395283' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230709","Conceição do Araguaia","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","Magnoliophyta","Dioscoreales","Mart.","Pará","-50.17","-8.05","350","620","NY02230709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","910814","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","H. S. Irwin","32767","1971","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910814","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","Magnoliophyta","Dioscoreales","Mart.","Goiás","-47.5167","-13.93593","1250","1250","NY00910814_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","910813","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","H. S. Irwin","33146","1971","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910813","Teresina de Goiás","Chapada dos Veadeiros, ca. 42 km N of Alto do Paraíso","Magnoliophyta","Dioscoreales","Mart.","Goiás","-47.5167","-13.73709","1250","1250","NY00910813_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","910815","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","W. R. Anderson","6701","1973","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910815","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 27 km by road N of Alto Paraíso.","Magnoliophyta","Dioscoreales","Mart.","Goiás","-47.3451","-13.9457","1750","1750","NY00910815_01","P. J. M. Maas; J. van Benthem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:29:42-03","UFRJ","RFA","34051","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","F.A. Esteves","98","2005","00","00",NA,"Brasil",NA,NA,NA,"RFA21946","Pará","Carajás, Lagoa N1C",NA,NA,"Mart.","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:29:42-03","UFRJ","RFA","34052","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","F.A. Esteves","77","2005","00","00",NA,"Brasil",NA,NA,NA,"RFA21947","Pará","Carajás. Lagoa N1D",NA,NA,"Mart.","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:51:46-03","EAO","IAN","58829","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Pires, JM; Black, GA","2404","1950","05","28","Southern America","Brasil",NA,NA,"Flores amarelas.","IAN058829",NA,"Varedão Relâmpago, duas léguas de Carolina.","Monocotiledônea",NA,"Mart.","Goiás",NA,NA,NA,NA,NA,"Benthem, J van",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:51:46-03","EAO","IAN","70918","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Black, GA","13167","1951","09","01","Southern America","Brasil",NA,NA,"Flor amarela, pequena.","IAN070918",NA,"Território Rio Branco, campo da fazenda Capela.","Monocotiledônea",NA,"Mart.",NA,NA,NA,NA,NA,NA,"Benthem, J van",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:51:46-03","EAO","IAN","71852","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Black, GA","13469","1951","09","12","Southern America","Brasil",NA,NA,"Flor amarela.","IAN071852",NA,"Território Rio Branco, ao longo da setrada Boa Vista-Caracaraí; lado norte do rio Mucajaí, campinarana que entra para palmal.","Monocotiledônea",NA,"Mart.",NA,NA,NA,NA,NA,NA,"Benthem, J van",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1411036","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Jansen-Jacobs MJ; Lilwah R; Raghoenandan UPD; Scheplitz F; Vermeer J",NA,"1997","09","03","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411036",NA,NA,NA,"Dioscoreales","Mart.","Rupununi District","-59.533333","2.816667",NA,NA,"NL-U1411036",NA,NA,NA,NA,"Magnoliopsidae","-59.533333","2.816667","U 0034902",NA,NA,NA,NA,NA
"36","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1411038","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Anderson WR; Hill SR; Santos RR dos; Souza R",NA,"1973","05","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411038",NA,"Estado de Goias, Serra dos Pirineus, ca 15 km (straight line) N of Corumba de Goias.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-U1411038",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:59:59-03","NBC","NL-BOTANY","WAG.1489028","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Irwin HS; et al.",NA,"1970","03","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1489028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1489028",NA,"Estado de Minas Gerais. Serra do Cabral. Ca. 2 km W. of Cantoni.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-WAG1489028",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1411045","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Lombardi JA",NA,"1999","06","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411045",NA,NA,NA,"Dioscoreales","Mart.","Minas Gerais",NA,NA,NA,NA,"NL-U1411045","Maas PJM",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0038552",NA,NA,NA,NA,NA
"39","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1411058","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Mendonça RC; et al.",NA,"2001","04","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411058",NA,NA,NA,"Dioscoreales","Mart.","Goiás","-46.416667","-12.916667",NA,NA,"NL-U1411058","Maas PJM",NA,NA,NA,"Magnoliopsidae","-46.416667","-12.916667","U 0049638",NA,NA,NA,NA,NA
"40","2020-02-08 08:59:59-03","NBC","NL-BOTANY","L.1487526","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Ule EHG",NA,"1908","10","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487526",NA,"Im ! campo bei du Serra Pellado, Rio Branco.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-L1487526",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:59:59-03","NBC","NL-BOTANY","L.1487527","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Fiebrig K",NA,"1908","10","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487527",NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-L1487527",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:59:59-03","NBC","NL-BOTANY","L.1487528","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487528",NA,"Brasilia.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-L1487528",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1410952","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Allen C",NA,"1924","09","08","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410952",NA,"Swamp, La Jagua, Magdalena Valley.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-U1410952",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1410953","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Davidse G; Huber O",NA,"1982","11","24","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410953",NA,"Edo Bolivar, Distrito Piar: Rio Ocoine, Pie de la Roca, southeastern base of Auyan-tepui.",NA,"Dioscoreales","Mart.",NA,"-62.5","5.7",NA,NA,"NL-U1410953",NA,NA,NA,NA,"Magnoliopsidae","-62.5","5.7",NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:59:59-03","NBC","NL-BOTANY","U.1410954","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","flava","Burmannia flava","Haught O",NA,"1943","09","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410954",NA,"'Agua Fria', 10km north of Chiriguana, Dept. MAgdalena.",NA,"Dioscoreales","Mart.",NA,NA,NA,NA,NA,"NL-U1410954",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
