"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","typeStatus"
"1","2021-01-15 17:52:57-03","UFMG","BHCB","202065","PreservedSpecimen","Plantae","Dicotyledon","Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Rezende, SG","7505","2019","06","06","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Estadual da Serra do Cipó","-43.610556","-19.4175","-43.610556","-19.4175","Flores lilás; Campo Rupestre Quartzítico","BHCB202065","BHCB202065",NA,NA,NA,NA,NA,NA
"2","2019-11-13 11:18:19-03","USP","SPF","131984","PreservedSpecimen","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Forzza, RC","155","1996","02","12",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"SPF00131984","SPF00131984","Simão-Bianchini, R","1998","31264","auto",NA,NA
"3","2019-11-13 11:18:19-03","USP","SPF","41959","PreservedSpecimen","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Zappi, DC","CFSC9643","1986","03","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00041959","SPF00041959","Anônimo",NA,"26557","auto",NA,NA
"4","2019-11-13 11:18:19-03","USP","SPF","199678","PreservedSpecimen","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Souza, VC","CFSC10075","1987","04","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00199678","SPF00199678","Simão-Bianchini, R","2013","26557","auto","10",NA
"5","2019-11-13 11:18:19-03","USP","SPF","47077","PreservedSpecimen","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Simão-Bianchini, R","CFSC10090","1987","05","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 108 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00047077",NA,"Simão-Bianchini, R",NA,"26557","auto",NA,"holotype"
"6","2021-01-07 09:33:36-03","IBt","SP","453914","S","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Forzza, RC","155","1996","02","12",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA
"7","2021-01-07 09:33:36-03","IBt","SP","453915","S","Plantae",NA,"Convolvulaceae","Jacquemontia","revoluta","Jacquemontia revoluta","Sim.-Bianch.","Souza, VC","CFSC10075","1987","04","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,"Paratype"
