"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"46","2016-02-02 14:37:57-02","BGBM","B","B 10 0002073","S","Plantae",NA,NA,"Compositae","Mikania","lindbergii","Mikania lindbergii",NA,NA,"Reitz & Klein","2 060",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Braco Joaquim.",NA,NA,"450","450",NA,"<a href=http://herbarium.bgbm.org/object/B100002073 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002073","B100002073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-19 08:07:58-03","FPS","FPS","3037","MachineObservation","Plantae",NA,NA,"Asteraceae","Mikania","cf. lindbergii","Mikania cf. lindbergii","Baker","Schwirkowski, P.","Schwirkowski, P.","2464","2017","10","23",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal. No topo do Morro da Igreja","-49.259124","-26.36341",NA,NA,NA,NA,"FPS03037,ASE0041824,FURB55661","FPS03037_v01 FPS03037_v02 FPS03037_v03 FPS03037_v04 FPS03037_v05 FPS03037_v06 FPS03037_v07 FURB55661",NA,"2018","09","01","-49.259124","-26.36341",NA,NA,NA,"FURB 55661, ASE 40307","voucher",NA,NA,NA,NA
"48","2019-08-27 13:27:41-03","IAP","PACA-AGP","51172","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii","Baker","M. R. Ritter","Hatschbach, G.","1452","1949","09","18",NA,"Brasil","PR","Campo Largo","Purunha","-49.5283012390137","-25.4585990905762",NA,NA,NA,"det. (Smith): Mikania laevis DC. Habitat: ad silvam scandens Fenofase: flor","PACA051172",NA,NA,"1990","03","22",NA,NA,"Magnoliatae","53742","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-20 21:15:56-03","UFV","VIC","2821","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Barroso, G.M.","Kuhlmann, J.G.","60","1935","04","20",NA,"Brasil","Minas Gerais","Carangola","Subida da Serra da Grama","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"VIC002821","VIC002821",NA,"1963",NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-20 21:15:56-03","UFV","VIC","28780","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Almeida, G.S.S.; Custódio, J.","483","2006","07","25",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da estrada de cima","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Liana; flores alvas; paplho com cerdas alvas. Coletada em capão de encosta seca/campo rupestre.","VIC028780",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:15:56-03","UFV","VIC","28781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Almeida, G.S.S.; Custódio, J.","421","2006","05","31",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Liana, ramos avermelhados; bracteas involucrais tomentosas flores alvas; cipsela setosa; papilho ferrugíneo. Coletada em capão de encosta seca/ campo rupestre.","VIC028781",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:15:56-03","UFV","VIC","38804","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Almeida, G.S.S.","Neri, A.V.; Batista, M.L.","s.n.","2002","04","09",NA,"Brasil","Minas Gerais","Senador Modestino Gonçalves","Reserva da Fazenda Ticó, Propriedade da Companhia Agrícola Florestal.","-43.2249984741211","-17.9466991424561",NA,NA,NA,"Planta de cerca de 1m dealtura, cipó, crescendo em cerrado, s.s.","VIC038804","VIC038804",NA,"2008","02","14",NA,NA,NA,"42669","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:15:56-03","UFV","VIC","27601","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Almeida, G.S.S.; Custódio, J.","391","2006","05","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do morro do cachorro","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Liana, ramos avermelhados, brácteas involucrais tomentosas, flores alvas, cipsela setosa, papilho ferrugineo.","VIC027601",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:31:59-03","UFJF","CESJ","68672","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","B. Moreira","B. Moreira; L.C.D. Dias","338","2015","08","20","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás das casas dos gestores","-43.899167","-21.715278","1340","1340",NA,"Arvoreta, 2m. Interior de mata","CESJ068672","CESJ068672",NA,"2016",NA,NA,"-43.899167","-21.715278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-30 18:31:59-03","UFJF","CESJ","32649","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","M.O.D. Pivari","M.A. Heluey; R.M. Castro","109","2001","03","25","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto com cerca de 3 m, no campo encharcável (6), folhas discolores e ramos com botões.","CESJ032649","CESJ032649","collina","2002","12",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"56","2020-06-30 18:31:59-03","UFJF","CESJ","33350","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","M.A. Heluey; F.S. Araújo","125","2001","05","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto com cerca de 3 m, no interior do brejo, folhas discolores e flores brancas.","CESJ033350","CESJ033350","collina","2007","04","25",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"57","2020-06-30 18:31:59-03","UFJF","CESJ","33511","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","M.O.D. Pivari","M.A. Heluey; A.S.M. Valente","151","2001","06","23","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto com cerca de 2 m, brácteas involucrais verdes e flores brancas, folhas discolores. Solo úmido.","CESJ033511","CESJ033511","collina","2002","12",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"58","2020-06-30 18:31:59-03","UFJF","CESJ","8524","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","S.M.S. Verardo","L. Krieger; U.C. Câmara","CESJ8524","1970","05","11","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Cipó, capítulos esbranquiçados, no campo.","CESJ008524","CESJ008524","collina",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"59","2020-06-30 18:31:59-03","UFJF","CESJ","53685","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.A.X. Borges","M.M. Saavedra; et al.","245","2005","05","27","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na mata de Candeia, caminho para o Cruzeiro.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Trepadeira, folhas discolores, flores castanhas e pappus branco.","CESJ053685","CESJ053685","collina","2006","02","08",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"60","2020-06-30 18:31:59-03","UFJF","CESJ","53681","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.A.X. Borges","R.C. Forzza; et al.","3477","2004","07","25","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha para o Monjolinho. 21º42'10S, 43º53'12W.: Elev.: 1460m.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Campo e mta de candeias. Trepadeira, corola e ramos castanhos, papus alvo.","CESJ053681","CESJ053681","collina","2006","02","07",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:32:04-03","UFJF","CESJ","8539","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","L. Krieger; U.C. Câmara","CESJ8539","1970","05","14","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"No campo, arbusto +/- 60 cm, com frutos.","CESJ008539","CESJ008539","collina","2007","04","25",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:31:59-03","UFJF","CESJ","47326","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","P.L. Viana; N.F.O. Mota; F.S. Souza; O.J. Bastos Neto; A.L. Santiago","2047","2006","05","20","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro. 21º58'11S, 43º53'21W.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Planta escandente em borda de mata nebular.","CESJ047326","CESJ047326","collina","2007","04",NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:31:59-03","UFJF","CESJ","44037","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","192","2005","04","25","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Liana em campo rupestre. Flores brancas.","CESJ044037","CESJ044037","collina","2007","04","26",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:32:03-03","UFJF","CESJ","62931","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","S.C. Ferreira","D.S. Santiago; J.H.C. Ribeiro","553","2013","05","31","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária proxima a antiga estrada para Alagoa.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Liana, capítulos alvos, caule avermelhado","CESJ062931",NA,"collina","2013","08",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA
"65","2020-06-30 18:31:59-03","UFJF","CESJ","30779","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","M.A. Manhães","58","1999","10",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Coletada na borda da Mata Grande.","CESJ030779","CESJ030779","collina","2007","04","25",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"66","2020-06-30 18:31:59-03","UFJF","CESJ","32635","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.L.Esteves","M.A. Heluey; R.M. Castro","84","2001","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto no campo encharcável próximo ao Morro da Cruz, inflorescências jovens, capítulos com flores tubulosas e pappus alvo.","CESJ032635","CESJ032635","collina","2004","11","22",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"67","2020-06-30 18:31:59-03","UFJF","CESJ","47771","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.Borges","F.M. Ferreira; P.L. Viana","1115","2006","03","31","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Liana no campo rupestre sobre arbusto. Botão florais esverdeados. Campo sobre xisto na trilha para o Monjolinho.","CESJ047771","CESJ047771","collina","2007","04","25",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:31:59-03","UFJF","CESJ","34207","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii collina","Baker","R.L.Esteves","R.M. Castro; F.R.G. Salimena; P.H. Nobre","334","2001","05","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Arraial de Conceição do Ibitipoca, Parque Estadual do Ibitipoca e Pedra do Gavião.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Liana no interior da mata estacional, com flores alvas.","CESJ034207","CESJ034207","collina","2004","08","28",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:31:59-03","UFJF","CESJ","65585","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","D.B. Falkenberg","D.B. Falkenberg; J.D. Medeiros; F.M. Brüggemann","5531","1991","09","05","América do Sul","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Propriedade do Seu Romualdo, Vargem do Braço, Parq","-48.7785987854004","-27.6881008148193","300","300",NA,"Em beira de capoeirão. Trepadeira, 2-3m daltura. Capítulos em panículas. Aquênio e tubo da corola glandulosos. Corola branca.","CESJ065585","CESJ065585",NA,"1991",NA,NA,NA,NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:24:46-03","UNICAMP","UEC","116546","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, M","Foster, W; Souza, VC; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","311","2000","04","25",NA,"Brazil","São Paulo","Salesópolis","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, km 45.","-45.683333","-23.633333",NA,NA,NA,"Liana, flor creme, a 2 m.; Floresta Ombrófila Densa Montana com pertubação. Borda da mata.","UEC126781","UEC126781",NA,"2000","05",NA,"-45.683333","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:24:46-03","UNICAMP","UEC","103938","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, MD","Moraes, MD","94","1995","07","27",NA,"Brazil","São Paulo","Ubatuba","Planície Litorânea de Picinguaba, trilha das três lagoas.","-44.814444","-23.339444",NA,NA,NA,"Liana em frutificação.","UEC126777","UEC126777",NA,NA,NA,NA,"-44.814444","-23.339444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:24:46-03","UNICAMP","UEC","116553","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, M","Souza, JP; Souza, VC; Salino, A; Paranaguá, PA; Oliveira, RC; Scarpa, FM; et al.","3527","2000","04","25",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, km 41.","-45.666667","-23.633333","1220","1220",NA,"Liana; flores creme.; Floresta Ombrófila Densa Montana mata de altitude. Interior da mata.","UEC126780","UEC126780",NA,"2000","05",NA,"-45.666667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:24:46-03","UNICAMP","UEC","121335","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC; et al.","600","2001","04","11",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.","-46.733333","-23.983333","800","800",NA,"Liana com base lenhosa, flores alvas a creme.; Floresta ribeirinha altomontana com campo adjacente. Campo.","UEC126784","UEC126784",NA,NA,NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:24:46-03","UNICAMP","UEC","28176","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Esteves, RL","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8083","1982","03","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.9","-18.916667",NA,NA,NA,"Subarbusto trepador, flores alvas.","UEC126778","UEC126778",NA,"1996","05","15","-43.9","-18.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:24:46-03","UNICAMP","UEC","176370","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Oliveira, CT","Ferreira, GMP; Garcia, RJF; Pimentel, CMA; Bellenzani, MLR","55","1996","03","28",NA,"Brazil","São Paulo","São Paulo","Distrito de Marsilac. Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Mirante.","-46.743333","-23.991111",NA,NA,NA,"Trepadeira, capítulos brancos.","UEC126787","UEC126787",NA,"2015","05",NA,"-46.743333","-23.991111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:24:46-03","UNICAMP","UEC","176373","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Oliveira, CT","Garcia, RJF; Ferreira, GMP; Pimentel, CMA","780","1996","03","27",NA,"Brazil","São Paulo","São Paulo","Distrito de Marsilac. Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.","-46.743333","-23.991111",NA,NA,NA,"Trepadeira, flores verde-claras.; Campo.","UEC126788","UEC126788",NA,"2015","05",NA,"-46.743333","-23.991111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:24:46-03","UNICAMP","UEC","24167","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Leitão Filho, HF","Yamamoto, K; et al.","1012","1981","05","21",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo de Santa Rosália.","-46.564722","-21.838889",NA,NA,NA,"Trepadeira, capítulos brancos.","UEC126786","UEC126786",NA,"1981","08","07","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:24:46-03","UNICAMP","UEC","24230","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Leitão Filho, HF","Yamamoto, K; et al.","1077","1981","07","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Escrube de Santa Rosália.","-46.564722","-21.838889",NA,NA,NA,"Trepadeira até 5 m, capítulos com flores brancas.","UEC126785","UEC126785",NA,"1981","08","07","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:24:46-03","UNICAMP","UEC","24259","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Leitão Filho, HF","Yamamoto, K; et al.","1107","1981","07","17",NA,"Brazil","Minas Gerais","Poços de Caldas","Morro do Ferro.","-46.564722","-21.838889",NA,NA,NA,"Trepadeira, capítulos com flores brancas, ornamentais, aromáticas e apícolas.","UEC126789","UEC126789",NA,"1981","08","07","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-12-09 15:31:02-03","UNICAMP","UEC","135714","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Simões, AO; Matsumoto, K; Singer, RB","171","1998","06","22",NA,"Brazil","Minas Gerais","Carrancas","Estrada Itutinga-Carancas, mata ciliar a cerca de 13km de Carrancas.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"botões verdes, em beira de mata.","UEC162956","UEC162956",NA,NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:24:46-03","UNICAMP","UEC","45069","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Hatschbach, G","Silva, JM; Hatschbach, G","175","1986","09","02",NA,"Brazil","Paraná","Tijucas do Sul","Lagoinha.","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Trepadeira de capítulos creme.; Orla da mata.","UEC126776","UEC126776",NA,"1986","09",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:24:46-03","UNICAMP","UEC","105230","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Lima, MPM","167","1990","08","16",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Fazenda Velha, caminho alternativo para parcela II. Mata de encosta","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Liana com folhas rígidas; capítulos com invólucro verde e papus alvo. Muito frequente","UEC162953","UEC162953",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:24:46-03","UNICAMP","UEC","24564","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Siqueira, JC; et al.","1023","1981","05","31",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Morro da Cruz - Colégio Anchieta.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Trepadeira com flores alvas.","UEC126782","UEC126782",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"84","2019-12-09 15:31:02-03","UNICAMP","UEC","68814","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Sposito, TC; et al.","26374","1992","06","08",NA,"Brazil","São Paulo","Campos do Jordão","Caminho p/ S. José dos Alpes, Beira de mata.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Liana, flores brancas.","UEC162950","UEC162950",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:24:46-03","UNICAMP","UEC","133636","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Rodrigues, TS","Xavier, S; et al.","227","1991","09","02",NA,"Brazil","São Paulo","Campos do Jordão","Morro do Elefante.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Trepadeira, frutos.; Área de transição mata/campo.","UEC126779","UEC126779",NA,"2000","06","17",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"86","2019-12-09 15:31:02-03","UNICAMP","UEC","127869","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","2445","1994","05","10",NA,"Brazil","São Paulo","Campos do Jordão","Parque da Ferradura, Trilha do Pinhão.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Mata de altitude.","UEC162952","UEC162952",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:24:46-03","UNICAMP","UEC","74563","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Assis, MA; Farinaccio, MA; Romera, EC; Cesar, O","584","1995","08","21",NA,"Brazil","São Paulo","Corumbataí","Mata de encosta","-47.6199989318848","-22.2199993133545",NA,NA,NA,"Trepadeira, capítulos verde-amarelados com perfume adoçicado","UEC162955","UEC162955",NA,NA,NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA
"88","2019-12-09 15:31:02-03","UNICAMP","UEC","91830","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Chiea, SAC","177","1980","08","21",NA,"Brazil","São Paulo","São Paulo","Reserva Estadual, Reserva do Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Trepadeira com flores de papus brancos.","UEC162954","UEC162954",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:24:46-03","UNICAMP","UEC","103818","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, MD","Furlan, A; et al.","1227","1990","08","26",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Trilha do Morro do Corsário.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Trepadeira - flores esbranquiçadas.","UEC126783","UEC126783",NA,"1999","01",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:24:46-03","UNICAMP","UEC","103817","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, MD","Ribeiro, JELS; et al.","539","1988","08","08",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Trilha para o mangue do rio Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Trepadeira. Flores alvas.","UEC126775","UEC126775",NA,"1999","01",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"91","2020-10-14 09:59:14-03","FURB","FURB","47661","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Barboza, E","Engels, M.E.; Imig, D.C.","1457","2013","08","10",NA,"Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,"FURB47661","FURB47661",NA,"2015","04","14",NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA
"92","2020-04-27 16:08:52-03","UFES","VIES","31793","S","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Oliveira, C.","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","689","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1600","1600",NA,NA,"VIES031793","VIES031793",NA,"2013","07","09",NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
