"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem","fieldNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","01132004","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha","L.B.Sm.","R. C. Forzza; R. F. Monteiro","G. Martinelli","15293","1998","12","10","South America","Brazil","Minas Gerais","Lima Duarte","Distrito de Conceição do Ibitipoca. Parque Estadual da Serra do Ibitipoca, Lagoa Seca.","-43.8786","-21.67","1500","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286156' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132004","NY01132004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 11:03:56-03","ESALQ","ESA","98272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha",NA,"Monteiro, R.F.","Silva, B.R.","1317.0","2006","08","04",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA098272","ESA098272","2006","08","04","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-12-11 11:43:32-03","UFMG","BHCB","85313","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha","L.B.Sm.",NA,"Salino, A; Mota, RC da; Mota, NFO; Melo, PHA de","9232","2003","10","10","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, fazenda Duas Barras; próximo a divisa com o estado da Bahia. Floresta Ombrófila Densa Montana entre 750-850m de altitude.;","-40.057611","-16.404583",NA,NA,NA,"Epífita baixa na mata; corola azul-claro.. Coordenadas originais: 16º24'16,5S; 40º03'27,4W",NA,NA,NA,NA,NA,NA,NA,"-40.057611","-16.404583",NA,NA,NA,NA,NA,NA
"4","2020-09-12 05:00:02-03","US","US","1909806","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha","L.B. Sm.",NA,"M. B. Foster & R. Foster","742","1940","7","26","South America - Neotropics","Brazil","Minas Gerais",NA,"Parque Nacional",NA,NA,NA,NA,NA,NA,"US01117640","US01117640_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype","1",NA,NA,NA
"5","2020-07-23 12:00:56-03","CEPLAC","CEPEC","119930","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha",NA,"R. F. Monteiro","B. R. Silva","1317","2004","03","31",NA,"Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual do Ibitipoca. Trilha para a Cachoeirinha. Gruta dos Três Arcos.","-43.885556","-21.679444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W53'8","21S40'46",NA,NA,NA,"04/08/2006",NA,NA
"6","2020-07-23 12:00:56-03","CEPLAC","CEPEC","119947","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha",NA,"R. C. Forzza","G. Martinelli","15293","1998","12","09",NA,"Brasil","Minas Gerais","LIMA DUARTE","Distrito de Conceição do Ibitipoca. Parque Estadual do Ibitopca. Lagoa Seca.",NA,"-43.878611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W20'95","43S52'43",NA,NA,NA,"30/12/2007",NA,NA
"7","2019-11-21 10:02:40-03","IBt","SP","391953","S","Plantae",NA,NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha","L.B.Sm.","Monteiro, RF","Monteiro, RF; et al.","38","2004","10","27",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Conceição do Ibitipoca, Mata entre a Gruta dos Fugitivos e a Gruta dos Três Arcos.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SP051959","SP051959","2004","10","27","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"8","2014-06-25 14:06:33-03","GH","HU-HERB","GH 00029152","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","oligantha","Neoregelia oligantha","L. B. Smith",NA,"M. B. Foster & R. Foster","742","1940","7","26","South America","Brazil","Minas Gerais",NA,"Parque Nacional, Minas Gerais on Rio Doce-Ipatinga-Mun. Antonio Dias",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"742","undetermined"
