"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","county","scientificNameAuthorship","imagecode","class","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"52","2011-03-14 06:37:00-03","MO","MOBOT","2341595","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","Tressens 4266","1992","12","6","South America","Argentina","Corrientes","Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12.Potrero Tres Marias",NA,NA,NA,NA,NA,NA,"Cristóbal, C. L., //","San Miguel","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2011-04-03 21:11:00-03","MO","MOBOT","2396062","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","A. Di Giácomo","Di Giácomo 427","1999","10","30","South America","Argentina","Formosa","Reserva Ecológica El Bagual. San Francisco de Laishi",NA,NA,NA,NA,NA,NA,"Cristóbal, C. L., //","Laishí","Less.",NA,NA,NA,NA,NA,NA,"-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-07-15 12:23:00-03","MO","MOBOT","2405579","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Renée H. Fortunato","Fortunato 691","1983","11","15","South America","Argentina","Chaco","A 4 km al W de Colonia Elisa hacia Salto de la Vieja.",NA,NA,NA,NA,NA,NA,"Cabrera, A. L.","Sargento Cabral","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2009-08-21 06:32:00-03","MO","MOBOT","2452495","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Balduino Rambo","Rambo 3908","1941","1","12","South America","Brazil","Rio Grande do Sul","Livramento. morro do Vigia",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-11-15 05:15:00-02","MO","MOBOT","2490568","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44204","1992","12","7","South America","Paraguay","Boquerón","Parque Valle Natural, 25 km S de Filadelfia",NA,NA,NA,NA,NA,NA,"Cristóbal, C. L., //",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-07-31 17:12:00-03","MO","MOBOT","2490581","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2452","1991","2","28","South America","Paraguay","Boquerón","Parque Valle Natural. 12 Km S de Filadelfia",NA,NA,NA,NA,NA,NA,"Cristóbal, C. L., //",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2009-12-23 06:58:00-02","MO","MOBOT","2490595","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Karl Fiebrig","Fiebrig 5077",NA,NA,NA,"South America","Paraguay","Concepción","Zwischen Rio Apa und Aquidaban, Centurión",NA,NA,NA,NA,NA,NA,"Cabrera, A. L.",NA,"Less.",NA,NA,NA,NA,NA,NA,"-57.56666","-22.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2011-03-16 22:19:00-03","MO","MOBOT","2516983","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Bernardo Rosengurtt|et al.","Rosengurtt 8605","1962","1","18","South America","Uruguay","Soriano","Playa Agraciada",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2011-06-09 17:49:00-03","MO","MOBOT","569063","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Blas Pérez","Pérez Maricerich 149","1990","6","20","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,"H. Robinson (US)",NA,"Less.",NA,NA,NA,NA,NA,NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"1","3"
"61","2019-08-29 16:18:56-03","UNIOESTE","UNOP","8715","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Freitas, E.M.","1129","2016","12","21",NA,"Brasil","Rio Grande do Sul","Areal do trevo (solo seco sem pastejo)",NA,NA,"Subarbusto, com folhas opostas e margem dentada, com inflirecência com flores amarela vistosas.",NA,NA,NA,"Freitas, E.M.","Manoel Viana","Less.",NA,NA,NA,"2017","03","09","-55.369722","-29.593056",NA,NA,"-55.369722","-29.593056",NA,NA,NA,NA,NA
"62","2020-06-25 16:06:07-03","FUVATES","HVAT","5098","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","E. Freitas","1130","2016","12","21",NA,"Brasil","Rio Grande do Sul","Areal do Trevo, perto da RS 377.",NA,NA,"Subarbusto.; Campo de solo seco e arenoso, perto do areal.","HVAT00005098",NA,NA,"E. Freitas","Manoel Viana","Less.",NA,NA,NA,"2017","03","08","-55.369722","-29.593056",NA,NA,"-55º22'11''W","-29º35'35''S",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1667004","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","L. Riedel","703","1826","11",NA,"South America","Brazil",NA,"In camsis sicis gramuinoso pr. Campnam [interpreted]",NA,NA,NA,"US01621232",NA,"Asterales",NA,NA,"Less.","US01621232_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","2978785","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Universidad Nacional de Asuncion","3018",NA,NA,NA,"South America","Paraguay","Cordillera","Caacupe (Departamento de Cordilleras)",NA,NA,NA,"US01621229",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","3276957","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","S. Tressens, M. Beccaceci & R. Vanni","4266","1992","12","6","South America","Argentina","Corrientes","Dep, San Miguel. Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12 Potrero Tres Marias",NA,NA,NA,"US01621228",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","2928295","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","A. E. Burkart & et al.","31143","1974","12","15","South America","Argentina","Corrientes","Dpto. Paso de los Libres, Paso de los libres",NA,NA,NA,"US01621231",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","2892469","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","T. Pederson","7512","1965","11","30","South America","Argentina","Corrientes","Dep, General Paz, Prov. Corrientes",NA,NA,NA,"US01621234",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","1193923","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","E. Hassler","12421","1913",NA,NA,"South America","Paraguay",NA,"Paraguaria Centralis: in regione lacus Ypacaray",NA,NA,NA,"US01621235",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","3276967","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","A. Krapovickas & C. L. Cristóbal","44204","1992","12","7","South America","Paraguay","Boqueron","Parque Valle Natural, 25 km S de Filadelfia",NA,NA,NA,"US01621227",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","2888843","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","S. A. Renvoize, M. Wilmot-Dear & N. Tur","3673",NA,NA,NA,"South America","Argentina",NA,"Sant Roas, Estancia Millan",NA,NA,NA,"US01621225",NA,"Asterales",NA,NA,"Less.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","2604210","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Del Puerto","5387","1965","10","22","South America","Uruguay","Salto","Correspinde a muestra",NA,NA,NA,"US01621226",NA,"Asterales",NA,NA,"Less.","US01621226_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","3075751","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","E. Bordas & G. Schmeda","4270","1987","2","3","South America","Paraguay","Cordillera","Estancia Dona Laz, del San Baice",NA,NA,NA,"US01621230",NA,"Asterales",NA,NA,"Less.","US01621230_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","2170051","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","T. M. Petersen","1383","1951","12","11","South America","Argentina","Corrientes","Estancia, Santa Teresa. Dep. Mburucuya. Prov. Corrientas",NA,NA,NA,"US01621233",NA,"Asterales",NA,NA,"Less.","US01621233_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2019-09-04 18:51:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","F. Sellow","3266",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"75","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Balansa, B","726a",NA,NA,NA,"Southern America","Paraguay",NA,"Habitat in Paraguay in pascuis ad Inbalobi prope Paraguari",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Arechavaleta, J","4156",NA,NA,NA,"Southern America","Uruguay",NA,"prope Montevideo ad ripas fluminis Rio Negro etc",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Gibert, JE","244",NA,NA,NA,"Southern America","Uruguay","Montevideo","prope Montevideo ad ripas fluminis Rio Negro etc",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 16:26:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Balansa, B","726",NA,NA,NA,"Southern America","Paraguay","Caaguazu",NA,NA,NA,"In campis ad Caaguazu.; HABITAT: In campis ad Caaguazu.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sello, HL","3266",NA,NA,NA,"Southern America","Uruguay",NA,"Prope Montevideo.",NA,NA,"Ad ripas fluminis Rio Negro.; HABITAT: Ad ripas fluminis Rio Negro.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Baird, J","s.n.",NA,NA,NA,NA,"?",NA,"ad ripas arenosas fluminis Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sello, HL","3266",NA,NA,NA,"Southern America","Uruguay",NA,"prope Montevideo ad ripas fluminis Rio Negro etc",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Arechavaleta, J","4156",NA,NA,NA,"Southern America","Uruguay","Montevideo","Prope Montevideo.",NA,NA,"Ad ripas fluminis Rio Negro.; HABITAT: Ad ripas fluminis Rio Negro.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sello, HL","3267",NA,NA,NA,"Southern America","Uruguay",NA,"prope Montevideo ad ripas fluminis Rio Negro etc",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Tweedie, J","s.n.",NA,NA,NA,NA,"?",NA,"ad ripas arenosas fluminis Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Lorentz, PG","s.n.",NA,NA,NA,NA,"?",NA,"in Argentinae prov. Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Argentina",NA,"in Argentinae prov. Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Argentina","Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Baird, J","s.n.",NA,NA,NA,"Southern America","Uruguay",NA,"ad ripas arenosas fluminis Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Tweedie, J","s.n.",NA,NA,NA,"Southern America","Uruguay",NA,"ad ripas arenosas fluminis Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Tweedie, J","s.n.",NA,NA,NA,"Southern America","Uruguay","Montevideo",NA,NA,NA,"Ad ripas arenosas fluminis Uruguay.; HABITAT: Ad ripas arenosas fluminis Uruguay.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sello, HL","3267",NA,NA,NA,"Southern America","Uruguay",NA,"Prope Montevideo.",NA,NA,"Ad ripas fluminis Rio Negro.; HABITAT: Ad ripas fluminis Rio Negro.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Gibert, JE","244",NA,NA,NA,"Southern America","Uruguay","Montevideo","Prope Montevideo.",NA,NA,"Ad ripas fluminis Rio Negro.; HABITAT: Ad ripas fluminis Rio Negro.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Baird, J","s.n.",NA,NA,NA,"Southern America","Uruguay","Montevideo",NA,NA,NA,"Ad ripas arenosas fluminis Uruguay.; HABITAT: Ad ripas arenosas fluminis Uruguay.",NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Balansa, B","726",NA,NA,NA,NA,"?",NA,"in campis ad Caaguazu",NA,NA,NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:38:40-03","UFRGS","ICN","106594","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Sobral, M","7700",NA,NA,NA,"América do Sul","Brasil","RS","Pedra do Segredo",NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"Dicotyledon",NA,"Mondin, C","Caçapava do Sul","Less.",NA,NA,NA,NA,NA,NA,"-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:38:40-03","UFRGS","ICN","110311","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hagelund, K","1411",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol",NA,NA,"Doação de Karner Hagelund.",NA,"Dicotyledon",NA,"FIER, Seg","Giruá","Less.",NA,NA,NA,NA,NA,NA,"-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:38:40-03","UFRGS","ICN","155262","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Freitas, E","511","2008","04","19","América do Sul","Brasil","RS","RST 377 Km 351",NA,NA,"Subarbusto; Capítulos brancos; Campo seco de solo arenoso",NA,"Dicotyledon",NA,"Schneider, AA","Manoel Viana","Less.",NA,NA,NA,NA,NA,NA,"-55.4827995300293","-29.5891990661621","43920","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:38:40-03","UFRGS","ICN","185314","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Schaefer, J; Essi, L","226","2014","11","19","América do Sul","Brasil","RS","morro adjacente ao Morro Pedra do Lagarto",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Santa Maria","Less.",NA,NA,NA,NA,NA,NA,"-53.8069000244141","-29.6842002868652","37819","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:38:40-03","UFRGS","ICN","110308","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hagelund, K","10169 (D)","1975","12","24","América do Sul","Brasil","RS","Granja Piratini",NA,NA,"Doação de Karner Hagelund.",NA,"Dicotyledon",NA,"FIER, Seg","Santo Ângelo","Less.",NA,NA,NA,NA,NA,NA,"-54.2630996704102","-28.2992000579834","25915","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:38:40-03","UFRGS","ICN","177784","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Borges, RAX; et al.","1261","2013","12","19","América do Sul","Brasil","RS","Serra do Caverá, propriedade de Osmar",NA,NA,"Subarbusto ereto, pappus alvo.; Cerro com encostas rochosas em campo pastejado e com ocorrência de fogo, dominado por subarbustos.",NA,"Dicotyledon",NA,"Schaefer, J","Alegrete","Less.",NA,NA,NA,"2018","11","05","-55.138333","-30.230278",NA,NA,"-55.138333","-30.230278",NA,NA,NA,NA,NA
"101","2021-02-08 12:38:40-03","UFRGS","ICN","177860","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Borges, RAX; et al.","1333","2013","12","20","América do Sul","Brasil","RS","Palmar do Coatepe",NA,NA,"Subarbusto, pappus alvo.; Butiazal sobre campos e areais, com cerros formados por afloramentos rochosos.",NA,"Dicotyledon",NA,"Schaefer, J","Quaraí","Less.",NA,NA,NA,"2018","11","05","-56.178333","-30.4075",NA,NA,"-56.178333","-30.4075","193","193",NA,NA,NA
"102","2021-02-08 12:38:40-03","UFRGS","ICN","110312","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hagelund, K","3019",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol",NA,NA,"Doação de Karner Hagelund.",NA,"Dicotyledon",NA,"J.A.; Seg. FIER","Giruá","Less.",NA,NA,NA,NA,NA,NA,"-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:38:40-03","UFRGS","ICN","110310","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hagelund, K","1496",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol",NA,NA,"Doação de Karner Hagelund.",NA,"Dicotyledon",NA,"FIER, Seg","Giruá","Less.",NA,NA,NA,NA,NA,NA,"-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:38:40-03","UFRGS","ICN","110309","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hagelund, K","2097",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol",NA,NA,"Doação de Karner Hagelund.",NA,"Dicotyledon",NA,"J.A.; Seg. FIER","Giruá","Less.",NA,NA,NA,NA,NA,NA,"-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:38:40-03","UFRGS","ICN","200121","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Schaefer, J; Furquim, FF","JS654","2017","12",NA,"América do Sul","Brasil","RS",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Schaefer, J","Santiago","Less.",NA,NA,NA,"2017","12",NA,"-54.8671989440918","-29.1916999816895","56006","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","20063","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Bueno, O.","4114","1985","03",NA,NA,"Brasil","Rio Grande do Sul","Pedra do Segredo,",NA,NA,"erva; Ereta com ca. de 70 cm de altura, flores brancas e estames amarelo-forte, pouco numerosa e dispersa.","HAS0020063","Magnoliophyta",NA,NA,"Caçapava do Sul","Less.",NA,NA,NA,NA,NA,NA,"-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA
