"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","class"
"54","2021-03-01 16:36:19-03","UNICAMP","UEC","133724","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Urbanetz, C; Mariuza; Domingos; Lelo","255","2003","12","15",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Beira do Tanque 8.","-47.916667","-24.883333",NA,"Arvoreta de 4m.","UEC077681",NA,"30",NA,NA,NA,NA,NA,"-47.916667","-24.883333","155",NA,NA,NA
"55","2021-03-01 16:36:19-03","UNICAMP","UEC","133732","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Urbanetz, C; Mariuza; Domingos; Lelo","255","2003","12","15",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Beira do Tanque 8.","-47.916667","-24.883333",NA,"Arvoreta de 4m.","UEC077679","UEC077679","30",NA,NA,NA,NA,NA,"-47.916667","-24.883333","155",NA,NA,NA
"56","2021-03-01 16:36:19-03","UNICAMP","UEC","170975","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sanchez, M","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1192","1997","01","12",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo à trilha do corrisco.","-44.835","-23.336667",NA,"Árvore 150 com 13m de altura, com flores.; Mata Atlântica de Encosta.","UEC059016","UEC059016","120",NA,NA,NA,NA,NA,"-44.835","-23.336667","120",NA,NA,NA
"57","2021-03-01 16:36:19-03","UNICAMP","UEC","188997","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Mazine, FF","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","274","2015","02","11",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.985278","-24.071944",NA,"Árvore, 7 m de altura e 3,3 cm de DAP; Floresta Ombrófila Densa","UEC119536","UEC119536","800","2015",NA,NA,NA,NA,"-47.985278","-24.071944","800",NA,NA,NA
"58","2021-03-01 16:36:19-03","UNICAMP","UEC","84397","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, L","Sanchez, M; Pedroni, F","709","1997","01","15",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, margens do Rio da Fazenda altitude 100m","-44.8","-23.366667",NA,"Árvore s/núm. com 6m de altura, com flores.; Mata Atlâncica de Encosta.","UEC089087","UEC089087",NA,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA
"59","2021-03-01 16:36:19-03","UNICAMP","UEC","95889","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, ML","Ivanauskas, NM; Gomes, A; Dias Filho, S","781","1996","04","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333",NA,"Árvore de 5m. Frutos.; Mata Atlântica","UEC042963","UEC042963",NA,"1996",NA,NA,"10","08","-47.885","-24.608333",NA,NA,NA,NA
"60","2021-03-01 16:36:19-03","UNICAMP","UEC","11774","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Hatschbach, G","14447","1966","05","26",NA,"Brazil","Paraná","Ipiranga","Rio Ipiranga","-50.5842018127441","-25.0238990783691",NA,"Arvoreta, 6m, fruto cinza azulado; mta pluvial.",NA,NA,NA,"1990","31827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:36:19-03","UNICAMP","UEC","41835","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Hatschbach, G","23379","1970","01","20",NA,"Brazil","Paraná","Piraquara","Morro Coroado","-49.0633010864258","-25.4416999816895",NA,"Arvoreta 5m, flor alva, mata pluvial.",NA,NA,NA,"1990","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:36:19-03","UNICAMP","UEC","21289","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Leitão Filho, HF; et al.","10828","1979","12","11",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Árvore cerca de 10m. Flores brancas. No interior da mata.","UEC105727","UEC105727",NA,"1990","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:36:19-03","UNICAMP","UEC","90642","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Ferretti, AR; Souza, VC; Vanini, A; Rodrigues, RR; Nave, AG; Peneireiro, FM; et al.","152",NA,NA,NA,NA,"Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar, Morro da Marlene - Trilha em direção ao campo de altitude.","-44.9599990844727","-23.0699996948242",NA,"Árvore.; Floresta Ombrófila Densa - Floresta Secundária",NA,NA,NA,"2003","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:19-03","UNICAMP","UEC","072726","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1036","1995","01","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do IAC","-47.8800010681152","-24.7099990844727",NA,"Árvore ca. 5 m altura, flores branco-amareladas.; Floresta alta.","UEC020427","UEC020427",NA,"2005","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:21:07-03","UNICAMP","UEC","138183","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Costa, IR; Andrade, MAR","512","2003","12","13",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"UEC042967","UEC042967",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-06 09:56:39-03","UFOP","OUPR","1435","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Dias, S.","s.n.","1994",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arvoreta. Flores brancas. Mata.",NA,NA,NA,"2010","44599","auto","04",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-04 13:19:27-03","UDESC","LUSC","5465","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"N. M. Ivanauskas; A.Gomes","1051","1996","01","09",NA,"Brasil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.8800010681152","-24.7099990844727",NA,";;Imaturo;verdes. Habito: árvore","LUSC083438",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-26 10:43:28-03","UDESC","LUSC","6456","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Ivanauskas, Natália M.","N. M. Ivanauskas; A.Gomes, S.Dias Filho","1096","1996","03","26",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.8800010681152","-24.7099990844727",NA,"Floresta Atlântica;;;.","LUSC006924","LUSC006924",NA,"2003","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-04 13:19:27-03","UDESC","LUSC","5448","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"N.V.Ivanauskas; A.Gomes","1050","1996","01","09",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.8800010681152","-24.7099990844727",NA,"Floresta Atlântica;;;.","LUSC007107","LUSC007107",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-04 13:19:27-03","UDESC","LUSC","5466","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"N. M. Ivanauskas","1122","1995","10",NA,NA,"Brasil","São Paulo","Pariquera-Açu","Estação experimental do Istituto Agrônomico.","-47.8800010681152","-24.7099990844727",NA,"Floresta Atlântica;;;.","LUSC007077","LUSC007077",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-04 13:19:27-03","UDESC","LUSC","5469","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Pedro L. R. de Moraes","576","1991","12","18",NA,"Brasil","São Paulo","São Miguel Arcanjo","P.E.C. Botelho.","-47.9900016784668","-23.8700008392334",NA,";flores brancas;;. Habitat: mata atlântica Habito: árvore","LUSC007112","LUSC007112","700",NA,"27904","auto",NA,NA,NA,NA,"700",NA,NA,NA
"72","2020-12-04 13:19:27-03","UDESC","LUSC","5467","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Duarte, A.R.","517",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela Permanente- Parque Estadual de Carlos Botelho. Floresta.","-47.9199981689453","-24.3799991607666",NA,"Floresta Ombrófila Densa Submontana;;;.","LUSC007116","LUSC007116","350",NA,"34059","auto",NA,NA,NA,NA,"350",NA,NA,NA
"73","2020-12-04 13:19:27-03","UDESC","LUSC","7977","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Souza, V.C.; et al.","30134",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,"LUSC006934","LUSC006934",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:03:22-03","FURB","FURB","18901","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Dreveck, S.; Carneiro, F.E.","1574","2009","12","15",NA,"Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925",NA,"Florística IFFSC 1048 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta; flor botão floral verde","FURB32277","FURB32277","27","2010",NA,NA,"01","25","-49.0477777","-26.1925000","27",NA,NA,NA
"75","2019-11-08 08:53:48-03","FURB","FURB","18987","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","927","2009","12","10",NA,"Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925",NA,NA,"FURB32278","FURB32278","576","2010",NA,NA,"01","25","-49.0477777","-26.1925000","576",NA,NA,NA
"76","2019-11-08 08:53:48-03","FURB","FURB","23086","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Oliveira, AA de","Lopes, C.P.",NA,"2010","02","05",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.1505556","-26.2836111",NA,NA,"FURB32272","FURB32272",NA,"2010",NA,NA,"09","30","-49.1505556","-26.2836111",NA,NA,NA,NA
"77","2019-11-08 08:53:48-03","FURB","FURB","28451","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Cadorin, T.J.","1943","2010","03","10",NA,"Brasil","Santa Catarina","Garuva","Arredores do Hotel Recanto du Carmo.","-48.8580556","-26.0347222",NA,"Coleta Extra IFFSC","FURB32273","FURB32273",NA,"2010",NA,NA,"05","15","-48.8580556","-26.0347222",NA,NA,NA,NA
"78","2019-11-08 08:53:48-03","FURB","FURB","9824","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Marchesini, G.B.","101","2000","04","07",NA,"Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,"FURB32276","FURB32276",NA,"2009","37150","auto","07","17",NA,NA,NA,NA,NA,NA
"79","2019-11-08 08:53:48-03","FURB","FURB","6253","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Silveira, F.S.C.; Sobral, M.","384","2004","06","24",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"FURB32274","FURB32274","900","2005","37150","auto","04","30",NA,NA,"900",NA,NA,NA
"80","2019-11-08 08:53:48-03","FURB","FURB","3092","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M","Vieira, F.C.S.",NA,"2004","01","03",NA,"Brasil","Santa Catarina","Joinville","Morro do Finder.","-48.8456001281738","-26.3043994903564",NA,NA,"FURB02454","FURB02454","100","2004","37150","auto","10","30",NA,NA,"100",NA,NA,NA
"81","2020-10-14 10:03:22-03","FURB","FURB","2854","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Aguiar, OT","Dias, A.C.",NA,"1985","01","04",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,"Casca rugosa, folhas coriáceas.","FURB32275","FURB32275",NA,"1985","34059","auto","07","01",NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:40:15-03","UTFPR","HCF","27728","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","R.R. Völtz","R.R. Völtz","1691","2018","03","09",NA,"Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.294722","-25.157222",NA,"arvoreta 5 m alt. frutos verde-acinzentado. Interior de floresta de encosta.",NA,NA,"240","2018",NA,NA,"08","13","48°17'41 W","25°09'26 S","240",NA,NA,NA
"83","2020-06-29 09:31:29-03","UFRRJ","RBR","4655","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","M.C. Souza","M.M.S. Conde","477","1996","05","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada Barrelão-Reunião. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00004655","RBR00004655",NA,"2006","25743","auto","10","09",NA,NA,NA,NA,NA,NA
"84","2020-06-29 09:31:29-03","UFRRJ","RBR","4640","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","M.C. Souza","L.S. Sylvestre","1108","1994","12","04",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada entre Barrelão e Reunião. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00004640","RBR00004640",NA,"2006","25743","auto","10","09",NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:31:29-03","UFRRJ","RBR","4627","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","M.C. Souza","S.J. Silva-Neto","13","1992","01","04",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Caminho de Reunião á Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00004627","RBR00004627",NA,"2006","25743","auto","10","09",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:36:34-03","MBM","MBM","20879","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","29299","1972","03","10","Southern America","Brazil","Paraná","Guaratuba","Rio Tupitinga","-48.5746994018555","-25.8827991485596",NA,NA,"MBM020879","MBM020879",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:36:34-03","MBM","MBM","4899","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","17903","1967","11","21","Southern America","Brazil","Paraná","Paranaguá","Picadão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,"MBM004899","MBM004899",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:36:34-03","MBM","MBM","265401","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Ribas, O.S.","Tessmann, G.","3760","1949","01","11","Southern America","Brazil","Paraná","Piraquara","Serra do Mar","-49.0633010864258","-25.4416999816895",NA,NA,"MBM265401","MBM265401",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:36:34-03","MBM","MBM","82352","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","46260","1983","04","06","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,"MBM082352",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:36:34-03","MBM","MBM","267669","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4625","2002","04","06","Southern America","Brazil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,"MBM267669","MBM267669",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:36:34-03","MBM","MBM","183207","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, M.L.","Moraes, P.L.R. de","1040","1994","08","07","Southern America","Brazil","São Paulo","São Miguel Arcanjo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"MBM183207","MBM183207",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:36:34-03","MBM","MBM","227987","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, M.L.","Dombrowski, L.T.; et al.; et al.","10975","1979","12","13","Southern America","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM227987","MBM227987",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:36:34-03","MBM","MBM","330","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","13060","1965","10","29","Southern America","Brazil","Paraná","Campina Grande do Sul","Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,"MBM000330","MBM000330",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:36:34-03","MBM","MBM","4181","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","18148","1967","12","15","Southern America","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,"MBM004181","MBM004181",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:36:34-03","MBM","MBM","237159","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Hatschbach, G.","Soares, A.; et al.; et al.","92","1997","09","03","Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"MBM237159","MBM237159",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:36:34-03","MBM","MBM","86793","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.; Callejas, R.; Callejas, R.","47177",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"MBM086793","MBM086793",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:36:34-03","MBM","MBM","47428","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","10838","1964","01","12","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Estrada dos Jesuítas","-48.834400177002","-25.476900100708",NA,NA,"MBM047428","MBM047428",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:36:34-03","MBM","MBM","102627","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","121","1985","08","21","Southern America","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"MBM102627","MBM102627",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:36:34-03","MBM","MBM","4856","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","17968","1967","11","24","Southern America","Brazil","Paraná","Paranaguá","Morro Ai Jesus","-48.5092010498047","-25.5200004577637",NA,NA,"MBM004856","MBM004856",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:36:34-03","MBM","MBM","135984","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","A.C.; Sobral, M.; et al.; Sobral, M.; et al.","3088","1990","04","26","Southern America","Brazil","Paraná","Quatro Barras","Estrada da Graciosa","-49.0769004821777","-25.3656005859375",NA,NA,"MBM135984","MBM135984",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:36:34-03","MBM","MBM","121005","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","492","1988","04","12","Southern America","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM121005","MBM121005",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:36:34-03","MBM","MBM","228060","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Shanke, F.","45","1988","07","15","Southern America","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"MBM228060","MBM228060",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:36:34-03","MBM","MBM","215902","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Barros, F. de","798","1983","03","26","Southern America","Brazil","São Paulo","Juquitiba","Juquitiba","-47.060001373291","-23.9300003051758",NA,NA,"MBM215902","MBM215902",NA,NA,"24559","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:36:34-03","MBM","MBM","241626","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, M.L.","Barnacci, L.C.; et al.; et al.","1036","1995","01","10","Southern America","Brazil","São Paulo","Pariquera-Açu","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"MBM241626","MBM241626",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:36:34-03","MBM","MBM","189477","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Moraes, P.L.R. de","Moraes, P.L.R. de","1193","1995","03","02","Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Betelho","-47.9900016784668","-23.8700008392334",NA,NA,"MBM189477","MBM189477",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:36:34-03","MBM","MBM","317712","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Aguiar, O.T.","Dias, A.C.","116","1987","12","16","Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"MBM317712","MBM317712",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:36:34-03","MBM","MBM","414024","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1691","2018","03","09","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.294722","-25.157222",NA,"Arvoreta 5 m alt.; frutos verde-acinzentado.; Floresta Ombrófila Densa Submontana; interior de floresta de encosta.","MBM414024",NA,"240","2018",NA,NA,"08","13","-48.294722","-25.157222","240",NA,NA,NA
"108","2020-12-21 16:36:34-03","MBM","MBM","74181","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Sobral, M.","Hatschbach, G.","44881","1982","04","23","Southern America","Brazil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,"MBM074181","MBM074181",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
