"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1414229","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. Medeiros","725","2010","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1557553' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414229","Magnoliophyta","Rosales","L.f.",NA,"Acre","Bacia do Purus, Rio Chandless, Parque Estadual Chandless, descendo o rio a partir da sede do parque.","-70.07381","-9.53147","NY01414229_01","Manoel Urbano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2172612","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","C. A. Cid Ferreira","331","1979","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326603' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172612","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Rio Uatumã, margem direita do rio, área da cachoeira da Balbina","-58.7269878","-2.3065914","NY02172612_01","Itapiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","869494","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","M. F. F. da Silva","1103","1983","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869494","Magnoliophyta","Rosales","L.f.","C. C. Berg","Maranhão","Br 010, Transamazônica à 35km da cidade de Carolina, lugarejo Pedra Caida.","-47.4692","-7.3331","NY00869494_01","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2172644","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","J. G. Kuhlmann","758","1923","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326655' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172644","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Itu, rio Acre",NA,NA,"NY02172644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","869497","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","R. R. de Santos","R1500","1968","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869497","Magnoliophyta","Rosales","L.f.",NA,"Mato Grosso","4 km W of the Base Camp of the Expedition. (c. 270 km N of Xavantina)","-51.87","-12.9","NY00869497_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2172611","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","G. T. Prance","23982","1976","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326602' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172611","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Estirão do Equador, Rio Javari.","-71.5508","-4.5258","NY02172611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2172616","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","C. C. Berg","19720","1973","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326608' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172616","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Paraná do Autaz-Mirim, Fazenda de Sta. Rosa.","-59.4271141","-3.2593776","NY02172616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","865344","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","M. Silveira","528","1993","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865344","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Bacia do Rio Juruá, margem esquerda, Reserva Extrativista do Alto Juruá, colocaçao Belfort.","-72.68","-9.18","NY00865344_01","Marechal Thaumaturgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02852556","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","D. da Silva Costa","114","2013","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2710903' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852556","Magnoliophyta","Rosales","L.f.","Determiner unspecified","Acre","Bacia do Rio Juruá. Rio Moa, volta da Aurora e Rio Japim.","-72.902736","-7.560494","NY02852556_01","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","869489","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. S. Irwin","17701","1966","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869489","Magnoliophyta","Rosales","L.f.","C. C. Berg","Goiás","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.87","-16.47","NY00869489_01","Piranhas","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2172634","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. L. Stannard","763","1987","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326638' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172634","Magnoliophyta","Rosales","L.f.",NA,"Roraima","Reserva Ecológica de Maracá. Ilha de Maracá: margens do rio, próximo à cachoeira.","-61.83","3.58","NY02172634_01","Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2172608","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","M. H. Nee","34505","1987","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326599' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172608","Magnoliophyta","Rosales","L.f.",NA,"Rondônia","Near Rio Cautarinho along hwy Br. 429","-63.45","-12.07","NY02172608_01","Costa Marques","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2172632","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","A. Vicentini","1226","1997","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326636' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172632","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Tinga.",NA,NA,"NY02172632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02736376","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","D. C. Daly","11782","2003","05","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171512' target='other'> <mi>dwc_moreinfo</mi></a>","NY02736376","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Basin of Rio Juruá, Rio Juruá-Mirim, left bank, near Extrema.","-72.9492","-8.195","NY02736376_01","Porto Walter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2172609","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. A. Krukoff","5005","1933","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326600' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172609","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Basin of Rio Jurua: near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.25","-7.5","NY02172609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","573543","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","D. C. Daly","10149","1999","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573543","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Rio Chandless, tributary of Rio Purus, right bank, Canamari.","-69.9439","-9.3831","NY00573543_01","Santa Rosa do Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","790829","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","L. Riedel","382",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790829","Magnoliophyta","Rosales","L.f.","J. E. Simonis",NA,"Brasilia",NA,NA,"NY00790829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 14:56:00-03","NY","NYBG","790832","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. Mostacedo C.","142","1991","05","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790832","Magnoliophyta","Rosales",NA,"C. C. Berg","Santa Cruz","Perseverancia. Vecindad del Rio Negro, tributario del Rio Baures, a 75 km sur del limite del Dpto de Beni y 150 km oeste del Rio Paragua","-62.62","-14.63",NA,"Ñuflo de Chávez","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","865342","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","G. T. Prance","12083","1971","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865342","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Rio Moa between Republica and Serra da Moa.","-73.57","-7.48","NY00865342_01","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2172639","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","R. Spruce","2216","1852","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326650' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172639","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Prope San [São] Gabriel da Cachoeira, ad Rio Negro, Brasiliae borealis.",NA,NA,"NY02172639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1416310","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. Medeiros","393","2010","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416310","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Rio Iquiri, 30 min acima e uma hora descendo da ponte do Rio Iquiry, BR 364, Km 28.","-67.54525","-10.0831","NY01416310_01","Senador Guiomard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","865339","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. A. Krukoff","5320",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865339","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY00865339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","869478","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","L. A. de Lima","590","1994","04","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869478","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Rio Macaua, Reserva Extrativista do Macaua, Seringal Capital, Colocaçao Extrema","-68.9","-9.4","NY00869478_01","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","869483","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. S. Irwin","17196","1966","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869483","Magnoliophyta","Rosales","L.f.","C. C. Berg","Mato Grosso","Ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.28","NY00869483_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","330772","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","M. de Pardo","98","1995","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330772","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Município de Bujarí. Riozinho do Andirá, afluente de Rio.","-68.0107999","-9.6413745","NY00330772_01","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2172627","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","J. M. Pires","48843","1960","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326624' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172627","Magnoliophyta","Rosales","L.f.",NA,"Amapá","Rio Oiapoque. Occuring on slopes of Mt. Carupina.","-51.62","3.55","NY02172627_01",NA,"100","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","755684","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","C. Ehringhaus","1017","1999","06","02","South America","Brazil","sheet",NA,"#arvore: E836 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=909137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755684","Magnoliophyta","Rosales","L.f.",NA,"Acre","Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa.","-68.3030556","-10.5644444","NY00755684_01","Xapuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2172613","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. A. Krukoff","4997","1933","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326604' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172613","Magnoliophyta","Rosales","L.f.",NA,"Amazonas","Basio of Rio Jurua; near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.25","-7.5","NY02172613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-12-15 15:00:00-02","NY","NYBG","01158112","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","B. C. Bennett","4570","1990","08","18","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01158112","Magnoliophyta","Rosales",NA,"C. C. Berg","Napo","Campo Cacha Road, N side of Puerto Napo. 300m W of Jatun Sacha Biological Station.","-77.6","-1.07",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","869496","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","A. P. Duarte","5712","1961","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869496","Magnoliophyta","Rosales","L.f.","C. C. Berg","Minas Gerais","Fazenda de Chupador.","-46.9058","-16.3578","NY00869496_01","Unaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02736331","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. Medeiros","1885","2015","06","09","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3269113' target='other'> <mi>dwc_moreinfo</mi></a>","NY02736331","Magnoliophyta","Rosales","L.f.",NA,"Rondônia","Reserva Biológica do Jaru. Rio Machado, descendo o rio após a base de fiscalização do ICMBio.","-61.99386","-10.01106","NY02736331_01","Ji-Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","869493","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","N. A. Rosa","2015","1977","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869493","Magnoliophyta","Rosales","L.f.","C. C. Berg","Mato Grosso","Rio Juruena, margem esquerda da Cachoeira das Furnas. ponto (SC,21-VB)",NA,NA,"NY00869493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","573538","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","D. C. Daly","10137","1999","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573538","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Rio Chandless, tributary of Rio Purus, right bank, Canamari.","-69.9439","-9.3831","NY00573538_01","Santa Rosa do Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","865340","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","D. C. Daly","7950","1993","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865340","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12","NY00865340_01","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1416365","PreservedSpecimen","Plantae","Moraceae","Ficus","trigona","Ficus trigona","H. Medeiros","601","2010","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416365","Magnoliophyta","Rosales","L.f.","C. C. Berg","Acre","Seringal Cachoeira, BR 317, ramal Cachoeira 16km ao longo do ramal.","-68.2317","-10.9303",NA,"Xapuri","258","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
