"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"51","2019-02-15 11:35:32-02","IPA","IPA","9371","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Pickel, B.","Haas, J.","1941","01","09","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0009371",NA,NA,NA,NA,"Chácara dos Morrinhos, na água corrente.","Cultivada.","s.n.","Southern America",NA,NA,"Plantae",NA,"53584","auto",NA,NA,NA,NA,NA
"52","2019-02-15 11:35:32-02","IPA","IPA","54388","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Lima, V.C.","Farias, E.T.N.","1992","11","04","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0054388",NA,"1994","05","09","Rua Elias Gomes, 200, Pina.","Cultivado.","s.n.","Southern America",NA,NA,"Plantae",NA,"18865","auto",NA,NA,NA,NA,NA
"53","2019-02-15 11:35:32-02","IPA","IPA","49956","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Lemos, J.R.","Suzene Silva","1985","08","24","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0049956",NA,"1999","11",NA,"Vasco da Gama",NA,"s.n.","Southern America",NA,NA,"Plantae",NA,"18865","auto",NA,NA,NA,NA,NA
"54","2019-02-15 11:35:32-02","IPA","IPA","58947","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Silva, A.","Silva, A.","2000","01","23","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"IPA0058947",NA,"2000","06","25","Usina São José",NA,"s.n.","Southern America",NA,NA,"Plantae",NA,"24709","auto",NA,NA,NA,NA,NA
"55","2019-02-15 11:35:32-02","IPA","IPA","59238","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Lima, V.C.","Costa, Mª do CCD","1999","04","20","Brasil","Pernambuco","Rio Formoso","-35.1585998535156","-8.66361045837402",NA,NA,NA,NA,"IPA0059238",NA,NA,NA,NA,"Rua da Pista s.n.","Utilizado como expectorante em estados gripais e como alimento em saladas.","s.n.","Southern America",NA,NA,"Plantae",NA,"21734","auto",NA,NA,NA,NA,NA
"56","2019-08-27 13:28:17-03","IAP","PACA-AGP","117703","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,NA,NA,NA,NA,"Brasil","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA117703",NA,NA,NA,NA,"FLONA de Canela",NA,NA,NA,NA,NA,"Magnoliophyta","Capparales","16452","auto","Magnoliatae",NA,NA,NA,NA
"57","2019-08-27 13:28:17-03","IAP","PACA-AGP","5334","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Pöther","Pöther",NA,NA,NA,"Alemanha",NA,NA,NA,NA,NA,NA,NA,NA,"PACA005334",NA,NA,NA,NA,NA,"Sammlung",NA,NA,NA,NA,"Magnoliophyta","Capparales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"58","2019-08-27 13:28:17-03","IAP","PACA-AGP","6060","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Pöther","Pöther",NA,NA,NA,"Alemanha",NA,NA,NA,NA,NA,NA,NA,NA,"PACA006060",NA,NA,NA,NA,NA,"Sammlung",NA,NA,NA,NA,"Magnoliophyta","Capparales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"59","2020-12-20 21:16:43-03","UFV","VIC","2161","PreservedSpecimen","Plantae","Cruciferaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Coons, M.P.","Kuhlmann, J.G.","1935","05","16","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC002161","VIC002161","1976","02","15","E. S. A. V.",NA,"s.n.",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066908","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W. T. Aiton","W. Medina","E. I. Meza Torres; W. A. Medina, H. Sato, A. J. Vega","2010","9","17","Argentina","Jujuy",NA,"-65.48361","-24.12889",NA,NA,"1752",NA,NA,NA,NA,NA,NA,"Dr. Manuel Belgrano. Parque Provincial Potrero de Yala.","Creciendo sobre un pequeño curso de agua, flores blancas.","1372",NA,NA,NA,"Magnoliophyta","Brassicales",NA,NA,NA,NA,NA,NA,NA
"61","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037815","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W. T. Aiton","A. Schinini","G. Seijo; M. Dematteis","1997","9","17","Argentina","Tucuman",NA,"-65.402168","-27.056055",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dep. Famaillá. R.P. 301 y río Caspichango. 9 Km N de Famaillá.","Flores blancas.","1054",NA,NA,NA,"Magnoliophyta","Brassicales",NA,NA,NA,NA,NA,NA,NA
"62","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037816","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W. T. Aiton","A. Salywon","G. Seijo","1999","1","29","Argentina","Neuquen",NA,"-71.15","-37.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dep. Minas. Paso de Buta Mallin, en mallin proximo al Rio Lileo, subiendo laa ladera Norte","Flor blanca","1634",NA,NA,NA,"Magnoliophyta","Brassicales",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:32:40-03","UFJF","CESJ","19793","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"L. Krieger","1983","07","19","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ019793",NA,NA,NA,NA,NA,"erva","CESJ19793","América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA
"64","2019-11-21 14:32:40-03","UFJF","CESJ","19267","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","L. Krieger","L. Krieger","1982","09",NA,"Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ019267",NA,NA,NA,NA,NA,NA,"CESJ19267","América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA
"65","2019-11-21 14:32:40-03","UFJF","CESJ","10735","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"U.C. Câmara","1971","08","19","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"CESJ010735",NA,NA,NA,NA,"Minas Gerais","N.V.: Agrião.Obs.:Erva asselvajada (Europa). Lugares úmidos, flores brancas.","s.n.","América do Sul",NA,NA,"Angiosperma",NA,"44599","auto",NA,NA,NA,NA,NA
"66","2019-11-19 14:05:21-03","UFRPE","PEUFR","49593","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","G. T. Soldati","G. T. Soldati; S. S. Siebert; T. S. Araújo; U. P. Albuquerque","2007","12","28","Brasil","Pernambuco","Águas Belas","-37.12305","-7.151667","37º07.383'W","07º9.1'S","375","375","PEUFR049593",NA,"2008","03","12","Aldeia Sede","Planta cultivada na Oficina de manipulação de Plantas Fulni-ô.","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-05 16:46:27-03","UFOP","OUPR","27984","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Messias, M.C.T.B.","Prado, A.C.; Rangel, E.B. & Messias, M.C.T.B.","2012","09","11","Brasil","Minas Gerais","Ouro Preto","-43.508056","-20.385556","-43.508056","-20.385556","1028","1028",NA,NA,NA,NA,NA,"São Bartolomeu, APA da Cachoeira das Andorinhas.","Erva. Cultivada.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-18 15:50:34-03","UFOP","OUPR","30540","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Messias, M.C.T.B.","Urriago, L.M.; Jardim, C.M.","2017","08","25","Brasil","Minas Gerais","Ouro Preto","-43.493611","-20.383889","-43.493611","-20.383889",NA,NA,NA,NA,"2017","08",NA,"Morro da Queimada","Subarbusto. Folhas verde claro. Cultivado","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-05 16:46:27-03","UFOP","OUPR","32838","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Messias, M.C.T.B.","Trindade, R.C. da","2019","07","01","Brasil","Minas Gerais","Mariana","-43.416111","-20.377778","-43.416111","-20.377778",NA,NA,NA,NA,"2019","07",NA,NA,"Planta de pequeno porte, folhas de cor verde-escura. Cultivada em quintal","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-05 16:46:27-03","UFOP","OUPR","6165","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Silva, J.L.",NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva. Aquática","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-05 16:46:27-03","UFOP","OUPR","8176","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"s.col.",NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terreno humído. Herva. Flor branca pallída","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-05 16:46:27-03","UFOP","OUPR","3280","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Badini, J.","Badini, J.","1940",NA,NA,"Brasil","Minas Gerais","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"1940",NA,NA,NA,"Herva. Flor branca","s.n.",NA,NA,NA,NA,NA,"16960","auto",NA,NA,NA,NA,NA
"73","2019-11-05 16:46:27-03","UFOP","OUPR","21996","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Messias, M.C.T.B.","Roatt, B.","2004","06","11","Brasil","Minas Gerais","Candeias","-45.2764015197754","-20.7668991088867",NA,NA,NA,NA,NA,NA,"2012",NA,NA,"Córrego D'Areia.","Terrestre.","s.n.",NA,NA,NA,NA,NA,"24684","auto",NA,NA,NA,NA,NA
"74","2019-11-05 16:46:27-03","UFOP","OUPR","8753","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Queiroz, D.A.","Queiroz, D.A.","1999","11","20","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2000","03","01",NA,"Erva. Cultivado.","s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"75","2019-11-05 16:46:27-03","UFOP","OUPR","6388","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Messias, M.C.T.B.","Messias, M.C.T.B.","1996","10","07","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1996","10","07",NA,"Erva. Cultivado. Horto med. Progr. S. Ouro. Flor branca","s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"76","2019-11-05 16:46:27-03","UFOP","OUPR","3279","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Kassis, A.","Kassis, A.","1986","10",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1986","10",NA,NA,"Erva. Cultivada. flores brancas","s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"77","2019-11-05 16:46:27-03","UFOP","OUPR","2173","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Roschel, M.B.","s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1995","12","21",NA,"Erva. Cultivada","s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"78","2019-11-05 16:46:27-03","UFOP","OUPR","6368","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Carolino, R.O.G.","Messias, M.C.T.B.","1996","10","25","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1996","10","24","Horto medicinal da FEBEM","Erva rasteira. Terreno paludoso. Flores brancas","s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"79","2020-12-04 13:19:00-03","UDESC","LUSC","2203","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Santos, M.P. dos","Santos, M.P.","2008","10","18","Brasil","Santa Catarina","Monte Carlo","-50.9796981811523","-27.2227993011475",NA,NA,NA,NA,"LUSC000696","LUSC000696",NA,NA,NA,"Comunidade Linha Moraes.",NA,NA,NA,NA,NA,NA,NA,"15326","auto",NA,NA,NA,NA,NA
"80","2019-01-17 11:24:53-02","PUCRS","MPUC","3694","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","G.C. Hiltl",NA,"1975","08","28","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"1975","01","01","Morro Santana",NA,NA,"South America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsida",NA,NA,"1",NA
"81","2020-10-14 09:59:58-03","FURB","FURB","40393","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Tribess, B","Tribess, B.","2012","10","29","Brasil","Santa Catarina","Apiúna","-49.3372222","-27.0766667","-49.3372222","-27.0766667","174","174","FURB04111","FURB04111","2012","10",NA,"Neisse Central.",NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 09:59:58-03","FURB","FURB","49432","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Schwirkowski, P","Schwirkowski, P.","2015","11","28","Brasil","Santa Catarina","São Bento do Sul","-49.3836111","-26.2755556","-49.3836111","-26.2755556","830","830","FURB49432","FURB49432","2015","11","28","Trilha do Parque 23 de Setembro.",NA,"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-08 08:50:35-03","FURB","FURB","55004","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","06","Brasil","Santa Catarina","Orleans","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","FURB55004","FURB55004","2017","10","17",NA,"flor branca Habitat: banhado Habito: erva","1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 09:59:58-03","FURB","FURB","55567","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Schwirkowski, P.","Schwirkowski, P.","2017","06","15","Brasil","Santa Catarina","São Bento do Sul","-49.385","-26.2413889","-49.3850000","-26.2413889","800","800","FURB55567","FURB55567","2017","06","15","Centro. Trilha lateral ao Parque 23 de Setembro.","Flores brancas Habitat: Heliófita Habito: Herbácea","2272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 09:59:58-03","FURB","FURB","65310","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Schwirkowski, P.","Schwirkowski, P.","2019","10","19","Brasil","Santa Catarina","São Bento do Sul","-49.3822223","-26.2430555","-49.3822223","-26.2430555","850","850","FURB65310","FURB65310","2019","10","19","Centro. Próximo ao Hotel Serra Alta.","Fragmento de FOM Habitat: Clareira da mata, banhado, Cálice verde, corola branca Habito: Herbácea","3552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:51:23-03","UCS","HUCS","21181","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Atwood, N.D.","2002","06","25","Estados Unidos","Idaho","Blaine Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbário BRY 397908","28461",NA,NA,NA,"Angiospermae","Brassicales",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-16 17:51:23-03","UCS","HUCS","26482","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Atwood, N.D.","2002","06","25","Estados Unidos","Idaho","Blaine Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbário BRY 397977","28529",NA,NA,NA,"Angiospermae","Brassicales",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-16 17:51:23-03","UCS","HUCS","29099","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Atwood, N.D.","2002","06","25","Estados Unidos","Idaho","Blaine Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbário BRY 397977","28529",NA,NA,NA,"Angiospermae","Brassicales",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-16 17:51:23-03","UCS","HUCS","7091","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"McLaughlin, N.","1981","06",NA,"Irlanda","Meath Co.","Duleek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Angiospermae","Brassicales",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:51:23-03","UCS","HUCS","36089","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Rigon, F.P.","Rigon, F.P.","2010","07","07","Brasil","Rio Grande do Sul","Bento Gonçalves","-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Distrito Pinto Bandeira","junto ao córrego","s.n.",NA,NA,NA,"Angiospermae","Brassicales","21248","auto",NA,NA,NA,NA,NA
"91","2021-03-16 17:51:23-03","UCS","HUCS","46335","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Gonzatti, F.","Duarte, N.E.","2017","09","21","Brasil","Rio Grande do Sul","Bento Gonçalves","-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,NA,NA,"2017","10",NA,"Vale dos Vinhedos - Linha 8 da Graciema",NA,"s.n.",NA,NA,NA,"Angiospermae","Brassicales","21248","auto",NA,NA,NA,NA,NA
"92","2021-03-16 17:51:23-03","UCS","HUCS","4620","PreservedSpecimen","Plantae","Brassicaceae","Rorippa","nasturtium aquaticum","Rorippa nasturtium aquaticum","(L.) Hayek","Smith, S.F.","Wasum, R.A.","1988","10","01","Brasil","Rio Grande do Sul","Rio Pardo","-52.378101348877","-29.9897003173828",NA,NA,NA,NA,NA,NA,"1988","11",NA,"Capivarista","erva em solo úmido","s.n.",NA,NA,NA,"Angiospermae","Brassicales","46320","auto",NA,NA,NA,NA,NA
"93","2021-03-16 17:51:23-03","UCS","HUCS","16175","PreservedSpecimen","Plantae","Brassicaceae","Rorippa","nasturtium aquaticum","Rorippa nasturtium aquaticum","(L.) Hayek","Smith, S.F.","Scur, L.","2000","10","07","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"2001","09",NA,"Vila Cristina","junto ao canal de drenagem","843",NA,NA,NA,"Angiospermae","Brassicales","49662","auto",NA,NA,NA,NA,NA
"94","2021-03-21 19:33:22-03","UFC","EAC","16701","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Santos, D.","Matos, F.J.A.","1990","09","17","Brasil","Paraíba","Caaporã","-34.9082984924316","-7.51556015014648",NA,NA,NA,NA,"EAC0016701","EAC0016701","2005","10","04","Sindicato Rural, Relevo ondulado, substrato arenoso","Erva erecta, comum, medicinal, fruto pardo claro; Horta caseira","s.n.","Southern America",NA,NA,"Dicotyledon",NA,"13222","auto",NA,NA,NA,NA,NA
"95","2020-12-21 16:19:14-03","MBM","MBM","153919","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Arnow, L.","1990","08","20","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM153919","MBM153919",NA,NA,NA,NA,NA,"6718","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:19:14-03","MBM","MBM","87071","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Matos, A.","1954","04","12","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"MBM087071","MBM087071",NA,NA,NA,NA,NA,"s.n.","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:19:14-03","MBM","MBM","114778","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Thompson, Sue A; et al.; et al.","1985","05","23","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM114778","MBM114778",NA,NA,NA,NA,NA,"2373","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:19:14-03","MBM","MBM","118002","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Nee, M.","1978","07","09","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM118002","MBM118002",NA,NA,NA,NA,NA,"16304","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:19:14-03","MBM","MBM","122071","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Utech, F.H.","1987","05","12","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM122071","MBM122071",NA,NA,NA,NA,NA,"87-073","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:19:14-03","MBM","MBM","217518","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Schinini, A.","Seijo, G.; et al.; et al.","1997","09","17","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM217518","MBM217518",NA,NA,NA,NA,NA,"1054","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:19:14-03","MBM","MBM","224356","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Rutherford, R.","Jury, S.L.; et al.; et al.","1994","06","04","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,"MBM224356","MBM224356",NA,NA,NA,NA,NA,"14851","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:19:14-03","MBM","MBM","273095","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Barta, T.","Barta, T.","2001","11","09","Áustria",NA,NA,NA,NA,NA,NA,NA,NA,"MBM273095","MBM273095",NA,NA,NA,NA,NA,"2001-43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:19:14-03","MBM","MBM","341246","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Makings, E.; et al.; et al.","2007","05","22","USA","Arizona","Gila",NA,NA,NA,NA,NA,NA,"MBM341246","MBM341246",NA,NA,NA,"Tonto National Foreste","Common perennial/ annual; flowers white","2607","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:19:14-03","MBM","MBM","76799","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Gomez-Campo","Casas, F.","1981","05","29","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,"MBM076799","MBM076799",NA,NA,NA,NA,NA,"5337","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:19:14-03","MBM","MBM","97486","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"Jury, S.L.","1979","08","12","UK",NA,NA,NA,NA,NA,NA,NA,NA,"MBM097486","MBM097486",NA,NA,NA,NA,NA,"689","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:19:14-03","MBM","MBM","32761","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Hatschbach, G.","Hatschbach, G.","1974","08","25","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM032761","MBM032761",NA,NA,NA,"Batel",NA,"34787","Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"107","2019-11-01 15:28:05-03","PUC-RIO","FCAB","1087","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"P. Capell S.J.","1953","09",NA,"Brasil","Rio de Janeiro","Duas Barras","-42.5217018127441","-22.0510997772217",NA,NA,NA,NA,"001087",NA,NA,NA,NA,"Monnerat",NA,"s.n.",NA,NA,NA,NA,"Angiospermae","18303","auto",NA,NA,NA,NA,NA
"108","2019-08-15 09:03:22-03","UESC","UESC","425","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.",NA,"L.A.Mattos Silva","1995","08","09","Brasil","Bahia","Ilhéus","-39.166667","-14.8","39W10'0''","14S48'0''","40","40","UESC0000425",NA,NA,NA,NA,NA,"Solo argiloso.; Herbácea.; Usos: comestível e medicinal.","3205",NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
