"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","517190","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","W. R. Anderson","A. M. Amorim","2710","1998","11","21","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso RPPN Serra do Teimoso","-39.5286","-15.1581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517190","NY00517190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","886162","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"A. M. Amorim","4131","2004","06","13","South America","Brazil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari-Palmira. Entrada ca. 7.5 km de Jussari.","-39.5311","-15.1544","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886162","NY00886162_01","641","641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01807141","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","A. M. Amorim","J. G. Jardim","3978","2001","11","17","South America","Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural (RPPN-Serra do Teimoso), fazenda Teimoso. Rod. Jussarí/Palmira entrada ca. 7 km de Jussarí, 1,7 km de entrada Serra do Teimoso. ­Área do inventário fitossociológico.","-39.5361","-15.1603","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2524501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01807141","NY01807141_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","476168","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","W. R. Anderson","J. G. Jardim","1883","1999","01","01","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7,5 km. Faz. Teimoso a 1,5 km E da entrada. Reserva do patrimônio Natural (RPPN), Serra do Teimoso","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476168","NY00476168_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-30 12:43:34-03","EAO","IAN","14495","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Barreto, M","Magalhães, MG","2311","1942","11","26","Southern America","Brasil","Minas Gerais","Caeté","Capoeira, Campos dos Coelhos entre União e Curralinho, pouco frequente.","-43.6697006225586","-19.8799991607666",NA,"Trepadeira, flores alvas.","IAN014495","IAN014495 IAN014495_e",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-30 12:43:34-03","EAO","IAN","14542","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Barreto, M","Magalhães, MG","2311","1942","11","26","Southern America","Brasil","Minas Gerais","Caeté","Capoeira, Campos dos Coelhos entre União e Curralinho, pouco frequente.","-43.6697006225586","-19.8799991607666",NA,"Trepadeira, flores alvas.","IAN014542","IAN014542 IAN014542_e",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-10-09 11:19:04-03","UFBA","ALCB","027467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AMA","Guedes, ML","3777","1995","12","26","Southern America","Brasil","Bahia","Floresta Azul","Litoral Sul","-39.65","-14.85",NA,"Lenhosa, folhas discolores, membranaceas. Inflorescencia com botões e flores de cor amarela.","ALCB040813",NA,NA,NA,NA,NA,"1999","-39.65","-14.85",NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-11-04 11:12:42-03","ESALQ","ESA","82748","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Picchi, D.G. ; Assis, M.A.","48.0","2002","01","21",NA,"Brasil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,"ESA082748","ESA082748",NA,NA,"21773","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-04 11:12:42-03","ESALQ","ESA","92981","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Medri, C. et al.","475.0","1997","10","11",NA,"Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,"ESA092981","ESA092981",NA,NA,"21990","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-01-14 15:31:30-03","MN","R","34600","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor var.lanceolata","Nied.","Velloso, H.","Freire Allemão, F. 211; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010056430","R010056430_001",NA,NA,NA,NA,"1942",NA,NA,"var.lanceolata",NA,NA,NA,NA,NA,NA,NA
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026117","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","H. Keller","S. G. Tressens; H. Keller, V. Marunak, V. Revilla, F. Robledo","6523","1999","11","4",NA,"Argentina","Misiones",NA,"Dep. Guarani: Predio Guarani. Camino a arroyo Soberbio, Borde de Sleva","-54.3","-26.9",NA,"voluble lenosa. Petalos blancos con la region central purpurea, mas intenso en uno de los petalos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:33:27-03","UNICAMP","UEC","37815","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Almeida, RF","Sazima, M","18211","1985","12","13",NA,"Brazil","São Paulo","Ubatuba","Praia da surunga.","-45.0699996948242","-23.4300003051758",NA,"Arbusto de ca. 1,5m.&nf;só frutos, flores brancas com a pétala- guia rosada. Glândulas alongadas em direção ao pedúnculo.; Mata beira de praia.","UEC030237","UEC030237",NA,NA,"34265","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-27 10:25:29-03","UFES","VIES","393","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, A.","Fabris, L.C.","1","1985","08","26",NA,"Brasil","Espírito Santo","Vitória","Campus da UFES - Goiabeiras.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES000393","VIES000393",NA,NA,"15291","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-27 10:25:29-03","UFES","VIES","4557","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, A.","Pereira, O.J.","2035","1989","04","06",NA,"Brasil","Espírito Santo","Vitória","Campus da UFES - Goiabeiras.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES004557","VIES004557",NA,NA,"15291","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:10:19-03","UFES","VIES","10344","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","P.H.D. Barros","Cardoso, W.C.","44","2011","11","17",NA,"Brasil","Espírito Santo","Vitória","Campus da UFES - Goiabeiras.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES010344","VIES010344",NA,NA,"15291","auto","2018",NA,NA,NA,"09","14",NA,NA,NA,NA,NA
"16","2020-04-27 16:10:19-03","UFES","VIES","19884","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Barros, P.H.D.","Pereira, O.J.","7023","2002","12","19",NA,"Brasil","Espírito Santo","Vitória","Parque Estadual da Fonte Grande.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES019884","VIES019884",NA,NA,"15291","auto","2013",NA,NA,NA,"09","24",NA,NA,NA,NA,NA
"17","2020-04-27 16:10:19-03","UFES","VIES","16346","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Barros, P.H.D.","Pereira, O.J.; Espindula, E.","6728","2001","01","11",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,"VIES016346","VIES016346",NA,NA,"48150","auto","2013",NA,NA,NA,"04","30",NA,NA,NA,NA,NA
"18","2020-04-27 16:10:19-03","UFES","VIES","22596","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","P.H.D. Barros","Barros, P.H.D.; Firmino, A.D.; Iglesias, D.T.; Silva, L.A. & Cardoso, W.C.","131","2012","11","25",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES022596","VIES022596 VIES022596_1",NA,NA,"16451","auto","2018",NA,NA,NA,"09","14",NA,NA,NA,NA,NA
"19","2019-06-27 10:25:29-03","UFES","VIES","6884","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, A.","Martins, M.L.L.","151","1992","02","06",NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,"VIES006884","VIES006884",NA,NA,"15291","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-27 10:25:29-03","UFES","VIES","6815","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, A.","Martins, M.L.L.","113","1991","11","04",NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,"VIES006815","VIES006815",NA,NA,"15291","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-02 16:42:42-03","UTFPR","HCF","22395","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss","R.F. Almeida","M.G. Caxambu","7755","2017","03","02",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha Manoel","-53.830056","-25.160444",NA,"trepadeira volúvel, heliófita. Flores com cálice verde e corola alva, com uma das pétalas com mancha vinosa.",NA,NA,"508","508",NA,NA,"2017","53°49'48,2 W","25°09'37,6 S",NA,"03","02",NA,NA,NA,NA,NA
"22","2019-10-02 16:42:42-03","UTFPR","HCF","8894","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss","R.F. Almeida","D.C. Souza",NA,"2009","09","15",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"arvoreta ca. 2.5 m. Botões florais alvos.",NA,NA,NA,NA,"28572","auto","2016",NA,NA,NA,"11","24",NA,NA,NA,NA,NA
"23","2020-12-21 16:32:45-03","MBM","MBM","217921","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Anderson, W.R.","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","2215",NA,NA,NA,"Southern America","Brazil","Paraná","Nova Prata do Iguaçu","Rodovia Nova Prata - Cruzeiro do Iguaçu, Rio Jaracatiá","-53.3466987609863","-25.6324996948242",NA,NA,"MBM217921","MBM217921",NA,NA,"17572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:45-03","MBM","MBM","30363","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Anderson, W.R.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","7902",NA,NA,NA,"Southern America","Brazil","Paraná","Toledo","Sarandi","-53.7430992126465","-24.7136001586914",NA,NA,"MBM030363","MBM030363",NA,NA,"31095","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:32:45-03","MBM","MBM","410130","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropteris","bicolor","Heteropteris bicolor","A. Juss.","Almeida, R.F.","Rosa, P.; Baez, C.; Barros, A.A.M. de; Moraes, M.; Fernandez, E.; Baez, C.; Barros, A.A.M. de; Moraes, M.; Fernandez, E.","1109","2016","11","11","Southern America","Brazil","Rio de Janeiro","Maricá","Parque Estadual da Serra da Tiririca. Subida para a Pedra do Elefante na trilha do Alto Mourão. A 50 m da base da pedra do Alto Mourão. Na serra próximo a região de afloramento do ápice do Alto Mourão.","-43.004444","-22.972222",NA,"Terrícola, umbrófila, componente do subbosque. Arbusto sendo que o ápice de alguns ramos torna-se enovelado, possivelmente lianescente, castanho-claros. Folhas membranáceas verdes discolores. Flores com pedicelo verde, glândulas alva","MBM410130","MBM410130","343","343",NA,NA,"2016","-43.004444","-22.972222",NA,"11","26",NA,NA,NA,NA,NA
"26","2020-12-21 16:32:45-03","MBM","MBM","392769","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Almeida, R.F.","Fraga, C.N.; Forzza, R.C.; Kollmann, L.; Labiak, P.H.; Forzza, R.C.; Kollmann, L.; Labiak, P.H.","2294","2008","10","20","Southern America","Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Localidade de Duas Bocas. Trilha do Pescador","-40.478333","-20.278889",NA,"Trepadeira, folhas discolores. Flores com glândulas e sépalas verdes, pétalas brancas, com a posterior com mancha vermelha.; Floresta Ombrófila Densa Baixo Montana.","MBM392769","MBM392769","135","135",NA,NA,"2012","-40.478333","-20.278889",NA,"11",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:32:45-03","MBM","MBM","429029","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Almeida, R.F.","Lozano, E.D.; Bochorny, T.; Bochorny, T.","3121","2015","12","12","Southern America","Brazil","Rio de Janeiro","Petrópolis","Serra das Araras, Crista para o Morro Pedra da Cuca","-43.275389","-22.417583",NA,"Arbusto, 1 m, frutos vermelhos, campo sujo.; Campo de Altitude.","MBM429029",NA,NA,NA,NA,NA,"2017","-43.275389","-22.417583",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:45-03","MBM","MBM","165789","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Anderson, W.R.","Hatschbach, G.; Barboza, E.; Barboza, E.","60556",NA,NA,NA,"Southern America","Brazil","Paraná","Jaboti","Água Branca","-50.0758018493652","-23.7432994842529",NA,NA,"MBM165789","MBM165789",NA,NA,"11504","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:45-03","MBM","MBM","140033","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Anderson, W.R.","Vieira, A.O.S.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Londrina","Parque A. Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"MBM140033","MBM140033",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-05 18:26:00-03","UESC","UESC","18617","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.",NA,"Demuner, V.","478",NA,NA,NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"UESC0018617",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"31","2019-08-15 09:03:51-03","UESC","UESC","18618","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.","A.M.Amorim","Kollmann, L.","3531","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco",NA,"-40.8908004760742","-18.7549991607666",NA,"Trepadeira na sombra.","UESC0018618",NA,NA,NA,"36480","auto","2001",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"32","2019-08-15 09:03:51-03","UESC","UESC","18612","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.","A.M.Amorim","Boone, W.","820","1985","10","08",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,"Cipó.","UESC0018612",NA,NA,NA,"23813","auto","2000",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"33","2019-12-05 18:26:00-03","UESC","UESC","18615","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.",NA,"Boone, W.","820",NA,NA,NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"UESC0018615",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"34","2019-12-05 18:26:00-03","UESC","UESC","18613","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.",NA,"Boone, W.","820",NA,NA,NA,NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"UESC0018613",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"35","2019-12-05 18:26:00-03","UESC","UESC","18614","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.",NA,"Boone, W.","874",NA,NA,NA,NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UESC0018614",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"36","2019-08-15 09:03:51-03","UESC","UESC","18616","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","Adr. Juss.","A.M.Amorim","Demuner, V.","478","2000","01","06",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,"Trepadeira sobre rochas.","UESC0018616",NA,NA,NA,"23813","auto","2000",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"37","2015-11-06 23:48:25-02","MNHN","RECOLNAT_MNHN_P","P02428783","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Jussieu","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428783' target='other'> <mi>dwc_moreinfo</mi></a>","P02428783","P02428783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 2185",NA,NA
"38","2015-11-06 23:47:54-02","MNHN","RECOLNAT_MNHN_P","P02428784","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Jussieu","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428784' target='other'> <mi>dwc_moreinfo</mi></a>","P02428784","P02428784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 2185",NA,NA
"39","2015-11-06 23:47:56-02","MNHN","RECOLNAT_MNHN_P","P02428785","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Sine loc.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428785' target='other'> <mi>dwc_moreinfo</mi></a>","P02428785","P02428785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-01-04 14:21:06-02","MNHN","RECOLNAT_MNHN_P","P02428786","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Sine loc.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428786' target='other'> <mi>dwc_moreinfo</mi></a>","P02428786","P02428786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
