"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"108","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023014","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. Hatschbach","59387","1993","9","18",NA,"Brazil",NA,NA,"Arvore, 5m, flor creme esverdeada.",NA,"Magnoliophyta","Fabales","(Vell.)Barneby & J.W.Grimes","R. Barneby","Parana",NA,"Rod. para Salto Cavalcanti (mun. Tomazina).","-49.9667","-23.7667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023015","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","J. M. Silva; J. Cordeiro, C. B. Poliquesi","1453","1995","4","18",NA,"Brazil",NA,NA,"Arvore, 5m; encostas e alto de pequenos morros.",NA,"Magnoliophyta","Fabales","(Vell.)Barneby & J.W.Grimes","R. Barneby","Parana",NA,"Estrada Velha da Ribeira, 20km ao norte de Tunas.","-49.1","-24.9667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 14:36:48-03","UFJF","CESJ","34367","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L.C.S. Assis; M.K. Ladeira","249","2001","09","17","América do Sul","Brasil",NA,NA,"Árvore encontrada na borda da mata. Tronco fortemente sulcado, cinza escuro, DAP 57cm, folhas discolores, frutos verdes","CESJ034367","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto","2010","04","29",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 14:36:48-03","UFJF","CESJ","20275","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. Krieger; Pavan","CESJ20275","1984","10","13","América do Sul","Brasil",NA,NA,"Cultivada para arborização de estradas. Flores creme. Legume falciforme. Tronco revestido de cortiça. Árvore pequena, fe","CESJ020275","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","Minas Gerais",NA,"Estrada de Lima Duarte a Caxambu",NA,NA,NA,NA,NA,NA,NA,"2010","04","29",NA,NA,NA,NA,NA,NA,NA
"112","2020-06-30 18:32:15-03","UFJF","CESJ","25404","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","F.R.G. Salimena; M.C. Brügger; M. Eiterer; R.C. Oliveira","s.n.","1991","06","20","América do Sul","Brasil",NA,NA,"Angico corticento. Árvore grande, 8-10m, frutos verde ferrugíneos, achatado-arqueado. Na linha de divisa do Parque, na sua parte mais baixa, junto ao riacho, em mata de galeria.","CESJ025404","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","F. Filardi","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto","2013","07",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 14:36:48-03","UFJF","CESJ","1861","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. Krieger","CESJ1861","1963","06",NA,"América do Sul","Brasil",NA,NA,"Arbusto do cerrado. Filetes vermelhos.","CESJ001861","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2010","04","29",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 14:36:48-03","UFJF","CESJ","38708","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L.C.S. Assis; M.S. Magalhães","578","2002","09","28","América do Sul","Brasil",NA,NA,"Árvore ca. 16m, no interior da mata, caule corticoso, folíolos discolores, verticilos de proteção esverdeados e os de re","CESJ038708","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto","2010","04","29",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:36:48-03","UFJF","CESJ","34371","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L.C.S. Assis; M.K. Ladeira","247","2001","09","17","América do Sul","Brasil",NA,NA,"Árvore com ca. 7,5m, encontrada na borda da mata. Foilólulos discolores, inflorescência imatura. Pouco comum.","CESJ034371","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto","2010","04","29",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 14:36:48-03","UFJF","CESJ","7519","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. Krieger","CESJ7519","1969","10",NA,"América do Sul","Brasil",NA,NA,"Árvore alta, com forte proteção de cortiça. Fl. esbranquiçada.","CESJ007519","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","L.M.Borges","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 14:36:48-03","UFJF","CESJ","33659","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","F.S. Araújo; L.C.S. Assis","98","2001","06","26","América do Sul","Brasil",NA,NA,"Árvore co aproximadamente 10 m, tronco fortemente sulcado acinzentado, folhas discolores, frutos verdes pardacentos. Apenas este indivíduo. A área é um cerrado com interferência antrópica.","CESJ033659","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","A.T. Oliveira-Filho","Minas Gerais","Lima Duarte","arredores do Parque Estadual de Ibitipoca, estrada para o distrito de Moreiras. Setor oeste.","-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto","2004","03","22",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 14:36:48-03","UFJF","CESJ","32191","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","J. Cordeiro; E. Barbosa","1108","1993","10","20","América do Sul","Brasil",NA,NA,"Árvore, típica do cerrado, flor alvascente. Encostas do canyon.","CESJ032191","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes",NA,"Paraná","Tibagi","Guartelá, Canyon Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:36:48-03","UFJF","CESJ","2029","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","M.A. Cunha","CESJ2029","1934","10",NA,"América do Sul","Brasil",NA,NA,NA,"CESJ002029","Angiosperma",NA,"(Vell.) Barneby & J.W. Grimes","J.M. Fernandes","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","2010","04","24",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:36:59-03","UFJF","CESJ","X-117","PreservedSpecimen","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","?","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Nome vulgar: Angico rajado.Árvore grande,30m madeira usada para viga,postes,tacos,dormentes.","CESJ00X117","Angiosperma",NA,"(Vellozo) Benth.",NA,"São Paulo",NA,"Museu Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:30:45-03","UNICAMP","UEC","151693","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Silva, JS; Silveira, MF; Galvão, JC","774","2009","07","08",NA,"Brazil",NA,NA,"Árvore com 8m de altura. Frutos imaturos verdes.","UEC086878","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes",NA,"São Paulo","São José do Barreiro","estrada para o Vão dos Cândidos., Pasto","-46.056111","-20.039694","UEC086878",NA,NA,NA,NA,NA,NA,NA,"-46.056111","-20.039694",NA,NA,NA,NA,NA
"122","2019-08-20 10:13:53-03","UNICAMP","UEC","151265","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Torres, RB; Figueiredo, N; Oliveira, AR","216","1987","06","08",NA,"Brazil",NA,NA,"Árvore 15 m. Beira da mata secundária. Frutos verdes. Ángico branco.","UEC009963","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.591111","-23.711425",NA,NA,NA,NA,NA,"2010","11","25","-48.591111","-23.711425",NA,NA,NA,NA,NA
"123","2019-08-20 10:13:53-03","UNICAMP","UEC","151390","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Torres, RB; Figueiredo, N; Oliveira, AR","195","1987","05","13",NA,"Brazil",NA,NA,"Árvore 8 m. Beira da mata. Ramificação difusa. Córtex marrom. Frutos amadurecendo. Angico branco.","UEC009965","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.590472","-23.711361",NA,NA,NA,NA,NA,"2010","11","25","-48.590472","-23.711361",NA,NA,NA,NA,NA
"124","2019-08-20 10:13:53-03","UNICAMP","UEC","151391","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Torres, RB; Figueiredo, N","P898","1988",NA,NA,NA,"Brazil",NA,NA,"Árvore 15 m. Beira da mata secundária. Frutos verdes. Ángico branco.","UEC009966","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.585556","-23.710869",NA,NA,NA,NA,NA,"2010","11","25","-48.585556","-23.710869",NA,NA,NA,NA,NA
"125","2019-08-20 10:13:53-03","UNICAMP","UEC","151266","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Torres, RB; Figueiredo, N; Oliveira, AR","21","1986","09","10",NA,"Brazil",NA,NA,"Árvore 15 m. Flores cremes. Frutos suberosos. Angico branco.","UEC009964","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.585528","-23.710867",NA,NA,NA,NA,NA,"2010","11","25","-48.585528","-23.710867",NA,NA,NA,NA,NA
"126","2019-08-20 10:13:53-03","UNICAMP","UEC","147021","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Aguirre, GH; et al.","76","2005","04","21",NA,"Brazil",NA,NA,NA,"UEC009967","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"2010","11","25",NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:13:53-03","UNICAMP","UEC","152273","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Caselli, CB","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC086876","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Tamashiro, JY","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","UEC086876","920","1290",NA,NA,NA,NA,NA,"-46.866667","-23.183333",NA,NA,NA,NA,NA
"128","2019-08-20 10:13:53-03","UNICAMP","UEC","152274","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Caselli, CB","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC086877","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Tamashiro, JY","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","UEC086877","920","1290",NA,NA,NA,NA,NA,"-46.866667","-23.183333",NA,NA,NA,NA,NA
"129","2019-08-20 10:13:53-03","UNICAMP","UEC","115099","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Cardoso-Leite, E","s.n.","1999","02","03",NA,"Brazil",NA,NA,"3,5 m.","UEC009970","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Jundiaí","Reserva Biologica da Serra do Japi","-46.25","-23.25","UEC009970",NA,NA,NA,NA,"2010","11","25","-46.25","-23.25",NA,NA,NA,NA,NA
"130","2019-08-20 10:13:53-03","UNICAMP","UEC","22481","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Martins, FR","278","1980","10","15",NA,"Brazil",NA,NA,"Arvoreta 3m, flores brancas, em campo secundário.","UEC009974","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Minas Gerais","Santa Rosália","Poços das Antas","-46.564722","-21.838889",NA,NA,NA,NA,NA,"2010","11","25","-46.564722","-21.838889",NA,NA,NA,NA,NA
"131","2019-08-20 10:13:53-03","UNICAMP","UEC","25400","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Leitão Filho, HF","1174","1981","09","22",NA,"Brazil",NA,NA,"Árvore até 12m, flores branco-creme aromáticas, com frutos. Em mata.(beira).","UEC009973","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.564722","-21.838889",NA,NA,NA,NA,NA,"2010","11","25","-46.564722","-21.838889",NA,NA,NA,NA,NA
"132","2021-03-01 16:30:45-03","UNICAMP","UEC","182314","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Torres, RB; et al.","1193","2000","04","03",NA,"Brazil",NA,NA,"Arvore ca. 13m alt, frutos imaturos verdes","UEC082083","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Tamashiro, JY","Minas Gerais","Camanducaia","beira da estrada","-46.1446990966797","-22.7553005218506","UEC082083","1409","1409","22140","auto","2003","02",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:13:53-03","UNICAMP","UEC","93771","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Tozzi, AMGA; Tozzi, CL; Junqueira, FA","96-57","1996","07","01",NA,"Brazil",NA,NA,"Árvore de 15m de altura, tronco suberoso. Frutos imaturos verdes com margens ferrugíneas, maduros castanhos e deiscentes.","UEC009975","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Minas Gerais","Jacuí","Fazenda São José - Juquiá., Formação: árvore remanescentes em plantação de café.","-46.7411003112793","-21.0167007446289",NA,NA,NA,"16705","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:30:45-03","UNICAMP","UEC","184570","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Lopes, WP","140","1996","10","15",NA,"Brazil",NA,NA,"Árvore com cerca de 10 metros de altura, frutos secos.","UEC104759","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Marliéria","Parque Estadual do rio Doce, estrada do restaurante, próximo à trilha do Vinhático.","-42.7322006225586","-19.7122001647949","UEC104759",NA,NA,"28215","auto","2001","06",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:13:53-03","UNICAMP","UEC","26127","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Leitão Filho, HF; Andrade, JB; Milanez, AC","7904","1978","05","22",NA,"Brazil",NA,NA,"Árvore até 10m, em frutificação.","UEC009969","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Minas Gerais","Salinas","Campo.","-42.2902984619141","-16.1702995300293",NA,"550","550","46111","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:13:53-03","UNICAMP","UEC","97999","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Paiva, MRC; Kinupp, VF","s.n.","1996","09","13",NA,"Brazil",NA,NA,"Árvore 11-12m alt; flores creme-esverdeadas, odor adocicado em encosta rochosa, próximo ao Rio Iapó.","UEC009972","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Paraná","Tibagi","Canyon Guartela","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:13:53-03","UNICAMP","UEC","67449","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Dias, MC","12004","1994","10","08",NA,"Brazil",NA,NA,"Ávore 7m alt.; tronco com cortex suberoso, frutos amarronzados; a 20m do rio.","UEC009971","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","Paraná","Tibagi","Canyon Guartela","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:13:53-03","UNICAMP","UEC","104937","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Cielo-Filho, R; Chiste, FS","35813","1998","10","02",NA,"Brazil",NA,NA,"Árvor e de aproximadamente 18m crescendo no interior de Floresta Estacional Semidecidual. Flore creme de odor agradável. Tronco profundamente sulcado. Indivíduo número 2638.","UEC086879","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Cielo-Filho, R","São Paulo","Campinas","Bosque dos Alemães","-47.060001373291","-22.8999996185303","UEC086879",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:30:45-03","UNICAMP","UEC","176762","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Santos, K; Belinello, R","2014","2000","06","13",NA,"Brazil",NA,NA,"Árvore semidecídua, autocórica; córtex largo e profundamente sulcado, altura total: 7m; altura do fuste: 6m; PAP: 31cm. Nome popular: chico- pires.; Floresta estacional semidecidual.","UEC051214","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Santos, K","São Paulo","Campinas","Mata da Fazenda Santana do Atalaia, área total: 25, 2ha.&nf;733msm.&nf;22.48S&nf;46. 53W.","-47.060001373291","-22.8999996185303","UEC051214",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:13:53-03","UNICAMP","UEC","124002","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Schütz Rodrigues, R; Flores, AS","1263","2001","10","26",NA,"Brazil",NA,NA,"Árvore 6 m. altura; casca suberosa; flores brancas e frutos maduros.","UEC007272","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Borges, LM","São Paulo","Itapetininga","Rodovia SP 258, Km 175, Ca. 18 km da cidade em direção a Capão Bonito, em beira de estrada.","-48.0499992370605","-23.5900001525879",NA,NA,NA,"40712","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:30:45-03","UNICAMP","UEC","176761","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Santos, K; Belinello, R","2782","2000","08","06",NA,"Brazil",NA,NA,"Árvore semidecídua, autocórica, córtex largo e profundamente sulcado, altura total: 9m; altura do fuste: 8m; PAP: 27cm. Nome popular: chico- pires.; Floresta estacional semidecidual.","UEC051216","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Santos, K","São Paulo","Itatiba","Mata da Fazenda Malabar- mata da torre; área total: 12,5ha.&nf;808msm.&nf;22.55S&nf;46.53W.","-46.8300018310547","-23","UEC051216",NA,NA,"17442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:13:53-03","UNICAMP","UEC","144236","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Eça Neves, FF","500",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC009976","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758","UEC009976",NA,NA,"17840","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:13:53-03","UNICAMP","UEC","99813","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Hoehne, W","s.n.","1949","04","11",NA,"Brazil",NA,NA,NA,"UEC009968","Magnoliopsida",NA,"(Vell.) Barneby & J.W.Grimes","Fernandes, JM","São Paulo","São Paulo","Via Anhanguera.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","2010","11","25",NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:14:41-03","UNICAMP","UEC","77086","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","Stehmann, JR; Borba, EL; Reis, C; Ippolito, A","1732","1995","12","06",NA,"Brazil",NA,NA,"Arbusto, ca. 2m de altura; em barranco na beira de estrada, flores brancas.",NA,"Magnoliopsida",NA,"(Vell.) Benth.",NA,"Santa Catarina","Alfredo Wagner","Estrada Rio do Sul-A. Wagner, após rio J","-49.447222","-27.613333",NA,NA,NA,NA,NA,NA,NA,NA,"-49.447222","-27.613333",NA,NA,NA,NA,NA
"145","2021-03-01 16:31:11-03","UNICAMP","UEC","158649","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","Yamamoto, LF","469","2002","08","08",NA,"Brazil",NA,NA,"4 m. Fruto verde.","UEC013642","Magnoliopsida",NA,"(Vell.) Benth.","Yamamoto, LF","Minas Gerais","Extrema","Serra do Lopo, Estrada da Embratel. Borda da estrada.","-46.3182983398438","-22.854700088501","UEC013642","1240","1240","15223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:14:41-03","UNICAMP","UEC","93771","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","Tozzi, AMGA","9657","1996","07","01",NA,"Brazil",NA,NA,"Árvore de 15m de altura, tronco suberoso. Frutos imaturos verdes com margem ferrugíneas, maduros castanhos e deiscentes.",NA,"Magnoliopsida",NA,"(Vell.) Benth.",NA,"Minas Gerais","Jacuí","Fazenda São José, Jupiá.","-46.7411003112793","-21.0167007446289",NA,NA,NA,"16705","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-03-02 09:11:04-03","UFRPE","PEUFR","174","PreservedSpecimen","Plantae","Leguminosae-Mim.","Pithecellobium","incuriale","Pithecellobium incuriale","G. Hatschbach",NA,"1953","09","25",NA,"Brasil",NA,NA,"Árvore; ca. de 8m de alt.; flores alvas","PEUFR000174",NA,NA,"(Vell.) Benth.","R.S. Cowan","Paraná","Bocaiuva do Sul","Estrada Tunas-Boa Vista","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-04-22 16:20:38-03","UFPB","JPB","61820","PreservedSpecimen","Plantae","Leguminosae","Leucochloron","incuriale","Leucochloron incuriale","Fernandes, MGC; Rúbia; Dulcinéia; Fiala, V","1110","1996","10","24","Southern America","Brasil",NA,NA,"; HABITAT: Transição cerrado-mata; DESC: Arbóreo","JPB0061820","Angiosperma","Dicotyledon","(Vell) Barneby & J. W. Grimes","Fernandes, JM","Minas Gerais","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto","2011","05","17",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-06 09:55:33-03","UFOP","OUPR","4575","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.","s.n.","1966",NA,NA,NA,"Brasil",NA,NA,"Mata. Árvore. Flores pálidas",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Iganci, J.R.V.","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","2007","02","14",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-06 09:55:33-03","UFOP","OUPR","23150","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.; Silva, J.L. & Zurlo, M.A.","s.n.","1976","09","30",NA,"Brasil",NA,NA,"Árvore. Flores amareladas. Campo.",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Iganci, J.R.V.","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","2007","02","14",NA,NA,NA,NA,NA,NA,NA
"151","2019-11-06 09:55:33-03","UFOP","OUPR","3798","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.","s.n.","1976","10","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Iganci, J.R.V.","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","2007","02","14",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-06 09:55:33-03","UFOP","OUPR","3803","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.","s.n.","1977","05","02",NA,"Brasil",NA,NA,"Cerrado. Árvore. Flores brancas",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Badini, J.","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1977","07","01",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-06 09:55:33-03","UFOP","OUPR","3804","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.","s.n.","1977","05","02",NA,"Brasil",NA,NA,"Cerrado. Árvore. Flores brancas",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Badini, J.","Minas Gerais","Ouro Preto","Engenheiro Correia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1977","07","01",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-06 09:55:33-03","UFOP","OUPR","4483","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Badini, J.","s.n.","1983","10","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Lima, H.C.","Minas Gerais","Ouro Preto","Miguel Burnier","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA
