"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"111","2021-03-30 12:45:15-03","EAO","IAN","140674","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Pires, JM; Rosa, NA","13777","1972","07",NA,"Brasil","Acre",NA,"Seringal Montevideo.",NA,NA,NA,NA,NA,NA,"IAN140674",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-30 12:45:15-03","EAO","IAN","155377","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Cordeiro, MR; Pinheiro, GS","1486","1979","02","21","Brasil","Pará",NA,"Estrada Santarém-Cuiabá, km. 67. Reserva Florestal do IBDF.",NA,NA,NA,NA,NA,NA,"IAN155377",NA,NA,"Southern America",NA,NA,"Árvore de 13m. Estéril.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-30 12:45:15-03","EAO","IAN","155420","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Cordeiro, MR; Pinheiro, GS","1529","1979","02","23","Brasil","Pará",NA,"Estrada Santarém-Cuiabá, km. 67. Reserva Florestal do IBDF.",NA,NA,NA,NA,NA,NA,"IAN155420",NA,NA,"Southern America",NA,NA,"Árvore de 17m. Estéril.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-30 12:45:15-03","EAO","IAN","155483","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Cordeiro, MR; Pinheiro, GS","1592","1979","03","03","Brasil","Pará",NA,"Estrada Santarém-Cuiabá, km. 67. Reserva Florestal do IBDF.",NA,NA,NA,NA,NA,NA,"IAN155483",NA,NA,"Southern America",NA,NA,"Árvore de 9m. Estéril.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-30 12:45:15-03","EAO","IAN","157852","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Romaniuc Neto, S","Blanco, C","872","1970","06",NA,"Venezuela",NA,NA,"Edo. Bolivar: Reserva Forestal El Caura, sur este del campamento Forestal El Limón.",NA,NA,NA,NA,NA,NA,"IAN157852",NA,NA,"Southern America",NA,NA,"Arbol mediano 25cm. Diámetro y 7m. alto. Hojas semicoriáceas, haz verde-claro, envés verde pálido amarillento. Frutos oblongos transversalmente, color verdoso grisáceo con partes amarillntos anaranjados.","Dicotiledônea",NA,NA,NA,"1996","03",NA,NA,NA,NA,NA,NA
"116","2021-03-30 12:45:15-03","EAO","IAN","36416","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg, CC","Fróes, RL","23118","1948","03","24","Brasil","Roraima","Porto Alegre","Rio Amajary. Border of river, high forest high land.",NA,NA,NA,NA,NA,NA,"IAN036416","IAN036416 IAN036416_e",NA,"Southern America",NA,NA,"Tree, 5m.","Dicotiledônea",NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA
"117","2021-04-08 17:42:55-03","EAO","IAN","XILO3230","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg, CC","Oliveira, E","4680","1968","06","27","Brasil","Pará",NA,"Rio Jarí, beira da estrada que liga ao Munguba.",NA,NA,NA,NA,NA,NA,"IANXILO3230",NA,NA,"Southern America",NA,NA,"Árvore de 20m.","Dicotiledônea",NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA
"118","2021-04-08 17:42:55-03","EAO","IAN","XILO3231","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg, CC","Pires, JM; Belém, RP","12753","1970","08",NA,"Brasil","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-50.25","-5.516667","-50.25","-5.516667",NA,NA,"IANXILO3231",NA,NA,"Southern America",NA,NA,"Árvore 4-23-7-S, com8m. e 10cm. de diâmetro. Estéril.","Dicotiledônea",NA,NA,NA,"1972","07",NA,NA,NA,NA,NA,NA
"119","2021-04-08 17:42:55-03","EAO","IAN","XILO3232","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg, CC","Pires, JM; Belém, RP","12979","1970","09",NA,"Brasil","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-50.25","-5.516667","-50.25","-5.516667",NA,NA,"IANXILO3232",NA,NA,"Southern America",NA,NA,"Árvore 14-1-17, com 8m. e 12cm. de diam.","Dicotiledônea",NA,NA,NA,"1972","07",NA,NA,NA,NA,NA,NA
"120","2021-04-08 17:42:55-03","EAO","IAN","XILO3233","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Silva, NT da","Pires, JM; Belém, RP","13002","1970","09",NA,"Brasil","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-50.25","-5.516667","-50.25","-5.516667",NA,NA,"IANXILO3233",NA,NA,"Southern America",NA,NA,"Árvore 12-14-1, com 15m. e 20cm. de diâmetro.","Dicotiledônea",NA,NA,NA,"1972","06",NA,NA,NA,NA,NA,NA
"121","2021-04-08 17:42:55-03","EAO","IAN","XILO3234","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Silva, NT da","Silva, NT da","2850","1969","11","03","Brasil","Pará",NA,"Estrada entre Planalto A e Tinguelim. Km. 21.",NA,NA,NA,NA,NA,NA,"IANXILO3234",NA,NA,"Southern America",NA,NA,"Árvore de 22m. e 35cm. de diâmetro, frutos.","Dicotiledônea",NA,NA,NA,"1972","06",NA,NA,NA,NA,NA,NA
"122","2021-04-08 17:42:55-03","EAO","IAN","XILO3235","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Pires, JM","13420","1973","09","15","Brasil","Pará",NA,"Estudo entre Estreito e Marabá.",NA,NA,NA,NA,NA,NA,"IANXILO3235",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-08 17:42:55-03","EAO","IAN","XILO4981X","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff, BA","6133",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4981X",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-08 17:42:55-03","EAO","IAN","XILO4981X","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff, BA","6133",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4981X",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-08 17:42:55-03","EAO","IAN","XILO4983X","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff, BA","6563",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4983X",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-08 17:42:55-03","EAO","IAN","XILO4983X","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff, BA","6563",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4983X",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-08 17:42:55-03","EAO","IAN","XILO5182","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Silva, NT da","Silva, NT da","2850","1969","11","03","Brasil","Pará",NA,"Estrada entre Planalto A e Tinguelim. Km. 21.",NA,NA,NA,NA,NA,NA,"IANXILO5182",NA,NA,"Southern America",NA,NA,"Árvore de 22m. e 35cm. de diâmetro, frutos.","Dicotiledônea",NA,NA,NA,"1972","06",NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:45:15-03","EAO","IAN","38929","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Nascimento, EAP","Krukoff, BA","6685","1934","10","12","Brasil","Amazonas","Humaitá","Basin of Rio Madeira. Near Livramento, on Rio Livramento.","-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,"IAN038929","IAN038929 IAN038929_e",NA,"Southern America",NA,NA,"Tree 70ft. high.","Dicotiledônea",NA,"202650","auto","2016","08","08",NA,NA,NA,NA,NA
"129","2021-03-30 12:45:15-03","EAO","IAN","39192","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Nascimento, EAP","Krukoff, BA","6563","1934","10","12","Brasil","Amazonas","Humaitá","Near Livramento, basin of Rio Madeira, on Rio Livramento.","-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,"IAN039192",NA,NA,"Southern America",NA,NA,"Tree 80ft. high.","Dicotiledônea",NA,"202650","auto","2016","08","08",NA,NA,NA,NA,NA
"130","2021-03-30 12:45:15-03","EAO","IAN","185443","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Ribeiro, JELS; Berg, CC","Souza, MAD de; Pereira, EC; Silva, CF da","441","1997","10","22","Brasil","Amazonas","Itacoatiara","Reserva Florestal Ducke.","-58.4441986083984","-3.14305996894836",NA,NA,NA,NA,"IAN185443",NA,NA,"Southern America",NA,NA,"Tronco circular, base torcida e digitada. Látex na casca viva, café-com-leite, abundante, opaco, pegajoso.&nf;Inflorescência esverdead, botões brancos.","Dicotiledônea",NA,"120124","auto","1995","11",NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:45:15-03","EAO","IAN","11076","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","CB","Ducke, A","1692","1941","10","27","Brasil","Amazonas","Manaus","Mata das terras altas, argilosas, além Flores.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"IAN011076","IAN011076",NA,"Southern America",NA,NA,"Árvore mediana. Antheras brancas.","Dicotiledônea",NA,"138090","auto","1973","11",NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:45:15-03","EAO","IAN","127549","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg, CC","Silva, NT da","1172","1968","10","10","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, Planalto B,","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,"IAN127549",NA,NA,"Southern America",NA,NA,"Árvore de 35m. x 80cm. de diâmetro.","Dicotiledônea",NA,"564600","auto","1970",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:45:15-03","EAO","IAN","80729","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Silva, NT da","Fróes, RL","30586","1953","10","09","Brasil","Pará","Belém","Bosque Municipal Rodrigues Alves.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN080729",NA,NA,"Southern America",NA,NA,"Árvore de 18m. de altura.","Dicotiledônea",NA,"48462","auto","1972","06",NA,NA,NA,NA,NA,NA
"134","2021-04-08 17:42:55-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Cordeiro, MR","Oliveira, GJ; Feitosa, RNS","s.n.","2004","05","20","Brasil","Pará","Belterra","Mata primária, solo argiloso. Área de estudo do projeto Dendrogene.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Árvore de 35m alt. x 34cm DAP; fuste cilíndrico; base com sapopemas; ritidoma marrom, áspero; casca morta marrom, 1mm espess.; casca viva avermelhada, 1cm espess.; cheiro fraco; alburno amarelado; exsuda rapidamente látex branco.","Dicotiledônea",NA,"74752","auto","2004","08",NA,NA,NA,NA,NA,NA
"135","2021-04-08 17:42:55-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Cordeiro, MR","Oliveira, GJ; Feitosa, RNS","s.n.","2004","05","26","Brasil","Pará","Belterra","Mata primária, solo argiloso. Área de estudo do projeto Dendrogene.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Árvore de 19m alt. x 22cm DAP; fuste tortuoso; base reta; ritidoma marrom com anéis horizontais, lenticelado; casca morta marrom, 1mm espess.; casca viva amarelado-clara, 7mm espess.; cheiro doce; alburno creme-amarelado; exsuda rapidamente látex de","Dicotiledônea",NA,"74752","auto","2004","08",NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:45:15-03","EAO","IAN","80613","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","CB","Fróes, RL","30470","1953","09","30","Brasil","Pará","Monte Alegre","Região da Colônia da Mulata.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"IAN080613",NA,NA,"Southern America",NA,NA,"Árvore de 18m. de altura.","Dicotiledônea",NA,"279177","auto","1973","11",NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:45:15-03","EAO","IAN","80549","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Silva, NT da","Fróes, RL","30404","1953","09","28","Brasil","Pará","Monte Alegre","Região do Igarapé da Mulata. A caminho de Ubim.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"IAN080549",NA,NA,"Southern America",NA,NA,"Árvore de 10m. de altura.","Dicotiledônea",NA,"279177","auto","1972","06",NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:45:15-03","EAO","IAN","169837","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Cordeiro, MR; Baider, C","3016","1999","02","02","Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"IAN169837",NA,NA,"Southern America",NA,NA,"F 148. Dif. 0,3. DAP 78,5 + 78,2. Estéril.","Dicotiledônea",NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:45:15-03","EAO","IAN","169765","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Cordeiro, MR; Baider, C","2944","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"IAN169765",NA,NA,"Southern America",NA,NA,"C 1. Árvore de 20m, 13.8 DAP, estéril.","Dicotiledônea",NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:45:15-03","EAO","IAN","172127","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Grogan, J","302","1997",NA,NA,"Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,"IAN172127",NA,NA,"Southern America",NA,NA,"Habit: Large tree > 20m.","Dicotiledônea",NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-30 12:45:15-03","EAO","IAN","170931","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Zimmerman, B","s.n.","2000","02",NA,"Brasil","Pará","Redenção",NA,"-50.0313987731934","-8.02861022949219",NA,NA,NA,NA,"IAN170931",NA,NA,"Southern America",NA,NA,"Aldeia Aukre. AE - Q.26.","Dicotiledônea",NA,"64747","auto","2000","02",NA,NA,NA,NA,NA,NA
"142","2021-03-30 12:45:15-03","EAO","IAN","126355","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","CB","Cavalcante, PB; Silva, M","1543","1966","12","03","Brasil","Pará","Santarém","Km. 73 da estrada para Cachoeira do Palhão no Rio Curua-una.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN126355",NA,NA,"Southern America",NA,NA,"Árvore de 18-20m. Tronco com 35cm. de diâmetro, fruto jovem verde pálido.","Dicotiledônea",NA,"205258","auto","1973","11",NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:45:15-03","EAO","IAN","86361","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Romaniuc Neto, S","Fróes, RL","31104","1955","07","15","Brasil","Pará","Santarém","Localidabe Santa Rosa. Planalto.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN086361",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,"205258","auto","1996","07",NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:45:15-03","EAO","IAN","86360","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Romaniuc Neto, S","Fróes, RL","31103","1954","07","15","Brasil","Pará","Santarém","Localidade Santa Rosa.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN086360",NA,NA,"Southern America",NA,NA,"Árvore de 6m. de altura.","Dicotiledônea",NA,"205258","auto","1996","07",NA,NA,NA,NA,NA,NA
"145","2019-10-09 11:20:52-03","UFBA","ALCB","100620","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Guedes, ML","Queiroz, EP; Mattos Andrade, PE de; Guedes, ML","5139","2011","05","10","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Av. Paralela, Green Ville, parcela nº 134, ind. 779","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"de ca 12 m de altura; CAP de 41,5 ; 35 cm. Látex leitoso. Folhas cartácea, discolores. Material estéril.","Dicotyledon",NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA
"146","2019-10-09 11:20:52-03","UFBA","ALCB","100620","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Guedes, ML","Queiroz, EP","5139","2011","05","10","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Av. Paralela, Green Ville, parcela nº 134, ind. 779","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB035083","ALCB035083",NA,"Southern America",NA,NA,"de ca 12 m de altura; CAP de 41,5 ; 35 cm. Látex leitoso. Folhas cartácea, discolores. Material estéril.; estádio médio de regeneração","Dicotyledon",NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA
"147","2019-10-09 11:20:52-03","UFBA","ALCB","27400","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","S.Romaniuc, Neto","Guedes, ML; Alves, M","3746","1995","10","30","Brasil","Bahia","Simões Filho","Região Metropolitana Salvador, Estação Ecológica de Cotegipe","-38.4039001464844","-12.7843999862671",NA,NA,NA,NA,"ALCB035084","ALCB035084 ALCB035084_1",NA,"Southern America",NA,NA,"Látex alvo. Folhas discolores. Inflorescência axilar.","Dicotyledon",NA,"14004","auto","1996","04",NA,NA,NA,NA,NA,NA
"148","2020-02-08 10:22:13-03","NBC","NL-BOTANY","L.4364593","PreservedSpecimen","Plantae","Moraceae","Brosimopsis","oblongifolia","Brosimopsis oblongifolia","Ducke",NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4364593","NL-L4364593",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4364593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Dw5570",NA,NA,NA
"149","2020-02-08 10:22:13-03","NBC","NL-BOTANY","L.4364594","PreservedSpecimen","Plantae","Moraceae","Brosimopsis","oblongifolia","Brosimopsis oblongifolia","Ducke",NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4364594","NL-L4364594",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4364594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Dw5571",NA,NA,NA
"150","2020-02-08 10:22:13-03","NBC","NL-BOTANY","L.4364595","PreservedSpecimen","Plantae","Moraceae","Brosimopsis","oblongifolia","Brosimopsis oblongifolia","Ducke",NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4364595","NL-L4364595",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4364595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Dw5572",NA,NA,NA
"151","2020-02-08 10:22:13-03","NBC","NL-BOTANY","L.4364596","PreservedSpecimen","Plantae","Moraceae","Brosimopsis","oblongifolia","Brosimopsis oblongifolia","Ducke",NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4364596","NL-L4364596",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4364596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Dw5573",NA,NA,NA
"152","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U.1430819","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg CC","Solomon JC",NA,"1981","09","25","Bolivia","Beni",NA,NA,"-65.9","-11.083333","-65.9","-11.083333",NA,NA,"NL-U1430819","NL-U1430819",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0068845",NA,NA,NA
"153","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U.1430842","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg CC","Blanco C",NA,"1970","06","01","Venezuela","Bolívar",NA,NA,"-61.733333","8.366667","-61.733333","8.366667",NA,NA,"NL-U1430842","NL-U1430842",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,"1980","08","01","Magnoliopsidae","U 0068861",NA,NA,NA
"154","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U.1430420","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg CC","Berg CC",NA,"1973","10","19","Brazil","Mato Grosso",NA,NA,"-59.35","-10.2","-59.35","-10.2",NA,NA,"NL-U1430420","NL-U1430420",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,"1981","07","01","Magnoliopsidae","U 0066486",NA,NA,NA
"155","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U.1430431","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Ratter JA; et al.",NA,"1987","03","17","Brazil","Roraima",NA,NA,"-61.416667","3.366667","-61.416667","3.366667",NA,NA,"NL-U1430431","NL-U1430431",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0103989",NA,NA,NA
"156","2020-02-08 10:22:25-03","NBC","NL-BOTANY","L.3967134","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","Berg CC","Hoffman B",NA,"2006","02","18","Surinam","Sipaliwini",NA,"Approx. 1.7km SW from Kwamalasamutu village center, Sipaliwini R. at Amesina's family compound (boat landing).","-56.798056","2.343889","-56.798056","2.343889",NA,NA,"NL-L3967134","NL-L3967134",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3967134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,"2009","07","01","Magnoliopsidae",NA,NA,NA,NA
"157","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U 0275165","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff BA",NA,"1934","01","01","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0275165",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7776",NA,NA,NA
"158","2020-02-08 10:22:25-03","NBC","NL-BOTANY","U 0294953","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"Krukoff BA",NA,"1934","01","01","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0294953",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7503",NA,NA,NA
