"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","continentOcean","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"11","2021-04-05 14:33:47-03","UNESC","CRI","11336","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Humberto de Bona Martins",NA,NA,NA,"Gabriel Waterkemper Girardi; Guilherme Alves Elias, Peterson Teodoro Padilha e Renato Colares Pereira","2015","09","08","Brasil","Santa Catarina","Criciúma","-49.431944","-28.69","49º25'55''W","28º41'24''S",NA,"CRI005009","CRI005009",NA,"Parque Ecológico Municipal José Milanese.","58","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:47-03","UNESC","CRI","9028","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","A. Stival-Santos","2010","03","30","A. Stival-Santos; E. Legal & S. Silveira","2010","03","30","Brasil","Santa Catarina","Botuverá","-49.14","-27.27","49º8'24''W","27º16'12''S","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arvoreta","CRI005142","CRI005142","2270","Reserva Biológica Canela Preta.","639","639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:47-03","UNESC","CRI","13819","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Fabio Longen","2018","09","15","Alexandre Medeiros","2018","09","15","Brasil","Santa Catarina","Balneário Camboriú","-48.585","-26.999167","48º35'6''W","26º59'57''S","Fruto preto Habitat: Terrestre Habito: Arbóreo","CRI012430",NA,"1054","Laranjeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:47-03","UNESC","CRI","14173","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Robson dos Santos & Vanilde Citadini","2001","08","09","Robson dos Santos & Vanilde Citadini","2001","08","09","Brasil","Santa Catarina","Praia Grande","-49.950278","-29.198611","49º57'1''W","29º11'55''S","Habitat: Terrestre Habito: Arbórea","CRI012825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:47-03","UNESC","CRI","3514","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Marcos Sobral",NA,NA,NA,"Robson dos Santos","1994","06","07","Brasil",NA,"Brasil","-49.7","-29.133333","49º42'W","29º8'S","Habitat: mata Atlântica (formação submontana) Habito: arbusto","CRI005254","CRI005254","76","Proximidades da Escola Técnico Federal Agrícola.","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:47-03","UNESC","CRI","8547","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","M. Sobral","2004","04","24","Rafael Martins","2004","04","24","Brasil","Santa Catarina","Içara","-49.300278","-28.713889","49º18'1''W","28º42'50''S",NA,"CRI005138","CRI005138",NA,"SANTEC Resíduos.","52","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:47-03","UNESC","CRI","10085","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","A. Stival-Santos",NA,NA,NA,"A. Stival-Santos; L. Mancino","2012","02","28","Brasil","Santa Catarina","Içara","-49.3","-28.713333","49º18'0''W","28º42'48''S","Floresta Ombrófila Densa","CRI005139","CRI005139","3382","Fazenda Esperança, às margens da rodovia BR-101, km 376.","17","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:47-03","UNESC","CRI","13892","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Fabio Speck","2018","07","29","Alexandre Medeiros","2018","07","29","Brasil","Santa Catarina","Balneário Camboriú","-48.585","-27.006111","48º35'6''W","27º0'22''S","Fruto cor verde Habitat: Terrestre Habito: Arbórea","CRI012503","CRI012503","896","Barra APA Costa Brava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:47-03","UNESC","CRI","14472","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2010","01","28","Brasil","Santa Catarina","Taió","-50.038056","-27.092222","50º2'17''W","27º5'32''S","Florística IFFSC 568 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","CRI013541","CRI013541","1567","Barragem Oeste. Barragem Oeste.","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:47-03","UNESC","CRI","3013","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Marcos Sobral",NA,NA,NA,"Raquel Rejane Bonatto Negrelle; C. Fava","1993","01","21","Brasil","Santa Catarina","Itapoá","-48.65","-26.15","48º39'W","26º9'S","Habitat: mata Atlântica (formação terras baixas) Habito: árvore","CRI005260","CRI005260","654","Reserva Volta Velha (Bairro Itapema Norte).","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:47-03","UNESC","CRI","1273","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Marcos Sobral",NA,NA,NA,"Jairo José Zocche","1992","07","14","Brasil","Santa Catarina","Forquilhinha","-49.4725","-28.748056","49º28'21''W","28º44'53''S",NA,"CRI005256","CRI005256",NA,"Parque Municipal.","28","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:47-03","UNESC","CRI","8447","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Vanilde C. Zanette","2009",NA,NA,"Régis Cardoso da Silva","2009","01","01","Brasil","Rio Grande do Sul","Torres","-49.727222","-29.335833","49º43'38''W","29º20'9''S",NA,"CRI005144","CRI005144",NA,"Parque Estadual de Itapeva.","36","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:47-03","UNESC","CRI","14473","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Dreveck, S","2010","01","25","Dreveck, S.; Carneiro, F.E.","2009","12","08","Brasil","Santa Catarina","Corupá","-49.320278","-26.370556","49º19'13''W","26º22'14''S","Florística IFFSC 992 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbustiva; flor botão floral amarelo","CRI013542","CRI013542","1489","Rio Mandioca. Rio Mandioca.","368","368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:47-03","UNESC","CRI","15047","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Aline Votri Guislon & Felipe Seron","2019","09","20","Peterson T. Padilha; Aline V. Guilson & Renato Colares","2017","05","15","Brasil","Santa Catarina","Grão Pará","-49.409722","-28.153056","49º24'35''W","28º9'11''S","Habito: Arbóreo","CRI014414","CRI014414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:47-03","UNESC","CRI","8935","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Ronaldo dos Santos Junior","2011","07","22","Ronaldo dos Santos Junior","2011","07","22","Brasil",NA,"Brasil","-50.071111","-29.585833","50º4'16''W","29º35'9''S","Floresta Paludosa","CRI005010","CRI005010","49","Interior da Mata, Norte da Lagoa dos Quadros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:47-03","UNESC","CRI","14536","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Verdi, M","2009","11","28","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","2009","11","28","Brasil","Santa Catarina","Siderópolis","-49.408889","-28.621944","49º24'32''W","28º37'19''S","Florística IFFSC 49 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio; interior do fragmento Habito: arvoreta;","CRI013552","CRI013552","3222","Vila São Jorge. Vila São Jorge.","43","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:33:47-03","UNESC","CRI","8483","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Vanilde C. Zanette",NA,NA,NA,"Kleber Haileê Emerich","2008","01","01","Brasil","Santa Catarina","Turvo","-49.679444","-28.926667","49º40'46''W","28º55'36''S",NA,"CRI005137","CRI005137",NA,"Mata ciliar.","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:33:47-03","UNESC","CRI","13860","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Fabio Longen","2018","05","22","Alexandre Medeiros","2018","05","22","Brasil","Santa Catarina","Balneário Camboriú","-48.593333","-27.006944","48º35'36''W","27º0'25''S","Fruto verde Habitat: Terrestre Habito: Arbóreo","CRI012471",NA,"1000","Laranjeiras APA Costa Brava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02714704","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides ovata","(O.Berg) D.Legrand","G. M. Barroso",NA,NA,NA,"A. M. V. de Carvalho","1994","09","19","Brazil","Bahia","Ilhéus","-39.0692","-14.7819",NA,NA,"Site: ME <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623247' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714704","NY02714704_01","4796","Cidade de Ilhéus. Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao. Parcela n° 7",NA,NA,"Magnoliophyta","Myrtales","ovata","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615456","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides ovata","(O.Berg) D.Legrand","G. M. Barroso",NA,NA,NA,"W. W. Thomas","1992","11","15","Brazil","Bahia","Itacaré","-39.07","-14.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615456","NY00615456_01","9489","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré",NA,NA,"Magnoliophyta","Myrtales","ovata","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907928","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","M. Sobral",NA,NA,NA,"G. G. Hatschbach","1997","08","13","Brazil","Mato Grosso","Chapada dos Guimarães","-55.7494","-15.4608",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907928","NY00907928_01","66891","Estrada Agua Fria- Rio Manso, Rio Casca",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:21:18-03","UFBA","ALCB","106407","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides","(Cambess.) D.Legrand","Sobral, M","2014","09",NA,"Rigueira, D; et al.","2011","02","23","Brasil","Bahia","Jaguaripe","-39.016667","-13.166667","-39.016667","-13.166667","ca de 20 m de altura. CAP de 45 cm. Frutos imaturos verdes. Folha fortemente discolor. Indivíduo nº 1845.; Parcela 3, ponto 68","ALCB058557",NA,"08","Baixo Sul","50","50","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-24 18:14:02-03","UFBA","ALCB","42664","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides","(Cambess.) D.Legrand","Stradmann, MTS","1997","06",NA,"Stradmann, MTS; Poveda, A; Gomes, DF","1995","03","03","Brasil","Bahia","Lençóis","-41.45","-12.466667","-41.45","-12.466667","ca 6,0 m. Terrestre. Folhas membran ceas, conc¢lores. Ocasional.; Mata ciliar, de 15 a 20 m de largura, higr¢fila. Sub comunidade montana. Solo arenoso associado aos afloramentos rochosos. Vegeta!Æo sujeita a per¡odos de inunda!äes.",NA,NA,"0108","Chapada Diamantina, Trilha do Bodão, afluente do rio Ribeirão. Parque Nacional da Chapada Diamantina",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:21:28-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","Guedes, ML","1997","11",NA,"Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","1994","11","24","Brasil","Bahia","Lençóis","-41.45","-12.433333","-41.45","-12.433333","6,00 m.; Vegetação de campo rupestre. Afloramento rochoso.",NA,NA,"PCD1342","Chapada Diamantina, Serra da Chapadinha","750","750","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U.1450539","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.",NA,NA,NA,NA,"Riedel JGF","1821","11","01","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450539","NL-U1450539",NA,"Brasilia: Pr. Castel novo.",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:42-03","ESALQ","ESA","60676","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides","(Cambess.) D. Legrand","Kuntz, J.","2011",NA,NA,"Hatschbach, G. et al.","1997","08","13","Brasil","Mato Grosso","Água Fria",NA,NA,NA,NA,NA,"ESA060676",NA,"66891.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:56:24-03","ESALQ","ESA","141451","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","eugenioides","Marlierea eugenioides","(Berg) Legrand","Souza, V.C.","2018","10","12","Souza, V.C.","2018","10","12","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"Árvore, ca. 4 m alt.; botões verdes.","ESA141451",NA,"41174.0","Suarão. Borda de floresta de restinga",NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:14:50-03","ESALQ","ESA","137432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Santos, M.F.","2019",NA,NA,"C. Farney","1991","04","23","Brasil","Rio de Janeiro","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,NA,"ESA137432",NA,"3214.0","Mariane",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA
"39","2020-11-19 10:24:27-03","CPAP","CPAP","17519","PreserverdSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Camb.","M. Sobral","1997",NA,NA,"Hatschbach, G.","1997","08","13","Brasil","MT","Chapa dos Guimarães",NA,NA,NA,NA,"Arvoreta, 4m de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata de galeria. SUBSTRATO: . RELEVO: .",NA,NA,"66891","Estrada Água Fria - rio Manso, rio Casca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054933","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","M. Sobral, 1997.",NA,NA,NA,"G. Hatschbach; A. Schinini, E. Barbosa","1997","8","13","Brazil","Mato Grosso","Chapada dos Guimaraes","-55.75","-15.4333",NA,NA,"Coor from www.fallingrain.com/world; Arvoreta, 4m, flor alva.",NA,NA,"66891","Estrada Agua Fria- Rio Manso, Rio Casca.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056124","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O. Berg) Nied.","G. Barreso (specieslink at CVRD)",NA,NA,NA,"D. A. Folli","1982","10","13","Brazil","Espirito Santo",NA,"-40.0667","-19.4167",NA,NA,"Coor from www.fallingrain.com/world; Arvore, +/-15 m de altura e fuste de +/-9 m, DAP 18 cm, diam da copa +/-4 m. Com fruto maduro de cor roxo. Fuste cilindrico e casca escamosa.",NA,NA,"402","Reserva Florestal da CVRD. Linhares. ACEIRO C/ LASA ant. G. Santo, 176m apos o C. do Jao lado dereito.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:40-03","UNICAMP","UEC","64274","S","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","Peixoto",NA,NA,NA,"Peron, M; et al.","1989","03","06","Brazil","Rio de Janeiro","Nova Friburgo","-42.05","-22","-42.05","-22","Arvoreta com 9m de altura. DAP 11 cm, folhas coriáceas, discolores. Eixo da inflorecência e botões florais verdes, flores alvas, altamente aromáticas.","UEC103405","UEC103405","758","Reserva Ecológica Municipal de Macaé de Cima. Sítio Sophronites.","1100","1100","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-18 15:50:53-03","UFOP","OUPR","33814","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Stehmann, J.R.","2008","01","29","Stehmann, J.R.; Garcia, S.; Giacomin, L.; Machado, G. & Martins, C.","2007","10","13","Brasil","Minas Gerais","Ouro Preto","-43.578594","-20.255586","-43.578594","-20.255586","Árvore de 4m.",NA,NA,"4971","Floresta Estadual do Uaimii","1105","1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:10:48-03","UFES","VIES","30001","S","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","Sobral, M.","2013","04","01","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","2012","06","12","Brasil","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,NA,"VIES030001","VIES030001","719","Santa Marta.","1350","1350",NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA
"45","2019-12-06 19:30:01-03","UFES","VIES","33006","S","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","Zorzanelli, J.P.F.","2013","10","31","Zorzanelli, J.P.F.; Bacci, L.","2013","06","15","Brasil","Espírito Santo","Ibitirama","-41.817778","-20.491667","41º49'4''W","20º29'30''S",NA,"VIES033006","VIES033006","727","Santa Marta. Vale do Rio Santa Marta, no Parque Nacional do Caparaó.","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-04-27 16:10:48-03","UFES","VIES","14227","S","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","A. Giaretta","2017","09",NA,"Pereira, O.J.; Espindula, E.","2000","08","24","Brasil","Espírito Santo","Domingos Martins","-41.030556","-20.450278","41º1'50''W","20º27'1''S",NA,"VIES014227","VIES014227","6433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-04-27 16:10:48-03","UFES","VIES","34703","S","Plantae","Myrtaceae","Myrcia","lineata","Myrcia lineata","(O.Berg) Nied.","M. Sobral","2016","03",NA,"Araújo, E.A.","2015",NA,NA,"Brasil","Espírito Santo","Ibitirama","-41.764722","-20.492778","41º45'53''W","20º29'34''S",NA,"VIES034703","VIES034703","375","Santa Marta. Rio travessia para a parcela 07. Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
