"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","recordNumber","locality","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"112","2021-04-07 11:45:19-03","UFMS","CGMS","55050","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott; S.N. Moreira; E.B. Souza","2012","06","11",NA,"Brasil",NA,NA,"Flor esbranquiçada. Fruto ausente. Habitat: Cerrado. Solo litólico arenoso. Relevo plano. Esparsa. Habito: Arvoreta. 3,50 m de altura.","CGMS1085018",NA,NA,NA,"(Nees & Mart.) Mez","16349","Serra do Pindaivão, 14 km a oeste da Rodovia BR-163.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.9305556","-18.7975","581","581","-54,9305556","-18,7975","2013","07","01",NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:45:19-03","UFMS","CGMS","72049","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","S. Aragaki; D.R. Espírito Santo","2004","04","01",NA,"Brasil",NA,NA,"Flor com corola creme.","CGMS1104852",NA,NA,NA,"(Nees & Mart.) Mez",NA,NA,NA,NA,"Mato Grosso do Sul","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:45:19-03","UFMS","CGMS","74374","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","E.G. Arguelho; F.M. Alves","2018","03","15",NA,"Brasil",NA,NA,"Presença de flor Habitat: Cerrado Habito: Árvore.","CGMS1107240",NA,NA,NA,"(Nees & Mart.) Mez","142",NA,NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6155556","-20.5080556",NA,NA,"-54,6155556","-20,5080556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:45:19-03","UFMS","CGMS","56063","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott; A.L.B. Sartori; L.C.P. Lima","2002","04","22",NA,"Brasil",NA,NA,"Flor ausente. Base doFruto vermelho. Habitat: Floresta mesófila perturbada. Solo arenoso. Relevo plano. Esparsa. Habito: Árvore. 5m de altura.","CGMS1086021",NA,NA,NA,"(Nees & Mart.) Mez","9735","Reserva do Assentamento Santa Rosa, rodovia MS-276, Km60.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Anaurilândia","-52.6666667","-22.1738889",NA,NA,"-52,6666667","-22,1738889","2007","03","25",NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:45:19-03","UFMS","CGMS","24337","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2005","03","20",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Vegetação secundária de cerrado/cerradão em pastagem. Solo arenoso, relevo quase topo de ondulado. Habito: Arvoreta. 2-8,00 m de altura.","CGMS1053755",NA,NA,NA,"(Nees & Mart.) Mez","12740","Rodovia MS 156 Amambai-Tacuru, 2 km S do Rio Panduí.",NA,"D.O. Domingos","Mato Grosso do Sul","Amambai","-55.2102778","-23.1486111","450","450","-55,2102778","-23,1486111","2016","05","18",NA,NA,NA,NA,NA,NA,NA
"117","2021-04-07 11:45:19-03","UFMS","CGMS","55557","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","V.K. Stavis; F.M. Alves; M.L.Z. Colado; V. Manvailer","2015","11","13",NA,"Brasil",NA,NA,"Fruto imaturo. Habitat: Campo com mata em regeneração. Habito: Árvore.","CGMS1085523",NA,NA,NA,"(Nees & Mart.) Mez","52","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"M.L.Z. Colado","Mato Grosso do Sul","Ivinhema","-53.6938889","-22.9269445","248","248","-53,6938889","-22,9269445","2015","11","13",NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:45:19-03","UFMS","CGMS","17349","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","V.R.B. Maria; F.S. Maria","2005","05","12",NA,"Brasil",NA,NA,"Fruto roxo Calíce bem vermelho Habitat: Mata ciliar do rio Perdidocurso dágua encaixado entre morros. Habito: Árvore - 5m.","CGMS1046647",NA,NA,NA,"(Nees & Mart.) Mez","643","Fazenda Campo Verde - rio Perdido.",NA,NA,"Mato Grosso do Sul","Porto Murtinho","-56.7302778","-21.3052778","332","332","-56,7302778","-21,3052778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:45:19-03","UFMS","CGMS","46593","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2007","10","12",NA,"Brasil",NA,NA,"Fruto preto com cálice acrescente vermelho. Habitat: Cerrado típico. Habito: Árvore. 4,00-15,00 m de altura.","CGMS1076562",NA,NA,NA,"(Nees & Mart.) Mez","14645","Fazenda Boa Vista, 25 Km NW de Alcinópolis, entorno do Monumento Natural Municipal Serra do Bom Jardim e Parque Natural Municipal Templo dos Pilares.",NA,"A. Pott","Mato Grosso do Sul","Alcinópolis","-53.6622222","-18.1786111","470","470","-53,6622222","-18,1786111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:45:19-03","UFMS","CGMS","24691","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2002","04","09",NA,"Brasil",NA,NA,"Flor creme-esverdeada. Fruto ausente. Folha e flor aromática. Habitat: Regeneração de cerrado com bovinos, solo argiloso com afloramento de basalto. Relevo meia encosta suave. Habito: Arbóreo. 5,00 m de altura. Esparsa.","CGMS1054138",NA,NA,NA,"(Nees & Mart.) Mez","9618","Embrapa Gado de Corte.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Campo Grande","-54.7216667","-20.4602778",NA,NA,"-54,7216667","-20,4602778","2007","03","25",NA,NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:45:19-03","UFMS","CGMS","66309","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","F. Macedo Alves; Damasceno-Júnior, G.A., Spielmann, A.A., A. Pott e alunos do Curso de Botânica de Campo 2013","2013","10","05",NA,"Brasil",NA,NA,"Frutos verdes quando imaturos e atropurpúreos quando maduris, cúpula apenas na base do fruto. Habitat: Floresta Estaciona Semidecidual. Habito: Árvore cerca de 6m de altura.","CGMS1099270",NA,NA,NA,"(Nees & Mart.) Mez","607","Fazenda Colina Dourada.",NA,"F. Macedo Alves","Mato Grosso do Sul","Corguinho","-55.1252778","-19.7238889","369","369","-55,1252778","-19,7238889","2013","10","02",NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:45:19-03","UFMS","CGMS","46602","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2007","09","19",NA,"Brasil",NA,NA,"Flor ocre. Habitat: Vegetação herbáceo-lenhosa paludícola. Habito: Arvoreta. 4,00 m de altura.","CGMS1076571",NA,NA,NA,"(Nees & Mart.) Mez","14540","Rodovia 347, 10 Km E da rodovia BR-420.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Nioaque","-55.6863889","-20.9638889","220","220","-55,6863889","-20,9638889","2009","07","10",NA,NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:45:19-03","UFMS","CGMS","24354","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2005","08","22",NA,"Brasil",NA,NA,"Flor amarelada. Fruto ausente. Habitat: Vegetação secundária de cerradão em pastagem cultivada. Solo arenoso, Relevo quase plano em vale. Habito: Arbóreo. 8,00 m de altura. Esparso.","CGMS1053774",NA,NA,NA,"(Nees & Mart.) Mez","13158","Cachoeira rupícola em área de cerradão.",NA,"J.B. Baitello","Mato Grosso do Sul","Corguinho","-55.2652778","-19.9972222","230","230","-55,2652778","-19,9972222","2007","03","30",NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:45:19-03","UFMS","CGMS","8429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","1999","04","13",NA,"Brasil",NA,NA,"Botões presentes. Habitat: Área de Cerrado a ser inundada. Habito: Árvore. 3,00m de altura.","CGMS1016486",NA,NA,NA,"(Nees & Mart.) Mez","616","Margem direita do Rio Paraná. Rio Quiteroizinho.",NA,NA,"Mato Grosso do Sul","Bataguassu","-52.4508333","-22.1502778",NA,NA,"-52,4508333","-22,1502778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:45:19-03","UFMS","CGMS","47289","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","B.H.S. Ferreira; C.H. Simão;F. Macedo Alves; K.C.R. Arruda; N.F. Silva; T.F.C. Viana","2014","12","01",NA,"Brasil",NA,NA,"Fruto verde e preto. Fruto verde e preto. Presença de domácea. Habitat: Cerradão distrófico. Solo argilo arenoso. Habito: Árvore. 8,00 m de altura.","CGMS1077248",NA,NA,NA,"(Nees & Mart.) Mez","37","RPPN Cabeceira do Mimoso, Fazenda Laranjal. Cerradão distrófico. Porteira e estrada de acesso ao corrego saltinho.",NA,"F. Macedo Alves","Mato Grosso do Sul","Nova Andradina","-53.3705556","-22.0513889","424","424","-53,3705556","-22,0513889","2014","12","01",NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:45:19-03","UFMS","CGMS","49724","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G. Hatschbach; A. Pott; V.J. Pott; E. Barbosa","1995","10","21",NA,"Brasil",NA,NA,NA,"CGMS1079655",NA,NA,NA,"(Nees & Mart.) Mez","63687","Base aérea do SINDACTA, arredores.",NA,"H. van der Werff","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"1999",NA,NA,NA,"107042","auto",NA,NA,NA,NA
"127","2021-04-07 11:45:19-03","UFMS","CGMS","3284","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","U.M. Resende","1990","09","14",NA,"Brasil",NA,NA,"Frutos verdes, cálice avermelhado. Habitat: Cerrado. Habito: Arbusto.","CGMS1016494",NA,NA,NA,"(Nees & Mart.) Mez","220",NA,NA,NA,"Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"128","2021-04-07 11:45:19-03","UFMS","CGMS","11358","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","U.M. Resende; F.A. Dias",NA,NA,NA,NA,"Brasil",NA,NA,"Flor amarelada.","CGMS1040676",NA,NA,NA,"(Nees & Mart.) Mez",NA,"Guariroba.",NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"129","2021-04-07 11:45:19-03","UFMS","CGMS","61","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flores amarelas. Habitat: Hábitat seco. Habito: Árvore.","CGMS1016519",NA,NA,NA,"(Nees & Mart.) Mez","123","Chácara em frente ao CEVA (lado Sul).",NA,"J.B. Baitello","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"1989","02","01",NA,"212961","auto",NA,NA,NA,NA
"130","2021-04-07 11:45:19-03","UFMS","CGMS","3282","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","U.M. Resende","1990","09","14",NA,"Brasil",NA,NA,"Inflorescência ferrugínea. Habitat: Cerrado. Habito: Arbusto.","CGMS1016495",NA,NA,NA,"(Nees & Mart.) Mez","225","Estrada da ponte de ferro.",NA,NA,"Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"131","2021-04-07 11:45:19-03","UFMS","CGMS","49725","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G. Hatschbach; M. Hatschbach; E. Barbosa","2003","10","16",NA,"Brasil",NA,NA,NA,"CGMS1079656",NA,NA,NA,"(Nees & Mart.) Mez","76390","Rodovia Transpantaneira. Próximo de Taboca.",NA,"H. van der Werff","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"2004",NA,NA,NA,"212961","auto",NA,NA,NA,NA
"132","2021-04-07 11:45:19-03","UFMS","CGMS","12060","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G.P. Nunes; G. de A. Amador; S; Aragaki; E.A. Vieira; F.H. Oda","2002","01","19",NA,"Brasil",NA,NA,"Fruto verde à preto. Cúpula (receptáculo) vermelha, folhas alternas. Heliófita.","CGMS1041450",NA,NA,NA,"(Nees & Mart.) Mez","30","Estrada Bonito-Bodoquena.",NA,"F.M. Alves","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"2006","03","30",NA,"71352","auto",NA,NA,NA,NA
"133","2021-04-07 11:45:19-03","UFMS","CGMS","12061","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G.A. Amador; G. P. Nunes; S; Aragaki; E.A. Vieira; F.H. Oda","2002","01","19",NA,"Brasil",NA,NA,"Fruto roxo. Receptáculo desenvolvido de cor verde. Heliófito.","CGMS1041452",NA,NA,NA,"(Nees & Mart.) Mez","30","Estrada Bonito-Bodoquena.",NA,NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"134","2021-04-07 11:45:19-03","UFMS","CGMS","24690","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott; L.C.P. Lima","2001","06","14",NA,"Brasil",NA,NA,"Flor ausente. Fruto imaturo. Tronco reto, abundante. Habitat: Vegetação secundária de cerradão em pastagem cultivada. Solo argiloso, Relevo meia encosta. Habito: Arbusto. 2,00 m de altura.","CGMS1054137",NA,NA,NA,"(Nees & Mart.) Mez","9085","Fazenda Esperança, rio Mimoso, 12km ao N de Bonito.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"2007","03","25",NA,"71352","auto",NA,NA,NA,NA
"135","2021-04-07 11:45:19-03","UFMS","CGMS","24698","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Pott; V.J. Pott","2005","09","09",NA,"Brasil",NA,NA,"Flor ausente. Habitat: Remanescente de cerradão, solo argiloso vermelho. Relevo encosta inferior. Habito: Arvoreta. 4,50 m de altura","CGMS1054145",NA,NA,NA,"(Nees & Mart.) Mez","13389","Faz. Princezinha, 2 km S da Rodovia MS- 270, borda oeste do Parque Nacional da Serra da Bodoquena.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"136","2021-04-07 11:45:19-03","UFMS","CGMS","49723","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G. Hatschbach; M. Hatschbach; E. Barbosa","2003","03","14",NA,"Brasil",NA,NA,"Flor creme-esverdeada. Habitat: Cerrado. Habito: Árvore. 4,00m de altura.","CGMS1079654",NA,NA,NA,"(Nees & Mart.) Mez","74751","Rodovia Bonito-Bodoquena, Fazenda Estância Nossa Senhora Aparecida.",NA,"H. van der Werff","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"2003",NA,NA,NA,"71352","auto",NA,NA,NA,NA
"137","2021-04-07 11:45:19-03","UFMS","CGMS","57","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016522",NA,NA,NA,"(Nees & Mart.) Mez","119",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"138","2021-04-07 11:45:19-03","UFMS","CGMS","63","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flores amarelas. Habitat: Terrestre. Habito: Árvore.","CGMS1016517",NA,NA,NA,"(Nees & Mart.) Mez","120",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"139","2021-04-07 11:45:19-03","UFMS","CGMS","50","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016526",NA,NA,NA,"(Nees & Mart.) Mez","125",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"140","2021-04-07 11:45:19-03","UFMS","CGMS","60","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flores amarelas. Habitat: Cerrado. Habito: Árvore.","CGMS1016520",NA,NA,NA,"(Nees & Mart.) Mez","111",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"141","2021-04-07 11:45:19-03","UFMS","CGMS","49","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","09","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016527",NA,NA,NA,"(Nees & Mart.) Mez","116",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"142","2021-04-07 11:45:19-03","UFMS","CGMS","68","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","09","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016514",NA,NA,NA,"(Nees & Mart.) Mez","118",NA,NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"143","2021-04-07 11:45:19-03","UFMS","CGMS","69","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","09","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Pequena árvore.","CGMS1016513",NA,NA,NA,"(Nees & Mart.) Mez","117",NA,NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"144","2021-04-07 11:45:19-03","UFMS","CGMS","2721","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Eleno","1990","05","10",NA,"Brasil",NA,NA,"Flores alvas com inflorescência ferrugínea. Habitat: Terrestre. Habito: Arbustivo. 2,00-3,00m de altura.","CGMS1016497",NA,NA,NA,"(Nees & Mart.) Mez",NA,"Ao lado da Reserva Biológica, próximo ao paliteiro. FUFMS/CG/MS.",NA,"U.M. Resende","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1990","05","21",NA,"161190","auto",NA,NA,NA,NA
"145","2021-04-07 11:45:19-03","UFMS","CGMS","24846","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","M.L. Bueno","2008","10","22",NA,"Brasil",NA,NA,NA,"CGMS1054271",NA,NA,NA,"(Nees & Mart.) Mez","678","APA do Guariroba.",NA,"M.L. Bueno","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"2009","01","05",NA,"161190","auto",NA,NA,NA,NA
"146","2021-04-07 11:45:19-03","UFMS","CGMS","24803","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","M.L. Bueno","2008","02","03",NA,"Brasil",NA,NA,NA,"CGMS1054230",NA,NA,NA,"(Nees & Mart.) Mez","635","APA do Guariroba.",NA,"F. M. Alves","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"2009","01","05",NA,"161190","auto",NA,NA,NA,NA
"147","2021-04-07 11:45:19-03","UFMS","CGMS","52","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","09","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Cerrado. Habito: Arbóreo.","CGMS1016524",NA,NA,NA,"(Nees & Mart.) Mez","115","Avenida Três Barras, após o Aero Rural.",NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"148","2021-04-07 11:45:19-03","UFMS","CGMS","17609","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","F. Macedo-Alves","2005","06","08",NA,"Brasil",NA,NA,NA,"CGMS1046909",NA,NA,NA,"(Nees & Mart.) Mez","19","Bairro Vila Carlota.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"149","2021-04-07 11:45:19-03","UFMS","CGMS","2657","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","U.M. Resende","1990","04","24",NA,"Brasil",NA,NA,"Flor amarelo pálido. Habitat: Terrestre. Habito: Arbóreo. 3,00-3,50m de altura.","CGMS1016498",NA,NA,NA,"(Nees & Mart.) Mez","74","BR-163, em frente ao Posto Locateli.",NA,"U.M. Resende","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1990","04","30",NA,"161190","auto",NA,NA,NA,NA
"150","2021-04-07 11:45:19-03","UFMS","CGMS","4831","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. Crispim","1992","10","28",NA,"Brasil",NA,NA,NA,"CGMS1016491",NA,NA,NA,"(Nees & Mart.) Mez",NA,"CCBS. Ao lado da Botânica.",NA,"F.M. Alves","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"151","2021-04-07 11:45:19-03","UFMS","CGMS","3829","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","C.A. Conceição","1991","05","22",NA,"Brasil",NA,NA,"Flor amarela. Fruto globoso drupa. Habitat: Cerrado. Solo arenoso. Habito: Arbóreo. 3,00-4,00m de altura.","CGMS1016493",NA,NA,NA,"(Nees & Mart.) Mez","2773","Chácara Cambará.",NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"152","2021-04-07 11:45:19-03","UFMS","CGMS","74454","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Saiefert, T. M. O.; Alves, F.M.","2018","07","24",NA,"Brasil",NA,NA,"Flor amarela esverdeada. Fruto pequeno, verde e com pedicelo desenvolvido. Habitat: Domínio cerrado, fitofisionomia cerradão, solo úmido próximo a mata de galeria. Habito: Árvore","CGMS1107320",NA,NA,NA,"(Nees & Mart.) Mez","20","Chácara coqueiral, próximo a avenida interlagos.",NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"2019","02","24",NA,"161190","auto",NA,NA,NA,NA
"153","2021-04-07 11:45:19-03","UFMS","CGMS","15428","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","F. Macedo-Alves","2005","08","16",NA,"Brasil",NA,NA,NA,"CGMS1044450",NA,NA,NA,"(Nees & Mart.) Mez","25","Corrego Saltinho.",NA,"F. Macedo-Alves","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"154","2021-04-07 11:45:19-03","UFMS","CGMS","47","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016529",NA,NA,NA,"(Nees & Mart.) Mez","124","Entrada do loteamento Rita Vieira. Coopharádio.",NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
"155","2021-04-07 11:45:19-03","UFMS","CGMS","62","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Cerrado. Habito: Pequena árvore.","CGMS1016518",NA,NA,NA,"(Nees & Mart.) Mez","121","Estrada Loteamento Rita Vieira.",NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"156","2021-04-07 11:45:19-03","UFMS","CGMS","59","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","W.G. da Silva","1988","04","18",NA,"Brasil",NA,NA,"Flores amarelas. Habitat: Cerrado. Habito: Árvore.","CGMS1016521",NA,NA,NA,"(Nees & Mart.) Mez","122","Estrada Rita Vieira-Coopharádio.",NA,"J.B. Baitello","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"1989","02","01",NA,"161190","auto",NA,NA,NA,NA
