"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","day","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"231","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1077051","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Krukoff BA",NA,"1934","11","Brazil","Amazonas",NA,"Humayta between Monte Chianto and St. Victoria on Rio Ipixuna",NA,NA,NA,NA,"U 0055241 | Uw 8264","margin of forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1077051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1077051","15","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1077051",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"232","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1077052","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Krukoff BA",NA,"1934","11","Brazil","Amazonas",NA,"Humayta between Monte Chianto and St. Victoria on Rio Ipixuna",NA,NA,NA,NA,"Uw8264","margin of forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1077052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1077052","15","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1077052",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"233","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642028","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Prance GT; et al.",NA,"1971","07","Brazil",NA,NA,"Brazilian Amazonia, State of Amazonas, Rio Purus, Rio Ituxi, Rio Curuquetê, vicinity of Cachoeira Santo Antonio, Varzea forest.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642028","14","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642028",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"234","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642029","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Fróes RL",NA,"1956","06","Brazil",NA,NA,"Amazonia, Estado do Pará, Regiao do Anapú, Rio Pracupí, Portel.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642029","16","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642029",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"235","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642030","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Prance GT; et al.",NA,"1971","10","Brazil",NA,NA,"Brazilian Amazônia, Basin of Rio Negro, Rio Uneiuxi, above mouth, Black water flooded savanna forest.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642030","22","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642030",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"236","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642032","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Egler WA",NA,"1939","07","Brazil",NA,NA,"Pará, Alto Tapatós, ric Cururú, lago Moiossú.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642032","24","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642032",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"237","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642033","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Anderson WR; Fonseca SG da; Santos RR dos; Souza R",NA,"1974","02","Brazil",NA,NA,"Estado do Pará, Alto Tapajós, Rio Cururú, 10-15 km downstream from Missão Cururú.","-57.583333","-7.583333","-57.583333","-7.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642033","16","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642033",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"238","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642034","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Prance GT; Silva NT",NA,"1964","08","Brazil",NA,NA,"Pará, Vicinity of Cachoeira, BR 22, Km. 98, Forest.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642034","24","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642034",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"239","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1642035","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Egler WA",NA,"1939","07","Brazil",NA,NA,"Pará, Alto Tapatós, ric Cururú, lago Moiossú.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1642035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1642035","24","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-L1642035",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"240","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U 0055242","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Krukoff BA",NA,"1934","11","Brazil","Amazonas",NA,"Humayta between Monte Chianto and St. Victoria on Rio Ipixuna",NA,NA,NA,NA,"Uw 8264","margin of forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055242","15","Southern America",NA,NA,NA,NA,"Proteales","simulans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"241","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U 0283850","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Oldenburger FHF; Norde R",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"Uw37149","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200283850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0283850",NA,"Southern America",NA,NA,NA,NA,"Proteales","simulans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"242","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U 0292267","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Krukoff BA",NA,"1934","11","Brazil","Amazonas",NA,"Humayta between Monte Chianto and St. Victoria on Rio Ipixuna",NA,NA,NA,NA,"Uw8264","margin of forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292267","15","Southern America",NA,NA,NA,NA,"Proteales","simulans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"243","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U 0292276","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Lanjouw J; Lindeman JC",NA,"1949","03","Surinam",NA,NA,"forest between plateau I and II",NA,NA,NA,NA,"Uw1960","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292276 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292276","01","Southern America",NA,NA,NA,NA,"Proteales","simulans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"244","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U.1532182","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens simulans","J.F.Macbr.","Krukoff BA",NA,"1934","11","Brazil","Amazonas",NA,"Humayta between Monte Chianto and St. Victoria on Rio Ipixuna",NA,NA,NA,NA,NA,"margin of forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1532182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1532182","15","Southern America",NA,NA,NA,NA,"Proteales","simulans","NL-U1532182",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"245","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U.1532046","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens sprucei","(Meisn. ex Rusby) Sleumer","Solomon JC",NA,"1985","01","Bolivia",NA,NA,"Dpto. La Paz; Prov. Murillo. Zongo valley. 36km below the dam at Lago Zongo. Vicinity of Chururaqul hydro-electric plant. Moist forest.","-68.066667","-16.1","-68.066667","-16.1",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1532046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1532046","20","Southern America",NA,NA,NA,NA,"Proteales","sprucei","NL-U1532046",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"246","2020-02-08 10:21:20-03","NBC","NL-BOTANY","U.1532047","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens sprucei","(Meisn. ex Rusby) Sleumer","Solomon JC",NA,"1983","02","Bolivia",NA,NA,"Dpto. La Paz. Prov. Nor Yungas, 13.7 km NW of San Paedro on road through Incahuara-Mejillones, & along trail to 12 de Octubre. Mixture of moist forest with little disturbance & small fields.","-67.616667","-15.966667","-67.616667","-15.966667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1532047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1532047","12","Southern America",NA,NA,NA,NA,"Proteales","sprucei","NL-U1532047",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"247","2016-02-02 14:39:06-02","BGBM","B","B 10 0250338","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens var. simulans","J.F.Macbr.","R. Spruce","2574","1852","10","Brazil",NA,NA,"prope Panure ad Rio Uaupès.",NA,NA,NA,NA,NA,"as Andripetalum <a href=http://herbarium.bgbm.org/object/B100250338 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250338",NA,"Middle and South America",NA,NA,"type",NA,NA,"var. simulans","B100250338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2014-10-03 11:32:10-03","FEMACT","MIRR","12632","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Perdiz, R.O.; Batista, W.S.; Schütz Rodrigues, R.; Grigio, O.","2346","2013","12","Brasil","Roraima","Caracaraí","Estação Ecológica de Niquiá, Igarapé do Campo. Coletas na margem direita.","-61.66261","0.80623","-61.66261","0.80623",NA,"Árvore ca. 8m de altura. Folhas verdes discolores. Frutos ferrugíneos.; Solo arenoso. ; HA",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"Perdiz, R.O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2014-09-25 12:32:59-03","FEMACT","MIRR","11794","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Schütz Rodrigues, R.; Grigio Jr.; O.; Perdiz, R.O.; Batista, W.S.","2519","2013","12","Brasil","Roraima","Caracaraí","Parque Nacional da Serra da Mocidade, Rio Água Boa, proximidades do acampamento da excursão Terra incognita, junto à Serra do Cumaru","-60.656389","1.384361","-60.656389","1.384361",NA,"Árvore 7m alt., frutos ferrugíneos; em borda de mata de igapó",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"A.S.Flores; R. Sch. Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2014-09-25 12:32:59-03","FEMACT","MIRR","11894","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Schütz Rodrigues, R.; Grigio Jr.; O.; Perdiz, R.O.; Batista, W.S.","2574","2013","12","Brasil","Roraima","Caracaraí","Estação Ecológica de Niquiá, Rio Água Boa do Univi, proximidades da base rústica do Niquiá, excursão Terra incognita","-61.65675","0.818111","-61.65675","0.818111",NA,"Árvore 10m alt., cálice e corola beges; em borda de mata de igapó",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"A.S.Flores; R. Sch. Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-08-27 13:32:00-03","IAP","PACA-AGP","68855","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens var. rubescens","(Phol.) Pittier","C. A. Cid et alii","2453","1980","09","Brasil","PA","Oriximiná","Margem esquerda a 5 km da cidade de Oriximiná","-55.8661003112793","-1.76556003093719",NA,NA,NA,"Rio Trombetas, Herbário INPA 96880&nf;Arvoreta de 7 m argilofo,. Habitat: Mata de várzea, solo argiloso, flores amarelas. Fenofase: flor","PACA068855","14",NA,NA,NA,NA,"Magnoliophyta","Proteales","var. rubescens",NA,"H. Sleumer",NA,NA,"479450","auto","1981",NA,NA,"Magnoliatae",NA,NA,NA
"252","2021-01-28 10:48:40-03","IECOS","HBRA","8091","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","F. C. A. Lucas","654","2012","08","Brasil","Pará","Santarém","Arapiun, Nova Canaã","-55.49944444","-2.66222222","-55.49944444","-2.66222222",NA,"Árvore de 6/m de altura com inflorescência creme","HBRA0003321",NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,"HBRA0003321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-10-20 14:18:03-03","UFOPA","HSTM","746","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Giacomin, L.L.; André, T.J.C.; Fadini, R.F.; Farias, E.; Silva, J.F.; dos Santos, F.;Araújo, D.","2593","2015","09","Brasil","Pará","Santarém","Distrito de Alter do Chão. Lago Verde dos Muiraquitãs. Vegetação ripária às margens do lago.","-54.932778","-2.500833","54º55'58''W","2º30'3''S",NA,NA,"HSTM000746","01",NA,NA,NA,NA,NA,NA,NA,NA,"Giacomin, L. L. & Almeida, T. E.","11","11",NA,NA,"2016","09","01",NA,NA,NA,NA
"254","2020-10-20 14:18:03-03","UFOPA","HSTM","594","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Almeida, T.E.; André, T.J.C.","4081","2015","08","Brasil","Pará","Santarém","Distrito de Alter do Chão. Vegetação ripária do Lago Verde.","-54.936944","-2.503889","54º56'13''W","2º30'14''S",NA,NA,"HSTM000594","13",NA,NA,NA,NA,NA,NA,NA,NA,"T. André","10","10",NA,NA,"2016","10","01",NA,NA,NA,NA
"255","2020-10-20 14:18:03-03","UFOPA","HSTM","4849","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Mortati, A.F.; Andre, T.; Silva, E.F.","47","2016","03","Brasil","Pará","Santarém","Distrito de Alter do Chão, Lago Verde, vegetação ripária. braço norte do Lago Verde, próximo à foz do igarapé do Macaco, a partir da Enseada do Sarú.","-54.928333","-2.472222","54º55'42''W","2º28'20''S",NA,NA,"HSTM004849","22",NA,NA,NA,NA,NA,NA,NA,NA,"Giacomin, L.L. & André,T.",NA,NA,NA,NA,"2016","09","01",NA,NA,NA,NA
"256","2020-10-20 14:18:03-03","UFOPA","HSTM","7534","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Soares, E.; Fonseca, D.",NA,"1986","08","Brasil","Pará","Oriximiná","Porto Trombetas. Lago do Batata, Próximo ao Igarapé do Caranã. Mata de Iagapó, solo argilo arenoso.","-56.45","-1.7","56º27'0''W","1º42'0''S",NA,NA,"HSTM007534","07",NA,NA,NA,NA,NA,NA,NA,"HSTM007534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-10-20 14:18:03-03","UFOPA","HSTM","7533","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Soares, E.; Fonseca, D.",NA,"1986","09","Brasil","Pará","Oriximiná","Porto Trombetas. Mineração Rio do Norte, estrada da mina, km 09. Lago do Batata. Mata de igapó, solo arenoso.","-56.45","-1.7","56º27'0''W","1º42'0''S",NA,NA,"HSTM007533","10",NA,NA,NA,NA,NA,NA,NA,"HSTM007533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-10-20 14:18:03-03","UFOPA","HSTM","8591","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Vidal F Mansano; Benjamin M. Torke, Marcus J Falcão, Fabio Kochanovski","1204","2017","02","Brasil","Pará","Belterra","Estrada para Pindobal.","-54.975556","-2.843056","54º58'32''W","2º50'35''S",NA,NA,"HSTM008591","15",NA,NA,NA,NA,NA,NA,NA,"HSTM008591","Giacomin, L.L.",NA,NA,NA,NA,"2019","12","01",NA,NA,NA,NA
"259","2020-10-20 14:18:03-03","UFOPA","HSTM","3564","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Almeida, T.E.; Giacomim, L.L.","4233","2016","02","Brasil","Pará","Santarém","Distrito de Alter do Chão. Margens do Lago Verde. Vegetação ripária.","-54.943611","-25.05","54º56'37''W","25º3'0''S",NA,NA,"HSTM003564","14",NA,NA,NA,NA,NA,NA,NA,"HSTM003564","L.L.Giacomin","13","13",NA,NA,"2016","09","01",NA,NA,NA,NA
"260","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031638","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","Pittier","G. Hatschbach; A. Schinini & E. Barbosa","67012","1997","8","Brazil","Mato Grosso",NA,"Rio Guaporé, entre Vila Bela e Barra do Sararé (Mun. Vila Bela da Sma. Trindade).","-59.95","-15",NA,NA,NA,"Árvore, 5m, flor creme.",NA,"19",NA,NA,NA,NA,"Magnoliophyta","Proteales",NA,NA,"A. Schinini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031637","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","Pittier","G. Hatschbach; A. Schinini & E. Barbosa","67012","1997","8","Brazil","Mato Grosso",NA,"Rio Guaporé, entre Vila Bela e Barra do Sararé (Mun. Vila Bela da Sma. Trindade).","-59.95","-15",NA,NA,NA,"Árvore, 5m, flor creme.",NA,"19",NA,NA,NA,NA,"Magnoliophyta","Proteales",NA,NA,"A. Schinini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-04-07 11:48:00-03","UFMS","CGMS","49092","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","G. Hatschbach; A. Schinini; E. Barbosa","67012","1997","08","Brasil","Mato Grosso","Vila Bela da Santíssima Trindade","Rio Guaporé, entre Vila Bela e Barra do Sararé.","-59.9505996704102","-15.0080995559692",NA,NA,NA,"Flor creme. Habitat: Mata alagável à margem do rio. Habito: Árvore. 5,00m de altura.","CGMS1079036","19",NA,NA,NA,NA,NA,NA,NA,NA,"A. Schinini",NA,NA,"149105","auto","1999",NA,NA,NA,NA,NA,NA
"263","2019-11-27 13:52:11-03","UFS","ASE","40576","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Lucas, FCA","1715","2014","11","Brasil","Pará","Santarém","Várzea","-54.4201","-2.2702","-54.4201","-2.2702",NA,"Árvore de 10 m altura, com fruto imaturo verde.","ASE0042096","14","Southern America",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"Lucas, FCA",NA,NA,NA,NA,"2014","11","14",NA,NA,NA,NA
"264","2019-11-27 13:52:11-03","UFS","ASE","15408","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Hatschbach, G; Silva, JM","65600","1996","11","Brasil","Mato Grosso","Vila Bela da Santíssima Trinda","Rio Barbado, Cavalvasco Velho","-59.5702","-15.003","-59.5702","-15.003",NA,"Arbusto, 2 m. Fruto marrom. Mata das margens do rio.; Arbusto, 2 m. Fruto marrom. Mata das margens do rio.","ASE0009346","15","Southern America",NA,NA,NA,"Magnoliophyta",NA,NA,"ASE0009346","Smith, SF",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:38:38-03","UNICAMP","UEC","20308","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier & Ducke","Jangoux, J; Bahia, RP","211","1978","12","Brazil","Maranhão","Nova Esperança","Rio Alto Turiaçu","-45.75","-2.916667","-45.75","-2.916667",NA,"ÁRvore de 15m de altura, 10 cm de diâmetro; pétala branca. Floresta periodicamente alagada, na estiagem; nas proximidades do rio.; Floresta periodicamente alagada, na estiagem; nas proximidades do rio.","UEC171376","04",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"UEC171376","Silva, NT","100","100",NA,NA,"1979",NA,NA,NA,NA,NA,NA
"266","2019-02-25 16:14:59-03","UNEMAT","HERBAM","23136","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Sardelli, L.F.; Silva, J.A.; Oliveira, V.F. & Thomé, R.S.","904Equipe 6-70C","2014","09","Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,NA,NA,"HERBAM023136","30",NA,NA,NA,NA,NA,NA,NA,NA,"Ferneda Rocha, L",NA,NA,"78569","auto","2015",NA,NA,NA,NA,NA,NA
"267","2019-02-21 19:38:01-03","UNEMAT","HERBAM","0542","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","P.F.C.; Sasaki, D.; Yesilyurt, J. & Piva, J.H.","408","2006","07","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Vegetação na margem do rio, bastante fechada, com emaranhado de arvoretas e cipós.","-55.198299407959","-9.95028018951416",NA,NA,NA,NA,"HERBAM000542","28",NA,NA,NA,NA,NA,NA,NA,NA,"Ramos, JF",NA,NA,"93610","auto","2006","11",NA,NA,NA,NA,NA
"268","2019-02-21 19:38:01-03","UNEMAT","HERBAM","2530","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Zappi, D.C.; Sasaki, D.; Milliken, W.; Frisby, S.; Henicka, G.S. & Piva, J.H.","1497","2008","08","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Campinarana estacionalmente alagada.","-55.908056","-9.485278","-55.908056","-9.485278",NA,NA,"HERBAM002530","29",NA,NA,NA,NA,NA,NA,NA,NA,"Zappi, DC","237","237",NA,NA,"2008",NA,NA,NA,NA,NA,NA
"269","2019-02-21 19:38:01-03","UNEMAT","HERBAM","0590","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","P.F.C.","483",NA,NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino","-55.198299407959","-9.95028018951416",NA,NA,NA,NA,"HERBAM000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramos, JF",NA,NA,"93610","auto",NA,NA,NA,NA,NA,NA,NA
"270","2019-02-21 19:38:01-03","UNEMAT","HERBAM","0347","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","P.F.C.; Yesilyurt, J.; Pedroga, J.A. & Gallo, A.","18","2006","07","Brasil","Mato Grosso","Alta Floresta","Parque Estadual Cristalino, Mata baixa inundável. Dossel ca. 10 m alt. Inundação até 1,70 m alt. Muitas árvores de tronco fino. Ocorrência de muitos cipós. Presença de murundus. Estrato herbáceo de pteridófitas e gramíneas.","-55.916111","-11.324722","-55.916111","-11.324722",NA,NA,"HERBAM000347","17",NA,NA,NA,NA,NA,NA,NA,NA,"Sasaki, D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-02-25 16:14:59-03","UNEMAT","HERBAM","14377","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Zanin, M.A.S.; Brito, A.G.; Oliveira, A.L. & Soares, V.A.L.","1203Equipe 12 -","2014","10","Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote F (prospecçã","-55","-11","-55","-11",NA,NA,"HERBAM014377","03",NA,NA,NA,NA,NA,NA,NA,NA,"Ferneda Rocha, L","269","269",NA,NA,"2015",NA,NA,NA,NA,NA,NA
"272","2019-02-25 16:27:54-03","UNEMAT","HERBAM","13361","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Zanzini, L.P.; Silva, R. & Santos, E.","157","2016","07","Brasil","Pará","Jacareacanga","UHE São Manoel UTM(0493978/8987642)","-57.752799987793","-6.22221994400024",NA,NA,NA,NA,"HERBAM013361","20",NA,NA,NA,NA,NA,NA,NA,NA,"Koch, AK; Rodrigues, D","136","136","393024","auto","2016","08","26",NA,NA,NA,NA
"273","2019-02-23 11:30:23-03","UNEMAT","HERBAM","10138","S","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","Soares-Lopes, C.R.A.; Dos Reis, O.; Soares, D.S.; Fernandes, E.; Rodrigues, L.; Lima, W.M.; Benetti, E","CL 2318096","2014","09","Brasil","Mato Grosso","Alta Floresta","PCH Cabeça-de-boi, M.E, Coleta Aleatória, Ilha, Terra firme","-8856.10833","50.341944","-8856.10833","50.341944",NA,NA,"HERBAM010138","25",NA,NA,NA,NA,NA,NA,NA,NA,"L.C.B.Moreira","252","252",NA,NA,"2014","09","25",NA,NA,NA,NA
