"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","imagecode","coordinatePrecision","geoFlag","preparationType","class","order","minimumElevationInMeters","individualCount","maximumElevationInMeters","typeStatus","fieldNumber","dayIdentified","sex"
"17","2021-03-15 18:27:02-03","USP","SPF","99198","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Caruzo, MBR","2001","12","Simão-Bianchini, R","513","1994","09","05",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Estrada para barragem da SABESP no Rio Guaratuba.","Arvoreta, 2.5 m alt. Folha discolores, flores masculinas e femininas verdes.","SPF00099198","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"SPF00099198","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 18:27:02-03","USP","SPF","64975","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat",NA,NA,NA,"Hoehne, FC","s.n.","1918","12","05",NA,"Brasil","São Paulo","Alto da Serra","Árvore da mata, de 2-4 m de alt.","SPF00064975","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"19","2019-07-09 13:23:03-03","F","FMNH-SEEDPLANTS","V0192619F","PreservedSpecimen","Plantae","Spermatophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,"RRC ID Flag",NA,NA,"A. Custodio Filho","1720","1983","10","21","South America","Brazil","São Paulo",NA,NA,"V0192619F",NA,"-49","-22",NA,NA,"V0192619F_01 V0192619F_02",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"1720",NA,NA
"20","2020-01-27 18:24:44-03","IAC","IAC","46970","S","Plantae",NA,"Euphorbiaceae-3.Crotonoideae","Croton","priscus","Croton priscus","Croizat","L.C. Bernacci et al.","2006","04","L.C. Bernacci; M.D. Soares-Scott; G.S. Pasquali & J.F. Benedito","4161","2006","04","28",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa, mata.","Vegetativo na ocasião.",NA,"Campinas","-47.067583","-22.862639","-47.067583","-22.862639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA
"21","2021-03-04 15:44:37-03","IF","SPSF","12543","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"G.A.D.C. Franco & A.Custodio Filho","703","1988","09","28","América do Sul","Brasil","SP","Reserva Florestal, Guaratuba","COLETA: XLS: SPSFAntigo;",NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto",NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-04 15:44:37-03","IF","SPSF","09936","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"A.Custodio Filho","1836","1983","11","14","América do Sul","Brasil","SP","Estação Biológica de Boracéia","COLETA: XLS: SPSFAntigo;",NA,"Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-04 15:44:37-03","IF","SPSF","09947","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"A.Custodio Filho","1862","1983","11","14","América do Sul","Brasil","SP","Estação Biológica de Boracéia","COLETA: XLS: SPSFAntigo;",NA,"Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-04 15:44:37-03","IF","SPSF","09949","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"A.Custodio Filho","1715","1983","10","21","América do Sul","Brasil","SP","Estação Biológica de Boracéia","COLETA: XLS: SPSFAntigo;",NA,"Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-04 15:44:37-03","IF","SPSF","10504","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"A.Custodio Filho","2649","1986","05","29","América do Sul","Brasil","SP","Estação Biológica de Boracéia","COLETA: XLS: SPSFAntigo;",NA,"Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-04 15:44:37-03","IF","SPSF","12329","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"A.Custodio Filho","1720","1983","10","21","América do Sul","Brasil","SP","Estação Biológica de Boracéia","COLETA: XLS: SPSFAntigo;",NA,"Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-04 15:44:37-03","IF","SPSF","11866","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Croton","priscus","Croton priscus",NA,NA,NA,NA,"G.A.D.C. Franco & A.Custodio Filho","471","1988","02","04","América do Sul","Brasil","SP","R.F.Guaratuba","COLETA: XLS: SPSFAntigo;",NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto",NA,"Magnoliopsida","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 10:04:04-03","IBt","SP","178651","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1986","02","Rosa, NA; Murça Pires, J","3894","1980","11","26",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore de 7m alt., 30cm de circ., flor verde",NA,"Santo André","-45.3","-23.75","-45.3","-23.75",NA,NA,NA,NA,NA,NA,"750",NA,"890",NA,NA,"28",NA
"29","2019-11-21 10:04:04-03","IBt","SP","194733","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Cordeiro, I",NA,NA,"Custodio Filho, A","1715","1983","10","21",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"Biritiba-Mirim","-45.866667","-23.633333","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,"890",NA,"950",NA,NA,NA,NA
"30","2019-11-21 10:04:04-03","IBt","SP","194742","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Cordeiro, I",NA,NA,"Custodio Filho, A","1720","1983","10","21",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"Biritiba-Mirim","-45.866667","-23.633333","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,"890",NA,"950",NA,NA,NA,NA
"31","2019-11-21 10:04:04-03","IBt","SP","195683","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Custodio Filho, A",NA,NA,"Custodio Filho, A","1862","1983","11","14",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"Biritiba-Mirim","-45.866667","-23.633333","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,"890",NA,"950",NA,NA,NA,NA
"32","2019-11-21 10:04:04-03","IBt","SP","175198","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Sugiyama, M","1986","03","Kirizawa, M; Lopes, EA; Custodio Filho, A","579","1981","11","20",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore +-5,0m alt., flores masculinas verde amareladas",NA,"Santo André","-46.333333","-23.783333","-46.333333","-23.783333",NA,NA,NA,NA,NA,NA,"850",NA,"850",NA,NA,"25",NA
"33","2019-11-21 10:04:04-03","IBt","SP","185113","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Sugiyama, M","1985","10","Custodio Filho, A; Carra, M","1052","1982","11","30",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore 10m., frutos",NA,"Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"750",NA,"900",NA,NA,"25",NA
"34","2019-11-21 10:04:04-03","IBt","SP","188600","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1986","06","Custodio Filho, A; Carra, M","1099","1982","12","07",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore 6m alt., frutos verde",NA,"Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"750",NA,"900",NA,NA,"18",NA
"35","2019-11-21 10:04:04-03","IBt","SP","195655","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Custodio Filho, A",NA,NA,"Custodio Filho, A","1836","1983","11","14",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"Biritiba-Mirim","-42.866667","-23.633333","-42.866667","-23.633333",NA,NA,NA,NA,NA,NA,"890",NA,"950",NA,NA,NA,NA
"36","2019-11-21 10:04:04-03","IBt","SP","200922","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1986","02","Sugiyama, M; Lopes, EA","564","1984","11","20",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore 4m., flores esverdeadas",NA,"Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"750",NA,"900",NA,NA,"26",NA
"37","2019-11-21 10:04:04-03","IBt","SP","215401","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Sugiyama, M","1987","03","Sugiyama, M; Kirizawa, M","700","1987","01","08",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Árvore 6,0m., fruto verdes, perto da casa do guarda",NA,"Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"750",NA,"900",NA,NA,"09",NA
"38","2019-11-21 10:04:04-03","IBt","SP","74924","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Handro, O","1971","04","Kuhlmann, M","5023","1963","10","16",NA,"Brasil","São Paulo","Boracéia. Cabeceira do Rio Guaratuba. Vegetação baixa.",NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:04:04-03","IBt","SP","279743","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Caruzo, MBR","2001","08","Simão Bianchini, R; et al.","513","1994","09","05",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Estrada para a barragem da SABESP no Rio Guaratuba.",NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:04:04-03","IBt","SP","296597","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Franco, GADC","1988",NA,"Franco, GADC; Custodio Filho, A","703","1988","09","28",NA,"Brasil","São Paulo","Reserva Florestal, Casa Grande. Guaratuba.",NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:04:04-03","IBt","SP","1121","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Handro, O",NA,NA,"Hoehne, FC","s.n.","1917","12","19",NA,"Brasil","São Paulo","Alto da Serra",NA,NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:04:04-03","IBt","SP","2593","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Handro, O","1946",NA,"Hoehne, FC","s.n.","1918","12","05",NA,"Brasil","São Paulo","Alto da Serra","Árvore da mata, 2-4 m alt.","SP000662","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"SP000662","27258","auto",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA
"43","2019-11-21 10:04:04-03","IBt","SP","32200","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","2000","06","Kuhlmann, M","s.n.","1933","11","23",NA,"Brasil","São Paulo","Alto da Serra, Estação Biológica",NA,"SP001916","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"SP001916","27258","auto",NA,NA,NA,NA,NA,NA,"Paratype",NA,"26",NA
"44","2019-11-21 10:04:04-03","IBt","SP","13734","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Handro, O",NA,NA,"Puttemanns, A","CGG5684","1902","11","27",NA,"Brasil","São Paulo","Campo Grande S.P.R.",NA,"SP006008","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"SP006008","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:04:04-03","IBt","SP","201170","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1986","02","Kirizawa, M; Guerra, TP","1376","1985","02","26",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Mata, picada doze, árvore ca. 4,0m alt., fruto verde",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,"28",NA
"46","2019-11-21 10:04:04-03","IBt","SP","215534","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1987","04","Kirizawa, M; Lopes, EA","1838","1987","02","24",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Picada vinte e sete, árvore 4,0m alt.",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,"01",NA
"47","2019-11-21 10:04:04-03","IBt","SP","220898","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1987","11","Kirizawa, M; Lopes, EA","1930","1987","10","27",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Picada doze, mata de encosta, árvore 5,0m alt.",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"48","2019-11-21 10:04:04-03","IBt","SP","220900","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Kirizawa, M","1987","11","Kirizawa, M; Lopes, EA","1928","1987","10","27",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","Picada vinte e sete, árvore 4,0m alt., flores brancas, frutos verdes",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"49","2019-11-21 10:04:04-03","IBt","SP","831","S","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat","Cordeiro, I",NA,NA,"Hoehne, FC","s.n.","1917","11","03",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","Árvore da mata de 2-4m alt. fla. alvas",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2010-12-07 16:50:03-02","A","HU-HERB","A 00047385","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat",NA,NA,NA,"F. C. Hoehne","831","1917","11","3","South America","Brazil","São Paulo","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"Holotype","831",NA,"undetermined"
"51","2010-08-16 16:39:17-03","A","HU-HERB","A 00277363","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat",NA,NA,NA,"F. C. Hoehne","2593","1918",NA,NA,"South America","Brazil","São Paulo","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"Isotype","2593",NA,"undetermined"
"52","2010-08-16 16:39:17-03","A","HU-HERB","A 00277364","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Croton","priscus","Croton priscus","Croizat",NA,NA,NA,"M. Kuhlmann","32200","1933","11","23","South America","Brazil","São Paulo","Alto da Sierra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"Not a type","32200",NA,"undetermined"
