"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","sex"
"11","2019-11-27 13:46:28-03","UFS","ASE","27418","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Andrade, RS","Gomes, C; Santos, E","224","2008","09","01","Southern America","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.566667","-11.5",NA,NA,NA,"Mata atlântica","ASE0031841","ASE0031841",NA,"-37.566667","-11.5","2016",NA,NA,NA,"03","01",NA,NA
"12","2019-11-27 13:46:28-03","UFS","ASE","28673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Andrade, RS","Gomes, C","ASE28673","2009","07","20","Southern America","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,NA,NA,"Mata Atlântica","ASE0000043","ASE0000043",NA,"-37.511389","-11.519444","2016",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-27 13:46:28-03","UFS","ASE","33791","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry",NA,"Santos, LAS","947","2014","04","03","Southern America","Brasil","Sergipe","Itabaianinha",NA,"-37.79","-11.273889",NA,NA,NA,"Árvore, casca externa cinza, grossa, fruto imaturo externamente verde, seco. Nº do conglomerado: 159. Coordenadas UTM do Ponto Central: E( 630969 m) e N (8751133 m), Número da Subunidade: 3, Número da Subparcela: 10, Número da árvore:","ASE0009106","ASE0009106",NA,"-37.79","-11.273889",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-27 13:46:28-03","UFS","ASE","33792","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Silva, ACC","Almeida, ES","434","2014","08","05","Southern America","Brasil","Sergipe","Nossa Senhora das Dores",NA,"-37.193056","-10.491944",NA,NA,NA,"Árvore com aprox. 1,7 m de altura, casca externa cinza e interna verde, fina, fruto maduro, oblongo, internamente marrom e externamente marrom mais claro, seco. Nº do conglomerado: 69. Coordenadas UTM do Ponto Central: E( 0690462 m) e","ASE0009107","ASE0009107",NA,"-37.193056","-10.491944","2015",NA,NA,NA,"05","06",NA,NA
"15","2020-11-13 12:29:28-03","UFRPE","PEUFR","18748","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. H. Gentry","M.J.N. Rodal","M.F. Sales; M.J.N. Rodal","410","1994","08","19",NA,"Brasil","Pernambuco","Catimbau","Trilha das Torres","-37.155833","-8.623333",NA,NA,NA,"Arbusto cerca de 1,5m; ráquis foliar castanho-arroxeadas; pedicelo e cálice castanho-violáceo, tubo da corola roxo, fauce branca, lobos roxo-escuro; estilete amarelado; coordenadas geográficas do município.","PEUFR018748",NA,NA,"37°09'21W","08°37'24S",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 14:05:07-03","UFRPE","PEUFR","17307","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. H. Gentry","L. G. Lohmann","M.J.N. Rodal","429",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEUFR017307",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 14:05:07-03","UFRPE","PEUFR","48743","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. H. Gentry","M. C. S. Mota","J.S. Silva; M. C. Abreu; E. B. Almeida Júnior","216","2007","06","20",NA,"Brasil","Pernambuco","Buíque",NA,"-37.25","-8.533333",NA,NA,NA,"Arbusto com 1,5m de altura. Fruto imaturo marrom, semente alada marrom.","PEUFR048743",NA,NA,"37°15'00''W","08°32'00''S","2012",NA,NA,NA,"02","01",NA,NA
"18","2019-11-19 14:05:07-03","UFRPE","PEUFR","17661","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. H. Gentry","G. S. Baracho","A.M. Miranda; L. P. Félix; S. C. Rodrigues","1744","1994","06","19",NA,"Brasil","Pernambuco","Buique","5 km da estrada de barro para Catimbal","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto, ramos roxo-acinzentado, folhas subcoriáceas bicolores, flores com pedúnculo arroxeado, cálice verde-amarronzado, corola roxa, frutos imaturos verdes, na maturação marrons, sementes aladas.","PEUFR017661",NA,NA,NA,NA,"1997",NA,"38964","auto","05","02",NA,NA
"19","2019-11-19 14:05:07-03","UFRPE","PEUFR","16510","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. H. Gentry","G. S. Baracho","A.M. Miranda; L. P. Félix; S. C. Rodrigues","1974","1994","06","19",NA,"Brasil","Pernambuco","Buique","Serra de Catimbal","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto, ramos amarronzados, folhas membranáceas abaxialmente verde mais claro, flores com cálice arroxeado, corola lilás com tubo alvo internamente, estigma alvo, frutos maduros negros.","PEUFR016510",NA,NA,NA,NA,"1997",NA,"38964","auto","05","02",NA,NA
"20","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","49","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","Gentry","Oliveira, M","Silva, P","s.n.","2001","06",NA,NA,"Brasil","Pernambuco","Buíque","Caatinga","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"21","2021-03-21 19:33:13-03","UFC","EAC","34674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Araújo, R.S.","Castro, A.S.F.","1520","2004","07","27","Southern America","Brasil","Ceará","Santana do Cariri","Guritiba, Chapada do Araripe, arenoso, carrasco.","-39.7369003295898","-7.18833017349243",NA,NA,NA,"Arvoreta.","EAC0034674","EAC0034674",NA,NA,NA,"2018",NA,"25041","auto","02","28",NA,NA
"22","2021-03-21 19:33:13-03","UFC","EAC","31165","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Araújo, R.S.","Castro, A.S.F.","1108","2001","12","05","Southern America","Brasil","Piauí","Conceição do Canindé","Belo Horizonte, 14km de Conceição","-41.5969009399414","-7.87777996063232",NA,NA,NA,"Arbusto.","EAC0031165","EAC0031165",NA,NA,NA,"2018",NA,"28182","auto","02","28",NA,NA
"23","2020-12-21 16:18:25-03","MBM","MBM","221585","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A. Gentry","Gentry, A.","Harley, R.M.; et al.; et al.","26491","1988","11","17","Southern America","Brazil","Bahia","Barra da Estiva","13km a leste da cidade","-41.3269004821777","-13.6260995864868",NA,NA,NA,NA,"MBM221585","MBM221585",NA,NA,NA,NA,NA,"61861","auto",NA,NA,NA,NA
"24","2020-03-11 09:00:18-03","URCA","HCDAL","4487","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H. Gentry","Miranda, A.M.","Alcântara, G.D.; Miranda, A.M.; Silva, D.N.; Oliveira, M.B.; Silva, J.S.","16","2008","02","12",NA,"Brasil","Pernambuco","Buíque","Estrada do Furtuoso, Vale do Catimbau.","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2m; caule marrom-acinzentado; folhas membranáceas, levemente aveludadas; flores margentas.; Caatinga.",NA,NA,NA,NA,NA,"2008",NA,"38964","auto",NA,NA,NA,NA
"25","2011-04-03 15:18:00-03","MO","MOBOT","1041942","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H. Gentry",NA,"Andrade-Lima","Andrade-Lima 71-6556","1971","10","8","South America","Brazil","Pernambuco",NA,"Buíque, a 4.5 km de Catimbau. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"1",NA
"26","2016-06-16 10:34:00-03","MO","MOBOT","1049558","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H. Gentry","A. Gentry (MO)","R.M. Harley|David J.N. Hind|Taciana B. Cavalcanti","Harley 26491","1988","11","17","South America","Brazil","Bahia","Barra da Estiva","Mun. Barra da Estiva. 13 km ao leste da cidade na estrada para Triunfo do Sincora.","-41.2166667","-13.5833333","720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2017-11-24 14:10:15-02","UFLA","ESAL","22587","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry",NA,"Santos, RM FA Viei; outros","s.n.",NA,NA,NA,NA,"Brasil","Pernambuco","Buíque","Parque Nacional Serra do Catibau.","-37.1557998657227","-8.62306022644043",NA,NA,NA,"árvore; 3, m; ;; caatinga",NA,NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"28","2021-02-04 10:26:42-03","UFRPE","HST","7176","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Félix, S.C.Rodrigues","1744","1994","06","18",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto; ramos roxos-acinzentado; folhas subcoriáceas bicolores; flores com pedunculo arroxeado, cálice verde-arroxxeado, corola roxa; frutos imaturos verdes, na maturação marron; sementes aladas.","HST007176",NA,NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"29","2021-02-04 10:26:42-03","UFRPE","HST","14580","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Felix et S.C.Rodrigues","1794","1994","06","19",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto, ramos amarronzados; folhas membranáceas, abaxialmente verde mais claro; flores com cálice arroxeado, corola lilas com tubo alvo internamente; estigma alvo; frutos maduros negros.","HST014580",NA,NA,NA,NA,"1995",NA,"38964","auto",NA,NA,NA,NA
"30","2021-02-04 10:26:42-03","UFRPE","HST","7305","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Félix et J.Semir","2318","1995","10","19",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto; flores magenta; frutos imaturos verdes.","HST007305",NA,NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"31","2021-02-04 10:26:42-03","UFRPE","HST","7175","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Félix, J.Semir","2273","1995","10","18",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2,50m alt.; caule acinzentado; folhas cartáceas a coriáceas; flores com cálice verde-arroxeado, corola com tubo inferior branco e estrias magentas; tubo superior lilás com prega magenta,","HST007175",NA,NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"32","2021-02-04 10:26:42-03","UFRPE","HST","7179","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; J.Semir, R.Pereira, J.E.Gomes, J.A.Bastos et V.Andrade","2789","1997","09","19",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2 m alt.; caule amarronzado; flores com cálice verde-arroxeado, corola magenta com fauce alvacenta; frutos maduros enegrecidos.","HST007179","HST007179_v",NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"33","2021-02-04 10:26:42-03","UFRPE","HST","7313","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Félix, J.Semir","2284","1995","10","18",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2 m alt.; flhs coriáceas; fls com cálice verde-arroxeado, corola de tubo inferior base branca a creme, tubo superior rosa na base a post. branco no ápice, fauce branca com listras arroxeadas; estaminóide creme-amarelado, es","HST007313","HST007313_v",NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"34","2021-02-04 10:26:42-03","UFRPE","HST","7174","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","A.M.Miranda; L.P.Félix, J.Semir","2275","1995","10","18",NA,"Brasil","Pernambuco","Buíque","Serra de Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2,50m alt.; caule acinzentado; folhas levemente discolor; flores com cálice verde-arroxxeado, corola com tubo inferior branco e estrias magentas; tubo superior lilás com prega magenta.","HST007174",NA,NA,NA,NA,"1997",NA,"38964","auto",NA,NA,NA,NA
"35","2021-02-04 10:26:42-03","UFRPE","HST","16211","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","A.M.Miranda","G.D.Alcântara; A.M.Miranda, D.N.Silva, M.B.Oliveira, J.S.Silva.","16","2008","02","12",NA,"Brasil","Pernambuco","Buíque","Vale do Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 2 m alt.; caule marrom acizentado; folhas membranáceas, levemente aveludadas; flores magentas.","HST016211",NA,NA,NA,NA,"2008",NA,"38964","auto",NA,NA,NA,NA
"36","2021-03-01 11:54:36-03","UFPE","UFP","47613","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Silva- Castro, MM","Silva, JS; Abreu, MC; Almeida Júnior, EB","216","2007","06","20",NA,"Brasil","Pernambuco","Buíque",NA,"-37.25","-8.533333",NA,NA,NA,"Arbusto com 1,5 m de altura. fruto imaturo marrom. Semente alada marrom.; Caatinga arbustiva. Solo arenoso com afloramento rochoso.","UFP047613",NA,NA,"-37.25","-8.533333","2008",NA,NA,NA,"05","09",NA,NA
"37","2021-03-01 11:54:36-03","UFPE","UFP","54390","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Santos, LL","Pick, RA","R162","2005","03","15",NA,"Brasil","Pernambuco","Buíque",NA,"-37.257722","-8.591694","805","805",NA,"Arbusto com 2m de altura, flores infundibuliformes, de coloração lilás;; Vegetação Caatinga.","UFP054390",NA,NA,"-37.257722","-8.591694","2007",NA,NA,NA,"03","05",NA,NA
"38","2021-03-01 11:54:36-03","UFPE","UFP","72090","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry",NA,"Santos, SO; Delgado Junior, GC","346","2012","05","30",NA,"Brasil","Pernambuco","Buíque",NA,"-37.237778","-8.583333","907","907",NA,NA,"UFP072090",NA,NA,"-37.237778","-8.583333",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 11:54:36-03","UFPE","UFP","31003","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry",NA,"Silva, P; Barbosa, D","8","2001","06","12",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto ca. 3m. Fruto imaturos. Final de frutificação. Solo arenoso, plano. Área de transição Cmapo Rupestre-Caatinga. Mata de altitude.","UFP031003",NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"40","2021-03-01 11:54:36-03","UFPE","UFP","63761","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Cano, O","Costa, ACG; Nadia, TCL; Barral, EC; Ferreira, SM","13","2011","01","13",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto de ca. de 1 m altura. Flor roxa com cheiro doce.","UFP063761",NA,NA,NA,NA,"2011",NA,"38964","auto","02",NA,NA,NA
"41","2021-03-01 11:54:36-03","UFPE","UFP","39302","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Costa-Silva, MB","Leite, AV","s.n.","2002","08","16",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto.","UFP039302",NA,NA,NA,NA,"2004",NA,"38964","auto","06",NA,NA,NA
"42","2021-03-01 11:54:36-03","UFPE","UFP","45437","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Barbosa, M","Lopes, A; Santos, MJ","27","2002","11","06",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Flores roxas; arbusto.","UFP045437",NA,NA,NA,NA,"2007",NA,"38964","auto","04","18",NA,NA
"43","2021-03-01 11:54:36-03","UFPE","UFP","46496","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Milet, P","Carvalho, AT","s.n.","2005","11","16",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arbusto de até 2 metros, flores rosa, antese diurna, polinizadas por Euglossa melanotricha (Euglossini). A planta vegeta preferencialmente em áreas com rochas ou encima das rochas (lajedos).","UFP046496",NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"44","2021-03-01 11:54:36-03","UFPE","UFP","59192","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Oliveira, C","Nadia, TL","201","2010","01","13",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Árvore ca. 3m. Flor lilás.","UFP059192",NA,NA,NA,NA,"2010",NA,"38964","auto","01","27",NA,NA
"45","2021-03-01 11:54:36-03","UFPE","UFP","83011","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H.Gentry","Medeiros, MCMP","Medeiros, MCMP; Louzada, RB","45","2016","01","20",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Arvoreta. Flores roxas.; Caatinga.","UFP083011",NA,NA,NA,NA,"2016",NA,"38964","auto","01","20",NA,NA
"46","2020-03-10 11:23:13-03","CPATSA","HTSA","7794","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H. Gentry","Marcondes Oliveira","Marcondes Oliveira","3977","2016","09","29",NA,"Brasil","Pernambuco","Buíque","Vale do Catimbau, Serra das Torres, afloramento rochoso.","-37.3925","-8.951944",NA,NA,NA,"Arbusto cerca de 3m de altura, caule acinzentado, folhas coriáceas. Frutos maturos marrons. Frequente.; Caatinga",NA,NA,NA,"-37.3925","-8.951944","2016",NA,NA,NA,"09","29",NA,NA
"47","2020-03-11 09:56:12-03","CPATSA","HTSA","7633","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","rugosa","Jacaranda rugosa","A.H. Gentry","Fontana, A.P.","Fontana, A.P.; Silva, J.R.","4061","2016","10","19",NA,"Brasil","Bahia","Glória","Salgado, Serra Negra. Caatinga arbustiva arbórea densa. Solo areno-pedregoso.","-38.583333","-9.285278",NA,NA,NA,"Arbusto, ca. 2m. Folhas buladas. Estéril.; Caatinga",NA,NA,NA,"-38.583333","-9.285278","2016",NA,NA,NA,"10","19",NA,NA
