"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","individualCount","typeStatus"
"103","2020-12-21 16:29:48-03","MBM","MBM","15993","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.","Hatschbach, G.","24942","1970","10","14","Southern America","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM015993","MBM015993","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:29:48-03","MBM","MBM","250727","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Hatschbach, G.","Ziller, S.R.; et al.; et al.","1896","1999","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda das Almas, Capela Nossa Senhora das Pedras","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM250727","MBM250727","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:29:49-03","MBM","MBM","77652","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Hatschbach, G.","Hatschbach, G.","45488","1982","09","22","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM077652","MBM077652","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:29:49-03","MBM","MBM","8531","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.","Hatschbach, G.","20689","1968","01","09","Southern America","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM008531","MBM008531","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:29:48-03","MBM","MBM","197518","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.","Ziller, S.R.","1507",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Guartelá, Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM197518","MBM197518","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-01 14:25:45-03","JBB","HEPH","31735","S","Plantae","Monocotyledon","Asparagales","Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","Chacon, RG","Chacon, RG; Gouvêa, APML; Braga, PMN; Soares, ACA","1339","2016","01","27","Southern America","Brasil","Distrito Federal","Brasília","Parque Ecológico Bernardo Sayão, Altura da QI 19, Lago Sul, próximo à DF-001 - na altura da entrada do Altiplano Leste","-47.797778","-15.817222","1108","1108",NA,NA,NA,NA,NA,NA,"2016","01","27","-47.797778","-15.817222",NA,NA,NA,NA
"109","2020-10-01 14:25:45-03","JBB","HEPH","28410","S","Plantae","Monocotyledon","Asparagales","Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","Dias, EBA","Rodrigues, AS","314","2012","03","06","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília, Área do Poção","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Comum",NA,NA,"70570","auto","2012","09","01",NA,NA,NA,NA,NA,NA
"110","2020-12-11 11:44:12-03","UFMG","BHCB","159814","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr",NA,"Vidal, CV; Paula-Souza, J","869","2012","02","14","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983906","-20.107833",NA,NA,NA,"Ambiente alterado, com acumulo de solo, herbáceo",NA,NA,NA,NA,NA,NA,NA,"-43.983906","-20.107833",NA,NA,NA,NA
"111","2020-12-11 11:44:12-03","UFMG","BHCB","199319","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"Augsten, M; Stehmann, JR; Stehmann, L","1151","2019","07","12","Southern America","Brasil","Minas Gerais","Camamducaia","Pedra de São Domingos","-45.96","-22.691667","2022","2022",NA,"Erva de 40 cm. Flores azuladas.; Afloramento rochoso.","BHCB199319",NA,NA,NA,NA,NA,NA,"-45.96","-22.691667",NA,NA,NA,NA
"112","2020-12-11 11:44:12-03","UFMG","BHCB","178124","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"Gontijo, FD; Braga, IF","744","2015","03","13","Southern America","Brasil","Minas Gerais","Caeté",NA,"-20.068056","-43.716111","1192","1192",NA,"Flores azuladas.; Herbáceo. Cerrado","BHCB030601","BHCB030601",NA,NA,"2015","05","06","-20.068056","-43.716111",NA,NA,NA,NA
"113","2020-12-11 11:44:12-03","UFMG","BHCB","71187","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"Cordeiro, J","1790",NA,NA,NA,"Southern America","Brasil","Paraná","Campina Grand do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-11 17:19:14-03","UFPR","UPCB","58099","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ribas, O.S.","Martins, A.C.","28","2004","10","28",NA,"Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.183333","-25.516667","910","910",NA,"Flor azul, herbácea, cerca de 50 cm de altura. Campo limpo..",NA,NA,NA,NA,NA,NA,NA,"-49.183333","-25.516667",NA,NA,NA,NA
"115","2021-02-11 17:19:14-03","UFPR","UPCB","7689","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.F.","Hatschbach, G.","20604","1968","12","10",NA,"Brasil","Paraná","Laranjeiras do Sul","Km. 127","-52.4160995483398","-25.4078006744385",NA,NA,NA,"Flor azul celeste, campo limpo..",NA,NA,"28404","auto","1969","07",NA,NA,NA,NA,NA,NA,NA
"116","2021-02-11 17:19:14-03","UFPR","UPCB","5513","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.F.","Hatschbach, G.","12840","1965","09","29",NA,"Brasil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Flor azul ultramar. Do campo seco..",NA,NA,"35166","auto","1969","01","01",NA,NA,NA,NA,NA,NA
"117","2021-02-11 17:19:14-03","UFPR","UPCB","8947","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.F.","Hatschbach, G.","24942","1970","10","14",NA,"Brasil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895","1300","1300",NA,"Flor lilás escuro. Do topo úmido de morro..",NA,NA,"12577","auto","1971","01","01",NA,NA,NA,NA,NA,NA
"118","2021-02-11 17:19:14-03","UFPR","UPCB","20067","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, P.F.","Cordeiro, J.","644","1989","10","11",NA,"Brasil","Paraná","Palmeira","Córrego das Antas","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Flor azul. Campo limpo, seco..",NA,NA,"35166","auto","1991","01","01",NA,NA,NA,NA,NA,NA
"119","2021-02-11 17:19:14-03","UFPR","UPCB","31699","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Cervi, A.C.","Cervi, A.C.","6331","1997","09","16",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Bulbosa, flor azul. Campo limpo..",NA,NA,"46557","auto","1997","01","01",NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","3036348","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","P. Ravenne","R. Kummrow","Kummrow 665","1974","10","8","South America","Brazil","Paraná",NA,"Mun. Curitiba. BR-116. Rio Iguaça.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2009-11-06 10:53:00-02","MO","MOBOT","100226391","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","P. Goldblatt","H. Sick","Sick s.n.","1965","4","18","South America","Brazil","Rio de Janeiro",NA,"Planalto do Itatiaia.",NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2009-06-29 10:57:00-03","MO","MOBOT","3036271","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"Louis O. Williams|Vicente Assis","Williams 5812","1945","2","28","South America","Brazil","Minas Gerais",NA,"Vicinity of Lagôa Grande, Serra da Mutuca, Municipio of Nova Lima.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2009-07-17 14:12:00-03","MO","MOBOT","3036972","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","P.E. Ravenna","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 12119","1966","1","29","South America","Brazil","Distrito Federal",NA,"Cerrado, Ribeirão Sobradinho, ca. 5 km S of Sobradinho, DF.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","3037092","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","P. Ravenna","J. Cordeiro","Cordeiro 644","1989",NA,NA,"South America","Brazil","Paraná",NA,"Mun. Palmeira. Córrego das Antas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2010-10-07 15:27:00-03","MO","MOBOT","3037123","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","P.E. Ravanne","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13876","1966","3","11","South America","Brazil","Distrito Federal",NA,"West margin of Lagôa Paranoá, Brasília, DF.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","3037165","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","R.F. Ravenna","Gert G. Hatschbach","Hatschbach 20689","1969",NA,NA,"South America","Brazil","Paraná",NA,"Mun. 4-Barras. Rio Taquari.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-07-25 15:01:44-03","UNIOESTE","UNOP","7907","S","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna.","Schinemann, D.A.","Silva, J.M.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.","8206","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Xilopodífera, flor lilás. Campo recém queimado.",NA,NA,"46557","auto","2016","06","22",NA,NA,NA,NA,NA,NA
"128","2020-08-31 09:19:24-03","INPA","INPA","200613","S","Plantae","Monocotyledon","Asparagales","Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ravenna, PE","Silva, JM da","1735","1996","10","24","Southern America","Brasil","Paraná","Curitiba","Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"INPA0200613","INPA0200613 INPA0200613_e","25180","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-07-10 09:46:30-03","MBML","MBML-HERBARIO","7051",NA,"Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chuk","N. S. Chukr, 14-11-2017","Teixeira; et al",NA,"1984","11","29",NA,"Brasil","Bahia","Lajedo",NA,NA,NA,NA,NA,NA,"Habitus herbáceo. 5 pétalas brancas azuladas, estame e estilete exclusos, bulbo.","MBML007051","MBML007051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-06-15 15:30:47-03","UNESP-RC","HRCB","64774","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Alophia","cf. sellowiana","Alophia cf. sellowiana","Klatt","Marcelo Trovó","Grupo Vermelho",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte Alta/Estrada antes do Abrigo Rebouças","-44.685939","-22.382139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º41'9.38W","22º22'55.70S",NA,NA,NA,NA
"131","2017-11-24 14:11:01-02","UFLA","ESAL","1248","S","Plantae",NA,NA,"Iridaceae","Alophia","sellowiana","Alophia sellowiana","Klatt","F. C. Hoehne","Hoehne, FC","581",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Instituto Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,"; ; ;",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-12-19 11:19:03-03","UFG","UFG","18053","S","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr",NA,"R.Cesar; V.L.G. Klein","18053","1996","01","31",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFG0018053","UFG0018053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-12-19 11:19:03-03","UFG","UFG","3873A","S","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","N.S. Chukr","Rizzo, J.A.; Barbosa, A.","3940","1969","03","06",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"UFG003873A","UFG003873A","25250","auto","2010","07","29",NA,NA,NA,NA,NA,NA
"134","2019-12-19 11:19:03-03","UFG","UFG","3873","S","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr",NA,"J.A. Rizzo; A. Barbosa","3940","1969","03","06",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"UFG0003873","UFG0003873","25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-12-19 11:19:03-03","UFG","UFG","15016","S","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","Dantas-Queiroz, M.V.","Gomes-Klein, V.L.; César, R.; et al.","2348","1994","04","16",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"UFG0015016","UFG0015016","40887","auto","2011","02","21",NA,NA,NA,NA,NA,NA
"136","2019-12-19 11:19:03-03","UFG","UFG","8930","S","Plantae",NA,NA,"Iridaceae","Alophia","sellowiana","Alophia sellowiana","Klatt.","N.S. Chukr","Rizzo, J.A.","8846","1973","02","20",NA,"Brasil","Goiás","Jataí",NA,"-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,"UFG0008930","UFG0008930","75073","auto","2017","10","31",NA,NA,NA,NA,NA,NA
"137","2020-11-18 11:40:31-03","UERJ","HRJ","12756","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","I.S. Matos","I.S. Matos","160","2015","10","26",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00012423",NA,"19648","auto","2015","10","26",NA,NA,NA,NA,NA,NA
"138","2020-11-18 11:40:31-03","UERJ","HRJ","12700","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","I.S. Matos","I.S. Matos","110","2015","07","19",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00012421",NA,"19648","auto","2015","08","31",NA,NA,NA,NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","209371","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Alophia","sellowiana","Alophia sellowiana","Klatt",NA,"A. Regnell","II/277","1866","2","24","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US01327888","US01327888_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"140","2020-09-12 05:00:02-03","US","US","2564845","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Alophia","sellowiana","Alophia sellowiana","Klatt",NA,"G. Hatschbach","12840","1965","9","29","South America","Brazil","Paraná","Palmeira","Rod. do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"US01327886","US01327886_01","35166","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"141","2020-09-12 05:00:02-03","US","US","2109999","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Alophia","sellowiana","Alophia sellowiana","Klatt",NA,"M. Barreto","3037","1933","3","9","South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte","Serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01327887","US01327887_01","17082","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"142","2020-09-12 05:00:02-03","US","US","2863554","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"H. S. Irwin, R. Souza & R. G. P. Santos","12119","1966","1","29","South America - Neotropics","Brazil","Distrito Federal","Brasília","Cerrado, Ribeirão Sobradinho, ca. 5km S of Sobradinho, D.F.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"US01327902","US01327902_01","70570","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"143","2020-09-12 05:00:02-03","US","US","3466419","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"J. Cordeiro & J. M. Silva","644","1989","10","11","South America","Brazil","Paraná","Palmeira","Córrego das Antas","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"US01327900","US01327900_01","35166","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"144","2020-09-12 05:00:02-03","US","US","2863552","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. G. P. Santos","14182","1966","3","28","South America - Neotropics","Brazil","Goiás",NA,"Serra Geral de Goiás. Rio Paraná, ca. 35 km N of Formosa on road to São Gabriel",NA,NA,NA,NA,NA,NA,"US01327901","US01327901_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"145","2020-09-02 16:29:49-03","Cenargen","CEN","75123","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","E. B. A. Dias","Eduarda Barreto Andrade Dias","613","2008","04","07",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília. Próximo ao córrego acampamento.","47.965","-15.745555",NA,NA,"Exsicatas","Flor branca com o ápice das pétalas e dos estames roxo.","CEN00075123","CEN00075123",NA,NA,"2010","01",NA,"47.965","-15.745555",NA,NA,"1",NA
"146","2020-09-02 16:29:49-03","Cenargen","CEN","106851","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Alophia","coerulea","Alophia coerulea","(Vell.) Chukr","F. F. M. Santos","Francisco Ferreira de Miranda Santos","811","2018","07","19",NA,"Brasil","DF","BRASILIA","Parque Ecológico Burle Marx, Asa Norte.","-47.9296989440918","-15.7797002792358","1053","1053","Unicata","Escapo com cerca de 1,5 m. Frutos secos à época da coleta, deiscentes longitudinalmente. Doação.","CEN00106851","CEN00106851","70570","auto","2018","07",NA,NA,NA,NA,NA,"1",NA
"147","2019-12-09 17:30:03-03","UFPR","EFC","18180","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Blum, C.T.; Dickel, G.","Bornschein, M.R.; Reinert, B.L.","130","1999","11","10",NA,"Brasil","Paraná","Quatro Barras","Propriedade R. Venske, margem direita do rio Iraí","-49.1155","-25.4085","908","908",NA,"Flor roxa, com riscos brancacentos no meio das pétalas, base da flora amarela, 1,3 m de altura, incomum, em várzea queimada","EFC018180",NA,NA,NA,"2019","05","17","-49.1155","-25.4085",NA,NA,NA,NA
"148","2019-12-09 17:30:03-03","UFPR","EFC","16240","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Vieira, R.S.","Vieira, R.S.","1027","2017","12","10",NA,"Brasil","Paraná","Piraquara","Serra do Marumbi - morro do Vigia","-48.98","-25.5102","1320","1320",NA,"Herbácea com 50 cm, em refúgio altomontano. Flores roxas. Refúgio Vegetacional Altomontano","EFC016240",NA,NA,NA,"2017","12","10","-48.9800","-25.5102",NA,NA,NA,NA
"149","2019-12-09 17:30:03-03","UFPR","EFC","14065","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Vieira, R.S.","Kuniyoshi, Y.S.","6438","2015","04","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - morro Capivari Grande","-48.4919","-25.0906","1200","1200",NA,"Herbácea em campo úmido, aos 1.200 m.s.n.m. Com flroes lilases.","EFC014065",NA,NA,NA,"2015","05","15","-48.4919","-25.0906",NA,NA,NA,NA
"150","2019-12-09 17:30:03-03","UFPR","EFC","8949","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Hatschbach, G.","Ziller, S.R.; Maschio, W.","1896","1999","10","10",NA,"Brasil","Paraná","Ponta Grossa","Capela Nossa Senhora das Pedras, Faz.das Almas","-49.8294","-25.3023",NA,NA,NA,"Herbácea em campo com afloramentos de arenito, sobre litossolo. Flores azuis, base interna da corola amarela em forma de estrela.","EFC008949",NA,NA,NA,"1999","12","01","-49.8294","-25.3023",NA,NA,NA,NA
"151","2019-12-09 17:30:03-03","UFPR","EFC","14858","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Vieira, R.S.","Vieira, R.S. et al.","886","2016","03","20",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-48.9845","-25.5146","1200","1200",NA,"Herbácea com 80 cm. Flores roxas.","EFC014858",NA,NA,NA,"2016","03","20","-48.9845","-25.5146",NA,NA,NA,NA
"152","2020-10-15 09:53:52-03","UFPR","EFC","12932","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Vieira, R.S.","Vieira, R.S.; et al.","404","2014","06","06",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803",NA,NA,NA,"Herbácea em refúgio altomontano. Com flor azul.","EFC012932",NA,NA,NA,"2014","06","06","-48.4919","-25.0803",NA,NA,NA,NA
"153","2019-12-09 17:30:03-03","UFPR","EFC","17601","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Souza, I.","Souza, I. et al.","301","2018","03","10",NA,"Brasil","Paraná","Campina Grande do Sul","Morro do Getúlio","-48.8401","-25.2363","1450","1450",NA,"Erva 1 m, flores azul claro. Estepe","EFC017601",NA,NA,NA,"2018","10","26","-48.8401","-25.2363",NA,NA,NA,NA
"154","2021-03-15 18:27:25-03","USP","SPF","220283","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Lovo, J; Beraldo, K","Beraldo, K","27","2013","09","27",NA,"Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Região mais alta do Parque. Trilha do Pai Zé.","-46.765556","-23.472222","1022","1022",NA,"Erva ca. 50 cm alt., rara. Bulbo de cor castanha, flor azulada.; Campo","SPF00220283",NA,NA,NA,"2014","01",NA,"-46.765556","-23.472222",NA,NA,NA,NA
"155","2014-04-04 18:27:30-03","PNFM","IRAI","6749","S","Plantae","Magnoliophyta",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Ristow, R.","Arruda, C.J.","112","2012","10","02",NA,"Brasil","Paraná","Pinhais","Área 1, Parque Newton Freire Maia","-49.123278","-25.382028","900","900",NA,"Herbácea, 30 cm, flor azul","IRAI00006749",NA,NA,NA,"2012","11","28","-49.123278","-25.382028",NA,NA,NA,NA
"156","2014-04-04 18:27:30-03","PNFM","IRAI","5710","S","Plantae","Magnoliophyta",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Cordeiro, J.; Barbosa, E.","Silva, J.M.","8206","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.995472","-25.240389","950","950",NA,"Xilopodífera, flor lilás. Campo recém queimado","IRAI00005710",NA,NA,NA,"2012","04",NA,"-49.995472","-25.240389",NA,NA,NA,NA
"157","2014-04-04 18:27:30-03","PNFM","IRAI","1395","S","Plantae","Magnoliophyta",NA,"Iridaceae","Gelasine","coerulea","Gelasine coerulea","(Vell.) Ravenna","Cordeiro, J.; Martin, V.C.","Miranda, A.C.L.","313","2009","10","31",NA,"Brasil","Paraná","Pinhais","Área 1, Parque Newton Freire Maia, Jardim Boa Vista","-49.122306","-25.3815",NA,NA,NA,"Herbácea, 30 cm, flor trímera lilás, bulbo, campo limpo seco","IRAI00001395",NA,NA,NA,"2010","01","01","-49.122306","-25.3815",NA,NA,NA,NA
