"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"49","2009-07-13 12:46:00-03","MO","MOBOT","100200328","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","C. Girod","C. Delnatte|M. Boudrie|C. Girod|G. Odonne","Delnatte 554","2006","1","21","South America","French Guiana",NA,NA,"Rizières de Couachi, au PK 24 de la D 8 vers Mana.","-53.7","5.6333333","7.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2008-05-27 22:02:00-03","MO","MOBOT","1186873","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse (MO)","José Campos de la Cruz|O. Díaz","Campos de la Cruz 2095","1996","1","19","South America","Peru","Cajamarca","San Ignacio","Distrito Huarango: Pto Tabolozo a Mechinal (Bosque Primario).","-78.73333","-5.33333","600.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","6"
"51","2013-02-10 19:14:00-02","MO","MOBOT","1576986","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse, Sept 2001 (MO)","M. F. Prévost|Jean Petitbon","Prévost 3939","2000","8","7","South America","French Guiana",NA,NA,"Matoury. Scierie du Larivot. Friche, Rudérale, Herbacée","-52.33333","4.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-02-03 22:19:00-02","MO","MOBOT","1589821","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse, XI/2001 (MO)","Jean Petitbon","Petitbon 112","2001","3","3","South America","French Guiana",NA,NA,"Canton de Matoury. Zone industrielle de Cogneau-Larivot.","-52.33333","4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1725170","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse","Gerrit Davidse","Davidse 2989","1971","11","11","South America","Venezuela","Guárico",NA,"26 km south of Calabozo by road; palm dotted savanna with rather extensively developed clumps of trees (matas) and some ponds.",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"591","6"
"54","2008-05-27 22:02:00-03","MO","MOBOT","1743396","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse","Gerrit Davidse|Getulio Agostini|Thais de Agostini","Davidse 3822","1973","11","7","South America","Venezuela","Guárico",NA,"Ca. 50 km N of San Fernando de Apure. Roadside ditch now nearly dry; vegetation dominated by weedy species; low savanna.",NA,NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"668","5"
"55","2008-05-27 22:02:00-03","MO","MOBOT","1797384","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","R.W. Pohl","Julio C. Betancur B.","Betancur B. 318","1986","10","1","South America","Colombia","Antioquia","Arboletes","2 km después carretera a Turbo, lado del camino,",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","1797388","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Julio C. Betancur B.","Betancur B. 348","1986","10","2","South America","Colombia","Antioquia","Chigorodó","Hacienda Montecristo, 25 km después de Apartado, cultivo de chontaduro,",NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1797393","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","R.W. Pohl","Julio C. Betancur B.","Betancur B. 264","1986","9","28","South America","Colombia","Antioquia","Dabeiba","27 km después por la carretera al mar,",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1834795","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Gerrit Davidse","Davidse 4230","1973","11","19","South America","Venezuela","Guárico",NA,"23 km NE of Chaguaramas along highway to Altagracia de Orituco and Chaguaramus. Dry, scrubby, deciduous forest around a pond with standing water.",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821",NA
"59","2013-10-05 06:35:00-03","MO","MOBOT","1873052","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse","Gerrit Davidse|Ángel C. González|Francisco J. Ortega","Davidse 21502","1982","10","30","South America","Venezuela","Portuguesa",NA,"Distrito Guanare: 17 km NW of Tucupido by road, future basin of Represa Tucupido and lower forested, north slope of Fila Las Palmas.","-69.95","9.01666","200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1515",NA
"60","2009-06-24 20:49:00-03","MO","MOBOT","1874908","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Jason R. Swallen","Swallen 4620","1934","5","16","South America","Brazil","Ceará",NA,"Camocim to Granja, wet ditches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-08-23 05:45:00-03","MO","MOBOT","1874909","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"S.A. Renvoize","Renvoize 5426","1992","9","20","South America","Colombia","Meta",NA,"Meta/Vichada, Carimagua. Grassland on clay soils, east of research station",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","1874913","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Andreas Gröger","Gröger 1129","1993","9","28","South America","Venezuela","Amazonas",NA,"Carretera Pto. Ayacucho hatia Samariapo; km 27; 6 km al Sur; Tobogan de la Selva, vegetacion de regeneracion adyacente al tobogan. Creciendo en substrato anegadizo de 5-10 cm de profundidad","-67.61666","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-07-19 14:56:00-03","MO","MOBOT","1874916","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8282","1980","2","2","South America","Brazil","Tocantins","Presidente Kennedy","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as estado Goiás and BR010 in original field book].","-48.6447222","-8.4944444","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","6"
"64","2009-08-07 05:32:00-03","MO","MOBOT","1874919","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Rubén A. Montes","Montes 901","1981","11","20","South America","Venezuela","Guárico",NA,"Estero del rio Orituco, 25 km sur de la Estacion Biologica de Las Llanos, Caloboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-12-11 12:42:00-02","MO","MOBOT","1874921","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","T. Soderstrom & J. Swallen","Howard S. Irwin|Ghillean T. Prance|Thomas R. Soderstrom|Noel H. Holmgren","Irwin 57545","1963","9","24","South America","Suriname",NA,NA,"Infrequent in highly disturbed area near buildings at Kayser Airstrip, 45 km above confluence with Lucie Rivier","-56.81666","3.33333","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","1874924","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Calaway H. Dodson|Alwyn H. Gentry","Dodson 13871","1983","5","24","South America","Ecuador","Guayas",NA,"Capeira, km 21, Guayaquil to Daule. Tropical dry forest","-79.963","-2.0195","20.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-08-23 04:12:00-03","MO","MOBOT","1874927","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Baltasar Trujillo","Trujillo 8872","1968","5","6","South America","Venezuela","Guárico",NA,"Maleza en arroy de Godies. Estacion Experimental de Los Llanos. Calabozo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-12-11 12:42:00-02","MO","MOBOT","1874929","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","T. Soderstrom & J. Swallen","Howard S. Irwin|Ghillean T. Prance|Thomas R. Soderstrom|Noel H. Holmgren","Irwin 55215","1963","8","23","South America","Suriname",NA,NA,"Edge of Kayser airstrip and savanna, 45 km above confluence with Lucie Rivier","-56.81666","3.33333","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2009-12-04 09:50:00-02","MO","MOBOT","1874932","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Carlos Ramírez Reyes","Ramírez Reyes 1757","1981","9","30","South America","Venezuela","Portuguesa",NA,"Dto. Ospino. Alrededores de Ave Ludigena y puente sobre el Rio Ave. A orilla de Carretera La Aparicion-Ospino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-10-21 21:43:00-02","MO","MOBOT","1874935","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Julian A. Steyermark|Ronald L. Liesner|Gerardo Aymard","Steyermark 127165","1982","11","3","South America","Venezuela","Portuguesa",NA,"Selva de galeria a lo largo del Rio Maria, Boca de Monte, 23 kms al norte del vado del Rio Suruguapo, 38 kms al norte por la autopista Guanare-Ospino, en el sitio Las Marias, al Norte de Guanare","-69.71666","9.3","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-17 07:41:00-03","MO","MOBOT","1874938","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Basil Stergios","Stergios 7982","1985","3","27","South America","Venezuela","Portuguesa",NA,"Lecho del rio Guanare, a la altura del puente sobre la carretera Guanare - Barinas. Isla pedregosa en el centro del cauce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-01-25 04:33:00-03","MO","MOBOT","1874943","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse (MO)","Francico Guánchez M.","Guánchez Meza 1944","1982","8","25","South America","Venezuela","Amazonas",NA,"Formaciones arbustivas creciendo sobre afloramientos graniticos, 2 kms al sur de Puerto Ayacucho","-67.6","5.66666","50.00000000","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-12-27 21:28:00-02","MO","MOBOT","1875660","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse, 2003 (MO)","Mauricio Ramia","Ramia 3506","1969","12","4","South America","Venezuela","Barinas",NA,"Sabanas al oeste San Silvestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1875663","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse, 2003 (MO)","W.H.A. Hekking","Hekking 943","1961","8","19","South America","Suriname","Nickerie",NA,"Prins Bernhard - polder: ca. 20 km SE of Nieuw-Nickerie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1875665","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse, 2003 (MO)","PINTO","PINTO s.n.","1964","11",NA,"South America","Venezuela","Carabobo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-06-25 21:22:00-03","MO","MOBOT","1875666","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse, 2003 (MO)","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2014-12-27 21:28:00-02","MO","MOBOT","1875667","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","G. Davidse, 2003 (MO)","Mauricio Ramia","Ramia 1313","1957","9","17","South America","Venezuela",NA,NA,"A orilla carretera, en pequeña cuneta común; Estación Experimental de Los Llanos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-02-22 08:58:00-03","MO","MOBOT","230791","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse","Alan E. Brant|Omar D. Escobar","Brant 1189","1987","10","9","South America","Colombia","Antioquia","Caucasia","along road to Nechí ca. 19 km E from Caucasia- Planeta Rica road; secondary forest and wetland N of road.","-75.1666667","8.0333333","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-8","6"
"79","2011-06-09 17:10:00-03","MO","MOBOT","230831","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Calaway H. Dodson|et al.","Dodson 13765",NA,NA,NA,"South America","Ecuador","Los Ríos",NA,NA,NA,NA,"0E8","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","232045","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","S. Lægaard","Jens E. Madsen","Madsen 63503","1987","5","31","South America","Ecuador","Guayas",NA,"Isla Puná. El Placer, km 0-2 inland along path. Semi-deciduous forest.","-80","-2.8","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","232054","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Simon Lægaard","Lægaard 70418","1988","2","26","South America","Ecuador","Guayas",NA,"Km 18 Naranjal - Machala. Roadside","-79.66666","-2.75","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","232084","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","S. Lægaard","B. Løjtnant|Ulf Molau","Løjtnant 13578","1979","5","17","South America","Ecuador","Pastaza",NA,"Montalvo, within the military camp. Fields, hedgerows, and lawns with small ditches.","-76.96666","-2.08333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-06-27 16:39:00-03","MO","MOBOT","2656070","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Laegaard, S. (AAU)","Simon Lægaard","Lægaard 102174","1992","4","6","South America","Ecuador","Cotopaxi",NA,"Moraspungo - Quevedo km 20. Weeds along road and in moist field.","-79.25","-1.11666","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","2947914","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Georges Cremers","Cremers 7977","1983","2","13","South America","French Guiana",NA,NA,"Région de paul Isnard: Citron Déblai de la mine au bord de la orique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-06-24 20:49:00-03","MO","MOBOT","2948189","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Jason R. Swallen","Swallen 4461","1934","5","2","South America","Brazil","Ceará",NA,"Junco to Quixadá: open black muddy ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2014-10-30 08:18:00-02","MO","MOBOT","2948378","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"André Goeldi","Goeldi 37","1914","4",NA,"South America","Brazil","Pará",NA,"Border path, Bragança Railroad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"87","2008-05-27 22:02:00-03","MO","MOBOT","2948639","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","L.G. Kulhmann","* REINIGER","REINIGER 84059","1953","8",NA,"South America","Brazil","Rio de Janeiro",NA,"Mun. Itaperuna, Comendador Venancio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-09-09 08:56:00-03","MO","MOBOT","2948766","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J.C. Linderman","J. Boerboom","Boerboom 9575","1962","10",NA,"South America","Suriname",NA,NA,"Blakawatra, plot 12, near second bridge.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","2951722","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","Hoock 1147","1956","4","26","South America","Suriname","Saramacca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-04-20 10:36:00-03","MO","MOBOT","2951873","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","Hoock 119","1956","6","24","South America","French Guiana","Saint-Laurent-du-Maroni",NA,"Restourant Victoire.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2012-04-20 10:36:00-03","MO","MOBOT","2952023","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","Hoock 120","1957","3","27","South America","French Guiana",NA,NA,"Chomips d' essoi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-08-31 09:21:20-03","INPA","INPA","4492","S","Plantae","Monocotyledon","Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gibertoni, TB; Gomes-Silva, AC","Fróes, RL","27069","1951","05","14","Southern America","Brasil","Pará",NA,"Rio Tocantins, Baixo Rio Tocantins.","-48.551678","-6.337253",NA,NA,NA,NA,"INPA0004492","INPA0004492 INPA0004492_e",NA,NA,"2012",NA,"-48.551678","-6.337253",NA,NA,NA,NA,NA
"93","2020-08-31 09:21:20-03","INPA","INPA","119819","S","Plantae","Monocotyledon","Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gibertoni, TB; Gomes-Silva, AC","Plowman, T","8282","1980","02","02","Southern America","Brasil","Goiás","Presidente Kennedy","BR 153, Road from highway BR 153 to Itaporã, 12 Km west of village of Presidente Kennedy - Fazenda Primavera along Ribeirão Feinho; in seepage on granitic outcrop.","-48.6008","-8.5006",NA,NA,NA,NA,"INPA0119819","INPA0119819 INPA0119819_e",NA,NA,"2012",NA,"-48.6008","-8.5006",NA,NA,NA,NA,NA
"94","2020-08-31 09:21:20-03","INPA","INPA","4759","S","Plantae","Monocotyledon","Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gibertoni, TB; Gomes-Silva, AC","Black, GA","51-12417","1951","07","25","Southern America","Brasil","Amapá","Ferreira Gomes","Rio Araguarí, Ferreira Gomes, beira de Rio Araguarí.","-52.916667","0.916667",NA,NA,NA,NA,"INPA0004759","INPA0004759 INPA0004759_e",NA,NA,"2012",NA,"-52.916667","0.916667",NA,NA,NA,NA,NA
"95","2017-11-24 14:12:04-02","UFLA","ESAL","1710","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","D .A.C.","Carvalho, DA; et al.","43",NA,NA,NA,NA,"Brasil","Minas Gerais","Leopoldina","Fazenda Vargem Linda II","-42.6431007385254","-21.5319004058838",NA,NA,NA,"erva; 0.60; ;; formação antrópica",NA,NA,"26325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2554016","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Lindeman, J. C.","J. G. Wessels Boer","897","1963","3","15","South America - Neotropics","Suriname","Sipaliwini",NA,"Oelemari R.","-54.55","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","3214182","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","P. M. Peterson & D. Gopaul","7394","1989","6","11","South America - Neotropics","Guyana","Demerara-Mahaica",NA,"About 30 mi. SE of Georgetown at Cane Grove","-57.9167","6.63333","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","3239652","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","M. Hoff","6179","1990","1","15","South America - Neotropics","French Guiana",NA,NA,"Savane Mathieu, Iracoubo","-53.26","5.48","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","3190672","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","G. Cremers & M. Hoff","10524","1989","4","13","South America - Neotropics","French Guiana",NA,NA,"Commune de Mana, Estuaire de la Mana","-53.78","5.66","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","1690694","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","W. A. Archer","2711","1934","11","11","South America - Neotropics","Suriname",NA,NA,"Scotelweg","-55.21","5.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","1258792","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","Collector unknown","s.n.","2004","2",NA,"South America - Neotropics","Guyana","Demerara-Mahaica",NA,"Georgetown","-58.16","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","3178375","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","4523","1988","4","13","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Kaieteur Falls National Park; along rim downstream from the falls","-59.4833","5.16667","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","3171398","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","A. Everaarts","684","1982","5","28","South America - Neotropics","Suriname","Saramacca",NA,"Kabo Experimental Farm","-55.7","5.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","3412826","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","120","1957","3","27","South America - Neotropics","French Guiana",NA,NA,"Rémire, Champs d'Essai","-52.28","4.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","3083743","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","W. H. A. Hekking","943","1961","8","19","South America - Neotropics","Suriname",NA,NA,"Nickerie","-56.98","5.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
