"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","imagecode","maximumElevationInMeters","typeStatus","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"46","2020-11-04 11:21:18-03","ESALQ","ESA","12236","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Souza, V.C. et al.","4542.0","1993","10","30",NA,"Brasil",NA,NA,NA,"ESA012236","Pteridophyta",NA,NA,"São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,"Itararé",NA,NA,NA,NA,"Prado, J.","27729","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:36:18-03","IAP","PACA-AGP","77783","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L.T. Dombrowski","3444","1971","04","06",NA,"Brasil",NA,NA,"Habitat: em valeta meio do campo","PACA077783","Pteridophyta","Polypodiales","(Fée) Christ","PR",NA,"-49.0769004821777","-25.3656005859375",NA,"Quatro Barras",NA,NA,NA,"Filicopsida","Sehnem","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:36:18-03","IAP","PACA-AGP","91037","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Windisch, P. G.","9917","2004","09","18",NA,"Brasil",NA,NA,"Habitat: Campo de altitude.","PACA091037","Pteridophyta","Polypodiales","(Fée) Christ","RS",NA,"-50.1446990966797","-29.0478000640869","760","Cambará do Sul",NA,"760",NA,"Filicopsida",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:36:18-03","IAP","PACA-AGP","77786","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Reitz, R.","6142","1958","01","10",NA,"Brasil",NA,NA,"Habitat: em campo","PACA077786","Pteridophyta","Polypodiales","(Fée) Christ","SC","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,"Campo Alegre",NA,NA,NA,"Filicopsida","Sehnem","37493","auto","1976","05",NA,NA,NA,"23",NA,NA,NA
"50","2019-08-27 13:36:18-03","IAP","PACA-AGP","77780","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Klein","6832","1966","10","21",NA,"Brasil",NA,NA,"Habitat: em barranco","PACA077780","Pteridophyta","Polypodiales","(Fée) Christ","SC","Monte Crista","-48.8549995422363","-26.0266990661621",NA,"Garuva",NA,NA,NA,"Filicopsida","Sehnem","22441","auto","1968","01",NA,NA,NA,"09",NA,NA,NA
"51","2019-08-27 13:36:18-03","IAP","PACA-AGP","77778","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Sehnem, A.",NA,"1951","01","10",NA,"Brasil",NA,NA,"Habitat: in campo ad rupes","PACA077778","Pteridophyta","Polypodiales","(Fée) Christ","SC",NA,"-50.326099395752","-27.8160991668701",NA,"Lages",NA,NA,NA,"Filicopsida","Sehnem","70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:36:18-03","IAP","PACA-AGP","77781","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L.T. Dombrowski","2922","1969","10","26",NA,"Brasil",NA,NA,"freq. Habitat: em barranco","PACA077781","Pteridophyta","Polypodiales","(Fée) Christ","SC","Gruta do Monge",NA,NA,NA,"Lapa",NA,NA,NA,"Filicopsida","Sehnem",NA,NA,"1970","05",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:36:18-03","IAP","PACA-AGP","89530","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","J. Prado","1034","2000","02","14",NA,"Brasil",NA,NA,"HASU 13011 Habitat: Terrestre, crescendo no barranco à margem da estrada.","PACA089530","Pteridophyta","Polypodiales","(Fée) Christ","SP","Subida do Pico Itapeva.","-45.55","-22.75","1800","Campos do Jordão",NA,"1800",NA,"Filicopsida","J. Prado",NA,NA,"2000","02","45°33'W","22°45'S",NA,"14",NA,NA,NA
"54","2019-08-27 13:36:18-03","IAP","PACA-AGP","77782","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Hatschbach, G.","25619","1970","11","23",NA,"Brasil",NA,NA,"Hábito: terrícola Ecossistema: Mata Atlântica","PACA077782","Pteridophyta","Polypodiales","(Fée) Christ","PR","Rio Atuba","-49.2731018066406","-25.4277992248535",NA,"Curitiba",NA,NA,NA,"Filicopsida","Sehnem","25180","auto","1971","03",NA,NA,NA,"06",NA,NA,NA
"55","2019-08-27 13:36:18-03","IAP","PACA-AGP","77779","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L.T. Dombrowski","2388","1967","01","31",NA,"Brasil",NA,NA,"frequente Habitat: em barranco","PACA077779","Pteridophyta","Polypodiales","(Fée) Christ","PR",NA,"-49.0633010864258","-25.4416999816895",NA,"Piraquara",NA,NA,NA,"Filicopsida","Sehnem","12577","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:36:18-03","IAP","PACA-AGP","77777","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Sehnem, A.",NA,"1950","01","19",NA,"Brasil",NA,NA,"Habitat: in declivio montens","PACA077777","Pteridophyta","Polypodiales","(Fée) Christ","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"Filicopsida","A. Sehnem SJ","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:36:18-03","IAP","PACA-AGP","98614","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Sehnem, A.","4328","1950","01","19",NA,"Brasil",NA,NA,"Habitat: In declivio montana","PACA098614","Pteridophyta","Polypodiales","(Fée) Christ","RS","Serra do Rocinha","-50.4166984558105","-28.6678009033203","100","Bom Jesus",NA,"100",NA,"Filicopsida","A. Sehnem","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:36:18-03","IAP","PACA-AGP","77784","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Camargo, O. R.","3921","1964","01","02",NA,"Brasil",NA,NA,"Habitat: no mato terrestre","PACA077784","Pteridophyta","Polypodiales","(Fée) Christ","RS","Cascata Caracol","-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,NA,"Filicopsida","Sehnem","16452","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:36:18-03","IAP","PACA-AGP","98615","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Sehnem, A.","5447","1951","01","10",NA,"Brasil",NA,NA,"Habitat: In campo ad rupes","PACA098615","Pteridophyta","Polypodiales","(Fée) Christ","SC",NA,"-50.326099395752","-27.8160991668701","950","Lages",NA,"950",NA,"Filicopsida","A. Sehnem","70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:36:18-03","IAP","PACA-AGP","77788","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Eugenio Leite","3876","1936","01",NA,NA,"Brasil",NA,NA,"Habitat: nos rochedos","PACA077788","Pteridophyta","Polypodiales","(Fée) Christ","SP","Morro do Itapeva","-45.5900001525879","-22.7299995422363",NA,"Campos do Jordão",NA,NA,NA,"Filicopsida","J. Cislinski-Yesilyurt","21048","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:19:11-03","UFV","VIC","50718","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Gonzatti, F.; Nogueira, L.; Kulkamp, J.; Ferreira, D.","3017","2016","11","17",NA,"Brasil",NA,NA,"Erva ereta, caule ereto, em solo seco e pedregoso de recorte de barranco e campo de altitude.; Erva ereta, caule ereto, em solo seco e pedregoso de recorte de barranco e campo de altitude.","VIC050718",NA,NA,"(Fée) Yesilyurt","Santa Catarina","Alto Quiriri","-48","-26","1370","Garuva","VIC050718","1370",NA,NA,"Gonzatti, F.",NA,NA,"2017",NA,"-48","-26",NA,NA,NA,NA,NA
"62","2020-12-20 21:19:11-03","UFV","VIC","50722","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Gonzatti, F.; Nogueira, L.; Kulkamp, J.; Ferreira, D.","3025","2016","11","17",NA,"Brasil",NA,NA,"Erva em barranco rochoso, junto à estrada. Matriz campestre.; Erva em barranco rochoso, junto à estrada. Matriz campestre.","VIC050722",NA,NA,"(Fée) Yesilyurt","Santa Catarina","Estrada da SC 418 para Serra do Quiriri.","-49","-26",NA,"Campo Alegre","VIC050722",NA,NA,NA,"Gonzatti, F.",NA,NA,"2017",NA,"-49","-26",NA,NA,NA,NA,NA
"63","2020-12-20 21:19:11-03","UFV","VIC","038630","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Tinti, B.V.","s.n.","2010","04","23",NA,"Brasil",NA,NA,"Herbácea de afloramento rochoso,campo graminoso.","VIC038630",NA,NA,"(Fée) Yesilyurt","Minas Gerais","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,"Fervedouro","VIC038630",NA,NA,NA,NA,"20038","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-02-27 16:44:21-03","UFSC","CTBS","3760","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Nunes, M.G. & Ferreira, P.C.","60","2017","10","04",NA,"Brasil",NA,NA,"Herbácea. Em borda de trilha.",NA,NA,NA,"(Fée) Crirst.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Tibagi",NA,NA,NA,NA,"Nunes, M.G.","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:54:20-03","UFJF","CESJ","57744","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","A. Salino","6902","2001","07","01","América do Sul","Brasil",NA,NA,"Terrestre, crescendo em barranco na beira de estrada.","CESJ057744","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","mata do trevo de acesso a Camanducaia.","-46.154694","-22.748111","1180","Camanduacaia",NA,"1180",NA,NA,"A. Salino",NA,NA,NA,NA,"-46.154694","-22.748111",NA,NA,NA,NA,NA
"66","2019-11-21 14:54:20-03","UFJF","CESJ","52666","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","T.M. Machado; A.S.M. Valente; F.S. Souza","125","2009","01","24","América do Sul","Brasil",NA,NA,"Terrestre na área de pastagem.","CESJ052666","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Pocinhos do Rio Verde, Pedreira Califórnia Brown&nf;Fuso 23 K 0357748 E 7571631 N","-46.386100769043","-21.9235992431641",NA,"Caldas",NA,NA,NA,NA,"F.S. Souza","25710","auto","2009","01",NA,NA,NA,NA,NA,NA,NA
"67","2020-06-30 18:33:22-03","UFJF","CESJ","27263","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","1028","1993","05","01","América do Sul","Brasil",NA,NA,"Saxícola. Poucos exemplares.","CESJ027263","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Estadual do Ibitipoca, Depois do Centro de Estudos, antes do camping. Na beira da estrada, à direita, depois da ponte. Boa luminosidade.","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-30 18:33:22-03","UFJF","CESJ","27584","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","C.G.Xavier; P.B. Pita","3","1994","10","22","América do Sul","Brasil",NA,NA,"Mesófila e heliófita, infrequente, sobre humus, terrestre em campo rupestre, herb#?#ceo, individuos esparsos, fértil.","CESJ027584","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Estadual do Ibitipoca, Entre Lagoa Seca e Plato.","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"A. Salino","30417","auto","2002","07",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:54:20-03","UFJF","CESJ","53575","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","J.H.C. Ribeiro; F.S. Souza","141","2009","05","31","América do Sul","Brasil",NA,NA,"Terrestre em área degradada.","CESJ053575","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Serra Negra, Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"F.S. Souza","30417","auto","2009","05",NA,NA,NA,"31",NA,NA,NA
"70","2019-11-21 14:54:20-03","UFJF","CESJ","21271","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger; P.Ivo","CESJ21271","1986","07","21","América do Sul","Brasil",NA,NA,NA,"CESJ021271","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Sobre barranco. Raro na área. Só 1 exemplar completo.",NA,NA,NA,"Santa Rita do Jacutinga",NA,NA,NA,NA,"R.F. Novelino",NA,NA,"1986","08",NA,NA,NA,"13",NA,NA,NA
"71","2019-11-21 14:54:20-03","UFJF","CESJ","22388","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","R.F. Novelino; et al.","60","1988","03","20","América do Sul","Brasil",NA,NA,NA,"CESJ022388","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Nacional do Caparaó, Rupícola, sobre húmus, em locais meio protegidos, 1º plato depois da Tronqueira.",NA,NA,NA,NA,"CESJ022388",NA,NA,NA,"A. Salino",NA,NA,"1989","05",NA,NA,NA,"03",NA,NA,NA
"72","2019-11-21 14:54:20-03","UFJF","CESJ","22389","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","R.F. Novelino; et al.","61","1988","03","20","América do Sul","Brasil",NA,NA,"Variedade menos lobada, pequena e fértil.","CESJ022389","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Serra de Caparaó, Rupícola, sobre húmus, em locais protegidos, no 1º platô depois da Tronqueira.",NA,NA,NA,NA,"CESJ022389",NA,NA,NA,"A. Salino",NA,NA,"1989","05",NA,NA,NA,"03",NA,NA,NA
"73","2019-11-21 14:54:20-03","UFJF","CESJ","24174","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger; et al.","FPNC1063","1989","04","30","América do Sul","Brasil",NA,NA,"Rupícola, entre gramíneas.","CESJ024174","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Nacional do Caparaó, Tronqueira - 2000msm.",NA,NA,"2000",NA,"CESJ024174","2000",NA,NA,"A. Salino",NA,NA,"1989","05",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:54:20-03","UFJF","CESJ","63960","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","V.A.O. Dittrich","1867","2013","08","31","América do Sul","Brasil",NA,NA,"Terrícola em borda de floresta (beira de estrada)","CESJ063960","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Chapada das Perdizes, Na encosta sul da Chapada. Coordenadas geográficas e altitude aproximadas.","-44.609444","-21.619278","1360","Minduri",NA,"1360",NA,NA,"A. Salino",NA,NA,"2013","12","-44.609444","-21.619278",NA,NA,NA,NA,NA
"75","2019-11-21 14:54:20-03","UFJF","CESJ","72027","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L.N. Gonçalves; P. Duffles","406","2017","07","29","América do Sul","Brasil",NA,NA,"Ind. 670, P.141, L.5;","CESJ072027","Polypodiopsida",NA,"(Fée) Christ","São Paulo","Pico dos Marins, Cume do maciço principal","-45.120556","-22.503056","2421","Piquete",NA,"2421",NA,NA,NA,NA,NA,NA,NA,"-45.120556","-22.503056",NA,NA,NA,NA,NA
"76","2019-11-21 14:54:20-03","UFJF","CESJ","72061","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L.N. Gonçalves; P. Duffles","440","2017","10","19","América do Sul","Brasil",NA,NA,"Planta fértil; cume principal do Pico do Itaguaré; fitossociologia: ind. 31, parcela 04, linha 01;","CESJ072061","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Pico do Itaguaré, Cume do maciço principal","-45.084167","-22.485833","2280","Passa-Quatro",NA,"2280",NA,NA,"V.A.O. Dittrich",NA,NA,"2017","10","-45.084167","-22.485833",NA,"23",NA,NA,NA
"77","2019-11-21 14:54:20-03","UFJF","CESJ","24466","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger; M.C. Brügger; A. Salino","CESJ24466","1989","03","13","América do Sul","Brasil",NA,NA,NA,"CESJ024466","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Barranco, à margem da estrada.","-44.603099822998","-21.9755992889404",NA,"Aiuruoca",NA,NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:54:20-03","UFJF","CESJ","8397","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger","CESJ8397","1970","05","01","América do Sul","Brasil",NA,NA,NA,"CESJ008397","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","No baranco úmido.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora",NA,NA,NA,NA,"R.F. Novelino","36144","auto","1985","10",NA,NA,NA,"30",NA,NA,NA
"79","2020-06-30 18:33:22-03","UFJF","CESJ","27583","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","C.G.Xavier; P.B. Pita","4","1994","10","22","América do Sul","Brasil",NA,NA,"Mesófila, abundante, terrestre, campo rupestre, herbáceo, indivíduos esparsos, Fértil.","CESJ027583","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"A. Salino","30417","auto","2002","07",NA,NA,NA,NA,NA,NA,NA
"80","2020-06-30 18:33:22-03","UFJF","CESJ","21399","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","R.F. Novelino; Camargo","479","1985","11","20","América do Sul","Brasil",NA,NA,NA,"CESJ021399","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Parque Estadual do Ibitipoca, Nos campos rupestres, 1350 m de altitude, junto com Poaceae, pouco frequente.","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"R.F. Novelino; Camargo","30417","auto","1985","11",NA,NA,NA,"21",NA,NA,NA
"81","2019-11-21 14:54:20-03","UFJF","CESJ","25914","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","R.F. Novelino; A. Chautems; M.C. Brügger; M.Peixoto","819","1992","02","08","América do Sul","Brasil",NA,NA,NA,"CESJ025914","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Serra das Flores, Faz. Cachoeirinha - km 183,5 BR 267. No campo, estrada para a Fazenda Cachoeirinha.","-43.937198638916","-21.8607997894287",NA,"Olaria",NA,NA,NA,NA,"A. Salino; T.E. Almeida","15222","auto","2005","07",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:54:20-03","UFJF","CESJ","47272","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","F.S. Souza; P.L. Viana; O.J. Bastos Neto; N.L. Abreu","215","2006","05","20","América do Sul","Brasil",NA,NA,"Rupícola em campo de altitude","CESJ047272","Polypodiopsida",NA,"(Fée) Christ","Minas Gerais","Serra Negra, Burro de ouro","-43.8278007507324","-22.0891990661621",NA,"Rio Preto",NA,NA,NA,NA,"F.S. Souza","20815","auto","2008","10",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:54:20-03","UFJF","CESJ","21098","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger","CESJ21098","1985","01","27","América do Sul","Brasil",NA,NA,NA,"CESJ021098","Polypodiopsida",NA,"(Fée) Christ","Paraná","Sítio Malabar, No campo, junto ao córrego, comum na região, local ensolarado.","-50.1618995666504","-25.0949993133545",NA,"Ponta Grossa",NA,NA,NA,NA,"R.F. Novelino","46557","auto","1985","01",NA,NA,NA,"27",NA,NA,NA
"84","2019-11-21 14:54:20-03","UFJF","CESJ","21007","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger","CESJ21007","1986","01","01","América do Sul","Brasil",NA,NA,"Frondes diminuídas em consequência de seca prolongada. Poucas frondes férteis, estas com pecíolo alongado e pínulas mais estreitas.","CESJ021007","Polypodiopsida",NA,"(Fée) Christ","Paraná","Sobre barranco.","-50.1618995666504","-25.0949993133545",NA,"Ponta Grossa",NA,NA,NA,NA,"L. Krieger","46557","auto","1986","04",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:54:29-03","UFJF","CESJ","56384","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","990","2010","07","24","América do Sul","Brasil",NA,NA,"Terrestre no campo de altitude.","CESJ056384","Polypodiopsida",NA,"(Fée) Yesilyurt","MInas Gerais","Parque Estadual da Serra do Papagaio, S22 08.072 W44 43.338. 1654 msm.","-44.726056","-22.135333","1654","Baependi",NA,"1654",NA,NA,"A.G.S. Oliveira",NA,NA,"2019","08","-44.726056","-22.135333",NA,NA,NA,NA,NA
"86","2019-11-21 14:54:29-03","UFJF","CESJ","56393","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","999","2010","07","24","América do Sul","Brasil",NA,NA,"Terrestre no campo de altitude.","CESJ056393","Polypodiopsida",NA,"(Fée) Yesilyurt","MInas Gerais","Parque Estadual da Serra do Papagaio, S22 08.177 W44 44.438. 1900 msm.","-44.7455","-22.13825","1900","Baependi",NA,"1900",NA,NA,"V.A.O. Dittrich",NA,NA,"2019","02","-44.7455","-22.13825",NA,NA,NA,NA,NA
"87","2020-05-28 17:20:29-03","UFJF","CESJ","20655","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","L. Krieger; R.F. Novelino; F.R.G. Salimena; B.Simões","CESJ20655","1985","05","01","América do Sul","Brasil",NA,NA,"Saxícola, entre blocos de arenito.","CESJ020655","Polypodiopsida",NA,"(Fée) Yesilyurt","Minas Gerais","Serra de Tiradentes",NA,NA,NA,NA,NA,NA,NA,NA,"N.S. Smith-Braga",NA,NA,"2019","12",NA,NA,NA,NA,NA,NA,NA
"88","2020-05-28 17:20:29-03","UFJF","CESJ","3387","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","F. Markgraf; A.P. Duarte","s.n.","1952","12","07","América do Sul","Brasil",NA,NA,NA,"CESJ003387","Polypodiopsida",NA,"(Fée) Yesilyurt","São Paulo","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,"N.S. Smith-Braga",NA,NA,"2019","12",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:54:29-03","UFJF","CESJ","56334","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","945","2010","07","23","América do Sul","Brasil",NA,NA,"Terrestre no campo de altitude.","CESJ056334","Polypodiopsida",NA,"(Fée) Yesilyurt","MInas Gerais","Parque Estadual da Serra do Papagaio, Estrada próximo a ponte da sede. S22 08.500 W44 43.531. 1647 msm.","-44.731417","-22.147222","1647","Baependi",NA,"1647",NA,NA,"V.A.O. Dittrich",NA,NA,"2019","02","-44.731417","-22.147222",NA,NA,NA,NA,NA
"90","2019-11-21 14:54:29-03","UFJF","CESJ","56368","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","F.S. Souza; V.A.O. Dittrich; L. Menini Neto; F.R.G. Salimena","975","2010","07","24","América do Sul","Brasil",NA,NA,"Terrestre no campo de altitude.","CESJ056368","Polypodiopsida",NA,"(Fée) Yesilyurt","MInas Gerais","Parque Estadual da Serra do Papagaio, S22 08.408 W44 43.801. 1641 msm.","-44.738917","-22.144667","1641","Baependi",NA,"1641",NA,NA,"A.G.S. Oliveira",NA,NA,"2019","08","-44.738917","-22.144667",NA,NA,NA,NA,NA
"91","2019-11-21 14:54:29-03","UFJF","CESJ","66789","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","V.A.O. Dittrich; L.V. Lima; E. Landroz","1995","2015","03","21","América do Sul","Brasil",NA,NA,"Terrícola em campo de altitude","CESJ066789","Polypodiopsida",NA,"(Fée) Yesilyurt","MInas Gerais","Parque Estadual da Serra do Papagaio, Serra da Careta","-44.775278","-22.113528","1955","Baependi",NA,"1955",NA,NA,"A.G.S. Oliveira",NA,NA,"2019","08","-44.775278","-22.113528",NA,NA,NA,NA,NA
"92","2020-06-30 18:33:22-03","UFJF","CESJ","36842","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","R.F. Novelino","51","1993",NA,NA,"América do Sul","Brasil",NA,NA,NA,"CESJ036842","Polypodiopsida",NA,"(Fée) Yesilyurt","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"V.A.O. Dittrich","30417","auto","2017","10",NA,NA,NA,NA,NA,NA,NA
"93","2020-06-30 18:33:22-03","UFJF","CESJ","36847","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","R.F. Novelino","s.n.","1993",NA,NA,"América do Sul","Brasil",NA,NA,NA,"CESJ036847","Polypodiopsida",NA,"(Fée) Yesilyurt","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,"V.A.O. Dittrich","30417","auto","2017","10",NA,NA,NA,NA,NA,NA,NA
