"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"528","2020-11-04 11:10:51-03","ESALQ","ESA","69360","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Cesar, O.","152.0","1984","02","09",NA,"Brasil",NA,NA,NA,"ESA069360","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,"14989","auto","1998",NA,NA,"01","13",NA,NA,NA,NA,NA,NA,NA
"529","2020-11-04 11:10:51-03","ESALQ","ESA","120502","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Delfini, C.","67.0","2012","05","01",NA,"Brasil",NA,NA,"Arbusto, ca. 1m alt., flores amarelas.","ESA120502","Magnoliophyta",NA,"(G. Don) H.S. Irwin & Barneby","Toledo, C.A.P.","Minas Gerais","Ritápolis","Estrada para Ritápolis, no entroncamento para a entrada da cidade.","-44.3231","-21.043",NA,NA,NA,NA,NA,NA,"-44.3231","-21.043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-11-04 11:10:51-03","ESALQ","ESA","120872","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Delfini, C.","462.0","2012","05","01",NA,"Brasil",NA,NA,"Arbusto, ca. 1,5m atl., flores amarelas, frutos imaturos verdes.","ESA120872","Magnoliophyta",NA,NA,"Romão, G.O.","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, proximidades da prainha.","-43.345","-18.116",NA,"790","790",NA,NA,NA,"-43.345","-18.116",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2020-11-04 11:10:51-03","ESALQ","ESA","112639","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Savassi-Coutinho, A.P.","1280.0","2009","11","26",NA,"Brasil",NA,NA,NA,"ESA112639","Magnoliophyta",NA,"(G. Don) H.S. Irwin & Barneby","Toledo, C.A.P.","Minas Gerais","Santana do Pirapama",NA,NA,NA,"ESA112639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2020-11-04 11:10:51-03","ESALQ","ESA","81493","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Uliana, V.L.C.R.; Elias, S.I.; Forster, W.","714.0","2002","05","01",NA,"Brasil",NA,NA,"Frutos imaturos verdes, 60 cm alt.","ESA081493","Magnoliophyta",NA,"(G. Don) H.S. Irwin & Barneby","Rando, J.G.","Goiás","Alto Paraíso","Cachoeira Cristais, mata ciliar",NA,NA,NA,NA,NA,NA,NA,"2007",NA,"-14,090,278","07","04",NA,NA,NA,NA,NA,NA,NA
"533","2020-11-04 11:10:51-03","ESALQ","ESA","42741","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","18047.0","1997","06","14",NA,"Brasil",NA,NA,"Arbusto, ca. 1 m alt.; frutos imaturos verdes.","ESA042741","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby","Romão, G.O.","Mato Grosso","São José do Rio Claro","Fazenda Arinos. Savana Arborizada","-56.3","-13.51",NA,NA,NA,NA,NA,"1999","-56.3","-13.51",NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2020-11-04 11:10:51-03","ESALQ","ESA","81494","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Uliana, V.L.C.R.; Elias, S.I.; Forster, W.","715.0","2002","05","01",NA,"Brasil",NA,NA,"Pétalas verde-amareladas, estames verdes","ESA081494","Magnoliophyta",NA,"(G. Don) H.S. Irwin & Barneby","Rando, J.G.","Goiás","Alto Paraíso","Cachoeira Cristais, mata ciliar",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"07","04",NA,NA,NA,NA,NA,NA,NA
"535","2020-11-04 11:10:51-03","ESALQ","ESA","42743","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17384.0","1997","06","08",NA,"Brasil",NA,NA,"Arbusto, ca. 1 m alt.; frutos imaturos verdes.","ESA042743","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby","Romão, G.O.","Mato Grosso","Tapurah","MT-010. 37 Km após o trevo com a Serra dos Caiabis. Savana arborizada, utilizada como pasto. Solo arenoso","-56.18","-12.36",NA,NA,NA,NA,NA,"1999","-56.18","-12.36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2020-11-04 11:10:51-03","ESALQ","ESA","42739","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17463.0","1997","06","09",NA,"Brasil",NA,NA,"Arbusto, ca. 1 m alt.; flores amarelo-alaranjadas.","ESA042739","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"Mato Grosso","Tapurah","75 km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Transição savana arborizada (cerrado) - savana florestada (cerradão).","-56.03","-12.14",NA,NA,NA,NA,NA,NA,"-56.03","-12.14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2020-11-04 11:10:51-03","ESALQ","ESA","42742","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17868.0","1997","06","12",NA,"Brasil",NA,NA,"Arbusto, ca. 1,2 m alt.; flores amarelas.","ESA042742","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby","Romão, G.O.","Mato Grosso","Tapurah","Estrada do Capixaba. Cerca de 20km NE de Tapurah. Savana arborizada com mata ciliar adjacente","-56.22","-12.37",NA,NA,NA,NA,NA,"1999","-56.22","-12.37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2020-11-04 11:10:51-03","ESALQ","ESA","105676","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Iglesias, J.O.V.","11.0","2008","03","21",NA,"Brasil",NA,NA,NA,"ESA105676","Magnoliophyta",NA,NA,"Iglesias, J.O.V.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2020-11-04 11:10:51-03","ESALQ","ESA","104196","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Iglesias, J.O.V.","62.0","2008","07","31",NA,"Brasil",NA,NA,NA,"ESA104196","Magnoliophyta",NA,NA,"Iglesias, J.O.V.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2020-11-04 11:10:51-03","ESALQ","ESA","104891","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Iglesias, J.O.V.","77.0","2008","08","02",NA,"Brasil",NA,NA,NA,"ESA104891","Magnoliophyta",NA,NA,"Iglesias, J.O.V.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2020-11-04 11:10:51-03","ESALQ","ESA","69647","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Batalha, M.A.","2658.0","1999","01","04",NA,"Brasil",NA,NA,NA,"ESA069647","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Chapadão do Céu",NA,"-52.548900604248","-18.4074993133545",NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2020-11-04 11:10:51-03","ESALQ","ESA","69578","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Batalha, M.A.","2475.0","1998","12","11",NA,"Brasil",NA,NA,NA,"ESA069578","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Chapadão do Céu",NA,"-52.548900604248","-18.4074993133545",NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2020-11-04 11:10:51-03","ESALQ","ESA","67844","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","1229.0","1968","06","05",NA,"Brasil",NA,NA,NA,"ESA067844","Magnoliophyta",NA,NA,NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2020-11-04 11:10:51-03","ESALQ","ESA","67840","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","4852.0","1970","03","21",NA,"Brasil",NA,NA,NA,"ESA067840","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"545","2020-11-04 11:10:51-03","ESALQ","ESA","67831","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","5023.0","1970","04","18",NA,"Brasil",NA,NA,NA,"ESA067831","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goianira",NA,"-49.426399230957","-16.4960994720459",NA,NA,NA,"19902","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"546","2020-11-04 11:10:51-03","ESALQ","ESA","67848","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","8969.0","1973","04","17",NA,"Brasil",NA,NA,NA,"ESA067848","Magnoliophyta",NA,NA,NA,"Goiás","Jataí",NA,"-51.7144012451172","-17.8813991546631",NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2020-11-04 11:10:51-03","ESALQ","ESA","113427","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Bosquetti, L.B.","284.0","2006","04","23",NA,"Brasil",NA,NA,NA,"ESA113427","Magnoliophyta",NA,NA,NA,"Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2020-11-04 11:10:51-03","ESALQ","ESA","67878","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Oliveira, R.C. ; Silva, G.P.","611.0","1997","03","21",NA,"Brasil",NA,NA,NA,"ESA067878","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Maranhão","Balsas",NA,"-46.0355987548828","-7.53249979019165",NA,NA,NA,"222094","auto","2000",NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"549","2020-11-04 11:10:51-03","ESALQ","ESA","34163","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Tamashiro, J.Y. et al.","113.0","1994","05","25",NA,"Brasil",NA,NA,NA,"ESA034163","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Agudos",NA,"-48.9799995422363","-22.4599990844727",NA,NA,NA,"52219","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"550","2020-11-04 11:10:51-03","ESALQ","ESA","69362","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Cesar, O. et al.","797.0","1990","04","16",NA,"Brasil",NA,NA,NA,"ESA069362","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Anhembi",NA,"-48.1199989318848","-22.7800006866455",NA,NA,NA,"25656","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"551","2020-11-04 11:10:51-03","ESALQ","ESA","60375","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Pinheiro, M.H.O.","354.0","1997","07","16",NA,"Brasil",NA,NA,NA,"ESA060375","Magnoliophyta",NA,"(Don) Irwin & Barneby",NA,"São Paulo","Bauru",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,"29186","auto","1997",NA,NA,"10","31",NA,NA,NA,NA,NA,NA,NA
"552","2020-11-04 11:10:51-03","ESALQ","ESA","66202","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Bicudo, L.R.H. et al.","1038.0","1986","04","29",NA,"Brasil",NA,NA,NA,"ESA066202","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,"40412","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"553","2020-11-04 11:10:51-03","ESALQ","ESA","63389","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,"Brasil",NA,NA,NA,"ESA063389","Magnoliophyta",NA,NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2020-11-04 11:10:51-03","ESALQ","ESA","31635","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Camilo, S.B. et al.","14822.0","1995","04","07",NA,"Brasil",NA,NA,NA,"ESA031635","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"27729","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"555","2020-11-04 11:10:51-03","ESALQ","ESA","31603","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Bernarde et al.","3.0","1995","04","08",NA,"Brasil",NA,NA,NA,"ESA031603","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"27729","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"556","2020-11-04 11:10:51-03","ESALQ","ESA","14172","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C. et al.","5794.0","1994","04","17",NA,"Brasil",NA,NA,NA,"ESA014172","Magnoliophyta",NA,NA,NA,"São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2020-11-04 11:10:51-03","ESALQ","ESA","34009","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Marcondes-Ferreira, W. et al.","1091.0","1995","05","02",NA,"Brasil",NA,NA,NA,"ESA034009","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,"27552","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"558","2020-11-04 11:10:51-03","ESALQ","ESA","36236","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Pickel, B.",NA,"1953","03","10",NA,"Brasil",NA,NA,NA,"ESA036236","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,"24621","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"559","2020-11-04 11:10:51-03","ESALQ","ESA","35427","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11912.0","1996","07","06",NA,"Brasil",NA,NA,"Arbusto, ca. 1,5 m alt.; frutos negros.","ESA035427","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"Minas Gerais","Diamantina","18 Km de Diamantina em direção a Mendanha. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"560","2020-11-04 11:10:51-03","ESALQ","ESA","119582","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Faria, J.G. ; Pereira, J.B.","39.0","1999","04","30",NA,"Brasil",NA,NA,NA,"ESA119582","Magnoliophyta",NA,NA,"Walter, B.M.T.","Distrito Federal","Brasilia","Área no entorno do capril, na fazenda Sucupira.","-47.9296989440918","-15.7797002792358",NA,"1070","1070","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2020-11-04 11:10:51-03","ESALQ","ESA","74216","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","25965.0","2001","07","14",NA,"Brasil",NA,NA,"Arbusto; frutos imaturos verdes.","ESA074216","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"Bahia","Caetité","Cerca de 5 km de Caetité em direção a Brejinho das Ametistas. 14o06'25S, 42o30'20W. 1130 m.s.m. Campo limpo de cerrado (gerais).","-42.4749984741211","-14.0693998336792",NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2020-11-04 11:10:51-03","ESALQ","ESA","119575","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Coradin, L.","2403.0","1979","09","24",NA,"Brasil",NA,NA,NA,"ESA119575","Magnoliophyta",NA,NA,"Walter, B.M.T.","Distrito Federal","Brasilia","Cerrado após o Paranoa, sentido Sobradinho-DF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2020-11-04 10:55:49-03","ESALQ","ESA","138360","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Flores, T.B.; Coelho, R.L.G.; Souza, M.A.S.S.C.","40307.0","2016","03","26",NA,"Brasil",NA,NA,"Arbusto, ca. 1,2 m alt.; pétalas amarelo-alaranjadas.","ESA138360",NA,NA,NA,"Souza, V.C.","Distrito Federal","Brasília","Sobradinho. DF-440, próximo ao Condomínio Residencial Serra Verde. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2016",NA,NA,"03","26",NA,NA,NA,NA,NA,NA,NA
"564","2020-11-04 11:10:51-03","ESALQ","ESA","42740","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16803.0","1997","05","22",NA,"Brasil",NA,NA,"Arbusto, até 1 m alt.; flores amarelo-alaranjadas.","ESA042740","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"Mato Grosso","Diamantino","Fazenda Pequeno Figueiredo. Cerca de 4 Km N (em linha reta) de Diamantino. Savana arborizada (cerrado).","-56.27","-14.2",NA,NA,NA,NA,NA,NA,"-56.27","-14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2020-11-04 11:10:51-03","ESALQ","ESA","42744","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16376.0","1997","05","18",NA,"Brasil",NA,NA,"Arbusto, ca. 1,4 m alt.; flores amarelas.","ESA042744","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby","Romão, G.O.","Mato Grosso","Diamantino","Estrada Diamantino - Sumidouro (BR-364), cerca de 31 Km após o trevo para São José do Rio Claro. Savana arborizada (cerrado).","-56.48","-14.1",NA,NA,NA,NA,NA,"1999","-56.48","-14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2020-11-04 11:10:51-03","ESALQ","ESA","38609","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","279.0","1997","12","17",NA,"Brasil",NA,NA,"Arbusto de 1,0 m. Flores amarelas.","ESA038609","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"São Paulo","Itapeva","Estação ecológica de Itapeva. Cerrado.","-490.416","-24.043",NA,NA,NA,NA,NA,NA,"-490,416","-24,043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2020-11-04 11:10:51-03","ESALQ","ESA","67833","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","9616.0","1974","02","11",NA,"Brasil",NA,NA,NA,"ESA067833","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Tocantins",NA,"Estrada Belém-Brasília para Nazaré",NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"568","2020-11-04 11:10:51-03","ESALQ","ESA","66926","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Souza, V.C. et al.","24384.0","2000","07","21",NA,"Brasil",NA,NA,NA,"ESA066926","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Bahia","Barreiras",NA,"-44.9900016784668","-12.1527996063232",NA,NA,NA,"152720","auto","2000",NA,NA,"10","12",NA,NA,NA,NA,NA,NA,NA
"569","2020-11-04 10:55:49-03","ESALQ","ESA","116164","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Harley, R.M.","53876.0","2000","04","01",NA,"Brasil",NA,NA,NA,"ESA116164",NA,NA,NA,"Queiroz, L.P.","Bahia","Formosa do Rio Preto",NA,"-45.1930999755859","-11.0482997894287",NA,NA,NA,"155006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2020-11-04 11:10:51-03","ESALQ","ESA","82663","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Silva, M.A.","4996.0","2001","05","03",NA,"Brasil",NA,NA,NA,"ESA082663","Magnoliophyta",NA,"(G.Don) H.S.Irwin & Barneby",NA,"Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2020-11-04 11:10:51-03","ESALQ","ESA","113426","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Bosquetti, L.B.","330.0","2006","07","07",NA,"Brasil",NA,NA,NA,"ESA113426","Magnoliophyta",NA,NA,NA,"Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2020-11-04 11:10:51-03","ESALQ","ESA","67846","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A. ; Barbosa, A.","970.0","1968","05","20",NA,"Brasil",NA,NA,NA,"ESA067846","Magnoliophyta",NA,"Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"573","2020-11-04 11:10:51-03","ESALQ","ESA","67834","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A. ; Barbosa, A.","3390.0","1969","01","29",NA,"Brasil",NA,NA,NA,"ESA067834","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"574","2020-11-04 11:10:51-03","ESALQ","ESA","67842","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","3503.0","1969","01","29",NA,"Brasil",NA,NA,NA,"ESA067842","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"575","2020-11-04 11:10:51-03","ESALQ","ESA","67836","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","10415.0","1984","04","14",NA,"Brasil",NA,NA,NA,"ESA067836","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"576","2020-11-04 11:10:51-03","ESALQ","ESA","67835","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A. ; Barbosa, A.","971.0","1968","05","20",NA,"Brasil",NA,NA,NA,"ESA067835","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"577","2020-11-04 11:10:51-03","ESALQ","ESA","67829","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Rizzo, J.A.","6347.0","1971","05","22",NA,"Brasil",NA,NA,NA,"ESA067829","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,"63502","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"578","2020-11-04 11:10:51-03","ESALQ","ESA","67830","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Ferreira, H.D.","2802.0","1995","02","04",NA,"Brasil",NA,NA,NA,"ESA067830","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA,NA,NA
"579","2020-11-04 11:10:51-03","ESALQ","ESA","71348","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","Paula, J.E.","29.0","1965","04","04",NA,"Brasil",NA,NA,NA,"ESA071348","Magnoliophyta",NA,"(G.Don) Irwin & Barneby",NA,"Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,"26090","auto","1990",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
