"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"47","2008-05-27 22:02:00-03","MO","MOBOT","3095752","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Piero Delprete","A.M. de Carvalho","Carvalho 4107","1992","10","25","South America","Brazil","Bahia",NA,"Municipio de Ilheus/Olivenca. Mata de restinga nos arredores da Estacao Hidromineral da Toromba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-11-04 19:47:00-02","MO","MOBOT","3096030","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C.M. Taylor","André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim|Edgar B. dos Santos","Amorim 1456","1993","11","10","South America","Brazil","Bahia",NA,"Municipio de Una, Reserva Biologica do Mico-leao. (Ibama). Entrada no km 46 da Rod. BA-001 Ilheus/Una. Regiao da Mata Higrofila Sul Baiana.","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2018-06-26 05:23:00-03","MO","MOBOT","3096840","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","CMT","W. Wayt Thomas|M.R. Barbosa|R.L. Lemos|Pedro Fiaschi|Sérgio C. de Sant'Ana|J. Lima da Paixão","Thomas 13209","2002","11","3","South America","Brazil","Alagoas",NA,"Uniao dos Palmares; Serra das Bananeiras; Coastal rainforest","-35.86666","-9.2",NA,NA,NA,"500.00000000","560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-07-15 09:44:00-03","MO","MOBOT","100716975","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Anders F. Regnell","Regnell I 277","1866","11","21","South America","Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3096226","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Delprete","W. Wayt Thomas","Thomas 9423","1992","11","14","South America","Brazil","Bahia",NA,"Mun. Una. Reserva Biologica do Mico-Ieaso (Ibama), 46 km north on BA-001 between Ilheus and Una. Atlantic coastal forest on hilltop.","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2012-03-30 13:26:00-03","MO","MOBOT","3096130","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C.M. Taylor","F.S. Juchum|André M. Amorim|C. Costa|A. Vicente","Juchum 38","2000",NA,NA,"South America","Brazil","Bahia",NA,"Reserva Biologica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 llheus/Una. Estrada de acesso a sede da Reserva. Mata Higrofila.","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-04 11:06:17-03","UFRB","HURB","4906","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J. Jardim","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1973","2013","01","07",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Ramal para Fazenda Liberdade, Setor Sul","-40.119722","-14.4125",NA,NA,"HURB000004906","917","917",NA,NA,NA,"2015","08","40°07'11 W","14°24'45 S",NA,NA,NA,NA,NA,NA
"54","2021-01-26 13:58:01-03","IMA","MAC","43636","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","E.C.O.Chagas","Chagas-Mota; V.G.Ramalho","5140","2009","08","29",NA,"Brasil","Alagoas","Paripueira","RPPN Sabiá.","-35.916667","-9.785278",NA,"Arbusto ca. 4 m de altura. Flores creme-esverdeadas. Frutos verdes.; Mata Pluvial Atlântica.","MAC0043636",NA,NA,NA,NA,"MAC0043636 MAC0043636_1","2009","08","-35.916667","-9.785278",NA,"29",NA,NA,NA,NA
"55","2021-01-26 13:58:01-03","IMA","MAC","50935","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J.Jardim","Chagas-Mota; J.W.Alves-Silva","9967","2011","01","19",NA,"Brasil","Alagoas","Ibateguara","Petrópolis.","-36.451944","-9.6425",NA,"Árvore ca. 5 m de altura. Frutos verdes e roxos.; Mata Atlântica.","MAC0050935",NA,NA,NA,NA,"MAC0050935 MAC0050935_1",NA,NA,"-36.451944","-9.6425",NA,NA,NA,NA,NA,NA
"56","2021-01-26 13:58:01-03","IMA","MAC","33151","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","E.C.O.Chagas","Chagas-Mota","606","2008","06","14",NA,"Brasil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela.","-35.708947","-9.649847",NA,"Árvore ca. 3 m de altura. Frutos roxos.; Mata Pluvial Atlântica.","MAC0033151",NA,NA,NA,NA,"MAC0033151","2008","07","-35.708947","-9.649847",NA,"20",NA,NA,NA,NA
"57","2021-01-26 13:58:01-03","IMA","MAC","47995","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J.Jardim","F.Cavalcante; M.C.S.Mota","407","2010","03","14",NA,"Brasil","Alagoas","Ibateguara","Usina Serra Grande, mata Petrópolis.","-35.893411","-8.951556",NA,"Árvore ca de 5m de alltura. Frutos verdes.; Mata Atlântica","MAC0047995",NA,NA,NA,NA,"MAC0047995","2014","05","-35.893411","-8.951556",NA,NA,NA,NA,NA,NA
"58","2021-01-26 13:58:01-03","IMA","MAC","50686","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Chagas-Mota; J.W.A.Silva; J.M.Ferreira","9725","2010","12","11",NA,"Brasil","Alagoas","Ibateguara","Petrópolis.","-35.893411","-8.965558",NA,"Arbusto ca. 5 m de altura. Frutos verdes.; Mata Atlântica.","MAC0050686",NA,NA,NA,NA,"MAC0050686",NA,NA,"-35.893411","-8.965558",NA,NA,NA,NA,NA,NA
"59","2021-01-26 13:58:01-03","IMA","MAC","51805","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M.C.Pessoa","R.C.Pinto; R.P.Lyra-Lemos; J.M.Ferreira","74","2010","12","19",NA,"Brasil","Alagoas","Murici","Fazendas Jitituba e Cachoeira.","-35.857994","-9.227494",NA,"Arbusto ca 3,5m de altura. Frutos verdes; Mata Atlântica","MAC0051805",NA,NA,NA,NA,"MAC0051805","2013","01","-35.857994","-9.227494",NA,"14",NA,NA,NA,NA
"60","2021-01-26 13:58:01-03","IMA","MAC","53514","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J.Jardim","Chagas-Mota; J.W.Alves-Silva","11276","2011","10","21",NA,"Brasil","Alagoas","Murici","Estação Ecológica de Murici, Bananeiras.","-35.857983","-9.227494",NA,"Arbusto ca. 3 m de altura. Flores cremes.; Mata Atlântica.","MAC0053514",NA,NA,NA,NA,"MAC0053514 MAC0053514_1","2014","05","-35.857983","-9.227494",NA,NA,NA,NA,NA,NA
"61","2021-01-26 13:58:01-03","IMA","MAC","20136","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J.Jardim","W.W.Thomas; R.P.Lyra-Lemos; M.Barbosa; P.Fiaschi; J.Paixão; Sant","13209","2002","11","03",NA,"Brasil","Alagoas","União dos Palmares","Serra das Bananeiras.","-35.88","-9.221528",NA,"Árvoreta ca. de 3m de altura. Frutos verdes esbranuiçados.; Mata de encosta.","MAC0020136",NA,NA,NA,NA,"MAC0020136","2014","05","-35.88","-9.221528",NA,NA,NA,NA,NA,NA
"62","2021-02-04 10:30:00-03","UFRPE","HST","6030","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C.M.Taylor","W.W.Thomas; M.R.Barbosa, R.L.Lemos, P.Fiaschi, S.Sant'ana & J.L.Paixão","13209","2002","11","03",NA,"Brasil","Alagoas","União dos Palmares","Serra das Bananeiras","-35.866667","-9.2",NA,"Treelet, 3 m; twigs with spines; fruit pale green.","HST006030","500","560",NA,NA,NA,"2008",NA,"35W52'","9S12'",NA,NA,NA,NA,NA,NA
"63","2021-03-01 11:51:42-03","UFPE","UFP","65104","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","García-González, JD; Kishore Rajput","1199","2009","09","16",NA,"Brasil","Pernambuco","Igarassu",NA,"35.009","7.836361",NA,"A metade da parcela é uma clareira em estado avançado de recuperação.; Espinhos opostos nos ramos; flores brancas; fruto imaturo verde com abundante indumento branco.; Mata Atlântica semi-decidual. Dossel de 15m, com emergentes de até","UFP065104","100","100",NA,NA,NA,"2013","08","35.009","7.836361",NA,NA,NA,NA,NA,NA
"64","2021-03-01 11:51:42-03","UFPE","UFP","36078","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","Oliveira, M; Grilo, AA","1127","2002","10","16",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,"Arbusto escandente armado. Inflorescência passada. Frequente.; Arbusto escandente armado. Inflorescência passada. Frequente.","UFP036078",NA,NA,"16798","auto",NA,"2013","08",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","USw14991","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Anisomeris","pedunculosa","Anisomeris pedunculosa",NA,NA,"R. Reitz & R. M. Klein","2858",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","1390136","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"A. F. Regnell","I 277","1862","5","15","South America - Neotropics","Brazil","Minas Gerais",NA,"Caloas.",NA,NA,NA,NA,"US00138459",NA,NA,NA,NA,"US00138459_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1","Isotype"
"67","2020-09-12 05:00:02-03","US","US","2833876","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"G. Hatschbach","40688","1977","12","14","South America","Brazil","Paraná",NA,"Bom Retiro (mun. Curitiba)",NA,NA,NA,NA,"US02506178",NA,NA,NA,NA,"US02506178_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","220718","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","2858","1956","3","22","South America","Brazil","Santa Catarina",NA,"Braco Joaquim, Luis Alves, Itajai",NA,NA,NA,NA,"US02506172","350",NA,NA,NA,"US02506172_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","2830202","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","2859","1956","3","22","South America","Brazil","Santa Catarina",NA,"Braco Joaquim, Luis Alves, Itajai",NA,NA,NA,NA,"US02506173","350",NA,NA,NA,"US02506173_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2833875","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"G. Hatschbach","40273","1977","10","27","South America","Brazil","Paraná",NA,"Uberaba de Baixo (mun. Curitiba)",NA,NA,NA,NA,"US02506177",NA,NA,NA,NA,"US02506177_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2323774","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","8335","1958","1","27","South America","Brazil","Santa Catarina",NA,"Matador, Rio do Sul",NA,NA,NA,NA,"US02506175","350",NA,NA,NA,"US02506175_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","3174744","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","8335","1958","1","27","South America","Brazil","Santa Catarina",NA,"Matador, Rio do Sul",NA,NA,NA,NA,"US02506176","350",NA,NA,NA,"US02506176_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","2323248","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","4071","1958","10","18","South America","Brazil","Santa Catarina",NA,"Mataor, Rio do Sul, mata de varzea",NA,NA,NA,NA,"US02506174","350",NA,NA,NA,"US02506174_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","3174745","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"-- Reitz & Klein, --","2858","1956","3","22","South America","Brazil","Santa Catarina",NA,"Braco Joquim, Luis Alves, SC",NA,NA,NA,NA,"US02506171","350",NA,NA,NA,"US02506171_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"75","2019-11-13 11:29:52-03","USP","SPF","19134","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Kirkbride, JH","Hatschbach, G","40273","1977","10","27",NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"SPF00019134",NA,NA,"73879","auto",NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-25 13:53:28-03","UNIVILLE","JOI","3933","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","F.C.S. Vieira","F.C.S. Vieira","133","2003","11","16",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,"; HABITAT: interior da mata; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI003933","850","850","22441","auto",NA,"2007","03",NA,NA,NA,"28",NA,NA,NA,NA
"77","2020-06-15 07:51:52-03","UEFS","HUEFS","182436","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M.C.Pessoa","Popovkin, A.V.","919","2011","08","31",NA,"Brasil","Bahia","Entre Rios","Imbé.","-38","-12.05",NA,"Atlantic forest.","HUEFS0182436",NA,NA,NA,NA,"HUEFS0182436","2012","07","38W0'","12S3'","Asteranae",NA,NA,NA,NA,NA
"78","2020-06-15 07:51:52-03","UEFS","HUEFS","213946","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Popovkin, A.V.","1821","2014","11","19",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0213946","120","120",NA,NA,"HUEFS0213946",NA,NA,"37W58'0''","12S10'","Asteranae",NA,NA,NA,NA,NA
"79","2020-06-15 07:51:52-03","UEFS","HUEFS","88437","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M.C.Pessoa","Oliveira, M.","1127","2002","10","16",NA,"Brasil","Alagoas","Ibateguara","Coimbra, Grota da Burra.","-35.9393997192383","-8.97249984741211",NA,"Vegetação arbustivo-arbórea densa. Solo humoso. Interior da mata.","HUEFS0088437",NA,NA,"16798","auto","HUEFS0088437_e1","2013","08",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"80","2019-09-04 18:17:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,NA,NA,NA,"1866","11","21","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype"
"81","2019-01-23 11:11:40-02","F","FMNH-SEEDPLANTS","V0068740F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,NA,"A. F. Regnell",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0068740F",NA,NA,NA,NA,"V0068740F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype"
"82","2020-02-20 14:37:37-03","IAC","IAC","50410","S","Plantae",NA,NA,"Rubiaceae-308.Cinchonoideae-Guettardeae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","538","2007","10","12",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,"subparcela 40, indivíduo I 0801",NA,NA,NA,NA,NA,NA,"2007","10","-45.083511","-23.367009",NA,"12",NA,NA,NA,NA
"83","2020-02-20 14:37:37-03","IAC","IAC","56472","S","Plantae",NA,NA,"Rubiaceae-308.Cinchonoideae-Guettardeae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","25","2011","05","19",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,"2011","05","-45.109914","-23.360372",NA,"19",NA,NA,NA,NA
"84","2020-07-23 12:20:10-03","CEPLAC","CEPEC","122532","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","A. M. Amorim","7044","2007","11","18",NA,"Brasil","Bahia","AMARGOSA","Serra do Timbó, com acesso pelo Morro pelado.","-39.6775","-13.1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W40'39","13S6'9",NA,NA,"30/07/2012",NA,NA,NA
"85","2020-07-23 12:20:10-03","CEPLAC","CEPEC","124655","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","J. L. da Paixão","1502","2008","10","15",NA,"Brasil","Bahia","IGRAPIÚNA","Reserva Ecológica das Plantações Michelin da Bahia.","-39.1675","-13.802222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W10'3","13S48'8",NA,NA,"28/02/2013",NA,NA,NA
"86","2020-07-23 12:20:10-03","CEPLAC","CEPEC","153484","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"R. Asprino","Schulte, T.F.","375","2016","03","15",NA,"Brasil","Bahia","ITANAGRA","Conglomerado BA_724-4-10-24RN","-38.041667","-12.263056",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"38W2'30","12S15'47",NA,NA,"13/7/2017",NA,NA,NA
"87","2020-07-23 12:20:10-03","CEPLAC","CEPEC","56802","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"P. G. Delprete","W. W. Thomas","9423","1992","11","14",NA,"Brasil","Bahia","UNA","Reserva Biológica de Una (IBAMA), 46Km ao N Rod. BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,"30/12/2001",NA,NA,NA
"88","2020-07-23 12:20:10-03","CEPLAC","CEPEC","59720","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"C. M. Taylor","A. M. Amorim","1456","1993","01","01",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entrada KM 46 BA-001 Ilheus/Una. Na Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,"30/12/2002",NA,NA,NA
"89","2020-07-23 12:20:10-03","CEPLAC","CEPEC","67241","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","A. M. de Carvalho","6173","1995","12","12",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada Km 46 BA-001 Ilheus/Uma.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,"30/07/2012",NA,NA,NA
"90","2020-07-23 12:20:10-03","CEPLAC","CEPEC","81933","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","W. W. Thomas","12069","1966","03","08",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, 3Km ao S do entroncamento a longo da Rod. Ao N do Parque.","-37.4","-16.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37W24'","16S51'",NA,NA,"30/07/2012",NA,NA,NA
"91","2020-07-23 12:20:10-03","CEPLAC","CEPEC","85954","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"C. M. Taylor","F. do S. Juchum","38","2000","06","30",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Estr. de acesso a Reserva.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,"30/12/2002",NA,NA,NA
"92","2020-07-23 12:20:10-03","CEPLAC","CEPEC","98890","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","D. M. Loureiro","392","2001","12","18",NA,"Brasil","Bahia","IGRAPIÚNA","Litoral Sul. Assentamento Mirante.","-39.349722","-13.905556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'59","13S54'20",NA,NA,"30/07/2012",NA,NA,NA
"93","2020-07-23 12:20:10-03","CEPLAC","CEPEC","96317","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","W. W. Thomas","13209","2001","04","04",NA,"Brasil","Alagoas","UNIÃO DOS PALMARES","Serra das Bananeiras.","-35.866667","-9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35W52'","9S12'",NA,NA,"30/07/2012",NA,NA,NA
"94","2020-07-23 12:20:10-03","CEPLAC","CEPEC","87744","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","J. G. Jardim","2078","1999","03","25",NA,"Brasil","Bahia","UNA","Reserva Biológica de Una (REBIO). Ao W da Reserva. Rod. Una/São José, 26Km de Una. Entrada na Rod. Para Vila Brasil. Sede da Res. Ca. 10Km da entrada.",NA,"-15.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W8'70","15S10'60",NA,NA,"30/07/2012",NA,NA,NA
"95","2020-07-23 12:20:10-03","CEPLAC","CEPEC","99888","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","J. L. da Paixão","277","2003","11","12",NA,"Brasil","Bahia","CAMAMÚ","Rod. BA-650, Camamú/Travessão, Faz. Zumbi dos Palmares, Cachoeira de Crespe.","-39.1039009094238","-13.9447002410889",NA,NA,NA,NA,NA,"33730","auto",NA,NA,NA,"39W10'70","14S0'68",NA,NA,"30/07/2012",NA,NA,NA
"96","2020-07-23 12:20:10-03","CEPLAC","CEPEC","56710","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"J. G. Jardim","A. M. de Carvalho","4107","1992","10","25",NA,"Brasil","Bahia","ILHÉUS","Ilheus/Olivença, arredores da Estação Hidromineral de Tororomba.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,"30/09/2004",NA,NA,NA
"97","2020-07-23 12:20:10-03","CEPLAC","CEPEC","56573","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","A. M. de Carvalho","4110","1992","10","25",NA,"Brasil","Bahia","ILHÉUS","Rod. Ilhéus/Olivença, nos arredores da Estação Hidromineral da Tororomba.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,"30/07/2012",NA,NA,NA
"98","2020-07-23 12:20:10-03","CEPLAC","CEPEC","52304","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","A. M. Amorim","389","1991","11","20",NA,"Brasil","Bahia","ITACARÉ","Na estrada Itacaré/Taboquinha, ao lado do Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,"30/07/2012",NA,NA,NA
