"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","sex"
"11","2019-08-20 10:05:56-03","UNICAMP","UEC","120518","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Semir, J; Mansanares, ME; Belinello, R","01109","2001","06","20",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata, km 164.","1297","1297",NA,NA,"UEC124983","UEC124983","Semir, J","Diamantina","-43.886639","-18.310139",NA,NA,"-43.886639","-18.310139",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:24:32-03","UNICAMP","UEC","135559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Nakajima, JN; Romero, R","3083","2001","03","30",NA,"Brazil","Minas Gerais","Estrada para Biribiri","1147","1147",NA,"Campo rupestre. Árvore, ca. 1,6m. Brácteas involucras acastanhadas, pappus palhete.","UEC005774","UEC005774","Marques, D","Diamantina","-43.623333","-18.199722","2012","03","-43.623333","-18.199722","04",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:24:32-03","UNICAMP","UEC","175589","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Mello, FNA; Nakajima, JN; Rosa, PO; Santos, APM","82","2007","10","19",NA,"Brazil","Minas Gerais","Estrada para Biribiri II.","1063","1063",NA,"Arvoreta ca. de 2,0 m. Brácteas verdes, corola e anteras lilás.","UEC124972","UEC124972","Semir, J; Marques, D","Diamantina","-43.6","-18.163889","2012","02","-43.6","-18.163889",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:24:32-03","UNICAMP","UEC","178941","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Monge, M","1406","2013","02","18",NA,"Brazil","Minas Gerais","estrada para Conselheiro da Mata kM 164.","1297","1297",NA,"arbusto, 1,5 m.; CAMPO RUPESTRE","UEC160373","UEC160373",NA,"Diamantina","-43.886389","-18.31",NA,NA,"-43.886389","-18.31",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:32-03","UNICAMP","UEC","195900","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Monge, M","1525","2013","02","22",NA,"Brazil","Minas Gerais","Estrada de Diamantina para Serro","1222","1222",NA,"Arvoreta, 3 m de altura. Ramos secundário com 1 m de comprimento.; Campo rupestre.","UEC170964","UEC170964","Monge, M","Diamantina","-43.680306","-18.363611",NA,NA,"-43.680306","-18.363611",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:32-03","UNICAMP","UEC","196095","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Mansanares, ME; Meireles, LD; Verola, CF; Azevedo, MT","224","2002","03","02",NA,"Brazil","Minas Gerais","Estrada para São João da Chapada, afloramento D da estrada.",NA,NA,NA,"Muitas flores, arbustos até 2m, flores lilases, frutos velhos.","UEC069647","UEC069647","Semir, J","Diamantina","-43.738861","-18.140472","2015","10","-43.738861","-18.140472",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:24:32-03","UNICAMP","UEC","196339","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Mansanares, ME; Meireles, LD; Verola, CF; Azevedo, MT","229","2002","02","03",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata, 2km do asfalto",NA,NA,NA,"Arbusto até 1,60m, botões florais e flores. Flores lilases a violeta. Frutos velhos.","UEC069648","UEC069648","Semir, J","Diamantina","-43.709111","-18.200472",NA,NA,"-43.709111","-18.200472",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:32-03","UNICAMP","UEC","196341","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Romero, R; Versiane, AFA; Bacci, LF; Castro, NM","8372","2010","09","22",NA,"Brazil","Minas Gerais","Estrada Diamantina-Galheiros, próximo ao vilarejo de Galheiros.",NA,NA,NA,"Árvore, ca 3m de altura. Brácteas involucrais verdes, corola e ramos do estilete lilases.; Campo rupestre","UEC024096","UEC024096","Semir, J; Monge, M","Diamantina","-43.792167","-18.289472","2015","10","-43.792167","-18.289472",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:32-03","UNICAMP","UEC","196559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Monge, M; Semir, J; Lopes, NP; Ernst, M; Pavarini, DP; Cota, M","1471","2013","02","19",NA,"Brazil","Minas Gerais","Estrada Guinda Sopa - São João da Chapada. 8 km da estrada de asfalto",NA,NA,NA,"Arbusto com cerca de 1,5 m de altura. Vegetativo.; Campo rupestre","UEC170975","UEC170975","Monge, M","Diamantina","-43.707222","-18.212222",NA,NA,"-43.707222","-18.212222",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:24:32-03","UNICAMP","UEC","196560","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Monge, M; Semir, J; Lopes, NP; Ernst, M; Pavarini, DP; Cota, M","1470","2013","02","19",NA,"Brazil","Minas Gerais","Estrada Guinda Sopa - São João da Chapada. 8 km da estrada de asfalto",NA,NA,NA,"Arbusto com cerca de 1,5 m de altura. Flores lilases.; Campo rupestre","UEC170972","UEC170972","Monge, M","Diamantina","-43.707222","-18.212222",NA,NA,"-43.707222","-18.212222",NA,NA,NA,NA,NA,NA,NA
"21","2021-01-29 12:45:36-03","UNICAMP","UEC","27977","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","13778","1971","01","16",NA,"Brazil","Minas Gerais","De Gouveia para Diamantina.",NA,NA,NA,NA,"UEC124975","UEC124975","Semir, J","Gouveia","-43.9525","-18.599444","1992","11","-43.9525","-18.599444",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:32-03","UNICAMP","UEC","196051","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Rosa, PO; Romero, R; Mello, FNA; Soares, PN","1192","2008","09","23",NA,"Brazil","Minas Gerais","Estrada Gouveia-Curvelo, ca 20 km de Diamantina.","1060","1060",NA,"Arbusto ca. 0,5m. Brácteas involucrais verdes, corola lilás.; Campo rupestre","UEC024029","UEC024029","Semir, J; Volet, DP","Diamantina","-43.853889","-18.56","2017","03","-43.853889","-18.56",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:32-03","UNICAMP","UEC","38617","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Tamashiro, JY; Martins, FR; Leitão Filho, HF; Semir, J","17228","1985","06","03",NA,"Brazil","Minas Gerais","Estrada Diamantina, km 98. R.P.9",NA,NA,NA,"Arbusto, 3 m de altura.; Campo rupestre.","UEC124967","UEC124967","Semir, J","Gouveia","-43.9525","-18.599444","1992","11","-43.9525","-18.599444",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:32-03","UNICAMP","UEC","65675","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","13794","1971","01","18",NA,"Brazil","Minas Gerais","Gouveia para Diamantina",NA,NA,NA,"Flores alvas.","UEC124968","UEC124968","Semir, J","Gouveia","-43.9525","-18.599444","1992","11","-43.9525","-18.599444",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:32-03","UNICAMP","UEC","65676","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Martins, FR; Leitão Filho, HF; Semir, J; Tamashiro, JY","17447","1985","06","05",NA,"Brazil","Minas Gerais","Estrada Diamantina - Biri-Biri, km 10.",NA,NA,NA,"Arbusto até 2m, encosta.","UEC005773","UEC005773","Semir, J",NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:32-03","UNICAMP","UEC","65678","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Martins, FR; Leitão Filho, HF; Semir, J; Tamashiro, JY","17471","1985","06","05",NA,"Brazil","Minas Gerais","Estrada Diamantina - Biri-Biri, km 10.",NA,NA,NA,"Arbusto com até 3m.","UEC005771","UEC005771","Semir, J",NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:32-03","UNICAMP","UEC","127820","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","12022","1996","07","06",NA,"Brazil","Minas Gerais","19 km de diamantina em direção à Datas.",NA,NA,NA,"Planta esguia, até 5 m de altura, pouco ramificada; flores róseo-claras.; Campo rupestre.","UEC124971","UEC124971","Semir, J; Monge, M","Diamantina","-43.6002998352051","-18.2493991851807","2012","05",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"28","2019-08-20 10:05:56-03","UNICAMP","UEC","3179","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","8775","1965","02","01",NA,"Brazil","Minas Gerais","Chapada diamantinense.",NA,NA,NA,NA,"UEC124977","UEC124977","Semir, J","Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"29","2019-08-20 10:05:56-03","UNICAMP","UEC","173759","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","13798","1971","01","17",NA,"Brazil","Minas Gerais","Diamantina para Conselheiro Leste.",NA,NA,NA,NA,"UEC124973","UEC124973","Semir, J; Monge, M","Diamantina","-43.6002998352051","-18.2493991851807","2013","04",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"30","2020-02-18 09:33:04-03","UNICAMP","UEC","105151","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Feres, FR; Faria, AD; Aona, LYS; Mansanares, ME; Mendonça, TG; Belinello, R","981966","1998","12","18",NA,"Brazil","Minas Gerais","Estrada Diamantina-Biribiri, ca. 10km de Diamantina, afloramento rochoso.",NA,NA,NA,NA,"UEC005776","UEC005776",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"31","2019-08-20 10:05:56-03","UNICAMP","UEC","28088","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","13801A","1971","01","19",NA,"Brazil","Minas Gerais","Liga de Alumínio.",NA,NA,NA,NA,"UEC124978","UEC124978","Semir, J","Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"32","2021-03-01 16:24:32-03","UNICAMP","UEC","3180","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP; Pereira, E","8526","1964","11","21",NA,"Brazil","Minas Gerais","Rio dos Cristais.",NA,NA,NA,"Planta com 2 m de altura.","UEC124976","UEC124976","Semir, J","Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"33","2021-03-01 16:24:32-03","UNICAMP","UEC","65677","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Irwin, HS; Reis dos Santos, R; Sousa, R; Fonseca, SF","21903","1969","01","14",NA,"Brazil","Minas Gerais","Rocky slopes ca. 29 km S.W. of Diamantina on road to Gouveia.","1300","1300",NA,"Shrub ca. 2,5 m tall. Heads cream.","UEC124974","UEC124974","Semir, J","Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"34","2020-02-18 09:33:04-03","UNICAMP","UEC","105147","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Feres, FR; Faria, AD; Aona, LYS; Mansanares, ME; Mendonça, TG; Belinello, R","9856","1998","12","17",NA,"Brazil","Minas Gerais","Estrada Milho Verde - Diamantina. Afloramento rochoso a 2 km de Milho Verde.",NA,NA,NA,NA,"UEC124966","UEC124966",NA,"Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA
"35","2021-03-01 16:24:32-03","UNICAMP","UEC","86382","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Marcondes-Ferreira, W; Simões, AO; Belinello, R","1357","1996","10","11",NA,"Brazil","Minas Gerais","Estrada para Gouveia.",NA,NA,NA,"Arbusto, ca. 2 m; inflorescências novas creme e frutos velhos.; Campo Rupestre.","UEC124982","UEC124982",NA,"Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA
"36","2021-03-01 16:24:32-03","UNICAMP","UEC","111666","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Lopes, NP","216","1999","09","11",NA,"Brazil","Minas Gerais","Rodovia MG-BR259 a um km do trevo Serro para Curvelo/Gouveia.",NA,NA,NA,"Planta com aproximadamente 3,0 m de altura, com aquênios, folhas finas.","UEC124970","UEC124970","Semir, J; Monge, M","Serro","-43.3793983459473","-18.604700088501","2012","05",NA,NA,NA,"37754","auto",NA,NA,NA,NA
"37","2020-12-21 16:16:30-03","MBM","MBM","128685","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coite & Jones",NA,"Hatschbach, G.; Nicolack, V.; Nicolack, V.","53096","1989","05","22","Southern America","Brazil","Minas Gerais","Rod. BR-259, próximo ao trevo para Datas",NA,NA,NA,NA,"MBM128685","MBM128685","Semir, J.","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA
"38","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02538904","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Glaziou, A.",NA,"1892","4","9",NA,"Brasil","Minas Gerais","Brésil, Minas, Diamantina, à Formação.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538904' target='other'> <mi>dwc_moreinfo</mi></a>","P02538904","P02538904_01","Nakijima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19480",NA,NA,NA
"39","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02538903","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Glaziou, A.",NA,"1892","4","9",NA,"Brasil","Minas Gerais","Brésil. Diamantina, à Formação.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538903' target='other'> <mi>dwc_moreinfo</mi></a>","P02538903","P02538903_01","Nakijima","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"101169","auto","19480",NA,NA,NA
"40","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02538905","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Glaziou, A.",NA,"1892","4","9",NA,"Brasil","Minas Gerais","Brésil. Diamantina, à Formação.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538905' target='other'> <mi>dwc_moreinfo</mi></a>","P02538905","P02538905_01","Nakijima","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"101169","auto","19480",NA,NA,NA
"41","2020-12-11 11:33:10-03","UFMG","BHCB","53573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"Guimarães, DAS","s.n.","2000","09","08","Southern America","Brasil","Minas Gerais","Arredores de Diamantina.",NA,NA,NA,"Plantas do Brasil.","BHCB051789",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","2012","03",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"42","2020-12-11 11:33:10-03","UFMG","BHCB","42748","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"Chaves, ALF; Porto de Paula, LM; Nogueira, MM","16","1998","02","18","Southern America","Brasil","Minas Gerais","Gouveia, João Vaz.",NA,NA,NA,"Plantas do Brasil.; Arbustivo.; Campo rupestre.","BHCB025612",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","2015","06",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"43","2020-12-11 11:33:10-03","UFMG","BHCB","168857","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"Barreto, HLM","9588","1937","11","08","Southern America","Brasil","Minas Gerais","Sentinela.",NA,NA,NA,"Muito frequente.; Arbusto 1,50 m. Flor violácea.; Nas pedras.","BHCB012965",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"44","2021-01-28 15:27:00-03","MO","MOBOT","101245952","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones","Holotype","Bassett Maguire|Celia K. Maguire|João Murça Pires","Maguire 44757",NA,NA,NA,"South America","Brazil","Minas Gerais","19 mi from Diamantina on route to Curvelo",NA,NA,NA,NA,NA,NA,"fide Loeuille et al.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"101169","auto",NA,"1",NA,NA
"45","2013-01-20 19:16:00-02","MO","MOBOT","3355918","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"John G. Stutts|F.V. Ferreira|N.F.F. MacLeish","Stutts 940","1980","10","5","South America","Brazil","Minas Gerais","Near Diamantina, ca. 11 km NE of Gouvea on road to Diamantina, BR-357. Rock outcrop on campo. Altitude ca. 1350 meters. Sandy soil.",NA,NA,NA,NA,NA,NA,"Nancy C. Coile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-15 15:28:50-03","UNESP-RC","HRCB","30156","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Colle & Jones",NA,"Ferreira, W.M.","1357","1990","10","11",NA,"Brasil","Minas Gerais","Estrada para Gouvea",NA,NA,NA,"Arbusto ca. 2m, inflorescências novas creme e frutos velhos.",NA,NA,NA,"Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","3497636","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"H. Schumacher","1106","1981","9","6","South America - Neotropics","Brazil","Minas Gerais","Between BR 116 and Diamantina, 71 km from Novo Cruzeiro, left at eucalyptus nursery","1000",NA,NA,NA,"US01636129","US01636129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"48","2020-09-12 05:00:02-03","US","US","3491635","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"J. G. Stutts, F. Ferreira, G. Smith & N. F. F. MacLeish","940","1980","10","5","South America - Neotropics","Brazil","Minas Gerais","Near Diamantina, ca. 11 km NE of Gouvea on road to Diamantina, BR-357","1350",NA,NA,NA,"US01636128","US01636128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
