"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","687609","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","I. Huamantupa Chuquimaco","P. Occhioni","203","1945","04","05","South America","Brazil","Distrito Federal","Matas do Pae Richardo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687609","NY00687609_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1184237","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"R. D. Ribeiro","1298","2009","09","19","South America","Brazil","Rio de Janeiro","Fragemento florestal no bairro. Parque São Vincente.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184237","NY01184237_01","Petrópolis","-43.1786","-22.505","471","471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01132037","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"H. C. de Lima","6491","2007","01","26","South America","Brazil","Rio de Janeiro","Jardim Botânico do Rio do Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132037","NY01132037_01","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","687617","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","I. Huamantupa Chuquimaco","A. F. M. Glaziou","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","Reçu le 21 Maio 1881 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687617","NY00687617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1144704","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"C. M. B. Correia","302","1992","03","17","South America","Brazil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144704","NY01144704_01","Guapimirim","-42.883","-22.483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02686882","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","I. Huamantupa Chuquimaco","L. de S. Leoni","6128","2005","02",NA,"South America","Brazil","Minas Gerais","Alvorada, margem do ribeirão Maranhao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2967205' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686882","NY02686882_01","Carangola","-42.0293998718262","-20.7331008911133","620",NA,"21913","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1018757","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"H. C. de Lima","6869","2008","02","17","South America","Brazil","Rio de Janeiro","Macaé de Cima, Estrada Rio-Friburgo (Rod - 116). Rodoviaria Teodora de Oliveira, ca. 2.5 km do Posto da Policia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018757","NY01018757_01","Nova Friburgo","-42.9528","-22.6378","930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","687618","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","I. Huamantupa Chuquimaco","Pessoal do Horto Florestal","s.n.","1927","02","25","South America","Brazil","Rio de Janeiro","Hôrto Florestal e Obras Públicas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687618","NY00687618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","687611","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","I. Huamantupa Chuquimaco","L. Riedel","1253","1833","03",NA,"South America","Brazil","Rio de Janeiro","Ad rivulos Tijuca prope Rio de Janeiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687611","NY00687611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2480175","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"H. C. de Lima","7749","2014","01","28","South America","Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, canteiro 32E","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700278' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480175","NY02480175_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:45-03","UFRJ","RFA","22127","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","L.F.G da Silva","C.A.L. de Oliveira","209","1986","04","01",NA,"Brasil","Rio de Janeiro","Alto da Boa Vista, estrada da Vista Chinesa, km 2",NA,"Árvore ca. 20 m altura; flores amareladas.","RFA18272",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2004","07","26",NA,NA,NA,NA,NA
"22","2020-11-13 09:19:57-03","UFRJ","RFA","10429","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","Luciana F.G. Silva","P. Occhioni","4507","1971","03","00",NA,"Brasil","Rio de Janeiro","Matas do antigo Horto Florestal",NA,"Árvore de 25 m de altura, flor creme-esverdeada, copa ampla.","RFA10284",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2004","07","26",NA,NA,NA,NA,NA
"23","2020-11-13 09:19:57-03","UFRJ","RFA","4671","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","Luciana F.G. da Silva","P. Occhioni","203","1945","04","05",NA,"Brasil","Distrito Federal",NA,NA,"Árvore grande, flor creme.","RFA25218",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","2004","07","26",NA,NA,NA,NA,NA
"24","2019-02-22 11:45:00-03","IPA","IPA","19902","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Lima, H.C. de","Lanna-Sobrinho, J.P.","798","1965","04","02","Southern America","Brasil","Rio de Janeiro","Tijuca, estrada da Vista Chinesa, km 2",NA,NA,"IPA0019902",NA,NA,NA,NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:17:51-03","UFV","VIC","11025","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Silva, L.F.G. da","Silva, A.F. da; Capellari Júnior, L.","1382","1986","03","06",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi, Mata da reserva.",NA,"Árvore, c.a. de 20 metros de altura; flores de cálice castanho-claro e corola amarelo-pálido, filetes amarelo-esverdeados, levemente aromáticas; casca gorssa bege, lenho amarelo, súber em protuberâncias, horizontais e verrucoso.","VIC011025","VIC011025","São José dos Campos","-45.9375","-23.075",NA,NA,NA,NA,"2004","07","21","-45.9375","-23.075",NA,NA,NA
"26","2020-12-20 21:17:51-03","UFV","VIC","11046","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Silva, L.F.G. da","Silva, A.F. da; Capellari Júnior, L.","1403","1986","03","20",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo, depois do Horto.",NA,"Árvore, c.a. de 15 metros de altura; flores de cálice castanho-claro, corola amarelo-ouro, estames amarelos; casca bege, lenho creme, súber verrucoso.","VIC011046","VIC011046","São José dos Campos","-45.9375","-23.075",NA,NA,NA,NA,"2004","07",NA,"-45.9375","-23.075",NA,NA,NA
"27","2020-12-20 21:17:51-03","UFV","VIC","17985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Silva, L.F.G. da","Luiza, A.","s.n.","1995","08","22",NA,"Brasil","Bahia","FLONA Rio Preto",NA,"Altura de 30 metros; P10 nº 90.","VIC017985","VIC017985",NA,NA,NA,NA,NA,NA,NA,"2004","07","21",NA,NA,NA,NA,NA
"28","2020-12-20 21:17:51-03","UFV","VIC","18145","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Silva, L.F.G. da","Luiza, A.","s.n.","1995","10","16",NA,"Brasil","Bahia","FLONA Rio Preto",NA,"Altura, c.a. de 20 metros; P38 nº 112.","VIC018145","VIC018145",NA,NA,NA,NA,NA,NA,NA,"2004","07","20",NA,NA,NA,NA,NA
"29","2020-12-20 21:17:51-03","UFV","VIC","35894","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Fernandes, J.M.","Fernandes, J.M.","384","2006","10","28",NA,"Brasil","Minas Gerais","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 15 metros de altura; fruto verde.","VIC035894","VIC035894","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,"16385","auto","2006","10","28",NA,NA,NA,NA,NA
"30","2020-12-20 21:17:51-03","UFV","VIC","35884","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Fernandes, J.M.","Fernandes, J.M.","403","2006","12","16",NA,"Brasil","Minas Gerais","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 15 metros de altura; inflorescência com botões; madeira usada para construção.","VIC035884","VIC035884","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,"16385","auto","2006","12","16",NA,NA,NA,NA,NA
"31","2020-12-20 21:17:51-03","UFV","VIC","041897","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima",NA,"Siqueira, L.C. de; Batista, M.L.","694","2012","04","21",NA,"Brasil","Minas Gerais","PESB, Comunidade de Estevão de Araujo.",NA,"Árvore de cerca de 14 m. Pico de floração, flores jovens de coloração amarelo escuro e velhas de cor creme. Flores muito perfumadas.. Cheiro adoçicado em borda de mata.","VIC041897","VIC041897","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:31:29-03","UNICAMP","UEC","165357","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"Lima, HC; Ribeiro, RD; Silva, W","6400","2006","01","24",NA,"Brazil","Rio de Janeiro","Rebio. do Tinguá. Estrada da Reunião, ponto da bananeira, ca. 300 m da Estação de Tratamento da CEADAE.",NA,"Árvore com 20 m de altura. Tronco com casca lisa, levemente verrucosa, pardo escuro, DAP 50 scm. Inflorescência passada. Muito frequente.","UEC036467","UEC036467","Nova Iguaçu","-43.430833","-22.581806",NA,NA,NA,NA,NA,NA,NA,"-43.430833","-22.581806",NA,NA,NA
"33","2019-08-20 10:15:18-03","UNICAMP","UEC","146830","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"Lima, HC; Tavares, DC; Faria, CP","6491","2007","01","26",NA,"Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.",NA,"Árvore com aproximadamente 20 metros de altura. DAP 86 cm. Tronco com casca levemente fissurada, tênue-escamosa, pardacenta. inflorescência erécta, flores levemente perfumadas, cálice creme-pardacento, corola com pétalas sub-iguais,","UEC153432",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:15:18-03","UNICAMP","UEC","115039","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","Lima, HC","Gaspar, D","129","2000","02","25",NA,"Brazil","São Paulo","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colina do Atibaia).",NA,"Árvore de aproximadamente 25 m de altura. Indivíduo 733.","UEC153423",NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto","2006","10",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:07:46-03","UFRPE","PEUFR","26127","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","H.C. de Lima","E.M.N. Ferraz; A.G. Bispo; J. Urbano","320","1998","05","28",NA,"Brasil","Pernambuco","Mata do Estado",NA,"Árvore ca. de 15 m de alt.; botões imaturos; cálice marrom; piloso; frutos imaturos verdes; frequência ocasional","PEUFR026127",NA,"São Vicente Férrer","-35.5","-7.583333","600","600",NA,NA,"2002","12",NA,"35°30'00W","7°35'00S",NA,NA,NA
"36","2019-11-19 14:07:46-03","UFRPE","PEUFR","26314","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","H.C. de Lima","E.M.N. Ferraz; A.G. Bispo; R.G. Oliveira","601","1999","01","29",NA,"Brasil","Pernambuco","Mata do Estado",NA,"Árvore ca. de 30 m de alt.; frutos (caído) marrons claro; sementes verdes","PEUFR026314",NA,"São Vicente Férrer","-35.5","-7.583333","600","600",NA,NA,"2002","12",NA,"35°30'00W","7°35'00S",NA,NA,NA
"37","2019-11-19 14:07:46-03","UFRPE","PEUFR","35651","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","H.C. de Lima","E.M.N. Ferraz; A.G. Bispo; J. Urbano","953","1998","10","15",NA,"Brasil","Pernambuco","Mata do Estado",NA,"Árvore ca. 20 m de alt; caída; frutos maduros marrons e semente bege; frequência ocasional","PEUFR035651",NA,"São Vicente Férrer","-35.5","-7.583333","600","600",NA,NA,"2002","12",NA,"35°30'00W","7°35'00S",NA,NA,NA
"38","2019-11-19 14:07:46-03","UFRPE","PEUFR","49268","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","C.G. Lopes","C.G. Lopes","626","2005","12","05",NA,"Brasil","Pernambuco","Mata do Triunfo",NA,"Árvore; material vegetativo, ind. 1142","PEUFR049268",NA,"São Vicente Férrer","-35.469722","-7.619722","100","100",NA,NA,NA,NA,NA,"35°28'11W","7°37'11S",NA,NA,NA
"39","2020-04-22 16:21:08-03","UFPB","JPB","61412","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Lima, HC","Nusbaumer, L; et al.","4717","2015","10","30","Southern America","Brasil","Pernambuco","Serra de Urubu, Localité de Jaqueira. Serra de Pedra d'Anta.",NA,"; HABITAT: Forêt ombrophile submontagnarde de haut-de-pente, bordure d'arête; DESC: arbre, 30 m, 1 m DBH; f. vert pâle à 1 seule graine beige sèche, les cotylédons vert-pâle entouré d'un manchon siliconeux, translucide; récolte photog","JPB0061412",NA,"Jaqueira","-35.849954","-8.713983","690","690",NA,NA,"2015","12","07","-35.849954","-8.713983",NA,NA,NA
"40","2020-04-22 16:21:08-03","UFPB","JPB","61472","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C. Lima","Lima, HC","Nusbaumer, L","4777","2015","11","10","Southern America","Brasil","Alagoas","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.",NA,"; HABITAT: Forêt ombrophile submontagnarde de faible pente; DESC: arbre, 37 m, 80 cm DBH; f. vert pâle à 1 seule graine beige, sèche, les cotylédons vert-pâle entouré d'un manchon siliconeux, trasparent; récolte photogr. in situ; réco","JPB0061472",NA,"Quebrangulo","-36.421974","-9.253006","670","670",NA,NA,"2015","12","07","-36.421974","-9.253006",NA,NA,NA
"41","2020-06-29 09:30:31-03","UFRRJ","RBR","14275","S","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","H.C. Lima","C.A.L. Oliveira","209","1986","04","01",NA,"Brasil","Rio de Janeiro","Alto da Boa Vista, Estrada da Vista Chinesa km 2, 370 m / s.m.",NA,NA,"RBR00014275",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2006","10","09",NA,NA,NA,NA,NA
"42","2020-06-29 09:30:31-03","UFRRJ","RBR","43031","S","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima",NA,"L.H. Soares",NA,"2015","09","03",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F33/14.",NA,NA,"RBR00043031",NA,"Rio de Janeiro","-43.455833","-22.938333",NA,NA,NA,NA,NA,NA,NA,"43º27'21''W","22º56'18''S",NA,NA,NA
"43","2020-06-29 09:30:31-03","UFRRJ","RBR","8623","S","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","L.F.G. Silva","M.V.L. Pereira","s.n.","1996","06","13",NA,"Brasil","Rio de Janeiro","Rebio Tinguá, Caminho D#?#ouro. Reserva Biológica do Tinguá",NA,NA,"RBR00008623",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2011","02","15",NA,NA,NA,NA,NA
"44","2020-06-29 09:30:31-03","UFRRJ","RBR","1120","S","Plantae",NA,NA,"Fabaceae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","L.F.G. Silva","J. Spada","071/78","1978","03","21",NA,"Brasil","Espírito Santo","Reserva Florestal da CVRD, Est. 232 - talhão 306 km 1.000 ramal casa guarda.",NA,NA,"RBR00001120",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2006","10","09",NA,NA,NA,NA,NA
"45","2020-06-29 09:30:41-03","UFRRJ","RBR","26270","S","Plantae",NA,NA,"Leguminosae","Tachigali","paratyensis","Tachigali paratyensis","(Vell.) H.C.Lima","L.F.G. Silva","P.R.C. Farag","150","1995","11","14",NA,"Brasil","Rio de Janeiro","Estrada do Comércio, próximo a sede, após o portão.",NA,NA,"RBR00026270","RBR00026270","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2006","10","09",NA,NA,NA,NA,NA
