"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"227","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250594","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Loubry D","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250594",NA,"1991","11","19",NA,NA,"Station Cirque Plomb, Foret primaire de vallee fluviable.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"228","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250595","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Feuillet CPGA","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250595",NA,"1983","10","12",NA,NA,"Arataye: Saut Parare.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"229","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250596","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Lanjouw J; Lindeman JC","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250596",NA,"1949","03","07",NA,NA,"Surinamensis, In montibus, qui dicuntur Nassau, in bos bij km 3,7.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"230","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250597","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Oldeman RAA","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250597",NA,"1970","05","20",NA,NA,"Haut Oyapock, en aval de l'embouchure de la riviere Eureupoucigne.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"231","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250599","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Tillett SS; Tillett CL","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250599",NA,"1960","10","14",NA,NA,"British Guiana, Upper Mazaruni River Basin, Kamarang River.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"232","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250600","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Hohenacker RF","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250600",NA,"1842","12","01",NA,NA,"Hostm. et Kappl, Pl. Surinam ?",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"233","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250601","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Maas PJM; Tawjoeran JA","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250601",NA,"1965","05","13",NA,NA,"Maratakka rivier- Snake Creek.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"234","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250602","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Elburg JP","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250602",NA,"1964","07","08",NA,NA,"Mapane Gebied bij Kamp 8.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"235","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250603","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Murça Pires J; Black GA","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250603",NA,NA,NA,NA,NA,NA,"Estado do Para, Belem.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"236","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250604","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Murça Pires J; Black GA","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250604",NA,NA,NA,NA,NA,NA,"Estado do Para, Belem.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"237","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250605","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Mori S; Bolten A","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250605",NA,"1976","10","13",NA,NA,"Lely Mountains, 175 kms SSE of Paramaribo, NW cornerr of plateau no. 1.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"238","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250606","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Lindeman JC","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250606",NA,"1953","12","09",NA,NA,"Surinamensis, Jodensavanne-Mapane kreek area (Suriname R.), langs weg bij kamp 12.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"239","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250607","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Tjon-Lim-Sang RJM; Wiel IHM van der","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250607",NA,"1976","03","12",NA,NA,"Nat. Res. Brownsberg, distr. Brokopondo, Clay bank near small fall above Mazaroni fall.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"240","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250608","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Lindeman JC","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250608",NA,"1953","04","29",NA,NA,"Surinamensis, Jodensavanne- Mapane kreek area (Suriname R.) in hoogbos in lijn 2, vak 829.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"241","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250609","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","BAFOG (Service Forestier)","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250609",NA,"1956","01","01",NA,NA,"Guianae Gallicae, St. Laurent.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"242","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250610","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","BAFOG (Service Forestier)","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250610",NA,"1956","02","01",NA,NA,"Guianae Gallicae, St. Laurent.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"243","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250611","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Fanshawe DB","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250611",NA,"1944","04","18",NA,NA,"British Guiana, Kamuni Creek, Groete creek,Esseguibo River,!",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"244","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250612","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Bordenave BG; Crozier F; Betian L","Southern America","French Guiana",NA,NA,"Forêt inondables et forêts de flat.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250612",NA,"2003","09","22",NA,NA,"Guyane Francaise. Projet de route d' Apatou, entre 0 et 1 km à l' Est de la Crique Sparouine.",NA,"Malpighiales","Aubl.","Crozier F",NA,"-54.25","5.258333","NL-U1250612",NA,NA,NA,NA,NA,"-54.25","5.258333",NA,NA,NA,"Magnoliopsidae","U 0246732",NA,NA,NA
"245","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250613","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Jansen-Jacobs MJ; Welle BJH ter; Görts-van Rijn ARA; Ek RC","Southern America","Guyana",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250613",NA,"1987","11","13",NA,NA,"Kanuku Mts., Slope of Nappi Mt., Camp 2",NA,"Malpighiales","Aubl.",NA,NA,"-59.566667","3.333333","NL-U1250613",NA,NA,NA,NA,NA,"-59.566667","3.333333",NA,NA,NA,"Magnoliopsidae","U 0183337",NA,NA,NA
"246","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250614","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Jansen-Jacobs MJ; Welle BJH ter; Görts-van Rijn ARA; Ek RC","Southern America","Guyana",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250614",NA,"1987","11","13",NA,NA,"Kanuku Mts., Slope of Nappi Mt., Camp 2",NA,"Malpighiales","Aubl.",NA,NA,"-59.566667","3.333333","NL-U1250614",NA,NA,NA,NA,NA,"-59.566667","3.333333",NA,NA,NA,"Magnoliopsidae","U 0183336",NA,NA,NA
"247","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250616","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Clarke HD","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250616",NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Aubl.","Esser H-J",NA,NA,NA,"NL-U1250616",NA,NA,NA,NA,NA,NA,NA,"1999","11","01","Magnoliopsidae","U 0026808",NA,NA,NA
"248","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250617","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250617",NA,"1918","12","02",NA,NA,NA,NA,"Malpighiales","Aubl.","Esser H-J",NA,NA,NA,"NL-U1250617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0104068",NA,NA,NA
"249","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250629","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Krukoff BA","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250629 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250629",NA,"1936","09","11",NA,NA,"Basin of Rio Solimoes, State of Amazonas: Municipality Sao Paulo de Olivenca, near Palmares.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"250","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250631","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Hoffman B","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250631",NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Aubl.","Punt W",NA,NA,NA,"NL-U1250631",NA,NA,NA,NA,NA,NA,NA,"1998","04","01","Magnoliopsidae","U 0026800",NA,NA,NA
"251","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250635","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Krukoff BA","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250635",NA,"1936","10","26",NA,NA,"Basin of Rio Solimoes, State of Amazonas: Municipality Sao Paulo de Olivenca, basin of creek Belem.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"252","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250636","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Lindeman JC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250636",NA,"1972","01","02",NA,NA,"Caruaru- Pernambuco brejo dos cavalos.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"253","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250637","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Clarke HD","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250637",NA,"1997","09","15",NA,"Upper Takutu-Upper Essequibo",NA,NA,"Malpighiales","Aubl.","Punt W",NA,NA,NA,"NL-U1250637",NA,NA,NA,NA,NA,NA,NA,"2000","11","01","Magnoliopsidae","U 0009519",NA,NA,NA
"254","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250642","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Procter J","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250642",NA,"1978","10","01",NA,NA,"Kabo.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"255","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250643","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Jansen-Jacobs MJ; et al.","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250643",NA,"1987","11","17",NA,NA,"Kanuku Mts., Maipaima, Camp 3 on Tsikoma Creek, Forest.",NA,"Malpighiales","Aubl.",NA,NA,"-59.5","3.366667","NL-U1250643",NA,NA,NA,NA,NA,"-59.5","3.366667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"256","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250644","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Stahel G; Gonggrijp JW","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250644",NA,"1923","04","21",NA,NA,"Brownsberg.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"257","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250645","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Forestry Bureau","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250645",NA,"1916","06","24",NA,NA,"Boschreserve (Forest Reserve) Watramiri.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"258","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250646","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Forestry Bureau","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250646",NA,"1916","06","24",NA,NA,"Boschreserve (Forest Reserve) Watramiri.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"259","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250647","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Forestry Bureau","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250647",NA,"1916","06","24",NA,NA,"Boschreserve (Forest Reserve) Watramiri.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"260","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250648","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Schulz JP","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250648",NA,"1956","05","05",NA,NA,"Surinamensis, Upper Coesewijne R., exploration Poika, block 859, rain forest on loamy sand.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"261","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250649","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Schulz JP","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250649",NA,"1957","02","01",NA,NA,"Surinamensis, Upper Coesewijne R., high forest c. 20 km SW of Poika, on red loamy sand.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"262","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250650","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Wessels Boer JG","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250650",NA,"1963","04","13",NA,NA,"Surinamensis, Ad flum, Paloemeu et Tapanahoni confl, on river bank.",NA,"Malpighiales","Aubl.",NA,NA,"-55.45","3.333333","NL-U1250650",NA,NA,NA,NA,NA,"-55.45","3.333333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"263","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250651","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Landsbosbeheer Suriname","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250651",NA,"1971","10","29",NA,NA,"Creek and Mesophytic forest Falla watra.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"264","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250652","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Oldeman B","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250652",NA,"1968","12","19",NA,NA,"Guyane Francaise, Riviere Comte a environ 4,200 km en amout du confluent de la crique Bagot.",NA,"Malpighiales","Aubl.",NA,NA,NA,NA,"NL-U1250652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"265","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250653","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Pipoly JJ; Lall H","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250653",NA,"1986","08","03",NA,NA,"The Guianas, Barima- Waini Region: Head of Barima River, Ayambara Falls, 4.5 mi W of Eclipse Falls, 10 mi W Arakaka.",NA,"Malpighiales","Aubl.",NA,NA,"-60.15","7.65","NL-U1250653",NA,NA,NA,NA,NA,"-60.15","7.65",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"266","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250654","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Maas PJM; Koek-Noorman J; Lall H; Welle BJH ter; Westra LYT","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250654",NA,"1988","09","17",NA,NA,"Base of Mt. Makarapan; Makarapan Creek about 1/2 mile downstream from rapids, near abandoned balata breeders.",NA,"Malpighiales","Aubl.",NA,NA,"-58.95","3.983333","NL-U1250654",NA,NA,NA,NA,NA,"-58.95","3.983333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"267","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250655","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Jansen-Jacobs MJ; et al.","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250655",NA,"1985","02","20",NA,NA,"Kanuku Mts, High forest along creek.",NA,"Malpighiales","Aubl.",NA,NA,"-59.383333","3.133333","NL-U1250655",NA,NA,NA,NA,NA,"-59.383333","3.133333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"268","2020-02-08 09:49:09-03","NBC","NL-BOTANY","U.1250656","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Jansen-Jacobs MJ; et al.","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250656",NA,"1985","02","20",NA,NA,"Kanuku Mts, High forest along creek.",NA,"Malpighiales","Aubl.",NA,NA,"-59.383333","3.133333","NL-U1250656",NA,NA,NA,NA,NA,"-59.383333","3.133333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
