"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","484899","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","R. A. Howard","G. G. Hatschbach","1967","12","21","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5744","-25.8831",NA,NA,"NY00484899","NY00484899_01","50","100","18167","Magnoliophyta","Caryophyllales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651529' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","484902","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","E. de Melo","A. M. V. de Carvalho","1992","02","19","Brazil","Bahia","Vitória da Conquista","Ramal a 15 km na estrada de Vitória da Conquista à Ilhéus","-40.8392","-14.8661",NA,NA,"NY00484902","NY00484902_01",NA,NA,"3796","Magnoliophyta","Caryophyllales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651532' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-07-03 11:21:40-03","EBDA","BAH","10373","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Queiroz, L.P.","1995","04","14","Brasil","Bahia","Caem","Serra de Jacobina (Serra das Figuras), encosta oriental; Fazenda Inácio João ca; 4 km da BR 324, na estrada para Saúde.","-40.4","-11.15","40W 24'","11S 09'",NA,NA,"600","600","5553",NA,NA,NA,NA,"Árvore de ca 4m de alt.; folhas papiráceas estéril",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:23:04-03","UFBA","ALCB","93406","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Roque, N; Acevedo-Rodríguez, P; Abreu, IS","2010","02","14","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Arapiranga, trilha para o Leandro, pelo caminho do cemitério","-41.783333","-13.474722","-41.783333","-13.474722",NA,NA,"786","786","2688","Dicotyledon",NA,"Southern America",NA,"ca. 3-4 m alt. Folhas concolores. Inflorescência ascendente, botões verdes.","2012","07","12",NA,NA,NA,NA,NA
"15","2020-02-08 08:56:18-03","NBC","NL-BOTANY","L.1662083","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Reitz R; Klein RM","1958","11","23","Brazil",NA,NA,"Santa Catarina, Matador, Rio do Sul, Mata de várzea, Árvore.",NA,NA,NA,NA,"NL-L1662083","NL-L1662083",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662083 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 08:56:18-03","NBC","NL-BOTANY","U.1519579","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Lindeman JC; Haas JH de","1967","07","06","Brazil",NA,NA,"Flora Brasiliae Australis. São Paulo, 40 km N.E. of Santos.",NA,NA,NA,NA,"NL-U1519579","NL-U1519579",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 08:56:18-03","NBC","NL-BOTANY","U.1519580","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Klein PR","1957","11","27","Brazil",NA,NA,"Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,NA,NA,"NL-U1519580","NL-U1519580",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 08:56:18-03","NBC","NL-BOTANY","WAG.1546858","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Hatschbach GG","1979","01","04","Brazil",NA,NA,"Manduira (mun. Antonina) Paraná.",NA,NA,NA,NA,"NL-WAG1546858","NL-WAG1546858",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1546858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-11-04 11:17:40-03","ESALQ","ESA","2389","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii",NA,NA,"Hatschbach, G.","1983","11","29","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"ESA002389","ESA002389",NA,NA,"47142.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA
"20","2020-11-04 11:17:40-03","ESALQ","ESA","128193","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii",NA,"Tamashiro, J.Y.; Ivanauskas, N.M.; Rodrigues, R.R.; Souza, V.C.","Kuntz, J.","2013","03","28","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.","-47.5","-23.9599990844727",NA,NA,"ESA128193","ESA128193",NA,NA,"935.0","Magnoliophyta",NA,NA,NA,"Indivíduo jovem, ca. 6 m alt.","2013","04","04",NA,"41034","auto",NA,NA
"21","2020-11-04 11:17:40-03","ESALQ","ESA","52055","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052055","ESA052055","400","400","492.0","Magnoliophyta",NA,NA,NA,"em clareira",NA,NA,NA,NA,"34059","auto",NA,NA
"22","2016-02-02 14:38:55-02","BGBM","B","B 10 0249269","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"E. Warming",NA,NA,NA,"Brazil",NA,NA,"ad Rio de Janeiro.",NA,NA,NA,NA,"B100249269","B100249269",NA,NA,"Hb. Warming,nr.125",NA,NA,"Middle and South America",NA,"<a href=http://herbarium.bgbm.org/object/B100249269 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,"isotype",NA
"23","2019-08-27 13:34:23-03","IAP","PACA-AGP","3213","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisnn.","E. Melo","Rambo, B.","1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"PACA003213",NA,NA,NA,NA,"Magnoliophyta","Polygonales",NA,NA,"Habitat: In silva Fenofase: estéril","1998","04","28","Magnoliopsida","27000","auto",NA,NA
"24","2019-08-27 13:34:23-03","IAP","PACA-AGP","50293","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisnn.","E. Melo","Rambo, B.","1951","07","14","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"PACA050293",NA,NA,NA,NA,"Magnoliophyta","Polygonales",NA,NA,"Habitat: In silva Fenofase: estéril","2003",NA,NA,"Magnoliopsida","27000","auto",NA,NA
"25","2019-11-21 14:43:55-03","UFJF","CESJ","50808","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","C.N. Silva; L.C. Pereira","L. Menini Neto; E.A.C. Romanel","2008","06","22","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ050808",NA,NA,NA,"532","Angiosperma",NA,"América do Sul",NA,"Arvoreta, ca. 4-5m alt., interior da mata, rara, frutos maduros negros.","2011","08","24",NA,"36144","auto",NA,NA
"26","2021-03-25 09:28:15-03","UNICAMP","UEC","73025","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Rodrigues, RR; et al.","1995","11","10","Brazil","São Paulo","Pariquera-Açu","Estação do IAC","-48.467372","-25.194656","-48.467372","-25.194656","UEC159196","UEC159196",NA,NA,"33360","Magnoliopsida",NA,NA,NA,"árvore 9m, frutos verdes imaturos, maduros enegrecidos.","2000","05","09",NA,NA,NA,NA,NA
"27","2019-08-20 10:23:25-03","UNICAMP","UEC","147104","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Aguirre, GH; et al.","2005","08","24","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC159197","UEC159197",NA,NA,"164","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:38:21-03","UNICAMP","UEC","13150","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Hatschbach, G","Hatschbach, G","1979","01","04","Brazil","Paraná","Antonina","Manduira","-48.7118988037109","-25.4286003112793",NA,NA,"UEC159198","UEC159198",NA,NA,"41823","Magnoliopsida",NA,NA,NA,"Arvoreta 5m, mata pluvial.","1979","02",NA,NA,"38300","auto",NA,NA
"29","2021-03-01 16:38:21-03","UNICAMP","UEC","13136","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Leitão Filho, HF","1975","03","20","Brazil","São Paulo","Bertioga","Rodovia Bertioga - São Sabastião","-46.138599395752","-23.8544006347656",NA,NA,"UEC159202","UEC159202",NA,NA,"1488","Magnoliopsida",NA,NA,NA,"Arbusto; 2,5 metros; em frutificação.; Solo arenoso de mata secundária.","2000","05","09",NA,"37616","auto",NA,NA
"30","2021-03-01 16:38:21-03","UNICAMP","UEC","80698","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Mazzoni-Viveiros, SC","1990","08","22","Brazil","São Paulo","São Paulo","instituto de botânica","-46.6300010681152","-23.5400009155273",NA,NA,"UEC159195","UEC159195",NA,NA,"52","Magnoliopsida",NA,NA,NA,"Árvore derrubada do Setor de Mudas.","1994","09",NA,NA,"53584","auto",NA,NA
"31","2021-03-01 16:38:21-03","UNICAMP","UEC","80697","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Kuhlmann, M","1946","12",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC159201","UEC159201",NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,"Trepadeira da mata.","2000","05","09",NA,"53584","auto",NA,NA
"32","2021-03-01 16:38:21-03","UNICAMP","UEC","94591","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Regina, MA","1974","12",NA,"Brazil","São Paulo","São Paulo","Nativo no Parque Siqueira","-46.6300010681152","-23.5400009155273",NA,NA,"UEC159200","UEC159200",NA,NA,"836","Magnoliopsida",NA,NA,NA,"Campos.","2000","05",NA,NA,"53584","auto",NA,NA
"33","2019-08-20 10:23:25-03","UNICAMP","UEC","87467","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E","Hoehne, W","1944","11","28","Brazil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"UEC159199","UEC159199",NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA
"34","2019-11-06 09:57:12-03","UFOP","OUPR","7221","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Perto de Santa luzia de Rio da Velha",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Matta",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:05:07-03","FURB","FURB","18614","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Sobral, M","Dreveck, S.; Carneiro, F.E.","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","FURB03202","FURB03202","857","857","1416",NA,NA,NA,NA,"Florística IFFSC 991 (Arbórea). Entorno Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; Fruto verde; flor estames alvos","2010","01","25",NA,NA,NA,NA,NA
"36","2020-10-14 10:05:07-03","FURB","FURB","20632","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Oliveira, AA de","Dreveck, S.; Carneiro, F.E.","2009","05","29","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vargem do Braço.","-48.8669445","-27.81","-48.8669445","-27.8100000","FURB39772","FURB39772","744","744","1034",NA,NA,NA,NA,"Fito IFFSC 254 /N/17 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","2010","01","25",NA,NA,NA,NA,NA
"37","2020-10-14 10:05:07-03","FURB","FURB","45277","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Oliveira, AA de","Mayer, M.; Oliveira, A.A. de","2014","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3602778","-49.5030556","-27.3602778","FURB39775","FURB39775","708","708","668",NA,NA,NA,NA,"Florística Entorno IFFSC 421",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:05:07-03","FURB","FURB","45814","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Oliveira, AA de","Oliveira, A.A. de","2015","02","10","Brasil","Santa Catarina","Navegantes","Leiteiro.","-48.7786111","-26.8225","-48.7786111","-26.8225000","FURB39778","FURB39778","178","178","1168",NA,NA,NA,NA,"Regeneração IFFSC 753 /S/14 Habitat: Floresta Ombrófila Densa; Habito: arbustiva;","2015","02","10",NA,NA,NA,NA,NA
"39","2020-12-09 14:47:25-03","FURB","FURB","66546","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Kassner-Filho, A.","Kassner-Filho, A.","2020","08","16","Brasil","Santa Catarina","Imbituba","Morro da Antena.","-48.6869444","-28.2466666","-48.6869444","-28.2466666","FURB66546","FURB66546","230","230","5751",NA,NA,NA,NA,"flor creme Habitat: interior do fragmento Habito: arbórea","2020","08","16",NA,NA,NA,NA,NA
"40","2020-04-27 16:11:16-03","UFES","VIES","17402","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Gomes, J.M.L.","Gomes, J.M.L.","2009","02","15","Brasil","Espírito Santo","Cachoeiro de Itapemirim","RPPN Cafundó.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES017402","VIES017402",NA,NA,"3206",NA,NA,NA,NA,NA,"2009","02","15",NA,"35694","auto",NA,NA
"41","2021-02-12 18:12:25-03","UFES","VIES","41313","S","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Gurtler, J.; Dutra, S.C.","2018","04","11","Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P10).","-40.439167","-18.783611","40º26'21''W","18º47'1''S","VIES041313","VIES041313",NA,NA,"JAC 586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:41:26-03","MBM","MBM","219750","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo França, E. de","Fonseca, M.; et al.; et al.",NA,NA,NA,"Brazil","Bahia","Prado","Prado","-39.2207984924316","-17.341100692749",NA,NA,"MBM219750","MBM219750",NA,NA,"1097",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"53161","auto",NA,NA
"43","2020-12-21 16:41:26-03","MBM","MBM","60015","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Hatschbach, G.","Hatschbach, G.","1979","01","04","Brazil","Paraná","Antonina","Manduíra","-48.7118988037109","-25.4286003112793",NA,NA,"MBM060015","MBM060015",NA,NA,"41823",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA
"44","2020-12-21 16:41:26-03","MBM","MBM","136791","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo França, E. de","Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil",NA,NA,"s",NA,NA,NA,NA,"MBM136791","MBM136791",NA,NA,"5647",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:41:26-03","MBM","MBM","93360","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E.","Hatschbach, G.","1984","06","13","Brazil","Bahia","Andaraí","Rio Santo Antônio","-41.3314018249512","-12.8072004318237",NA,NA,"MBM093360","MBM093360",NA,NA,"48071",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA
"46","2020-12-21 16:41:26-03","MBM","MBM","95390","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo França, E. de","Mattos Silva, L.A.",NA,NA,NA,"Brazil","Bahia","Santa Cruz Cabrália","Estação Biológica Pau-brasil","-39.0247001647949","-16.2780990600586",NA,NA,"MBM095390","MBM095390",NA,NA,"1734",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA
"47","2020-12-21 16:41:26-03","MBM","MBM","170458","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Melo, E.","Carvalho, A.M. de; et al.; et al.","1992","02","19","Brazil","Bahia","Vitória da Conquista","15km na estrada de Vitória da Conquista à Ilhéus","-40.8394012451172","-14.8661003112793",NA,NA,"MBM170458","MBM170458",NA,NA,"3796",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"70493","auto",NA,NA
"48","2020-12-21 16:41:26-03","MBM","MBM","85518","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Hatschbach, G.","1983","11","29","Brazil","Paraná","Curitiba","Pinheirinho","-49.2731018066406","-25.4277992248535",NA,NA,"MBM085518","MBM085518",NA,NA,"47142",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA
"49","2020-12-21 16:41:26-03","MBM","MBM","8041","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Harley, R.M.","Hatschbach, G.","1967","12","21","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM008041","MBM008041",NA,NA,"18167",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA
"50","2020-12-21 16:41:26-03","MBM","MBM","326654","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.","Brotto, M.L.","Silva, J.M.; Andrade, C.C.A.; Andrade, C.C.A.","2006","12","20","Brazil","Santa Catarina","Garuva","Serra do Quiriri, subida","-48.8549995422363","-26.0266990661621",NA,NA,"MBM326654","MBM326654",NA,NA,"5445",NA,NA,"Southern America",NA,"Árvore, 5m, flor alvacenta.; Beira do rio encachoeirado.","2020","05","18",NA,"22441","auto",NA,NA
"51","2020-12-11 11:40:25-03","UFMG","BHCB","200685","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Silva, AMM","2018","08","22","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG","-43.937801361084","-19.9207992553711",NA,NA,"BHCB200685",NA,NA,NA,"s.n.","Dicotyledon",NA,"Southern America",NA,"Floresta Estacional Semidecidual","2018","08","22",NA,"17082","auto",NA,NA
"52","2020-12-11 11:40:25-03","UFMG","BHCB","150328","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","warmingii","Coccoloba warmingii","Meisn.",NA,"Souza, FM; Esteves, R; Sousa, RC; Lima, CD","2008","01","31","Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Trilha do Mauro","-46.6300010681152","-23.5400009155273",NA,NA,"BHCB003191",NA,"886","886","1056","Dicotyledon",NA,"Southern America",NA,"Árvore 16m altura, frutos imaturos verdes","2008","03","24",NA,"53584","auto",NA,NA
