"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","individualCount","coordinatePrecision","geoFlag","infraspecificEpithet","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"103","2020-10-14 10:00:18-03","FURB","FURB","15522","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","374","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","Epífita IFFSC e518a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor brácteas rosas e pétalas amarelas","FURB20479","FURB20479","533","533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:00:18-03","FURB","FURB","15662","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2009","10","15","Korte, A.; Kniess, A.","481","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667","-49.3208334","-27.2716667","Florística IFFSC 465 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: flor amarela","FURB20494","FURB20494","458","458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:00:18-03","FURB","FURB","15682","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2009","11","05","Korte, A.; Kniess, A.","696","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","Florística IFFSC 384 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela","FURB20534","FURB20534","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:00:18-03","FURB","FURB","15929","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2009","11","06","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","535","2009","11","06","Brasil","Santa Catarina","Vitor Meireles","Pratinha.","-49.8591667","-26.7294445","-49.8591667","-26.7294445","Epífita IFFSC e798a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor escapo e brácteas rosas e flores amaerelas","FURB20511","FURB20511","590","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:00:18-03","FURB","FURB","16233","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Stival-Santos, A","2009","10","25","Stival-Santos, A.; Gasper, A.L. de","1304","2009","10","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1797223","-27.1161111","-49.1797223","-27.1161111","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: epífita; flor rosa","FURB20550","FURB20550","780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:00:18-03","FURB","FURB","16372","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","11","04","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","399","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000",NA,"FURB20510","FURB20510","440","440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:00:18-03","FURB","FURB","16542","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","11","09","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","454","2009","11","09","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.87","-27.45","-48.8700000","-27.4500000",NA,"FURB20554","FURB20554","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:00:18-03","FURB","FURB","16635","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Verdi, M","2009","11","05","Verdi, M.; Tomazi, A.L. & Klemz, G.","3058","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","Florística IFFSC 47 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor bráctea rosa e flor amarela","FURB20549","FURB20549","479","479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-08 08:50:54-03","FURB","FURB","16687","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","10","28","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","287","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000",NA,"FURB20482","FURB20482","822","822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:00:18-03","FURB","FURB","16938","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2009","11","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","678","2009","11","24","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Epífita IFFSC e74a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; flor escapo vermelho e flor rosa","FURB20508","FURB20508","572","572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:00:18-03","FURB","FURB","16955","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","11","23","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","715","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","Epífita IFFSC e578a (Acima de 4m), folhas rosadas, forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor amarela","FURB20509","FURB20509","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:00:18-03","FURB","FURB","16960","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","11","23","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","650","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB20505","FURB20505","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:00:18-03","FURB","FURB","17103","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Kessous, I. M.","2018","04","27","Korte, A.; Kniess, A.","1006","2009","11","25","Brasil","Santa Catarina","Alfredo Wagner","Alto Limeirinha.","-49.5005556","-27.6302778","-49.5005556","-27.6302778","Florística IFFSC 309 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor bráctea rosa e flor amarela","FURB19967","FURB19967","642","642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:00:18-03","FURB","FURB","17149","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2009","11","28","Korte, A.; Kniess, A.","1156","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.4108333","-27.6291667","-49.4108333","-27.6291667","Florística IFFSC 310 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: epífita; flor bráctea rosa e flor amarela","FURB20535","FURB20535","772","772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:00:18-03","FURB","FURB","18322","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Verdi, M","2009","11","28","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","3227","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.4088889","-28.6219445","-49.4088889","-28.6219445","Florística IFFSC 49 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio Habito: epífita; flor bráctea rosa","FURB20503","FURB20503","43","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:00:18-03","FURB","FURB","18461","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","822","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","Epífita IFFSC e142a (Abaixo de 4m). comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB20565","FURB20565","445","445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-08 08:50:54-03","FURB","FURB","18656","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2009","12","10","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","801","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000",NA,"FURB20537","FURB20537","576","576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:00:18-03","FURB","FURB","18947","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2009","12","11","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","890","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","Epífita IFFSC e37a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB20491","FURB20491","203","203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:00:18-03","FURB","FURB","18976","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2009","12","07","Korte, A.; Kniess, A.","1450","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","Florística IFFSC 513 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita; flor amarela e haste rosa","FURB20507","FURB20507","625","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:00:18-03","FURB","FURB","19274","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1249","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","Florística IFFSC 311 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor amarela","FURB20497","FURB20497","942","942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:00:18-03","FURB","FURB","19631","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2009","11","19","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","601","2009","11","19","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","Epífita IFFSC e47a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela e brácteas rosa","FURB20559","FURB20559","479","479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:00:18-03","FURB","FURB","19717","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","03","05","Verdi, M.; Dreveck, S.","3360","2009","12","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925","-49.0477777","-26.1925000","Florística IFFSC 1048 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: rupícola; flor amarela","FURB20502","FURB20502","27","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:00:18-03","FURB","FURB","19718","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","03","05","Dreveck, S.; Carneiro, F.E.","1422","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","Florística IFFSC 991 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no entorno do fragmento Habito: flor amarela","FURB20555","FURB20555","857","857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:00:18-03","FURB","FURB","19724","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","03","05","Cadorin, T.J.","549","2009","11","09","Brasil","Santa Catarina","Brusque","Águas Claras.","-48.9047222","-27.1405555","-48.9047222","-27.1405555",NA,"FURB20490","FURB20490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:00:18-03","FURB","FURB","20570","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Costa, A","2010","09","29","Korte, A.; Kniess, A.","1493","2009","12","10","Brasil","Santa Catarina","Rio do Sul","Mirador.","-49.5905555","-27.0902777","-49.5905555","-27.0902777","Florística IFFSC 573 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB20542","FURB20542","792","792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:00:18-03","FURB","FURB","20571","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Costa, A","2010","09","29","Korte, A.; Kniess, A.","528","2009","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3608333","-49.5030556","-27.3608333","Florística IFFSC 421 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor inflorescência rosa","FURB20541","FURB20541","708","708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:00:18-03","FURB","FURB","20575","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Costa, A","2010","09","29","Korte, A.; Kniess, A.","352","2009","09","24","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Florística IFFSC 466 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: flor haste floral rosa","FURB20540","FURB20540","526","526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:00:18-03","FURB","FURB","20579","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Costa, A","2010","09","29","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","140","2009","10","05","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","Epífita IFFSC e456a (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de arbórea;","FURB20543","FURB20543","1131","1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:00:18-03","FURB","FURB","20700","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","02","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1379","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","Epífita IFFSC e8004a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB20536","FURB20536","444","444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:00:18-03","FURB","FURB","20912","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Stival-Santos, A","2010","01","27","Stival-Santos, A.; Legal, E. & Silveira, S.","1519","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","Florística IFFSC 348 (Epífita) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde-amarelado;","FURB20498","FURB20498","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:00:18-03","FURB","FURB","20962","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","02","02","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1147","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","Forófito 1. Epífita IFFSC e1025a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor amarela","FURB20496","FURB20496","770","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:00:18-03","FURB","FURB","21177","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","01","26","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1015","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","Forófito 5. Epífita IFFSC e801a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB20495","FURB20495","785","785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:00:18-03","FURB","FURB","21290","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1007","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","Epífita IFFSC e173a (Acima de 4m) - sobre forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB20544","FURB20544","526","526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:00:18-03","FURB","FURB","21391","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, J","2010","01","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1142","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB20533","FURB20533","666","666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:00:18-03","FURB","FURB","21593","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2010","02","17","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1358","2010","02","17","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","Epífita IFFSC e573a (Abaixo de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita de arbórea;","FURB20556","FURB20556 FURB20556_1","787","787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:00:18-03","FURB","FURB","21963","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2010","02","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1517","2010","02","24","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","Forófito 4. Epífita IFFSC e625b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB20484","FURB20484","812","812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:00:18-03","FURB","FURB","22592","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","03","16","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1703","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","Florística IFFSC e8006a (Rupícola), Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: rupícola;","FURB20532","FURB20532","46","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:00:18-03","FURB","FURB","22655","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2010","03","17","Korte, A.; Kniess, A.","2227","2010","03","17","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","Florística IFFSC 516 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor rosa amarelada","FURB20483","FURB20483","793","793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:00:18-03","FURB","FURB","22787","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, J","2010","04","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1721","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","Epífita IFFSC e518b (Acima de 4m) - sobre forófito 16 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto verde;","FURB20564","FURB20564","533","533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:00:18-03","FURB","FURB","23560","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Stival-Santos, A","2010","04","06","Stival-Santos, A.; Legal, E. & Silveira, S.","2439","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","Florística IFFSC 349 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB20553","FURB20553","718","718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:00:18-03","FURB","FURB","24194","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, JL","2010","03","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1758","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","Epífita IFFSC e689b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea;","FURB20558","FURB20558","788","788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:00:18-03","FURB","FURB","25431","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Korte, A","2010","05","28","Korte, A.; Kniess, A.","3153","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","Florística IFFSC 457 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB20561","FURB20561","475","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:00:18-03","FURB","FURB","25455","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Schmitt, J","2010","05","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2220","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","Epífita IFFSC e8008a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto negro;","FURB20545","FURB20545","958","958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:00:18-03","FURB","FURB","26149","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cadorin, TJ","2010","05","25","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2376","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","Epífita IFFSC e801b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita;","FURB20563","FURB20563","785","785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
