"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"52","2015-07-02 14:03:01-03","JBP","HPL","11811","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","V.C. Souza","H. Lorenzi & E. Franco","6680","2009","05","24",NA,"Brasil","SP","Campinas","No IAC Bosque Monjolinho","-47.06","-22.9",NA,NA,NA,NA,NA,NA,NA,"23900","auto","2012","06",NA,NA,"18",NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:46:00-02","IPA","IPA","80570","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Espeleta, A.S.","Torres, R.B.; et al.; et al.","1551","2004","12","10","Southern America","Brasil","São Paulo","Campinas","Reserva Municipal da Mata de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore ca. 6m de altura. Frutos maduros.; Mata mesófila semidecídua.","IPA0080570",NA,NA,"23900","auto","2005","07",NA,NA,"10",NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:18:29-03","UFV","VIC","22293","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mota, A.L.P.; et al.","1047","1991","12","10",NA,"Brasil","Minas Gerais","Uberlândia","UHE de Miranda, Mata do Vasco","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Arvoreta de 3,5m de altura; frutos imaturos verdes","VIC022293","VIC022293",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-20 21:18:29-03","UFV","VIC","901","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Mexia, Y.","5116","1930","09","29",NA,"Brasil","Minas Gerais","Viçosa","Fazenda de Aguada, 5km. beyond first house; streamside in small, wooded valley. Alt. 700m","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Tree 10m. high; green flower","VIC000901","VIC000901",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-20 21:18:29-03","UFV","VIC","1053","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mexia, Y.","5264","1930","11","06",NA,"Brasil","Minas Gerais","São Geraldo","Distrito Rio Branco, Estrada de São Geraldo Marreco","-42.834400177002","-20.9228000640869",NA,NA,NA,"Shrub 3m. high; blackish fruit. Occasional = 5261 in flower","VIC001053","VIC001053",NA,"12381","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:18:29-03","UFV","VIC","1128","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Mexia, Y.","5261","1930","11","06",NA,"Brasil","Minas Gerais","São Geraldo","Distrito Rio Branco, Estrada de São Geraldo, Marreco","-42.834400177002","-20.9228000640869",NA,NA,NA,"Many branched shrub, 4m. high; greenish-yellow flower. Occasional = 5264 in fruit.","VIC001128","VIC001128",NA,"12381","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:18:29-03","UFV","VIC","2139","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Kuhlmamn","s.n.","1935","05","21",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC002139","VIC002139",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:18:29-03","UFV","VIC","1635","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Kuhlmamn","s.n.","1934","10","11",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC001635","VIC001635",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-20 21:18:29-03","UFV","VIC","13982","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mota, A.L.P.; et al.","405",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do Vasco","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"VIC013982","VIC013982",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:18:29-03","UFV","VIC","13976","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mota, A.L.P.; et al.","1051","1991","12","11",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do Vasco","-48.187198638916","-18.6471996307373",NA,NA,NA,"Àrvore de até 8m, com frutos imaturos de cor verde.","VIC013976","VIC013976",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:18:29-03","UFV","VIC","13983","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mota, A.L.P.; et al.","1179","1992","07","01",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do Vasco","-48.187198638916","-18.6471996307373",NA,NA,NA,"Frutos imaturos e maduros; folhas com bordo espinescente. CAP. 49cm H. 8,0m","VIC013983","VIC013983",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-20 21:18:29-03","UFV","VIC","741","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,NA,"s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000741","VIC000741",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-20 21:18:29-03","UFV","VIC","1109","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.D.C",NA,"Mexia, Y.","5224","1930","10","27",NA,"Brasil","Minas Gerais","Viçosa","Fazenda de Aguada, valley about. 5km. from entrance; in shade by streeam. Alt 700m","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Slender, erect shrub.","VIC001109","VIC001109",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:39:54-03","UFJF","CESJ","66533","PreservedSpecimen","Plantae","Angiosperma",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","E.S. Lírio","J.P. Braga","258","2004","06","08","América do Sul","Brasil","Minas Gerais","Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,NA,"Árvore ca. 15m, interior de mata, frutos verdes.","CESJ066533",NA,NA,"10929","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:39:54-03","UFJF","CESJ","55751","PreservedSpecimen","Plantae","Angiosperma",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.",NA,"PPFES","613","2009","01",NA,"América do Sul","Brasil","Minas Gerais","Uberlândia","Fazenda São Pedro-Itaú, 18º55'51 S e 48º03'50 W","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Floresta Estacional Semidecidual. Árvore ca. 5m alt. e 17cm circunferência. Indivíduo nº 278.","CESJ055751",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:39:54-03","UFJF","CESJ","64298","PreservedSpecimen","Plantae","Angiosperma",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","J. Cordeiro; E. Barboza","A.R. Silva; E.L. Siqueira","506","2007","10","11","América do Sul","Brasil","Minas Gerais","Boa Esperança","Fazenda Campo Alegre, Estrada Boa Esperança/Coqueiral, Km 9","-45.488972","-21.077972","842","842",NA,"Árvore com frutos imaturos verdes.","CESJ064298",NA,NA,NA,NA,"2008",NA,"-45.488972","-21.077972",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:39:54-03","UFJF","CESJ","55753","PreservedSpecimen","Plantae","Angiosperma",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.",NA,"PPFES; I. Schiavini; S.F. Lopes; A.P. Oliveira; V.S. do Vale; O.C.Dias Neto; A.E.Gusso","268","2007","09",NA,"América do Sul","Brasil","Minas Gerais","Uberlândia","Fazenda Sucupira-Caçú, Coordenadas: 19°40'35S e 48°02'10W.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Floresta Estacional Simidecidual. Árvore ca. 5m de altura e 17cm de circunferência. Indivíduo nº83","CESJ055753",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:35:49-03","UNICAMP","UEC","071416","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Durigan, G","30656","1992","09","29",NA,"Brazil","Amazonas","Tarumã","Fazenda São Luis",NA,NA,NA,NA,NA,"Arvore sub-bosque, ramos decumbentes.; mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:20:39-03","UNICAMP","UEC","151475","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Costa, ACM","Costa, ACM","50","2008","10","28",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore, frutos imaturos verdes com tricomas brancos, tronco com odor adocicado. Borda da trilha.",NA,NA,NA,NA,NA,"2009","12","-46.931944","-22.956667",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:20:39-03","UNICAMP","UEC","151501","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Costa, ACM","Costa, ACM","76","2009","11","02",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore ca 10m, frutos marrons. Borda da trilha.",NA,NA,NA,NA,NA,"2009","12","-46.931944","-22.956667",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:20:39-03","UNICAMP","UEC","151605","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Costa, ACM","Costa, ACM","181","2009","08","02",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore ca 1,5m, botões florais brancos com tricomas. Borda da trilha.",NA,NA,NA,NA,NA,"2009","12","-46.931944","-22.956667",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:20:39-03","UNICAMP","UEC","151626","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Costa, ACM","Costa, ACM","202","2009","08","30",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore ca 3m, botões florais verdes. Borda da trilha.",NA,NA,NA,NA,NA,"2009","12","-46.931944","-22.956667",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:35:49-03","UNICAMP","UEC","47284","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Gentry, AH; Silva, A","58721","1998","09","27",NA,"Brazil","São Paulo","Campinas","Santa Genebra Forest Reserve","-46.083333","-22.866667",NA,NA,NA,"Tree 16 cm dbh. buds cream.; Barão Geraldo near Campinas. Distubes semiceciduous forest. Transect 3",NA,NA,NA,NA,NA,"1998",NA,"-46.083333","-22.866667",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:35:49-03","UNICAMP","UEC","172600","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Garcia, LC","Garcia, LC","389","2008","11","15",NA,"Brazil","São Paulo","Cosmópolis","Usina Ester, mata ciliar em processo de restauração desde 1955, Mata Atlântica, Floresta Estacional Semidecídua.","-47.348864","-23.121553","652","652",NA,"Arbusto de 2m, botões e flores esverdeadas.","UEC016670","UEC016670",NA,NA,NA,NA,NA,"-47.348864","-23.121553",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:35:49-03","UNICAMP","UEC","177944","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Santos, K","Santos, K; Belinello, R","2561","2000","07","01",NA,"Brazil","São Paulo","Atibaia","Mata da Fazenda Malabar, mata da torre (fragmento P4),área total: 12,5ha;","-46.883333","-22.916667","808","808",NA,"Árvore Perenifolia, zoocórica, altura total: 7m; altura do fuste: 3m; PAP: 31cm; Floresta estacional semidecidual","UEC002839","UEC002839",NA,NA,NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:35:49-03","UNICAMP","UEC","53164","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Lirio, EJ","Silva, AF; Martins, FR","1219","1985","09","10",NA,"Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,NA,NA,"Árvore masculina com cerca de 4m altura botões verde-cinário.","UEC128164",NA,NA,NA,NA,"2016",NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:35:49-03","UNICAMP","UEC","62380","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Bernacci, LC","24494","1989","08","16",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente, mata.",NA,NA,NA,NA,NA,"Árvore ca. 8,0m de alt.; fruto com cálice persistente, cinza e carpídeos avermelhados. Interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:35:49-03","UNICAMP","UEC","62381","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Santos, K; Bernacci, LC","24493","1989","10","25",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente",NA,NA,NA,NA,NA,"Árvore ca 120m alt., flroes esverdeadas (externamente) e pretas (internamente). Interior da mata.; mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:35:49-03","UNICAMP","UEC","63990","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Weyland Vieira, MC","1309","1987","10","19",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore com flores esverdeadas. Mato Olaria.",NA,NA,NA,NA,NA,"2010","06",NA,NA,"06",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:35:49-03","UNICAMP","UEC","77276","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Toledo, DV; Bertoni, JEA","25962","1990","04","23",NA,"Brazil","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata","-47.333333","-21.866667",NA,NA,NA,"Árvore 6-8m , interior da mata, ramo com frutos femininos.",NA,NA,NA,NA,NA,NA,NA,"-47.333333","-21.866667",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:35:49-03","UNICAMP","UEC","75912","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Mamede, MCH; Mello-Silva, R; Cordeiro, I; Mello, MMRF; Barros, F","584","1994","08","06",NA,"Brazil","São Paulo","Iperó","Fazenda Ipanema","-47.683333","-23.383333",NA,NA,NA,"Arbusto escandente.; FLONA IPANEMA. mata mesófila.",NA,NA,NA,NA,NA,"2000",NA,"-47.683333","-23.383333",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:35:49-03","UNICAMP","UEC","96253","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Lirio, EJ","Penha, AS; Hayashi, AH","3","1996","03",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Instituto agronômico.","-47.083333","-22.9",NA,NA,NA,"Indivíduo que apresenta raízes gamíferas, tronco principal vivo.","UEC128160",NA,NA,NA,NA,"2016",NA,"-47.083333","-22.9",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:35:49-03","UNICAMP","UEC","90911","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Souza, SB","1187","1994","08","21",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore. Material estéril. Jauá come fruto e folha. Na trilha 3-13 nº51",NA,NA,NA,"16667","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:35:49-03","UNICAMP","UEC","90158","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Souza, SB","985","1994","01","10",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore, Fruto, trilha 1 X trilha 2. Jauá cone (e folhas)",NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:35:49-03","UNICAMP","UEC","90156","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Souza, SB","397","1993","10","18",NA,"Brazil","Minas Gerais","Monte Belo","Mata da Olaria - Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore, flor.",NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:35:49-03","UNICAMP","UEC","90157","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Souza, SB","398","1993","10","18",NA,"Brazil","Minas Gerais","Monte Belo","Mata da Olaria - Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,"árvore, flor",NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:35:49-03","UNICAMP","UEC","40829","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Tamashiro, JY; Martins, FR; Martins, EF","17733","1985","08","24",NA,"Brazil","Minas Gerais","Monte Belo","Mata Mundo Novo","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Arvoreta de 6m. Carpideos vinosos.",NA,NA,NA,"16667","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:35:49-03","UNICAMP","UEC","40830","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, AL","Tamashiro, JY; Martins, FR; Martins, EF","17734","1985","08","24",NA,"Brazil","Minas Gerais","Monte Belo","Mata Mundo Novo","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore de 20m, botões.",NA,NA,NA,"16667","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:20:39-03","UNICAMP","UEC","67962","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Tamashiro, JY; Rodrigues, RR; Koch, I; Cavassan, O; Galvão, JC; Belinello, R","133","1994","05","25",NA,"Brazil","São Paulo","Agudos","Riacho de captação de água da Brahma","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,NA,NA,NA,"52219","auto","2010","06",NA,NA,"06",NA,NA,NA,NA,NA,NA
"91","2019-08-20 10:20:39-03","UNICAMP","UEC","20393","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Tamashiro, JY; Rodrigues, RR; Koch, I; Cavassan, O; Galvão, JC; Belinello, R","133","1994","05","25",NA,"Brazil","São Paulo","Agudos","Riacho de captação de água da Brahma","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,NA,NA,NA,"52219","auto","2010","06",NA,NA,"06",NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:35:49-03","UNICAMP","UEC","113149","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Pinheiro, MHO; Pinheiro, GHO","413","1997","08","26",NA,"Brazil","São Paulo","Bauru","Jardim Botânico de Bauru, Mata mesófila.","-49.060001373291","-22.3099994659424",NA,NA,NA,"6m alt.; frutos maduros.",NA,NA,NA,"29186","auto","1998","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:35:49-03","UNICAMP","UEC","113142","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Pinheiro, MHO; Pinheiro, GHO","511","1997","10","13",NA,"Brazil","São Paulo","Bauru","Jardim Botânico Municipal, mata mesófila semidecídua.","-49.060001373291","-22.3099994659424",NA,NA,NA,"Árvore de 6m de alt.; inflorescências amareladas.",NA,NA,NA,"29186","auto","1998","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:35:49-03","UNICAMP","UEC","29459","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Cavassan, O","110","1980","10","06",NA,"Brazil","São Paulo","Bauru","Reserva Florestal de Bauru, Floresta mesófila semi-decídua.","-49.060001373291","-22.3099994659424",NA,NA,NA,"Arvoreta de 6m, flores ferrugíneas.",NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:35:49-03","UNICAMP","UEC","82493","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Bernacci, LC; Metezger, JP; Goldenberg, R","34928","1993","04","29",NA,"Brazil","São Paulo","Brotas","Fazenda Periceli, Floresta ripária, margem do rio Jacaré.","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Árvore, material estéril.",NA,NA,NA,"26585","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:35:49-03","UNICAMP","UEC","49884","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Bernacci, LC","87","1985","10","12",NA,"Brazil","São Paulo","Cajuru","Fazenda Santa Carlota.","-47.2999992370605","-21.2700004577637",NA,NA,NA,"Árvore ca 12m alt; flores ocráceas exteriormente e negro-azulada internamente.",NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:35:49-03","UNICAMP","UEC","11403","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Mathes, LAF; et al.","s.n.","1976","05","18",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore; 4 a 5 metros; frutos negros. Planta feminina.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:20:39-03","UNICAMP","UEC","070853","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Santin, DA","Santin, DA; Bertani, DF; Cielo-Filho, R","33582","1995","03","23",NA,"Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:35:49-03","UNICAMP","UEC","177919","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Santos, K","Santos, K; Belinello, R","3790","2001","01","16",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (fragmento G1); área total: 41,8ha. 739msm, 22. 47S 46.56W.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore oerenifólia, zoocórica, altura total: 4m; altura do fuste: 2,5m; PAP: 23cm.; Floresta Estacional Semidecidual.","UEC023523","UEC023523",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-08-20 10:20:39-03","UNICAMP","UEC","070977","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","1047","1995","05","09",NA,"Brazil","São Paulo","Itapira","estrada de terra de Ataliba para Eleutério.","-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,NA,NA,NA,"19933","auto","2010","06",NA,NA,"06",NA,NA,NA,NA,NA,NA
"101","2019-08-20 10:20:39-03","UNICAMP","UEC","91054","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Santin, DA","Leitão Filho, HF; Rodrigues, RR; Santin, DA","30922","1993","10","12",NA,"Brazil","São Paulo","Mogi Guaçu","Beira do rio peixe.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:35:49-03","UNICAMP","UEC","74430","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto","Bernacci, LC; Andrade, PRP; Belinello, R; Camargo, O","1244","1995","03","15",NA,"Brazil","São Paulo","Monte Alegre do Sul","Estação experimental do IAC. Região montanhosa, mata.","-46.6800003051758","-22.6800003051758",NA,NA,NA,"Árvore ca. 12m alt., frutos imaturos, caule liso.",NA,NA,NA,"11114","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
