"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"593","2011-02-24 12:06:00-03","MO","MOBOT","2803951","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Nélida Soria","1995","1",NA,"Paraguay","Amambay",NA,"Parque Nacional Cerra Cora, Parcela lado B, cerca del Cerro Muralla, en el bosque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 6969",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA
"594","2015-12-14 21:23:00-02","MO","MOBOT","2803992","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A. Schinini","Belén Jiménez","1996","10","23","Paraguay","Canindeyú",NA,"Sendero principal (KM2.5) 19600/30200, Bosque alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiménez 1682",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"595","2009-08-25 17:37:00-03","MO","MOBOT","2804245","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","R. Spichiger","Luciano Bernardi","1978","11","14","Paraguay","Itapúa",NA,"In relictis silvanis inter Colonia Itapua poty et Catupyry.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18587",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"596","2008-05-27 22:02:00-03","MO","MOBOT","2805070","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Marín, José Manuel","1997","10","4","Paraguay","Canindeyú",NA,"Camino Jejui-mi-Lagunita. Bosque alto. Borde de camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marín 648",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"597","2008-05-27 22:02:00-03","MO","MOBOT","2818259","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","P. Dusén","Per Dusén","1916","2","28","Brazil","Santa Catarina",NA,"Rio Capinzal (statis viae ferreae), in silva primaeva.",NA,NA,NA,NA,"540.00000000",NA,NA,NA,NA,"Dusén 17874",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-06-09 11:07:00-03","MO","MOBOT","3152748","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","G. Hatschbach","José de Saldanha","1991",NA,NA,"Brazil","Paraná",NA,"Mangueririnha, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saldanha da Gama 2003",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA
"599","2008-05-27 22:02:00-03","MO","MOBOT","3393111","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"José E. Montes","1945","7","22","Paraguay",NA,NA,"Obraje de Pto-Cantera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montes 7227",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"600","2008-05-27 22:02:00-03","MO","MOBOT","3395152","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"TRESSENS","1982","3","11","Argentina","Corrientes","Alvear","Ruta 40 y Bañado Cuay Chico. En isleta de selva. Arbol d 10-15 m alt; tronco 41 c, diá,/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRESSENS 1994",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"601","2008-05-27 22:02:00-03","MO","MOBOT","3395208","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Sara G. Tressens","1984","12","11","Argentina","Corrientes","Ituzaingó","17 Km NW de San Carlos, Ea. Rincón Chico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 2757",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"602","2015-03-19 22:07:00-03","MO","MOBOT","3407468","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","E. A. Rodrigues 9-II-","E.A. Rodrigues","1994",NA,NA,"Brazil","São Paulo",NA,"Jabotiocabal, Fazenda Santa Izabel margen esquerda do Rio Mogi Guacu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodrigues 254",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"603","2008-05-27 22:02:00-03","MO","MOBOT","3407695","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Nélida Soria","1997",NA,NA,"Paraguay","Amambay",NA,"Colonia Itaguasum Cerro Sarambi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 7765",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"604","2009-11-10 18:23:00-02","MO","MOBOT","3418769","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Oswaldo Handro","1940","11","20","Brazil",NA,NA,"Cultivato no Jardim Botanico de Sao Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Handro 44819",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"605","2015-08-13 05:50:00-03","MO","MOBOT","2803287","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Jose Rubens Pirani","R.M. Harley","1988","12","12","Brazil","Bahia",NA,"Mun.: Livramento do Brumado. 3-5km da cidade na estrada para Rio de Contas. Caatinga entre pedras.","-41.83333","-13.63333",NA,NA,"580.00000000","600.00000000",NA,NA,NA,"Harley 27142",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","16045","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","G. Hatschbach","G. Hatschbach",NA,NA,NA,"Brasil","Paraná","Dr. Ulysses","Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"Árvore 12 m, floresta atlântica;",NA,NA,NA,NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"607","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","33583","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Almeida Neto, A. & Ranga, N. T.","2009","11","25","Brasil","São Paulo","Taquaritinga (P8)","Fazenda Santa Lúcia","-48.68722222","-21.40222222","-48.68722222","-21.40222222",NA,NA,"Árvore, P-A 6, I-31. Biota",NA,NA,"287.0",NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"608","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","21597","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"E.H. de Camargo",NA,NA,NA,"Brasil","Paraná","Rolândia","Fazenda Nova Bressem","-51.3692016601562","-23.309700012207",NA,NA,NA,NA,"Árvore 12 m, fruto imaturo verdes, beira da mata;",NA,NA,NA,NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,"19311","auto","Magnoliopsida",NA,NA,NA,NA
"609","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","30383","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"A.A. Rezende & N.T. Ranga","2011","01","06","Brasil","São Paulo","Sabino","fazenda santo antonio","-49.5699996948242","-21.4599990844727",NA,NA,NA,NA,"Árvore, 4m, fruto imaturo verde.",NA,NA,"866.0",NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,"18841","auto","Magnoliopsida",NA,NA,NA,NA
"610","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","16037","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","G. Hatschbach","S.M. Silva",NA,NA,NA,"Brasil","Paraná","Londrina","rio tibagi, fazenda são josé","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 5 m, fruto esverdeado;",NA,NA,NA,NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,"63728","auto","Magnoliopsida",NA,NA,NA,NA
"611","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","21760","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"C. Medri",NA,NA,NA,"Brasil","Paraná","Sapopema","salto das orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Árvore 10 m, frutos imaturos verdes e alados e maduros secos;",NA,NA,NA,NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,"21990","auto","Magnoliopsida",NA,NA,NA,NA
"612","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","18450","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","L.H. Soares-Silva","F. Chagas e Silva",NA,NA,NA,"Brasil","Paraná","Tibagi","Salto de Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Árvore 15 m, botão floral verde, flores amarelas;",NA,NA,NA,NA,NA,NA,"Tracheophyta","Sapindales",NA,"América do Sul",NA,"56988","auto","Magnoliopsida",NA,NA,NA,NA
"613","2019-03-29 10:41:39-03","UFSM","HDCF","3259","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Gartland, H. M.","Gartland, H. M.","1986","04","22","Argentina",NA,"Província de Misiones","Uruguai-I",NA,NA,NA,NA,NA,NA,"Árvore com cerca de 25 m de altura e 70 cm de DAP",NA,NA,NA,"1986","04","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2016-09-05 16:03:27-03","UFSM","HDCF","3729","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Longhi, S. J.","Longhi, S. J.","1988","07","22","Brasil","Rio Grande do Sul","Nova Palma","Arroio da Sétima","-53.4688987731934","-29.471700668335",NA,NA,NA,NA,"Frutos coletados",NA,NA,"1087","1988","07","22",NA,NA,NA,"América",NA,"23222","auto",NA,NA,NA,NA,NA
"615","2019-03-29 10:41:39-03","UFSM","HDCF","258","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Alvarez Filho, A.","Alvarez Filho, A.; et al.","1981","04","09","Brasil","Rio Grande do Sul","Arroio do Tigre","Itaúba Velha","-53.0932998657227","-29.332799911499",NA,NA,NA,NA,"Árvore com 5m de altura. Pouco frequente no local. SMDB 2009",NA,NA,NA,"1981","04","09",NA,NA,NA,"América",NA,"23386","auto",NA,NA,NA,NA,NA
"616","2019-06-12 09:07:06-03","UFSM","HDCF","6377","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Figueira, M","Figueira, M; Schindler, B; Kettenhuber, P L W; Costa, M P; Diefenthäeler, J R","2012","10","26","Brasil","Rio Grande do Sul","Silveira Martins","estrada dos Imigrantes","-53.549722","-29.600278","-53.549722","-29.600278","439","439","Árvore, rara, beira de estrada, aprox. 10 m de alt., copa irregular, casca externa acizentada, lisa, inflorescências ainda jovens; Floresta Estacional Subtropical do Domínio Atlântico, relevo forte-ondulado",NA,NA,"108","2012","10","26",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"617","2019-03-29 10:41:39-03","UFSM","HDCF","299","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Alvarez Filho, A.","Alvarez Filho, A.; et al.","1981","03","10","Brasil","Rio Grande do Sul","Agudo","Nova Boêmia","-53.2400016784668","-29.645299911499",NA,NA,NA,NA,"Árvore em regeneração natural em capoeira. SMDB 1958",NA,NA,NA,"1981","03","10",NA,NA,NA,"América",NA,"22416","auto",NA,NA,NA,NA,NA
"618","2019-03-29 10:41:39-03","UFSM","HDCF","934","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Longhi, S. J.","Oliveira, O. S.; Brena, D. A.","1982","02","04","Brasil","Rio Grande do Sul","Maximiliano de Almeida","Barra do ligeirinho","-51.8032989501953","-27.6322002410889",NA,NA,NA,NA,"Inventário de nativas (am. 20)",NA,NA,NA,"1982","05","10",NA,NA,NA,"América",NA,"13380","auto",NA,NA,NA,NA,NA
"619","2018-12-03 15:35:29-02","UNIOESTE","UNOP","7854","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Toderke, M.L.","Toderke, M.L.; Lautert, M.; Buturi, C.V.; Escher, A.R.; Temponi, L.G.; Lautert, M.; Buturi, C.V.; Escher, A.R.; Temponi, L.G.","2013","02","13","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha Poço Preto.","-54.446083","-25.62175","-54.446083","-25.62175",NA,NA,"Árborea, cerca de 6 m. Folha membranácea, verde discolor. Frutos imaturos verdes.",NA,NA,"19","2013","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2018-09-12 14:48:34-03","UNIOESTE","UNOP","2315","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Franco, G.A.D.C.","Periotto, F.; Cielo-Filho, R.; Cielo-Filho, R.","2014","11","20","Brasil","Paraná","Matelândia","Sítio do Sr. Raimundo Rissardi","-53.957222","-25.296111","-53.957222","-25.296111","345","345","Árvore, 17 m, flor creme.",NA,NA,"80","2014","12","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2018-09-12 14:48:34-03","UNIOESTE","UNOP","3593","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Felitto, G.","Felitto, G.; Roher, D.; Gomes, J.A.; Nascimento, J.C.; Roher, D.; Gomes, J.A.; Nascimento, J.C.","2015","09","17","Brasil","Paraná","Palmital","PCH Cantu 2, área de supressão do futuro reservatório","-52.440556","-24.747222","-52.440556","-24.747222","410","410","Árvore, 13m, flores alvas-creme. Floresta Estacional Semidecidual.",NA,NA,"978","2015","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2018-09-12 14:48:34-03","UNIOESTE","UNOP","927","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cielo-Filho, R.","Cielo-Filho, R.; Câmara, C.D.; Câmara, C.D.","2014","06","18","Brasil","Paraná","Medianeira","Parque Indepêndencia, Mata da UTFPR","-55.075","-25.308333","-55.075","-25.308333","497","497","Árvore, 8 m, fruto imaturo verde e maduro pardo.",NA,NA,"1463","2014","07","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-02-21 10:41:47-03","UNIOESTE","UNOP","10593","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Conceição, L.H.S.M.; Garcia, A.P.","Garcia, A.P.; Conceição, L.H.S.M.; Wink, J.G.; Mattos, T.C.C.; Conceição, L.H.S.M.; Wink, J.G.; Mattos, T.C.C.","2020","01","25","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Rodovia das Cataratas, Borda do Parque","-54.438222","-25.680917","-54.438222","-25.680917","224","224","Ramo caído/árvore caída, árvore cerca de 16m, folha membranácea discolor, fruto imaturo verde.",NA,NA,"20","2020","01","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2018-09-12 14:48:34-03","UNIOESTE","UNOP","825","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Franco, G.A.D.C.","Cielo-Filho, R.; Periotto, F.; Periotto, F.","2013","12","17","Brasil","Paraná","Medianeira","Sítio do Sr. Angelo Baratto, Quintal da casa do Sr. Angelo","-54.361111","-25.288889","-54.361111","-25.288889","450","450","Árvore, 18 m, flor branca, fruto jovem.",NA,NA,"1253","2014","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2018-09-12 14:48:34-03","UNIOESTE","UNOP","9323","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rocha Filho, J.A.","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","2018","01","24","Brasil","Paraná","Realeza","Futura área de APP da UHE Baixo Iguaçu, estrada para o Ponto de Areia.","-53.513194","-25.548944","-53.513194","-25.548944","275","275","Árvore 12 m de altura. Folhas discolores, cartáceas, com pontuações translúcidas. Flores brancas. Frutos secos, indeiscentes, alados, imaturos, verdes.",NA,NA,"577","2018","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2016-04-04 17:00:35-03","UNIOESTE","UNOP","5078","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Barbosa, E.; Silva, J.M.; Silva, J.M.","2006","06","11","Brasil","Mato Grosso do Sul","Antônio João","Fazenda Cervo","-55.9474983215332","-22.1910991668701",NA,NA,NA,NA,"Árvore, 15m, fruto imaturo. Floresta.",NA,NA,"1450","2006",NA,NA,NA,NA,NA,NA,NA,"38814","auto",NA,NA,NA,NA,NA
"627","2016-04-04 17:00:35-03","UNIOESTE","UNOP","1507","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Borges, J.P.","Santana, C.","2014","03","29","Brasil","Paraná","Cascavel","COODETEC. Rodovia Br 467, Km 98, Zona Rural.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,NA,"1","2014","04","02",NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA
"628","2016-04-04 17:00:35-03","UNIOESTE","UNOP","5547","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cordeiro, J.; Barbosa, E.","Temponi, L.G.; Cordeiro, J Silva; J.M.; Cordeiro, J Silva; J.M.","2009","10","12","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. BR-469, no interior do parque.","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"Árvore, 8m, frutos maduros, beira da rodovia. Floresta estacional semidecídual.",NA,NA,"682","2010",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"629","2020-08-31 09:09:48-03","INPA","INPA","225007","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cervigne, NS","Marestoni, TM","2007","02","13","Brasil","Paraná","Ibiporã","Fazenda Doralice. Borda da mata.","-51.05","-23.266667","-51.05","-23.266667",NA,NA,NA,"INPA0225007","INPA0225007 INPA0225007_e","146","2007","03","23","Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-08-31 09:09:48-03","INPA","INPA","114362","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Tressens, SG","1982","03","11","Argentina","Corrientes",NA,"Ruta 40 y Bañado Cuay Chico.",NA,NA,NA,NA,NA,NA,NA,"INPA0114362","INPA0114362 INPA0114362_e","1994",NA,NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-08-31 09:09:48-03","INPA","INPA","195546","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, GG","Hatschbach, GG","1997","05","16","Brasil","Paraná","Dr. Ulysses","Rod. Cerro Azul-Dr. Ulysses, Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,"INPA0195546","INPA0195546 INPA0195546_e","66538","1997",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"632","2020-08-31 09:09:48-03","INPA","INPA","105911","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, GG","Hatschbach, GG","1979","11","23","Brasil","Paraná","Cerro Azul","Cab. Rib. do Tigre.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"INPA0105911","INPA0105911 INPA0105911_e","42586","1980",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"633","2020-08-31 09:09:48-03","INPA","INPA","281973","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Siqueira, GS","Siqueira, GS","2014","03","17","Brasil","Minas Gerais","Conselheiro Pena","Fazenda Melancia","-41.4721984863281","-19.1721992492676",NA,NA,NA,NA,NA,"INPA0281973",NA,"953","2014","03","17","Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,"46509","auto",NA,NA,NA,NA,NA
"634","2020-08-31 09:09:48-03","INPA","INPA","88303","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, LB","Hatschbach, GG","1972","12","12","Brasil","Paraná","Lapa","Johanisdorf.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"INPA0088303","INPA0088303 INPA0088303_e","30958","1974",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA
"635","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","40947",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","F. Z. Saiter","F. Z. Saiter","2010","05","31","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Serra do São Brás","-40.697139","-19.815556","40W41'49,7","19S48'56","300","300","Árvore de 15 metros de altura. Frutos secos. Pau-marfim.","MBML040947",NA,"367","2010","05","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","52941",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","L. Kollmann/2018","L. Kollmann; R. Cipriano","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena",NA,"-41.442442","-19.169028","41W26'32,79","19S10'8,5",NA,NA,"Arvoreto 7m, frutos verdes","MBML052941",NA,"13486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","12487",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","J.R.Pirani/Jan.2002","V. Demuner; et al","2000","04","27","Brasil","Espírito Santo","Santa Teresa","Estrada de Santo Antônio a Santa Bárbara","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreta 9m, frutos de cor verde claro. Beira de rio e pastagem.","MBML012487",NA,"927",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"638","2020-07-24 17:21:15-03","MBML","MBML-HERBARIO","22276",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"O. Handro","1943","05","28","Brasil","São Paulo","São Paulo","Cultivado no Jardim Botânico de SP","-46.623611","-23.641111","46W37'25","23S38'28",NA,NA,"Nome vulgar: Pau-marfim.","MBML022276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","40812",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A.P. Fontana","L. Kollmann","2008","06","24","Brasil","Espírito Santo","Alegre","São João do Norte, base da Pedra Severina","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"Arvoreto 6m no sol. Frutos secos.","MBML040812",NA,"11059","2009","02","04",NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA
"640","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","40811",NA,"Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A.P. Fontana","D.R. Couto; V. Manhães; A.P. Fontana; L.J.C. Kollmann & V. Rocha Leite","2008","06","25","Brasil","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Geração, Cruzeiro, Parcela 1","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"Árvore, 7 metros, frutos verdes. Fragmentos próximo ao centro espírita, parcela 1, lagoa de geração.","MBML040811",NA,"583","2009","04","02",NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA
"641","2021-01-09 21:48:50-03","UNICENTRO","HUCO","1385","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Blum, C.T.","Blum, C.T.; Costa, J.M.; Lantas, R.; Costa, J.M.; Lantas, R.","2002","11","19","Brasil","Paraná","Candói","Eixo de UH Santa Clara","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"Altitude 750 metros; Arbóreo, 12 metros, flor acizentada; Floresta de Encosta; HABITAT: Floresta de Encosta; DESC: Arbóreo, 12 metros, flor acizentada","HUCO001385",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA
"642","2021-01-09 21:48:50-03","UNICENTRO","HUCO","2682","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Scavinski, V.","2009","06","19","Brasil","Paraná","Fernandes Pinheiro",NA,"-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Com flor; DESC: Com flor","HUCO002682",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA
