"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","class","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2019-11-25 16:51:33-03","UFBA","ALCB","97853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Guedes, ML","Guedes, ML; Silva, LB da; Oliveira, MAJ de; Melo, IV de; Silva, MCR","17831","2010","10","25","Southern America","Brasil","Bahia","Santa Teresinha","Recôncavo Sul, Serra da Jibóia","-39.475556","-12.853611",NA,"procumbente. Folhas rígidas, discolores. Frutos axilares.",NA,NA,"2010","10","-39.475556","-12.853611",NA,"822","822",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:23:46-03","UFBA","ALCB","99552","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Santos, WTCC","Guedes, ML; Costa, MA; Alunos do PARFOR","18198","2011","06","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas, Praia do Flamengo","-38.5","-12.966667",NA,"prostrado. Folhas discolores, margem revoluta. Inflorescência axilares, flores alvas.",NA,NA,"2018","10","-38.5","-12.966667","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:23:46-03","UFBA","ALCB","19989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Guedes, ML","1241","1987","06","14","Southern America","Brasil","Bahia","Camaçari","Lauro de Freitas, Praia de Ipitanga","-38.3241996765137","-12.6975002288818",NA,"prostrado. Folhas suculentas. Flores alvas, singelas.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA
"14","2020-08-11 00:16:29-03","UFBA","ALCB","04755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Costa, AL; Souza, Padre JP de","s/n","1974","10","20","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, entre o aeroporto e Stella Maris","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"15","2019-10-09 11:23:46-03","UFBA","ALCB","09141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Costa, AL","s/n","1968","09","22","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Abaeté","-38.35","-12.933333",NA,"folhas carnosas. Flores alvas.",NA,NA,"2007",NA,"-38.35","-12.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:23:46-03","UFBA","ALCB","126295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Santos, WTCC","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25106","2016","09","23","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS.","-38.318333","-12.92",NA,"Folhas rígidas. Flores alvas.","ALCB027366","ALCB027366","2018","10","-38.318333","-12.92","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:23:46-03","UFBA","ALCB","15254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Guedes, ML; Alunos de Botânica III","s/n","1985","10","13","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, alamedas da praia de Itapuã","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"18","2019-10-09 11:23:46-03","UFBA","ALCB","15411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Gusmão, EF de","271","1976","01","04","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, dunas de Itapuã, entre aeroporto e Stella Maris.","-38.510799407959","-12.9710998535156",NA,"até 40 cm alt. Flores alvas, ramos difusos.; em lugar aberto, sem vegetação, completamente exposta ao sol.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"19","2019-10-09 11:23:46-03","UFBA","ALCB","21412","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Gusmão, EF de","271","1975","01","04","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, dunas de Itapuã, entre aeroporto e Stella Maris.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"20","2019-10-09 11:23:46-03","UFBA","ALCB","22987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Costa, AL","s/n","1961","05","15","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã","-38.510799407959","-12.9710998535156",NA,"folhas carnosas. Flores alvas.",NA,NA,"1998","02",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"21","2019-10-09 11:23:46-03","UFBA","ALCB","08453","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Guedes, ML","228","1981","05","24","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã","-38.510799407959","-12.9710998535156",NA,"ca. 0, 20 cm de comp. Inflorescências terminais alvas.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"22","2019-10-09 11:23:46-03","UFBA","ALCB","29085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","Souza, EB de","Guedes, ML; Alunos de Botânica III","3986","1996","09","01","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Praia do Flamengo","-38.510799407959","-12.9710998535156",NA,"ca. 20 cm. Folhas crassas. Flores alvas. Ocasional.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"23","2020-12-21 16:43:32-03","MBM","MBM","84965","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.","Kirkbride, J.H.","Hatschbach, G.; et al.; et al.","47047",NA,NA,NA,"Southern America","Brazil","Bahia","Nova Viçosa","Nova Viçosa, arredores","-39.371898651123","-17.8918991088867",NA,NA,"MBM084965","MBM084965",NA,NA,NA,NA,NA,NA,NA,"70538","auto",NA,NA,NA,NA,NA
"24","2014-05-23 09:49:00-03","MO","MOBOT","100709315","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.","S.V. Sobrado & R.M. Salas","Brian M. Boom|Scott A. Mori|A.M. de Carvalho","Boom 904","1981","5","23","South America","Brazil","Bahia","Salvador","Bairro of Itapuão, vicinity of airport, Dois de Julho. Elev. near sea level.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto","1",NA,NA,NA,NA
"25","2014-05-23 09:53:00-03","MO","MOBOT","100709316","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.","S.V. Sobrado & R.M. Salas","Brian M. Boom|Scott A. Mori|A.M. de Carvalho","Boom 900","1981","5","23","South America","Brazil","Bahia","Salvador","Bairro of Itapuão, vicinity of airport, Dois de Julho. Elev. near sea level.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto","1",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3502713","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.",NA,"A. M. Amorim, S. C. Sant' Ana, I. C. Nascimento, J. G. Járdim & et al.","707","1992","8","26","South America - Neotropics","Brazil","Bahia",NA,"Região Cacaueira da Bahia. Itacaré Estrada que liga Serra Grande, Ramal 13 que leva ao Campinho Cheiroso. Coletas entre o Km 15 a 16 partir do Distrito de Serra Grande. Campos de Restinga",NA,NA,NA,NA,"US02555030","US02555030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"27","2019-10-07 09:14:35-03","UEFS","HUEFS","160202","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","E.B.Souza","Carvalho-Sobrinho, J.G.de","2825","2010","03","17",NA,"Brasil","Bahia","Entre Rios","Fazenda Crumaí.","-37.855","-12.243611",NA,"Restinga, na beira da estrada (Linha Verde).","HUEFS0160202","HUEFS0160202","2012","06","37W51'18''","12S14'37''",NA,"50","50",NA,NA,NA,"Asteranae",NA,NA,NA
"28","2019-10-07 09:14:35-03","UEFS","HUEFS","160204","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Carvalho-Sobrinho, J.G.de","2827","2010","03","17",NA,"Brasil","Bahia","Entre Rios","Fazenda Crumaí.","-37.855","-12.243611",NA,"Restinga, na beira da estrada (Linha Verde).","HUEFS0160204","HUEFS0160204",NA,NA,"37W51'18''","12S14'37''",NA,"50","50",NA,NA,NA,"Asteranae",NA,NA,NA
"29","2019-10-07 09:14:35-03","UEFS","HUEFS","180604","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Matos, E.N.de","339","2011","07","31",NA,"Brasil","Bahia","Entre Rios","Areal de Subauma.","-49.779167","-12.238056",NA,"Campestre e moitas","HUEFS0180604","HUEFS0180604",NA,NA,"49W46'45''","12S14'17''",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"30","2019-10-07 09:14:35-03","UEFS","HUEFS","9999","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.","D.Zappi","Queiroz, L.P.de","2506","1991","10","30",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã, proximo ao condominio Alameda da praia, arredores da lagoa do Urubu","-38.35","-12.933333",NA,"Vegatação com mitas arbustivas sobre dunas arenosas","HUEFS0009999","HUEFS0009999","1999","08","38W21'","12S56'",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"31","2019-10-07 09:14:35-03","UEFS","HUEFS","42208","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Moricand","1867",NA,NA,NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"HUEFS0042208",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"Asteranae","Isótipo",NA,NA
"32","2019-10-07 09:14:35-03","UEFS","HUEFS","96741","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Souza, E.B.","1335","2005","06","05",NA,"Brasil","Bahia","Camaçari","BA - 099 ( Estrada do Côco) entre Anempepe e Barra do Jacuípe, ca. 1,0 Km da ponte.","-38.3241996765137","-12.6975002288818",NA,"Área de restinga com Cereus pernembucensis. Solo areia quartzosa.","HUEFS0096741","HUEFS0096741",NA,NA,NA,NA,NA,NA,NA,"37124","auto",NA,"Asteranae",NA,NA,NA
"33","2019-10-07 09:14:35-03","UEFS","HUEFS","96743","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Souza, E.B.","1337","2005","06","05",NA,"Brasil","Bahia","Camaçari","BA - 099 ( Estrada do Côco) entre Anempepe e Barra do Jacuípe, ca. 1,0 Km da ponte.","-38.3241996765137","-12.6975002288818",NA,"Área de restinga com Cereus pernembucensis. Solo areia quartzosa.","HUEFS0096743","HUEFS0096743",NA,NA,NA,NA,NA,NA,NA,"37124","auto",NA,"Asteranae",NA,NA,NA
"34","2019-10-07 09:14:35-03","UEFS","HUEFS","96744","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Souza, E.B.","1338","2005","06","05",NA,"Brasil","Bahia","Camaçari","BA - 099 ( Estrada do Côco) entre Anempepe e Barra do Jacuípe, ca. 1,0 Km da ponte.","-38.3241996765137","-12.6975002288818",NA,"Área de restinga com Cereus pernembucensis. Solo areia quartzosa.","HUEFS0096744","HUEFS0096744",NA,NA,NA,NA,NA,NA,NA,"37124","auto",NA,"Asteranae",NA,NA,NA
"35","2019-09-04 18:19:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,NA,"J. S. Blanchet","1867",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"36","2019-01-23 11:14:51-02","F","FMNH-SEEDPLANTS","V0069773F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,NA,"J. S. Blanchet","1867",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0069773F","V0069773F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"37","2019-01-23 11:14:51-02","F","FMNH-SEEDPLANTS","V0069774F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,NA,"J. S. Blanchet","1867",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0069774F","V0069774F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"38","2019-01-23 11:14:51-02","F","FMNH-SEEDPLANTS","V0069775F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,NA,"J. S. Blanchet","1867",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0069775F","V0069775F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"39","2020-07-23 12:20:44-03","CEPLAC","CEPEC","101498","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,"L. A. Sousa","M. L. Guedes","10225","2003","04","12",NA,"Brasil","Bahia","CAIRÚ","Litoral Sul. Cairú, Garapuá, caminho para a Mata do Abreu.","-39.033333","-13.483333",NA,NA,NA,NA,NA,NA,"39W2'","13S29'",NA,NA,NA,NA,NA,NA,NA,NA,"10/10/2012",NA
"40","2020-07-23 12:20:44-03","CEPLAC","CEPEC","27775","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,"E. B. Souza","B. M. Boom","90","1981","05","23",NA,"Brasil","Bahia","SALVADOR","Bairro de Itapuã, arredores do Aeroporto Dois de Julho.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"30/12/2007",NA
"41","2020-07-23 12:20:44-03","CEPLAC","CEPEC","27771","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides",NA,"E. B. Souza","B. M. Boom","904","1981","05","23",NA,"Brasil","Bahia","SALVADOR","Bairro de Itapuã, arredores do Aeroporto. Dois de Julho.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"30/12/2007",NA
"42","2016-08-23 11:00:13-03","NHMLondon","NHM-LONDON-BOT","BM000898138","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1867",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/8b95a9d51abffbca076671589ef29b698a1cdc0e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"Type",NA,"NHMUK:ecatalogue:4995659"
"43","2016-08-23 11:00:13-03","NHMLondon","NHM-LONDON-BOT","BM000898139","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","963",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/85491ba4f62c605c7c219ab94e95c066d7c11a26/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"Possible type",NA,"NHMUK:ecatalogue:4995660"
"44","2017-09-11 17:13:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K.Schum.",NA,"Blanchet, JS","1867",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in provincia Bahia loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-09-23 10:59:25-03","G","G","G00436339","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.","Souza, E. B.","Blanchet, J. S.","1867",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436339",NA,"2007","01","-41.99722222","-12.18305556","01",NA,NA,NA,NA,NA,NA,"TYPUS of Mitracarpus anthospermoides K. Schum.",NA,NA
"46","2014-09-23 10:59:25-03","G","G","G00436340","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus","anthospermoides","Mitracarpus anthospermoides","K. Schum.","?","Blanchet, J. S.","1867",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436340",NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,NA,NA,NA,NA,NA,"TYPUS of Mitracarpus anthospermoides K. Schum.",NA,NA
