"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"21","2021-04-05 14:26:02-03","UNESC","CRI","13098","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","Sobral, M","2010","08","15","Dreveck, S.; Carneiro, F.E.","2010","2010","03","30","Brasil","Santa Catarina","Timbó","Mundel Central. Mundel Central.","-49.229444","-26.820833","49º13'46''W","26º49'15''S","268","268","Florística IFFSC 748 (Arbusto) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: arbustiva; Fruto verde;","CRI011710","CRI011710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:06-03","UNESC","CRI","3730","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","Piero Delprete",NA,NA,NA,"V. Boff","97","1995","06","27","Brasil","Santa Catarina","Imbituba",NA,"-48.670556","-28.240556","48º40'14''W","28º14'26''S",NA,NA,NA,"CRI009369","CRI009369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:06-03","UNESC","CRI","3987","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","J. A. Jarenkow",NA,NA,NA,"J. A. Jarenkow; J. L. Waechter",NA,"1989","05","27","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.098889","-32.035556","52º5'56''W","32º2'8''S",NA,NA,"Habito: arbustiva","CRI009360","CRI009360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:02-03","UNESC","CRI","13097","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","Sobral, M","2010","10","25","Dreveck, S.","2289","2010","06","25","Brasil","Santa Catarina","Biguaçu","Graciosa. Graciosa.","-48.6875","-27.449722","48º41'15''W","27º26'59''S","64","64","Florística IFFSC 8009 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto laranja;","CRI011711","CRI011711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:34:06-03","UNESC","CRI","3736","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","Marcos Sobral",NA,NA,NA,"V. Boff",NA,"1995","06","27","Brasil","Santa Catarina","Imbituba",NA,"-48.670556","-28.240556","48º40'14''W","28º14'26''S",NA,NA,NA,"CRI009372","CRI009372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:43:05-03","E","E","50228","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis",NA,NA,NA,NA,NA,"Dubs, B.","1223","1991","10","25","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00050228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00050228",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:57016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:43:05-03","E","E","187423","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis",NA,NA,NA,NA,NA,"Kollmann, L.","1523","1999","01","13","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00187423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00187423",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:194827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:43:05-03","E","E","46838","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis",NA,NA,NA,NA,NA,"Dubs, B.","1290","1991","11","04","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00046838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00046838",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:43:05-03","E","E","161982","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis",NA,NA,NA,NA,NA,"Ianhez, M.;","32","1994","05","27","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00161982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161982",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:170665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:43:05-03","E","E","285081","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis",NA,NA,NA,NA,NA,"Bang, Miguel","1675",NA,NA,NA,"BO","Departamento La Paz",NA,"Tipuani-Guanai.",NA,NA,NA,NA,NA,NA,"Purchased 1893.<a href=http://data.rbge.org.uk/herb/E00285081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00285081",NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:291764","unspecified kind of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","132229","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","rigida","Mapouria rigida","Rusby",NA,NA,NA,NA,"M. Cárdenas","1968","1921","12","04","Bolivia",NA,NA,"Tumupasa",NA,NA,NA,NA,"457.2","457.2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132229","NY00132229_01","South America","sheet",NA,"holotype","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-02-01 11:34:00-02","NY","NYBG","621958","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","rigida","Mapouria rigida",NA,NA,NA,NA,NA,"R. S. Williams","566","1902","01","22","Bolivia",NA,NA,"Tumipasa",NA,NA,NA,NA,"548.6","548.6","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00621958","NY00621958_01","South America","sheet",NA,"syntype","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","132242","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","tristis","Mapouria tristis","Müll.Arg.",NA,NA,NA,NA,"J. B. E. Pohl","382(884)",NA,NA,NA,"Brazil",NA,NA,"Rio Paranahyba et J'oirado [spelling ?]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132242","NY00132242_01","South America","sheet",NA,"type","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","132244","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","velhana","Mapouria velhana","Müll.Arg.",NA,NA,NA,NA,"J. S. Blanchet","3271","1841",NA,NA,"Brazil",NA,NA,"Prope Velha.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132244","NY00132244_01","South America","sheet",NA,"syntype","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1005166","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. W. Hamilton",NA,NA,NA,"H. S. Irwin","17732","1966","06","26","Brazil","Goiás","Caiapônia","Córrego d'Anta, ca. 40 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.8","-17.25",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076633' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005166","NY01005166_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1005218","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.",NA,NA,NA,NA,"C. F. P. von Martius","113","1837",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078431' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005218","NY01005218_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","501564","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. W. Hamilton",NA,NA,NA,"R. M. Klein","877","1954","11","22","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501564","NY00501564_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1005158","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","4977","1930","08","19","Brazil","Minas Gerais",NA,"Districto Ilheu. Fazenda da Tabunha; old forest road",NA,NA,NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005158","NY01005158_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1005154","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.",NA,NA,NA,NA,"S. L. M. Moore","439","1891",NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076595' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005154","NY01005154_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","501565","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. W. Hamilton",NA,NA,NA,"L. R. Landrum","2351","1977","11","03","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.33","-25.5",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501565","NY00501565_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 16:11:00-03","NY","NYBG","501569","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba",NA,"C. W. Hamilton",NA,NA,NA,"R. A. Toro","636","1927","09","15","Colombia","Antioquia",NA,"Armenia. Vicinity of Medellin",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501569",NA,"South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1005217","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.",NA,NA,NA,NA,"C. F. P. von Martius","608","1839",NA,NA,"Brazil",NA,NA,"Cujabá","-56.043867","-15.612755",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078428' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005217","NY01005217_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1005156","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.",NA,NA,NA,NA,"M. dos Reis Cordeiro","89","1974","06","15","Brazil","Mato Grosso","Aripuanã","Dardanelos; Rio Aripuanã. Estrada Sta Elena.","-59.4592","-10.1669",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005156","NY01005156_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1005167","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. W. Hamilton",NA,NA,NA,"H. S. Irwin","21279","1968","03","16","Brazil","Tocantins","Araguaína","Ca. 1 km N. of Araguaína.","-48.2","-7.18",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005167","NY01005167_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","710302","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. M. Taylor",NA,NA,NA,"G. T. Prance","12160","1971","04","21","Brazil","Acre","Mâncio Lima","Vicinity of Serra da Moa","-73.73","-7.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710302","NY00710302_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1005164","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","J. A. Steyermark",NA,NA,NA,"H. S. Irwin","13164","1966","02","26","Brazil","Distrito Federal","Brasília","Lagôa Feia, ca. 10 km E. of Sobradinho","-47.7","-15.63",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005164","NY01005164_01","South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","501568","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","alba","Psychotria alba","Ruiz & Pav.","C. W. Hamilton",NA,NA,NA,"J. Revilla","274","1976","02","27","Peru","Loreto","Maynas","Iquitos, Caserio: Carococha, Isla Iquitos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501568",NA,"South America","sheet",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
