"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","locality","relatedCatalogItem","day","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","minimumElevationInMeters","maximumElevationInMeters"
"49","2021-02-08 12:45:39-03","UFRGS","ICN","182201","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.503333","-30.839444",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 805)","ICN00034546",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"08","-53.503333","-30.839444",NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:45:39-03","UFRGS","ICN","182186","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.503056","-30.831944",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 528)","ICN00034560",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.503056","-30.831944",NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:45:39-03","UFRGS","ICN","182187","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.503056","-30.831111",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 534)","ICN00034561",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.503056","-30.831111",NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:45:39-03","UFRGS","ICN","182185","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.502222","-30.831111",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 522)","ICN00034562",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.502222","-30.831111",NA,NA,NA,NA,NA,NA
"53","2021-02-08 12:45:39-03","UFRGS","ICN","182184","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.502222","-30.830833",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 520)","ICN00034563",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.502222","-30.830833",NA,NA,NA,NA,NA,NA
"54","2021-02-08 12:45:39-03","UFRGS","ICN","182182","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.502222","-30.830556",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 497)","ICN00034565",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.502222","-30.830556",NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:45:39-03","UFRGS","ICN","182183","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.500833","-30.834444",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 502)","ICN00034564",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.500833","-30.834444",NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:45:39-03","UFRGS","ICN","182205","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.499167","-30.838056",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 540)","ICN00034542",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09","-53.499167","-30.838056",NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:45:39-03","UFRGS","ICN","182189","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.498056","-30.833333",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 598)","ICN00034558",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"11","-53.498056","-30.833333",NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:45:39-03","UFRGS","ICN","182190","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.497778","-30.833056",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 608)","ICN00034557",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"11","-53.497778","-30.833056",NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:45:39-03","UFRGS","ICN","182192","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.494722","-30.838056",NA,NA,NA,"ICN00034555",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"10","-53.494722","-30.838056",NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:45:39-03","UFRGS","ICN","182188","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.494722","-30.838056",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 564)","ICN00034559",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"10","-53.494722","-30.838056",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:45:39-03","UFRGS","ICN","182197","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.492778","-30.834167",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 728)","ICN00034550",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"07","-53.492778","-30.834167",NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:45:39-03","UFRGS","ICN","182199","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.505278","-30.840556",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 748)","ICN00034548",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"08","-53.505278","-30.840556",NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:45:39-03","UFRGS","ICN","182198","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.504167","-30.836111",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 729)","ICN00034549",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"06","-53.504167","-30.836111",NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:45:39-03","UFRGS","ICN","134201","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Holotypus","Sobral, M","4290",NA,NA,"América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Flores com corola vermelha ou púrpura, a fauce branca, estames exsertos, corola reflexa.; Habitando as reentrâncias úmidas e sombreadas, nas torres de arenito da formação,crescendo em grande de","ICN00000619","ICN00000619","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:45:39-03","UFRGS","ICN","090351","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Brack, P","s.n.","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Formação Guaritas.","ICN00000624","ICN00000624 ICN00000624_1","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:45:39-03","UFRGS","ICN","090347","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR","690","1985","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Erva ereta; flores limbo corola vermelho; estames exsertos; em reentrâncias (cavernas) sombrias das torres da formação denominada Guaritas.","ICN00034567",NA,"auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:45:39-03","UFRGS","ICN","090346","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Falkenberg, DB","1598","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo). Igual ao ICN 90285 (tá na mesma exsicata)","ICN00000637","ICN00000637 ICN00000637_1 ICN00000637_2","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:45:39-03","UFRGS","ICN","090345","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Stehmann, JR","660","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Erva, fauce interna limbo da corola vermelha, fauce externa branca, tubo externamente esverdeado, lacínias reflexas, estames exsertos. Folhas algo suculentas.","ICN00000623","ICN00000623","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:45:39-03","UFRGS","ICN","090288","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Stehmann, JR","658","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Erva, fauce interna limbo da corola vermelha, fauce externa branca, tubo externamente esverdeado, lacínias reflexas, estames exsertos. Folhas algo suculentas.","ICN00000621","ICN00000621","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:45:39-03","UFRGS","ICN","090287","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Stehmann, JR","659","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Erva, fauce interna limbo corola vermelha, fauce externa branca, tubo externamente esverdeado, lacínias reflexas, estames exsertos. Folhas algo suculentas.","ICN00000622","ICN00000622","auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:45:39-03","UFRGS","ICN","090286","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR","690","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo).; Erva, fauce interna limbo corola vermelha, fauce externa branca, tubo externamente esverdeado, lacínias reflexas, estames exsertos. Folhas algo suculentas.","ICN00034566",NA,"auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:45:39-03","UFRGS","ICN","179288","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Falkenberg, DB","2796","1985","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"FLOR 9257; Erva viscosa, 0,4 m de altura, flor vermelha; Cavernas pouco profundas","ICN00000620","ICN00000620","auto",NA,"Stehmann, JR",NA,NA,NA,"Guaritas",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:45:39-03","UFRGS","ICN","158541","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","104","2008","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.506111","-30.837222",NA,NA,NA,"ICN00034537",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"15","-53.506111","-30.837222",NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:45:39-03","UFRGS","ICN","158537","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","100","2008","11","América do Sul","Brasil","RS","Pinheiro Machado","-53.508611","-31.2275",NA,NA,NA,"ICN00034528",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Torrinhas",NA,"17","-53.508611","-31.2275",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:45:39-03","UFRGS","ICN","158538","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","101","2008","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.519722","-30.844444",NA,NA,NA,"ICN00034540",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"14","-53.519722","-30.844444",NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:45:39-03","UFRGS","ICN","158539","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","102","2009","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.509444","-30.835278",NA,NA,NA,"ICN00034529",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"14","-53.509444","-30.835278",NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:45:39-03","UFRGS","ICN","158540","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","103","2008","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.500556","-30.834722",NA,NA,NA,"ICN00034539",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"15","-53.500556","-30.834722",NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:45:39-03","UFRGS","ICN","158542","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","105","2008","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.496389","-30.832222",NA,NA,NA,"ICN00034533",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"15","-53.496389","-30.832222",NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:45:39-03","UFRGS","ICN","158543","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lorenz-Lemke, AP; Hermann, NFK; Klahre, U","106","2008","11","América do Sul","Brasil","RS","Bagé","-53.605278","-30.976389",NA,NA,NA,"ICN00034538",NA,NA,NA,"Stehmann, JR",NA,NA,NA,"Casa de Pedra",NA,"16","-53.605278","-30.976389",NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:45:39-03","UFRGS","ICN","158643","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lemke, APL; Turchett, C; Neffa, VS; Seijo, G","28","2008","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.506111","-30.835556",NA,NA,NA,"ICN00034531",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"04","-53.506111","-30.835556",NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:45:39-03","UFRGS","ICN","158645","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lemke, APL; Turchett, C; Neffa, VS; Seijo, G","30","2008","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.505","-30.840278",NA,NA,NA,"ICN00034532",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"04","-53.505","-30.840278",NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:45:39-03","UFRGS","ICN","158646","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lemke, APL; Turchett, C; Neffa, VS; Seijo, G","31","2008","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.504167","-30.839444",NA,NA,NA,"ICN00034530",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"04","-53.504167","-30.839444",NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:45:39-03","UFRGS","ICN","158647","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Lemke, APL; Turchett, C; Neffa, VS; Seijo, G","32","2008","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.502778","-30.839167",NA,NA,NA,"ICN00034535",NA,NA,NA,"Lorenz-Lemke, AP",NA,NA,NA,"Guaritas",NA,"04","-53.502778","-30.839167",NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:45:39-03","UFRGS","ICN","182191","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","10","América do Sul","Brasil","RS","Minas do Camaquã","-53.506111","-30.837222",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 648)","ICN00034556",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"10","-53.506111","-30.837222",NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:45:39-03","UFRGS","ICN","181353","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Rodrigues, DM; Mader, G","ALASs.n.","2014","11","América do Sul","Brasil","RS","Bagé","-53.605278","-30.976389",NA,NA,"Erva ereta de 30 cm; afloramento rochoso","ICN00034536",NA,NA,NA,"Stehmann, JR","2015","07","22","Casa de Pedra",NA,"04","-53.605278","-30.976389",NA,NA,NA,NA,"26","26"
"86","2021-02-08 12:45:39-03","UFRGS","ICN","182193","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.501667","-30.839167",NA,NA,NA,"ICN00034554",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"08","-53.501667","-30.839167",NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:45:39-03","UFRGS","ICN","182203","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","12","América do Sul","Brasil","RS","Minas do Camaquã",NA,NA,NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 855)","ICN00034544",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:45:39-03","UFRGS","ICN","182204","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","12","América do Sul","Brasil","RS","Minas do Camaquã",NA,NA,NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 864)","ICN00034543",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:45:39-03","UFRGS","ICN","185146","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Teixeira, MC",NA,"2015","10","América do Sul","Brasil","RS","Caçapava do Sul","-53.504167","-30.836944",NA,NA,"corola vermelho-alaranjada, estames e estigmas exsertos, polinizada por beija-flores; endêmica da região das guaritas e áreas adjacentes, crescendo em cavernas rasas de arenito da região","ICN00034534",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06","-53.504167","-30.836944",NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:45:39-03","UFRGS","ICN","187621","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Rodrigues, DM; Segatto, ALA; Mader, G","DMR66","2014","11","América do Sul","Brasil","RS","Caçapava do Sul","-53.546111","-30.5375",NA,NA,"Erva ereta de 30 cm; Rente a rocha em meio a mata fechada.","ICN00034541",NA,NA,NA,"Rodrigues, DM","2014","11","26","Pedra do Segredo",NA,"26","-53.546111","-30.5375",NA,NA,NA,NA,"31","31"
"91","2021-02-08 12:45:39-03","UFRGS","ICN","182202","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.506389","-30.84",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 826)","ICN00034545",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"08","-53.506389","-30.84",NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:45:39-03","UFRGS","ICN","182200","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.505833","-30.84",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 782)","ICN00034547",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"08","-53.505833","-30.84",NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:45:39-03","UFRGS","ICN","090285","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Falkenberg, DB","1598","1985","09","América do Sul","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Espécie ameaçada de extinção (Em perigo). Igual ICN 90345 (está junto na mesma exsicata)",NA,NA,"auto",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-27 10:26:13-03","MCN-FZBRS","HAS","91450","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Petunia","exserta","Petunia exserta","J.R. Stehm.",NA,"Senna, R.M.; Nilson, A.; Molz, M.; Fagundes, N.; Ferreira, P.","1910","2019","11",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","-53.502531","-30.830783",NA,NA,"Herbácea, na sombra, em paredão. Flor vermelha.","HAS0091450",NA,NA,NA,"Nilson, A.; Ferreira, P.; Molz, M.; Fagundes, N.; Senna, R. M.",NA,NA,NA,"Guaritas",NA,NA,"-53,5025310","-30,8307830",NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:19:31-03","IBt","SP","269137","S","Plantae",NA,NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Isotype","Sobral, M","4290","1985","09",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva habitando reentrâncias (cavernas) úmidas e sombreadas, nas torres de arenito denominadas Guaritas, crescendo em grandes quantidades; flores com corola vermelha ou purpúrea, fauce branca; estames exsertos","SP001634","SP001634","auto",NA,"Stehmann, JR","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
