"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","fieldNumber","maximumElevationInMeters","preparationType","occurrenceRemarks","continentOcean","class","order","minimumElevationInMeters","individualCount","phylum","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude"
"1","2020-04-27 16:08:36-03","UFES","VIES","7587","S","Plantae","Apocynaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella","Fontella, J.","2004","01","14","Pereira, O.J.","4120","1992","11","05","Brasil","Espírito Santo","Conceição da Barra","Área 214 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644","VIES007587","VIES007587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-04-27 16:08:36-03","UFES","VIES","5321","S","Plantae","Apocynaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella","Fontella, J.","2004","01","14","Pereira, O.J.; Rosa, L.V.","2300","1990","11","28","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449","28401","VIES005321","VIES005321","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2015-09-04 08:00:43-03","MNHN","RECOLNAT_MNHN_P","P00047032","PreservedSpecimen",NA,"Apocynaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella","Rapini",NA,NA,NA,"Pignal, M.",NA,"1995","8","29","Brésil","bahia","cha prego","Fazenda sur le continent en face de la ville de Cha Prego (Itaparica)","-38.80111","-13.14167",NA,"P00047032","P00047032_01",NA,"299 (h668)","50","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00047032' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2012-10-17 05:07:00-03","MO","MOBOT","1217904","PreservedSpecimen","Plantae","Apocynaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella","G. Morillo",NA,NA,NA,"J. Almeida|Talmon S. dos Santos","Almeida 121","1968","10","9","Brazil","Bahia",NA,"Itabuna, Marua a Ubaitaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","3007310","PreservedSpecimen","Plantae","Asclepiadaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella",NA,NA,NA,NA,"G. Martinelli, T. Soderstron, A. M. Carvalho & M. P. Morim de Lima","206873","1983","10","16","Brazil","Bahia",NA,"Município de Ilhéus, estrada Olivença-Maruim, Kms 5-8, restinga arbórea.",NA,NA,NA,"US03168886","US03168886_01",NA,NA,"50",NA,NA,"South America - Neotropics","Dicotyledonae","Gentianales","40","1",NA,NA,NA,NA,NA
"6","2019-10-07 09:13:36-03","UEFS","HUEFS","85665","PreservedSpecimen","Plantae","Apocynaceae","Matelea","bahiensis","Matelea bahiensis","Morillo & Fontella",NA,NA,NA,NA,"Almeida, J.","121","1968","10","09","Brasil","Bahia","Maraú","Maraú a Ubaitaba.","-39.0147018432617","-14.103099822998","47076","HUEFS0085665",NA,"auto",NA,NA,NA,NA,NA,"Asteranae","Gentianales",NA,NA,"Angiospermae","Isótipo",NA,NA,NA
"7","2020-07-23 11:58:26-03","CEPLAC","CEPEC","33766","PreservedSpecimen","Plantae","Asclepiadaceae","Matelea","bahiensis","Matelea bahiensis",NA,"A. Rapini",NA,NA,NA,"G. Martinelli","9687","1983","10","16","Brasil","Bahia","ILHÉUS","Estrada Olivença/maruim, Kms 5-8.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004",NA,NA
"8","2020-07-23 11:58:26-03","CEPLAC","CEPEC","4837","PreservedSpecimen","Plantae","Asclepiadaceae","Matelea","bahiensis","Matelea bahiensis",NA,"G. N. Morillo",NA,NA,NA,"J. A. de Jesus","121","1968","10","09","Brasil","Bahia","MARAÚ","Rod. Maraú20489/Ubaitaba.","-39.0147018432617","-14.103099822998","47076",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo","30/12/1985","0W0'0","0S0'0"
"9","2020-07-23 11:58:26-03","CEPLAC","CEPEC","39084","PreservedSpecimen","Plantae","Asclepiadaceae","Matelea","bahiensis","Matelea bahiensis",NA,"G. N. Morillo",NA,NA,NA,"J. A. de Jesus","121","1968","10","09","Brasil","Bahia","MARAÚ","Rod. Maraú/Ubaitaba.","-39.0147018432617","-14.103099822998","47076",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holótipo","30/12/1985","0*0'0","0*0'0"
