"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","recordNumber","imagecode","class","order","continentOcean","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","preparationType"
"61","2020-09-02 16:36:10-03","Cenargen","CEN","89897","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1989","12",NA,"José Francisco Montenegro Valls","1989","12","02","Brasil","RS","SOLEDADE","200 m a sudeste do arroio Tatim na rodovia Soledade - Porto Alegre.","Poucos afilhos, touceiras eretas.","CEN00089897","-52.433333","-28.85",NA,NA,NA,"12177","CEN00089897",NA,NA,NA,"-52.433333","-28.85","1","610","610",NA,"Unicata"
"62","2020-09-02 16:36:10-03","Cenargen","CEN","89937","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1989","12",NA,"José Francisco Montenegro Valls","1989","12","03","Brasil","RS","SAO LUIZ GONZAGA","Trevo rodoviário para S. L. Gonzaga a Bossoroca, ao logo da rodovia BR - 285.",NA,"CEN00089937","-54.966666","-28.433333",NA,NA,NA,"12227","CEN00089937",NA,NA,NA,"-54.966666","-28.433333","1",NA,NA,NA,"Unicata"
"63","2020-09-02 16:36:10-03","Cenargen","CEN","89978","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","J. F. M. Valls","1989","12",NA,"José Francisco Montenegro Valls","1989","12","05","Brasil","RS","SANTA MARIA","5 km ao sul da segunda ponte sobre o rio Vacaria, desde Santa Maria, na estrada para a BR- 290.","Anual.","CEN00089978","-53.75","-29.85",NA,NA,NA,"12283","CEN00089978",NA,NA,NA,"-53.75","-29.85","2","180","180",NA,"Exsicatas"
"64","2020-09-02 16:36:10-03","Cenargen","CEN","89855","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","J. F. M. Valls","2013","08",NA,"José Francisco Montenegro Valls","1989","11","30","Brasil","SC","BOM JARDIM DA SERRA","Km 33 da rodovia SãoJoaquim - Lauro Müller.","Adventícia no local. Erva ereta com poucos afilhos.","CEN00089855","-49.624698638916","-28.3369007110596","32577","auto",NA,"12129","CEN00089855",NA,NA,NA,NA,NA,"3","1250","1250",NA,"Exsicatas"
"65","2020-09-02 16:36:10-03","Cenargen","CEN","89851","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1989","12",NA,"José Francisco Montenegro Valls","1989","11","30","Brasil","SC","SAO JOAQUIM","Terreno baldio atrás do prédio da Caixa Econômica Federal em São Joaquim.","Ereta com poucos afilhos.","CEN00089851","-49.9317016601562","-28.2938995361328","48290","auto",NA,"12125","CEN00089851",NA,NA,NA,NA,NA,"3",NA,NA,NA,"Exsicatas"
"66","2019-01-25 15:44:26-02","IAC","IAC","8955","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","M. Alcover & D.M. Dedecca","1947","05","21","M. Alcover & D.M. Dedecca","1947","05","21","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa",NA,NA,"-47.077171","-22.870251",NA,NA,NA,"50",NA,NA,NA,NA,"-47.077171","-22.870251",NA,NA,NA,NA,NA
"67","2019-01-25 15:44:26-02","IAC","IAC","8956","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","M. Alcover & D.M. Dedecca","1947","07","16","M. Alcover & D.M. Dedecca","1947","07","16","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa",NA,NA,"-47.077171","-22.870251",NA,NA,NA,"51",NA,NA,NA,NA,"-47.077171","-22.870251",NA,NA,NA,NA,NA
"68","2020-08-20 14:59:29-03","UFSC","FLOR","62310","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Zanin, A.","1989","12",NA,"Valls, J.F.M.; et al.","1989","12","01","Brasil","Santa Catarina","Lages","Proximidades do Km 300 da BR-116, a 21.7 Km ao Sul do rio Vacas Gordas.","erva cespitosa. Rara.","FLOR0062310","-50.65","-28.133333",NA,NA,NA,"12155","FLOR0062310",NA,"Poales",NA,"50º39'W","28º8'0''S",NA,"930","930",NA,NA
"69","2020-08-20 20:41:18-03","UFSC","FLOR","27883","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Pfitscher, E.M.","1975",NA,NA,"Grupo de Trabalho MA/AS/RS","1974","08","22","Brasil","Rio Grande do Sul","Passo Fundo",NA,NA,"FLOR0027883","-52.4067001342773","-28.2628002166748","25060","auto",NA,"s.n.",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-20 14:59:29-03","UFSC","FLOR","62309","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Zanin, A.","1989","12",NA,"Valls, J.F.M.; et al.","1989","11","30","Brasil","Santa Catarina","São Joaquim","Terreno baldio atrás do prédio da Caixa Econômica Federal, em São Joaquim. Área Urbana.","erva cespitosa, ereta com poucos afilhos","FLOR0062309","-49.9317016601562","-28.2938995361328","48290","auto",NA,"12125","FLOR0062309",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:52:40-03","UFRGS","ICN","024098","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Dillemburg, CR","1983",NA,NA,"Valls, JFM; Barcellos, A","1973","07","24","Brasil","RS","Santo Ângelo","Acesso a Santo Angelo na BR-285, ao S de Entre-Ijuí. Aventício em gramado cultivado por leivas",NA,NA,"-54.2630996704102","-28.2992000579834","25915","auto","Monocotyledon","2684",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:52:40-03","UFRGS","ICN","125427","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Ludtke, R",NA,NA,NA,"Irgang, BE; Turma de Macrofitas Aquaticas","2002","12","19","Brasil","RS","São José dos Ausentes","na localidade de Silveira","turfeira.",NA,"-50.0657997131348","-28.7483005523682","42598","auto","Monocotyledon","s.n.",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:52:40-03","UFRGS","ICN","086575","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Castro, RL","1992","08","05","Sobral, M","1984","11","15","Brasil","RS","Uruguaiana","Arroio Imbaá. Erva em campo",NA,NA,"-57.0882987976074","-29.7546997070312","93142","auto","Monocotyledon","3321",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:52:40-03","UFRGS","ICN","004602","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Valls, JFM",NA,NA,NA,"Ferreira, PA","1967","10","31","Brasil","RS","Porto Alegre","Aterro Praia de Belas","Erva pouco comum, aprox. 40cm altura",NA,"-51.2299995422363","-30.0331001281738","29946","auto","Monocotyledon","380",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:52:40-03","UFRGS","ICN","024099","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Dillemburg, CR","1983",NA,NA,"Valls, JFM; Barcellos, A","1973","07","24","Brasil","RS","Santo Ângelo","Acesso a Santo Angelo na BR-285, ao S de Entre-Ijuí. Aventício em gramado cultivado por leivas",NA,NA,"-54.2630996704102","-28.2992000579834","25915","auto","Monocotyledon","2685",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:52:40-03","UFRGS","ICN","063436","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Bosak, CF","1988","06","13","Sobral, M","1984","11","15","Brasil","RS","Uruguaiana","Arroio Imbaá. Erva em campo","Duplicata INPA, MBM",NA,"-57.0882987976074","-29.7546997070312","93142","auto","Monocotyledon","3321",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:52:40-03","UFRGS","ICN","065511","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Bosak, CF","1988","06",NA,"Miotto, STS","1984","11",NA,"Brasil","RS","Vacaria","BR-285, km 14",NA,NA,"-50.9338989257812","-28.5121994018555","63451","auto","Monocotyledon","s.n.",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:52:40-03","UFRGS","ICN","161192","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Longhi-Wagner, HM",NA,NA,NA,"Padgurschi, MCG; Filgueiras, TS; Belinello, R","2009","04","28","Brasil","SP","São Luis do Paraitinga","Parque Estadual da Serra do Mar-Núcleo Santa Virgínia estrada para o alojamento do núcleu","Doação do Herbário UEC; local bem iluminado",NA,"-45.310001373291","-23.2199993133545","27362","auto","Monocotyledon","10",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-18 17:08:47-03","FEPAGRO","BLA","4460","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","A. Kappel","1964","10","16","Brasil","Rio Grande do Sul","André da Rocha",NA,"Habitat: Cultivado","BLA004460","-51.5717010498047","-28.6305999755859","20742","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-18 17:08:47-03","FEPAGRO","BLA","4493","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","A. Kappel","1964","10","16","Brasil","Rio Grande do Sul","André da Rocha","Fazenda do Pessegueiro","Habitat: Cultivado","BLA004493","-51.5717010498047","-28.6305999755859","20742","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-18 17:08:47-03","FEPAGRO","BLA","4463","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa var. glabrescens","(C. Marquand) Thell.","C. R. Dillenburg","1984","01","01","A. Kappel","1964","10","16","Brasil","Rio Grande do Sul","André da Rocha","Fazenda do Pessegueiro","(c ) = Planalto Superior - Serra do Nordeste.Habitat: Cultivado","BLA004463","-51.5717010498047","-28.6305999755859","20742","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. glabrescens",NA
"82","2021-02-18 17:08:47-03","FEPAGRO","BLA","14124","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","11","01","A. C. Cavalheiro & E. M. Cavalheiro","1981","11","22","Brasil","Rio Grande do Sul","Caçapava do Sul","BR 290 - Em frente à Cooperativa Durasnal","Habitat: Cultivado","BLA014124","-53.4914016723633","-30.5121994018555","50525","auto","Spermatophyta","856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-18 17:08:45-03","FEPAGRO","BLA","14121","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","11","01","A. C. Cavalheiro & E. M. Cavalheiro","1981","11","22","Brasil","Rio Grande do Sul","Caçapava do Sul","BR 290 - Em frente à Cooperativa Durasnal","Habitat: Cultivado","BLA014121","-53.4914016723633","-30.5121994018555","50525","auto","Spermatophyta","855 a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-18 17:08:47-03","FEPAGRO","BLA","14126","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","11","01","A. C. Cavalheiro & E. M. Cavalheiro","1981","11","22","Brasil","Rio Grande do Sul","Cachoeira do Sul","BR 290 - Próximo ao Arroio Cambará","Habitat: Em lavoura de avena","BLA014126","-52.8939018249512","-30.0391998291016","71201","auto","Spermatophyta","858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-18 17:08:47-03","FEPAGRO","BLA","14127","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","11","01","A. C. Cavalheiro & E. M. Cavalheiro","1981","11","22","Brasil","Rio Grande do Sul","Cachoeira do Sul","BR 290 - Próximo ao Arroio Cambará","Habitat: Em lavoura de avena","BLA014127","-52.8939018249512","-30.0391998291016","71201","auto","Spermatophyta","859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-18 17:08:47-03","FEPAGRO","BLA","14125","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","11","01","A. C. Cavalheiro & E. M. Cavalheiro","1981","11","22","Brasil","Rio Grande do Sul","Cachoeira do Sul","BR 290 - Próximo ao Arroio Cambará","Habitat: Em lavoura de avena","BLA014125","-52.8939018249512","-30.0391998291016","71201","auto","Spermatophyta","857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-18 17:08:45-03","FEPAGRO","BLA","16218","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Bettiol",NA,NA,NA,"P. N. Capparelli","1960","10","10","Brasil","Rio Grande do Sul","Carazinho",NA,NA,"BLA016218","-52.7863998413086","-28.283899307251","35233","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-05-19 11:38:25-03","FEPAGRO","BLA","5930","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto","1964","12","15","Brasil","Rio Grande do Sul","Guaíba","Atalho","Habitat: A margem do caminho","BLA005930","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-05-19 11:38:25-03","FEPAGRO","BLA","4963","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa var. strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto","1964","12","15","Brasil","Rio Grande do Sul","Guaíba","Atalho","Habitat: Margem da estrada.","BLA004963","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. strigosa",NA
"90","2020-05-19 11:38:25-03","FEPAGRO","BLA","4964","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa var. strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto","1964","12","15","Brasil","Rio Grande do Sul","Guaíba","Atalho","Habitat: Margem da estrada.","BLA004964","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. strigosa",NA
"91","2020-11-10 11:06:33-03","FEPAGRO","BLA","4962","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa var. strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto","1964","12","15","Brasil","Rio Grande do Sul","Guaíba","Atalho","(a) = Depressão Central.Habitat: Cultivado","BLA004962","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. strigosa",NA
"92","2021-02-18 17:08:45-03","FEPAGRO","BLA","13872","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013872","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-18 17:08:45-03","FEPAGRO","BLA","13861","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013861","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-18 17:08:45-03","FEPAGRO","BLA","13866","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013866","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-18 17:08:45-03","FEPAGRO","BLA","13862","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013862","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-18 17:08:45-03","FEPAGRO","BLA","13869","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013869","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-18 17:08:45-03","FEPAGRO","BLA","13860","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013860","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-18 17:08:45-03","FEPAGRO","BLA","13870","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013870","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-18 17:08:45-03","FEPAGRO","BLA","13863","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013863","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-18 17:08:45-03","FEPAGRO","BLA","13868","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013868","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-18 17:08:45-03","FEPAGRO","BLA","13867","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013867","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-02-18 17:08:45-03","FEPAGRO","BLA","13873","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013873","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-18 17:08:45-03","FEPAGRO","BLA","13871","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013871","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-18 17:08:45-03","FEPAGRO","BLA","13859","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013859","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-18 17:08:45-03","FEPAGRO","BLA","13864","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1980","12","01","C. R. Dillenburg","1980","12","01","Brasil","Rio Grande do Sul","Guaíba","Estação Experimental Agronômica - UFRGS","Habitat: Cultivado","BLA013864","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta","277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-05-19 11:38:25-03","FEPAGRO","BLA","4965","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa var. strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto","1964","12","15","Brasil","Rio Grande do Sul","Guaíba","Santa Rita","Habitat: Margem do caminho","BLA004965","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. strigosa",NA
"107","2021-02-18 17:08:45-03","FEPAGRO","BLA","14102","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","09","01","C. R. Dillenburg","1981","09","13","Brasil","Rio Grande do Sul","Nova Petrópolis","Estrada para Gramado","Habitat: A beira da estrada","BLA014102","-51.1143989562988","-29.3763999938965","14669","auto","Spermatophyta","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-18 17:08:45-03","FEPAGRO","BLA","14101","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","09","01","C. R. Dillenburg","1981","09","13","Brasil","Rio Grande do Sul","Nova Petrópolis","Estrada para Gramado","Habitat: A beira da estrada","BLA014101","-51.1143989562988","-29.3763999938965","14669","auto","Spermatophyta","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-18 17:08:47-03","FEPAGRO","BLA","4597","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","A. Kappel & J. F. M. Valls","1964","12","10","Brasil","Rio Grande do Sul","Nova Prata","Estrada para Lagoa Vermelha","Habitat: Solo úmido","BLA004597","-51.6100006103516","-28.783899307251","18634","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-02-18 17:08:45-03","FEPAGRO","BLA","12114","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","Grupo de trabalho MA/SA/RS","1974","08","22","Brasil","Rio Grande do Sul","Passo Fundo","Granja Train","Habitat: Cultivado","BLA012114","-52.4067001342773","-28.2628002166748","25060","auto","Spermatophyta","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-18 17:08:47-03","FEPAGRO","BLA","4535","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa subsp. strigosa","(Schreb.) Thell.","C. R. Dillenburg","1984","01","01","A. Kappel","1964","11","06","Brasil","Rio Grande do Sul","Pelotas","Estrada para Rio Grande","Habitat: Potreiros experimentais.","BLA004535","-52.3424987792969","-31.771900177002","51462","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subsp. strigosa",NA
"112","2020-05-19 11:38:25-03","FEPAGRO","BLA","2679","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","I. L. Barreto",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Diretoria de Produção Animal","Data de Coleta: 09/1959.Habitat: Planta cultivado em forrageira anual de inverno","BLA002679","-51.2299995422363","-30.0331001281738","29946","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-18 17:08:47-03","FEPAGRO","BLA","2431","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1984","01","01","A. Kappel","1962","11","08","Brasil","Rio Grande do Sul","Rio Pardo",NA,"Habitat: Lavoura de cornichão","BLA002431","-52.378101348877","-29.9897003173828","46320","auto","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-18 17:08:45-03","FEPAGRO","BLA","14099","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","09","01","C. R. Dillenburg","1981","09","06","Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Free Way - Km 58","Habitat: Na orla do asfalto sentido Porto Alegre/Osório","BLA014099","-50.5196990966797","-29.8174991607666","29157","auto","Spermatophyta","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-18 17:08:45-03","FEPAGRO","BLA","14100","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","09","01","C. R. Dillenburg","1981","09","06","Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Free Way - Km 58","Habitat: Na orla do asfalto sentido Porto Alegre/Osório","BLA014100","-50.5196990966797","-29.8174991607666","29157","auto","Spermatophyta","299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-18 17:08:45-03","FEPAGRO","BLA","14098","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","C. R. Dillenburg","1981","08","01","C. R. Dillenburg","1981","08","29","Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Free Way - Km 65","Habitat: Na orla do asfalto sentido Porto Alegre/Osório","BLA014098","-50.5196990966797","-29.8174991607666","29157","auto","Spermatophyta","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
