"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","stateProvince","imagecode","decimalLongitude","decimalLatitude","locality","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"2012","2020-09-12 05:00:02-03","US","US","2729478","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, H. Maxwell & D. C. Wasshausen","19902","1968","2","12","South America - Neotropics","Brazil",NA,NA,NA,"US02674367",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674367_01",NA,NA,"Planalto do Brasil. Serra do Espinhaco. Upland campo and adjacent rocky slopes and outcrops, Serra do Itabirito, ca. 45km S.E. of Belo Horizonte",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2013","2020-09-12 05:00:02-03","US","US","2780983","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","-. Mello Barreto","3454","1933","8","23","South America - Neotropics","Brazil",NA,NA,NA,"US02674368",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674368_01",NA,NA,"Campo, Serra do Cipo k. 127 - Palacio, Municipio Santa Luzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2014","2020-09-12 05:00:02-03","US","US","2784078","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. A. Steyermark","88494","1961","1","14","South America - Neotropics","Venezuela",NA,NA,NA,"US00750207",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bolívar",NA,"-61.5","7.66","Agua Linda, 7 km E of Hato de Nuria, E of Miamo, Altiplanicie de Nuria","Kirkbride, J. H.",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2015","2020-09-12 05:00:02-03","US","US","2729536","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","16556","1966","6","3","South America - Neotropics","Brazil",NA,NA,NA,"US02674200",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Mato Grosso","US02674200_01",NA,NA,"The Planalto do Brasil, Serra Do Roncador, Cerrado, ca. 86 km N of Xavatina",NA,NA,"550",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2016","2020-09-12 05:00:02-03","US","US","3698881","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","M. L. Guedes, F. S. Gomes & F. Guaré","14617","2009","2","27","South America - Neotropics","Brazil",NA,NA,NA,"US02674252",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","US02674252_01","-41.4778","-12.4244","Brasil, Chapada Diamantina, Palmeiras, Morro do Camelo",NA,NA,"824",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2017","2020-09-12 05:00:02-03","US","US","2729489","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25925","1970","2","3","South America - Neotropics","Brazil",NA,NA,NA,"US02674358",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674358_01",NA,NA,"Planalto do Brasil. Estado de Minas Gerais, Serra da Anta. Rocky hillside, ca. 2 km N. of Paracatu",NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2018","2020-09-12 05:00:02-03","US","US","2729499","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, R. Souza & R. Reis dos Santos","9227","1965","10","14","South America - Neotropics","Brazil",NA,NA,NA,"US02674281",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674281_01",NA,NA,"Planalto do Brasil. Chapada da Contagem, ca. 20 km. E. of Brasilia",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2019","2020-09-12 05:00:02-03","US","US","2369453","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","I. Válio","211","1960","12","27","South America - Neotropics","Brazil",NA,NA,NA,"US02674437",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","US02674437_01",NA,NA,"Estrada Sao Paulo- Itapetininga, km163 bacia do rio Tatui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2020","2020-09-12 05:00:02-03","US","US","2789088","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","A. P. Duarte","10310","1967","2","6","South America","Brazil",NA,NA,NA,"US02674271",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,NA,"US02674271_01",NA,NA,"Asbradinho, proximo ao Porto Policial, Brasilia [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2021","2020-09-12 05:00:02-03","US","US","2962788","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18636","1977","2","13","South America - Neotropics","Brazil",NA,NA,NA,"US02674258",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","US02674258_01","-41.2","-12.85","Estado da Bahia. Serra do Sincora. 15-20 km. from Andarai, along the road to Itaete which branches East off the road to Mucuge.",NA,NA,"500","600",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2022","2020-09-12 05:00:02-03","US","US","2224238","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","E. Asplund","10515","1940","2","3","South America - Neotropics","Colombia",NA,NA,NA,"US02674125",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Cauca",NA,NA,NA,"Dep. Cauca, Chisquio, Finca Los Derrumbos, gravelly ground",NA,NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2023","2020-09-12 05:00:02-03","US","US","3034625","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach","46440","1983","5","16","South America - Neotropics","Brazil",NA,NA,NA,"US02674184",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","US02674184_01",NA,NA,"Rio de Contas, arredores",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2024","2020-09-12 05:00:02-03","US","US","2812138","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach","39066","1976","10","8","South America - Neotropics","Brazil",NA,NA,NA,"US02674234",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","US02674234_01",NA,NA,"Rod. BR 020, 10 km S de Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2025","2020-09-12 05:00:02-03","US","US","1140586","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","F. W. Pennell & E. P. Killip","6258","1922","6","3","South America - Neotropics","Colombia",NA,NA,NA,"US02674135",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Cauca",NA,NA,NA,"Department of El Cauca, Aganche, Cauca Valley, Wet springhead on open slope",NA,NA,"1150","1250",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2026","2020-09-12 05:00:02-03","US","US","3215060","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. J. Pipoly, G. Gharbarran & G. Samuels","11505","1987","4","13","South America - Neotropics","Guyana",NA,NA,NA,"US00643475",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"E. Berbice-Corentyne",NA,"-57.5833","5.6","Upper Canje River, S bank from abandoned Amerindian logging camp W to Digitima Cr. mouth","Kirkbride, J. H.",NA,"1","25",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2027","2020-09-12 05:00:02-03","US","US","2819574","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. M. Pires, W. A. Rodrigues & G. Irvine","51132","1961","9","20","South America - Neotropics","Brazil",NA,NA,NA,"US02674212",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Amapá","US02674212_01",NA,NA,"Territorio Amapa, Rio Araguari. In exposed area about 6 km. from Porto Platon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2028","2020-09-12 05:00:02-03","US","US","2729471","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, R. M. Harley & G. L. Smith","33137","1971","3","24","South America - Neotropics","Brazil",NA,NA,NA,"US02674249",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","US02674249_01",NA,NA,"Planalto do Brasil. Estado de Goias. Chapada dos Veadeiros. Cerrado on outcrops with adjacent wet campo ( brejo), ca. 40km N. of Alto do Paraiso",NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2029","2020-09-12 05:00:02-03","US","US","2729476","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. H. Kirkbride","1691","1972","1","23","South America - Neotropics","Brazil",NA,NA,NA,"US02674297",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674297_01","-47.8361","-15.6792","Planalto do Brasil. 0.5 km N of Ministerio edificios, 100 m E of L2N",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2030","2020-09-12 05:00:02-03","US","US","2729493","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25622A","1970","1","29","South America - Neotropics","Brazil",NA,NA,NA,"US02674360",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674360_01",NA,NA,"Planalto do Brasil. Estado de Minas Gerais, Morro das Pedras. Outcrops and gravelly campo, ca. 35km N.E. of Patrocinio",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2031","2020-09-12 05:00:02-03","US","US","2428622","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Ll. Williams","16035","1942","7","4","South America - Neotropics","Venezuela",NA,NA,NA,"US00750209",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Amazonas","US00750209_01",NA,NA,"Sanariapo, Fed. Terr. Amazonas, en terreno guijoso en la sabana de bajo Sanariapo",NA,NA,"120","124",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2032","2020-09-12 05:00:02-03","US","US","3349962","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","P. Mutchnick, T. Henkel & R. Williams","14","1994","10","12","South America - Neotropics","Guyana",NA,NA,NA,"US00587660",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Potaro-Siparuni",NA,"-60.0333","4.8","Pakaraima Mtns; upper Ireng River; hills 2-3 km E of Cipo settlement","Taylor, C. M.",NA,"760",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2033","2020-09-12 05:00:02-03","US","US","3713270","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","N. Roque, P. Acevedo-Rodriguez, V. Funk & S. C. Keeley","2079","2009","7","4","South America - Neotropics","Brazil",NA,NA,NA,"US01941159",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","US01941159_01","-41.4436","-13.0272","Chapada Diamantina, Mucugê, em frente às estufas de flores.","Guedes, M. L.",NA,"1030",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2034","2020-09-12 05:00:02-03","US","US","2729485","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","27100","1970","3","7","South America - Neotropics","Brazil",NA,NA,NA,"US02674354",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674354_01",NA,NA,"Planalto do Brasil. Estado de Minas Gerais, Serra do Cabral. Cerrado and low forest among sandstone outcrops, summit gray sandy soil, ca. 8km W. of Joaquim Felicio",NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2035","2020-09-12 05:00:02-03","US","US","1390188","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","A. Regnell","104","1848",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02674309",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674309_01",NA,NA,"Brasilia, prov. Minas Geraes, cidade de Uberava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2036","2020-09-12 05:00:02-03","US","US","2729454","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, H. Maxwell & D. C. Wasshausen","19280","1968","1","27","South America - Neotropics","Brazil",NA,NA,NA,"US02674218",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","US02674218_01",NA,NA,"Planalto do Brasil. Serra dos Pirineus. Pico dos Pirineus, ca. 20km N.W. of Corumba de Goias, near road to Niquelandia.",NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2037","2020-09-12 05:00:02-03","US","US","2249137","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","A. Macedo","4174","1956","1","16","South America - Neotropics","Brazil",NA,NA,NA,"US02674300",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674300_01",NA,NA,"S. Vicente, Mun. Ituiutaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2038","2020-09-12 05:00:02-03","US","US","3071826","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","A. Souza, J. Silva & J. Costa","1415/1596/1177","1985","7","16","South America","Brazil",NA,NA,NA,"US02674190",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,NA,"US02674190_01",NA,NA,"MT - Pontes e Lacerda, alto da Chapada dos Parecis, pelo acesso de Sape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2039","2020-09-12 05:00:02-03","US","US","2729466","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","24138","1969","3","9","South America - Neotropics","Brazil",NA,NA,NA,"US02674215",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","US02674215_01",NA,NA,"Planalto do Brasil. Estado de Goias. Chapada dos Veadeiros. Cerrado and gallery woods, ca. 12km south of Cavalcante",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2040","2020-09-12 05:00:02-03","US","US","3393362","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","C. E. S. Taylor, A. S. Chanderbali, K. Manduk, A. Bourne & M. Chan-a-Sue","12071","1997","5","17","South America - Neotropics","Guyana",NA,NA,NA,"US00646089",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"U. Takutu-U. Essequibo",NA,"-59.3103","3.75222","Karanambo Ranch, along road leading from airfield to ranch","Taylor, C. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2041","2020-09-12 05:00:02-03","US","US","1932483","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","V. Assis","87","1945","11","20","South America - Neotropics","Brazil",NA,NA,NA,"US02674302",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674302_01",NA,NA,"Fazenda da Chicaca, Municipio of Santa Luzia",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2042","2020-09-12 05:00:02-03","US","US","2729537","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. H. Kirkbride","1700","1972","1","26","South America - Neotropics","Brazil",NA,NA,NA,"US02674296",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674296_01","-47.67","-15.63","Planalto do Brasil. Marshlike area 1 km S of Planaltina",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2043","2020-09-12 05:00:02-03","US","US","2729540","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13929","1966","3","12","South America - Neotropics","Brazil",NA,NA,NA,"US02674273",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674273_01",NA,NA,"Planalto do Brasil. Hilltop cerrado, near Planaltina, D.F.",NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2044","2020-09-12 05:00:02-03","US","US","2729533","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, R. Souza & R. Reis dos Santos","11520","1966","1","9","South America - Neotropics","Brazil",NA,NA,NA,"US02674278",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674278_01",NA,NA,"Planalto do Brasil. Rocky slopes, Corrego Paranoazinho, near Sobradinho, D.F.",NA,NA,"1050",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2045","2020-09-12 05:00:02-03","US","US","3205397","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","P. J. M. Maas, L. Y. T. Westra, W. Driehuis, E. Eetgerink, R. van Leeuwen, H. Persoon, J. H. Snuverink & A. Timmerman","3698","1979","10","21","South America - Neotropics","Guyana",NA,NA,NA,"US00643350",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"U. Takutu-U. Essequibo",NA,"-59.68","3.46","Rupununi Dist., Manari","Maas, P. J. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2046","2020-09-12 05:00:02-03","US","US","2278750","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. H. Langenheim","3080","1953","6","21","South America - Neotropics","Colombia",NA,NA,NA,"US02674132",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Santander","US02674132_01",NA,NA,"Common in grassland. Near Salto de Duende, Mesa de Los Santos, Departamento de Santander",NA,NA,"1600","1675",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2047","2020-09-12 05:00:02-03","US","US","2851236","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","L. Dombrowski & P. S. Neto","8965/220",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02674427",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Paraná","US02674427_01",NA,NA,"Jaguariaiva - PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2048","2020-09-12 05:00:02-03","US","US","389803","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","J. Novães","698",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02674439",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","US02674439_01",NA,NA,"Campo, Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2049","2020-09-12 05:00:02-03","US","US","289761","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","E. Warming","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02674308",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674308_01",NA,NA,"Lagoa Sta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2050","2020-09-12 05:00:02-03","US","US","987525","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. F. Pittier","7402","1917","9","23","South America - Neotropics","Venezuela",NA,NA,NA,"US02674164",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,NA,"US02674164_01",NA,NA,"Grassy slopes; Upper Cotiza, near Caracas, in savannas or forests",NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2051","2020-09-12 05:00:02-03","US","US","3356484","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66486","1997","3","19","South America - Neotropics","Brazil",NA,NA,NA,"US02674330",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674330_01",NA,NA,"Rod. Guinda- Conselheiro Mata (Mun. Diamantina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2052","2020-09-12 05:00:02-03","US","US","3068294","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Davidse & O. Huber","14885","1978","4","13","South America - Neotropics","Venezuela",NA,NA,NA,"US00750205",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Amazonas","US00750205_01","-67.61","5.6","Puerto Ayacucho, 8 km S of, Estación de Piscicultura de Puerto Ayacucho, Río Orinoco","Dwyer, J. D., (MO), Missouri Botanical Garden","Atures","85",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2053","2020-09-12 05:00:02-03","US","US","3356485","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66474","1997","3","19","South America - Neotropics","Brazil",NA,NA,NA,"US02674331",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674331_01",NA,NA,"Rod. Guinda- Conselheiro Mata (Mun. Diamantina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2054","2020-09-12 05:00:02-03","US","US","2729523","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22968","1969","2","10","South America - Neotropics","Brazil",NA,NA,NA,"US02674362",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674362_01",NA,NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. Chapada with cerrado, ca. 30km N.E. of Francisco Sa, road to Salinas",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2055","2020-09-12 05:00:02-03","US","US","2547934","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","R. Goodland","930","1963","10","7","South America - Neotropics","Guyana",NA,NA,NA,"US00643355",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"U. Takutu-U. Essequibo",NA,"-59.13","3.95","Rupununi Northern Savanna, Annai","Delprete, P. G.",NA,"107",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2056","2020-09-12 05:00:02-03","US","US","2534266","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","L. Smith","15066","1965","3","7","South America - Neotropics","Brazil",NA,NA,NA,"US02674282",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","US02674282_01","-48.13","-16","Cerrado by Rio Gama, Gama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2057","2020-09-12 05:00:02-03","US","US","3085931","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach & R. Kummrow","48057","1984","6","19","South America - Neotropics","Brazil",NA,NA,NA,"US02674183",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","US02674183_01",NA,NA,"Anadarai, rod. p/ Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2058","2020-09-12 05:00:02-03","US","US","2881373","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","G. Hatschbach","40771","1978","2","21","South America - Neotropics","Brazil",NA,NA,NA,"US02674319",NA,"Rubiales",NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","US02674319_01",NA,NA,"Rod. BR-135 (mun. Buenopolis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
