"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00893270","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","H. S. Irwin","7534","1964","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893270","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Goiás","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","NY00893270_01","Jataí","-51.75","-17.4","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00893337","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","B. Maguire","44628","1959","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893337","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Minas Gerais","Serra Rola Moca, 8 km. from Belo Horizonte.","NY00893337_01",NA,NA,NA,"4400","4400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","686806","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","W. W. Thomas","10077","1993","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686806","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Bahia","4.5 km north of Prado on coast road to Cumuruxatiba","NY00686806_01","Prado","-39.222039","-17.2839212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1747569","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","S. R. Lowrie","99","1980","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747569","Magnoliophyta","Malpighiales","Kunth",NA,"Amazonas","Km 672 on Manaus-Humaitá road.","NY01747569_01",NA,"-63.0780995","-7.5675549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1747570","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","N. A. Rosa","1493","1977","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005974' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747570","Magnoliophyta","Malpighiales","Kunth",NA,"Roraima","Margem da estrada Boa Vista Caracaraí","NY01747570_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00893347","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","R. Goodland","992","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893347","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Minas Gerais","Triángulo region.","NY00893347_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00893302","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","P. Clausen","530","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893302","Magnoliophyta","Malpighiales","Kunth",NA,"Minas Gerais",NA,"NY00893302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","475633","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","M. Kirizawa","44","1976","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475633","Magnoliophyta","Malpighiales","Kunth","M. C. H. Mamede","São Paulo","Pirassununga, cerrado de Emas (reserva da USP)","NY00475633_01","Pirassununga","-47.375621","-21.941912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","686788","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","W. Hoehne","s.n.","1946","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686788","Magnoliophyta","Malpighiales","Kunth","M. C. H. Mamede","São Paulo","Caieiras.","NY00686788_01","Caieiras","-46.740798","-23.374672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00893326","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","R. K. F. Pilger","822",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893326","Magnoliophyta","Malpighiales","Kunth","F. J. Niedenzu","Mato Grosso",NA,"NY00893326_01 NY00893326_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00893323","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","J. C. Gomes","2365","1964","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893323","Magnoliophyta","Malpighiales","Kunth",NA,"Mato Grosso do Sul","Três Lagoas. Fazenda Dr. José Mendes.","NY00893323_01",NA,"-40.48","-12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1747544","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","J. L. Zarucchi","2806","1979","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2001506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747544","Magnoliophyta","Malpighiales","Kunth",NA,"Rondônia","Road Vilhena to Colorado, 20 km from Vilhena (12 km from BR-364)","NY01747544_01",NA,"-60.17","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00893303","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","P. Clausen","530","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893303","Magnoliophyta","Malpighiales","Kunth",NA,"Minas Gerais",NA,"NY00893303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00893318","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","G. M. Araújo","21","1986","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893318","Magnoliophyta","Malpighiales","Kunth",NA,"Minas Gerais","Reserva Ecológica do Panga, Uberlândia.","NY00893318_01","Uberlândia","-48.2769","-18.9186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00893299","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","G. Eiten","9815","1969","12","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893299","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso","Serra do Roncador. 232 km along new road NNE of village of Xavantina. (28 km due S of Royal Society- Royal Geographic Society Base Camp.)","NY00893299_01","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00893340","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","D. Philcox","3659","1967","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893340","Magnoliophyta","Malpighiales","Kunth",NA,"Mato Grosso","W. of Km 229, Xavantina - Cachimbo Road.","NY00893340_01",NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 19:44:00-03","NY","NYBG","686819","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","I. Silberbauer-Gottsberger","624-261072","1972","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686819","Magnoliophyta","Malpighiales",NA,"W. R. Anderson","São Paulo","18 km north of Botucatu, (14 km east of São Manuel). Along the São Manuel - Piracicaba highway. Near ex-RR station, 12 de Maio","NY00686819_01","Botucatu","-48.42","-22.75","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00893309","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","S. G. da Fonsêca","1364","1968","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893309","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso","Arredores do Acampamento de Expedição inglêsa até o côrrego do Surucucu.","NY00893309_01","Ribeirão Cascalheira","-51.8242","-12.9419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1747574","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","D. D. Ackerly","141","1986","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747574","Magnoliophyta","Malpighiales","Kunth",NA,"Pará","Península de Alter do Chão.","NY01747574_01","Santarém","-54.95","-2.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","686802","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","A. M. V. de Carvalho","3916","1992","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686802","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Bahia","Kms 7 a 10 na estrada de Tucano para Ribeira do Pombal.","NY00686802_01","Tucano","-38.7867","-10.9633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1747575","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","D. D. Ackerly","153","1986","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747575","Magnoliophyta","Malpighiales","Kunth",NA,"Pará","Península de Alter do Chão.","NY01747575_01","Santarém","-54.95","-2.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1747580","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","P. B. Cavalcante","2381","1970","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2006004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747580","Magnoliophyta","Malpighiales","Kunth",NA,"Pará","Parque Indigena do Tumucumaque, Rio Parú de Oeste, Missao Tiriyo","NY01747580_01",NA,"-55.75","2.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1146629","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","P. G. Delprete","9944","2006","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1360861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146629","Magnoliophyta","Malpighiales","Kunth","P. G. Delprete","Goiás","Parque Estadual dos Pireneus. Trilha que seque do portal da Faz. Capitão do Mato (prop. Sr. Gilberto Morato), em direção ao Morro do Cabeludo.","NY01146629_01","Cocalzinho de Goiás","-48.8222","-15.8064","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","475618","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","J. Cuatrecasas","26611","1962","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475618","Magnoliophyta","Malpighiales","Kunth","M. C. H. Mamede","São Paulo","Piraçununga: Cerrado de Cachoeira-Emas","NY00475618_01","Pirassununga","-47.375621","-21.941912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00893307","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","J. Ramos","R & S108","1967","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893307","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso","Collected near the base camp of the expedition. (c. 270 km N of Xavantina.)","NY00893307_01",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","686792","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","W. R. Anderson","11146","1974","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686792","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","São Paulo","10 km by road SE of Itapetininga on old road to São Miguel Arcanjo","NY00686792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00893320","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","J. H. Kirkbride Jr.","3690","1980","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893320","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Distrito Federal","Perto de DF 18, ca 11 km este de BR 251.","NY00893320_01","Brasília","-47.47","-16.02","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00893293","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","P. Clausen","43A",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893293","Magnoliophyta","Malpighiales","Kunth","F. J. Niedenzu","Minas Gerais",NA,"NY00893293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00893341","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","G. G. Hatschbach","25261","1970","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893341","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso do Sul","Rod Br 163.","NY00893341_01","Sidrolandia","-54.9614","-20.9319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1747573","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","A. S. Janssen","71","1980","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747573","Magnoliophyta","Malpighiales","Kunth",NA,"Amazonas","Campo natural com grupos de árvores e árvores esparsas, 1 km oeste da Transamazônioca, Km 3, perto de Humaitá.","NY01747573_01","Humaitá","-63.0208015441895","-7.50611019134521",NA,NA,"202650","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00893305","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","C. A. Cid Ferreira","6381","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893305","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso","Faz. União, a 05 km da cidade.","NY00893305_01","Santa Terezinha","-50.58","-10.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00893296","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","G. Eiten","9036","1968","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893296","Magnoliophyta","Malpighiales","Kunth","W. R. Anderson","Mato Grosso","Serra do Roncador. 250 km along new road NNE of village of Xavantina (7.5 km due S of Royal Society- Royal Geographic Society Base Camp. Along path R-11 at 3.6 km S of Airstrip Campo.","NY00893296_01","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
