"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"584","2019-08-27 13:33:54-03","IAP","PACA-AGP","85461","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","M. C. Dias","V. F. Kinupp",NA,"1997","11","07","Brasil","PR","Cambé","Parque Municipal Peroba Rosa","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"Arvoreta 10m alt. Frutos imaturos verdes, látex amarelo, alguns espinhos","PACA085461",NA,"1998",NA,NA,"29438","auto",NA,NA,NA,"Magnoliophyta","Urticales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"585","2019-08-27 13:33:54-03","IAP","PACA-AGP","104782","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.",NA,"Jagmin, N.",NA,"1995","10","26","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 702&nf;Altura: 8,50m; Circunferência: 70cm; Fuste: 1,10m","PACA104782",NA,NA,NA,NA,"18075","auto",NA,NA,NA,"Magnoliophyta","Urticales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"586","2019-08-27 13:33:54-03","IAP","PACA-AGP","70333","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","J. A. Jarenkow","J. A. Jarenkow","932","1988","10","08","Brasil","RS","Marcelino Ramos","Mata do Sétimo Céu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"Herbário PEL 10213&nf;Árvore com cerca de 4m. de altura","PACA070333",NA,"1988","11",NA,"18635","auto",NA,NA,NA,"Magnoliophyta","Urticales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"587","2019-08-27 13:33:54-03","IAP","PACA-AGP","105462","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","Sobral, M.","Jagmin, N.",NA,"1999","09","28","Brasil","SC","Itá",NA,"-52.3231010437012","-27.290599822998",NA,NA,NA,NA,"Xiloteca nº 1013&nf;Altura: 10,20m; Circunferência: 71 total e brotação 57cm; Fuste: 0,50cm.","PACA105462",NA,NA,NA,NA,"15861","auto",NA,NA,NA,"Magnoliophyta","Urticales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"588","2020-12-20 21:18:32-03","UFV","VIC","359","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,NA,"s.n.","1931","01","24","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC000359","VIC000359",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2020-12-20 21:18:32-03","UFV","VIC","13376","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC013376",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2020-12-20 21:18:32-03","UFV","VIC","13774","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC013774","VIC013774",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2020-12-20 21:18:32-03","UFV","VIC","24326","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Teixeira, H.A.","s.n.","1999","11","27","Brasil","Minas Gerais","Ubá","Bairro Louriçal","-42.942798614502","-21.1200008392334",NA,NA,NA,NA,"Planta de dimorfismo sexual, inflorescência esverdeada, inicio de encosta, solo úmido, ca de 5 m. campo aberto.","VIC024326","VIC024326",NA,NA,NA,"24067","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-12-20 21:18:32-03","UFV","VIC","31686","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","215","2007","11","21","Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 5 m, seiva latescente esverdeada, sabor adoçicado,folhas de tricoma hialino em ambas as faces,tectores, estípula terminal esverdeada, tronco de superficie lisa, verde clara,flores femininas de cor verde,crescendo a pleno sol,","VIC031686","VIC031686","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2020-12-20 21:18:32-03","UFV","VIC","17175","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Lopes, W.P.; et al.","s.n.","1994","08","13","Brasil","Minas Gerais","Viçosa","Jardim Botânico Campus UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de ca 8 m, casca e alburno bege claro, casca grossa com oxidação. individuo n°1581","VIC017175","VIC017175",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-12-20 21:18:32-03","UFV","VIC","13936","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC013936","VIC013936",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2020-12-20 21:18:32-03","UFV","VIC","14111","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC014111","VIC014111",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2020-12-20 21:18:32-03","UFV","VIC","14227","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC014227","VIC014227",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-12-20 21:18:32-03","UFV","VIC","14771","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC014771",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-12-20 21:18:32-03","UFV","VIC","1112","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Standl.;","s.n.","1931","01","24","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC001112",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-12-20 21:18:32-03","UFV","VIC","724","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,NA,"s.n.","1931","01","24","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC000724","VIC000724",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-12-20 21:18:32-03","UFV","VIC","31687","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","204","2007","10","17","Brasil","Minas Gerais","Viçosa","Corrêgo fundo","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 9 m,seiva latescente de cor verde e sabor adoçicado, crescendo a pleno sol,muitas ramificações na base do tronco, trono de cor cinza.","VIC031687","VIC031687","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2020-12-20 21:18:32-03","UFV","VIC","31696","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","214","2007","11","21","Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 12 m,seiva latescente de cor verde, liberação e casca amarelada,estipula terminal escura, crescendo a plena sombra, flores masculinas de cor verde clara.","VIC031696","VIC031696","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2020-12-20 21:18:32-03","UFV","VIC","31679","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","228","2008","01","11","Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 12 m, crescendo em meia sombra, seiva latescente esverdeada, sabor levemente amargo, frutos de cor verde","VIC031679","VIC031679","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2020-12-20 21:18:32-03","UFV","VIC","20128","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Nato, J.A.A.M.","2107","1994","05",NA,"Brasil","Minas Gerais","Viçosa","Mata da Silvicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 8 m de altura","VIC020128","VIC020128",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2020-12-20 21:18:32-03","UFV","VIC","31683","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","181","2007","07","18","Brasil","Minas Gerais","Viçosa","mata de seu Nico- Sitio Bonsucesso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta de 3 m, seiva latescente esverdeada, sabor adoçicado, caule revestido de espinhos, ausente nas pontas dos ramos próximo as folhas. inflorescência de coloração esverdeada.","VIC031683","VIC031683","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2020-12-20 21:18:32-03","UFV","VIC","31762","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Lovato, M.C.","Lovato, M.C.,.; et al.","182","2003","02","19","Brasil","Paraná","Londrina","Fazenda Figueira-Piquerê","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore de 5 m, frutos imaturos verdes, árvore fora da matinha.","VIC031762","VIC031762","2003",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-12-20 21:18:32-03","UFV","VIC","35849","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Lovato, M.C.,.","306","2012","04","12","Brasil","São Paulo","Iporanga","Bairro da Serra","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"Árvore de 7 m,tronco de cor cinza claro, seiva latescente verde claro,sabor amargo,infrutescência verde claro, vestigios de estiletes do estigma de cor escura, árvore crescendo a pleno sol.","VIC035849","VIC035849","2012","04","23","38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-12-20 21:18:32-03","UFV","VIC","14100","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC014100","VIC014100",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-12-20 21:18:32-03","UFV","VIC","18759","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel",NA,"Bovini, M.G.","s.n.","1997","10","30","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Arvoreta de ca 4 m, heliófila, folhas menbranáceas, concolores,fruto imaturo verde, látex creme.","VIC018759","VIC018759",NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-12-20 21:18:32-03","UFV","VIC","18676","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Carauta, J.P.P.","Lopes, W.P.","498","1997","12","02","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Arvoreta de ca 3 m, frutos imaturos de cor verde, intenso exsudato amarelo claro.","VIC018676","VIC018676","1999","11",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-12-20 21:18:32-03","UFV","VIC","31681","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","196","2007","09","19","Brasil","Minas Gerais","Paula Cândido","Airões","-42.9803009033203","-20.8742008209229",NA,NA,NA,NA,"Árvore de 6 m, crescendo a pleno sol, casca de cor cinza de muitas pontuações clara nos ramos, folhas recobertas por tricomas de cor branca, estípula terminal verde, seiva latescente esverdeada de sabor adoçicado.","VIC031681","VIC031681","2008","08","20","13722","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-12-20 21:18:32-03","UFV","VIC","31685","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","205","2007","10","17","Brasil","Minas Gerais","Viçosa","Corrêgo fundo beira de estrada","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta de 4 m, tronco de cor cinza, de pontoações claras por todo tronco.","VIC031685","VIC031685","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-12-20 21:18:32-03","UFV","VIC","31682","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","222","2008","01","09","Brasil","Minas Gerais","Viçosa","Duas baras","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 5 m de altura e 4 m de fuste, seiva latescente de cor verde claro, sabor adoçicado crescendo na borda de mata, 2 m de fuste, tronco de cor cinza a","VIC031682","VIC031682","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-12-20 21:18:32-03","UFV","VIC","31680","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steudel","Souza, P.P. de","Souza, P.P.","201","2007","09","03","Brasil","Minas Gerais","Viçosa","Duas barras","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 5 m, crescendo a pleno sol, estipula terminal esverdeada, seiva latescente verde de sabor amargo,tronco de casca lisa de cor cinza claro de ramificações na base do tronco.","VIC031680","VIC031680","2008","08","20","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-10-20 14:17:49-03","UFOPA","HSTM","2082","PreservedSpecimen","Plantae","Moraceae","Chlorophora","tinctoria","Chlorophora tinctoria","(L.) Gaudich.","Suemitsu, C.","Suemitsu, C.","649","2011","05","17","Brasil","Pará","Itaituba","Parque Nacional da Amazônia, Base de Tracuá #?# ICMBio.","-56.666667","-3.8","56º40'0''W","3º47'60''S",NA,NA,NA,"HSTM002082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2020-10-20 14:17:50-03","UFOPA","HSTM","7867","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(Griseb.) Vázq.Avila","Garcia, R.J.F.","Braz, T.","347","2002","10","22","Brasil","Mato Grosso","Água Boa","Assentamento Rural.","-52.159444","-14.048889","52º9'34''W","14º2'56''S",NA,NA,NA,"HSTM007867","HSTM007867","2013","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045187","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","D.Don ex Steud.","G. Hatschbach","G. Hatschbach; R. Goldenberg, E. Barbosa","69802","1999","12","2","Brazil","Parana",NA,"Rio Turvo (Mun. Dr. Ulysses)","-49.007778","-24.655442",NA,NA,NA,NA,"Arvore, 5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"617","2019-11-21 14:39:54-03","UFJF","CESJ","X-085/X-111","PreservedSpecimen","Plantae","Moraceae","Chlorophora","tinctoria","Chlorophora tinctoria","(L.) Gaudich.",NA,"?","s.n.",NA,NA,NA,"Brasil","São Paulo",NA,"Museu Florestal",NA,NA,NA,NA,NA,NA,"Nome vulgar:Amoreira,taiuva,tatajuba.Árvore com 30mx100cm,na floresta,desde Amazônia ao Mato Grosso do Sul e Rio Grande do Sul.","CESJX085X1",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"618","2019-11-21 14:39:59-03","UFJF","CESJ","35703","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","R.M. Castro","D.S. Pifano; R.M. Castro","206","2001","12","01","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore ca 9 m na beira da estrada que corta a mata em local de clareira. Amentos verdes com a copa da árvore frondosa.","CESJ035703",NA,"2002","04",NA,"11991","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"619","2019-11-21 14:39:59-03","UFJF","CESJ","41163","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","R.M. Castro","R.M. Castro; L.C.S. Assis; M.O.D. Pivari; A.S.M. Valente","875","2004","01","30","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore ca 8m alt., beira da estrada CBA, próximo ao curso d'água, ao lado de um indivíduo de <em>Ficus gomelleira</em>. Ramo verde; látex esverdeado; pecíolo verde; fruto verde (maduro), pedúnculo verde.","CESJ041163",NA,"2004","01",NA,"11991","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-07-02 18:55:22-03","UFJF","CESJ","71534","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","P.H.A. Melo","P.H.A. Melo; G.M. Marcusso","5243","2016","08","17","Brasil","Minas Gerais","Matozinhos","Haras Veredas, proximidades do povoado São Bento","-44.037678","-19.428258","-44.037678","-19.428258","688","688","Vegetação sobre rochas calcárias na Caatinga, Cerrado e Mata Atlântica. Morros com afloramentos de calcário em paredões, grandes fendas e campos de lapiás. Formação aberta do carste, floresta estacional decidual e floresta estacional semidecidual. Envolt","CESJ071534",NA,"2017","05","26",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"621","2019-11-21 14:39:59-03","UFJF","CESJ","16123","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","A. Santos","L. Krieger","CESJ16123","1978","11","03","Brasil","Minas Gerais","Januária",NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,"Árvore regular, grande, lugares úmidos, inflorescência globosa, frutos globosos.","CESJ016123",NA,"2011","07","12","148972","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-11-21 14:39:59-03","UFJF","CESJ","30916","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Steud.","R.M. Castro","R.G. Silveira; F.R.G. Salimena; L.G. Canani; K. Oliveira; C.A.N. Ribeiro","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Preto","UHE de Mello, à beira da estrada a caminho das parcelas (ce 125)","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arvoreta, 3m alt., isolada, em área de pasto sujo.","CESJ030916",NA,"2002","06",NA,"20815","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-11-21 14:39:59-03","UFJF","CESJ","53045","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) Don","G. Hatschbach","J.M. Silva; J. Cordeiro; C.B. Poliquesi","6239","2007","11","29","Brasil","Paraná","Adrianópolis","Ribeirão do Rocha","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Árvore, 8m, fruto esverdeado. Floresta atlântica degradada.","CESJ053045",NA,"2007",NA,NA,"49901","auto","América do Sul",NA,NA,"Angiosperma",NA,"tinctoria",NA,NA,NA,NA,NA,NA
"624","2021-04-07 11:46:21-03","UFMS","CGMS","11099","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"G.A. Damasceno-Junior; M.M. Garcia; Pedro (guia de Bonito)","1791","1999","11","28","Brasil","Mato Grosso do Sul","Bonito","Entorno da Gruta do Lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444",NA,NA,NA,"CGMS1040411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2021-04-07 11:46:21-03","UFMS","CGMS","9872","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","G.A. Damasceno-Junior","G.A. Damasceno-Junior; M. Soares-Lima; P.V. Gonçalves; Luis e Fernanda (guias de Bonito)","2124","2000","12","16","Brasil","Mato Grosso do Sul","Bonito","Córrego Anhumas. Estrada para Gruta do Lago Azul.","-56.5688889","-21.1019444","-56,5688889","-21,1019444",NA,NA,NA,"CGMS1018228",NA,"2000","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2021-04-07 11:46:21-03","UFMS","CGMS","73519","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","G.Damasceno","D. Cuadrado; V.A. Nakamura, R.M. Fernandes, G.A. Damasceno Junior","25","2018","11","05","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Sol de Maio. Parque Nacional da Serra da Bodoquena","-56.8625","-20.5916666","-56,8625","-20,5916666","500","500",NA,"CGMS1106326",NA,"2018","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2021-04-07 11:46:21-03","UFMS","CGMS","73520","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","F.M. Alves","M.R. Oliveira; F.M. Alves, J.P.S.P. Bento","54","2018","10","31","Brasil","Mato Grosso do Sul","Bonito","Fazenda Marambaia, floresta estacional semidecidual. Parque Nacional da Serra da Bodoquena","-56.6277778","-21.105","-56,6277778","-21,105","400","400","Fruto imaturo verde Habitat: Interior de floresta estacional semidecidual Habito: Árvore","CGMS1106327",NA,"2018","10","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2021-04-07 11:46:21-03","UFMS","CGMS","57150","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","363","2010","08","28","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição Transecto 05.","-57.7788889","-21.6822223","-57,7788889","-21,6822223",NA,NA,"Fruto verde imaturo. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 6,00m de altura.","CGMS1087069",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2021-04-07 11:46:21-03","UFMS","CGMS","41028","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","G.A. Damasaceno-Junior","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","5330","2013","11","16","Brasil","Mato Grosso do Sul","Corumbá","Beira da estradada parque, caminho para as mineradoras.","-57.6180556","-19.0925","-57,6180556","-19,0925",NA,NA,NA,"CGMS1071012",NA,"2013","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2021-04-07 11:46:21-03","UFMS","CGMS","17364","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"V.R.B. Maria; F.S. Maria; A.V. Miranda","288","2004","12","12","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco, Rio Salobrinha.","-56.7652778","-20.6708334","-56,7652778","-20,6708334","178","178","Flor branca. Habitat: Mata ciliar do Rio Salobrinha (área degradada). Curso d#?#água encaixado entre morros. Habito: Árvore. 9,00m de altura.","CGMS1046662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
