"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"52","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7705",NA,"Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","E. Bausen; W. Pizziolo","109","1998","07","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreto com +- 5 metros. Com botões. P/ baixo da cachoeira, fundo de vale.","MBML007705","MBML007705",NA,"M. Sobral",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-04 11:05:54-03","UFRB","HURB","5699","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Lucas, E.; Aona, L.Y.S; Biggs, N.; Jardim, J.G.; Mazine, F.F.; Victor Júnior, V.V.; Costa, G.","1193","2013","03","13",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papua, APA do Pratigi, descida da parcela 3 antes do córrego 01;","-39.465833","-13.916111",NA,"DNA.","HURB000005699",NA,NA,NA,NA,"39°27'57 W","13°54'58 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-04 11:05:54-03","UFRB","HURB","6239","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Lucas, E.; Biggs, N.; Jardim, J.G.; Lucas. E.; Mazine. F.F.; Victor,V.V. & Costa,G.","1202","2013","03","14",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papua, APA do Pratigi, descida do córrego 01, subida pela parcela 7 e 8, trilha principal;","-39.468333","-13.919444",NA,NA,"HURB000006239",NA,NA,NA,NA,"39°28'06 W","13°55'10 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-04 11:05:54-03","UFRB","HURB","14408","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Victor Jr., V.","1408","2013","01","12",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014408",NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-04 11:05:54-03","UFRB","HURB","14409","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Victor Jr., V.","1284","2013","01","15",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014409",NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-04 11:05:54-03","UFRB","HURB","14410","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Victor Jr., V.","1280","2013","01","15",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014410",NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-06-17 15:25:20-03","UNESP-RC","HRCB","16272","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Sanchez, M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"M. Sanchez",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-03 13:56:23-03","UFF","NIT","NIT10939","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","C. Machado","83","2015","06","26",NA,"Brasil","Rio de Janeiro","Niterói","Bairro do Sapê, Comunidade da Fazendinha. Quintal.","-43.047778","-22.889444",NA,NA,"NIT00003693",NA,NA,"Machado C.",NA,"43º2'52''W","22º53'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2014-12-12 19:29:29-02","UFPB","EAN","1614","S","Plantae",NA,NA,"Myrtaceae","Myrciaria","edulis","Myrciaria edulis","(Vell.) K.",NA,NA,"1944","12","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","No Jardim Botânico do Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-11-18 11:41:00-03","UERJ","HRJ","11394","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011394",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-11-18 11:41:00-03","UERJ","HRJ","12423","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","L. P. G. Rosa; W. Silva, L. Mauad, M. C. Fraga, R. Cesar.","s.n.","2011","07","19",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012711",NA,"730","M.C. Souza","730",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-11-18 11:41:00-03","UERJ","HRJ","9940","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","C.A.L de Olivei","s.n.","2001","01","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa vista.","-43.2075004577637","-22.9027996063232",NA,NA,"HRJ00009940",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-18 11:41:00-03","UERJ","HRJ","12100","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","C.A.L. Oliveira","s.n.","2011","12","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista.","-43.2075004577637","-22.9027996063232",NA,NA,"HRJ00012712",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"65","2015-08-20 11:24:08-03","CPQBA","CPMA","2547","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell) Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPQBA",NA,NA,NA
"66","2015-08-20 11:24:08-03","CPQBA","CPMA","2548","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell) Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPQBA",NA,NA,NA
"67","2020-09-02 16:34:08-03","Cenargen","CEN","107128","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","E. J. Lucas","786","2006","11","28",NA,"Brasil","ES","SANTA TERESA","Valsugana velha, Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","Exsicatas","Frutos imaturos verde maduros passando vermelha. Material prensado com álcool. Doação da USP - Escola Superior de Agricultura -  Luiz de Queiroz Herbário ESA.Royal Botanic Gardens Kew (K). ESA ( 53786)","CEN00107128","CEN00107128","780","F. F. Mazine-Capelo","780","-40538888.0","-19965277.0","2017","23813","auto",NA,"10",NA,NA,"1",NA,NA
"68","2020-11-18 18:12:20-03","UFPR","EFC","16281","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Souza, I.; Couto, A.C.P.","225","2018","01","24",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Parnaioca","-44.2495","-23.1928",NA,"Árvore 12 m, frutos amarelos na extremidade dos galhos, muito saborosos. Floresta Ombrófila Densa Altomontana","EFC016281",NA,"9","Souza, I.","9","-44.2495","-23.1928","2018",NA,NA,NA,"02","27",NA,NA,NA,NA
"69","2021-03-15 18:29:03-03","USP","SPF","223485","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Giaretta, A","1467","2015","01","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Em frente ao portão da Fundação Estadual de Engenharia do Meio Ambiente (FEEMA).","-43.273611","-22.971944",NA,"Árvore ca. 13 m alt. Frutos amarelos. Amostra em sílica.; Floresta Ombrófila.","SPF00223485",NA,NA,"Giaretta, A",NA,"-43.273611","-22.971944","2016",NA,NA,NA,"02",NA,NA,NA,NA,NA
"70","2019-11-13 11:27:21-03","USP","SPF","155532","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Oliveira, CAL","1762","2001","01","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"SPF00155532",NA,NA,"Anônimo",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-10-07 09:35:50-03","UEFS","HUEFS","41505","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Mattos-Silva, L.A.","3890","1998","12","10",NA,"Brasil","Bahia","Una","Fazenda São Rafael (antiga Fazenda Dendheva). Ramal à esquerda da Rodovia Núcleo Colonial/São José da Vitóira, com entrada junto à cabeceira da ponte sobre o Rio Aliança.","-39.0752983093262","-15.2932996749878",NA,"Mata higrófila sul baiana.","HUEFS0041505","HUEFS0041505",NA,"M.Sobral",NA,NA,NA,"2004","36070","auto","Rosanae","05",NA,NA,NA,NA,NA
"72","2015-03-07 08:57:48-03","F","FMNH-SEEDPLANTS","V0120928F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0120928F","V0120928F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"73","2015-03-07 08:57:48-03","F","FMNH-SEEDPLANTS","V0120929F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0120929F","V0120929F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"74","2018-05-14 16:42:05-03","F","FMNH-SEEDPLANTS","V0349154F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,"C. Angeli","240","1960","11","10","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0349154F","V0349154F_01 V0349154F_02",NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"240",NA,NA,NA
"75","2018-05-14 16:22:45-03","F","FMNH-SEEDPLANTS","V0349155F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,"W. A. Voss","ICN. 86321","1983","12",NA,"South America","Brazil","Rio Grande do Sul",NA,NA,"-54","-30",NA,NA,"V0349155F","V0349155F_01 V0349155F_02",NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"ICN. 86321",NA,NA,NA
"76","2019-09-04 18:16:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Rubachia","glomerata","Rubachia glomerata",NA,"C. Gaudichaud","768","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype",NA
"77","2019-01-25 15:35:34-02","IAC","IAC","41494","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Marlierea","edulis","Marlierea edulis","(O.Berg) Nied.","L.C. Bernacci","3143","2001","01","02",NA,"Brasil","São Paulo","Jaguariúna","em cultivo doméstico","-46.9858","-22.7056",NA,NA,NA,NA,NA,"L.C. Bernacci",NA,"-46.9858","-22.7056","2001",NA,NA,NA,"01","02",NA,NA,NA,NA
"78","2020-11-23 11:39:25-03","IAC","IAC","19549","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","H.M. Souza","s/nº","1967","05","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8811","-24.7151",NA,"identificação anterior: Marlieres edulis por J. Mattos em 10/10/1967, nome popular: cambuca",NA,NA,NA,"C.F. Nardin",NA,"-47.8811","-24.7151","2018",NA,NA,NA,"06","19",NA,NA,NA,NA
"79","2020-11-23 11:39:25-03","IAC","IAC","49073","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","428","2006","11","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,"subparcela 79, indivíduo G 1295",NA,NA,NA,"J.A.M.A. Gomes et al.",NA,"-45.080223","-23.373498","2006",NA,NA,NA,"11","01",NA,NA,NA,NA
"80","2020-11-23 11:39:25-03","IAC","IAC","50378","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","584","2007","12","04",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,"subparcela 20, indivíduo I 0416",NA,NA,NA,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.",NA,"-45.083511","-23.367009","2007",NA,NA,NA,"12","04",NA,NA,NA,NA
"81","2020-07-23 12:16:30-03","CEPLAC","CEPEC","102445","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,"Sant'Ana, S. C. de","1100","2003","04","11",NA,"Brasil","Bahia","JUSSARÍ","Rodovia Jussari para Palmira, entrada à esq. Ca 7,5km da sede do município. Fazenda Teimoso. 1,5km E da entrada. RPPN Serra do Teimoso.","-39.528889","-15.158611",NA,NA,NA,NA,NA,"Sem Informação",NA,"39W31'44","15S9'31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-23 12:16:30-03","CEPLAC","CEPEC","44874","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis",NA,"D. Martins",NA,"1985","03","12",NA,"Brasil","Rio de Janeiro","rio de janeiro","Estrada Vista Chinesa 741.","-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll> Cambuca",NA,NA,NA,"M. Sobral",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"83","2019-11-12 17:14:56-03","URICER","HPBR","11466","S","Plantae",NA,NA,"Lauraceae","Plinia","edulis","Plinia edulis","(Vell) Sobral","VENERAL,J.",NA,"2006","08","31",NA,"Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR011466",NA,NA,"DARIVA,G.",NA,NA,NA,"2012","46790","auto",NA,"10","26",NA,"1",NA,NA
"84","2019-02-27 14:03:22-03","UFSJ","HUFSJ","6612","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Faria, JEQ; Staggemeier, VG","3004","2012","11","06",NA,"Brasil","Rio de Janeiro",NA,"Estrada de terra nas proximidades de Rio Bonito","-42.583611","-22.721111",NA,"Árvore ca. 20 m de altura, caule liso, botões florais verdes no caule","HUFSJ006612",NA,NA,NA,NA,"-42.583611","-22.721111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-16 08:42:22-03","Fiocruz","FIOCRUZ-CBPM","163","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Leonello, A. C.","18","1998","03","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca. Estrada da Vista Chinesa (FEEMA).","-43.207778","-22.903333",NA,"Árvore com 8m alt.","CBPM00000163",NA,NA,"Barroso,G. M.",NA,"43º12'28''W","22º54'12''S","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-01 15:06:45-03","UnB","UB","199067","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Faria, JEQ; Staggemeier, VG","3004","2012","11","06","Southern America","Brasil","Rio de Janeiro","Rio Bonito","Estrada de terra nas proximidades de Rio Bonito","-42.583611","-22.721111",NA,"Árvore ca. 20 m de altura, caule liso, botões florais verdes no caule; Floresta ombrófila densa",NA,NA,"65","Souza, MC","65","-42.583611","-22.721111","2012",NA,NA,NA,"11",NA,NA,NA,NA,NA
"87","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Pereira, FB","46","2001","12","29","Southern America","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice","-44.151667","-22.850278",NA,"Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda, Projeto de Bioprospecção; Árvore, 9m de altura, 41cm de DAP, folha verde, caule rosa, raiz marrom, solo argiloso; Solo argiloso, capoeira/pasto, luminosidade intensa",NA,NA,"670","Sobral, M","670","-44.151667","-22.850278","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Leoni, LS","7056","2007","11","28","Southern America","Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita","-42.0297012329102","-20.8083000183105",NA,"Árvore cerca de 8-10m de altura, caule liso, ramos visiveis; flores reunidas em glomérulos caulinares de cor alva; Borda de floresta",NA,NA,"600","Leoni, LS","600",NA,NA,"2007","14353","auto",NA,"11","28",NA,NA,NA,NA
"89","2019-10-03 10:04:22-03","UFSCar","SORO","4315","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Gomes, J.A.M.A.; Santos, O.A.; Santos, S.; Benedetti, F.J.","584","2007","12","04",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela 1 (Parque Estadual Serra do Mar, Núcleo Picinguaba); Floresta Ombrófila Densa Submontana. 350m de altitude","-45.0699996948242","-23.4300003051758",NA,"Árvore, 16m alt., 105,5cm PAP",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"90","2020-08-20 14:58:28-03","UFSC","FLOR","37272","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Falkenberg, D.B.; Oliveira, C.P.L. de","11123","2009","01","27",NA,"Brasil","Santa Catarina","Florianópolis","Antes da subida do Morro do Badejo, margem do rio que desce da Quebrada, Ilha de Santa Catarina.","-48.484167","-27.6175",NA,"arvoreta, 12 cm de dAp, flor esbranquiçada, 5m altura. Provavelmente cultivada","FLOR0037272",NA,"15",NA,"15","48º29'3''W","27º37'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-04 15:45:38-03","IF","SPSF","41018","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","edulis","Plinia edulis","Nied.","N.M.Ivanauskas & D.Souza & P.L.Jesus","6264","2008","03","22","América do Sul","Brasil","SP","Ubatuba","Ponta da Espia","-45.083056","-23.498056",NA,"COLETA: Árvore 11m altura; frutos maduros verdes.;",NA,NA,"100","J.A.Pastore","100",NA,NA,"2012",NA,NA,"Magnoliopsida","02","03",NA,NA,NA,NA
"92","2017-09-11 17:11:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Rubachia","glomerata","Rubachia glomerata","O.Berg","Gaudichaud Beaupré, C","768",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Original herbarium: Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:11:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Rubachia","glomerata","Rubachia glomerata","O.Berg","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in hortis cultis, Cambuca dicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:44:16-03","UFRGS","ICN","202315","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Margis, R","s.n.","2020","10",NA,"América do Sul","Brasil","RS","Gravatai","Morungava","-50.896944","-29.864722",NA,"Arbusto de 1,5 m de altura",NA,NA,NA,"Margis, R",NA,"-50.896944","-29.864722","2020",NA,NA,NA,"10",NA,NA,NA,NA,NA
"95","2021-02-08 12:44:16-03","UFRGS","ICN","096183","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Carauta, JPP; Landrum, LR; Landrum, S","4267","1982","01","10","América do Sul","Brasil","RJ","Rio de Janeiro","Alto da Boa Vista , Estrada da Vista Chinesa, Km 3-4","-43.2075004577637","-22.9027996063232",NA,"Orla da Floresta.",NA,NA,"370",NA,"370",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:44:16-03","UFRGS","ICN","086244","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Voss, W","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Sapucaia do Sul","Parque Zoológico","-51.1483001708984","-29.8246994018555",NA,"Árvore 4-5m, cultivada, estéril.",NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"7291","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:44:16-03","UFRGS","ICN","086321","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Voss, W","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Sapucaia do Sul","Parque Zoológico","-51.1483001708984","-29.8246994018555",NA,"Árvore ca. 60m, cultivada, frutos comestíveis.",NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"7291","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:44:16-03","UFRGS","ICN","090702","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Sobral, M; Attili, D","6627",NA,NA,NA,"América do Sul","Brasil","SP","Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242",NA,"Árvore de 20m em interior de mata, estéril; Região de Mata Atlântica",NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:44:16-03","UFRGS","ICN","120968","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Nunes, CC","s.n.","2000","05","20","América do Sul","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"7549","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:44:16-03","UFRGS","ICN","179590","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Matzenbacher, NI","s.n.","2014","05","08","América do Sul","Brasil","RS","Porto Alegre","Jardim Botânico, FZB","-51.2299995422363","-30.0331001281738",NA,"árvore ca. 4 m alt., córtex liso, esfoliado",NA,NA,NA,"Picada, DS",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-08-26 10:50:14-03","MCN-FZBRS","HAS","75823","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Mattos, J.","25811","1984","08",NA,NA,"Brasil","Rio Grande do Sul","Maquiné","Est. Exp. Fit. de Osório","-50.2071990966797","-29.6749992370605",NA,"cultivada","HAS0075823",NA,NA,"Grings, M.",NA,NA,NA,"2011","28094","auto",NA,"07","26",NA,NA,NA,NA
"102","2020-08-26 10:50:14-03","MCN-FZBRS","HAS","75822","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Martins, N.","s.n.","1978","03",NA,NA,"Brasil","Rio Grande do Sul",NA,"na parada 73, na rodovia POA-Gravataí",NA,NA,NA,"arvoreta cultivada","HAS0075822",NA,NA,"Grings, M.",NA,NA,NA,"2011",NA,NA,NA,"07","26",NA,NA,NA,NA
"103","2020-08-26 10:50:14-03","MCN-FZBRS","HAS","75825","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Mattos, J.","8762",NA,NA,NA,NA,"Brasil","São Paulo","Cultivada",NA,NA,NA,NA,"árvore florescendo","HAS0075825",NA,NA,"Grings, M.",NA,NA,NA,"2011",NA,NA,NA,"07","26",NA,NA,NA,NA
"104","2020-08-26 10:50:14-03","MCN-FZBRS","HAS","75828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Mattos, J.","s.n.","1968","01",NA,NA,"Brasil","Minas Gerais","Alferes",NA,NA,NA,NA,"árvore cultivada; frutos maduros.","HAS0075828",NA,NA,"Grings, M.",NA,NA,NA,"2011",NA,NA,NA,"07","26",NA,NA,NA,NA
