"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","528594","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa","Lagoa Santa","-43.8894","-19.6272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528594","NY00528594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","528585","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"A. M. Amorim","2109","1998","01","21","South America","Brazil","Bahia","Canavieiras","Rodovia Canavieiras a Santa Luzia. Coletas efetuadas a ca. de 2 km a partir do inicio da estrada","-39.08","-15.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528585","NY00528585_01","B. M. Torke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","528592","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528592","NY00528592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","823030","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"S. C. de Sant'Ana","236","1992","11","19","South America","Brazil","Bahia","Presidente Jânio Quadros","BA 11 km de ramal à direita, na estrada de acesso a Grajeru, ligando ao Km 32 da estrada Pres. Jânio Quadros/Condeúba.","-41.6781","-14.6894","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823030","NY00823030_01","I. Cordeiro","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","528579","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"W. W. Thomas","9053","1992","05","01","South America","Brazil","Bahia","Ilhéus","Rd. from Olivença to Maruim, 6.1 km W of Olivença. Forest on N side of road","-39.05","-14.98","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528579","NY00528579_01","R. L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1145493","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","I.M.Johnst.",NA,"D. S. Farias","190","1994","03","17","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Trilha p/Pelonha, estrada em frente a trilha do Morrop do Calc rio. Área FP017. Indivíduo F0298.","-42.283","-22.525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320072' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145493","NY01145493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","528595","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"R. P. Belém","3239","1967","01","31","South America","Brazil","Bahia","Belmonte","Belmonte","-38.88","-15.86","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528595","NY00528595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1063752","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"G. Eiten","8499","1968","08","31","South America","Brazil","Mato Grosso","Barra do Garças","254 km along new road NNE of village of Xavantina. 6.6 km due S of Royal Society-Royal Geographic Society Base Camp.","-51.75","-12.85","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063752","NY01063752_01","G. L. Webster","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01081499","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"A. M. Amorim","5495","2006","01","07","South America","Brazil","Bahia","Una","Ecoparque de Una. Rodovia BA-001 (Iléus-Una). Região de Mata Hidrófila Sul Baiana. Entorno da REBIO de Una.","-39.0547","-15.1597","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1231977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081499","NY01081499_01","K. J. Wurdack","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","528582","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"J. G. Jardim","96","1993","03","09","South America","Brazil","Bahia","Una","Una Biological Reserve. Reserva Biológica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilhéus","-39.08","-15.15","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528582","NY00528582_01","A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","528580","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"W. W. Thomas","8938","1992","01","29","South America","Brazil","Bahia","Ilhéus","Along rd. from Olivença to Maruim, 3.2 km SW of Olivença.","-39.05","-14.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528580","NY00528580_01","G. L. Webster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","528588","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"G. G. Hatschbach","31496","1973","02","13","South America","Brazil","Minas Gerais","Sete Lagoas","Sete Lagoas","-44.2467","-19.4658","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528588","NY00528588_01","G. L. Webster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","528581","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"W. W. Thomas","10291","1994","02","06","South America","Brazil","Bahia","Una","Una Biological Reserve. (Reserva de Mico-leao), 4.1 km west of road from Ilhéus to Una, 5.6 km west to reserve gate","-39.0611","-15.1806","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528581","NY00528581_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-05-17 10:21:00-03","NY","NYBG","02681733","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera",NA,NA,"S. J. da Silva Neto","1349","1999","11","18","South America","Brazil","Rio de Janeiro","Duque de Caxias","Trilha ao redor da barragem, lado direito, interior da mata. Reserva da Petrobras","-43.266667","-22.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2942629' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681733","NY02681733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","528601","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"M. N. F. da Silva","312","1983","05","13","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR 163, km 1023","-55.33","-7.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528601","NY00528601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","528591","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"A. F. M. Glaziou","5724","1871","12","28","South America","Brazil","Rio de Janeiro","Niterói","Morro do Viraçao","-43.1036","-22.8833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528591","NY00528591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","528586","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"S. C. de Sant'Ana","702","1998","10","12","South America","Brazil","Bahia","Canavieiras","Cerca de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras","-39.1978562","-15.5102246","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528586","NY00528586_01","D. C. Daly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","585678","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"L. A. Mattos Silva","4012","1999","08","11","South America","Brazil","Bahia","Una","Fazenda Juerana. Ramal com entrada no km 18 da Rodovia Una/Sao José da Vitória. Coletas na mata próxima à REBIO (Reserva Biológica de Una)","-39.150416","-15.2126744","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585678","NY00585678_01","K. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","528584","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"J. G. Jardim","24","1993","01","07","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus-Una","-39.08","-15.15","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528584","NY00528584_01","B. M. Torke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","528578","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"W. W. Thomas","9740","1993","02","03","South America","Brazil","Bahia","Ilhéus","10 km S of Ilhéus airport on road to Olivença, then 3 km W","-39.05","-14.98","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528578","NY00528578_01","G. L. Webster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1063754","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","leandri","Pera leandri","Baill.",NA,"W. W. Thomas","4735","1985","10","31","South America","Brazil","Mato Grosso","Pontes e Lacerda","9 km NW of Pontes e Lacerda on BR 364 to Vilhena","-59.42","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193926' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063754","NY01063754_01","M. J. Huft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1063753","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Pera","leandri","Pera leandri","Baill.",NA,"W. W. Thomas","3842","1985","09","17","South America","Brazil","Mato Grosso","Sinop","3-6 km E of BR-163 on road N of Rio Celeste (MT 225), 51 km S of Sinop.","-55.57","-12.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063753","NY01063753_01","M. J. Huft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","273286","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Peraceae","Spixia","leandri","Spixia leandri","Mart.","possible syntype","Martii Herbar. Florae Brasil.","466","1841",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"In valley Larangeiras",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273286","NY00273286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:53-03","UFRJ","RFA","39180","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"T. U. P. Konno; M. F. O. Silva; M. N. Galvão","1103","2007","12","07",NA,"Brasil","Rio de Janeiro","Macaé","Lagomar, Petrobrás, Terminal Cabiúnas (TECAB), área A, próximo ao canteiro da ODEBEI","-41.725","-22.288333",NA,"Arbusto ca 2 m de altura, frutos maturos","RFA32695",NA,NA,NA,NA,"41º43'30''W","22º17'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:53-03","UFRJ","RFA","40480","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Konno, T.U.P.; Silva, M.F.O., Galvão, M.N.","1187","2009","07","16",NA,"Brasil","Rio de Janeiro","Macaé","Lagomar, Petrobrás, Terminal Cabiúnas (TECAB).","-41.435278","-22.172778",NA,NA,"RFA33030",NA,NA,NA,NA,"41º26'7''W","22º10'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:53-03","UFRJ","RFA","40036","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"T. U. P. Konno; M. F. O. Silva; M. N. Galvão","1093","2007","12","07",NA,"Brasil","Rio de Janeiro","Macaé","Lagomar, Petrobrás, Terminal Cabiúnas (TECAB), área de trabalho D","-41.434722","-22.170833",NA,"Arbusto ca. 1,5 m de altura. Brácteas amarelo-esverdeadas protegendo totalmente as flores masculinas","RFA32696",NA,NA,NA,NA,"41º26'5''W","22º10'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:53-03","UFRJ","RFA","39633","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Finotti R.; Caruzo J.","128","2007","04","00",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,"Arvore de 6 metros de altura e PAP de 21,3 cm.","RFA24639",NA,"Arline Souza","50","50",NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:53-03","UFRJ","RFA","39314","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"N.G. Antas","11","2010","02","12",NA,"Brasil","Rio de Janeiro","Niterói","Bairro Pendotiba, trilha do Cantagalo (perto do bambuzal)","-43.1035995483398","-22.88330078125",NA,"Arvoreta. Filotaxia alterna. Flor amarela, axilar, unissexuada","RFA47504",NA,"N.G. Antas",NA,NA,NA,NA,"14785","auto","2010","02","12",NA,NA,NA,NA,NA
"39","2020-06-29 11:31:53-03","UFRJ","RFA","31777","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Vania Alves Garcia",NA,"2000","05",NA,NA,"Brasil","Minas Gerais","Santana do Deserto","Mata Bela Fama","-43.1664009094238","-21.9500007629395",NA,NA,"RFA40492",NA,"S.J. Silva Neto",NA,NA,NA,NA,"12740","auto","2001",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:46:37-03","EAO","IAN","118995","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Belém, RP; Magalhães, MG","764","1965","04","11","Southern America","Brasil","Bahia",NA,"Rodovia Camacan-Canavieira, 30km w de Canavieira. Restiga.",NA,NA,NA,"Árvore de 4m x 10cm diam.; frutos esverdeados.","IAN118995",NA,"Bigio, NC",NA,NA,NA,NA,NA,NA,"2008","09","09",NA,NA,NA,NA,NA
"41","2021-03-30 12:46:37-03","EAO","IAN","15460","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Fróes, RL","20038","1942","12","04","Southern America","Brasil","Bahia",NA,"De Sao Jose dos Macucos a Itabuna região cacaueira.",NA,NA,NA,NA,"IAN015460","IAN015460 IAN015460_e","Bigio, NC",NA,NA,NA,NA,NA,NA,"2008","09","09",NA,NA,NA,NA,NA
"42","2021-03-30 12:46:37-03","EAO","IAN","197319","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Cruz, ED","1171","2016","06","15","Southern America","Brasil","Pará","Moju","Fazenda Agroecólogica São Roque, floresta de terra firme.","-49.009667","-3.068417",NA,"Árvore bifurcada. AT=4 m.","IAN197319",NA,"Bigio, NC",NA,NA,"-49.009667","-3.068417",NA,NA,"2019","11",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:46:37-03","EAO","IAN","120431","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.",NA,"Belém, RP; Pinheiro, RS","2402","1966","06","02","Southern America","Brasil","Bahia","Una","Mata costeira.","-39.0752983093262","-15.2932996749878",NA,"Árvore de 4m x 8cm diam; frutos verdes.","IAN120431",NA,"Bigio, NC",NA,NA,NA,NA,"36070","auto","2008","09","09",NA,NA,NA,NA,NA
