"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"48","2021-03-01 16:32:00-03","UNICAMP","UEC","90195","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Leitão Filho, HF; et al.","32602","1994","12","14",NA,"Brazil","São Paulo","Ubatuba","Ilha Anchieta - Trilha para Praia do Sul","-45.0699996948242","-23.4300003051758",NA,"Árvore6m, frutos vinhos.","UEC018222","UEC018222",NA,NA,"34265","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:32:00-03","UNICAMP","UEC","67676","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Morais, MD; et al.","29317","1993","11","09",NA,"Brazil","São Paulo","Ubatuba","Trilha do corisco, Pincinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore 5,5m, flores esverdeadas, frutos vináceos.","UEC018232","UEC018232",NA,NA,"34265","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:02:04-03","FURB","FURB","6416","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach, G","Barbosa, E.; Silva, J.M.","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga.","-48.3288993835449","-25.3066997528076",NA,NA,"FURB01939","FURB01939",NA,NA,"37295","auto","2006","09",NA,NA,NA,NA,"27",NA,NA,NA
"51","2020-10-14 10:02:04-03","FURB","FURB","1925","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach, G","Hatschbach, G.; Silva, J.M. & Goldenberg, R.","73839","2002","09","25",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba, arredores.","-48.3288993835449","-25.3066997528076",NA,NA,"FURB26481","FURB26481","100","100","37295","auto","2002","09",NA,NA,NA,NA,"25",NA,NA,NA
"52","2020-10-14 10:02:04-03","FURB","FURB","46819","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Bonaldi, RA","Bonaldi, R.A.","782","2013","11","02",NA,"Brasil","Paraná","Paranaguá","Floresta do Palmito.","-48.5092010498047","-25.5200004577637",NA,NA,"FURB26480","FURB26480",NA,NA,"24916","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:53:21-03","UCS","HUCS","30702","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein.","Hatschbach, G.","Barbosa, E.","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga","-48.3288993835449","-25.3066997528076",NA,"árvore 6m, fruto vermelho - Herbário MBM; Floresta Atlântica",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:39:37-03","UTFPR","HCF","8783","S","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","G. Hatschbach","E. Barboza","1646","2006","09","27",NA,"Brasil","PR","Guaraqueçaba","Morro Cunhaporanga","-48.3288993835449","-25.3066997528076",NA,"árvore, 6 m, fruto vermelho. Floresta atlântica.",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:30:02-03","MBM","MBM","388171","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Bonaldi, R.A.","Bonaldi, R.A.","576","2012","10","16","Southern America","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,"Árvore.; Floresta Ombrófila Densa Submontana.","MBM388171","MBM388171",NA,NA,"24916","auto","2013","08",NA,NA,NA,NA,"06",NA,NA,NA
"56","2020-12-21 16:30:02-03","MBM","MBM","118682","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Hatschbach, G.","Kuniyoshi, Y.S.; Ziller, S.R.; Ziller, S.R.","5198",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM118682","MBM118682",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:30:02-03","MBM","MBM","288167","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Pastore, J.A.","Pastore, J.A.; Moura, C.; Moura, C.","1113","2003","08","15","Southern America","Brazil","São Paulo","São Vicente","Parque Estadual Xixová-Japuí, Região de Paranapuã, trilha atrás do CECOF","-46.2219","-23.5837",NA,"Árvore bifurcada, 10m altura, tronco com casca de cor marrom avermelhada, flores amarelas, perfumadas.; Mata","MBM288167",NA,NA,NA,NA,NA,"2003","08","-46.2219","-23.5837",NA,NA,"26",NA,NA,NA
"58","2020-12-21 16:30:02-03","MBM","MBM","390309","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Bonaldi, R.A.","Bonaldi, R.A.","782","2013","11","02","Southern America","Brazil","Paraná","Paranaguá","Floresta do Palmito","-48.5092010498047","-25.5200004577637",NA,"Arvoreta de 4 m de altura.; Floresta Ombrófila Densa das Terras Baixas.","MBM390309","MBM390309",NA,NA,"24916","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:30:02-03","MBM","MBM","212863","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Hatschbach, G.","Ziller, S.R.; et al.; et al.","1384",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda Guam","-48.3288993835449","-25.3066997528076",NA,NA,"MBM212863","MBM212863",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:30:02-03","MBM","MBM","275352","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Goldenberg, R.; Silva, J.M.; Goldenberg, R.","73839","2002","09","25","Southern America","Brazil","Paraná","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,"MBM275352","MBM275352",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:30:02-03","MBM","MBM","388171","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Bonaldi, R.A.","Bonaldi, R.A.","576","2012","10","16","Southern America","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,"Árvore.; Floresta Ombrófila Densa Submontana.","MBM388171","MBM388171",NA,NA,"24916","auto","2013","08",NA,NA,NA,NA,"06",NA,NA,NA
"62","2015-09-05 06:43:29-03","MNHN","RECOLNAT_MNHN_P","P04651616","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","Donné par le Muséum Bot. de Berlin, 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651616' target='other'> <mi>dwc_moreinfo</mi></a>","P04651616","P04651616_01 P04651616_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","228",NA
"63","2015-09-05 06:43:29-03","MNHN","RECOLNAT_MNHN_P","P04651617","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Dusén, P.",NA,"1914","7","22",NA,"Brasil","Paraná",NA,"Serra da PRata",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651617' target='other'> <mi>dwc_moreinfo</mi></a>","P04651617","P04651617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15322",NA
"64","2015-09-05 06:43:29-03","MNHN","RECOLNAT_MNHN_P","P04651619","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651619' target='other'> <mi>dwc_moreinfo</mi></a>","P04651619","P04651619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3051",NA
"65","2015-09-05 08:15:05-03","MNHN","RECOLNAT_MNHN_P","P04845299","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"A Scabbia, R.J.|Silva, C.|Silva, F.B.|Oliveira, T.R.",NA,"2007","9","29",NA,"Brasil","São Paulo","Santo André","Santo André, SP, Subprefeitura de Paranapiacaba e Parque Andreense, Rua Euclides","-46.45972","-23.76861","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04845299' target='other'> <mi>dwc_moreinfo</mi></a>","P04845299","P04845299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5182",NA
"66","2015-09-05 08:15:05-03","MNHN","RECOLNAT_MNHN_P","P04845300","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Almeida-Scabbia, R.J.|Búgola-Silva, F.|Silva, C.|Oliveira, T.R.",NA,"2007","11","29",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Rua Euclides","-46.45972","-23.76833","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04845300' target='other'> <mi>dwc_moreinfo</mi></a>","P04845300","P04845300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5182",NA
"67","2015-09-05 10:53:08-03","MNHN","RECOLNAT_MNHN_P","P05490613","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Spruce, R.",NA,"1851","10","1",NA,"Brasil","Amazonas",NA,"Barra",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05490613' target='other'> <mi>dwc_moreinfo</mi></a>","P05490613","P05490613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1844",NA
"68","2015-09-05 06:43:29-03","MNHN","RECOLNAT_MNHN_P","P04651618","PreservedSpecimen",NA,NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Dusén, P.",NA,"1914","8","12",NA,"Brasil","Paraná","Morretes","Jaçarehý","-48.834400177002","-25.476900100708","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651618' target='other'> <mi>dwc_moreinfo</mi></a>","P04651618","P04651618_01",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,"15362",NA
"69","2020-10-01 14:22:28-03","JBB","HEPH","19126","S","Plantae","Dicotyledon","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach, G","Hatschbach, G","73839","2002","09","25","Southern America","Brasil","Paraná","Guaraquecaba","Tagacaba arredores",NA,NA,NA,"Alt.100-150m",NA,NA,"100","100",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:36:46-03","UFMG","BHCB","14457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Stehmann, JR; Pedralli, G; Teixeira, MCB","s.n.","1987","11","01","Southern America","Brasil","Minas Gerais","Minas Novas",NA,"-42.5903015136719","-17.218599319458",NA,NA,NA,NA,NA,NA,"54253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:36:46-03","UFMG","BHCB","76241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Hatschbach, G","73839","2002","09","25","Southern America","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:19:15-03","UFPR","UPCB","46389","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schinz.","Hatschbach, G.","Hatschbach, G.","73839","2002","09","25",NA,"Brasil","Paraná","Tagaçaba","Arredores",NA,NA,NA,"Arvoreta 5m, flor creme. Floresta encosta do morro. Alt.: 100-150m s.n.m..",NA,NA,NA,NA,NA,NA,"2002","01",NA,NA,NA,NA,"01",NA,NA,NA
"73","2021-02-11 17:19:15-03","UFPR","UPCB","58419","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schinz.","Hatschbach, G.","Barbosa, E.","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga","-48.3288993835449","-25.3066997528076",NA,"Árvore, 6m, fruto vermelho. Floresta Atlântica..",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:19:15-03","UFPR","UPCB","85956","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Hatschbach, G.","Barbosa, E | Silva, J.M.","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga","-48.3288993835449","-25.3066997528076",NA,"Árvore, 6m, fruto vermelho. Floresta atlântica..",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:19:15-03","UFPR","UPCB","46311","PreservedSpecimen","Plantae",NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schinz.","Ribas, O.S.","Cervi, A.C.","8379","2002","12","04",NA,"Brasil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,"Arbusto ca. 2m, frutos vinosos deiscentes, sementes com arilo alvo. Planta rara para o estado do Paraná..",NA,NA,NA,NA,"24916","auto","2002","01",NA,NA,NA,NA,"01",NA,NA,NA
"76","2010-01-20 14:59:00-02","MO","MOBOT","100242699","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","G. Hatschbach","Y.S. Kuniyoshi|S.R. Ziller","Kuniyoshi 5198","1987","6","19","South America","Brazil","Paraná",NA,"Paranaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2009-07-21 23:34:00-03","MO","MOBOT","2458108","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Sleumer, H. O.","Per Dusén","Dusén 15322",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2012-06-06 05:06:00-03","MO","MOBOT","3408010","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach","Gert G. Hatschbach|J.M. Silva|Renato Goldenberg","Hatschbach 73839","2002","11","25","South America","Brazil","Paraná",NA,"Tagacaba, arredores (mun. Guaraquecaba)",NA,NA,NA,NA,NA,NA,"100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","11941","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","R.B. Torres & E. Ramos","M.R. Pietrobom-Silva & F.M. Pedro","3451.0","1996","08","15","América do Sul","Brasil","São Paulo","Turiúba","Estrada de terra viscinal Planalto-Turiúba, margem do Ribeirão Santa Barbara, próximo a Pedreira","-50","-20.96666667",NA,"Arbustiva, ca. 2m de altura, inflorescência amarelada, interior da mata",NA,NA,NA,NA,NA,NA,"2004","03","-50.00000000","-20.96666667","Magnoliopsida",NA,NA,NA,NA,NA
"80","2020-06-22 14:18:36-03","UNESP-IBILCE","SJRP","17010","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","G. Hatschbach","S.R. Ziller",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,"Árvore 20 m, floresta primária pouco alterada, em encosta, frutos imaturos vermelho-escuros.;",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"81","2015-10-22 10:02:54-02","UNIOESTE","UNOP","5047","S","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach, G.","Barbosa, E.; Silva, J.M.; Silva, J.M.","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro cunhaporanga municipio guaraqueçaba parana .","-48.3288993835449","-25.3066997528076",NA,"Árvore, 6 m, fruto vermelho. Floresta altântica.",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-10-22 10:02:52-02","UNIOESTE","UNOP","1513","S","Plantae",NA,NA,"Flacourtiaceae","Lacistema","lucidum","Lacistema lucidum","Schinz","Ribas, O.S.","Cervi, A.C.; Vieira, A.L.; Vieira, A.L.","8379","2002","12","04",NA,"Brasil","Paraná","Paranaguá","Parque Estadual do Palmito.","-48.5092010498047","-25.5200004577637",NA,"Arbusto ca. 2m, frutos vinosos deiscentes, sementes com arilo alvo. Planta rara para o estado do Paraná.",NA,NA,NA,NA,"24916","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","33232","PreservedSpecimen","Plantae",NA,"Piperales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,NA,"3051",NA,NA,NA,"South America","Brazil",NA,NA,"Brasiliæ Tropicæ.",NA,NA,NA,NA,"US03527320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"84","2019-12-09 17:30:04-03","UFPR","EFC","15674","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Bonaldi, R.A.","Bonaldi, R.A.","782","2013","11","02",NA,"Brasil","Paraná","Paranaguá","Floresta do Palmito","-48.5337","-25.6049",NA,"Arvoreta de 4m. Floresta Ombrófila Densa das Terras Baixas","EFC015674",NA,"26","26",NA,NA,"2013",NA,"-48.5337","-25.6049",NA,NA,NA,NA,NA,NA
"85","2019-10-29 10:07:51-03","UFPR","EFC","1326","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.",NA,"Kuniyoshi, Y.S.; Ziller, S.R.","5198","1987","06","19",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,"Arvoreta comum em sub-bosque, vegetação secundária da floresta de planície. __COMMOM_NAME__: Guaçatunga","EFC001326",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:20:31-03","USP","SPF","97232","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Santos, A","Godoy, SAP","266","1994","09","14",NA,"Brasil","São Paulo","São Paulo",NA,"-46.735","-23.835556",NA,NA,"SPF00097232",NA,NA,NA,NA,NA,"2012","06","-46.735","-23.835556",NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:20:31-03","USP","SPF","97233","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Santos, A","Godoy, SAP","264","1994","09","14",NA,"Brasil","São Paulo","São Paulo",NA,"-46.735","-23.835556",NA,NA,"SPF00097233",NA,NA,NA,NA,NA,"2012","06","-46.735","-23.835556",NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:20:31-03","USP","SPF","156336","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Hatschbach, G","Hatschbach, G","73839","2002","09","25",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"SPF00156336",NA,"100","150","37295","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-25 13:52:21-03","UNIVILLE","JOI","6710","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","G. Hatschbach","E. Barbosa","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga.","-48.3288993835449","-25.3066997528076",NA,"; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Atlântica","JOI006710","JOI006710",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-25 13:52:21-03","UNIVILLE","JOI","2112","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Jotham Ziffer Berger","Björn Mehlhaff","203","2006","09","13",NA,"Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória, trilha preta.","-48.6380996704102","-26.2432994842529",NA,"; HABITO: arvoreta","JOI002112","JOI002112",NA,NA,"23627","auto","2006","01",NA,NA,NA,NA,"01",NA,NA,NA
"91","2019-10-07 09:31:34-03","UEFS","HUEFS","120543","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Couto, A.P.L.","174","2006","07","30",NA,"Brasil","Bahia","Lençóis",NA,"-41.383333","-12.566667",NA,"Floresta estacional","HUEFS0120543","HUEFS0120543","600","600",NA,NA,"2014","07","41W23'0''","12S34'0''","Rosanae",NA,NA,NA,NA,NA
"92","2019-10-07 09:31:34-03","UEFS","HUEFS","120555","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Couto, A.P.L.","186","2006","07","30",NA,"Brasil","Bahia","Lençóis",NA,"-41.383333","-12.566667",NA,"Floresta estacional","HUEFS0120555","HUEFS0120555","600","600",NA,NA,"2014","07","41W23'0''","12S34'0''","Rosanae",NA,NA,NA,NA,NA
"93","2019-10-07 09:31:34-03","UEFS","HUEFS","30489","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Funch, L.S.","724","1993","09","13",NA,"Brasil","Bahia","Lençóis","Rio Lençóis.","-41.411111","-12.556389",NA,NA,"HUEFS0030489","HUEFS0030489","700","700",NA,NA,"2014","07","41W24'40''","12S33'23''","Rosanae",NA,NA,NA,NA,NA
"94","2019-10-07 09:31:34-03","UEFS","HUEFS","35310","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Melo, E.","2551","1998","11","14",NA,"Brasil","São Paulo","Ubatuba","SP-55 Povoado Lagoinha, Ruína dos escravos.","-45.199444","-23.508333",NA,"Mata Atlântica alterada. Interior da mata","HUEFS0035310","HUEFS0035310 HUEFS0035310_e1","25","25",NA,NA,"2019","05","45W11'58''","23S30'30''","Rosanae",NA,NA,NA,NA,NA
"95","2019-10-07 09:31:34-03","UEFS","HUEFS","40946","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Santos, R.B.","9","1999","01","08",NA,"Brasil","Bahia","Lençóis","Adjacente ao rio Lençóis.","-41.403056","-12.560278",NA,"Mata de encosta.","HUEFS0040946","HUEFS0040946",NA,NA,NA,NA,"2014","07","41W24'11''","12S33'37''","Rosanae",NA,NA,NA,NA,NA
"96","2019-10-07 09:31:34-03","UEFS","HUEFS","90698","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","van den Berg, C.","1403","2004","04","06",NA,"Brasil","Bahia","Palmeiras","Cachoeirinha Pai Inácio.","-41.383333","-12.566667",NA,NA,"HUEFS0090698","HUEFS0090698",NA,NA,NA,NA,"2014","07","41W23'","12S34'","Rosanae",NA,NA,NA,NA,NA
"97","2019-10-07 09:31:34-03","UEFS","HUEFS","96126","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Couto, A.P.L.","15","2004","09","05",NA,"Brasil","Bahia","Lençóis",NA,"-41.361389","-12.554167",NA,"Mata de planalto.","HUEFS0096126","HUEFS0096126","550","550",NA,NA,"2014","07","41W21'41''","12S33'15''","Rosanae",NA,NA,NA,NA,NA
"98","2019-10-07 09:31:34-03","UEFS","HUEFS","97561","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Funch, L.S.","724","1993","09","13",NA,"Brasil","Bahia","Lençóis","Rio Lençóis, Licio.","-41.433333","-12.55",NA,NA,"HUEFS0097561","HUEFS0097561",NA,NA,NA,NA,"2014","07","41W26'","12S33'","Rosanae",NA,NA,NA,NA,NA
"99","2019-10-07 09:31:34-03","UEFS","HUEFS","97571","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Funch, L.S.","743","1993","12","26",NA,"Brasil","Bahia","Lençóis","Rio Lençóis, na trilha da encosta.","-41.433333","-12.55",NA,NA,"HUEFS0097571","HUEFS0097571",NA,NA,NA,NA,"2014","07","41W26'","12S33'","Rosanae",NA,NA,NA,NA,NA
"100","2019-10-07 09:31:34-03","UEFS","HUEFS","98948","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","L.C.Marinho","Funch, L.S.","678","1993","08","31",NA,"Brasil","Bahia","Lençóis","Rio Lençóis.","-41.383333","-12.533333",NA,NA,"HUEFS0098948","HUEFS0098948",NA,NA,NA,NA,"2014","07","41W23'","12S32'","Rosanae",NA,NA,NA,NA,NA
