"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"108","2020-11-04 11:13:38-03","ESALQ","ESA","102830","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Volpi, R.L.","346.0","2002","12","05",NA,"Brasil",NA,NA,NA,"ESA102830","Magnoliophyta",NA,NA,"Romero, R.","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,"ESA102830",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:13:38-03","ESALQ","ESA","20596","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Souza, V.C. et al.","7840.0","1995","03","07",NA,"Brasil",NA,NA,NA,"ESA020596","Magnoliophyta",NA,"(Mart.) DC.","Goldenberg, R.","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:13:38-03","ESALQ","ESA","122314","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Vincent, R.C.","643.0","2001","03","24",NA,"Brasil",NA,NA,"Campo sobre canga hematítica nodular","ESA122314","Magnoliophyta",NA,NA,"Sobral, M.","Minas Gerais","Nova Lima","Sa. do Rola-Moça","-43.8466987609863","-19.9855995178223","1350",NA,"1350","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:13:38-03","ESALQ","ESA","75280","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","97.0","2001","04","11",NA,"Brasil",NA,NA,"Árvore, 8m alt. Folhas com face abaxial ferrugínea. Flores creme. Interior de mata.","ESA075280","Magnoliophyta",NA,"Mart. ex DC.","Souza, V.C. & Rodrigues, R.R.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,"ESA075280",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:13:38-03","ESALQ","ESA","83053","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Vieira, S.; Araújo, A.O.; Romão, G.O.","331.0","2003","01","11",NA,"Brasil",NA,NA,"Arbusto, ca. 2,5m; frutos vináceos, ráquis ferrugínea","ESA083053","Magnoliophyta",NA,"DC.","Goldenberg, R.","Minas Gerais","Itabirito","Rodovia BR-356, próximo à gruta da santa, a 7km de Itabirito. Cerrado alterado, com afloramento.","-43.801399230957","-20.2532997131348","1187","ESA083053","1187","20553","auto","-43,839,722","-20,210,278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:13:38-03","ESALQ","ESA","60079","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Souza, V.C. ; Souza, J.P.","22080.0","1999","03","13",NA,"Brasil",NA,NA,"Arvoreta, ca. 4 m alt.; frutos vinho.","ESA060079","Magnoliophyta",NA,"DC.","Goldenberg, R.","Minas Gerais","Joaquim Felício","Serra do Cabral. 17o43'48,1S, 44o10'25,0W. Campo rupestre.","-44.1721992492676","-17.7574996948242",NA,"ESA060079",NA,"37503","auto","-44,173,611","-17,730,028","2002",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:13:38-03","ESALQ","ESA","89736","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4197.0","2005","01","19",NA,"Brasil",NA,NA,"Arbusto, 2m alt. Frutos jovens creme-esverdeados","ESA089736","Magnoliophyta",NA,NA,"Versiane A.F.A","Goiás","Pirenópolis","Serra dos Pireneus. 14km do trevo de Anápolis e Goiânia em direção ao Parque. Campo rupestre com cerrado adjacente","-48.9592018127441","-15.852499961853","1175",NA,"1175","40887","auto","-48,856,111","-15,801,667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:13:38-03","ESALQ","ESA","71208","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Farah, F.T. et al.","807.0","1998","12","15",NA,"Brasil",NA,NA,NA,"ESA071208","Magnoliophyta",NA,"(Mart.) DC.","Franco, G.A.D.C.","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,"ESA071208",NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-01-14 15:31:40-03","MN","R","10556","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Glaziou, A.F.M.","16945 a","1882","01","15",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000010556",NA,NA,"DC.","Goldenberg, R.","Minas Gerais",NA,NA,NA,NA,NA,"R000010556_001",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-01-14 15:31:40-03","MN","R","136904","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"R010053617",NA,NA,"DC.","Goldenberg, R.","Ceará",NA,NA,NA,NA,NA,"R010053617_001",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-01-17 13:47:07-03","MN","R","232254","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Alves, R.J.V. 12565; Silva, N.G.",NA,"2017","01","10",NA,"Brasil",NA,NA,NA,"R010036192,R010036193",NA,NA,"DC.",NA,"Minas Gerais","São João del-Rei","Serra do Lenheiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:31:40-03","MN","R","9634","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Glaziou, A.F.M.","16026","1882","07","18",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009634",NA,NA,"DC.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"R000009634_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-02 11:40:37-03","UFPI","TEPB","31960","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. M. Conceição","405","1998","11","09",NA,"Brasil",NA,NA,"Arbusto; caule liso; folhas simples; fruto verde imaturo.",NA,NA,NA,"DC.","Cassia Munhoz (UNB)","Maranhão","Mirador","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,NA,NA,"176498","auto",NA,NA,"1999","06",NA,NA,NA,"15",NA,NA,NA
"121","2019-03-22 12:20:58-03","IPA","IPA","17963","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Giulietti, N.; Giulietti, A.M.; Giulietti, A.M.","727","1968","12","26","Southern America","Brasil",NA,NA,"Arbusto ca. 1,5m; frutos castanhos.","IPA0017963","Plantae",NA,"Mart. ex DC.","Goldemberg, R.","Goiás","Pirenópolis","Serra dos Pireneus, alto da serra, sobre pedras.","-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto",NA,NA,"2010","08",NA,NA,NA,"05",NA,NA,NA
"122","2019-02-15 11:45:46-02","IPA","IPA","23525","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Harley, R.M.","15708","1974","01","30","Southern America","Brasil",NA,NA,"Shrub 2m high. Leaves dark green above, dusty fawn below.; Sandstone hills, dry grassland among rocks and woodland along small stream.","IPA0023525","Plantae",NA,"Mart. ex DC.","Wurdack, J.J.","Bahia",NA,"Serra do Sincorá, N. face of Serra do Ouro, 7km S. of Barra da Estiva on the Ituaçu road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:45:46-02","IPA","IPA","23555","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Harley, R.M.","15712","1974","01","30","Southern America","Brasil",NA,NA,"Small shrub 2m high. Leaves dark green with greyish evanescent tomentum above, greyish-buff beneath. Young fruit greyish.; Sandstone hills, dry grassland among rocks and woodland along small stream.","IPA0023555","Plantae",NA,"Mart. ex DC.","Wurdack, J.J.","Bahia",NA,"Serra do Sincorá, N. face of Serra do Ouro, 7km S. of Barra da Estiva on the Ituaçu road.","-41.333333","-13.666667","1200",NA,"1200",NA,NA,"-41.333333","-13.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-03-22 12:20:58-03","IPA","IPA","50555","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Barreto, E.A.A.","185","1981","10","21","Southern America","Brasil",NA,NA,"Arbusto 1,5m; folhas verdes, conjunto vermelho. Frequência ensa.; Vegetação secundária.","IPA0050555","Plantae",NA,"Mart. ex DC.","Goldemberg, R.","Minas Gerais","Ingaí","estrada Itumirim.","-44.9171981811523","-21.4011001586914","920",NA,"920","16664","auto",NA,NA,"2010","08",NA,NA,NA,"05",NA,NA,NA
"125","2020-12-20 21:18:22-03","UFV","VIC","26416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Silva, S.S. da; Basílio, L.A.","s.n.","2002","04","19",NA,"Brasil",NA,NA,"Arbusto ca.de2,5m de altura, frutos imaturos vermelhos e maduros roxo, campo rupetstre, afloramento rochoso próximo a floresta de galeria.","VIC026416",NA,NA,"DC.",NA,"Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,"VIC026416",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-20 21:18:22-03","UFV","VIC","21349","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Valente, G.E.; Silva, A.F. da","1689","2005","04","05",NA,"Brasil",NA,NA,"Planta com cerca de 2m de altura de altura. com frutos","VIC021349",NA,NA,"DC.",NA,"Minas Gerais","Ouro Preto","APA das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"VIC021349",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-20 21:18:22-03","UFV","VIC","39450","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Romero, R.; et al.","6989","2003","11","26",NA,"Brasil",NA,NA,"Arbusto 1,5m. Hipanto verde-claro, estames e corola creme.","VIC039450",NA,NA,"DC.",NA,"Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra","-46.8539009094238","-20.343900680542",NA,"VIC039450",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-20 21:18:22-03","UFV","VIC","31408","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Valente, G.E.; et al.","1851","2006","07","15",NA,"Brasil",NA,NA,"Planta com cerca de 1,50m de altura, em solo pedregoso. Folha discolor com face abaxial pardacente. Inflorescencia pardacenta.","VIC031408",NA,NA,"DC.",NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"VIC031408",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025179","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin; S. F. da Fonseca, R. Souza, R. Reis dos Santos, J. Ramos","27393","1970","3","11",NA,"Brazil",NA,NA,"Shrub ca. 2 m tall, Fruit dark gray-violet.",NA,"Magnoliophyta","Myrtales","Mart. ex DC.","J. Wurdack","Minas Gerais",NA,"Serra do Cabral. Ca. 5 km E of Parada das Batistas, MG-1.","-44.133333","-17.683333","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025178","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. Hatschbach; O. S. Ribas & D. Willberg","70308","2000","2","17",NA,"Brazil",NA,NA,"PMC-DPP 004; Arvore, 4m.",NA,"Magnoliophyta","Myrtales","Mart. ex DC.","R. Goldenberg","Goias",NA,"Serra dos Pireneus, Morro Espírito Santo (Mun. Pirenópolis) Goias, Brazil","-48.958554","-15.853804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:39:39-03","UFJF","CESJ","35109","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","L.C.S. Assis; L.M.S.Assis","27","2001","11","07","América do Sul","Brasil",NA,NA,"Arbusto ca. 1,8m, borda da mata, caule pardacento, folhas discolores. DAP maior do que 5cm. Frequente.","CESJ035109","Angiosperma",NA,"DC.","R. Goldenberg","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto",NA,NA,"2002","03",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:39:39-03","UFJF","CESJ","32370","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","L.C.S. Assis","7","2001","02","27","América do Sul","Brasil",NA,NA,"Fanerófita com 2m, encontrada na borda da mata. Seus frutos imaturos são vermelhos e os maduros lilás. Tronco pardacento, apresentando leves sulcos. DAP 3cm. É frequente na borda da mata.","CESJ032370","Angiosperma",NA,"DC.","L.C.S. Assis","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto",NA,NA,"2002","08",NA,NA,NA,"06",NA,NA,NA
"133","2019-11-21 14:39:39-03","UFJF","CESJ","40024","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","F.M. Ferreira; M.O.D. Pivari","381","2002","11","16","América do Sul","Brasil",NA,NA,"Arvoreta ca. 4m em campo, na mata ciliar. Folhas discolores, glaucas na face abaxial com nervuras salmão. Flores alvas.","CESJ040024","Angiosperma",NA,"DC.","R. Goldenberg","Minas Gerais","São Tomé das Letras","Fazenda dos Correa - Paredão","-44.9852981567383","-21.7222003936768",NA,NA,NA,"16076","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:39:39-03","UFJF","CESJ","40945","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","F.M. Ferreira","509","2003","11","08","América do Sul","Brasil",NA,NA,"Arvoreta ca. 30cm. Folhas discolores. Botões glaucos.","CESJ040945","Angiosperma",NA,"DC.","R. Goldenberg","Minas Gerais","São Tomé das Letras","Fazenda dos Correa - Paredão","-44.9852981567383","-21.7222003936768",NA,NA,NA,"16076","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:39:39-03","UFJF","CESJ","45999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","V.C. Souza; J. Paula-Souza; V.R. Scalon; A.R.Duarte","16362","1997","05","18","América do Sul","Brasil",NA,NA,"Arvoreta, ca. 3m alt.; flores alvas. Savana arborizada (cerrado) sobre solo arenoso.","CESJ045999","Angiosperma",NA,"DC.","V.C. Souza","Mato Grosso","Nova Marilândia","Estrada entre a BR-364 e Nova Marilândia, cerca de 2Km da BR-364 (cerca de 12Km N, em linha reta, de Nova Marilândia).. 14° 14'S, 56° 55W.","-56.9688987731934","-14.3643999099731",NA,NA,NA,"78997","auto",NA,NA,"1997","09",NA,NA,NA,"06",NA,NA,NA
"136","2019-11-21 14:39:39-03","UFJF","CESJ","34805","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","F.T. Farah; R.R.Rodrigeus; A.G. Nave; R.M. Benini","807","1998","12","15","América do Sul","Brasil",NA,NA,"Arvoreta de 3m de altura, com folhas discolores e botões de cor creme.Floresta de galeria.","CESJ034805","Angiosperma",NA,"DC.","G. Franco","Minas Gerais","Patrocínio","Fazendas DATERRA, Cachoeira Dourada.","-46.9925003051758","-18.9438991546631",NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:46:09-03","UFMS","CGMS","39103","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. Eiten","3389","1961","11","30",NA,"Brasil",NA,NA,"Flowers just beginning to open. lat: -21.966667 long: -48.016667 WGS84. Doação do UB.","CGMS1068487",NA,NA,"DC.","J.J. Wurdack","São Paulo","Ibaté","2,1km due SW of center of city of Ibaté.","-47.9900016784668","-21.9500007629395",NA,NA,NA,"17490","auto",NA,NA,"1973","01",NA,NA,NA,"01",NA,NA,NA
"138","2020-12-04 17:44:18-03","UNICAMP","UEC","81826","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Tozzi, AMGA; Soares-Silva, LH","94-116","1994","11","09",NA,"Brazil",NA,NA,"flor, Arbusto, botões jovens.","UEC162169","Magnoliopsida",NA,"DC",NA,"São Paulo","Cássia dos Coqueiros","Sítio Nossa Senhora do Carmo, Bairro Delícia.","-47","-21",NA,"UEC162169",NA,NA,NA,"-47","-21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:34:42-03","UNICAMP","UEC","101891","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Romero, R; Almeda, F; Robinson, O; Robinson, D; et al.","5598","1998","06","19",NA,"Brazil",NA,NA,"Árvore, ca. 2 m. Botões jovens ferrugíneos.","UEC007351","Magnoliopsida",NA,"DC",NA,"Goiás","Pirenópolis","Estrada para a serra dos Pirineus.&nf;Campo rupestre.","-49.5","-15.833333",NA,"UEC007351",NA,NA,NA,"-49.5","-15.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-04 17:44:17-03","UNICAMP","UEC","104304","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Harley, RM; Pirani, JR; Stannard, BL; Cordeiro, I; Kameyama, C","24385","1987","02","19",NA,"Brazil",NA,NA,"flor, Arbusto bastante ramificado, cerca de 1,20 m de altura. Folhas pálido-ocráceas até cinéreas na face inferior. Frutos imaturos verde-cinéreos. Perto de grande rocha.","UEC162112","Magnoliopsida",NA,"DC","Goldenberg, R","Bahia",NA,"Pico das Almas",NA,NA,"1400","UEC162112","1400",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-02-17 13:41:06-03","UNICAMP","UEC","126082","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Magalhães, GM","12","1940","01","10",NA,"Brazil",NA,NA,"fruto, Arbusto de 1 m. Muito freqüente. Habitat sujo.","UEC162177","Magnoliopsida",NA,"DC","Mello Barreto, HL","Minas Gerais","Belo Horizonte","Vila Progresso","-43.966667","-19.866667",NA,"UEC162177",NA,NA,NA,"-43.966667","-19.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-04 17:44:17-03","UNICAMP","UEC","105319","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Harley, RM; Pirani, JR; Stannard, BL; Furlan, A","27537","1988","12","16",NA,"Brazil",NA,NA,"flor, Arbusto de 1,8 m de altura. Folhas discolores, com pilosidade branca na face inferior. Hipanto rosa-esbranquiçado. Pétalas e estames alvos. Cerrado de altitude e campo com afloramentos de rochas.","UEC162166","Magnoliopsida",NA,"DC","Goldenberg, R","Bahia","Água Quente","Pico das Almas, Vertente Oeste. Entre Paramirim das Crioulas e a face NWW. do pico.","-42","-13.516667","1400","UEC162166","1400",NA,NA,"-42","-13.516667","1999",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-04 17:44:17-03","UNICAMP","UEC","10837","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3684","1976","11","27",NA,"Brazil",NA,NA,"flor, Arbustiva até 3 m, flores creme. Campo rupestre.","UEC012470","Magnoliopsida",NA,"DC","Martins, AB","Goiás","São João da Aliança","Estrada São João da Aliança a Alto Paraí",NA,NA,NA,"UEC012470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:34:42-03","UNICAMP","UEC","115591","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Matsumoto, K; Simões, AO; Lopes, CA","576","1998","01","07",NA,"Brazil",NA,NA,"Arbusto ca 2 m.","UEC008053","Magnoliopsida",NA,"DC","Matsumoto, K","Minas Gerais","Carrancas","Poço da Ponte, Borda de mata.","-44.660944","-21.4825",NA,"UEC008053",NA,NA,NA,"-44.660944","-21.4825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:34:42-03","UNICAMP","UEC","117204","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Martins, AB; Matsumoto, K; Faria, AD; Lopes, CA; Belinello, R","35689","1997","10","10",NA,"Brazil",NA,NA,"Arbusto ca 1 M.","UEC008068","Magnoliopsida",NA,"DC",NA,"Minas Gerais","Carrancas","Cachoeira Vargem Grande","-44.703056","-21.473333","950","UEC008068","950",NA,NA,"-44.703056","-21.473333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-04 17:44:17-03","UNICAMP","UEC","121618","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","70","2001","04","11",NA,"Brazil",NA,NA,"flor, Arbusto de cerca de 2 m de altura. Botões verdes. Floresta ribeirinha altomontana com campo adjacente.","UEC162116","Magnoliopsida",NA,"DC",NA,"São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.733333","-23.983333","800","UEC162116","800",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-04 17:44:17-03","UNICAMP","UEC","121652","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","167","2001","04","16",NA,"Brazil",NA,NA,"flor, Árvore, cerca de 6 m de altura. Inflorescência creme. Floresta Ombrófila Densa Baixomontana.","UEC162118","Magnoliopsida",NA,"DC",NA,"São Paulo","Itanhaém","Parque Estadual da Serra do Mar - Núcleo, No entorno do Vale do Rio Mambu.","-46.830556","-24.419444","30","UEC162118","100",NA,NA,"-46.830556","-24.419444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-04 17:44:17-03","UNICAMP","UEC","121725","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","97a","2001","04","11",NA,"Brazil",NA,NA,"flor, Árvore de 8 m de altura. Folhas com face abaxial ferrugínea. Flores creme. Interior de mata. Floresta ribeirinha altomontana com campo adjacente.","UEC162119","Magnoliopsida",NA,"DC","Souza, VC","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.733333","-23.983333","800","UEC162119","800",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-04 17:44:17-03","UNICAMP","UEC","122180","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Almeda, F; Martins, AB; Belinello, R","5879","1999","05","20",NA,"Brazil",NA,NA,"fruto, Arbusto de cerca de 1,5 m. Frutos imaturos verdes, maduros nigrescentes. Campo rupestre.","UEC162187","Magnoliopsida",NA,"DC",NA,"Bahia","Rio de Contas","Campo do Queiróz","-41.949722","-13.536111","1500","UEC162187","1500",NA,NA,"-41.949722","-13.536111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:34:42-03","UNICAMP","UEC","143608","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","8979","2004","11","27",NA,"Brazil",NA,NA,"Shrub 2m tall in young bud. One plant seen.; cerrado","UEC131826","Magnoliopsida",NA,"DC","Goldenberg, R","Minas Gerais","Diamantina","12 km of Presidente Kubitschek on the road from Costa Sena to Presidente Kubitschek.","-43.636667","-18.6425",NA,"UEC131826",NA,NA,NA,"-43.636667","-18.6425","2017",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:34:42-03","UNICAMP","UEC","139128","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Cândido, CP; Martins, AB; Belinello, R; Silva, ED; Rodrigues, KF","115","2003","12","08",NA,"Brazil",NA,NA,"Arvore, 3m. Pétalas brancas. Cerrado alto.","UEC162179","Magnoliopsida",NA,"DC","Cândido, CP","Minas Gerais","Buenópolis","Serra do Cabral, Próximo ao cultivo de Pinus.","-44.391111","-17.6575","1127","UEC162179","1127",NA,NA,"-44.391111","-17.6575","2003","11",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-04 17:44:17-03","UNICAMP","UEC","131392","S","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Fonseca, ML; Cardoso, E; Alvarenga, D","3822","2002","11","27",NA,"Brazil",NA,NA,"flor, Arbusto de cerca de 2,5 m de altura, folhas com superfície abaxial marrom-claro e adaxial verde, cálice e botões ferrugíneos, flores brancas. Comum. Campo sujo rupestre. Solo arenoso-pedregoso. Relevo ondulado.","UEC050924","Magnoliopsida",NA,"DC","Caddah, MK","Goiás","Pirenópolis","Parque Estadual da Serra dos Pirineus","-48.849167","-15.822222","1230","UEC050924","1230",NA,NA,"-48.849167","-15.822222","2012",NA,NA,NA,NA,NA,NA,NA,NA
