"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","579610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","schlechtendaliana","Campomanesia schlechtendaliana schlechtendaliana","(O.Berg) Nied.","L. R. Landrum","K. B. Strier","1085","1983","08","22","South America","Brazil","Minas Gerais","Caratinga","Caratinga. Estaçao Biologica de Caratinga.","-41.83","-19.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579610","NY00579610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579608","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","schlechtendaliana","Campomanesia schlechtendaliana schlechtendaliana","(O.Berg) Nied.","L. R. Landrum","L. R. Landrum","4140","1982","01","14","South America","Brazil","Rio de Janeiro","Niterói","Niteroi, Itaipuacu, Falso Pao de Acucar.","-43.02","-22.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579608","NY00579608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00907139","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","schlechtendaliana","Campomanesia schlechtendaliana schlechtendaliana","(O.Berg) Nied.","L. R. Landrum","K. B. Strier","1065","1983","08","22","South America","Brazil","Minas Gerais",NA,"Caratinga, Estaçao Biologica de Caratinga","-41.83","-19.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907139","NY00907139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:34-03","UFRJ","RFA","24237","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"F. M. de B. Pereira","270",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Fazenda do Matão.","42.834167","-22.458056",NA,"arvora com 8,0m de altura DAP de 12cm, frutos verdes e caule cinza, rara no local.","RFA41961",NA,NA,NA,NA,NA,"42º50'3''E","22º27'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:20-03","UFRJ","RFA","24927","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"Flávio Brito Pereira","abr-19","2000","07","01",NA,"Brasil","Rio de Janeiro","Sapucaia","Fazenda Selo Verde.","-42.846944","-22.073611",NA,"8m de altura, 10cm de DAP, folha verde e fruto vermelho.","RFA41962",NA,NA,NA,NA,NA,"42º50'49''W","22º4'25''S",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:20-03","UFRJ","RFA","25375","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"F. M. de B. Pereira","27/44","2000","10","22",NA,"Brasil","Rio de Janeiro","Sapucaia",NA,"-42.842222","-22.083333",NA,"Arbusto, 3m de altura 6 de DAP, frutos verdes e abundante no local.","RFA41963",NA,NA,NA,NA,NA,"42º50'32''W","22º5'0''S",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:20-03","UFRJ","RFA","25605","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"F. M. de B. Pereira","123/53","2000","11","24",NA,"Brasil","Minas Gerais","Itamonte","Bocaína Funda.","-44.695556","-22.2875",NA,"Arvore, 5m de altura, 15 cm de DAP. folha verde, caule cinza, raíz palha e fruto verde.","RFA41964",NA,NA,NA,NA,NA,"44º41'44''W","22º17'15''S",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:20-03","UFRJ","RFA","26575","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"F. M. de B. Pereira","36/38","2001","01","28",NA,"Brasil","Rio de Janeiro","Sapucaia",NA,"-42.848056","-22.093056",NA,"Arbusto, 3m de altura, 5cm de DAP, folha verde e fruto marrom","RFA41966",NA,NA,NA,NA,NA,"42º50'53''W","22º5'35''S",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:34-03","UFRJ","RFA","7267","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","Luber, J.","Aleixo, A.",NA,"1962","11","05",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,"Fruto comestível, muitos estames","RFA26856",NA,"40069","auto",NA,NA,NA,NA,"2018","12","18",NA,NA,NA,NA,NA
"20","2020-11-13 09:20:20-03","UFRJ","RFA","- Carpo 15283","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"P. Occhioni","6103","1974","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, próximo ao morro do Garrafão","-43.2075004577637","-22.9027996063232",NA,"Arvoreta, fruto comestível","RFA-Carpo43288",NA,"57442","auto","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-25 16:51:17-03","UFBA","ALCB","122420","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","Luber, J","Costa, IG","609","2015","01","24","Southern America","Brasil","Rio de Janeiro","Cardoso Moreira","Fazenda Santa Rita, Serra da Bandeira","-41.614167","-21.501111",NA,"Ca. 8m, de caule ritidoma, acinzentado; lâmina papirácea esverdeada; fruto em formação esverdeado.","ALCB007545","ALCB007545",NA,NA,"400","400","-41.614167","-21.501111","2019","03","12",NA,NA,NA,NA,NA
"22","2019-10-09 11:21:07-03","UFBA","ALCB","021507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","Luber, J","Pereira, OJ; Fabris, LC","1216","1987","10","23","Southern America","Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,"Arbusto com 2 m de altura. Flores alvas, intensamente perfumadas.","ALCB057656",NA,"15291","auto",NA,NA,NA,NA,"2019","03","12",NA,NA,NA,NA,NA
"23","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1441023","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","rugosa","Campomanesia schlechtendaliana rugosa","(O.Berg) Landrum","Proença CEB","Lindeman JC",NA,"1971","07","17","Southern America","Brazil","Rio de Janeiro",NA,"Duna alta na praia de Cabo Frio, RJ.",NA,NA,NA,"Bosque no topo da duna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441023","NL-U1441023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183879",NA,NA,NA
"24","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1441024","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","rugosa","Campomanesia schlechtendaliana rugosa","(O.Berg) Landrum","Proença CEB","Lindeman JC",NA,"1971","07","17","Southern America","Brazil","Rio de Janeiro",NA,"Duna alta na praia de Cabo Frio, RJ.",NA,NA,NA,"Bosque no topo da duna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441024","NL-U1441024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183880",NA,NA,NA
"25","2020-11-04 10:56:23-03","ESALQ","ESA","135819","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O. Berg.) Nied.",NA,"L. Quintanilha","12.0","2012","05","04",NA,"Brasil","Rio de Janeiro","Iguaba Grande",NA,"-42.2289009094238","-22.8391990661621",NA,NA,"ESA135819",NA,"5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:22-03","ESALQ","ESA","104519","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana",NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"2002","03","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104519","ESA104519","27904","auto",NA,NA,NA,NA,"2002","03","17",NA,NA,NA,NA,NA
"27","2020-11-04 11:14:22-03","ESALQ","ESA","118797","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana",NA,"Mazine, F.F.","Colletta, G.D.","582.0","2011","11","01",NA,"Brasil","São Paulo","Piratininga","Sítio Lagoa Azul, Mata em volta da represa","-49.1300010681152","-22.4099998474121",NA,"Árvore, 5m, frutos imaturos verdes.","ESA118797",NA,"19389","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:32:11-03","MN","R","8922","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana","var.rugosa","Campomanesia schlechtendaliana var.rugosa","(O. Berg) Landrum","Landrum, L.R.","Glaziou, A.F.M.","6833","1873","11","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,"Plantas do Brasil Central","R000008922","R000008922_001","57442","auto",NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-24 17:09:30-03","UFES","SAMES","8815","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"Luber,J.; Ferreira,R.;Oliveira,W.","192","2015","12","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES08815",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-24 17:09:30-03","UFES","SAMES","8816","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"Luber,J.; Ferreira,R.;Oliveira,W.","191","2015","12","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES08816",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-24 17:09:30-03","UFES","SAMES","8817","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.",NA,"Luber,J.; Ferreira,R.;Oliveira,W.","190","2015","12","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES08817",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009413","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","Nied. in Engl. & Prantl","L.R. Landrum, 1990","H. C. de Lima","2915","1987","5","10",NA,"Brazil","Espirito Santo",NA,"Estrada Rodovia do Sol, entrocamento p/ Marataizes, prox. a Pontal.","-40.833333","-21.033333",NA,"Arbusto ou arvoreta com 2-5m alto. Flores com calice verde e corola alva. Frutos com polpa acida de cheiro agradavel, verde-amarelado. Frequente no sub-bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009585","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","Nied. in Engl. & Prantl","L.R. Landrum, 2005.","M. Galetti","109","1994","3","11",NA,"Brazil","Sao Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, trlha do rio.","-47.9167","-24.3833",NA,"Coor from www.fallingrain.com/world; Arvore, muitos frutos amarelados em alcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009583","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","Nied. in Engl. & Prantl","L.R. Landrum, 2005.","M. Lecerda",NA,"2002","11","9",NA,"Brazil","Rio de Janeiro","Duque de Caxias","Sitio Flora Brasilica at Xerem, km 98 BR040 (direccion Petropolis to Rio)","-43.2717","-22.5817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-07-22 15:40:30-03","ASU","ASU-PLANTS","ASU0082711","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","Nied. in Engl. & Prantl",NA,"Faria, J. E. Q.; Staggemeier, V. G. N","2998","2012","11","5",NA,"Brazil","Rio de Janeiro",NA,"Armacao dos Buzios: Na borda da cicade. Mata de encosta.","-41.945833","-22.8075",NA,"Arvoreta ca. 3.5 m de altura, caule soltando placas, botoes florais, verdes, flores blancas e frutos imaturos verdes. Flor com olor adocicado",NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009584","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","Nied. in Engl. & Prantl","L.R. Landrum, 1997.","M. Galetti","113","1994","3","11",NA,"Brazil","Sao Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, trilha do rio.","-47.9167","-24.3833",NA,"Coor from www.fallingrain.com/world; Arvore 20m altura, muitos frutos verdes e maduros (amarelos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","rugosa","Campomanesia schlechtendaliana rugosa","(O. Berg) Landrum","L. R. Landrum, 2005","M. Tulio et al.",NA,"2002","12","28",NA,"Brazil","Rio de Janeiro","Duque de Caxias","Sitio Flora Brasilica at Xerem, km 98 BR040 (direction Petropolis to Rio).","-43.2667","-22.5667",NA,"Planted in 10/mar/2001, purchased from the nursery Bioverde-Vale Verde from Limeira. Flowers fragant.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009582","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","rugosa","Campomanesia schlechtendaliana rugosa","(O. Berg) Landrum","L.R. Landrum, 2005.","M. T. C. Lacerda","s/n","2002","12","28",NA,"Brazil","Rio de Janeiro","Duque de Caxias","Sitio Flora Brasilica at Xerem, km 98 BR040 (direction Petropolis to Rio).","-43.2667","-22.5667",NA,"2 copies.; Planted in 10/mar/2001, purchased from the nursery Bioverde-Vale Verde from Limeira. Flowers fragant.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:10:43-03","UFES","VIES","25178","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana","rugosa","Campomanesia schlechtendaliana rugosa","(Berg.) Landrum","M.C. Souza","C. Farney; F. Fabiano","3476","1995","04","05",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Monte Alto (próximo a Lagoa de Araruama).","-42.0278015136719","-22.966100692749",NA,NA,"VIES025178","VIES025178","25964","auto",NA,NA,NA,NA,"2003","12","05",NA,NA,NA,NA,NA
"40","2019-06-27 10:25:49-03","UFES","VIES","25181","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","M.C. Souza","H.G. Dantas; R.D. Ribeiro","32","2003","11","01",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Praia Gorda.",NA,NA,NA,NA,"VIES025181","VIES025181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-06 19:29:58-03","UFES","VIES","28851","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","J. Luber","Assis, A.M.; Demuner, V.G.; Faria, K.F.O.","1469","2008","03","15",NA,"Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Porção oeste do fragmento de 600 ha, acesso pela Rodovia ES-490.","-41.046944","-20.938056",NA,NA,"VIES028851","VIES028851",NA,NA,"90","90","41º2'49''W","20º56'17''S","2016",NA,NA,NA,NA,NA,NA,NA
"42","2019-12-06 19:29:58-03","UFES","VIES","39402","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","Sobral, M.","Wandekoken, D.T.; Lourenço-Junior, J. & Pereira, O.J.","98","2016","10","10",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha.","-40.423889","-20.5975",NA,"Floresta não inundável.","VIES039402","VIES039402",NA,NA,NA,NA,"40º25'26''W","20º35'51''S","2016","10","15",NA,NA,NA,NA,NA
"43","2019-06-27 10:25:49-03","UFES","VIES","33932","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","J. Luber","Moreau, J.S.","57","2013","02","21",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES033932","VIES033932","37987","auto","33","33",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA
"44","2019-06-27 10:25:49-03","UFES","VIES","28850","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","schlechtendaliana",NA,"Campomanesia schlechtendaliana","(O.Berg) Nied.","J. Luber","Farias, G.L.","275","1989","05","22",NA,"Brasil","Espírito Santo","Linhares","Ao lado da Fazenda Cata-Vento. Mata de Tabuleiro. Reserva Biológica de Comboios","-40.0722007751465","-19.3910999298096",NA,NA,"VIES028850","VIES028850","48094","auto",NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
