"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","typeStatus"
"1","2020-12-21 16:18:01-03","MBM","MBM","236762","PreservedSpecimen","Plantae","Begoniaceae","Begonia","larorum","Begonia larorum","Brade","Jaques, E.L.","França, E. de; et al.; et al.","1882","1996","12","14","Southern America","Brazil","Bahia","Itatim","Morro da Queixada","-39.6981010437012","-12.7118997573853","24374","MBM236762","MBM236762","auto",NA,NA
"2","2019-11-21 10:01:53-03","IBt","SP","8787","S","Plantae","Begoniaceae","Begonia","simulans","Begonia simulans","Irmsch.","Irmscher, F","Luederwaldt, H; Fonseca","s.n.","1920","10",NA,NA,"Brasil","São Paulo","São Sebastião","Ilha de Alcatrazes","-45.4099998474121","-23.7600002288818","41977","SP000084","SP000084","auto","1950","Isotype"
