"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","stateProvince","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","typeStatus","fieldNumber"
"14","2020-06-29 11:28:48-03","UFRJ","RFA","39574","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Adriana Lobão","Finotti R.; Caruzo J.","Brasil","Cachoeiras de Macacu","-42.795278","-22.499722","42º47'43''W","22º29'59''S",NA,NA,"RFA24561",NA,NA,NA,NA,"97",NA,NA,NA,"Rio de Janeiro","Entorno da Fazenda Recanto","Árvore de 7 metros de altura e PAP de 28 cm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:24-03","UTFPR","DVPR","1538","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Caxambu, MG","Caxambu, MG; et al.","Brasil","Luiziana","-52.26429","-24.31026","-52.26429","-24.31026","698","698","DVPR001538","DVPR001538","2012","10","18","4255","2012","10","03","Paraná","Estação Ecológica Luiziana","Árvore ca.10 m, heliófita. Botões florais arroxeados.; Relevo: suave-ondulado.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:24-03","UTFPR","DVPR","1319","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Estevan, DA","Moura, APC","Brasil","Dois Vizinhos","-53.0604","-25.413","-53.0604","-25.413",NA,NA,"DVPR001319",NA,"2013","11",NA,"52","2013","11","16","Paraná","Mata Nativa, UTFPR - DV. Parcela 18","Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-24 17:10:24-03","UTFPR","DVPR","837","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Ferreira, GM","Ferreira, GM","Brasil","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR000837","DVPR000837","2007",NA,NA,"67","2007","01","26","Paraná","Fazenda Coro de Boi, Warta","Árvore 20 m, com frutos verdes.","Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:10:24-03","UTFPR","DVPR","2865","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Dias, MC","Fadelli, L; et al.","Brasil","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR002865",NA,"2001",NA,NA,"28","2001","01","15","Paraná","Faz. Ribeirão do Tigre, Godoy","Àrvore 13m, frutos imaturos e maduros verde. CAP 0,72+0,76m. Projeção 8x9m. Copa cheia.; Abundante em capoeiras e interior da mata.","Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:24-03","UTFPR","DVPR","3276","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Caxambu, MG","Borges jr.; S.S.","Brasil","Sabaudia","-51.5525016784668","-23.3174991607666",NA,NA,NA,NA,"DVPR003276",NA,"2012","02","14","s.n.","2011","11","13","Paraná","PR 218, km 237","Àrvore 20 m, heliófita, flores esverdeadas.; Floresta Ombrófila Densa Montana","Magnoliophyta",NA,NA,NA,"14870","auto",NA,NA,NA,NA,NA,NA
"20","2019-12-12 15:31:37-03","UFABC","HUFABC","000695","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Ivanauskas, N","Amaral, BC; Teixeira-Costa, L","Brasil","São Paulo","-46.717222","-23.566667","-46.717222","-23.566667",NA,NA,"HUFABC000695","HUFABC000695",NA,NA,NA,"77","2014","08",NA,"São Paulo","Horto Oswaldo Cruz, Horto botânico dentro da área do Instituto Butantan",NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:04-03","PUCPR","HUCP","6967","S","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Jaszczerski, JC","Pereira, MJS","Brasil","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"HUCP00013053","HUCP00013053",NA,NA,NA,"007","1988","10","03","Paraná","Roça Grande",NA,"Magnoliidae",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:04-03","PUCPR","HUCP","20152","S","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Selusniaki, M","Selusniaki, M","Brasil","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005333","HUCP00005333",NA,NA,NA,"469","2005","06","26","Paraná","Augusta",NA,"Magnoliidae",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:04-03","PUCPR","HUCP","22019","S","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Bochorny, T","Bochorny, T; Pernet, L","Brasil","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"HUCP00005213","HUCP00005213",NA,NA,NA,"067","2012","02",NA,"Paraná",NA,NA,"Magnoliidae",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:06:56-03","CPAN-UFMS","COR","3733","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Bortolotto, I. M.","Damasceno-Júnior, G. A.","Brasil","Corumbá","-57.671111","-19.199722","57º40'16''W","19º11'59''S","333","333",NA,NA,NA,NA,NA,"272","1992","10","31","Mato Grosso do Sul","Morro Tromba dos Macacos; próximo ao SAMC","Árvore Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:38:11-03","NBC","NL-BOTANY","L.3729160","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.",NA,"Kollmann L; Fontana AP; Esgario C","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L3729160","NL-L3729160",NA,NA,NA,NA,"2008","10","24",NA,"Brasil, ES, Mun. de Linhares, Povoaçao.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3729160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071466","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.",NA,"Lima HC de","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071466","NL-U1071466",NA,NA,NA,NA,"1989","04","20","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144847",NA,NA,NA,NA
"27","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U 0144848","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM; Setten AK van","Hatschbach GG; Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U0144848",NA,NA,NA,NA,NA,"1967","06","17","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200144848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071464","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM; Setten AK van","Lindeman JC; Haas JH de; Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071464","NL-U1071464",NA,NA,NA,NA,"1967","06","17","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144849",NA,NA,NA,NA
"29","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071467","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Pereira RR","Yamamoto CE; et al.","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071467","NL-U1071467",NA,NA,NA,NA,"1985","10","02","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144846",NA,NA,NA,NA
"30","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071468","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Silva EA","Gouveia SC","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071468","NL-U1071468","1987","03","01",NA,"1986","11","19","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144845",NA,NA,NA,NA
"31","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071469","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.",NA,"Lima HC de","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071469","NL-U1071469",NA,NA,NA,NA,"1990","11","03","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144844",NA,NA,NA,NA
"32","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071470","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM","Záchia RA","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071470","NL-U1071470",NA,NA,NA,NA,"1992","01","08","Rio Grande do Sul",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144843",NA,NA,NA,NA
"33","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071471","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM; Setten AK van","Silva IA","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071471","NL-U1071471",NA,NA,NA,NA,"1979","10","15","Espírito Santo","Ao lado do campo de bola de pau","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0011066",NA,NA,NA,NA
"34","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071472","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM","Záchia RA","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071472","NL-U1071472",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144842",NA,NA,NA,NA
"35","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071473","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM; Setten AK van","Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071473","NL-U1071473",NA,NA,NA,NA,"1967","05","18","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144841",NA,NA,NA,NA
"36","2020-02-08 09:38:11-03","NBC","NL-BOTANY","U.1071474","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Maas PJM; Setten AK van","Peixoto AL; et al.","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1071474","NL-U1071474",NA,NA,NA,NA,"1985","02","02","Espírito Santo",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0144840",NA,NA,NA,NA
"37","2020-11-04 10:54:31-03","ESALQ","ESA","141125","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Zanini, A.M.; Silva, T.D.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","Brasil","Rio de Janeiro","-43.1834","-22.7827","-43.1834","-22.7827",NA,NA,"ESA141125",NA,"2017","06","02","55.0","2017","04","20","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha das Pelonas; Floresta Ombrófila Densa","Árvore; 9 metros de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:59:15-03","ESALQ","ESA","84292","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Dias, M.C.","Pavão, O.C. et al.","Brasil","Cornélio Procópio","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"ESA084292","ESA084292",NA,NA,NA,NA,"1999","10","25","Paraná",NA,NA,"Magnoliophyta",NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:59:15-03","ESALQ","ESA","13458","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.",NA,"Bernacci, L.C.","Brasil","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA013458","ESA013458",NA,NA,NA,"24401.0","1990","01","10","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:59:15-03","ESALQ","ESA","33502","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Gandolfi, S.","Gandolfi, S. ; Antoniolli, F.C.","Brasil","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA033502","ESA033502",NA,NA,NA,NA,"1995","03","09","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:59:15-03","ESALQ","ESA","125573","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans",NA,"Santos, K.","Santos, K.","Brasil","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA125573",NA,NA,NA,NA,"1678.0","1905","06","22","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:59:15-03","ESALQ","ESA","40300","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Rozza, A.F.","Rozza, A.F.","Brasil","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,"ESA040300","ESA040300",NA,NA,NA,"169.0","1995","11","17","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 10:59:15-03","ESALQ","ESA","123620","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","Brasil","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA123620",NA,"2013","04","29","1008.0","2013","04","29","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra.","Árvore, 4m","Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:59:15-03","ESALQ","ESA","117700","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans",NA,"Mello-Silva, R.","Augustin, J.O.","Brasil","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"ESA117700","ESA117700","2006",NA,NA,NA,"2001","11","01","Minas Gerais",NA,NA,"Magnoliophyta",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 10:54:31-03","ESALQ","ESA","127136","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Bazante, M.L.","Braga, D.P.P.","Brasil","São Félix do Xingu","-51.9949989318848","-6.64472007751465",NA,NA,NA,NA,"ESA127136",NA,"2015","11","08","51.0","2013","10","01","Pará",NA,NA,NA,NA,NA,NA,"354043","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 10:59:15-03","ESALQ","ESA","5879","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Pereira, R.R.","Yamamoto, C.E. et al.","Brasil","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ESA005879","ESA005879",NA,NA,NA,"20.0","1985","06","02","Paraná",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 10:59:15-03","ESALQ","ESA","62586","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.","Lopes, J.C.","Albuquerque, J.E. et al.","Brasil","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"ESA062586","ESA062586","2012",NA,NA,"1836.0","1999","01","01","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"48","2020-11-04 10:59:15-03","ESALQ","ESA","13466","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans","Warm.",NA,"Bernacci, L.C.","Brasil","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA013466","ESA013466",NA,NA,NA,"24400.0","1989","09","08","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 10:59:15-03","ESALQ","ESA","125572","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans",NA,"Santos, K.","Santos, K.","Brasil","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA125572",NA,NA,NA,NA,"1276.0","1905","06","22","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-04 10:59:15-03","ESALQ","ESA","105383","PreservedSpecimen","Plantae","Annonaceae","Annona","cacans","Annona cacans",NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.","Brasil","Gália","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA105383","ESA105383",NA,NA,NA,NA,"2005","06","15","São Paulo",NA,NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
