"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02694642","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","L.A. Gomes","2013","01","25","South America","Brazil","Sergipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953053' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694642","Magnoliophyta","Malpighiales","(A.St.-Hil.) Engl.","A. Silva","977","RPPN Mata do Crasto. Borda de mata","-37.424278","-11.378056","NY02694642_01","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","642121","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","A. M. S. da F. Vaz","1987","06","30","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642121","Magnoliophyta","Malpighiales","Engl.",NA,"449","Restinga de Grumari.","-43.2075","-22.9028","NY00642121_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02098330","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","L. A. Pereira","2012","11","28","South America","Brazil","Paraíba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2479629' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098330","Magnoliophyta","Malpighiales","(A.St.-Hil.) Engl.",NA,"492","Millennium Inorganic Chemicals Mineração Ltda.","-35.0511016845703","-6.60138988494873","NY02098330_01","Mataraca",NA,NA,"15636","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02694653","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","L.A. Gomes","1997","10","06","South America","Brazil","Sergipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953035' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694653","Magnoliophyta","Malpighiales","(A.St.-Hil.) Engl.","L.A. Gomes","1003","RPPN Mata do Crasto. Campus da UEFS atrás da Biblioteca.","-38.980556","-12.213889","NY02694653_01","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","687414","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","W. Hoehne","1964","02","07","South America","Brazil","Rio de Janeiro","sheet",NA,"Excursão com o Dr. Paul Occhioni <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687414","Magnoliophyta","Malpighiales","Engl.","K. Yamamoto","5591","Guanabara. Prox. Barra da Tijuca.","-43.369099","-22.995332","NY00687414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 04:31:00-03","NY","NYBG","642129","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","G. Tessmann","1925","07",NA,"South America","Peru",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642129","Magnoliophyta","Malpighiales",NA,NA,"5298","Soledad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1128052","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","K. Lems","1964","03","05","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274907' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128052","Magnoliophyta","Malpighiales","Engl.","K. Yamamoto","s.n.","Guanabara - Recreio dos Bandeirantes, 30 km. W. of Rio de Janeiro.","-43.482796","-23.016442","NY01128052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","885988","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","R. R. Guedes","1982","08","28","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885988","Magnoliophyta","Malpighiales","Engl.",NA,"159","Ca. 3 km ESSE de Santo Aleixo.","-43.03","-22.58","NY00885988_01","Magé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","642124","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","C. Farney","1983","11","07","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642124","Magnoliophyta","Malpighiales","Engl.","M. A. Nadruz Coelho","238","Restinga de Itaúna, Restinga Arborea","-42.5103","-22.9203","NY00642124_01","Saquarema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","642122","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","G. Martinelli","1987","09","17","South America","Brazil","Espírito Santo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642122","Magnoliophyta","Malpighiales","Engl.",NA,"12214","Reserva Florestal de Linhares-CVRD, estrada da Mantegueira, mata de muçununga","-40.0719","-19.3911","NY00642122_01","Linhares","30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02695332","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","F. O. Silva","2014","03","10","South America","Brazil","Paraíba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953484' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695332","Magnoliophyta","Malpighiales","(A.St.-Hil.) Engl.","F. O. Silva","231","Millennium Inorganic Chemicals Mineração Ltda","-34.976944","-6.502222","NY02695332_01","Mataraca","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","642133","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","R. M. Harley","1992","12","26","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642133","Magnoliophyta","Malpighiales","Engl.","K. Yamamoto","50432","Quebrada da Serra do Atalho","-41.83","-13.22","NY00642133_01","Piata","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","642131","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","R. M. Harley","1992","12","26","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642131","Magnoliophyta","Malpighiales","Engl.","M. do C. E. Amaral","50432","Quebrada da Serra do Atalho","-41.83","-13.22","NY00642131_01","Piata","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1128124","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","J. B. E. Pohl",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128124","Magnoliophyta","Malpighiales","Engl.",NA,"4190",NA,NA,NA,"NY01128124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1128174","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Schott",NA,NA,NA,"South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128174","Magnoliophyta","Malpighiales","Engl.",NA,"3942",NA,NA,NA,"NY01128174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1019451","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","M. da C. Souza","2007","08","23","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019451","Magnoliophyta","Malpighiales","Engl.",NA,"554","Parque Estadual da Serra da Tiririca.","-42.9844","-22.9186","NY01019451_01","Niterói","192","192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","642123","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","C. Farney","1983","07","16","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642123","Magnoliophyta","Malpighiales","Engl.","M. A. Nadruz Coelho","327","Barra de Maricá, Restinga próxima ao Morro do Mololó.","-42.8183","-22.9194","NY00642123_01 NY00642123_02","Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01788362","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","L.A. Gomes","2011","12","20","South America","Brazil","Sergipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2057705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788362","Magnoliophyta","Malpighiales","Engl.","L.A. Gomes","282","RPPN Mata do Crasto: Borda de mata.","-37.4214","-11.3756","NY01788362_01","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","642128","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","D. S. D. de Araújo","1979","04","24","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642128","Magnoliophyta","Malpighiales","Engl.","K. Yamamoto","3051","Tamoios, Ilha da Boa Vista","-42.0183","-22.8794","NY00642128_01","Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG2989","S","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","J. Maielo","2001","04",NA,NA,"Brasil","Espirito Santo",NA,NA,"Quadrado 8,44.",NA,NA,NA,NA,NA,NA,"Presidente Kennedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","6550","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Leitão Filho, H.F.","1978","08","17",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU006550",NA,NA,"(A. St.-Hil.) Engl.",NA,"8279",NA,NA,NA,NA,"Campinas",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:44-03","UFRJ","RFA","39226","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","G. P. Souza; T. U. P. Konno; C. N. Matozinhos; N. L. Abreu; M. N. Galvão; M. F. O. Silva; J. Mello","2010","07","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RFA48091",NA,NA,"(A.St.-Hil.) Engl.",NA,"23","Parque Nacional da Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,"Macaé",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:44-03","UFRJ","RFA","35695","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Thiago Fonseca de Barros","2009","10","10",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto ca. 50cm, terrestre; caule lenhoso; folhas coriáceas; inflorescência cacho; flores de sépala amarela, corola amarela","RFA23032",NA,NA,"(A.St.-Hil.) Engl.","Thiago Fonseca de Barros","1","Restinga de Jurubatiba, próximo ao mar","-41.695833","-22.304444",NA,"Macaé",NA,NA,NA,NA,"41º41'45''W","22º18'16''S","2009","11","16",NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:44-03","UFRJ","RFA","35668","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","G. G. V. Delpupo","2009","10","10",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto ca. 1,5m, heliófila, terrestre; caule lenhoso, sem látex; folhas membranáceas; inflorescência racemosa, panícula; flores de sépala amarela escura, pétala amarela, pentâmera; frutos vermelhos","RFA23004",NA,NA,"(A.St.-Hil.) Engl.","G. G. V. Delpupo","1","Restinga de Jurubatiba, próximo ao mar","-41.7868995666504","-22.3708000183105",NA,"Macaé",NA,NA,"47209","auto",NA,NA,"2009","11","11",NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:44-03","UFRJ","RFA","228","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","A. C. M. Vieira","2008","05","20",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto. Material com botões e flores amarelas","RFA47097",NA,NA,"(A.St.-Hil.) Engl.",NA,"16",NA,"-42.8185997009277","-22.9193992614746",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:44-03","UFRJ","RFA","21971","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","K. Tanizaki; Kleber","1987","11","07",NA,"Brasil","Rio de Janeiro",NA,NA,"Subarbusto ca. 1,80 m de altura. Flores amarelas","RFA47045",NA,NA,"(A.St.-Hil.) Engl.","A. A. M. de Barros","79","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,"Maricá",NA,NA,"20726","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:44-03","UFRJ","RFA","38931","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","SeMMA - Prefeitura Macaé; Konno, T.U.P.","2010","10","28",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RFA32783",NA,NA,"(A.St.-Hil.) Engl.",NA,"40","Restinga do Barreto.","-41.7868995666504","-22.3708000183105",NA,"Macaé",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:44-03","UFRJ","RFA","42812","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","R.S. Couto","2013","07","19",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto frequente de ca. 1m altura, infrutescências variando de verde a vermelho, frutos verdes a negros.","RFA38483",NA,NA,"(A.St.-Hil.) Engl.",NA,"870","Barra da Tijuca, terreno do campo de Golfe Olimpico antes das intervenções.","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:44-03","UFRJ","RFA","21889","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","A. A. M. de Barros; K. Tanizaki (37); A. L. Carvalho","1987","09","06",NA,"Brasil","Rio de Janeiro",NA,NA,"Subarbusto ca. 1 m de altura, flores amarelas, anteras amarelas","RFA47043",NA,NA,"(A.St.-Hil.) Engl.","C. Pereira","106","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:20:27-03","UFRJ","RFA","23662","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Luciane Pinto Gaspar","1991","05","25",NA,"Brasil","Rio de Janeiro",NA,NA,"Flor amarela, fruto vermelho, porte arbustivo, planta média Habitat: Dunas","RFA19174",NA,NA,"(A.St.-Hil.) Engl.","Manão, C.Y G.","s.n.","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,"Maricá",NA,NA,"20726","auto",NA,NA,"2019","09","16",NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:44-03","UFRJ","RFA","29211","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Patricia","2001","05","30",NA,"Brasil","Rio de Janeiro",NA,NA,"Heliófila, arbusto ca. 2 m de altura, casca fissurada. Folhas coriáceas; Inflorescência composta tipo panícula. Flores com cálice e corola amarelas. Fruto carnoso","RFA53109",NA,NA,"(A.St.-Hil.) Engl.","D. Araujo",NA,"Restinga de Grumari, meio da restinga, área aberta","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,"2001","08","15",NA,NA,NA,NA,NA,NA
"42","2018-08-28 10:13:10-03","UNEMAT","TANG","653","S","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Silva, CA; Moraes, JQ","2009","10","14",NA,"Brasil","Mato Grosso",NA,NA,"folhas simples, alternasflores diclamídeas, pentâmeras, diplostÊmones, com anteras poricidas, presença de um disco nectárifero na base do cálice, arbóreo","TANG000000653",NA,NA,"Engl. ex Gilg",NA,"40","Fragmento Mata Queimada, ao lado UNEMAT","-57.4858016967773","-14.6194000244141",NA,"Tangará da Serra",NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:46:15-03","EAO","IAN","41145","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Saint-Hilaire",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN041145","Dicotiledônea",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:56-03","UFBA","ALCB","108764","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cuspidata","Ouratea cuspidata","Guedes, ML","2012","04","06","Southern America","Brasil","Rio de Janeiro",NA,NA,"ca. 2 m alt. Folhas coriáceas, discolores. Receptáculo vermelho. Frutículos verdes.Flores creme.","ALCB037466","Dicotyledon",NA,"(A.St.-Hil.)","Guedes, ML; Rodarte, ATA","19560","APA Restinga entre Itaipuaçu e Marica","-42.909444","-22.970833","ALCB037466","Rio de Janeiro",NA,NA,NA,NA,"-42.909444","-22.970833","2012","11",NA,NA,NA,NA,NA,NA,NA
