"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"45","2020-10-14 10:01:02-03","FURB","FURB","23622","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","04","08","Stival-Santos, A.; Legal, E. & Silveira, S.","2446","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.4505556","-49.0500000","-27.4505556","841","841","FURB07525","FURB07525",NA,"Florística IFFSC 386 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:01:02-03","FURB","FURB","24208","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","05","04","Stival-Santos, A.; Silveira, S.","2330","2010","04","03","Brasil","Santa Catarina","Doutor Pedrinho","Benedito Alto - Cachoeira Véu da Noiva.","-49.4825","-26.7058333","-49.4825000","-26.7058333","651","651","FURB07524","FURB07524 FURB07524_1",NA,"Florística IFFSC as09 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; próximo à queda de água Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:01:02-03","FURB","FURB","24584","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","05","10","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4306","2010","04","09","Brasil","Santa Catarina","Rio Fortuna","Rio Indaiá.","-49.0497222","-28.1694445","-49.0497222","-28.1694445","229","229","FURB07523","FURB07523",NA,"Florística IFFSC 146 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:01:02-03","FURB","FURB","24617","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","05","10","Korte, A.; Kniess, A.","2678","2010","04","13","Brasil","Santa Catarina","Witmarsum","Krauer Central.","-49.7705556","-26.9102778","-49.7705556","-26.9102778","439","439","FURB07522","FURB07522",NA,"Florística IFFSC 686 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-08 08:51:38-03","FURB","FURB","24955","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Beckhauser, TA","2010","05","20","Beckhauser, T.A.","149","2009","10","26","Brasil","Santa Catarina","Blumenau","A.D. Hering.","-49.1191667","-26.9030556","-49.1191667","-26.9030556","135","135","FURB07520","FURB07520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:51:38-03","FURB","FURB","24987","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Beckhauser, TA","2010","05","20","Beckhauser, T.A.","170","2009","10","31","Brasil","Santa Catarina","Blumenau","A.D. Hering.","-49.1191667","-26.9030556","-49.1191667","-26.9030556","135","135","FURB07521","FURB07521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:01:02-03","FURB","FURB","25084","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","05","24","Korte, A.; Kniess, A.","3011","2010","04","30","Brasil","Santa Catarina","Petrolândia","Rio do Jango.","-49.68","-27.5394444","-49.6800000","-27.5394444","493","493","FURB07519","FURB07519",NA,"Florística IFFSC 341 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:01:02-03","FURB","FURB","25438","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","05","28","Korte, A.; Kniess, A.","3140","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","475","475","FURB07518","FURB07518",NA,"Florística IFFSC 457 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:01:02-03","FURB","FURB","26515","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2011","07","19","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2330","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","FURB07517","FURB07517",NA,"Florística IFFSC e37b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:01:02-03","FURB","FURB","26671","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","06","24","Korte, A.; Kniess, A.","3543","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","587","587","FURB07516","FURB07516",NA,"Florística IFFSC 685 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:01:02-03","FURB","FURB","28293","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Silveira, S","2010","07","08","Stival-Santos, A.; Silveira, S.","3252","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","FURB07515","FURB07515",NA,"Florística IFFSC 388 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:01:02-03","FURB","FURB","29443","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","09","30","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4905","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro.","-48.78","-27.99","-48.7800000","-27.9900000","329","329","FURB07514","FURB07514",NA,"Florística IFFSC 199 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:01:02-03","FURB","FURB","29599","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","09","30","Korte, A.; Kniess, A.","3906","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","FURB07513","FURB07513",NA,"Florística IFFSC 742 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:01:06-03","FURB","FURB","32178","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4772","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","FURB07545","FURB07545",NA,"Florística IFFSC 847 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:01:06-03","FURB","FURB","32768","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2010","11","30","Korte, A.; Kniess, A.","4898","2010","11","09","Brasil","Santa Catarina","Camboriú","Cobra Fria.","-48.7805556","-27.09","-48.7805556","-27.0900000","341","341","FURB07544","FURB07544",NA,"Florística IFFSC 582b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:01:06-03","FURB","FURB","33375","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","01","11","Korte, A.","5107","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","FURB07543","FURB07543",NA,"Florística IFFSC 1066b (Erva Terrícola) - folha com 1,00 m de comprimento Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:01:06-03","FURB","FURB","34034","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","03","09","Korte, A.; Rigon-Junior, M.J.","5851","2011","02","01","Brasil","Santa Catarina","Garuva","Palmita.","-48.8019444","-26.0302778","-48.8019444","-26.0302778","18","18","FURB07542","FURB07542",NA,"Florística IFFSC 8011 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:01:06-03","FURB","FURB","34088","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","03","09","Korte, A.","5952","2011","02","16","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho.","-49.32","-26.28","-49.3200000","-26.2800000","835","835","FURB07541","FURB07541",NA,"Florística IFFSC 1023 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:01:06-03","FURB","FURB","34353","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","08","04","Korte, A.","1254","2011","03","10","Brasil","Santa Catarina","Ibirama","Rio Selin.","-49.5033333","-27.0002778","-49.5033333","-27.0002778","300","300","FURB07540","FURB07540",NA,"Florística IFFSC 632 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:01:06-03","FURB","FURB","35152","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","07","14","Korte, A.","7051","2011","06","28","Brasil","Santa Catarina","Canoinhas","Campo dos Buenos.","-50.58","-26.46","-50.5800000","-26.4600000","1100","1100","FURB07539","FURB07539",NA,"Florística IFFSC 938 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:01:06-03","FURB","FURB","35164","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","07","14","Korte, A.","6896","2011","05","24","Brasil","Santa Catarina","Lebon Régis","Distante 16 km à leste de Fraiburgo.","-50.76","-27","-50.7600000","-27.0000000","881","881","FURB07538","FURB07538",NA,"Florística IFFSC 618 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:01:06-03","FURB","FURB","7967","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2008","07","24","Verdi, M.; Carneiro, F.E.","636","2008","05","01","Brasil","Santa Catarina","Otacílio Costa","Vila Santa Aparecida.","-50.0394444","-27.5402777","-50.0394444","-27.5402777","888","888","FURB07501","FURB07501 FURB07501_1",NA,"IFFSC 337/S. Herbácea 02.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:01:06-03","FURB","FURB","35217","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","07","14","Korte, A.","6644","2011","04","16","Brasil","Santa Catarina","Catanduvas","Linha Pedra Lisa.","-51.66","-27","-51.6600000","-27.0000000","910","910","FURB07537","FURB07537",NA,"Florística IFFSC 608 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:01:06-03","FURB","FURB","35223","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2011","07","14","Korte, A.","6906","2011","05","24","Brasil","Santa Catarina","Monte Carlo",NA,"-50.94","-27.18","-50.9400000","-27.1800000","970","970","FURB07536","FURB07536",NA,"Florística IFFSC 499 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:01:06-03","FURB","FURB","35509","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2010","04","07","Salino, A.; Almeida, T.E. & Gasper, A.L. de","14721","2010","04","07","Brasil","Santa Catarina","Pouso Redondo","BR-470, próximo a Serra da Santa, antes do Morro do Funil.","-50.0675","-27.2808334","-50.0675000","-27.2808334",NA,NA,"FURB07535","FURB07535",NA,"caule decumbente com 30 cm de comprimento. Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:01:06-03","FURB","FURB","39533","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2012","12","18","Funez, L.A.","1189","2012","11","05","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0983333","-27.0644444","-49.0983333","-27.0644444","388","388","FURB07534","FURB07534 FURB07534_1 FURB07534_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:01:06-03","FURB","FURB","42244","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Funez, L.A.","2013","10","05","Gasper, A.L. de; Funez, L.A.; Bittencourt, F.; Vieira, C. & Kassner-Filho, A.","3127","2013","10","05","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0944444","-27.0644444","-49.0944444","-27.0644444","100","100","FURB07533","FURB07533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:01:06-03","FURB","FURB","49513","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2016","05","12","Schwirkowski, P.","1445","2016","01","01","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.3836111","-26.2755556","-49.3836111","-26.2755556","830","830","FURB49513","FURB49513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:01:06-03","FURB","FURB","49526","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2016","05","12","Schwirkowski, P.","1458","2016","01","01","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.3836111","-26.2755556","-49.3836111","-26.2755556","830","830","FURB49526","FURB49526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:01:06-03","FURB","FURB","54152","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A.","2016","05",NA,"Dittrich, V.A.O.; Souza, A.M.","2130","2015","04","03","Brasil","Bahia","Boa Nova","Recanto dos Pássaros, no fim da trilha ao topo da serra.","-40.1238889","-14.4061111","-40.1238889","-14.4061111","975","975","FURB54152","FURB54152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-08 08:51:38-03","FURB","FURB","55038","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L.","2017","10","19","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1118","2017","10","01","Brasil","Santa Catarina","Santa Rosa de Lima",NA,"-49.2308334","-27.9897222","-49.2308334","-27.9897222","588","588","FURB55038","FURB55038_1 FURB55038_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:01:06-03","FURB","FURB","6555","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","et al.; Costa, LV","2007","09","28","Gasper, A.L. de","594","2007","05","31","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB07510","FURB07510 FURB07510_1 FURB07510_2",NA,"Código: 183. Habitat: Floresta Ombrófila Densa; interior da mata Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:01:06-03","FURB","FURB","6857","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2007","11","10","Gasper, A.L. de","954","2007","04","20","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB07509","FURB07509",NA,"Código: 136. Habitat: Floresta Ombrófila Densa; borda da mata Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:01:06-03","FURB","FURB","6858","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2007","11","10","Gasper, A.L. de","952","2007","04","20","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB07508","FURB07508 FURB07508_1",NA,"Código: 101. Habitat: Floresta Ombrófila Densa; borda da mata Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:01:06-03","FURB","FURB","6859","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2007","11","10","Gasper, A.L. de","951","2007","03","22","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB07507","FURB07507 FURB07507_1 FURB07507_2",NA,"Código: 34. Habitat: Floresta Ombrófila Densa; borda da mata Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:01:06-03","FURB","FURB","6870","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2007","11","01","Gasper, A.L. de","852","2007","10","28","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB07506","FURB07506 FURB07506_1 FURB07506_2",NA,"Código: 314. Habitat: Floresta Ombrófila Densa; borda da mata Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:01:06-03","FURB","FURB","7078","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2008","08","20","Gasper, A.L. de; Brogni, E. & Santos, E.M.","933","2007","11","12","Brasil","Santa Catarina","Irineópolis","Comunidade Rio Vermelho.","-50.7658333","-26.3730556","-50.7658333","-26.3730556","820","820","FURB07505","FURB07505",NA,"Florística IFFSC 976(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; sub-bosque Habito: herbácea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:01:06-03","FURB","FURB","7317","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2008","05","01","Gasper, A.L. de; Brogni, E. & Santos, E.M.","1060","2007","11","27","Brasil","Santa Catarina","Bela Vista do Toldo","Serra do Lucindo.","-50.4891666","-26.4597222","-50.4891666","-26.4597222","866","866","FURB07504","FURB07504 FURB07504_1",NA,"Florística IFFSC 939(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:01:06-03","FURB","FURB","7864","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2011","07","19","Godoy, M.B.; Verdi, M. & Dreveck, S.","111","2007","12","15","Brasil","Santa Catarina","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.","-49.6813889","-26.2794445","-49.6813889","-26.2794445","903","903","FURB07503","FURB07503 FURB07503_1",NA,"Florística IFFSC 1019.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:01:06-03","FURB","FURB","7914","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2008","08","09","Gasper, A.L. de; Brogni, E.","1040","2008","06","11","Brasil","Santa Catarina","Três Barras","Flona Três Barras.","-50.2933333","-26.2158333","-50.2933333","-26.2158333","806","806","FURB07502","FURB07502 FURB07502_1 FURB07502_2",NA,"Florística IFFSC 2002. Habitat: Floresta Ombrófila Mista; Estágio Avançado (alterado) Habito: terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:56:38-03","UCS","HUCS","43617","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L.","2009","08","29","Gasper, A.L.","2277","2009","08","29","Brasil","Santa Catarina","Luiz Alves","Braço Francês","-48.973889","-26.77","-48.973889","-26.77","220","220","HUCS001063","HUCS001063",NA,"FOD; estágio avançado; interior do fragmento, herbácea",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:56:38-03","UCS","HUCS","45072","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L.","2010","04","08","Stival-Santos, A.","2446","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna","-49.05","-27.450556","-49.05","-27.450556","841","841","HUCS001052","HUCS001052",NA,"erva terrícola;; Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-16 17:56:38-03","UCS","HUCS","45515","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gonzatti, F.","2016","06",NA,"Gonzatti, F.","2357","2016","02","11","Brasil","Rio Grande do Sul","Itati","Reserva Biológica da Mata Paludosa","-50.110597","-29.512881","-50.110597","-29.512881","33","33","HUCS001057","HUCS001057 HUCS001057_01",NA,"Frondes robustas de 1,5m de comprimento.&nf;; erva rosetada, semi caméfita, em interior de mata.",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-16 17:56:38-03","UCS","HUCS","23544","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Smith, A.R.","2003",NA,NA,"Cunha, E.M.","40","2002","07","06","Brasil","Santa Catarina","Itaiópolis","Brusca","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"HUCS001070","HUCS001070","51919","Terrícola. Margem do rio; araucarieto","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-16 17:56:38-03","UCS","HUCS","22996","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gonzatti, F.","2019","08",NA,"Jürgens, C.","159","1900",NA,NA,"Brasil","Rio Grande do Sul","Santa Cruz do Sul","Serra João Rodriguez","-52.4258003234863","-29.7175006866455",NA,NA,"650","650","HUCS003701","HUCS003701","38612",NA,"auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-16 08:39:10-03","UTFPR","HCF","21389","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel","O.S. Ribas","2008",NA,NA,"O.S. Ribas","7887","2007","09","01","Brasil","PR","Doutor Ulysses","Mata dos Lima, Varzeão","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,NA,"32237","terrícola, 1,50 m. Margem do rio; transição Floresta Ombrófila Densa - Floresta Ombrófila Mista.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
