"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","imagecode","coordinatePrecision","geoFlag","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"51","2019-12-19 11:17:27-03","UFG","UFG","10211","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N. Hind & Semir","Monge, M.E.","Gibles, P.E.; Leitão Filho, H.F.","5650","1977","08","12",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental Inst. Agronômico","-45.0699996948242","-23.4300003051758",NA,NA,"UFG0010211","2009","05",NA,NA,"UFG0010211","34265","auto","15",NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","3680885","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N. Hind & Semir",NA,"I. Carvalho & R. Costa","411","1984","6","18","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Jardim Botanicodo Rio de Janeiro, Arboreto Secao XXXIV, Canteiro D, PIQ. 2.",NA,NA,NA,NA,"US01616065",NA,NA,NA,NA,"US01616065_01",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"53","2019-10-07 09:12:01-03","UEFS","HUEFS","25608","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","J.Semir","Hoehne, W.","SPF15004","1953","07","13",NA,"Brasil","São Paulo","Caraguatatuba","Praia Negra.","-45.4099998474121","-23.6200008392334",NA,NA,"HUEFS0025608","1998","03",NA,NA,"HUEFS0025608","30093","auto",NA,"Asteranae",NA,NA,NA,NA,NA
"54","2019-01-25 15:38:48-02","IAC","IAC","19315","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","M. Monge","H.M. Souza","s/nº","1967","10","10",NA,"Brasil","São Paulo","Ubatuba","Floresta próximo ao litoral","-45.0711","-23.4339",NA,"SYNTYPUS: Stifftia grazielae Leitão - Bragantia, 29(16): 176 (1970). Nome popular: jambeiro-do-mato.",NA,"2010","05","-45.0711","-23.4339",NA,NA,NA,"10",NA,NA,NA,NA,"Síntipo",NA
"55","2019-01-25 15:38:48-02","IAC","IAC","20788","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","M. Monge","H.F. Leitão Filho","866","1969","08","22",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, cultivada na Seção de Floricultura, introduzida de Ubatuba, SP.","-47.077171","-22.870251",NA,"Nome popular: jambeiro-do-mato;&nf;floresce de junho até agosto.",NA,"2010","05","-47.077171","-22.870251",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA
"56","2019-01-25 15:38:48-02","IAC","IAC","36466","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","J. Semir","F.A.L. Moraes","29","1998","07","17",NA,"Brasil","São Paulo","Campinas","IAC, Av. Barão de Itapura, Parque","-47.065751","-22.9056",NA,"cultivada",NA,"2007","03","-47.065751","-22.9056",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA
"57","2019-01-25 15:38:48-02","IAC","IAC","40038","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","J. Semir","J.P. Cabral","1","2000","09","12",NA,"Brasil","São Paulo","Campinas","IAC, Av. Barão de Itapura, Parque","-47.065751","-22.9056",NA,"cultivada",NA,"2007","12","-47.065751","-22.9056",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"58","2019-01-25 15:38:48-02","IAC","IAC","4830","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","M. Monge","A.C. Smith","s/nº","1939","07","15",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental","-45.0711","-23.4339",NA,"SYNTYPUS: Stifftia grazielae Leitão - Bragantia, 29(16): 176 (1970). Nome popular: jambeiro-do-mato, rabo-de-cotia, diadema, esponjeira.",NA,"2010","05","-45.0711","-23.4339",NA,NA,NA,"15",NA,NA,NA,NA,"Síntipo",NA
"59","2019-06-24 08:12:32-03","IAC","IAC","53805","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","J. Semir","J.B. Baitello & O.T. Aguiar","888","2000","25","25",NA,"Brasil","São Paulo","Ilhabela","Parque Estadual da Serra do Mar, estrada para castelhanos,","-45.3581","-23.7781",NA,NA,NA,"2001","07","-45.3581","-23.7781",NA,NA,NA,"04",NA,NA,NA,NA,NA,NA
"60","2019-01-25 15:38:48-02","IAC","IAC","55122","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","J.E.A. Bertoni","J.E.A. Bertoni","993","2006","02","17",NA,"Brasil","São Paulo","Campinas","IAC, Av. Barão de Itapura, Parque, maciço 23","-47.065751","-22.9056",NA,NA,NA,"2006","02","-47.065751","-22.9056",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA
"61","2019-01-25 15:38:48-02","IAC","IAC","55393","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","M. Monge","M. Monge","701","2009","03","18",NA,"Brasil","São Paulo","Campinas","IAC, Centro","-47.0608","-22.9056",NA,NA,NA,"2009","03","-47.0608","-22.9056",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA
"62","2019-01-25 15:38:48-02","IAC","IAC","7539","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","M. Monge","M. Koscinski","s/nº","1936","07","15",NA,"Brasil","São Paulo","São Paulo","Horto Florestal de São Paulo","-46.6361","-23.5475",NA,"SYNTYPUS: Stifftia grazielae Leitão - Bragantia, 29(16): 176 (1970). Material recebido do Sr. Bento Pickel em 27 de julho de 1944. Nome popular: rabo-de-cotia, jambeiro-do-mato, esponjeira e diadema",NA,"2010","05","-46.6361","-23.5475",NA,NA,NA,"15",NA,NA,NA,NA,"Síntipo",NA
"63","2020-07-23 11:59:29-03","CEPLAC","CEPEC","72333","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa",NA,"D. J. N. Hind","M. C. Marques","263","1992","03","20",NA,"Brasil","Rio de Janeiro","rio de janeiro","Parati/Apa-cairuçu, Ponta Negra, Morro dos Antigos.","-44.85","-23.383333",NA,NA,NA,NA,NA,"44W51'","23S23'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2000"
"64","2019-11-01 14:54:34-03","UnB","UB","123924","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker","Hoehne, W","Hoehne, W","SPF15004","1953","07","13","Southern America","Brasil","São Paulo","Caraguatatuba","Praia Negra","-45.4099998474121","-23.6200008392334",NA,"Flores amarelas com pappus vermelhos.; Árvore.; Nas pedras",NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:54:34-03","UnB","UB","186285","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Velloso) D.J.N. Hind & Semir","Semir, J","Baitello, JB; Aguiar, OT","888","2000","05","25","Southern America","Brasil","São Paulo","Ilhabela","Parque Estadual da Serra do Mar, estrada para Castelhanos, na mata.","-45.3499984741211","-23.7700004577637",NA,"Corola amarela e papus cor lilás.; Arvoreta 3m altura.",NA,"2000","07",NA,NA,NA,"23719","auto","04",NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:54:09-03","UFU","HUFU","68005","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Marzinek, J.","s.n.","2013","11","21",NA,"Brasil","São Paulo","Botucatu","Jardim Botânico Unesp Botucatu Rubião Júnior","-48.501944","-22.890833",NA,"Cipselas com pápus vermelho.","HUFU00055597",NA,NA,"-48.501944","-22.890833","HUFU00055597",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-05-06 11:54:09-03","UFU","HUFU","71957","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Marzinek, J.","s.n.","2010","02","19",NA,"Brasil","São Paulo","Botucatu","Campus da UNESP, Entrada do Jardim Botânico.","-48.439998626709","-22.8799991607666",NA,"Subarbusto, ca. de 2,5 m alt. Flores com pápus avermelhados.","HUFU00041132",NA,NA,NA,NA,"HUFU00041132","40412","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-08-20 14:55:20-03","UFSC","FLOR","42676","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir, J.","Baitello, J.B.; Aguiar, O.T.","888","2000","05","25",NA,"Brasil","São Paulo","Ilhabela","Parque Estadual, estrada para Castelhanos.","-45.3499984741211","-23.7700004577637",NA,"arvoreta, corola amarela com papus cor lilás, 3m altura. Recebido de APAF Nº 26856.","FLOR0042676","2000","07",NA,NA,NA,"23719","auto","04",NA,NA,NA,NA,NA,NA
"69","2016-10-27 13:32:39-02","UFMT","UFMT","2675","S","Plantae",NA,NA,"Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae","Leitão",NA,"Taroda, N.; Semir, J.; Yamamoto, K.","17643","1985","06","16",NA,"Brasil","São Paulo","Ubatuba","Praia Dura","-45.0699996948242","-23.4300003051758",NA,"Árvore até 5m, flores amarelas, pappus avermelhados.; borda mata.",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-04 15:42:41-03","IF","SPSF","46591","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) ((D.J.N.Hind) & Semir)","M.M.Egeo","V.B.Zipparro","2357","2008","02","21","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.066667","-23.55",NA,"COLETA: Árvore com ca. de 6 m de altura, tronco fissurado, com muita cortiça internamente. Presença de flores tubulares vermelhas com estames amarelos.; GEOGRAFIA: Floresta Ombrófila Densa, em estágio avançado de regeneração. Ambiente sombreado, próximo",NA,"2019","04",NA,NA,NA,NA,NA,"25","Magnoliopsida",NA,NA,NA,NA,NA
"71","2021-03-04 15:42:41-03","IF","SPSF","47259","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) Hind & Semir","A.G.Silva","A.G.Silva","4","2013","09","08","América do Sul","Brasil","RJ","Paraty","Trindade","-44.713889","-23.2225",NA,"COLETA: Árvore de 4 metros, flor rosa clara.; GEOGRAFIA: Cachoeira da Pedra que Engole. Mata Ciliar.;",NA,"2013","09",NA,NA,NA,NA,NA,"23","Magnoliopsida",NA,NA,NA,NA,NA
"72","2021-03-04 15:42:41-03","IF","SPSF","28865","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","((Semir) & (D.J.N.Hind)) (Vell.)","M.Monge","I.Cordeiro & M.M.R.F.Melo & M.C.H.Mamede & A.F.B.Marques","2338","2000","09","28","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo&nf;Mata Ombrófila Densa de Encosta.&nf;Arvoreta do interior da mata, 7m altura e 5cm de diâmetro, papus vináceo.; GEOGRAFIA: Trilha da Captação.;",NA,"2011","01",NA,NA,NA,"30093","auto","28","Magnoliopsida","386","386",NA,NA,NA
"73","2021-03-04 15:42:41-03","IF","SPSF","26856","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) Hind & Semir","M.Monge","J.B.Baitello & O.T. Aguiar","888","2000","05","25","América do Sul","Brasil","SP","Ilhabela","estrada para Castelhanos","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 3m altura; corola amarela e papus cor lilás.;",NA,"2011","01",NA,NA,NA,"23719","auto","28","Magnoliopsida",NA,NA,NA,NA,NA
"74","2021-03-04 15:42:41-03","IF","SPSF","00133","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","((Semir) & (D.J.N.Hind)) (Vell.)","M.Monge","M.Koscinski",NA,"1936","06","01","América do Sul","Brasil","SP","Ubatuba","Horto Florestal","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo. Nome popular: Diadema;",NA,"2011","01",NA,NA,NA,"34265","auto","28","Magnoliopsida",NA,NA,NA,NA,NA
"75","2021-03-04 15:42:41-03","IF","SPSF","06428","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","((Semir) & (D.J.N.Hind)) (Vell.)","M.Monge","M.Magalhaes","21","1930","07","02","América do Sul","Brasil","SP","Ubatuba","Horto Florestal","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: diadema;",NA,"2011","01",NA,NA,NA,"34265","auto","28","Magnoliopsida",NA,NA,NA,NA,NA
"76","2021-03-04 15:42:41-03","IF","SPSF","28912","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","((Semir) & (D.J.N.Hind)) (Vell.)","M.Monge","G.L.Esteves & R.Simão-Bianchini & F.Pinheiro & F.Bonfim & F.O.Souza & L.T.Bopp & M.Sugiyama","2749","2000","08","11","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo&nf;Mata Ombrófila Densa&nf;Árvore 15m altura; papus cor rosa escuro.; GEOGRAFIA: Trilha da Captação;",NA,"2011","01",NA,NA,NA,"30093","auto","28","Magnoliopsida",NA,NA,NA,NA,NA
"77","2021-03-04 15:42:41-03","IF","SPSF","26890","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae",NA,NA,"G. Hatschbach","59733","1993","11","08","América do Sul","Brasil","ES","Domingos Martins","mata","-40.6591987609863","-20.3633003234863",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"48150","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"78","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker",NA,"Fox, CJ","89",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In insula S. Sebastian.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:01:26-03","IBt","SP","16987","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Loefgren, A","CGG3111","1895","07","23",NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,"SP023718","2010","12",NA,NA,"SP023718","30093","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:01:26-03","IBt","SP","39462","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Gehrt, A; Kuhlmann, M","s.n.","1938","05","14",NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,"2010","12",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:01:26-03","IBt","SP","350434","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Cordeiro, I","Cordeiro, I; Melo, MMRF; Mamede, MCH; Marques, AFB","2338","2000","09","28",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha da Captação","-45.4099998474121","-23.6200008392334",NA,NA,NA,"2009","08",NA,NA,NA,"30093","auto",NA,NA,"386","386",NA,NA,NA
"82","2019-11-21 10:01:26-03","IBt","SP","350435","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Cordeiro, I","Esteves, GL; Simão Bianchini, R; Pinheiro, F; Bonfim, F; Souza, FO; Bopp, LT; Sugiyama, M","2749","2000","08","11",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha da Captação","-45.4099998474121","-23.6200008392334",NA,NA,NA,"2009","08",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:01:26-03","IBt","SP","304391","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Scavone, O","s.n.","1955","07","29",NA,"Brasil","São Paulo","Caraguatatuba","Praia Brava","-45.4099998474121","-23.6200008392334",NA,NA,NA,"2010","12",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:01:26-03","IBt","SP","305357","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Hoehne, W","s.n.","1953","07","13",NA,"Brasil","São Paulo","Caraguatatuba","Praia Negra","-45.4099998474121","-23.6200008392334",NA,NA,NA,"2010","12",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:01:26-03","IBt","SP","31841","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Koscinsky, M","67","1934","06","15",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:01:26-03","IBt","SP","37889","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Magalhães, M","304","1937","02","23",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:01:26-03","IBt","SP","114154","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Kuhlmann, M","3788","1956","06","10",NA,"Brasil","São Paulo","Ubatuba","Enseada do Flamengo","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:01:26-03","IBt","SP","210271","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Kirizawa, M","1663","1986","06","24",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental de Ubatuba. Picada em direção ao Espigão","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:01:26-03","IBt","SP","43444","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Smith, C","s.n.","1939","07","15",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do IAC","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:01:26-03","IBt","SP","247311","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Romaniuc Neto, S; Cordeiro, I","1051","1989","09","08",NA,"Brasil","São Paulo","Ubatuba","Morro próximo à praia da Enseada","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:01:26-03","IBt","SP","198115","S","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Forero, E","7663","1980","08","31",NA,"Brasil","São Paulo","Ubatuba","Pontal da Lagoinha, Km 237 da Rodovia São Paulo - Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","12",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
