"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters"
"1","2021-03-01 16:20:10-03","UNICAMP","UEC","107153","S","Plantae","Liliopsida","Orchidaceae","Constantia","microscopica","Constantia microscopica","F.E.L.Miranda","Borba, EL","Borba, EL; Felix, JM","515","Brazil","Minas Gerais","Grão Mogol","Trila da tropa","-42.9","-16.55","-42.9","-16.55","Rupícula, flores brancas, pétalas e labelo com manchas lilases.","UEC033681","UEC033681",NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Constantia","microscopica","Constantia microscopica","F.E.L. Miranda","Van den Berg, C","Faria, JEQ; Otoni, TJO; Zanatta, MRV; Kuhlmann, M","8384","Brasil","Minas Gerais","Diamantina","Campus da UFVJM, próximo ao Córrego Soberbo","-43.568056","-18.196389","-43.568056","-18.196389","Erva crescendo adnada às fóveas das rochas de quartzito, encontrada apenas nas rochas mais próximas ao córrego. Flor rosa clara com o lebelo amarelo internamente. Planta frequente no local; Campo rupestre",NA,NA,"2017","11","2017","11","16","Southern America","1323","1323"
