"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","499141","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","F. W. Pennell","P. K. H. Dusén","2565","1903",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NY00499141","NY00499141_01",NA,"Magnoliophyta","Lamiales","South America","Lago","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770034' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","499143","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","F. W. Pennell","P. K. H. Dusén","9056","1910","01","23","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"NY00499143","NY00499143_01",NA,"Magnoliophyta","Lamiales","South America","Capao Grande, in campo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770036' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","67833","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00067833","NY00067833_01",NA,"Magnoliophyta","Lamiales","South America","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","499140","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","K. A. Barringer","J. E. Leite","650","1941","11",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NY00499140","NY00499140_01",NA,"Magnoliophyta","Lamiales","South America","In monte Limmer [or Zimmer?]","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770031' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","499144","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","F. W. Pennell","P. K. H. Dusén","16293","1915","01","10","Brazil","Paraná","Ponta Grossa","-50.077154","-25.140873",NA,NA,"NY00499144","NY00499144_01",NA,"Magnoliophyta","Lamiales","South America","Ponta Grossa, in campo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","499139","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","K. A. Barringer","J. E. Leite","255","1940","12","01","Brazil","Rio Grande do Sul","Porto Alegre","-51.153181","-30.11284",NA,NA,"NY00499139","NY00499139_01",NA,"Magnoliophyta","Lamiales","South America","Vicinity of Porto-Alegre.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770030' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","499138","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","K. A. Barringer","R. M. Klein","3922","1962","12","12","Brazil","Santa Catarina","Mafra","-49.810717","-26.134487",NA,NA,"NY00499138","NY00499138_01",NA,"Magnoliophyta","Lamiales","South America","Mafra.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770041' target='other'> <mi>dwc_moreinfo</mi></a>","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","499135","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","G. G. Hatschbach","A. C. Cervi","4039","1992","12","29","Brazil","Paraná","Jaguariaíva","-49.68","-24.23",NA,NA,"NY00499135","NY00499135_01",NA,"Magnoliophyta","Lamiales","South America","Jaguariaíva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770040' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-10-19 09:17:00-02","NY","NYBG","499146","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,"N. H. Holmgren","E. M. Zardini","16488","1989","11","18","Paraguay","Cordillera",NA,"-57.25","-25.13",NA,NA,"NY00499146",NA,NA,"Magnoliophyta","Lamiales","South America","Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","499142","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","F. W. Pennell","P. K. H. Dusén","7382","1908","12","13","Brazil","Paraná","Contenda","-49.5344","-25.6758",NA,NA,"NY00499142","NY00499142_01",NA,"Magnoliophyta","Lamiales","South America","Serrinha, in campo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770035' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","499134","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","K. A. Barringer","L. B. Smith","11587","1957","02","20","Brazil","Santa Catarina","Chapecó","-53.18","-26.37",NA,NA,"NY00499134","NY00499134_01",NA,"Magnoliophyta","Lamiales","South America","Campo, east of road fork, Fazenda Campo Sao Vicente 24 km west of Campo Erê.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770043' target='other'> <mi>dwc_moreinfo</mi></a>","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:57-03","UFRJ","RFA","8514","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","V. C. Souza","P. Occhioni","3637","1968","01",NA,"Brasil","Paraná","Paraná",NA,NA,NA,NA,"RFA48768",NA,NA,NA,NA,NA,"Vila Velha",NA,"Subarbusto, flor arroxeada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:22:44-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Sosa, MM","Sosa, MM; Franceschini, C; Tressens, SG","22","1999","02","19","Argentina","Corrientes","Dep. Gral. Paz",NA,NA,NA,NA,NA,NA,"1999","Dicotyledon",NA,"Southern America","Ruta n§ 12, 18 Km de It  Ibaté",NA,"flores liláceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879825","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Morel J",NA,"1947","11","17","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2879825","NL-L2879825",NA,NA,"Lamiales","Southern America","Gob. Formosa. Dep. Pilcomayo. Salvacion.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879826","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Reitz R; Klein RM",NA,"1962","12","21","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2879826","NL-L2879826",NA,NA,"Lamiales","Southern America","Santa Catarina - Brasil. Tupitinga, Campos Novos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879828","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Morel I",NA,"1947","03","18","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2879828","NL-L2879828",NA,NA,"Lamiales","Southern America","Gob. Formosa. Dep. Pilcomayo. Ruta 11 Cda. a. L. Blanca al Km 7.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879829","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Schwindt E",NA,"1949","11","14","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2879829","NL-L2879829",NA,NA,"Lamiales","Southern America","Gob. Misiones. Dep. Iguazu. Delicia (Centro).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879830","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Sellow F",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2879830","NL-L2879830",NA,NA,"Lamiales","Southern America","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:33:30-03","NBC","NL-BOTANY","L.2879831","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2879831","NL-L2879831",NA,NA,"Lamiales","Southern America","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2879831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720654","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Meyer T",NA,"1944","11","16","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1720654","NL-U1720654",NA,NA,"Lamiales","Southern America","Gob. de Misiones Posados.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720655","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Schwarz GJ",NA,"1945","01","20","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1720655","NL-U1720655",NA,NA,"Lamiales","Southern America","Gob Misiones dep Cauderia Arrofo Santa Cruz.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720656","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Pedersen TM",NA,"1954","12","15","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1720656","NL-U1720656",NA,NA,"Lamiales","Southern America","Estancia Las Tres Marias dep. Empedrado prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720657","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Pedersen TM",NA,"1951","01","15","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1720657","NL-U1720657",NA,NA,"Lamiales","Southern America","Estancia Santa Teresa. Dep. Mburucuya prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720749","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Tressens SG; Ahti TT; Ferraro L; Maruñak V",NA,"1993","12","13","Paraguay",NA,NA,NA,NA,NA,NA,"NL-U1720749","NL-U1720749",NA,NA,"Lamiales","Southern America","Dep. Cordillera 9km NW de Valenzuela.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:33:30-03","NBC","NL-BOTANY","U.1720750","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Lindeman JC; Haas JH de",NA,"1966","12","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1720750","NL-U1720750",NA,NA,"Lamiales","Southern America","Est. Rio Grande do Sul 46km W. of Lagoa Vermelha.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:33:30-03","NBC","NL-BOTANY","WAG.1355529","PreservedSpecimen","Plantae","Scrophulariaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Silva JM; Santos EP",NA,"1993","01","15","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1355529","NL-WAG1355529",NA,NA,"Lamiales","Southern America","Recanto dos Papagaios (mun. Palmeira) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1355529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 12:18:20-03","ESALQ","ESA","98200","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Scatigna, A.V.","Silva, J.M.","5200.0","2006","11","11","Paraguai",NA,"Pedro Juan Caballero",NA,NA,NA,NA,"ESA098200",NA,"2015","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09","15",NA,NA,NA,NA,NA,NA
"38","2020-11-04 12:18:20-03","ESALQ","ESA","111936","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,"Martins, A","Martins, A.","1.0","2007","12","01","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ESA111936","ESA111936",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"39","2020-11-04 12:18:20-03","ESALQ","ESA","91367","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,NA,"Souza, V.C. ; Kinupp, V.F.","30578.0","2005","01","23","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"ESA091367",NA,NA,"Magnoliophyta",NA,NA,"Fazenda do Sr. Nelson Matzenbacher. Campos de Cima da Serra.",NA,"Erva, ca. 40 cm alt.; corola alvo-arroxeada, com manchas roxo-escuras.",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA
"40","2020-11-04 12:18:20-03","ESALQ","ESA","107363","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,"Zappi","Krapovickas, A.","45863.0","1994","10","22","Paraguai","San Pedro","San Estanilao",NA,NA,NA,NA,"ESA107363","ESA107363","2009","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 12:18:20-03","ESALQ","ESA","56118","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Schinini, A.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7460.0","2007","01","18","Argentina","Misiones","Apóstoles",NA,NA,NA,NA,"ESA056118",NA,NA,"Magnoliophyta",NA,NA,"Ruta 14, 7km E do cruzamento com a ruta 105. Campo com mata ciliar adjacente",NA,"Erva, flores roxas (flor aberrante?)","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 12:18:20-03","ESALQ","ESA","98914","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7181.0","2007","01","14","Argentina","Corrientes","Santo Tomé",NA,NA,NA,NA,"ESA098914","ESA098914",NA,"Magnoliophyta",NA,NA,"Ruta 94 em direção a Azara. 54km da divisa com Misiones. Campo provavelmente alagável",NA,"Erva, ca. 40cm alt. Flores roxas com o lábio mais escuro e gibas esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 12:18:20-03","ESALQ","ESA","83326","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Souza, V.C.","Hatschbach, G. et al.","74279.0","2002","11","16","Brasil","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"ESA083326",NA,"2003","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","07","66197","auto",NA,NA,NA,NA
"44","2020-11-04 12:18:20-03","ESALQ","ESA","93103","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.",NA,"Pott, A. et al.","10788.0","2002","11","16","Brasil","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"ESA093103",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA
"45","2020-11-04 12:18:20-03","ESALQ","ESA","44925","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Souza, V.C.","Ribas, O.S. ; Pereira L.B.S.","1748.0","1997","02","11","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"ESA044925",NA,"1997","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","17","44368","auto",NA,NA,NA,NA
"46","2020-11-04 12:18:20-03","ESALQ","ESA","12304","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Souza, V.C.","Souza, V.C. et al.","4933.0","1993","12","10","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"ESA012304",NA,"1993","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","10","46557","auto",NA,NA,NA,NA
"47","2020-11-04 12:18:20-03","ESALQ","ESA","99465","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima",NA,"Fernandes, T.M.","Machado, M.","617.0","2005","11","25","Brasil","Rio Grande do Sul","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,"ESA099465","ESA099465","2010","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"48","2020-11-04 12:18:20-03","ESALQ","ESA","39847","PreservedSpecimen","Plantae","Plantaginaceae","Angelonia","integerrima","Angelonia integerrima","Spreng.","Jarenkow, J.A.","Jarenkow, J.A.","3314.0","1996","12","16","Brasil","Rio Grande do Sul","Sertão Santana","-51.6032981872559","-30.4603004455566",NA,NA,"ESA039847",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15707","auto",NA,NA,NA,NA
