"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","eventTime","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"17","2020-02-08 09:02:23-03","NBC","NL-BOTANY","L.2491718","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Eschweilera","angustifolia","Eschweilera angustifolia","Mart.",NA,"Riedel JGF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2491718 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2491718","NL-L2491718",NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:02:28-03","NBC","NL-BOTANY","U.1419138","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Riedel L",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419138","NL-U1419138",NA,NA,NA,NA,"Brasilia: Rio Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:20-03","MN","R","8990","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Glaziou, A.F.M.","3980",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000008990","R000008990_001","1870","01","20","Laranjeiras",NA,NA,NA,"Mori, S.","1981","07","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-02-02 14:38:25-02","BGBM","B","B 18 0005994","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","Miers",NA,"Rudio",NA,"Middle and South America","Brazil",NA,NA,"E. angustifolia Mart. <a href=http://herbarium.bgbm.org/object/B180005994 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180005994",NA,NA,NA,NA,NA,NA,NA,NA,"S. Mori","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2014-10-14 15:56:31-03","BS","M","M-0146526","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers","NOTATYPE","Pohl, J.B.E.",NA,NA,"Brasil",NA,NA,NA,"M0146526",NA,NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"22","2014-10-14 15:56:31-03","BS","M","M-0146527","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers","NOTATYPE","Pohl, J.B.E.",NA,NA,"Brasil",NA,NA,NA,"M0146527",NA,"1838","12","31",NA,"In Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA,NA,NA,NA
"23","2014-10-14 15:56:31-03","BS","M","M-0146528","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers","NOTATYPE","Pohl, J.B.E.",NA,NA,"Brasil",NA,NA,NA,"M0146528",NA,"1838","12","31",NA,"In Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA,NA,NA,NA
"24","2014-10-14 15:56:31-03","BS","M","M-0146529","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers","NOTATYPE","Riedel, L.",NA,NA,"Brasil",NA,NA,NA,"M0146529",NA,NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-06 19:29:49-03","UFES","VIES","40489","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Ribeiro, M.","1159",NA,"Brasil","Espírito Santo",NA,NA,"VIES040489","VIES040489","2015","04","30","Guarapari",NA,"-40.536111","-20.726667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40º32'10''W","20º43'36''S",NA,NA,NA
"26","2020-12-21 16:31:27-03","MBM","MBM","425564","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Ribeiro, M.; Bravim, F.; Bravim, F.","1159","Southern America","Brazil","Espirito Santo",NA,"Árvore de sub-bosque, 19cm de DAP. 2 troncos, casca externa fissurada, fissuras pouco profundas, laminada; casca interna amarela. Copa composta por folhas novas, intensa floração, repleta de inflorescência. Inflorescência: raque, ped","MBM425564",NA,"2015","04","30","Guarapari","Nova Guarapari, Coleta ao lado de uma casa. RBcarpo 7890","-40.536111","-20.726667","Ribeiro, M.","2015","04","30",NA,NA,NA,NA,NA,NA,NA,"-40.536111","-20.726667",NA,NA,NA
"27","2015-10-27 23:42:51-02","MNHN","RECOLNAT_MNHN_P","P01900072","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","angustifolia","Eschweilera angustifolia","Mart.","isotype","Martius",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900072' target='other'> <mi>dwc_moreinfo</mi></a>","P01900072","P01900072_01",NA,NA,NA,NA,"s.loc.",NA,NA,"Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61",NA,NA
"28","2011-04-19 18:45:02-03","MNHN","RECOLNAT_MNHN_P","P01900073","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","angustifolia","Eschweilera angustifolia","Mart.","isotype","Martius",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900073' target='other'> <mi>dwc_moreinfo</mi></a>","P01900073","P01900073_01",NA,NA,NA,NA,"s.loc.",NA,NA,"Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61",NA,NA
"29","2015-10-27 23:40:29-02","MNHN","RECOLNAT_MNHN_P","P01900069","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900069' target='other'> <mi>dwc_moreinfo</mi></a>","P01900069","P01900069_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C² 201",NA,NA
"30","2015-10-27 23:41:03-02","MNHN","RECOLNAT_MNHN_P","P01900070","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900070' target='other'> <mi>dwc_moreinfo</mi></a>","P01900070","P01900070_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C² 201",NA,NA
"31","2015-10-27 23:41:30-02","MNHN","RECOLNAT_MNHN_P","P01900071","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900071' target='other'> <mi>dwc_moreinfo</mi></a>","P01900071","P01900071_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C² 201",NA,NA
"32","2015-09-04 16:28:30-03","MNHN","RECOLNAT_MNHN_P","P04543464","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Nadeaud",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04543464' target='other'> <mi>dwc_moreinfo</mi></a>","P04543464","P04543464_01",NA,NA,NA,NA,"Corcovado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 16:28:30-03","MNHN","RECOLNAT_MNHN_P","P04543465","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04543465' target='other'> <mi>dwc_moreinfo</mi></a>","P04543465","P04543465_01",NA,NA,NA,NA,"Larangeira au Cosme Velho et au Corcorvado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3985",NA,NA
"34","2020-12-11 11:37:09-03","UFMG","BHCB","47457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Oliveira, PP de","668","Southern America","Brasil","Rio de Janeiro",NA,"Mata atlântica","BHCB014394",NA,"1999","01","12","Rio das Ostras","Reserva Biológica da União, Trilha 15","-41.9449996948242","-22.5268993377686",NA,"2014","05","14","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:37:09-03","UFMG","BHCB","47458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Oliveira, PP de","668a","Southern America","Brasil","Rio de Janeiro",NA,"Mata atlântica","BHCB014391",NA,"1998","12","09","Rio das Ostras","Reserva Biológica da União, Trilha 15","-41.9449996948242","-22.5268993377686",NA,"2014","05","14","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-08-31 08:53:51-03","INPA","INPA","46194","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Duarte, AP","340","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046194","INPA0046194 INPA0046194_e INPA0046194_e1","1946","10","05","Rio de Janeiro","Corcovado, Guanabara.","-43.2075004577637","-22.9027996063232","Mori, SA","1984",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-10 20:42:53-03","INPA","INPA","46170","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Sucre, D","9158","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046170","INPA0046170 INPA0046170_e INPA0046170_e1","1972","05","28",NA,"Guanabara, Matt do Rumo.",NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-31 08:53:51-03","INPA","INPA","46170","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Sucre, D","9158","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046170","INPA0046170 INPA0046170_e INPA0046170_e1","1972","05","28",NA,"Guanabara, Matt do Rumo.",NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-10 20:42:53-03","INPA","INPA","46191","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Occhioni, P","RB21530","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046191","INPA0046191 INPA0046191_e INPA0046191_e1","1929","02",NA,NA,"Tijuca, mata pequena da base da Pedra do Conde.",NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 08:53:51-03","INPA","INPA","46192","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Eiten, LT","3895","Southern America","Brasil","Distrito Federal",NA,NA,"INPA0046192","INPA0046192 INPA0046192_e INPA0046192_e1","1958","06","24",NA,"Jacarepaguá, Tres Rios.",NA,NA,"Ichaso, CLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 08:53:51-03","INPA","INPA","46193","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Pereira, E","619","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046193","INPA0046193 INPA0046193_e INPA0046193_e1","1949","01","17",NA,"Matas perto da Vista Chineza, Est. D.Castorina.",NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-08-31 08:53:51-03","INPA","INPA","75852","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers","type","Martius, CFP von","61","Southern America","Brasil",NA,NA,NA,"INPA0075852","INPA0075852 INPA0075852_d INPA0075852_e",NA,NA,NA,NA,NA,NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-10 20:42:53-03","INPA","INPA","96186","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Ducke, A","JB16205","Southern America","Brasil","Pará",NA,NA,"INPA0096186",NA,"1920","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:53:51-03","INPA","INPA","96186","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Ducke, A","JB16205","Southern America","Brasil","Pará",NA,NA,"INPA0096186",NA,"1920","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:53:51-03","INPA","INPA","96773","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Sucre, D","4423","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0096773","INPA0096773 INPA0096773_e INPA0096773_e1","1969","01","18",NA,"Mata da Pedra do Marinheiro, Reserva Florestal do Jardim Botânico.",NA,NA,"Mori, SA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:46:44-03","MBML","MBML-HERBARIO","46130",NA,"Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","Miers",NA,"A. P. Fontana; L. Kollmann","7527",NA,"Brasil","Rio de Janeiro",NA,"Árvore ca 7m. Fruto seco","MBML046130","MBML046130","2013","04","17","Macaé","Cabiúnas, TECAB","-41.731944","-22.285556","N.P. Smith & S.A. Mori/30-10-2013",NA,NA,NA,NA,NA,"37","37",NA,NA,NA,"41W43'55","22S17'8",NA,NA,NA
"47","2020-07-10 09:46:44-03","MBML","MBML-HERBARIO","49072",NA,"Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","Miers",NA,"L. Kollmann","12957",NA,"Brasil","Rio de Janeiro",NA,"Arvoreto 7m, frutos marrons.","MBML049072","MBML049072","2014","08","11","Macaé","Cabiunas, TECAB","-41.730556","-22.286389","L. Kollmann",NA,NA,NA,NA,NA,"29","29",NA,NA,NA,"41W43'50","22S17'11",NA,NA,NA
"48","2020-07-10 09:46:44-03","MBML","MBML-HERBARIO","54083",NA,"Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","Miers",NA,"M. Ribeiro; F. Bravim","1158",NA,"Brasil","Espírito Santo",NA,"14cm de DAP, tronco com casca externa fissurada, fissuras pouco profundas. Frutos imaturos na copa, marrom-esverdeados. Altura:4,5m. Habitat: F.O.D. das Terras Baixas. Hábito/Forma de vida. Árvore de sub-bosque","MBML054083","MBML054083","2015","04","30","Guarapari","Nova Guarapari. Área de tabuleiros terciários, solo argiloso alaranjado, fragmento florestal em regeneração ao lado de uma lagoa, área sob forte pressão imobiliária","-40.536111","-20.729167","M. Ribeiro/30-04-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W32'10","20S43'45",NA,NA,NA
"49","2021-02-09 10:13:08-03","UENF","HUENF","4636","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","compressa","Eschweilera compressa","(Vell.) Miers",NA,"Archanjo, K.M.P.A.","498",NA,"Brasil","Rio de Janeiro",NA,"Arbórea","HUENF00004639",NA,"2009","06","17","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944","Ribeiro, M.","2016","05","19",NA,NA,"61","61",NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA
