"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"414","2019-10-07 09:35:56-03","UEFS","HUEFS","85167","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Silva, J.M.","1500","1995","09","15","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1350","1350",NA,"HUEFS0085167","HUEFS0085167","Angiospermae","Myrtales",NA,NA,NA,"41937","auto","Rosanae",NA,NA,NA
"415","2019-10-07 09:35:56-03","UEFS","HUEFS","208107","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Silva, J.M.","5174","2006","10","25","Brasil","Santa Catarina","Garuva","Serra do Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"HUEFS0208107",NA,"Angiospermae","Myrtales",NA,NA,NA,"22441","auto","Rosanae",NA,NA,NA
"416","2019-10-07 09:35:56-03","UEFS","HUEFS","19360","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Ribas, O.S.","302","1990","04","17","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUEFS0019360","HUEFS0019360","Angiospermae","Myrtales",NA,NA,NA,"17116","auto","Rosanae",NA,NA,NA
"417","2019-10-07 09:35:56-03","UEFS","HUEFS","219533","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Santos, V.dos","36","2013","03","10","Brasil","Santa Catarina","Curitibanos","Parcelas Permanentes, UFSC.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,NA,"HUEFS0219533",NA,"Angiospermae","Myrtales",NA,NA,NA,"25987","auto","Rosanae",NA,NA,NA
"418","2019-10-07 09:35:56-03","UEFS","HUEFS","212437","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Silva, J.M.","5174","2006","10","25","Brasil","Santa Catarina","Garuva","Serra do Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"HUEFS0212437",NA,"Angiospermae","Myrtales",NA,NA,NA,"22441","auto","Rosanae",NA,NA,NA
"419","2019-10-07 09:35:56-03","UEFS","HUEFS","49238","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Silva, J.M.","2958","1999","04","30","Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375",NA,NA,"1200","1200","Matinha nebular.","HUEFS0049238","HUEFS0049238","Angiospermae","Myrtales",NA,NA,NA,"25228","auto","Rosanae",NA,NA,NA
"420","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138811F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138811F","V0138811F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"421","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138812F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138812F","V0138812F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"422","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138813F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138813F","V0138813F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"423","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138814F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138814F","V0138814F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"424","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138815F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138815F","V0138815F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"425","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138816F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138816F","V0138816F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"426","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138817F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138817F","V0138817F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"427","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138818F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138818F","V0138818F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"428","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138819F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138819F","V0138819F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"429","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138820F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138820F","V0138820F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"430","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138821F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138821F","V0138821F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"431","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138822F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138822F","V0138822F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"432","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138823F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0138823F","V0138823F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"433","2018-05-14 17:28:26-03","F","FMNH-SEEDPLANTS","V0349178F","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,"RRC ID Flag",NA,NA,NA,"G. G. Hatschbach","19509","1968","7","17","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,NA,NA,NA,"V0349178F","V0349178F_01 V0349178F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"19509"
"434","2020-11-23 11:39:25-03","IAC","IAC","57150","S","Plantae","Myrtaceae-2.Myrtoideae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","M.E.G. Sobral","2010","10","15","M. Verdi; E. Martins & O.N. Veiga","5677","2010","09","02","Brasil","Paraná","Guaratuba","Morro dos Perdidos/APA Estadual de Guaratuba","-48.956667","-25.890278","-48.956667","-25.890278",NA,NA,"Coordenadas originais: 25º53#?#25S, 48º57#?#24W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-11-13 11:38:49-03","URICER","HPBR","15","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","SOBRAL,E.M.",NA,NA,NA,"ASSONI,R.",NA,"1981","02","20","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"HPBR000015",NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,"2",NA
"436","2020-11-19 14:06:27-03","Unimontes","MCMG","1919","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Santos R.M.",NA,NA,NA,"Menino, G.C.O. | Braga, L.L. | Coutinho,C.A. | Oliveira, M.H. | Silva, W.A. |",NA,"2009","08","16","Brasil","Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 4","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"437","2020-11-19 14:06:27-03","Unimontes","MCMG","2061","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Santos R.M.",NA,NA,NA,"Menino, G.C.O. | Braga, L.L. | Coutinho,C.A. | Oliveira, M.H. | Silva, W.A. |",NA,"2009","08","16","Brasil","Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 6","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"438","2019-02-27 14:03:24-03","UFSJ","HUFSJ","6391","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G",NA,NA,NA,"Roderjan, CV","967","1992","03","13","Brasil","Paraná","Quatro Barras","Morro Anhangava. Comum na Floresta Altomontana.","-49.0769004821777","-25.3656005859375",NA,NA,"135","135","Árvore de 4m. Flores brancas.","HUFSJ006391",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"439","2019-02-27 14:03:24-03","UFSJ","HUFSJ","2243","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2010",NA,NA,"Hatschbach, G; Barbosa, E; Costa, EF","79115","2005","03","13","Brasil","Santa Catarina","Timbé do Sul","Serra da Rocinha, alto.","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,"Arbusto, 1m, flor alva. Campo. Junto ao perau.","HUFSJ002243",NA,NA,NA,NA,NA,NA,"15081","auto",NA,NA,NA,NA
"440","2019-02-27 14:03:24-03","UFSJ","HUFSJ","4022","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2012",NA,NA,"Sobral, M","14945","2012","08","15","Brasil","Minas Gerais","Barbacena","Caxambu","-43.899528","-21.167611","-43.899528","-21.167611","1","1","Árvore 2 m, erm interior de mata; flores brancas.","HUFSJ004022","HUFSJ004022_v00 HUFSJ004022_v01 HUFSJ004022_v02 HUFSJ004022_v03 HUFSJ004022_v04 HUFSJ004022_v05 HUFSJ004022_v06 HUFSJ004022_v07 HUFSJ004022_v08 HUFSJ004022_v09 HUFSJ004022_v10 HUFSJ004022_v11 HUFSJ004022_v12 HUFSJ004022_v13 HUFSJ004022_v14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-12-20 18:46:48-03","UFSJ","HUFSJ","7172","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2012","02",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Ecovila Arca Verde.","-50.500556","-29.464167","-50.500556","-29.464167","906","906","Árvore, 8m de altura, ritidoma laminado coriáceo amarelado, flores alvas,","HUFSJ007172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-07-16 10:36:13-03","UFSJ","HUFSJ","8139","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2015",NA,NA,"Grillo, RMM","14","2015","07","07","Brasil","São Paulo","Cunha","Parque Estadual da Serra do mar - Núcleo Cunha. Floresta Ombrófila Densa Altomontana. parcela S, indivíduo 1786.","-45.05","-23.233333","-45.05","-23.233333","110","110",NA,"HUFSJ008139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2019-07-16 10:36:13-03","UFSJ","HUFSJ","8140","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2015",NA,NA,"Grillo, RMM","11","2015","04","16","Brasil","São Paulo","Cunha","Parque Estadual da Serra do mar - Núcleo Cunha. Floresta Ombrófila Densa Altomontana. parcela S, indivíduo 1186.","-45.05","-23.233333","-45.05","-23.233333","110","110",NA,"HUFSJ008140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2019-02-27 14:03:24-03","UFSJ","HUFSJ","6392","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Roderjan, CV","1996","11","15","Roderjan, CV","1349","1996","11","14","Brasil","Paraná","Morretes","P.E. Morumbi. Ponta do Tigre. Floresta Ombrófila Densa Altomontana.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Árvore de 2m, frutos vermelhos.","HUFSJ006392",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"445","2019-02-27 14:03:24-03","UFSJ","HUFSJ","6390","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, CV; Struminski, E","759","1989","03","15","Brasil","Paraná","Quatro Barras","Morro Anhangava. Comum na Floresta Altomontana.","-49.0769004821777","-25.3656005859375",NA,NA,"135","135","Árvore de 4m.","HUFSJ006390",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"446","2019-02-27 14:03:24-03","UFSJ","HUFSJ","6376","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, CV; Kuniyoshi, YS","957","1992","02","14","Brasil","Paraná","Quatro Barras","Morro Anhangava. Floresta Ombrófila Densa Altomontana.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Árvore de 4m.","HUFSJ006376",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"447","2019-02-27 14:03:24-03","UFSJ","HUFSJ","6377","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G",NA,NA,NA,"Roderjan, CV","1113","1993","11","07","Brasil","Paraná","Quatro Barras","Morro Anhangava. Floresta Ombrófila Densa Altomontana.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Árvore de 2m, frequente. Frutos maduros.","HUFSJ006377",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"448","2019-12-20 18:46:48-03","UFSJ","HUFSJ","3281","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2012",NA,NA,"Saueressig, D; Henke, A","1497","2011","10","03","Brasil","Rio Grande do Sul","Erebango",NA,"-52.3018989562988","-27.8553009033203",NA,NA,NA,NA,"Árvore de 7m, subosque da Floresta Ombrófila Mista.","HUFSJ003281",NA,NA,NA,NA,NA,NA,"12173","auto",NA,NA,NA,NA
"449","2020-11-04 17:30:06-03","UEM","HUEM","2933","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2009","08","01","Moro, RS","s.n.","1992","05","16","Brasil","Paraná","Castro","Catanduvas de Fora, Beira de capão.","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Arvoreta; caulifloria; frutos pequenos globosos, vermelhos.","HUEM000009146","HUEM000009146",NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA
"450","2021-03-10 11:38:48-03","UNILA","EVB","3206","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Lozano, E.",NA,NA,NA,"Lozano, E.; Selusniaki, M.","110","2009","04","25","Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"EVB003206","EVB003206",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"451","2020-11-12 17:02:06-03","UEL","FUEL","27828","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Soares, A","1997","09","16","Soares, A; Júnior, LHS","142","1997","10","21","Brasil","Paraná","Morretes",NA,"-48.966667","-25.4","-48.966667","-25.4",NA,NA,NA,"FUEL008539",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2019-10-16 14:14:07-03","UEL","FUEL","50539","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M","2012","06","05","Grizzon, M","70a","2012","02","18","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos, em mata ciliar","-50.927222","-28.957028","-50.927222","-28.957028","805","805",NA,"FUEL008537",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-11-12 17:02:06-03","UEL","FUEL","52269","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M","2013","03","04","Grizzon, M","199","2013","03","04","Brasil","Rio Grande do Sul","Jaquirana","Passo do S, na margem do Rio Tainhas","-50.366556","-29.085389","-50.366556","-29.085389","808","808",NA,"FUEL008533",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-11-12 17:02:06-03","UEL","FUEL","7013","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Silva, JM; Cordeiro, J","525","1988","04","12","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,"1300","1300",NA,"FUEL008541",NA,"Tracheophyta","Myrtales",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"455","2020-11-12 17:02:06-03","UEL","FUEL","24637","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2009","07","31","Pavão, OC; Francisco, EM","s.n.","1999","02","23","Brasil","Paraná","Tamarana","Acampamento Água Viva","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,NA,"FUEL008536",NA,"Tracheophyta","Myrtales",NA,NA,NA,"23681","auto",NA,NA,NA,NA
"456","2019-10-16 14:14:07-03","UEL","FUEL","50540","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M","2012","06","05","Marchett, CA","87","2011","03","15","Brasil","Rio Grande do Sul","Bom Jesus","em beira de banhado","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,"FUEL008538",NA,"Tracheophyta","Myrtales",NA,NA,NA,"55856","auto",NA,NA,NA,NA
"457","2020-11-12 17:02:06-03","UEL","FUEL","16757","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M","2014","10",NA,"Rossato, M; et al.","s.n.","1988","04","23","Brasil","Rio Grande do Sul","Jaquirana","Fazenda Boa Vista","-50.3577995300293","-28.8847007751465",NA,NA,"900","900",NA,"FUEL008534",NA,"Tracheophyta","Myrtales",NA,NA,NA,"31282","auto",NA,NA,NA,NA
"458","2019-11-01 15:07:01-03","UnB","UB","168026","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Roderjan, CV","1103","1993","10","05","Brasil","Paraná ","Quatro Barras","Morro Anhangava","-49.08","-25.37","-49.08","-25.37","1400","1400","Árvore 2m.; Floresta alto Montana",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-11-01 15:07:01-03","UnB","UB","168027","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1993",NA,NA,"Ribas, OS","302","1990","04","17","Brasil","Paraná ","Quatro Barras","Morro sete","-49.08","-25.37","-49.08","-25.37",NA,NA,"Arbusto 1,5m alt. Flores alvas. Matinha nebular.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-11-01 15:07:01-03","UnB","UB","168033","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1999",NA,NA,"Silva, JM","2958","1999","04","30","Brasil","Paraná ","Tijucas do Sul","Serra Papanduva","-49.2","-25.93","-49.2","-25.93","1200","1200","Árvore, 4m, flor alva; matinha nebular.; matinha nebular",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"461","2019-11-01 15:07:01-03","UnB","UB","167947","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Proença, CEB","2012",NA,NA,"Magalhães, GM","5196","1943","06","21","Brasil","Minas Gerais",NA,"Serra do Papagaio",NA,NA,NA,NA,NA,NA,"Margem do córrego. Arbusto 2m, flor alva.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-11-01 15:07:01-03","UnB","UB","168029","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Bueno, R","s.n.","1983","02",NA,"Brasil","Minas Gerais","São Francisco de Paula","Itaimbezinho","-44.99","-20.71","-44.99","-20.71",NA,NA,"Arvoreta em interior da mata. casca lisa.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-11-01 15:07:01-03","UnB","UB","168031","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Sobral, M","3015","1984","08",NA,"Brasil","Rio Grande do Sul","Nova Prata","Nova Prata","-51.608333","-28.763611","-51.608333","-28.763611",NA,NA,"Árvore 15m. de altura, em interior da mata; flores fecundadas, casca lisa.; Interior de Mata",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-11-01 15:07:01-03","UnB","UB","168032","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand, CMDE",NA,NA,NA,"Rambo, B","H.Anchieta54093","1953","02","20","Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbezinho","-50.58","-29.45","-50.58","-29.45",NA,NA,"Frutex densissimus, fere 4 metralis.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-11-01 15:07:01-03","UnB","UB","168220","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Souza, MC","2012","12",NA,"Lindeman, JC","16823","1967","08","02","Brasil","Paraná","Serra do Mar","Below top of pico de Garatuva",NA,NA,NA,NA,"1850","1850","Shrub of 1 1/2 m, fruiting, fruits in spirit.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-11-01 15:07:01-03","UnB","UB","168025","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Lindeman, JC","1966",NA,NA,"Lindeman, JC","1107","1966","04","30","Brasil","Paraná ","Clevelândia","Brandalize. Ca. de 20 km N of Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,"670","670","3 1/2 m tall, 2 1/2 cm diam.; Poor forest on reddish brown loam",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,"30860","auto",NA,NA,NA,NA
"467","2019-11-01 15:07:01-03","UnB","UB","168030","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1983",NA,NA,"Sobral, M","2680","1983","10",NA,"Brasil","Rio Grande do Sul","Cambará  do Sul","Faxinal","-50.15","-29.05","-50.15","-29.05",NA,NA,"Árvore 8m de alt. em beira da mata. casca lisa. frutos maduros vermelhos.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
